BRAND-NAME,DOSAGE-FORM,PRODUCER,PRODUCT-IMAGE,LABEL-IMAGE,APPROVAL-DATE,REGISTRATION-NUMBER,TETRAHYDROCANNABINOL-THC,TETRAHYDROCANNABINOL-ACID-THCA,CANNABIDIOLS-CBD,CANNABIDIOL-ACID-CBDA,A-PINENE,B-MYRCENE,B-CARYOPHYLLENE,B-PINENE,LIMONENE,OCIMENE,LINALOOL-LIN,HUMULENE-HUM,CBG,CBG-A,CANNABAVARIN-CBDV,CANNABICHROMENE-CBC,CANNBINOL-CBN,TETRAHYDROCANNABIVARIN-THCV,A-BISABOLOL,A-PHELLANDRENE,A-TERPINENE,B-EUDESMOL,B-TERPINENE,FENCHONE,PULEGOL,BORNEOL,ISOPULEGOL,CARENE,CAMPHENE,CAMPHOR,CARYOPHYLLENE-OXIDE,CEDROL,EUCALYPTOL,GERANIOL,GUAIOL,GERANYL-ACETATE,ISOBORNEOL,MENTHOL,L-FENCHONE,NEROL,SABINENE,TERPINEOL,TERPINOLENE,TRANS-B-FARNESENE,VALENCENE,A-CEDRENE,A-FARNESENE,B-FARNESENE,CIS-NEROLIDOL,FENCHOL,TRANS-NEROLIDOL
Taytenate T78 3036,"0.5g Concentrate: 408mg total cannabinoids, =1.63g flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2148461&GUID=29E67D8A-EAAB-47F1-904F-935EA3BA0903),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2148378&GUID=66A4600D-A7F0-4B02-929E-C8CF62300E6D),03/06/2017 12:00:00 AM,MMBR.0001900,42.9,34.8,42.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAYTENATEV,"0.6g Oil Vape Cartridge - 481.5mg of cannabinoids, 1 cartridge = 2.1g Flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1797147&GUID=A107FD83-2B5F-47D1-B9A8-4A75864224F9),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1797148&GUID=31F95EC2-5674-4704-853F-489E78FFB6B2),08/28/2015 12:00:00 AM,MMBR.0000426,43.21,26.42,43.21,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaytenateV-2,"0.3g & 0.6g Vape Cartridges (oil) - 0.3g (217.98mg tot. cannabinoids) = 0.95g Flower, 0.6g (435.96mg tot. cannabinoids) = 1.9g Flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1786302&GUID=7695C3E6-DEA0-490B-9582-4FF93DAD2ABE),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1786306&GUID=7599506A-6706-4ED7-AE4D-C45C6801115E),12/03/2015 12:00:00 AM,MMBR.0000615,38.94,30.24,38.94,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaytenateV-3,".3g & .6g Vape Cartridges: .3g = 0.95g flower w/223.77mg total cannabinoids, .6g = 1.90g flower w/447.54mg total cannabinoids",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1780967&GUID=D081BCA2-3EA7-483A-88BA-CCDC08FE34BA),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1780968&GUID=C6F66BD4-35BA-4421-820B-1FC8E92C7FDB),12/31/2015 12:00:00 AM,MMBR.0000664,34.15,36.26,34.15,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaytenateX,"1g Shatter: 768.22mg of cannabinoids, 1g shatter = 3.3g flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1796576&GUID=E811CE9D-38AE-4133-9300-97EFBF5DC48D),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1796578&GUID=AB1EABCA-60BA-49C9-8BAA-E6F6E7CE4F83),09/08/2015 12:00:00 AM,MMBR.0000452,18.102,54.923,18.102,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEGECAN FLOWER,Flower,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1785102&GUID=C4CE3A28-6ED2-43E8-9CEF-AE0129133AF6),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1785103&GUID=22BB3F06-BE5E-4A8A-ABB8-7F7427FA15DA),12/09/2015 12:00:00 AM,MMBR.0000629,0.48,25.10,0.48,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tellobrid T25 8477,Raw material (flower),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3405757&GUID=96D1930C-320F-4F06-8841-8808BB2F8690),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3405739&GUID=3F187180-F926-4835-9E2E-3A17CC26C054),03/26/2020 12:00:00 AM,MMBR.0007219,0.28,25.1,0.28,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tellobrid T25 PR 8478,Cigarettes (pre-rolled cones),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3405782&GUID=3FA83B1F-BAB0-4515-A103-3A213A28E6DF),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3405777&GUID=0C8F6224-A942-4B76-B356-BA51721EBF2F),03/26/2020 12:00:00 AM,MMBR.0007218,0.28,25.1,0.28,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetraden Flower SC T29% S 7888,Raw material (flower),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3287745&GUID=AA249110-A513-47AB-B868-7B30435BB5C7),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3287744&GUID=4ADF7538-5853-4670-8F07-4567D54AC6F4),12/30/2019 12:00:00 AM,MMBR.0006681,0.22,29.10,0.22,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetraden Flower T29% S 7865,Raw material (flower),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3258004&GUID=1C527AB2-E80A-4A32-A639-85A7F4D04E8A),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3258003&GUID=FCE86309-C2DE-4765-9912-59697F023DDD),12/10/2019 12:00:00 AM,MMBR.0006560,0.22,29.10,0.22,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetraden Pre-Rolls T29% S 7895,Cigarettes (pre-rolled cones),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3291054&GUID=846A7029-850A-4EF0-94D6-728E74EF9D61),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3290964&GUID=D8803EA3-4E6E-4FDC-AE3C-9DA13A7C4812),01/02/2020 12:00:00 AM,MMBR.0006698,0.22,29.10,0.22,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transdermal Cream T17 1551,"60mL Cream: 16.8mg total cannabinoids, 0.28mg/3"" application, =0.07g raw flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1771903&GUID=459235C1-6989-4DB4-AFB7-CDECCB51EAA5),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1771904&GUID=51450E7F-322F-4779-B973-8C2A159351EC),04/21/2016 12:00:00 AM,MMBR.0001002,<0.1,<0.1,<0.1,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetraden T100 6853 Vape Strawberry,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3001768&GUID=F11A8C06-82BF-44A0-A498-0C23E596B8D0),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3001765&GUID=5511D549-445D-45A5-89B3-CA01CC4B847B),05/20/2019 12:00:00 AM,MMBR.0005433,7.04,12.40,7.04,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetraden T100 6854 Vape Grape,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3001783&GUID=C2B9CD94-E80B-400B-96B7-F091ABF22BD5),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3001781&GUID=78414C7F-CF98-456D-8DA5-4BFF971B6768),05/20/2019 12:00:00 AM,MMBR.0005432,7.29,13.00,7.29,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetraden T225 6874 Vape Strawberry,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3034831&GUID=D6F90E7E-C8A4-4A20-9678-204F2833C698),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3034628&GUID=302B2CEA-EDAB-4058-B31C-7D7C3508AE64),06/11/2019 12:00:00 AM,MMBR.0005529,16.7,26.6,16.7,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetraden T225 6875 Vape Grape,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3034822&GUID=69BD7727-3E97-4E53-8E19-397467D7348C),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3034700&GUID=E3341B8E-6618-4CB6-9458-6DCCED263EA3),06/11/2019 12:00:00 AM,MMBR.0005531,17.7,28.6,17.7,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transdermal Cream T179C6 7601,"Topical applications, oils or lotions",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3233944&GUID=0C306EEE-5279-4382-ACA8-27C7CB2EE2FA),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3233937&GUID=5BEB1E7E-48FF-40A0-BA43-B414D39AAA07),11/20/2019 12:00:00 AM,MMBR.0006426,0.42,<0.10,0.42,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS Oral Spray T125 C125 5473,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2803106&GUID=CBD53BB3-2306-4AF1-88FA-F02442283E57),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2803105&GUID=7FD3E800-B7F2-4359-B3B6-4C7A25401727),12/04/2018 12:00:00 AM,MMBR.0004524,2.39,0.00,2.39,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS Oral Spray T125-C125 5409,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2728169&GUID=FE86401E-9D6F-4168-97E5-0F2596187EE0),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2728168&GUID=44461816-EE22-49F2-80DD-86A09F9F351E),09/21/2018 12:00:00 AM,MMBR.0004128,2.16,0.35,2.16,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetraden T338 6830 DC Pure Vape,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2985555&GUID=44FDEBE4-4E6B-4184-8059-C712F4561BE3),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2985548&GUID=A5AD4B1F-0ECE-40F5-B68D-CB8E4F0FEF7E),05/09/2019 12:00:00 AM,MMBR.0005329,32.78,34.85,32.78,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetraden T382 Oil Syringe 7313,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3075774&GUID=647D5271-2A68-46FE-89AB-E5D8615EF3F1),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3075772&GUID=0257D22F-3A3C-4332-8743-BA80E2588233),07/12/2019 12:00:00 AM,MMBR.0005730,73.10,3.34,73.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetraden T436 6829 CS,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2989597&GUID=7D6084C2-30B5-4B1B-8F37-67324B77505D),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2989594&GUID=D35541C7-C400-40FA-ACA4-E4C8ED4799A1),05/10/2019 12:00:00 AM,MMBR.0005367,16.62,70.57,16.62,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetraden T87 6846 CS,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2991727&GUID=9721D90A-CF8A-417C-A296-6261340DDAF7),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2991726&GUID=462812A6-EDDE-439C-B413-BFFC571A76CA),05/13/2019 12:00:00 AM,MMBR.0005381,16.62,70.57,16.62,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15016X,1.2 g Whole Plant Extract Syringe for home compounding and topical use (1.2g = 2.75g raw flower),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1813181&GUID=1BA44754-4A22-4275-88ED-9EAB16FF0168),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1813182&GUID=98C3F6DD-4E36-469D-A696-927CD9C0A578),03/25/2015 12:00:00 AM,MMBR.0000148,45.331,39.092,45.331,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS T10 Capsule 2742,capsules,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2157045&GUID=4CB48E94-04CC-453D-99FD-301A61C32539),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2157044&GUID=CB09BD79-BC34-4185-837E-809C2BEA44CD),03/16/2017 12:00:00 AM,MMBR.0001921,12.29,0.21,12.29,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS T10 Tab 3575,Tablets,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2384638&GUID=C8ABD657-6C50-45C2-8245-C3247DB6B072),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2384636&GUID=D003A4E0-D776-49F7-AB4E-0052F1A59617),10/31/2017 12:00:00 AM,MMBR.0002662,1.81,0.00,1.81,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15017X,1g Shatter (1g = 2.5g raw flower),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1813177&GUID=C3D59CDE-40AF-499E-9CE2-8975175AA7DC),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1813178&GUID=DA5F884F-E348-423C-B157-FE63F7F112DC),03/25/2015 12:00:00 AM,MMBR.0000147,17.649,43.732,17.649,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15018X,1 Gram Shatter: equal to 5g Raw Flower,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1812645&GUID=4ACC060D-E11E-44C7-9447-D38BEEB87BC8),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1812646&GUID=909BD37D-E1F4-48E3-A155-2D9FCC74E58F),04/07/2015 12:00:00 AM,MMBR.0000168,11.289,66.095,11.289,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15028,3.5g Raw Flower,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1802450&GUID=B5636708-8FC9-43B0-B131-6B25C5BBA626),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1802453&GUID=880C0E6D-9A34-490F-87D1-01293E1EE463),05/21/2015 12:00:00 AM,MMBR.0000240,0.54,24.303,0.54,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15029X,1g Wax: 1g = 5g raw flower,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1802458&GUID=FB72D242-3783-4968-BEE7-FF96236B6CF5),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1802459&GUID=821C87E0-EE84-49DB-B06B-A5B9922F2C77),05/22/2015 12:00:00 AM,MMBR.0000243,18.685,47.458,18.685,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15030X,Hash Pre-roll 5 Pack (Raw Flower & Extract) - 5x .7g pre-rolls / 3.5g total: 3.5g = 3.75g Raw Flower,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1802465&GUID=DC218BD0-9048-43CE-84AD-24181D78F820),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1802467&GUID=81D162F2-BEB3-4733-A680-12277313184A),05/22/2015 12:00:00 AM,MMBR.0000242,3.209,13.021,3.209,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15031V,"0.3g 100% Pure Cannabis Oil Vape Cartridge: 0.3g = 1g Raw Flower, sold separately or with battery & charger.",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1802008&GUID=1AD8D32D-2EDE-4E33-BC7D-B80DCA879460),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1802009&GUID=5ECAF4DF-893B-4830-BF95-6F4C1FCF607A),05/26/2015 12:00:00 AM,MMBR.0000254,36.121,34.102,36.121,0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15032V,0.3g Oil Cartridge: 0.3g = 1.2g Raw Flower,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1801537&GUID=608EA724-09C3-4266-A184-EB7409C1C48A),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1801538&GUID=F5A71837-B1AD-4EF3-A650-36FCD12393D4),06/05/2015 12:00:00 AM,MMBR.0000271,62.632,12.296,62.632,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15033,3.5 grams raw flower,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1801526&GUID=1F8BF954-E1B7-4EFB-95B6-D93D55D1400F),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1801527&GUID=FF81B5EE-00B3-494B-8DD5-93D41CB4255B),05/29/2015 12:00:00 AM,MMBR.0000261,0.331%,22.145%,0.331%,0.069%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15034T,"30 ML Tincture:17.46mg/3mL Dose, 1 full dropper=3mL, 30mL=1.2 grams raw flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800973&GUID=7D339904-5DD1-4878-9215-0BFA3B99B98B),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800974&GUID=129F57DE-0F16-49C7-ACB2-30B0B43327B4),06/09/2015 12:00:00 AM,MMBR.0000275,0.426,0.127,0.426,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15036P,"10X139.24mg Pills, 1392.4mg total, 10 pills=6.85 grams raw flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800849&GUID=3F165379-624D-42A4-88A1-ED5747E26B3C),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800850&GUID=86535003-8F87-4812-87D0-581C22E8D527),06/09/2015 12:00:00 AM,MMBR.0000277,15.245,8.078,15.245,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15037P,"10x42.9mg pill, 10pills=2.1g raw flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800711&GUID=AE6737B3-3B32-4C8F-BE16-CE872C52D716),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800715&GUID=C2F97394-1DE2-4A02-AC54-4026B50E9E76),06/11/2015 12:00:00 AM,MMBR.0000284,9.306,0.225,9.306,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15038P,"10 x 46.6mg pills, or 466mg for 10 pills, 10 pills=2.3 grams raw flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800692&GUID=0A06B1D8-FD11-4BA2-897D-E3FD7F6BFB11),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800693&GUID=F55362A9-211C-437B-B37C-0E9F852F0117),06/11/2015 12:00:00 AM,MMBR.0000285,7.357,0.121,7.357,<0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15039P,"37.34 mg per pill, 10X 37.34=373.4mg for 10 pills, 10 pills=1.8g raw flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800441&GUID=7084BB86-52B6-4C7D-A44A-C9495B94D53F),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800443&GUID=387E59D1-8890-409D-9AB8-D2961CC80F46),06/19/2015 12:00:00 AM,MMBR.0000291,6.044,1.769,6.044,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15040P,"10x70.2mg=702 mg per 10 pills, 70.2mg per pill, 10 pills=3.5g raw flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800428&GUID=E1584F76-1D96-4860-A360-F8FF5ADF7EDC),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800430&GUID=27B9D7F8-2F50-4F28-91E8-8852B25674F6),06/19/2015 12:00:00 AM,MMBR.0000292,12.155,3.324,12.155,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theraplant15041P,"937.5mg, 10x93.75mg per pill, 4.6g raw flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800422&GUID=AF887727-332B-4D6F-B4F8-EE83DDD4C621),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1800423&GUID=85ABEEDA-2D6F-4B42-9E61-25FC071D87E1),06/19/2015 12:00:00 AM,MMBR.0000293,13.643,6.658,13.643,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TheraplantBalm-AC,Balm; 1 Tube=0.25g Raw Flower (Net Weight=4g),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1813390&GUID=4D43CB5F-90C4-4A20-ADAD-84A630137A55),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1813391&GUID=F4F0C2DA-85EB-418A-92CC-9A9C5E207103),04/29/2015 12:00:00 AM,MMBR.0000212,0.279,0.118,0.279,<0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
