PermitID,PermitApplication,FullPermitNo,FullApplicationNo,ApplicationDate,IssueDate,PermitFromDate,PermitToDate,ApplicationTypeName,ApplicationTypeOther,OldPermitNo,OldExpirationDate,OldGrossVehicleWeight,PermitServiceCompany,PermitteeCompany,IndustryTypeName,IndustryTypeOther,LeaseCompanyName,LeaseExpirationDate,Year,Make,Model,State,CDNo,SerialNo,ManufacturerGVWR,RegisteredGVWR,VehicleType,VehicleTypeOther,PermitType,OverallWidth,OverallLength,OverallHeight,TotalNoOfAxle,WheelBase,LoadInDescription,LoadInWidth,LoadInHeight,LoadInLength,LoadInWeight,LoadOutDescription,LoadOutWidth,LoadOutHeight,LoadOutLength,LoadOutWeight,SteeringWeight,SteeringNoOfTires,SteeringLoadRating,Axle2Weight,Axle2Space,Axle2NoOfTires,Axle2LoadRating,Axle3Weight,Axle3Space,Axle3NoOfTires,Axle3LoadRating,Axle4Weight,Axle4Space,Axle4NoOfTires,Axle4LoadRating,Axle5Weight,Axle5Space,Axle5NoOfTires,Axle5LoadRating,Axle6Weight,Axle6Space,Axle6NoOfTires,Axle6LoadRating,Axle7Weight,Axle7Space,Axle7NoOfTires,Axle7LoadRating,Axle8Weight,Axle8Space,Axle8NoOfTires,Axle8LoadRating,Axle9Weight,Axle9Space,Axle9NoOfTires,Axle9LoadRating,Axle10Weight,Axle10Space,Axle10NoOfTires,Axle10LoadRating,Axle11Weight,Axle11Space,Axle11NoOfTires,Axle11LoadRating
4362,Overweight,Y3H2-20151121-1015,con-20151028-1111,10/28/2015 03:22:09 PM,11/21/2015 08:50:35 PM,11/21/2015 12:00:00 AM,10/31/2016 12:00:00 AM,Renewal,,EVWI-2014111-1038,,,consolidated edison co. inc.,,Other,,,,2005,am/la,,,,,65400,65400,Other Single,tank,"Type 2, 3 to 4 axles",8,34,12,3,18.01,,,,,,,,,,,20000,2,10000,22700,13.03,4,5675,22700,4.10,4,5675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,Overweight,R3HU-2017119-123,con-20161115-888,11/15/2016 01:59:06 PM,01/19/2017 12:26:44 PM,01/19/2017 12:00:00 AM,10/31/2017 12:00:00 AM,Other,,EVWI-2014111-1114,,,consolidated edison co. inc.,,Other,,,,2013,Freightliner,,,,,60600,60600,Other Single,VACTOR,"Type 2, 3 to 4 axles",8,34,12.05,3,17.10,,,,,,,,,,,14600,2,7350,23000,13.02,4,5750,23000,4.08,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,Overweight,XI5M-2016713-555,Val-2016510-447,05/10/2016 07:53:10 AM,07/13/2016 10:59:19 AM,07/13/2016 12:00:00 AM,05/31/2017 12:00:00 AM,Renewal,,T65Q-2015530-482,05/31/2016 12:00:00 AM,77460,Valente Equipment Leasing Corp.,,Other,Concrete Supply,D & D LEASING LLC,20201231000000.000000000,2007,MACK,,,,,77460,77460,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,32.08,12.06,3,21.02,,,,,,,,,,,18460,2,8800,29500,16.08,4,8800,29500,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4823,Crane,W3SX-2016516-360,NOR-2016122-95,01/22/2016 01:03:50 PM,05/16/2016 12:22:17 PM,05/16/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,NORTH SHORE CRANE LLC,,Special Hauling,,,,2008,TEREX,DEMAG AC40-1,NY,4132,70746,70000,,,,,8.04,28.01,10.05,3,13.10,,,,,,,,,,,20000,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5497,Overweight,AOBH-2017113-51,con-20161020-769,10/20/2016 03:15:15 PM,01/13/2017 04:40:54 PM,01/13/2017 12:00:00 AM,10/31/2017 12:00:00 AM,Other,,EVWI-2014111-1065,,,consolidated edison co. inc.,,Other,,,,2009,freghtliner,,,,,64000,64000,Other Single,utility,"Type 2, 3 to 4 axles",8,34,12,3,18.01,,,,,,,,,,,18000,2,9000,23000,13.03,4,5750,23000,4.10,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4894,Crane,Z9L7-2016321-282,Mas-201621-166,02/01/2016 05:16:57 PM,03/21/2016 05:04:06 PM,03/21/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Masonry Services Inc.,,Special Hauling,,,,2012,Liebherr,LTM 1100-4.2,NY,4409,64026,105600,,,,,9,44.04,13.01,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4596,Crane,GER6-2016517-400,Atl-2015127-1345,12/07/2015 04:15:16 PM,05/17/2016 11:51:40 AM,05/17/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Atlantic Crane(Lessee) TKO Crane (Lessor),,Special Hauling,,,,2005,LIEBHERR,LTC 1055,NY,4379,056238,69880,,,,,8.04,27.09,10.10,3,13.03,,,,,,,,,,,23293,,,23294,8.04,,,23293,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6830,Crane,LMWS-2018111-24,Cra-201818-40,01/08/2018 11:32:31 AM,01/11/2018 02:35:35 PM,01/12/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Cranes Inc.,,Special Hauling,,,,2016,Tadano,GR-500XL,NY,4937,541430,69840,,,,,9.10,42.10,12.03,2,12.06,,,,,,,,,,,39590,,,30250,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5711,Crane,AWL9-2017126-201,Bay-20161130-983,11/30/2016 01:09:46 PM,01/26/2017 09:55:52 AM,01/26/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2007,TADANO,TR450,NY,3747,540442,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4135,Overweight,I5ZY-2015102-859,Mas1-2015827-884,08/27/2015 03:54:03 PM,10/02/2015 04:58:42 PM,10/02/2015 12:00:00 AM,08/31/2016 12:00:00 AM,Renewal,,X7BE-2014109-965,,,Maspeth Avenue Operating Corp.,,Cement,,,,1999,Crane Carrier,,,,,85000,79000,Cement Truck,,"Type 2, 3 to 4 axles",8,30.05,12.02,3,13,,,,,,,,,,,20000,2,9900,29500,12.10,4,8820,29500,0.02,4,8820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6433,Overweight,PB4G-20171031-839,con-2017103-541,10/03/2017 02:55:10 PM,10/31/2017 10:07:59 AM,11/01/2017 12:00:00 AM,10/31/2018 12:00:00 AM,Renewal,,RK6B-2017116-74,,,consolidated edison co. inc.,,Other,,,,2005,am/la,,,,,65400,65400,Other Single,tank,"Type 2, 3 to 4 axles",8,34,12,3,18.01,,,,,,,,,,,20000,2,10000,22700,13.03,4,5675,22700,4.10,4,5675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5843,Crane,TFQQ-201728-270,Atl-20161221-1115,12/21/2016 03:43:25 PM,02/08/2017 05:33:19 PM,02/08/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Atlantic Crane(Lessee) TKO Crane (Lessor),,Special Hauling,,,,2006,LIEBHERR,LTC1055,NY,3709,06270,69880,,,,,8.04,27.09,10.10,3,13.03,,,,,,,,,,,23293,,,23294,8.04,,,23293,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,Overweight,TMFM-2015819-750,Mas1-201584-804,08/04/2015 04:10:38 PM,08/19/2015 05:31:27 PM,08/19/2015 12:00:00 AM,07/31/2016 12:00:00 AM,Renewal,,GPQZ-201482-867,,,Maspeth Avenue Operating Corp.,,Cement,,,,1999,Crane Carrier,,,,,85000,49500,Cement Truck,,"Type 2, 3 to 4 axles",8,30.05,12.02,3,13,,,,,,,,,,,20000,2,9920,29500,12.10,4,8820,29500,0.02,4,8820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6657,Crane,S93X-20171227-991,Bay-20171129-765,11/29/2017 12:34:13 PM,12/27/2017 03:13:53 PM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2003,DEMAG,AC40,NY,3358,70502,70000,,,,,8.04,23.03,10.05,3,13.10,,,,,,,,,,,20000,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,Overweight,QW9G-20141217-1260,Ska3-2014113-1166,11/03/2014 01:23:09 PM,12/17/2014 05:22:50 PM,12/17/2014 12:00:00 AM,10/31/2015 12:00:00 AM,Renewal,,J8DH-2014312-303,10/31/2014 12:00:00 AM,45600,Skaggs-Walsh Inc,,Other,Fuel,,,1987,MACK,,,,,48000,45600,Other Single,FUEL TANK,"Type 1, 2 axles",7.10,22.11,8.11,2,17.01,,,,,,,,,,,16600,2,8300,29000,17.01,4,7640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,Crane,CZ47-2015420-362,New1-2015116-68,01/16/2015 04:09:20 PM,04/20/2015 05:18:48 PM,04/20/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,New York Crane & Equipment,,Special Hauling,,,,2006,TEREX,AC-140,NY,4025,14161,109300,,,,,9.10,46.06,13.02,5,26.10,,,,,,,,,,,21860,,,21860,8,,,21860,5.05,,,21860,8,,,21860,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,Crane,O94I-2015413-334,Bay-2014122-1247,12/02/2014 10:35:55 AM,04/13/2015 08:53:30 AM,04/13/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2006,LIEBHERR,LTM1090,NY,3663,61831,105600,,,,,9.09,41.06,13,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557,Crane,QGZG-20151211-1124,con1-20151127-1306,11/27/2015 11:57:15 AM,12/11/2015 11:24:49 AM,01/01/2016 12:00:00 AM,10/31/2016 12:00:00 AM,,,,,,con ed,,Special Hauling,,,,2007,liebh,telescopic mobile,NY,3962,061962,94800,,,,,9.09,41.06,13,4,18.08,,,,,,,,,,,23600,,,24000,5.05,,,23600,7.10,,,23600,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6518,Overweight,CXVC-20171030-801,con-2017109-626,10/09/2017 10:46:54 AM,10/30/2017 04:41:33 PM,11/01/2017 12:00:00 AM,10/31/2018 12:00:00 AM,Renewal,,R3HU-2017119-122,,,consolidated edison co. inc.,,Other,,,,2013,Freightliner,,,,,60600,60600,Other Single,vACTOR,"Type 2, 3 to 4 axles",8,34,12.05,3,17.10,,,,,,,,,,,14600,2,7350,23000,13.02,4,5750,23000,4.08,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5728,Crane,DF1E-201733-311,Eas-20161130-1000,11/30/2016 04:46:38 PM,03/03/2017 01:04:19 PM,03/03/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Eastern Hoisting,,Special Hauling,,,,2005,LIEBHERR,LTM 1070,NY,3630,059121,93165,,,,,8.10,41.01,12.06,4,17.07,,,,,,,,,,,23291,,,23291,5.05,,,23291,6.09,,,23292,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5749,Crane,SR3N-20161216-860,con1-2016129-1021,12/09/2016 02:03:33 PM,12/16/2016 12:57:09 PM,01/01/2017 12:00:00 AM,10/31/2017 12:00:00 AM,,,,,,con ed,,Special Hauling,,,,2013,liebherr,1055-3.2,NY,4525,085250,79200,,,,,8.04,37.03,12.04,3,15.03,,,,,,,,,,,26400,,,26400,9.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,Crane,W946-2015410-278,Bay-2014125-1254,12/05/2014 09:51:16 AM,04/10/2015 12:44:36 PM,04/10/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2008,DEMAG,AC55,NY,3997,15085,79366,,,,,8.10,25.05,11,3,13.10,,,,,,,,,,,26500,,,26500,8.05,,,26366,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484,Crane,WZZK-20151117-974,con1-2015113-1233,11/03/2015 04:21:28 PM,11/17/2015 01:59:27 PM,11/17/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,con ed,,Special Hauling,,,,2005,demag,ac40 city,NY,3689,70605,70000,,,,,9.06,29,11.09,3,13.10,,,,,,,,,,,20000,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6416,Overweight,WY8P-20171023-753,Mas1-2017102-524,10/02/2017 03:22:17 PM,10/23/2017 11:15:14 AM,10/23/2017 12:00:00 AM,09/30/2018 12:00:00 AM,Renewal,,JI74-20161021-773,09/30/2017 12:00:00 AM,,Maspeth Avenue Operating Corp.,,Cement,,,,1997,Crane Carrier,,,,,85000,79000,Cement Truck,,"Type 2, 3 to 4 axles",8,32.05,12.02,3,17.06,,,,,,,,,,,20000,2,9920,29500,12.10,4,8820,29500,4.08,4,8820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5683,Crane,MFPI-2017123-174,Bay-20161130-955,11/30/2016 12:35:58 PM,01/23/2017 12:32:54 PM,01/23/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2006,TADANO,TR450,NY,3616,540398,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,Overweight,R3HU-2017119-122,con-20161115-887,11/15/2016 01:47:22 PM,01/19/2017 12:25:54 PM,01/19/2017 12:00:00 AM,10/31/2017 12:00:00 AM,Other,,EVWI-2014111-1113,,,consolidated edison co. inc.,,Other,,,,2013,Freightliner,,,,,60600,60600,Other Single,vACTOR,"Type 2, 3 to 4 axles",8,34,12.05,3,17.10,,,,,,,,,,,14600,2,7350,23000,13.02,4,5750,23000,4.08,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485,Crane,WZZK-20151117-973,con1-2015113-1234,11/03/2015 04:28:56 PM,11/17/2015 01:57:23 PM,11/17/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,con ed,,Special Hauling,,,,2013,FREIGHTLINER,M2112,NY,0000,100174206,79000,,,,,7,37.05,12,4,26.11,,,,,,,,,,,18000,,,20000,17.10,,,20500,4.05,,,20500,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6483,Overweight,P7X6-20171024-764,con-2017109-591,10/09/2017 08:00:10 AM,10/24/2017 04:24:10 PM,11/01/2017 12:00:00 AM,10/31/2018 12:00:00 AM,Renewal,,AOBH-2017113-55,,,consolidated edison co. inc.,,Other,,,,2010,freightliner,,,,,64000,64000,Other Single,utility,"Type 2, 3 to 4 axles",8,34,12,3,18.01,,,,,,,,,,,18000,2,9000,23000,13.03,4,5750,23000,4.10,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5735,Crane,DF1E-201733-306,DEC-2016122-1007,12/02/2016 03:35:16 PM,03/03/2017 12:57:24 PM,03/03/2017 12:00:00 AM,08/31/2017 12:00:00 AM,,,,,,DECORAMA BUILDING & PLUMBING SUPPLY INC.,,Special Hauling,,,,2016,FREIG,114SD,NY,0000,50000 WB 95,76250,,,,,8.06,42.10,13.03,4,26.10,,,,,,,,,,,20000,,,20000,18,,,18125,4.05,,,18125,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,Crane,W946-2015410-286,Bay-2014125-1262,12/05/2014 10:23:20 AM,04/10/2015 12:50:28 PM,04/10/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2003,DEMAG,AC40,NY,3428,70535,69974,,,,,8.04,23.03,10.05,3,13.10,,,,,,,,,,,19974,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,Crane,M2HR-2015424-410,TRI1-2015420-440,04/20/2015 10:18:47 AM,04/24/2015 03:41:30 PM,04/24/2015 12:00:00 AM,06/30/2015 12:00:00 AM,,,,,,TRI STATE LUMBER LTD,,Special Hauling,,,,1997,Volvo,Cormach,NY,0000,0000,92560,,,,,8.06,43.10,13.06,4,30.04,,,,,,,,,,,18800,,,26880,20.08,,,26880,4.10,,,20000,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6629,Crane,S93X-20171227-967,Bay-20171129-737,11/29/2017 10:03:55 AM,12/27/2017 10:48:58 AM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2005,TADANO,TR300XL,NY,3606,560761,59633,,,,,8.10,36.11,11.09,2,24.03,,,,,,,,,,,29840,,,29793,24.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,Crane,Z72R-2015423-389,New1-2015116-69,01/16/2015 04:12:13 PM,04/23/2015 03:22:28 PM,04/23/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,New York Crane & Equipment,,Special Hauling,,,,2008,TEREX,AC-40,NY,4123,70767,69000,,,,,8.04,28.01,10.05,3,13.10,,,,,,,,,,,19000,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6982,Overweight,PN2I-2018424-248,Bed-201845-192,04/05/2018 02:10:55 PM,04/24/2018 10:13:42 AM,04/24/2018 12:00:00 AM,03/31/2019 12:00:00 AM,Renewal,,QL7F-201758-464,03/31/2018 12:00:00 AM,102000,Bedford Construction Corp,,Construction,,Bedford Carp Construction Corp,20210808000000.000000000,2000,Mack,,,,,120000,120000,Tractor Trailer,,"Type 4, 6 axles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,Overweight,MSFH-2016715-632,Val1-2016418-389,04/18/2016 10:50:08 AM,07/15/2016 05:15:47 PM,07/15/2016 12:00:00 AM,04/30/2017 12:00:00 AM,Renewal,,T65Q-2015530-479,04/30/2016 12:00:00 AM,79000,Vales Construction Corp.,,Construction,,,,1989,MACK,,,,,82000,82000,Dump Truck,,"Type 2, 3 to 4 axles",7.10,24.06,10.10,3,18.02,,,,,,,,,,,20000,2,10200,29500,13.08,4,8850,29500,4.06,4,8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6604,Overweight,JH59-20171115-917,PET-20171113-712,11/13/2017 09:39:46 AM,11/15/2017 05:17:34 PM,12/01/2017 12:00:00 AM,11/30/2018 12:00:00 AM,Renewal,,db8g-201719-4,11/30/2017 12:00:00 AM,57220,PETRO INC,,Other,,,,1987,MACK,,,,,69080,69080,Other Single,TANK TRUCK,"Type 2, 3 to 4 axles",7.10,29.01,9.02,3,21.04,,,,,,,,,,,13220,2,7660,22000,17.03,4,7660,22000,4.01,4,7660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6690,Crane,S93X-20171227-1024,Bay-2017124-798,12/04/2017 09:31:59 AM,12/27/2017 04:11:42 PM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2009,TADANO,TR450,NY,4073,540565,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6096,Overweight,QL7F-201758-444,ROM1-2017322-204,03/22/2017 02:17:28 PM,05/08/2017 03:38:20 PM,05/08/2017 12:00:00 AM,04/30/2018 12:00:00 AM,Renewal,,MSFH-2016715-627,04/30/2017 12:00:00 AM,,ROMANO PAVING & CONTRACTING CORP,,Construction,,,,2006,MACK,,,,,78000,78000,Dump Truck,,"Type 2, 3 to 4 axles",7.10,23.06,9.10,3,17.05,,,,,,,,,,,20000,2,9600,29000,12.11,4,7300,29000,4.06,4,7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582,Crane,QGZG-20151211-1131,Gal1-2015124-1331,12/04/2015 03:36:29 PM,12/11/2015 02:48:37 PM,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Galasso Trucking & Rigging Inc.,,Special Hauling,,,,2013,2013,AC 100 / 4L,NY,4523,10266,106000,,,,,8.05,34.11,12.10,4,18.10,,,,,,,,,,,26500,,,26500,5.05,,,26500,8,,,26500,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,Overweight,S6YL-20151022-901,UTO-20151014-1003,10/14/2015 01:11:59 PM,10/22/2015 12:21:48 PM,11/01/2015 12:00:00 AM,10/31/2016 12:00:00 AM,Renewal,,HMQ7-2014117-1154,10/31/2015 12:00:00 AM,62000,UTOPIA TRUCKING CORP,,Construction,,,,1995,MACK,,,,,80000,62000,Other Single,UTILITY,"Type 2, 3 to 4 axles",7.10,27.11,11.11,3,22.01,,,,,,,,,,,18000,2,9300,22000,17.06,4,6000,22000,4.07,4,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5444,Overweight,LE2R-20161024-783,MES-2016104-716,10/04/2016 10:14:54 AM,10/24/2016 10:56:52 AM,10/24/2016 12:00:00 AM,09/30/2017 12:00:00 AM,Renewal,,RWNQ-2015929-812,09/30/2016 12:00:00 AM,78000,MESSINA ASPHALT CORP,,Construction,,,,1989,MACK,,,,,80000,78000,Dump Truck,,"Type 2, 3 to 4 axles",7.10,20.04,9.10,3,18.06,,,,,,,,,,,18000,2,9300,29500,13.11,4,7130,29500,4.07,4,7130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,Crane,W946-2015410-318,Bay-20141215-1367,12/15/2014 08:36:27 AM,04/10/2015 01:13:46 PM,04/10/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2001,TADANO,TR450,NY,3135,540320,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7097,Overweight,DUOZ-201876-346,MES-2018625-307,06/25/2018 12:40:25 PM,07/06/2018 12:58:38 PM,07/06/2018 12:00:00 AM,06/30/2019 12:00:00 AM,Renewal,,POB1-2017711-599,06/30/2018 12:00:00 AM,74000,MESSINA ASPHALT CORP,,Construction,,,,1989,MACK,,,,,74000,72000,Dump Truck,,"Type 2, 3 to 4 axles",7.10,26.04,10.06,3,22.04,,,,,,,,,,,16000,2,9230,29000,17.09,4,8100,29000,4.07,4,8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,Overweight,EVWI-2014111-1087,con-2014923-1015,09/23/2014 02:09:51 PM,11/01/2014 05:12:57 PM,11/01/2014 12:00:00 AM,10/31/2015 12:00:00 AM,Renewal,,ji2v-20131116-1106,,,consolidated edison co. inc.,,Other,,,,2012,freightliner,,,,,64000,64000,Other Single,utility,"Type 2, 3 to 4 axles",8,34,12,3,18.01,,,,,,,,,,,18000,2,9000,23000,13.03,4,5750,23000,4.10,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178,Overweight,YS1R-2015126-8,Ska3-201516-17,01/06/2015 11:07:22 AM,01/26/2015 01:16:39 PM,01/26/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Renewal,,J8DH-2014312-304,12/31/2014 12:00:00 AM,45600,Skaggs-Walsh Inc,,Other,Fuel,,,1986,MACK,,,,,45600,44800,Other Single,FUEL TANK,"Type 1, 2 axles",7.10,22.11,9.11,2,17.01,,,,,,,,,,,18000,2,9100,27600,17.01,4,7640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6647,Crane,S93X-20171227-982,Bay-20171129-755,11/29/2017 12:23:00 PM,12/27/2017 11:05:59 AM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2008,DEMAG,AC55,NY,3998,15086,79366,,,,,8.10,25.05,11,3,13.10,,,,,,,,,,,26500,,,26500,8.05,,,26366,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6036,Crane,WRQ6-2017731-624,Sup2-2017215-144,02/15/2017 11:30:40 AM,07/31/2017 12:22:55 PM,07/31/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Super Plumbing & Building Supply Inc,,Special Hauling,,,,2017,Kenworth,Fassi,NY,0000,3803-5272,86000,,,,,8.06,39.11,13.06,4,29.08,,,,,,,,,,,20000,,,20000,20.10,,,23000,4.04,,,23000,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,Crane,I3JF-2016126-149,Bay-20151214-1380,12/14/2015 10:37:43 AM,01/26/2016 02:41:36 PM,01/26/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2005,TADANO,TR450,NY,3611,540393,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,Crane,EODW-2015326-230,G &-20141231-1428,12/31/2014 01:05:47 PM,03/26/2015 03:04:11 PM,03/26/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,G & C Crane Service LLC,,Special Hauling,,,,2014,TEREX,AC100/4L,NY,4549,10307,102515,,,,,8.04,43.05,12.10,4,18.10,,,,,,,,,,,25628,,,25629,5.05,,,25629,8,,,25629,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,Crane,WZ8O-2017124-192,Bay-20161130-973,11/30/2016 12:58:17 PM,01/24/2017 12:59:41 PM,01/24/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2004,TADANO,TR450,NY,3410,540360,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,Crane,D3UQ-2015323-172,con1-2014125-1266,12/05/2014 03:21:30 PM,03/23/2015 01:30:48 PM,03/23/2015 12:00:00 AM,10/31/2015 12:00:00 AM,,,,,,con ed,,Special Hauling,,,,2013,FREIGHTLINER,M2112,NY,0000,100174206,79000,,,,,7,37.05,12,4,26.11,,,,,,,,,,,18000,,,20000,17.10,,,20500,4.05,,,20500,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,Crane,I3JF-2016126-169,Bay-20151214-1434,12/14/2015 03:10:28 PM,01/26/2016 03:55:11 PM,01/26/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2015,Tadano,GR-500XL,NY,4742,541326,69840,,,,,9.10,42.10,12.03,2,12.06,,,,,,,,,,,39590,,,30250,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
