id,Year,Employer_Name,Employer_Email,Employer_Phone,Employer_Address,Employer_City,Employer_State,Employer_Zip,Employer_Country,compensation,expenditures,agg_contrib,ballot_prop,entertain,vendor,expert_retain,inform_material,lobbying_comm,ie_in_support,itemized_exp,other_l3_exp,political,corr_compensation,corr_expend,total_exp,l3_nid,employer_nid
17138-2018,2018,WA INDEPENDENT TELECOMMUNICATIONS ASSN,rvitzthum@scattercreek.com,(360) 352-5453,PO BOX 2473,OLYMPIA,WA,98507-2473,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100000.00,2125.56,2125.56,63323,17138
53119-2019,2019,"Snohomish Valley Roofing, Inc.",janicehuxford@snovalinc.com,4257661219,625 South Lake Stevens Road,Lake Stevens,WA,98258,US,8380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8380.00,63329,53119
16516-2019,2019,IBEW LOCAL 77,ibew77pac@ibew77.com,(206) 323-4505,PO BOX 68728,SEATTLE,WA,981680728,US,40500.00,44.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40544.85,63336,16516
16641-2017,2017,Molina Healthcare Inc,Tabitha.Stokes@MOLINHEALTHCARE.COM,682-802-0373,200 Ocean Blvd,Long Beach,CA,90802,US,108000.00,5050.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113050.63,41227,16641
16641-2016,2016,Molina Healthcare Inc,Tabitha.Stokes@MOLINHEALTHCARE.COM,682-802-0373,200 Ocean Blvd,Long Beach,CA,90802,US,114000.00,28722.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66000.00,1364.08,1364.08,30861,16641
16641-2020,2020,Molina Healthcare Inc,Tabitha.Stokes@MOLINHEALTHCARE.COM,682-802-0373,200 Ocean Blvd,Long Beach,CA,90802,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16641
16099-2018,2018,AMERICAN CONGRESS OF OBSTETRICIANS AND GYNECOLOGISTS,heshmatimd@gmail.com,352-262-2226,645 Cornelia Avenue,Mukilteo,WA,98275,US,13000.00,365.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13365.98,63343,16099
16513-2017,2017,Human Life of Washington,esther@humanlifewa.org,253-517-7733,1911 SW Campus Dr. #142,Federal Way,WA,98023,US,17000.00,924.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17924.46,52713,16513
16513-2018,2018,Human Life of Washington,esther@humanlifewa.org,253-517-7733,1911 SW Campus Dr. #142,Federal Way,WA,98023,US,0.00,0.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,52467,16513
16513-2019,2019,Human Life of Washington,esther@humanlifewa.org,253-517-7733,1911 SW Campus Dr. #142,Federal Way,WA,98023,US,7200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7200.00,64044,16513
16513-2020,2020,Human Life of Washington,esther@humanlifewa.org,253-517-7733,1911 SW Campus Dr. #142,Federal Way,WA,98023,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16513
47862-2019,2019,Pacific Northwest Farmers Cooperative Inc,don@pnw.coop,208-285-1141,PO Box 67,Genesee,ID,83832,US,45000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54000.00,0.00,45000.00,64025,47862
39083-2019,2019,"ReviverMx, Inc.",neville@reviverauto.com,510-913-2877,111 Pine Street,San Francisco,CA,94111,US,61000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61000.00,64021,39083
17140-2019,2019,Washington Library Association,INFO@WLA.ORG,(206) 823-1138,PO Box 33808,Seattle,WA,98133,US,30000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,64048,17140
16870-2019,2019,SAMISH INDIAN NATION,Jburnett@samishtribe.nsn.us,(360) 293-6404,PO BOX 217,ANACORTES,WA,98221,US,87000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22000.00,0.00,0.00,109000.00,64042,16870
47805-2020,2020,CBE STRATEGIC,emelie@CBESTRATEGIC.COM,2069994809,1809 7TH AVE STE 608,SEATTLE,WA,98101,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,47805
47805-2018,2018,CBE STRATEGIC,emelie@CBESTRATEGIC.COM,2069994809,1809 7TH AVE STE 608,SEATTLE,WA,98101,US,12000.00,147.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12147.69,53023,47805
29562-2019,2019,Hepatitis Education Project,mhninburg@hepeducation.org,,1621 S. Jackson St. #201,Seattle,WA,98126,US,14800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14800.00,64059,29562
47805-2019,2019,CBE STRATEGIC,emelie@CBESTRATEGIC.COM,2069994809,1809 7TH AVE STE 608,SEATTLE,WA,98101,US,32000.00,286.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32286.05,64060,47805
17235-2019,2019,WA ST COALITION MENTAL HLTH PROF & CONSUMERS,SWIEDENFELD@me.com,2069302343,2808 E MADISON #201,SEATTLE,WA,98112,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64062,17235
16866-2019,2019,RURAL HEALTH CLINIC ASSN,SCHLIMB@OMHC.ORG,(509) 982-2614,PO BOX 190,ODESSA,WA,991590190,US,38400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23400.00,64069,16866
62659-2019,2019,Island County,s.geiger@islandcountywa.gov,360-678-7849,P.O. Box 5000,Coupeville,WA,98239,US,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1500.00,343.38,343.38,64180,62659
38969-2019,2019,Crown Castle and Affiliates ,masha.blankenship@crowncastle.com,713-570-3000,1220 Augusta Street,Houston,TX,77057,US,39333.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35999.67,63181,38969
53259-2019,2019,King County Juvenile Detention Guild,kcjdguild@gmail.com,2069403454,1211 East Alder,Seattle,WA,98122,US,9750.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12250.00,64190,53259
60896-2019,2019,SEIU 775 Benefits Group,disclosure@myseiubenefits.org,(206) 254-7120,215 Columbia Street,Seattle,WA,98104,US,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2750.00,64183,60896
53914-2019,2019,Cancer Pathways,jackie@cancerpathways.org,2067091400,1400 Broadways,Seattle,WA,98122,US,17000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17000.00,64217,53914
49577-2019,2019,The AMP: AIDS Memorial Pathway,karen.flink@theamp.org,206-932-1135,c/o Seattle Parks Foundation,Seattle,WA,98104,US,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,64229,49577
16378-2018,2018,Darigold,michelle.carter@darigold.com,(206) 286-6728,PO Box 80627,Seattle,WA,98108,US,72000.00,133.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72133.32,52499,16378
16523-2018,2018,INDEPENDENT BUSINESS ASSN,IBA@ISOMEDIA.COM,(425) 453-8621,7345 164th NE 145-336,REDMOND,WA,98052,US,15000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,53877,16523
16663-2019,2019,NATIONAL ELEVATOR INDUSTRY INC,AMY@AJBSTRATEGIES.COM,,1677 COUNTY RT 64,SALEM,NY,128650838,US,36000.00,60.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36060.32,64309,16663
16663-2017,2017,NATIONAL ELEVATOR INDUSTRY INC,AMY@AJBSTRATEGIES.COM,,1677 COUNTY RT 64,SALEM,NY,128650838,US,42000.00,55.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42055.64,40576,16663
48863-2019,2019,Kalkokmey Enterprises,Sbristow@kalkomey.com,972-715-7015,14086 Proton Road,Dallas,TX,75244,US,44000.00,205.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44205.90,64310,48863
16238-2019,2019,"FirstCash, Inc. dba Cash America",lisa.kirkland@firstcash.com,(817) 258-2658,1600 W. 7th Street,Fort Worth,TX,76102,US,48000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48000.00,63886,16238
45236-2019,2019,"Lamb Weston, Inc",brent.baglien@lambweston.com,202-641-1449,599 South Rivershore Dr.,Eagle,ID,83616,US,64000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64000.00,64313,45236
39820-2018,2018,FareStart,ryan.dean@farestart.org,2062677603,700 Virginia St,Seattle,WA,98101,US,27000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27000.00,62671,39820
39820-2019,2019,FareStart,ryan.dean@farestart.org,2062677603,700 Virginia St,Seattle,WA,98101,US,38000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38000.00,62672,39820
28906-2019,2019,WSDLA Washington State Dental Laboratory Association,amy@executiveoffice.org,800-652-2212,325 John Knox Rd #L103,Tallahassee,FL,32303,US,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,64318,28906
41578-2019,2019,Olympia School District,jpriddy@osd.wednet.edu,360-596-6129,111 Bethel Street NE,Olympia,WA,98506,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,41578
41578-2020,2020,Olympia School District,jpriddy@osd.wednet.edu,360-596-6129,111 Bethel Street NE,Olympia,WA,98506,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,41578
17241-2020,2020,WA ST DENTAL HYGIENISTS ASSN,info@wsdha.com,(425) 599-3002,PO BOX 389,LYNNWOOD,WA,98046,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17241
17241-2016,2016,WA ST DENTAL HYGIENISTS ASSN,info@wsdha.com,(425) 599-3002,PO BOX 389,LYNNWOOD,WA,98046,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17241
17241-2017,2017,WA ST DENTAL HYGIENISTS ASSN,info@wsdha.com,(425) 599-3002,PO BOX 389,LYNNWOOD,WA,98046,US,30000.00,1758.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31758.25,41409,17241
17241-2018,2018,WA ST DENTAL HYGIENISTS ASSN,info@wsdha.com,(425) 599-3002,PO BOX 389,LYNNWOOD,WA,98046,US,30000.00,2368.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32368.60,52250,17241
17241-2019,2019,WA ST DENTAL HYGIENISTS ASSN,info@wsdha.com,(425) 599-3002,PO BOX 389,LYNNWOOD,WA,98046,US,30000.00,1759.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30900.00,1759.53,1759.53,64340,17241
29379-2018,2018,Tabor 100,Ollie@PMT-Solutions.com,4255280110,7100 Fort Dent Way Ste 100,Tukwila,WA,98188,US,2400.00,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1200.00,0.00,3600.00,64332,29379
16761-2019,2019,Paradigm Outcomes,Thomas.mastri@paradigmcorp.com,(925) 677-6777,1277 Treat Blvd Ste 800,Walnut Creek,CA,94507,US,18000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18000.00,64341,16761
28124-2019,2019,Cedar Grove,jayb@cgcompost.com,(206) 832-3000,Attn: Steve Banchero,Seattle,WA,98108,US,99000.00,525.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99525.31,64354,28124
58747-2019,2019,Olympia Community Solar,booth@olysol.org,(360) 481-4020,112 4th Avenue East,Olympia,WA,98501,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64352,58747
16670-2019,2019,NATL MULTIPLE SCLEROSIS SOCIETY GREATER NW CHAPTER,stewart.ferry@nmss.org,415-230-6678 x 73003,192 Nickerson St Ste 100,Seattle,WA,98109-1632,US,1579.83,1339.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2919.44,64370,16670
16840-2019,2019,RAINIER UNISERV COUNCIL,LFLECK@WASHINGTONEA.ORG,(206) 246-9308,575 ANDOVER PARK W STE 205,TUKWILA,WA,981883348,US,221.82,1170.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1392.16,64373,16840
53499-2019,2019,Enhanced Capital,cdinkler@enhancedcapital.com,5042508876,201 St. Charles Ave; Suite 3400,New Orleans,LA,70170,US,25000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25000.00,64379,53499
16434-2019,2019,FAMILY WINERIES OF WA ST,info@leonyscellars.com,360-500-9942,1626 Railroad St,Enumclaw,WA,98022,US,4999.92,6393.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11393.81,64368,16434
60425-2019,2019,The BeliEve Foundation,ah@thebelievefoundation.org,6124282100,1907 Wayzata Blvd Ste 180,Wayzata,MN,55391,US,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4000.00,64384,60425
17172-2016,2016,WA PUBLIC INTEREST RESEARCH GROUP,pam.clough@publicinterestnetwork.org,215-431-7104,1402 3RD AVE #618,SEATTLE,WA,98101,US,3478.70,1751.79,0.00,1791.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7022.47,30907,17172
17172-2017,2017,WA PUBLIC INTEREST RESEARCH GROUP,pam.clough@publicinterestnetwork.org,215-431-7104,1402 3RD AVE #618,SEATTLE,WA,98101,US,12486.14,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12506.14,41785,17172
17172-2018,2018,WA PUBLIC INTEREST RESEARCH GROUP,pam.clough@publicinterestnetwork.org,215-431-7104,1402 3RD AVE #618,SEATTLE,WA,98101,US,5636.26,390.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6026.75,49714,17172
17172-2019,2019,WA PUBLIC INTEREST RESEARCH GROUP,pam.clough@publicinterestnetwork.org,215-431-7104,1402 3RD AVE #618,SEATTLE,WA,98101,US,1138.55,201.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1339.55,64386,17172
27035-2019,2019,AMC,bholton-deere@amctheatres.com,9132132461,11550 Ash Street,Leawood,KS,66211,US,54000.00,1104.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55104.34,64380,27035
17271-2019,2019,WA ST PHARMACY ASSN,JEFF@WSPARX.ORG,(425) 228-7171,411 WILLIAMS AVE S,RENTON,WA,980572748,US,68317.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74581.00,1828.00,1828.00,64389,17271
50830-2019,2019,EDP Renewables North America,scott.farris@edpr.com,(503) 535-0924,53 SW Yamhill Street,Portland,OR,97204,US,24500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24500.00,64376,50830
16057-2019,2019,4CULTURE,claire.miccio@4culture.org,(206) 2633725,101 Prefontaine Place South,Seattle,WA,98141,US,11891.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10774.00,64457,16057
37808-2020,2020,City Of Othello,slogan@othellowa.gov,509-331-2706,500 E Main St,Othello,WA,99344,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,37808
37808-2018,2018,City Of Othello,slogan@othellowa.gov,509-331-2706,500 E Main St,Othello,WA,99344,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50789,37808
37808-2019,2019,City Of Othello,slogan@othellowa.gov,509-331-2706,500 E Main St,Othello,WA,99344,US,51000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51000.00,64424,37808
39118-2019,2019,City of Shelton,mary.ricker@sheltonwa.gov,360-432-5114,525 W Cota Street,Shelton,WA,98584,US,24000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24000.00,64426,39118
16192-2019,2019,BIOGEN,stephanie.dyson@stateandfed.com,202-450-7459,701 Pennsylvania Avenue NW,WASHINGTON,DC,20004,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64591,16192
16971-2016,2016,TALGO INC,fpedrosa@talgo.com,3057997800,1000 2nd Ave,SEATTLE,WA,98104,US,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,65080,16971
17257-2016,2016,WA ST INDEPENDENT AUTO DEALERS ASSN,TODDELLIOTT@WSIADA.COM,(253) 735-0267,707 AUBURN WAY S,AUBURN,WA,98002,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,1775.95,1775.95,31377,17257
17257-2017,2017,WA ST INDEPENDENT AUTO DEALERS ASSN,TODDELLIOTT@WSIADA.COM,(253) 735-0267,707 AUBURN WAY S,AUBURN,WA,98002,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17257
17257-2020,2020,WA ST INDEPENDENT AUTO DEALERS ASSN,TODDELLIOTT@WSIADA.COM,(253) 735-0267,707 AUBURN WAY S,AUBURN,WA,98002,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17257
16313-2019,2019,CITY OF SHORELINE,jhammond@shorelinewa.gov,206-801-2215,17500 MIDVALE AVE N,SHORELINE,WA,98133,US,47250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32875.00,64444,16313
17217-2019,2019,Audubon Washington,audubonwa@AUDUBON.ORG,2066522444,5902 LAKE WASHINGTON BLVD S,SEATTLE,WA,98118,US,17500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17500.00,64445,17217
16762-2019,2019,PARATRANSIT SERVICES,KMS@PARATRANSIT.NET,(360) 377-7176,4810 AUTO CENTER WAY STE Z,BREMERTON,WA,98312,US,23000.00,610.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23420.00,184.57,184.57,64263,16762
16918-2019,2019,GREEN DIAMOND RESOURCE CO,PCASE@GREENDIAMOND.COM,3607906182,215 N 3RD,SHELTON,WA,98584,US,4223.00,38500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42723.00,64481,16918
17177-2020,2020,WA REFLEXOLOGY ASSN,INFO@WASHINGTONREFLEXOLOGY.ORG,(425) 818-4785,PO box 27,Bothell,WA,98041,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17177
17177-2019,2019,WA REFLEXOLOGY ASSN,INFO@WASHINGTONREFLEXOLOGY.ORG,(425) 818-4785,PO box 27,Bothell,WA,98041,US,4500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3000.00,64538,17177
17177-2018,2018,WA REFLEXOLOGY ASSN,INFO@WASHINGTONREFLEXOLOGY.ORG,(425) 818-4785,PO box 27,Bothell,WA,98041,US,4500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3000.00,42572,17177
50241-2019,2019,Northwest Association of Unmanned Vehicle Systems,brent.ludeman@gmail.com,,PO Box 1099,Gig,WA,98335,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62460,50241
17138-2019,2019,WA INDEPENDENT TELECOMMUNICATIONS ASSN,rvitzthum@scattercreek.com,(360) 352-5453,PO BOX 2473,OLYMPIA,WA,98507-2473,US,102300.00,5545.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107845.43,63167,17138
16721-2019,2019,NW SPORTFISHING INDUSTRY ASSN,OFFICE@NSIAFISHING.ORG,(503) 631-8859,PO BOX 3236,OREGON CITY,OR,97045,US,30000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,64554,16721
36414-2019,2019,Friends of Lopez Island Pool,mackaye@rockisland.com,360-468-2253,P O Box 453,Lopez Island,WA,98261,US,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,64559,36414
16627-2019,2019,MCNA HEALTH CARE HOLDINGS,clacasa@mcna.net,1-800-494-6262 ext 163,200 W CYPRESS CREEK RD STE 500,FORT LAUDERDALE,FL,33309,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36351.48,0.00,0.00,63589,16627
16813-2017,2017,PREPARED RESPONSE,pdelon@venuetize.com,(253) 272-1483,3518 6TH AVE STE 200 B,TACOMA,WA,98406,US,48000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48000.00,64031,16813
16567-2019,2019,K12 INC.,GPRADO@HVJLAW.COM,(540) 341-8808,2300 CORPORATE PARK DR STE 200,HERNDON,VA,20171,US,66000.00,386.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66386.98,64571,16567
16162-2019,2019,ASSOC STUDENTS OF WA ST UNIVERSITY,SHUFFIELD@WSU.EDU,(509) 335-9667,320 COMPTON UNION BLDG,PULLMAN,WA,99164-7204,US,1297.38,864.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3200.00,5160.00,5160.00,64582,16162
16884-2019,2019,SCI Shared Resources LLC,CARESSA.HUGHES@SCI-US.COM,(713) 525-5230,PO BOX 130548,HOUSTON,TX,77219-0548,US,54351.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48000.00,63853,16884
16382-2017,2017,DB3,DAN@DB3CORP.COM,,2415 AIRPORT WAY S,SEATTLE,WA,98134,US,13000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13000.00,41396,16382
16139-2017,2017,BP AMERICA INC,thomas.wolf@BP.com,(360) 483-7438,4519 GRANDVIEW ROAD,BLAINE,WA,98230,US,96000.00,8932.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104932.54,40669,16139
16767-2019,2019,PAWN 1,MLAX@PAWN1.COM,(509) 340-0888,204 N Division St,Spokane,WA,99202,US,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1750.00,22000.00,1024.56,2774.56,64594,16767
50851-2019,2019,"Latitude Development, LLC",dave@latitudedev.com,425-466-7119,PO BOx 817,Auburn,WA,98071-0817,US,17500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17500.00,64596,50851
16756-2020,2020,PACIFIC PRINTING INDUSTRIES ASSN,info@ppiassociation.org,5032213944,1430 SE Water Ave,PORTLAND,OR,97214,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16756
16390-2019,2019,DISH NETWORK LLC,CCASTRO@MULTISTATE.COM,(202) 293-0981,1110 VERMONT AVE NW STE 750,WASHINGTON,DC,20005,US,144000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144000.00,64863,16390
16756-2019,2019,PACIFIC PRINTING INDUSTRIES ASSN,info@ppiassociation.org,5032213944,1430 SE Water Ave,PORTLAND,OR,97214,US,12000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12000.00,64864,16756
16311-2019,2019,CITY OF SEATTLE,tony.vo@seattle.gov,2066840213,Seattle City Hall,SEATTLE,WA,981041876,US,196300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20800.00,0.00,185900.00,64202,16311
16715-2020,2020,NW NATURAL GAS,kathryn.williams@NWNATURAL.COM,(503) 803-5234,250 SW Taylor,PORTLAND,OR,97201,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16715
16715-2016,2016,NW NATURAL GAS,kathryn.williams@NWNATURAL.COM,(503) 803-5234,250 SW Taylor,PORTLAND,OR,97201,US,33000.00,29250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62250.00,30770,16715
