License Number,Entity Name,Telephone Number,SHL Endorsed,Building,Street,City,State,Postcode,Type of Base,Latitude,Longitude,Date,Time,Location
B01088,PAISA 2 CAR  AND LIMOUSINE SERVICE INC,7184787700,No,47-16,48 AVENUE,WOODSIDE,NY,11377,LIVERY BASE,40.738362,-73.895646,05/10/2020,18:02:48,"(40.738362, -73.895646)"
B02855,JUNIORS LUXURY INC,7189401919,No,6809,3 AVENUE,BROOKLYN,NY,11220,BLACK CAR BASE,40.641619,-73.96416,05/10/2020,18:02:48,"(40.641619, -73.96416)"
B01803,"V.I.P. CONNECTION, INC.",7183926100,No,53-38,35 STREET,LIC,NY,11101,BLACK CAR BASE,40.735324,-73.938114,05/10/2020,18:02:48,"(40.735324, -73.938114)"
B03140,RISE AND SHINE TRANSPORTATION INC.,3477509305,No,112 - 02,101 AVENUE  SUITE #1,RICHMOND HILLS,NY,11419,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02657,MALCOLM LIMO EXPRESS CORP.,2126904000,Yes,2548,8 AVENUE,NEW YORK,NY,10030,LIVERY BASE,40.816919,-73.94591,05/10/2020,18:02:48,"(40.816919, -73.94591)"
B03040,ZYT EXPRESS CORP.,7188806342,No,208,42 STREET,BROOKLYN,NY,11232,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01285,UNION RADIO DISPATCH INC,7182992001,Yes,69,FEATHERBED LANE,BRONX,NY,10452,LIVERY BASE,40.846629,-73.91736,05/10/2020,18:02:48,"(40.846629, -73.91736)"
B03186,ONE STOP RIDE LLC,7187010033,No,620,CRESENT AVENUE,BRONX,NY,10458,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01779,APEX CAR & LIMO SVCE INC,7185221313,No,579,SMITH STREET,BROOKLYN,NY,11231,BLACK CAR BASE,40.672025,-73.999451,05/10/2020,18:02:48,"(40.672025, -73.999451)"
B00623,MANHATTAN INT'L LIMO NETWORK LLC,7188981000,No,24-59,47 STREET,ASTORIA,NY,11103,LUXURY/LIMOUSINE,40.741147,-73.942306,05/10/2020,18:02:48,"(40.741147, -73.942306)"
B01467,NEW EXPERIENCE #1 INC,7187290000,Yes,38-33B,29 STREET,LIC,NY,11101,LIVERY BASE,40.753642,-73.93421,05/10/2020,18:02:48,"(40.753642, -73.93421)"
B01979,DREAMLAND CAR & LIMO.SVC INC.,7184445000,Yes,9732,SEAVIEW AVENUE,BROOKLYN,NY,11236,LIVERY BASE,40.634234,-73.888321,05/10/2020,18:02:48,"(40.634234, -73.888321)"
B01614,R TRANSPORT INC,7188593400,Yes,1021,AVENUE H,BROOKLYN,NY,11230,LIVERY BASE,40.629493,-73.96644,05/10/2020,18:02:48,"(40.629493, -73.96644)"
B80104,J & HE TRANSPORTATION INC,7187098004,No,89-08,ROOSEVELT AVE,JACKSON HGTS,NY,11372,COMMUTER VAN AUTHORITY BASE,40.748075,-73.877522,05/10/2020,18:02:48,"(40.748075, -73.877522)"
B03215,BALAYIRA LLC,9172959550,No,8623,5 AVENUE,BROOKLYN,NY,11209,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02729,LOW TOUCH LUXURY INC.,3479322498,No,5030,BROADWAY AVENUE  SUITE 622,NEW YORK,NY,10034,BLACK CAR BASE,40.86885,-73.91664,05/10/2020,18:02:48,"(40.86885, -73.91664)"
B80260,LUNAU GROUP LLC,7183745230,No,117-28,165 STREET,JAMAICA,NY,11434,COMMUTER VAN AUTHORITY BASE,40.684032,-73.781135,05/10/2020,18:02:48,"(40.684032, -73.781135)"
B03055,EXPLORER EXPRESS INC,7182380224,No,374,86 STREET,BROOKLYN,NY,11209,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03129,PHASE ONE TRANSPORT INC.,3479188585,No,1700,HOLLAND AVENUE,BRONX,NY,10462,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02253,"CRESTWOOD CAR & LIMO SVC,LTD",7184542900,No,185-08,UNION TURNPIKE  SUITE 108,FRESH MEADOWS,NY,11366,LUXURY/LIMOUSINE,40.728365,-73.783282,05/10/2020,18:02:48,"(40.728365, -73.783282)"
B00151,KINGSBAY CAR SERVICE INC,7183323131,No,2111,AVENUE Z,BROOKLYN,NY,11235,LIVERY BASE,40.588885,-73.947936,05/10/2020,18:02:48,"(40.588885, -73.947936)"
B03046,"BEL-LINDA, INC",7184472222,No,184,ROBIN ROAD,STATEN ISLAND,NY,10305,LIVERY BASE,,,05/10/2020,18:02:48,
B00559,7 OCEAN EXPRESS INC.,7182663333,No,2111,AVENUE Z,BROOKLYN,NY,11235,LIVERY BASE,40.588885,-73.947936,05/10/2020,18:02:48,"(40.588885, -73.947936)"
B03236,AGUILA CAR & LIMO CORPORATION,7186881732,No,45-16,NATIONAL STREET,CORONA,NY,11368,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00056,TRANSIT PRIVATE CAR SERVICE INC.,7186494100,No,1407,ROCKAWAY PARKWAY,BROOKLYN,NY,11236,LIVERY BASE,40.645455,-73.902663,05/10/2020,18:02:48,"(40.645455, -73.902663)"
B02643,LORY CAR SERVICE CORP.,7185651222,No,37-08,100 STREET,JACKSON HEIGHTS,NY,11368,LIVERY BASE,40.752237,-73.86731,05/10/2020,18:02:48,"(40.752237, -73.86731)"
B01346,ARECIBO C/S INC,7187836465,No,171,5 AVENUE,BROOKLYN,NY,11217,LIVERY BASE,40.677669,-73.97994,05/10/2020,18:02:48,"(40.677669, -73.97994)"
B02809,NBT TRANSPORTATION INC,7183950297,No,1890,RANDALL AVENUE,BRONX,NY,10473,BLACK CAR BASE,40.817407,-73.85858,05/10/2020,18:02:48,"(40.817407, -73.85858)"
B90720,ON TIME AMBULETTE INC.,5162331931,No,1073,ATLANTIC ST,FRANKLIN SQ,NY,11010,PARATRANSIT BASE,40.712551,-73.679201,05/10/2020,18:02:48,"(40.712551, -73.679201)"
B01854,EUROPE LIMOUSINE SERVICE INC,2014773200,No,24,FARVIEW TERRACE,PARAMUS,NJ,07652,LUXURY/LIMOUSINE,40.922042,-74.069773,05/10/2020,18:02:48,"(40.922042, -74.069773)"
B03138,WST LIMOUSINE LLC,6469925578,No,78,CHICHESTER RD,HUNTINGTON,NY,11743,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03036,ZYNC INC,7184821818,Yes,12-04,44 AVENUE,LIC,NY,11101,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00306,LOVE LIMOUSINE NYC LTD,7184381100,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.638477,-73.983333,05/10/2020,18:02:48,"(40.638477, -73.983333)"
B00948,510 CAR SERVICE CORP,7184857575,No,2225,PITKIN AVENUE,BROOKLYN,NY,11207,LIVERY BASE,40.672911,-73.890252,05/10/2020,18:02:48,"(40.672911, -73.890252)"
B90727,"GRACE AMBULETTE, INC",5164486638,No,153-32,73 AVENUE,FLUSHING,NY,11367,PARATRANSIT BASE,,,05/10/2020,18:02:48,
B03095,AMBARK LUXURY TRANSPORTATION LLC,6464189967,No,1591,EAST  233 STREET,BRONX,NY,10466,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02747,LEGEND LUXURY LIMO INC.,7187881234,No,209,25 STREET  2ND FLR,BROOKLYN,NY,11232,BLACK CAR BASE,40.681771,-73.98047,05/10/2020,18:02:48,"(40.681771, -73.98047)"
B03010,CSL MANHATTITUDE EXECUTIVE TRANSPORTATION LLC,6468128948,No,500,TROLLEY LINE ROAD,BABYLON,NY,11702,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B80201,"L & H (NY) TRANSPORTATION, INC.",7187853624,No,8908,ROOSEVELT AVENUE  1F,JACKSON HTS,NY,11372,COMMUTER VAN AUTHORITY BASE,40.747395,-73.887382,05/10/2020,18:02:48,"(40.747395, -73.887382)"
B02917,C & A BLACK CAR CORP.,7184052222,No,3106,WEBSTER AVENUE,BRONX,NY,10467,BLACK CAR BASE,40.871095,-73.876751,05/10/2020,18:02:48,"(40.871095, -73.876751)"
B00789,VITAL TRANSPORTATION INC.,7184722500,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.746697,-73.926818,05/10/2020,18:02:48,"(40.746697, -73.926818)"
B02301,DOUBLE A CAR SERVICE INC.,7187206666,No,1,FERRY TERMINAL DRIVE,STATEN ISLAND,NY,10301,LIVERY BASE,40.64309,-74.075357,05/10/2020,18:02:48,"(40.64309, -74.075357)"
B03067,FORTY - FOUR CAR & LIMO INC.,7182004159,No,1048,OGDEN AVENUE,BRONX,NY,10452,LIVERY BASE,,,05/10/2020,18:02:48,
B00556,SURREY CADILLAC LIMO SVC INC,2123551727,No,439,EAST 77TH STREET,NEW YORK,NY,10075,LUXURY/LIMOUSINE,40.770569,-73.95198,05/10/2020,18:02:48,"(40.770569, -73.95198)"
B02990,GO MY SEDAN LLC,2124340400,No,1430,BROADWAY  RM507,NEW YORK,NY,10018,BLACK CAR BASE,40.753913,-73.986417,05/10/2020,18:02:48,"(40.753913, -73.986417)"
B01336,BAY EXPRESS CORP.,7182323434,No,2134,86 STREET,BROOKLYN,NY,11214,LIVERY BASE,40.602225,-73.99315,05/10/2020,18:02:48,"(40.602225, -73.99315)"
B03143,LUXORIDE INC,9148430884,No,20,OLD MAMARONECK ROAD  SUITE #1D,WHITE PLAINS,NY,10605,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01700,LINDEN EXPRESS CAR SERVICES INC.,7184818393,No,201-09,LINDEN BOULEVARD,ST. ALBANS,NY,11412,LIVERY BASE,40.695014,-73.75095,05/10/2020,18:02:48,"(40.695014, -73.75095)"
B80100,CITY LINK CORPORATION,7187237262,No,144-50,177 STREET,SPRINGFD GRND,NY,11434,COMMUTER VAN AUTHORITY BASE,40.666208,-73.772534,05/10/2020,18:02:48,"(40.666208, -73.772534)"
B00653,ROYAL CAR & LIMO SERVICE INC.,7183233333,Yes,104-09,109TH STREET,RICHMOND HILL,NY,11418,LIVERY BASE,40.683813,-73.832688,05/10/2020,18:02:48,"(40.683813, -73.832688)"
B02470,VAHANA INC.,2017557545,No,11,BOND STREET,CENTRAL VALLEY,NY,10917,LUXURY/LIMOUSINE,40.982526,-73.978549,05/10/2020,18:02:48,"(40.982526, -73.978549)"
B01808,OLD TOWN CARS CORP,7187209198,No,160,MORNINGSTAR ROAD,STATEN ISLAND,NY,10303,LIVERY BASE,40.634079,-74.146169,05/10/2020,18:02:48,"(40.634079, -74.146169)"
B01190,NEW BELL CAR SERVICE CORP,7182304499,No,640,MYRTLE AVENUE,BROOKLYN,NY,11205,LIVERY BASE,40.694109,-73.95885,05/10/2020,18:02:48,"(40.694109, -73.95885)"
B80140,CONFIDENCE TRANSPORTATION,5162850750,No,115-54,238 STREET,ELMONT,NY,11003,COMMUTER VAN AUTHORITY BASE,40.693473,-73.724446,05/10/2020,18:02:48,"(40.693473, -73.724446)"
B03298,MI BELLA PUEBLA EXPRESS INC.,3476720099,No,69-35,51 AVENUE,WOODSIDE,NY,11377,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00855,MAGNIFICENT 7'S ENTP INC,7183277777,No,10-85,BEACH   21 STREET,FAR ROCKAWAY,NY,11691,LIVERY BASE,40.603497,-73.75385,05/10/2020,18:02:48,"(40.603497, -73.75385)"
B03147,H H CAR SERVICE INC,7187623333,No,35-27,FARRINGTON ST  FL 2,FLUSHING,NY,11354,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02145,NEW 2020 CAR SERVICE INC,7183455555,No,66-14,MYRTLE AVENUE,GLENDALE,NY,11385,LIVERY BASE,40.701178,-73.887797,05/10/2020,18:02:48,"(40.701178, -73.887797)"
B03176,BEE BEE LUXURY SERVICE INC.,7863262425,No,663,BLAKE AVENUE,BROOKLYN,NY,11207,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02891,"GLIDE LUXURY TRANSPORTATION, INC",2124706017,No,2569,MCDONALD AVENUE,BROOKLYN,NY,11223,LUXURY/LIMOUSINE,40.59013,-73.97402,05/10/2020,18:02:48,"(40.59013, -73.97402)"
B90548,NINA'S TRANSPORTATION SERVICE INC.,7183769747,No,293,AVENUE S,BROOKLYN,NY,11223,PARATRANSIT BASE,40.601735,-73.97455,05/10/2020,18:02:48,"(40.601735, -73.97455)"
B02682,SCHMECKEN LLC,7189715639,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.74844,-73.93946,05/10/2020,18:02:48,"(40.74844, -73.93946)"
B00346,MERRICK C/S INC,7185288400,No,127-05,MERRICK BOULEVARD,JAMAICA,NY,11434,LIVERY BASE,40.681602,-73.765385,05/10/2020,18:02:48,"(40.681602, -73.765385)"
B00112,"AYY&M TRANSPORTATION, LLC",7186802500,No,9425,5 AVENUE,BROOKLYN,NY,11209,LIVERY BASE,40.615867,-74.030649,05/10/2020,18:02:48,"(40.615867, -74.030649)"
B02861,ELTRI CAR SERVICE INC,7183820100,No,1811,EAST    7 STREET,BROOKLYN,NY,11223,BLACK CAR BASE,40.612302,-73.963221,05/10/2020,18:02:48,"(40.612302, -73.963221)"
B01013,AMERICANA TRANSPORTATION LLC,7184491111,No,282,AVENUE U,BROOKLYN,NY,11223,LIVERY BASE,40.596741,-73.97373,05/10/2020,18:02:48,"(40.596741, -73.97373)"
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,7187861000,No,90-03,31 AVENUE,EAST ELMHURST,NY,11369,LIVERY BASE,40.760249,-73.878437,05/10/2020,18:02:48,"(40.760249, -73.878437)"
B02287,ROAD NEW YORK ENTERPRISES INC.,9293541387,No,132 - 02,89TH AVENUE  SUITE #209,RICHMOND HILL,NY,11418,LUXURY/LIMOUSINE,40.746232,-73.942696,05/10/2020,18:02:48,"(40.746232, -73.942696)"
B03235,ALIANZA TRANSPORTATION SERVICE INC.,6464745525,No,3100,47 AVENUE  SUITE 3100,LIC,NY,11101,BLACK CAR BASE,,,05/10/2020,18:02:48,
B90496,ASCONA AMBLT SVC INC,7186461611,No,2421,BATH AVENUE,BROOKLYN,NY,11214,PARATRANSIT BASE,40.595422,-73.992368,05/10/2020,18:02:48,"(40.595422, -73.992368)"
B01250,BELLE MANAGEMENT CORP.,7183473222,No,LITT NECK RR,39TH ROAD,LITT.NECK PKWY,NY,11363,LIVERY BASE,40.772864,-73.74484,05/10/2020,18:02:48,"(40.772864, -73.74484)"
B02658,ASCONA CAR SERVICE INC.,7186461611,No,2421,BATH AVENUE,BROOKLYN,NY,11214,LIVERY BASE,40.595422,-73.992368,05/10/2020,18:02:48,"(40.595422, -73.992368)"
B02217,PCS LIMOUSINE INC.,7188219400,No,60-60,FRESH POND ROAD,MASPETH,NY,11378,LUXURY/LIMOUSINE,40.715345,-73.90172,05/10/2020,18:02:48,"(40.715345, -73.90172)"
B00608,SUMMIT CORPORATE CAR INC.,7184381100,No,41-24,38TH STREET,L.I.C.,NY,11101,BLACK CAR BASE,40.638477,-73.983333,05/10/2020,18:02:48,"(40.638477, -73.983333)"
B02248,HYBRID LIMO EXPRESS INC.,7186434600,No,335,BOND STREET,BROOKLYN,NY,11231,BLACK CAR BASE,40.678782,-73.989979,05/10/2020,18:02:48,"(40.678782, -73.989979)"
B02369,UNICAR LUXURY INC.,7184245777,No,1979,MARCUS AVENUE  STE 210,LAKE SUCCESS,NY,11379,BLACK CAR BASE,40.727327,-73.895678,05/10/2020,18:02:48,"(40.727327, -73.895678)"
B03204,EXTRA CAR SERVICE LLC,7186841379,No,1041A,CASTLE HILL AVENUE,BRONX,NY,10472,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02389,"EMBARQUE N.Y., INC.",7183922825,No,24 - 59,47TH STREET,ASTORIA,NY,11103,LUXURY/LIMOUSINE,40.741147,-73.942306,05/10/2020,18:02:48,"(40.741147, -73.942306)"
B02536,SEAGULL RIDE CORP,7187033333,No,2692,CONEY ISLAND AVENUE,BROOKLYN,NY,11235,LIVERY BASE,40.59092,-73.961,05/10/2020,18:02:48,"(40.59092, -73.961)"
B03083,DIVINE LUXURY TRANSPORTATION INC,2012334011,No,360,AUDUBON AVENUE,NEW YORK,NY,10033,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03269,"KID CAR NY,LLC",2128627233,No,603,W 115TH ST  226,NEW YORK,NY,10025,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01843,"VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.",7187290900,No,42-06,BROADWAY,ASTORIA,NY,11103,LUXURY/LIMOUSINE,40.757906,-73.917312,05/10/2020,18:02:48,"(40.757906, -73.917312)"
B01273,PUERTO RICO CAR SERVICE INC.,7184435555,No,1072,BROADWAY,BROOKLYN,NY,11221,LIVERY BASE,40.694521,-73.931575,05/10/2020,18:02:48,"(40.694521, -73.931575)"
B90731,AGNES TRANSPORTATION LIMITED LIABILITY COMPANY,7184901563,No,119-22,196 STREET,ST.ALBANS,NY,11412,PARATRANSIT BASE,,,05/10/2020,18:02:48,
B02921,"GRAVITAS PRIMO,LLC",9176057800,No,23B,CLINTON STREET,NEW YORK,NY,10002,BLACK CAR BASE,40.720613,-73.984519,05/10/2020,18:02:48,"(40.720613, -73.984519)"
B01651,U.P.S. RADIO DISPATCH CORP.,3473184444,No,27 - 01,QUEENS PLAZA NORTH,QUEENS,NY,11101,LIVERY BASE,40.831538,-73.88181,05/10/2020,18:02:48,"(40.831538, -73.88181)"
B01118,INTERNATIONAL CAR SERVICE INC.,7182300808,No,623,WASHINGTON AVENUE,BROOKLYN,NY,11238,LIVERY BASE,40.678872,-73.96373,05/10/2020,18:02:48,"(40.678872, -73.96373)"
B01326,DEBORAH C/L SVC INC,7188031920,No,35-28,19 AVENUE,ASTORIA,NY,11105,LIVERY BASE,40.779639,-73.901658,05/10/2020,18:02:48,"(40.779639, -73.901658)"
B00449,A KINGS HWY C/S INC.,7186274024,No,1656,EAST   15 STREET,BROOKLYN,NY,11229,LIVERY BASE,40.608951,-73.958486,05/10/2020,18:02:48,"(40.608951, -73.958486)"
B00227,"PARK WEST EXEC. SERVICES, INC.",2127277800,No,36-36,33 STREET  #308,LIC,NY,11106,LUXURY/LIMOUSINE,40.754855,-73.929205,05/10/2020,18:02:48,"(40.754855, -73.929205)"
B00860,SEAMAN RADIO DISPATCHERS INC,2123043612,Yes,4020,10 AVENUE,NEW YORK,NY,10034,LIVERY BASE,40.869265,-73.91584,05/10/2020,18:02:48,"(40.869265, -73.91584)"
B03257,MAXI LUXURY CARS CORP.,7189417300,No,1623,CORTELYOU ROAD,BROOKLYN,NY,11226,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02461,NEW HEAVEN RADIO DISPATCH CORP,2129231212,Yes,1059,ST NICHOLAS AVENUE,NYC,NY,10032,LIVERY BASE,40.836953,-73.94037,05/10/2020,18:02:48,"(40.836953, -73.94037)"
B03021,ALBAJOSH TRANSPORT CORP,7189270001,No,1225,FRANKLIN AVENUE  #302,GARDEN CITY,NY,11530,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00850,UPTOWN TRANSIT CORP,7189932800,No,961,WASHINGTON AVENUE,BRONX,NY,10456,LIVERY BASE,40.825287,-73.91052,05/10/2020,18:02:48,"(40.825287, -73.91052)"
B02888,"SIEBZEHN-NY,LLC",7189715559,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75273,-74.00641,05/10/2020,18:02:48,"(40.75273, -74.00641)"
B02864,"SIEBEN-NY,LLC",6466653597,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75242,-74.006218,05/10/2020,18:02:48,"(40.75242, -74.006218)"
B02999,"TEST BASE, TEST TEST",7183910002,Yes,33,BEAVER STREET,NEW YORK,NY,10503,LIVERY BASE,40.74209,-73.935516,05/10/2020,18:02:48,"(40.74209, -73.935516)"
B01145,ULTRA RADIO DISP INC,7189928000,No,277,EAST  165 STREET,BRONX,NY,10456,LIVERY BASE,40.82939,-73.91607,05/10/2020,18:02:48,"(40.82939, -73.91607)"
B03049,"RIVERSIDE CLASSIC, INC.",3472342895,No,1642,ST NICHOLAS AVENUE,NEW YORK,NY,10040,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02997,KALUMA TRANSPORTATION GROUP INC.,7185430001,No,3107,KINGSBRIDGE AVENUE,BRONX,NY,10463,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01367,"ROYAL DISPATCH SERVICES, INC.",7189376677,No,32-72,GALE AVENUE,LIC,NY,11101,BLACK CAR BASE,40.744528,-73.92606,05/10/2020,18:02:48,"(40.744528, -73.92606)"
B02096,"CET GROUP, INC",2129650889,No,47,LUDLOW STREET,NEW YORK,NY,10002,BLACK CAR BASE,40.71642,-73.99046,05/10/2020,18:02:48,"(40.71642, -73.99046)"
B90139,"APPLE HOME CARE,LTD.",7183721717,No,100-02,FARRAGUT ROAD,BROOKLYN,NY,11236,PARATRANSIT BASE,40.651866,-73.895856,05/10/2020,18:02:48,"(40.651866, -73.895856)"
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",2126298833,No,718,3 AVENUE,BROOKLYN,NY,11232,BLACK CAR BASE,40.756839,-73.999141,05/10/2020,18:02:48,"(40.756839, -73.999141)"
B03029,TRANSCARE SOLUTIONS INC,7186766757,No,1400,AVENUE Z  STE 403,BROOKLYN,NY,11235,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02715,GROUNDANYWHERE LLC,8556931300,No,134,WEST   37 STREET,NEW YORK,NY,10018,BLACK CAR BASE,40.752365,-73.9885,05/10/2020,18:02:48,"(40.752365, -73.9885)"
B02711,TRANS CITY TRANSPORTATION INC,7187076102,No,43 - 23,35 STREET,LIC,NY,11101,BLACK CAR BASE,40.713758,-73.75641,05/10/2020,18:02:48,"(40.713758, -73.75641)"
B02968,NEW GENERATION BLACK CAR TRANSPORTATION CORP.,3479916111,No,2112,WESTCHESTER AVENUE,BRONX,NY,10462,BLACK CAR BASE,40.82923,-73.871067,05/10/2020,18:02:48,"(40.82923, -73.871067)"
B02674,ELAL CAR LIMO SERVICE LLC,7185457555,No,25-26,50 STREET  SUITE 206D,WOODSIDE,NY,11377,LIVERY BASE,40.76364,-73.904205,05/10/2020,18:02:48,"(40.76364, -73.904205)"
B02157,REAGAN CONVEYANCE  CORP.,5168612019,No,62,MAIN STREET,PT WASHINGTON,NY,11050,LUXURY/LIMOUSINE,40.836412,-73.70666,05/10/2020,18:02:48,"(40.836412, -73.70666)"
B03250,SALAM CAR SERVICE INC.,5189778916,No,452,EAST TREMONT AVENUE,BRONX,NY,10457,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02434,CT RIDERS CORP.,2123601111,No,159,20 STREET,BROOKLYN,NY,11232,LUXURY/LIMOUSINE,40.722192,-73.85037,05/10/2020,18:02:48,"(40.722192, -73.85037)"
B03196,KAYL INC.,2124701352,No,8746,VAN WYCK EXPRESSWAY  2FL,JAMAICA,NY,11418,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03296,ZIP CONNECTIONS INC,2018829654,No,16,CYPRESS LANE,MARLBORO,NJ,07746,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,7184026200,No,502 A,SOUTHERN BOULEVARD,BRONX,NY,10455,LUXURY/LIMOUSINE,40.811237,-73.90542,05/10/2020,18:02:48,"(40.811237, -73.90542)"
B03290,VOCES TRANSPORTATION MANAGEMENT CORP,3476883663,No,34-18,NORTHERN BLVD  FL 4 UNIT 32,LIC,NY,11101,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02856,MARIACHI CAR SERVICE INC,7185247323,No,1264 A,CASTLETON AVENUE,STATEN ISLAND,NY,10310,BLACK CAR BASE,40.63375,-74.12479,05/10/2020,18:02:48,"(40.63375, -74.12479)"
B02191,US LIMO SYSTEM INC,5163275466,No,405,RXR PLAZA  SUITE 405,UNIONDALE,NY,11556,LUXURY/LIMOUSINE,40.619641,-73.737598,05/10/2020,18:02:48,"(40.619641, -73.737598)"
B03117,RELY-ON-US CAR SERVICE INC,3472948602,No,250,JACKSON AVENUE,BRONX,NY,10454,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00037,TRANSP UNLIMITED C/S,7183631000,No,1226,NOSTRAND AVENUE,BROOKLYN,NY,11225,LIVERY BASE,40.657261,-73.95051,05/10/2020,18:02:48,"(40.657261, -73.95051)"
B02774,ALFRED HOLDINGS INC.,7185291111,No,31-00,47 AVENUE  3RD SUITE 3100,LIC,NY,11101,BLACK CAR BASE,40.67239,-73.82997,05/10/2020,18:02:48,"(40.67239, -73.82997)"
B03157,CAPRICE CAR SERVICE CORP.,7184249300,No,54 - 04,ROOSEVELT AVENUE,WOODSIDE,NY,11377,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02661,MIC-LOU CAR SERVICES_LLC,7187204444,No,2,TOMPKINS AVE,STATEN ISLAND,NY,10304,LIVERY BASE,40.615388,-74.08496,05/10/2020,18:02:48,"(40.615388, -74.08496)"
B80256,CALLAVAN TRANSPORTATION LLC,7187097131,No,117-28,165 STREET,JAMAICA,NY,11434,COMMUTER VAN AUTHORITY BASE,40.684032,-73.781135,05/10/2020,18:02:48,"(40.684032, -73.781135)"
B00446,COMMUNICAR INCORPORATED,7184181100,No,73-10,88 STREET,GLENDALE,NY,11385,BLACK CAR BASE,40.70868,-73.863547,05/10/2020,18:02:48,"(40.70868, -73.863547)"
B03252,CITY WAV CORP.,6467893399,No,31 - 00,47 AVENUE  SUITE 3100,LIC,NY,11101,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03286,"MITA LIMOUSINE, INC.",2126793939,No,208,WEST 29TH ST.  #203,NEW YORK,NY,10001,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01913,MIRAGE LIMOUSINE SERVICE INC,7189377500,No,36 - 01,20 AVENUE  2ND FLOOR,ASTORIA,NY,11105,LUXURY/LIMOUSINE,40.777951,-73.90376,05/10/2020,18:02:48,"(40.777951, -73.90376)"
B03239,CIBAO 2 INC.,7183100329,No,112 - 44,ROOSEVELT AVENUE,FLUSHING,NY,11368,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,7189048080,No,1478,WHITE PLAINS RD,BRONX,NY,10462,BLACK CAR BASE,40.837752,-73.863335,05/10/2020,18:02:48,"(40.837752, -73.863335)"
B90730,QUALITY SERVICE MEDICAL TRANSPORTATION LLC.,3476137862,No,4442,RICHARDSON AVENUE,BRONX,NY,10470,PARATRANSIT BASE,,,05/10/2020,18:02:48,
B02481,TEN I CON CORP.,7187778070,No,48-02,25 AVENUE  SUITE 305G,ASTORIA,NY,11103,LIVERY BASE,40.76451,-73.905073,05/10/2020,18:02:48,"(40.76451, -73.905073)"
B03268,NEZA EXPRESS INC.,7182737611,No,1841,FOREST AVENUE,STATEN ISLAND,NY,10303,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00706,"VIC & BAY CAR SERVICE, INC",7184472500,No,200,BAY STREET,STATEN ISLAND,NY,10301,LIVERY BASE,40.637194,-74.076872,05/10/2020,18:02:48,"(40.637194, -74.076872)"
B03273,ELEGANT LUXURY LIMO LLC,3472067082,No,266,JERICHO TURNPIKE,FLORAL PARK,NY,11001,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B03043,NYM MEDICAL TRANSPORTATION INC.,5166884182,No,2809,WEBSTER AVENUE,BRONX,NY,10458,LIVERY BASE,,,05/10/2020,18:02:48,
B03223,SUPRARIDE INC,3475204618,No,31-00,47 AVENUE  STE 3100,LIC,NY,11101,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01553,CITY LINE CAR SERVICE INC,7188485585,No,80-06,101 AVENUE,OZONE PARK,NY,11416,LIVERY BASE,40.680573,-73.858435,05/10/2020,18:02:48,"(40.680573, -73.858435)"
