name;segment;length;status;geo_shape;width;trailtype;surftype;installdate;priorcorr;pilzone;equestrian;ada;projname;projnum;lastmaint;notes;rating;looptrail;loopname;geo_point_2d
Kit Creek Greenway;Sowter Greenway to 540;0.42790768;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.86723381662543, 35.82820543030827], [-78.86753314352264, 35.827321116704574], [-78.86750920723637, 35.82690044706093], [-78.86733757174056, 35.826599797397144], [-78.86709209220817, 35.826279040304186], [-78.86724538635146, 35.82465180954656], [-78.86727044687537, 35.82448959724617], [-78.86727231234755, 35.824431914988644], [-78.86732025876397, 35.824353372916306], [-78.86739856448585, 35.82350316114515], [-78.86737267518855, 35.82329726167154], [-78.86738536056984, 35.82322428204629], [-78.8677262121494, 35.82282283159746], [-78.86782172824287, 35.82268727939609], [-78.86783091221443, 35.82243446041267], [-78.86782435748255, 35.82231717202041], [-78.86777950781313, 35.82225723438959]]}";0.0;Greenway;Asphalt;;RTP To Middle Creek;West;;;;;;;;;;35.825212164, -78.8673752961
NC 55 Street-Side Trail (West);Army Property & Self Storage Frontage;0.19281794999999902;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.8727613555136, 35.81266831098637], [-78.87274529239109, 35.81242721332908], [-78.87272918720574, 35.812212900571666], [-78.87276224489855, 35.81210310834541], [-78.8727525474004, 35.811995951142286], [-78.8727124569875, 35.81196689801329], [-78.87267706889864, 35.81189675972957], [-78.87261204634451, 35.81142256887146], [-78.8726482944037, 35.811374391639674], [-78.87261576434068, 35.81114934745615], [-78.8725796767639, 35.811095734372664], [-78.8724156691406, 35.809923970217746]]}";10.0;Street-Side;Concrete;;NA;West;No;;;;;;;;;35.8113021904, -78.872608295
Highcroft Village Greenway;Green Hope School GW to SE Highcroft Village PDD;0.18397809;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.87659319756165, 35.79866131811669], [-78.87672896749832, 35.79855649823841], [-78.87682569720423, 35.79847217395225], [-78.8769356340459, 35.79836496981935], [-78.87704289932138, 35.79828137165879], [-78.87722221724003, 35.798171374598176], [-78.87734788391437, 35.79811426612854], [-78.87749018900668, 35.79808865352184], [-78.8781111507539, 35.7980320412208], [-78.87818404387049, 35.79802996712389], [-78.878231454337, 35.79803716933954], [-78.87834204256994, 35.798066040626445], [-78.8784175610691, 35.79808314319509], [-78.87847465822178, 35.79807318357186], [-78.87876985064102, 35.7979912024878], [-78.87882874529805, 35.79795334263638], [-78.87886481955769, 35.79790759048126], [-78.8789056159612, 35.79764077247477], [-78.8789170850259, 35.79760572718857], [-78.87894931824496, 35.797583317672554], [-78.87900673235357, 35.797556450794254], [-78.87916910642554, 35.7974983078917]]}";10.0;Greenway;Asphalt;2017-08-28T02:00:00+00:00;NA;West;;;Oaks at Sears Farm - South Phase 2;14-SB-030;;;;;;35.7980720024, -78.8779282771
Morrisville Carpenter Rd Street-Side Tra;S Segment Louis Stephens to Hwy 55;0.62461833;Proposed;"{""type"": ""MultiLineString"", ""coordinates"": [[[-78.86371323568784, 35.824408520679484], [-78.86407612614063, 35.82450634715574], [-78.86417873365762, 35.824521523674285], [-78.86435659033143, 35.82457363659138], [-78.86454252663204, 35.824584661134494], [-78.86469559072182, 35.8246360249368], [-78.86489923114894, 35.824650673910135], [-78.86502123645468, 35.824716421466974], [-78.86516116472934, 35.824705042001625], [-78.86534607312457, 35.824776629119675], [-78.86551435161292, 35.824756625983085], [-78.86575507540451, 35.824836927725954], [-78.86595167970842, 35.82477224825904], [-78.86614821133382, 35.824802748949764], [-78.86634757177946, 35.82470346436436], [-78.86660344848127, 35.824697975234585], [-78.866816986097, 35.82459221580934], [-78.86702863616698, 35.82455711379772], [-78.8671793317054, 35.824459934337675], [-78.86737859549073, 35.82441761117663], [-78.86750363640533, 35.82433050010801], [-78.86769840477359, 35.82430403226042], [-78.86785262288372, 35.8242176735609], [-78.86804298372138, 35.824204177749884], [-78.86820160022697, 35.82410917329255], [-78.86845667376363, 35.82407844303294], [-78.86877888200253, 35.8239920038452], [-78.8690541892638, 35.82395783931244], [-78.86927039117158, 35.823896544706216], [-78.86936005498455, 35.82385943838968], [-78.8694655605008, 35.82380374729794]], [[-78.86949755948443, 35.823734342097936], [-78.86976610542153, 35.8237353873354], [-78.86985637723085, 35.82372940246869], [-78.86991641828976, 35.82372171601124], [-78.870737418781, 35.82349066965564], [-78.87160747619289, 35.8232507264295], [-78.87189015485055, 35.82318305805781], [-78.87215816199254, 35.82313385544404], [-78.87242615093506, 35.82309597925384], [-78.87277244221642, 35.823075474470585], [-78.87303818329502, 35.82306979014804], [-78.8732724315008, 35.823074802858855], [-78.87346420465722, 35.82308931072566], [-78.87362786555734, 35.82311698283789], [-78.87371568227823, 35.82312337595996], [-78.87377675143163, 35.823113065790935], [-78.87382950889858, 35.823080925753985], [-78.87385894308387, 35.8230773788333], [-78.87429317631641, 35.82310698550185]]]}";0.0;Street-Side;Concrete;;NA;West;;;;;;;;;;35.8239316227, -78.8689644218
Bishops Gate GW Connector;Connects to Westhigh Street;0.018219559999999;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.84157922556801, 35.764408929123334], [-78.84165397408809, 35.764408989366984], [-78.84170115158993, 35.76441614701425], [-78.84176580027108, 35.76445273026002], [-78.84182168466452, 35.7644893029908], [-78.84186022635305, 35.7645167243135]]}";9.0;Greenway Connector;Asphalt;;NA;Central;No;;;;;;;;;35.7644432487, -78.8417260914
Walnut Creek Greenway Connector;Walnut Creek GW to _Park;0.35785841;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.74759976241715, 35.77127150999165], [-78.74827792113689, 35.77119878093103], [-78.74828047158447, 35.77167901598694], [-78.74794386964696, 35.7722451557669], [-78.74727271227906, 35.77266364317469], [-78.74691136078056, 35.77289382479308], [-78.74699616794442, 35.77329097383571], [-78.74610502481052, 35.773763130782676], [-78.74620854465505, 35.774105189197456], [-78.74527334437656, 35.77445877404954]]}";0.0;Greenway Connector;Asphalt;;NA;Central;;;;;;;;;;35.7728316048, -78.7470818247
Pittard Sears Rd Street-Side Trail;ATT Connector;0.18026850999999902;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.92172457564786, 35.83707382104681], [-78.9221274740531, 35.83674843602802], [-78.9225757840748, 35.83647275422002], [-78.92312992340636, 35.836130677270184], [-78.92378824768709, 35.83567538775687], [-78.92422739472062, 35.83544421600895]]}";0.0;Street-Side;Asphalt;;NA;West;;;;;;;;;;35.8362318164, -78.9229580133
Middle Creek Greenway;From Park to Optimist Farm Rd;0.33619810999999905;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.76915183828038, 35.66234348891352], [-78.768869341676, 35.662327972461235], [-78.76854253591256, 35.662296331012705], [-78.76837155504855, 35.662282043197095], [-78.76825001877172, 35.66228295736381], [-78.76819249841176, 35.66232473935133], [-78.76817310672742, 35.662395238903805], [-78.76816796780118, 35.66251474564434], [-78.7682348789252, 35.66263242827696], [-78.76829709877266, 35.66268349183908], [-78.76839056694006, 35.66275615962601], [-78.76854392638053, 35.662840704304685], [-78.76860580073168, 35.663042628108315], [-78.76870826597033, 35.663324603877115], [-78.76874508789457, 35.66354629494966], [-78.76880298845987, 35.66375465320762], [-78.76868991725482, 35.664002804995135], [-78.76860479890235, 35.66421820236499], [-78.7685753821104, 35.66443954477337], [-78.76850279292364, 35.66465884721624], [-78.76839877504696, 35.66491923588524], [-78.76824904876885, 35.665210881901416], [-78.76812610328703, 35.665408538881955], [-78.76795558246813, 35.665701442844956], [-78.76784620154186, 35.665864516981536], [-78.76768400014885, 35.66604356983354]]}";0.0;Greenway;Asphalt;;RTP To Middle Creek;South;;;;;;;;;;35.6638330265, -78.7684470546
Higgins Greenway;Griffis St to Kildaire Farm Rd;0.54028467;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.78922430506977, 35.779559019759766], [-78.78918793268316, 35.77954409272971], [-78.7891492143717, 35.779523594015046], [-78.78910245018125, 35.779517937341836], [-78.78906711474554, 35.77952531046582], [-78.78900889200483, 35.77955028508338], [-78.78894959728865, 35.77956597395369], [-78.78886976430968, 35.779571407743184], [-78.78876322046132, 35.779573546717494], [-78.78865262193808, 35.77957893062028], [-78.78859562537181, 35.77958626151982], [-78.78854771402756, 35.77960011137268], [-78.78850324360677, 35.779619539300384], [-78.78843360554616, 35.779658431334845], [-78.78839474645747, 35.77969180106989], [-78.78835587274874, 35.779730746492106], [-78.78823491752809, 35.77979648416465], [-78.78807278723656, 35.779878869157116], [-78.7880226198116, 35.77988528418337], [-78.78797928179196, 35.77989078088602], [-78.78794504226826, 35.77989815108461], [-78.78788691514265, 35.77991848610382], [-78.78788571294615, 35.77973408218174], [-78.78771569057997, 35.77980452995727], [-78.78764553152715, 35.77982130881685], [-78.78758739798559, 35.77980743129998], [-78.78756917061416, 35.77978325066052], [-78.78754190665879, 35.77976648495389], [-78.7875111606017, 35.779758997029425], [-78.78742566350331, 35.77977092590723], [-78.78731503777097, 35.77978652079653], [-78.78728199200398, 35.77978832167469], [-78.78722268222829, 35.779778002245656], [-78.78712714577127, 35.779728605638475], [-78.78709070185266, 35.77970903412376], [-78.78704288064574, 35.7796885188307], [-78.78698246992889, 35.77968005142805], [-78.78688325956603, 35.779681736486886], [-78.7866883927645, 35.77963310583006], [-78.78659871446253, 35.77957168609504], [-78.78659951855474, 35.77951342630722], [-78.78660224847734, 35.77931551084401], [-78.78652443788839, 35.77926926796796], [-78.78652599607122, 35.77891479563915], [-78.78649485463626, 35.778856524923434], [-78.78642677842936, 35.77881024225234], [-78.78489180872074, 35.77874657449963], [-78.78476320591382, 35.778744018273], [-78.78469455216702, 35.77876718593824], [-78.7846343489013, 35.77883694736944], [-78.7846398668521, 35.77891148222553], [-78.78467970448337, 35.77897676323325], [-78.78472801757424, 35.779079320850514], [-78.78467182836569, 35.7792059480979], [-78.78457667925439, 35.77924619713798], [-78.78443482688748, 35.779265946181354], [-78.78340889938653, 35.77926412649454], [-78.78291193996317, 35.77926695908292], [-78.78226673171172, 35.77926580762009], [-78.78193397517931, 35.77926335385903], [-78.78186556568357, 35.77925208443866], [-78.78181319442419, 35.77923155893949], [-78.78170630317294, 35.779144052249734], [-78.78165851375248, 35.77911238794574], [-78.78160387740472, 35.77908814114424]]}";0.0;Greenway;Asphalt;;Downtown To Raleigh;Central;;;;;;;;;;35.779290329, -78.7855386664
Optimist Farm Greenway;Optimist Farm Rd to Camp Branch GW;1.09721883;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.75036207942877, 35.66135783889736], [-78.7504612403245, 35.66113431903582], [-78.75166505655665, 35.66150985912659], [-78.75183776728974, 35.66120566518971], [-78.75193990593102, 35.66072247532686], [-78.75200333551695, 35.660402302967384], [-78.75199238778006, 35.65963452039502], [-78.75222143361047, 35.65953844216661], [-78.75280102330291, 35.658197670020286], [-78.75247335563738, 35.65779441922731], [-78.75305372840387, 35.656218809173], [-78.7531217485986, 35.65582552782823], [-78.75307062512933, 35.65553467098588], [-78.7529763109042, 35.654946547325295], [-78.75308528797021, 35.65458976032898], [-78.75313711624375, 35.65440010403029], [-78.7531908600201, 35.65410689187619], [-78.75328289706641, 35.653895442348556], [-78.75377255895965, 35.653826322448666], [-78.75416552106263, 35.653536103600004], [-78.75455228743778, 35.65320705927039], [-78.75489076322293, 35.653038676901126], [-78.75532427042029, 35.653002722893895], [-78.75610377628503, 35.65281440794198], [-78.75979393557137, 35.652369544721104], [-78.7600870795196, 35.65184651783513], [-78.76014634811517, 35.651525330842375]]}";0.0;Greenway;Asphalt;;NA;South;;;;;;;;;;35.6558644413, -78.754348046
Northwoods GW Connector;Connects to W Boundary St;0.01247641;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.7888878272345, 35.794385360888036], [-78.78874985857682, 35.79424352192116]]}";10.0;Greenway Connector;Asphalt;;NA;Central;No;;;;;;;;;35.7943144414, -78.7888188429
Dutchmans Branch Greenway;Holly Springs Rd to Ten Ten Rd;0.6860664899999991;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.76826608235018, 35.70080218467994], [-78.76723559646025, 35.69986110906136], [-78.76700104026047, 35.69920508913225], [-78.7667666829195, 35.69851050390948], [-78.76634443857239, 35.6973913675697], [-78.76605436020301, 35.69637304664692], [-78.76613567773653, 35.69614672473639], [-78.76618653751397, 35.69608714095629], [-78.76627106468622, 35.6960322133994], [-78.76640058975251, 35.69602327984207], [-78.76652823511985, 35.6959944511079], [-78.76658461724742, 35.695947117457244], [-78.76664127289625, 35.69583398699701], [-78.76665486187869, 35.69567639498038], [-78.7666776908046, 35.69555554699586], [-78.76669517551696, 35.695361234301345], [-78.766710757299, 35.695154679140416], [-78.76670220725016, 35.69502458961717], [-78.76669895179272, 35.69483941938779], [-78.76670311100938, 35.69471088654632], [-78.76672608506047, 35.69453953952137], [-78.76673220743182, 35.694372750861795], [-78.7667080240712, 35.69432067559912], [-78.76665934839329, 35.69426549231602], [-78.76645451235802, 35.69417173632546], [-78.76649097424374, 35.69411214097757], [-78.76649877576531, 35.6940050370754], [-78.76654228687507, 35.69389493972536], [-78.76659712326696, 35.69374048780164], [-78.76664638046253, 35.69356460046922], [-78.7666808892405, 35.69330605257367], [-78.76675457937492, 35.6931240872042], [-78.76677571972874, 35.692946617168055], [-78.76671084377205, 35.692669515072105], [-78.76691461717981, 35.69225366867724], [-78.76704897535848, 35.69202591514117], [-78.76715589454976, 35.69179459359543]]}";0.0;Greenway;Asphalt;;NA;Outside LUPB;;;;;;;;;;35.6964139708, -78.7667938315
Belgium Dr Street-Side Trail;Penny Rd to Dutchman's Branch GW;0.45413522000000006;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.78044684551097, 35.713977828753976], [-78.78052136228685, 35.713673177445294], [-78.78066148534168, 35.71311394019504], [-78.78070039978265, 35.71299810558687], [-78.78076560689107, 35.71289090472516], [-78.78084304560174, 35.71280232641865], [-78.78094501352432, 35.71272667181326], [-78.78105392079071, 35.71267964704455], [-78.78183174023296, 35.71246926793235], [-78.78209522387442, 35.712355265630734], [-78.7822235916807, 35.7122481770258], [-78.78230107435, 35.71214242775047], [-78.78290254017061, 35.7109572681941], [-78.78297838843393, 35.710805726162704], [-78.78305962305016, 35.710608404303386], [-78.7830950803323, 35.71047109846624], [-78.78310773776505, 35.71033089105266], [-78.78310632774864, 35.710202105910234], [-78.78307162204771, 35.71005895134298], [-78.78300536324151, 35.70990572543509], [-78.78289361574677, 35.70970519669561], [-78.7823204153672, 35.70886422237242], [-78.7822697134824, 35.708798309421425], [-78.78229619583989, 35.70873682683301], [-78.78253176890553, 35.708558382655745]]}";0.0;Street-Side;Concrete;;NA;South;;;;;;;;;;35.7113580278, -78.7820792504
Swift Creek Greenway;Gregson Dr;0.33581617;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.80434894064311, 35.73408075552591], [-78.80436067496055, 35.73427948160314], [-78.80435979237537, 35.734470365404235], [-78.80432393054106, 35.734738945069694], [-78.80427693743515, 35.73497765832458], [-78.80408290220994, 35.73554685421412], [-78.80404866352504, 35.735666806856905], [-78.80402871261116, 35.735799958537534], [-78.80402591930915, 35.73601440698278], [-78.80404542330606, 35.73616998664757], [-78.8040849628934, 35.73633150333831], [-78.8041375942209, 35.736478910478645], [-78.80417614556069, 35.73656147468684], [-78.80422613075456, 35.736653495384836], [-78.80426187768232, 35.736711309170815], [-78.80430618945127, 35.73678092647288], [-78.80433482153786, 35.73681987509599], [-78.80445379513733, 35.73694974999725], [-78.80454565993489, 35.737037148039285], [-78.8046733314418, 35.73715879466235], [-78.8047651212224, 35.73724265638536], [-78.80494440917177, 35.73740919376528], [-78.80523551477029, 35.73766957617017], [-78.80545151642396, 35.73787897697162], [-78.80554453303508, 35.73801380821052], [-78.80558736681424, 35.73810345532575], [-78.80561296942264, 35.73817656565118], [-78.80562991158364, 35.73824259099533], [-78.8056467869723, 35.73833689451693], [-78.80564496826169, 35.738427619550855], [-78.80563972858697, 35.738504682655375]]}";0.0;Street-Side;Concrete;;RTP To Middle Creek;Central;;;;;;;;;;35.7364047275, -78.8045911372
NW Cary Pkwy Street-Side Trail;Evans Rd to Thorpe Dr;0.53733883;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.8000928797726, 35.816466452717904], [-78.79981303527003, 35.816284062617335], [-78.7990326881605, 35.817066201255024], [-78.79875940079224, 35.81729863079967], [-78.7984926707162, 35.81753824157262], [-78.79824800794205, 35.81772056161643], [-78.79795508653862, 35.817911756827634], [-78.79762472714911, 35.81806706113738], [-78.79723295636154, 35.818197182775556], [-78.79692261023067, 35.818273694096355], [-78.79661680423743, 35.81832155518692], [-78.79625817527358, 35.81834961775052], [-78.79595906516536, 35.81835090924182], [-78.7955566095578, 35.818335902729984], [-78.79512562038786, 35.818267105785914], [-78.79482666856383, 35.8182056961596], [-78.79457189800233, 35.81814686958533], [-78.79428552022421, 35.81804870448385], [-78.7940315672356, 35.81796729522658], [-78.79367288151602, 35.81785263012192], [-78.79333431747547, 35.81778398325006], [-78.79296929647629, 35.8177403701255], [-78.79248110393587, 35.817718041276905], [-78.79182547177682, 35.817781415503156], [-78.79171597015791, 35.81773385880117]]}";0.0;Street-Side;Asphalt;;NA;Central;;;;;;;;;;35.8177467027, -78.7961297884
S Academy St Street-Side Trail;Kildaire Farm Road to Chatham St;0.28371054;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.78115494128117, 35.78316678755532], [-78.78116064993976, 35.78322045577477], [-78.78115830626236, 35.783497148219034], [-78.78115861597473, 35.783701588199676], [-78.78114791677345, 35.7841403742332], [-78.78114561603954, 35.784720475461356], [-78.78114577779733, 35.7849309360748], [-78.78111846075134, 35.78503910781727], [-78.78111692522262, 35.78504773993774], [-78.78111743972143, 35.785128228210226], [-78.78113634302083, 35.785172976962045], [-78.781139836656, 35.78523379603897], [-78.78113630956001, 35.78545557718357], [-78.78113201091473, 35.78569226245475], [-78.78112508084575, 35.786089916726176], [-78.78111877829943, 35.78625564995502], [-78.78111542322563, 35.78641423360144], [-78.78108361238434, 35.786542360176334], [-78.7810863086752, 35.7866276222417], [-78.78109861139453, 35.78667772481674], [-78.78110997095979, 35.78693859504015], [-78.78110664096567, 35.787225649925084], [-78.78109559727771, 35.78725067031338], [-78.78107653648148, 35.78726434910848]]}";10.0;Street-Side;Other;2017-01-25T01:00:00+00:00;Downtown To Raleigh;Central;No;;Academy Street Improvements;ST1238;;;;;;35.7852229836, -78.7811330081
Marsalis Way Street-Side Trail;Pittard Sears Rd to Del Webb Ave;0.50471549;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.92059803002545, 35.837947183701736], [-78.92055528334431, 35.83793001713229], [-78.92051912772857, 35.83789999742352], [-78.92042342295449, 35.837784917627104], [-78.92036242164599, 35.8377178109939], [-78.92027097146196, 35.83765069974227], [-78.9201642537787, 35.83758359194338], [-78.9200487755847, 35.83750588681637], [-78.91988755092815, 35.83762950607266], [-78.91971108791417, 35.83772310721387], [-78.91956306284449, 35.83780389377675], [-78.91931638317027, 35.837937144212596], [-78.91917371550608, 35.837974050964156], [-78.91903115117867, 35.83799054347526], [-78.91884989128246, 35.83798814350476], [-78.91807374829712, 35.83796693807306], [-78.91768827817215, 35.837970506365124], [-78.9175049877436, 35.83797404637049], [-78.91696268489598, 35.838088666731835], [-78.91660378998121, 35.83816752576807], [-78.9164079084898, 35.83819290816836], [-78.91615720770962, 35.83821187387987], [-78.91589084098986, 35.83820913965278], [-78.91564126937685, 35.83819707782363], [-78.9152342759014, 35.83821251285844], [-78.91508538004501, 35.83823409785976], [-78.9148894831375, 35.83827351326345], [-78.91466226237509, 35.838342250911694], [-78.91439415598519, 35.83846837211614], [-78.91406904670603, 35.838657781546544], [-78.9136635031167, 35.83889271863766], [-78.9134679378819, 35.83901516305021], [-78.91314963650258, 35.838673819908024], [-78.91295452492233, 35.83845184994233], [-78.91280052896148, 35.83827385773505]]}";0.0;Street-Side;Concrete;;NA;West;;;;;;;;;;35.8381836226, -78.9166174194
Upchurch Meadow Rd Street-Side;Louis Stephens Dr to Carramore GW;0.21755073;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.85789419344542, 35.80346964270964], [-78.85801143254027, 35.80315517917912], [-78.8580969529684, 35.80261027859719], [-78.85818932483484, 35.80209980342295], [-78.8582460565588, 35.801576103667145], [-78.8583029885392, 35.8012256403473], [-78.85837248755078, 35.80087276336137], [-78.8586328591445, 35.800616488901056], [-78.85882443538092, 35.800503924713944]]}";0.0;Street-Side;Concrete;;NA;West;;;;;;;;;;35.8019050768, -78.8582372433
Swift Creek Greenway;Laura Duncan Rd;0.14176477;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.82867422367372, 35.76160035813131], [-78.82872572864626, 35.76151260388667], [-78.82878405285163, 35.76134829579151], [-78.82879445187513, 35.761212688706784], [-78.8287820640204, 35.761093492922264], [-78.82873692668126, 35.76095986012189], [-78.82866168362996, 35.76079742014791], [-78.82859389616725, 35.76065554230822], [-78.82854998550283, 35.7605794488682], [-78.82847459704432, 35.76044577696487], [-78.82840929571726, 35.76032444969923], [-78.82835906981138, 35.760246294908605], [-78.8281822704012, 35.759893009024665], [-78.82815694006663, 35.75979810430037], [-78.82811458346573, 35.75966499791829]]}";0.0;Street-Side;Concrete;;RTP To Middle Creek;Outside LUPB;;;;;;;;;;35.7606261359, -78.8285220253
Kildaire Farm Rd Street-Side Trail;Swift Creek GW  to Loch Highlands Dr;0.21781292999999902;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.77748158293771, 35.72489455090893], [-78.77764384122058, 35.72454591489175], [-78.77769724991524, 35.72445112155761], [-78.77788587572661, 35.72413075856893], [-78.7780277744801, 35.7239562523025], [-78.77809647299219, 35.723875898533386], [-78.77820207232733, 35.72376138183354], [-78.77831659269827, 35.723649287920914], [-78.77841182732512, 35.72356718046349], [-78.77851591386688, 35.72348208930171], [-78.77867010381426, 35.72337066481836], [-78.77885892534341, 35.72325389668097], [-78.77898875483372, 35.723179661004835], [-78.77917313600813, 35.72308450258585], [-78.77938480818064, 35.72298879664448], [-78.77955511159566, 35.722929049188686], [-78.77978292738108, 35.722843578811286], [-78.78007641084344, 35.72270657859432]]}";0.0;Street-Side;Concrete;;NA;South;;;;;;;;;;35.7236061653, -78.7786040009
Davis Dr Street-Side Trail;Valleystone Dr to  White Oak Creek GW;1.45628629;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.84620577672732, 35.77384987984597], [-78.84622805570406, 35.77392320817806], [-78.84631681524404, 35.774183081044164], [-78.84649254259324, 35.774537565108204], [-78.84674059623867, 35.774885752952194], [-78.84704915742185, 35.77523948830797], [-78.84757115077268, 35.77575771533328], [-78.84787147489548, 35.7760575809699], [-78.84794231212929, 35.776126444806984], [-78.8481679473039, 35.77634585783832], [-78.84825317968689, 35.77642347977853], [-78.84833745902259, 35.77651572931212], [-78.84844204791209, 35.77665427824173], [-78.84847417583255, 35.776690504534685], [-78.84863876809503, 35.77692296249629], [-78.84862093744539, 35.77694809869983], [-78.84861487204694, 35.77699164147912], [-78.84862314027201, 35.77703229703268], [-78.84864733618274, 35.777118450667984], [-78.84868969936291, 35.77731592230545], [-78.84874502615084, 35.777566631756685], [-78.84882502111437, 35.777967848678465], [-78.84888603886452, 35.778285892858854], [-78.848912532933, 35.778451336987565], [-78.84892972661149, 35.778496734730645], [-78.84898401075539, 35.778539490643645], [-78.84902671775723, 35.778553575718654], [-78.84900870603374, 35.77867500244174], [-78.84902419252057, 35.77877760011581], [-78.84898257619041, 35.77881141837763], [-78.84896126397508, 35.77885035620226], [-78.84897443628941, 35.77910826627338], [-78.84897713434617, 35.77951398119506], [-78.84895618292222, 35.77990104135548], [-78.8489037213491, 35.78032580529185], [-78.84883174296337, 35.780730229527435], [-78.84875087969709, 35.78106287579326], [-78.84867288539682, 35.7815284053156], [-78.84855286571663, 35.78188437637797], [-78.84844076884617, 35.78215035973426], [-78.84841863639794, 35.78222145996471], [-78.8483088303121, 35.78247873903842], [-78.84813111720867, 35.782854479914306], [-78.8479703463388, 35.783229269981256], [-78.84785818346238, 35.78348363969406], [-78.84776742694474, 35.78373900948433], [-78.84762670068703, 35.78412105101033], [-78.84751730592113, 35.784559977471424], [-78.84741052827088, 35.785264570756524], [-78.84738555848809, 35.78554283999426], [-78.847338918506, 35.78600310826899], [-78.8473055746763, 35.78625183983832], [-78.84729667139085, 35.78632417586788], [-78.84725272824915, 35.78678458708061], [-78.84719955305935, 35.78744649257925], [-78.84714307510474, 35.78802632924968], [-78.84712894576187, 35.78818755626071], [-78.84711904837084, 35.78838473139767], [-78.84710875137996, 35.78879269570417], [-78.84711338871998, 35.788881091639695], [-78.8471107279715, 35.78904039600982], [-78.8471313628002, 35.789451313079134], [-78.84717769398792, 35.78989271415566], [-78.84721074335445, 35.790060884691776], [-78.84732802966568, 35.790727106981294], [-78.84736096549656, 35.790986853583924], [-78.84735730455536, 35.79106554782609], [-78.84736414487872, 35.79116333301478], [-78.84738515913452, 35.79119531549732], [-78.84742771955752, 35.791210155305414], [-78.84742274705533, 35.791518504273036], [-78.84739544762188, 35.79155996513496], [-78.84738221143814, 35.79159428966033], [-78.84737237698154, 35.79168728494704], [-78.84733570571585, 35.791963399144954], [-78.84729427974037, 35.79220063520931], [-78.84727492052991, 35.79237708632231], [-78.84727320472338, 35.79251063317192], [-78.84727600363821, 35.79257860320164], [-78.8473195340865, 35.79278907490782], [-78.84734242557512, 35.79294327164701], [-78.84738838803275, 35.79315727149369], [-78.84747465720118, 35.7934497077708], [-78.84751922493687, 35.793720200016665], [-78.84754785113189, 35.79375171515947], [-78.84758177817123, 35.79376654319589], [-78.84758992429096, 35.793792786905335], [-78.84765923139338, 35.79398317993204]]}";10.0;Street-Side;Concrete;;NA;West;No;;;;;;;;;35.7835882578, -78.8477634189
