year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2018-07,2019-02,Long-term migrant,Net,TOTAL,60-64 years,106,18,Provisional
2018-08,2019-02,Long-term migrant,Net,TOTAL,60-64 years,156,20,Provisional
2018-09,2019-02,Long-term migrant,Net,TOTAL,60-64 years,168,22,Provisional
2018-10,2019-02,Long-term migrant,Net,TOTAL,60-64 years,255,27,Provisional
2018-11,2019-02,Long-term migrant,Net,TOTAL,60-64 years,317,40,Provisional
2018-12,2019-02,Long-term migrant,Net,TOTAL,60-64 years,287,48,Provisional
2019-01,2019-02,Long-term migrant,Net,TOTAL,60-64 years,202,38,Provisional
2019-02,2019-02,Long-term migrant,Net,TOTAL,60-64 years,189,75,Provisional
2017-10,2019-02,Long-term migrant,Net,TOTAL,65-69 years,107,0,Final
2017-11,2019-02,Long-term migrant,Net,TOTAL,65-69 years,103,1,Provisional
2017-12,2019-02,Long-term migrant,Net,TOTAL,65-69 years,122,3,Provisional
2018-01,2019-02,Long-term migrant,Net,TOTAL,65-69 years,58,5,Provisional
2018-02,2019-02,Long-term migrant,Net,TOTAL,65-69 years,31,6,Provisional
2018-03,2019-02,Long-term migrant,Net,TOTAL,65-69 years,43,9,Provisional
2018-04,2019-02,Long-term migrant,Net,TOTAL,65-69 years,15,11,Provisional
2018-05,2019-02,Long-term migrant,Net,TOTAL,65-69 years,-15,13,Provisional
2018-06,2019-02,Long-term migrant,Net,TOTAL,65-69 years,21,14,Provisional
2018-07,2019-02,Long-term migrant,Net,TOTAL,65-69 years,41,16,Provisional
2018-08,2019-02,Long-term migrant,Net,TOTAL,65-69 years,73,16,Provisional
2018-09,2019-02,Long-term migrant,Net,TOTAL,65-69 years,123,18,Provisional
2018-10,2019-02,Long-term migrant,Net,TOTAL,65-69 years,179,25,Provisional
2018-11,2019-02,Long-term migrant,Net,TOTAL,65-69 years,223,37,Provisional
2018-12,2019-02,Long-term migrant,Net,TOTAL,65-69 years,178,40,Provisional
2019-01,2019-02,Long-term migrant,Net,TOTAL,65-69 years,148,50,Provisional
2019-02,2019-02,Long-term migrant,Net,TOTAL,65-69 years,146,76,Provisional
2017-10,2019-02,Long-term migrant,Net,TOTAL,70-74 years,44,0,Final
2017-11,2019-02,Long-term migrant,Net,TOTAL,70-74 years,43,0,Provisional
2017-12,2019-02,Long-term migrant,Net,TOTAL,70-74 years,36,2,Provisional
2018-01,2019-02,Long-term migrant,Net,TOTAL,70-74 years,44,3,Provisional
2018-02,2019-02,Long-term migrant,Net,TOTAL,70-74 years,11,3,Provisional
2018-03,2019-02,Long-term migrant,Net,TOTAL,70-74 years,-22,6,Provisional
2018-04,2019-02,Long-term migrant,Net,TOTAL,70-74 years,-7,7,Provisional
2018-05,2019-02,Long-term migrant,Net,TOTAL,70-74 years,-4,8,Provisional
2018-06,2019-02,Long-term migrant,Net,TOTAL,70-74 years,2,9,Provisional
2018-07,2019-02,Long-term migrant,Net,TOTAL,70-74 years,6,10,Provisional
2018-08,2019-02,Long-term migrant,Net,TOTAL,70-74 years,19,10,Provisional
2018-09,2019-02,Long-term migrant,Net,TOTAL,70-74 years,45,12,Provisional
2018-10,2019-02,Long-term migrant,Net,TOTAL,70-74 years,93,20,Provisional
2018-11,2019-02,Long-term migrant,Net,TOTAL,70-74 years,112,31,Provisional
2018-12,2019-02,Long-term migrant,Net,TOTAL,70-74 years,101,36,Provisional
2019-01,2019-02,Long-term migrant,Net,TOTAL,70-74 years,80,37,Provisional
2019-02,2019-02,Long-term migrant,Net,TOTAL,70-74 years,80,46,Provisional
2017-10,2019-02,Long-term migrant,Net,TOTAL,75-79 years,24,0,Final
2017-11,2019-02,Long-term migrant,Net,TOTAL,75-79 years,21,1,Provisional
2017-12,2019-02,Long-term migrant,Net,TOTAL,75-79 years,8,1,Provisional
2018-01,2019-02,Long-term migrant,Net,TOTAL,75-79 years,16,2,Provisional
2018-02,2019-02,Long-term migrant,Net,TOTAL,75-79 years,-1,2,Provisional
2018-03,2019-02,Long-term migrant,Net,TOTAL,75-79 years,-13,4,Provisional
2018-04,2019-02,Long-term migrant,Net,TOTAL,75-79 years,-10,5,Provisional
2018-05,2019-02,Long-term migrant,Net,TOTAL,75-79 years,-16,6,Provisional
2018-06,2019-02,Long-term migrant,Net,TOTAL,75-79 years,-3,6,Provisional
2018-07,2019-02,Long-term migrant,Net,TOTAL,75-79 years,-1,7,Provisional
2018-08,2019-02,Long-term migrant,Net,TOTAL,75-79 years,8,6,Provisional
2018-09,2019-02,Long-term migrant,Net,TOTAL,75-79 years,30,8,Provisional
2018-10,2019-02,Long-term migrant,Net,TOTAL,75-79 years,28,11,Provisional
2018-11,2019-02,Long-term migrant,Net,TOTAL,75-79 years,48,20,Provisional
2018-12,2019-02,Long-term migrant,Net,TOTAL,75-79 years,49,26,Provisional
2019-01,2019-02,Long-term migrant,Net,TOTAL,75-79 years,38,20,Provisional
2019-02,2019-02,Long-term migrant,Net,TOTAL,75-79 years,28,26,Provisional
2017-10,2019-02,Long-term migrant,Net,TOTAL,80-84 years,0,0,Final
2017-11,2019-02,Long-term migrant,Net,TOTAL,80-84 years,6,0,Provisional
2017-12,2019-02,Long-term migrant,Net,TOTAL,80-84 years,6,1,Provisional
2018-01,2019-02,Long-term migrant,Net,TOTAL,80-84 years,7,2,Provisional
2018-02,2019-02,Long-term migrant,Net,TOTAL,80-84 years,16,1,Provisional
2018-03,2019-02,Long-term migrant,Net,TOTAL,80-84 years,-10,2,Provisional
2018-04,2019-02,Long-term migrant,Net,TOTAL,80-84 years,-4,3,Provisional
2018-05,2019-02,Long-term migrant,Net,TOTAL,80-84 years,-13,4,Provisional
2018-06,2019-02,Long-term migrant,Net,TOTAL,80-84 years,-2,4,Provisional
2018-07,2019-02,Long-term migrant,Net,TOTAL,80-84 years,-4,4,Provisional
2018-08,2019-02,Long-term migrant,Net,TOTAL,80-84 years,-4,5,Provisional
2018-09,2019-02,Long-term migrant,Net,TOTAL,80-84 years,8,5,Provisional
2018-10,2019-02,Long-term migrant,Net,TOTAL,80-84 years,16,8,Provisional
2018-11,2019-02,Long-term migrant,Net,TOTAL,80-84 years,20,12,Provisional
2018-12,2019-02,Long-term migrant,Net,TOTAL,80-84 years,18,14,Provisional
2019-01,2019-02,Long-term migrant,Net,TOTAL,80-84 years,19,12,Provisional
2019-02,2019-02,Long-term migrant,Net,TOTAL,80-84 years,20,21,Provisional
2017-10,2019-02,Long-term migrant,Net,TOTAL,85-89 years,14,0,Final
2017-11,2019-02,Long-term migrant,Net,TOTAL,85-89 years,7,0,Provisional
2017-12,2019-02,Long-term migrant,Net,TOTAL,85-89 years,6,0,Provisional
2018-01,2019-02,Long-term migrant,Net,TOTAL,85-89 years,-1,1,Provisional
2018-02,2019-02,Long-term migrant,Net,TOTAL,85-89 years,8,1,Provisional
2018-03,2019-02,Long-term migrant,Net,TOTAL,85-89 years,-3,1,Provisional
2018-04,2019-02,Long-term migrant,Net,TOTAL,85-89 years,-3,1,Provisional
2018-05,2019-02,Long-term migrant,Net,TOTAL,85-89 years,-3,2,Provisional
2018-06,2019-02,Long-term migrant,Net,TOTAL,85-89 years,-12,2,Provisional
2018-07,2019-02,Long-term migrant,Net,TOTAL,85-89 years,-4,2,Provisional
2018-08,2019-02,Long-term migrant,Net,TOTAL,85-89 years,2,2,Provisional
2018-09,2019-02,Long-term migrant,Net,TOTAL,85-89 years,0,3,Provisional
2018-10,2019-02,Long-term migrant,Net,TOTAL,85-89 years,5,4,Provisional
2018-11,2019-02,Long-term migrant,Net,TOTAL,85-89 years,8,7,Provisional
2018-12,2019-02,Long-term migrant,Net,TOTAL,85-89 years,4,7,Provisional
2019-01,2019-02,Long-term migrant,Net,TOTAL,85-89 years,9,6,Provisional
2019-02,2019-02,Long-term migrant,Net,TOTAL,85-89 years,5,8,Provisional
2017-10,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,5,0,Final
2017-11,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,9,0,Provisional
2017-12,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,5,0,Provisional
2018-01,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,2,0,Provisional
2018-02,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,0,0,Provisional
2018-03,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,5,0,Provisional
2018-04,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,3,1,Provisional
2018-05,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,3,1,Provisional
2018-06,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,3,1,Provisional
2018-07,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,1,1,Provisional
2018-08,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,3,1,Provisional
2018-09,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,2,1,Provisional
2018-10,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,3,1,Provisional
2018-11,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,5,2,Provisional
2018-12,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,6,3,Provisional
2019-01,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,5,2,Provisional
2019-02,2019-02,Long-term migrant,Arrivals,TOTAL,90+ years,3,2,Provisional
2017-10,2019-02,Long-term migrant,Departures,TOTAL,90+ years,5,0,Final
2017-11,2019-02,Long-term migrant,Departures,TOTAL,90+ years,3,0,Provisional
2017-12,2019-02,Long-term migrant,Departures,TOTAL,90+ years,2,0,Provisional
2018-01,2019-02,Long-term migrant,Departures,TOTAL,90+ years,3,0,Provisional
2018-02,2019-02,Long-term migrant,Departures,TOTAL,90+ years,2,0,Provisional
2018-03,2019-02,Long-term migrant,Departures,TOTAL,90+ years,4,1,Provisional
2018-04,2019-02,Long-term migrant,Departures,TOTAL,90+ years,3,1,Provisional
2018-05,2019-02,Long-term migrant,Departures,TOTAL,90+ years,4,1,Provisional
2018-06,2019-02,Long-term migrant,Departures,TOTAL,90+ years,3,1,Provisional
2018-07,2019-02,Long-term migrant,Departures,TOTAL,90+ years,2,1,Provisional
2018-08,2019-02,Long-term migrant,Departures,TOTAL,90+ years,3,1,Provisional
2018-09,2019-02,Long-term migrant,Departures,TOTAL,90+ years,2,1,Provisional
2018-10,2019-02,Long-term migrant,Departures,TOTAL,90+ years,2,1,Provisional
2018-11,2019-02,Long-term migrant,Departures,TOTAL,90+ years,3,2,Provisional
2018-12,2019-02,Long-term migrant,Departures,TOTAL,90+ years,1,2,Provisional
2019-01,2019-02,Long-term migrant,Departures,TOTAL,90+ years,3,2,Provisional
2019-02,2019-02,Long-term migrant,Departures,TOTAL,90+ years,2,2,Provisional
2017-10,2019-02,Long-term migrant,Net,TOTAL,90+ years,0,0,Final
2017-11,2019-02,Long-term migrant,Net,TOTAL,90+ years,6,0,Provisional
2017-12,2019-02,Long-term migrant,Net,TOTAL,90+ years,3,0,Provisional
2018-01,2019-02,Long-term migrant,Net,TOTAL,90+ years,-1,1,Provisional
2018-02,2019-02,Long-term migrant,Net,TOTAL,90+ years,-2,0,Provisional
2018-03,2019-02,Long-term migrant,Net,TOTAL,90+ years,1,1,Provisional
2018-04,2019-02,Long-term migrant,Net,TOTAL,90+ years,0,1,Provisional
2018-05,2019-02,Long-term migrant,Net,TOTAL,90+ years,-1,1,Provisional
2018-06,2019-02,Long-term migrant,Net,TOTAL,90+ years,0,1,Provisional
2018-07,2019-02,Long-term migrant,Net,TOTAL,90+ years,-1,1,Provisional
2018-08,2019-02,Long-term migrant,Net,TOTAL,90+ years,0,1,Provisional
2018-09,2019-02,Long-term migrant,Net,TOTAL,90+ years,0,1,Provisional
2018-10,2019-02,Long-term migrant,Net,TOTAL,90+ years,1,2,Provisional
2018-11,2019-02,Long-term migrant,Net,TOTAL,90+ years,2,3,Provisional
2018-12,2019-02,Long-term migrant,Net,TOTAL,90+ years,5,3,Provisional
2019-01,2019-02,Long-term migrant,Net,TOTAL,90+ years,3,3,Provisional
2019-02,2019-02,Long-term migrant,Net,TOTAL,90+ years,1,3,Provisional
2017-10,2019-02,Long-term migrant,Arrivals,Female,TOTAL,5809,0,Final
2017-11,2019-02,Long-term migrant,Arrivals,Female,TOTAL,5638,2,Provisional
2017-12,2019-02,Long-term migrant,Arrivals,Female,TOTAL,6780,16,Provisional
2018-01,2019-02,Long-term migrant,Arrivals,Female,TOTAL,7373,33,Provisional
2018-02,2019-02,Long-term migrant,Arrivals,Female,TOTAL,6346,36,Provisional
2018-03,2019-02,Long-term migrant,Arrivals,Female,TOTAL,5482,47,Provisional
2018-04,2019-02,Long-term migrant,Arrivals,Female,TOTAL,4616,68,Provisional
2018-05,2019-02,Long-term migrant,Arrivals,Female,TOTAL,4828,66,Provisional
2018-06,2019-02,Long-term migrant,Arrivals,Female,TOTAL,4832,59,Provisional
2018-07,2019-02,Long-term migrant,Arrivals,Female,TOTAL,6878,87,Provisional
2018-08,2019-02,Long-term migrant,Arrivals,Female,TOTAL,5743,70,Provisional
2018-09,2019-02,Long-term migrant,Arrivals,Female,TOTAL,6109,88,Provisional
2018-10,2019-02,Long-term migrant,Arrivals,Female,TOTAL,6488,106,Provisional
2018-11,2019-02,Long-term migrant,Arrivals,Female,TOTAL,6602,160,Provisional
2018-12,2019-02,Long-term migrant,Arrivals,Female,TOTAL,7831,193,Provisional
2019-01,2019-02,Long-term migrant,Arrivals,Female,TOTAL,8201,179,Provisional
2019-02,2019-02,Long-term migrant,Arrivals,Female,TOTAL,7432,306,Provisional
2017-10,2019-02,Long-term migrant,Arrivals,Male,TOTAL,6153,0,Final
2017-11,2019-02,Long-term migrant,Arrivals,Male,TOTAL,6375,2,Provisional
2017-12,2019-02,Long-term migrant,Arrivals,Male,TOTAL,6553,14,Provisional
2018-01,2019-02,Long-term migrant,Arrivals,Male,TOTAL,7358,30,Provisional
2018-02,2019-02,Long-term migrant,Arrivals,Male,TOTAL,6983,35,Provisional
2018-03,2019-02,Long-term migrant,Arrivals,Male,TOTAL,5815,47,Provisional
2018-04,2019-02,Long-term migrant,Arrivals,Male,TOTAL,4618,72,Provisional
2018-05,2019-02,Long-term migrant,Arrivals,Male,TOTAL,4978,67,Provisional
2018-06,2019-02,Long-term migrant,Arrivals,Male,TOTAL,5062,62,Provisional
2018-07,2019-02,Long-term migrant,Arrivals,Male,TOTAL,7155,83,Provisional
2018-08,2019-02,Long-term migrant,Arrivals,Male,TOTAL,6224,74,Provisional
2018-09,2019-02,Long-term migrant,Arrivals,Male,TOTAL,6366,86,Provisional
2018-10,2019-02,Long-term migrant,Arrivals,Male,TOTAL,6910,108,Provisional
2018-11,2019-02,Long-term migrant,Arrivals,Male,TOTAL,7056,165,Provisional
2018-12,2019-02,Long-term migrant,Arrivals,Male,TOTAL,7578,206,Provisional
2019-01,2019-02,Long-term migrant,Arrivals,Male,TOTAL,8313,186,Provisional
2019-02,2019-02,Long-term migrant,Arrivals,Male,TOTAL,8023,276,Provisional
2017-10,2019-02,Long-term migrant,Departures,Female,TOTAL,3012,0,Final
2017-11,2019-02,Long-term migrant,Departures,Female,TOTAL,3530,1,Provisional
2017-12,2019-02,Long-term migrant,Departures,Female,TOTAL,5183,15,Provisional
2018-01,2019-02,Long-term migrant,Departures,Female,TOTAL,3847,20,Provisional
2018-02,2019-02,Long-term migrant,Departures,Female,TOTAL,3314,23,Provisional
2018-03,2019-02,Long-term migrant,Departures,Female,TOTAL,3795,38,Provisional
2018-04,2019-02,Long-term migrant,Departures,Female,TOTAL,3529,58,Provisional
2018-05,2019-02,Long-term migrant,Departures,Female,TOTAL,3795,62,Provisional
2018-06,2019-02,Long-term migrant,Departures,Female,TOTAL,3677,58,Provisional
2018-07,2019-02,Long-term migrant,Departures,Female,TOTAL,3848,60,Provisional
2018-08,2019-02,Long-term migrant,Departures,Female,TOTAL,3477,56,Provisional
2018-09,2019-02,Long-term migrant,Departures,Female,TOTAL,3278,61,Provisional
2018-10,2019-02,Long-term migrant,Departures,Female,TOTAL,3247,69,Provisional
2018-11,2019-02,Long-term migrant,Departures,Female,TOTAL,3669,109,Provisional
2018-12,2019-02,Long-term migrant,Departures,Female,TOTAL,5297,159,Provisional
2019-01,2019-02,Long-term migrant,Departures,Female,TOTAL,3736,142,Provisional
2019-02,2019-02,Long-term migrant,Departures,Female,TOTAL,2897,200,Provisional
2017-10,2019-02,Long-term migrant,Departures,Male,TOTAL,3430,0,Final
2017-11,2019-02,Long-term migrant,Departures,Male,TOTAL,3978,1,Provisional
2017-12,2019-02,Long-term migrant,Departures,Male,TOTAL,5354,14,Provisional
2018-01,2019-02,Long-term migrant,Departures,Male,TOTAL,3824,21,Provisional
2018-02,2019-02,Long-term migrant,Departures,Male,TOTAL,3541,29,Provisional
2018-03,2019-02,Long-term migrant,Departures,Male,TOTAL,4090,41,Provisional
2018-04,2019-02,Long-term migrant,Departures,Male,TOTAL,3771,63,Provisional
2018-05,2019-02,Long-term migrant,Departures,Male,TOTAL,4010,66,Provisional
2018-06,2019-02,Long-term migrant,Departures,Male,TOTAL,4059,63,Provisional
2018-07,2019-02,Long-term migrant,Departures,Male,TOTAL,4288,62,Provisional
2018-08,2019-02,Long-term migrant,Departures,Male,TOTAL,3778,65,Provisional
2018-09,2019-02,Long-term migrant,Departures,Male,TOTAL,3516,66,Provisional
2018-10,2019-02,Long-term migrant,Departures,Male,TOTAL,3518,72,Provisional
2018-11,2019-02,Long-term migrant,Departures,Male,TOTAL,3845,109,Provisional
2018-12,2019-02,Long-term migrant,Departures,Male,TOTAL,5310,165,Provisional
2019-01,2019-02,Long-term migrant,Departures,Male,TOTAL,3970,155,Provisional
2019-02,2019-02,Long-term migrant,Departures,Male,TOTAL,3165,201,Provisional
2017-10,2019-02,Long-term migrant,Net,Female,TOTAL,2797,0,Final
2017-11,2019-02,Long-term migrant,Net,Female,TOTAL,2109,2,Provisional
2017-12,2019-02,Long-term migrant,Net,Female,TOTAL,1597,19,Provisional
2018-01,2019-02,Long-term migrant,Net,Female,TOTAL,3526,35,Provisional
2018-02,2019-02,Long-term migrant,Net,Female,TOTAL,3032,38,Provisional
2018-03,2019-02,Long-term migrant,Net,Female,TOTAL,1687,47,Provisional
2018-04,2019-02,Long-term migrant,Net,Female,TOTAL,1087,75,Provisional
2018-05,2019-02,Long-term migrant,Net,Female,TOTAL,1033,73,Provisional
2018-06,2019-02,Long-term migrant,Net,Female,TOTAL,1155,71,Provisional
2018-07,2019-02,Long-term migrant,Net,Female,TOTAL,3029,96,Provisional
2018-08,2019-02,Long-term migrant,Net,Female,TOTAL,2266,77,Provisional
2018-09,2019-02,Long-term migrant,Net,Female,TOTAL,2831,93,Provisional
2018-10,2019-02,Long-term migrant,Net,Female,TOTAL,3241,110,Provisional
2018-11,2019-02,Long-term migrant,Net,Female,TOTAL,2933,173,Provisional
2018-12,2019-02,Long-term migrant,Net,Female,TOTAL,2534,207,Provisional
2019-01,2019-02,Long-term migrant,Net,Female,TOTAL,4465,210,Provisional
2019-02,2019-02,Long-term migrant,Net,Female,TOTAL,4535,317,Provisional
2017-10,2019-02,Long-term migrant,Net,Male,TOTAL,2723,0,Final
2017-11,2019-02,Long-term migrant,Net,Male,TOTAL,2397,2,Provisional
2017-12,2019-02,Long-term migrant,Net,Male,TOTAL,1200,18,Provisional
2018-01,2019-02,Long-term migrant,Net,Male,TOTAL,3533,34,Provisional
2018-02,2019-02,Long-term migrant,Net,Male,TOTAL,3443,40,Provisional
2018-03,2019-02,Long-term migrant,Net,Male,TOTAL,1726,50,Provisional
2018-04,2019-02,Long-term migrant,Net,Male,TOTAL,847,77,Provisional
2018-05,2019-02,Long-term migrant,Net,Male,TOTAL,968,72,Provisional
2018-06,2019-02,Long-term migrant,Net,Male,TOTAL,1004,79,Provisional
2018-07,2019-02,Long-term migrant,Net,Male,TOTAL,2866,92,Provisional
2018-08,2019-02,Long-term migrant,Net,Male,TOTAL,2446,86,Provisional
2018-09,2019-02,Long-term migrant,Net,Male,TOTAL,2850,94,Provisional
2018-10,2019-02,Long-term migrant,Net,Male,TOTAL,3391,113,Provisional
2018-11,2019-02,Long-term migrant,Net,Male,TOTAL,3211,181,Provisional
2018-12,2019-02,Long-term migrant,Net,Male,TOTAL,2267,222,Provisional
2019-01,2019-02,Long-term migrant,Net,Male,TOTAL,4343,221,Provisional
2019-02,2019-02,Long-term migrant,Net,Male,TOTAL,4859,311,Provisional
2017-10,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,11962,0,Final
2017-11,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,12014,3,Provisional
2017-12,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,13334,27,Provisional
2018-01,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,14731,55,Provisional
2018-02,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,13330,63,Provisional
2018-03,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,11298,85,Provisional
2018-04,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,9234,121,Provisional
2018-05,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,9806,117,Provisional
2018-06,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,9894,103,Provisional
2018-07,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,14033,146,Provisional
2018-08,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,11967,118,Provisional
2018-09,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,12475,148,Provisional
2018-10,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,13398,186,Provisional
2018-11,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,13657,299,Provisional
2018-12,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,15409,366,Provisional
2019-01,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,16515,322,Provisional
2019-02,2019-02,Long-term migrant,Arrivals,TOTAL,TOTAL,15455,522,Provisional
2017-10,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,6442,0,Final
2017-11,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,7508,2,Provisional
2017-12,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,10537,27,Provisional
2018-01,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,7672,37,Provisional
2018-02,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,6855,46,Provisional
2018-03,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,7885,68,Provisional
2018-04,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,7300,104,Provisional
2018-05,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,7805,114,Provisional
2018-06,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,7736,103,Provisional
2018-07,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,8137,105,Provisional
2018-08,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,7255,100,Provisional
2018-09,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,6794,104,Provisional
2018-10,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,6765,117,Provisional
2018-11,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,7514,198,Provisional
2018-12,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,10608,295,Provisional
2019-01,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,7706,271,Provisional
2019-02,2019-02,Long-term migrant,Departures,TOTAL,TOTAL,6061,373,Provisional
2017-10,2019-02,Long-term migrant,Net,TOTAL,TOTAL,5520,0,Final
2017-11,2019-02,Long-term migrant,Net,TOTAL,TOTAL,4505,3,Provisional
2017-12,2019-02,Long-term migrant,Net,TOTAL,TOTAL,2797,32,Provisional
2018-01,2019-02,Long-term migrant,Net,TOTAL,TOTAL,7059,60,Provisional
2018-02,2019-02,Long-term migrant,Net,TOTAL,TOTAL,6475,69,Provisional
2018-03,2019-02,Long-term migrant,Net,TOTAL,TOTAL,3413,85,Provisional
2018-04,2019-02,Long-term migrant,Net,TOTAL,TOTAL,1934,134,Provisional
2018-05,2019-02,Long-term migrant,Net,TOTAL,TOTAL,2001,124,Provisional
2018-06,2019-02,Long-term migrant,Net,TOTAL,TOTAL,2158,126,Provisional
2018-07,2019-02,Long-term migrant,Net,TOTAL,TOTAL,5896,158,Provisional
2018-08,2019-02,Long-term migrant,Net,TOTAL,TOTAL,4713,138,Provisional
2018-09,2019-02,Long-term migrant,Net,TOTAL,TOTAL,5681,157,Provisional
2018-10,2019-02,Long-term migrant,Net,TOTAL,TOTAL,6633,187,Provisional
2018-11,2019-02,Long-term migrant,Net,TOTAL,TOTAL,6144,325,Provisional
2018-12,2019-02,Long-term migrant,Net,TOTAL,TOTAL,4802,395,Provisional
2019-01,2019-02,Long-term migrant,Net,TOTAL,TOTAL,8808,395,Provisional
2019-02,2019-02,Long-term migrant,Net,TOTAL,TOTAL,9394,588,Provisional
2014-06,2018-12,Long-term migrant,Arrivals,Female,0-4 years,334,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,10-14 years,193,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,15-19 years,303,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,20-24 years,674,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,25-29 years,842,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,30-34 years,494,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,35-39 years,275,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,40-44 years,248,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,45-49 years,136,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,50-54 years,154,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,55-59 years,183,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,5-9 years,222,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,60-64 years,119,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,65-69 years,62,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,70-74 years,50,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,75-79 years,23,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,80-84 years,12,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,85-89 years,6,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,90+ years,2,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Female,TOTAL,4332,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,0-4 years,345,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,10-14 years,195,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,15-19 years,499,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,20-24 years,894,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,25-29 years,842,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,30-34 years,545,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,35-39 years,366,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,40-44 years,342,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,45-49 years,193,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,50-54 years,148,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,55-59 years,144,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,5-9 years,233,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,60-64 years,106,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,65-69 years,55,0,Final
2014-06,2018-12,Long-term migrant,Arrivals,Male,70-74 years,39,0,Final
