number,dorregionnumber,type,name,address1,address2,city,state,zipcode,located_in,county,phone,fax,size,email,agent,officemanager,contractmanager,daysopen,daysclosed,holidaysclosed,additionaldaysclosed,remarks,latlng,twitter_url,facebook_url,textingPhoneNumber,ManagerContactNumber,ManagerContactNumber2,OtherContactInfo,additional_license_office_info
129,11,1MV,GREENFIELD,309 W WATER STREET,,GREENFIELD,MO,65661-0000,,Dade,(417) 637-0100,(417) 637-0106,1,GREENFIELDAGENTOFFICE@DOR.MO.GOV,PATTI HAYES,DEBORAH SHOUSE,,Monday - Friday - 9:00 to 4:30,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 11:00 AM ),  3/16/2020,  3/18/2020 (at 12:30 PM ),  3/19/2020 (at 9:00 AM until 12:00 PM ),  3/19/2020 (open at 12:00 PM ),  3/20/2020 (at 1:00 PM ),  03/21/20,   03/23/20,  03/24/20,  03/25/20,  03/26/20,  03/27/20,  03/28/20,  3/30/2020 (open at 9:00 AM ),  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 9:00 AM ), 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 9:00 AM ),  5/22/20,  9/4/20,  11/27/20,  12/24/20",,"(37.415027, -93.840269)",,,,,,Public E-mail Address: greenlicense@outlook.com,Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one time
147,8,1MV,DES PERES,1080 OLD DES PERES ROAD,,DES PERES,MO,63131-0000,DES PERES SQUARE,St. Louis County,(314) 909-1514,(314) 909-1426,3,DESPERESAGENTOFFICE@DOR.MO.GOV,PROJECT MS,KAYLA PERRY,,"Monday - Friday - 8:30 to 5:00, Last Saturday - 8:30 to 12:00, 11/23/19 - 8:00 to 1:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 1:00 PM ),   3/20/2020,   03/21/20,   03/23/20,   3/24/2020 (open at 8:30 AM ),   03/25/20,   03/26/20,   03/27/20,   03/28/20,   3/30/2020 (open at 8:30 AM ),  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,   4/6/2020 (open at 8:30 AM ),  4/13/2020, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20,  4/20/2020 (open at 8:30 AM ),  11/27/20,  11/28/20,  12/24/20,  12/26/20",,"(38.601159, -90.453336)",@projectms10,Https://www.facebook.com/projectms.sherry/,(573) 470-5555,,,,"Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one timeAbility to join virtual lines, schedule appointments from your computer or mobile device and receive wait time updates. Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook and texting. Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, Direct customers to front of the line, Wheelchair availabilityCustomer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
146,10,1MV,CUBA,501 S FRANKLIN,,CUBA,MO,65453-0000,,Crawford,(573) 885-6829,(573) 885-7027,1,CUBAAGENTOFFICE@DOR.MO.GOV,"YORK MANAGEMENT GROUP, LLC",ESTELLE DOW,,"Monday - Friday - 9:00 to 5:00, First and Last Saturday - 9:00 to 12:00",,"Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","4/3/2020 (at 1:00 PM ), 4/7/2020 (at 3:00 PM ),  4/8/2020 (at 9:00 AM ), 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 9:00 AM ), 9/5/20, 11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(38.0598577, -91.4022684)",,https://www.facebook.com/Cubalicense/,(314) 730-0606,,,Public E-mail Address: cuba@yorkmanagementgroup.com,Due to COVID-19 office has temporarily changed hoursMonday - Friday 9:00 a.m. -3:00 p.m.First and Last Saturday of the month 9:00 a.m. - 12:00 p.m.
006,2,1MV,CHILLICOTHE,730 SOUTH WASHINGTON,,CHILLICOTHE,MO,64601-0000,,Livingston,(660) 646-5418,(660) 646-3675,1,CHILLICOTHEAGENTOFFICE@DOR.MO.GOV,KATHYRN D HARLOW,SHAWNA MCQUINN,,"Monday - Friday - 9:00 to 5:00, Last Four Days of Month - 8:30 to 5:30",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/6/2020 (at 9:00 AM until 10:00 AM ),    3/23/2020,    03/24/20,    03/25/20,    03/26/20,    03/27/20,    03/28/20,     3/30/2020 (open at 8:30 AM ),    4/6/2020,   04/07/20,   04/08/20,   04/09/20,    4/10/20,   04/10/20,   04/11/20,   04/13/20,   04/14/20,   04/15/20,   04/16/20,   04/17/20,   04/18/20,    4/20/2020 (open at 9:00 AM ),  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,   4/27/2020 (open at 8:30 AM ), 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 9:00 AM ),    11/27/20,    12/23/20,    12/24/20",,"(39.7800925, -93.5528394)",,,,,,,"Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one timeServices for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area."
026,1,1MV,GLADSTONE,5943 NE ANTIOCH ROAD,,GLADSTONE,MO,64119-0000,,Clay,(816) 455-5100,(816) 455-5111,3,GLADSTONEAGENTOFFICE@DOR.MO.GOV,JAMES R. WILLIAMS,JENNIFER TANNER,,"Monday-Friday - 8:30 to 5:00, Saturdays - 8:30 to 12:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020, 2/11/2020 (at 8:30 AM until 9:30 AM ),     2/12/2020 (at 12:00 PM ), 3/19/2020 (at 2:00 PM ), 03/20/20, 3/21/2020, 03/21/20, 03/23/20, 03/24/20, 03/25/20, 03/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 4/1/2020 (open at 8:30 AM ), 5/23/20, 9/5/20, 11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(39.2019468, -94.5485472)",,https://www.facebook.com/pages/Gladstone-License-Office/168105149869913,(816) 459-0857,,,Public E-mail Address: GLADSTONELICENSEOFFICE@GMAIL.COM,Due to COVID-19 the office is temporarily adjusting hoursMonday - Friday 8:30 - 5:00 p.m.By appointment onlyClosed Saturdays
204,8,1MV,MAPLEWOOD,3238 LACLEDE STATION ROAD,,MAPLEWOOD,MO,63143-0000,DEER CREEK SHOPPING CENTER,St. Louis County,(314) 645-1044,(314) 645-1426,3,MAPLEWOODAGENTOFFICE@DOR.MO.GOV,"BELLE HART SCHMIDT, LLC",RENEE HAGER,,"Monday - Friday - 7:30 to 7:00, Saturday - 8:00 to 2:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20),","4/6/2020,   04/07/20,   04/08/20,   04/09/20,   04/10/20,   04/11/20,   04/13/20,   4/13/2020,   04/14/20,   04/15/20,   04/16/20,   04/17/20,   04/18/20,   4/20/2020 (open at 7:30 AM ),  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,  04/27/20,  04/28/20,  04/29/20,  04/30/20,   5/1/2020 (open at 7:30 AM ), 05/02/20, 05/04/20, 05/05/20, 05/06/20, 05/07/20, 05/08/20, 05/09/20, 05/11/20, 05/12/20, 05/13/20, 05/14/20, 05/15/20, 05/16/20,  5/18/2020 (open at 7:30 AM ),   7/4/20,   9/5/20,   11/27/20,   11/28/20,   12/24/20,   12/26/20",,"(38.603239, -90.326672)",,https://www.facebook.com/pages/Maplewood-License-Office/1480080725617889,(719) 320-3965,,,License Office Website: https://www.molicense.com/maplewood/,"Temporarily closed due to COVID-19 until May 18, 2020Ability to join virtual lines, schedule appointments from your computer or mobile device and receive wait time updates. Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook and Texting (links listed below). Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, direct customers to front of the line, Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
165,14,1MV,CHAFFEE,129 S MAIN ST,,CHAFFEE,MO,63740-0000,,Scott,(573) 887-3485,(573) 887-4098,1,CHAFFEEAGENTOFFICE@DOR.MO.GOV,"SEMO TAGS, LLC",JESSICA GRAVIETT,,"Monday - Friday - 8:30 to 4:30, Last Weekday of the Month - 8:30 to 5:30, Last Saturday - 8:30 to 12:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/6/2020 (at 3:45 PM ),   4/6/2020,  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,   4/13/2020 (open at 8:30 AM ), 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20,  4/20/2020 (open at 8:30 AM ),   11/27/20,   11/28/20,   12/26/20",,"(37.1797257, -89.6553369)",,,,,,,Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one time
066,4,1MV,BUTLER,1 NORTH DELAWARE,,BUTLER,MO,64730-0000,COURTHOUSE,Bates,(660) 679-4566,(660) 679-5236,1,BUTLERAGENTOFFICE@DOR.MO.GOV,"DEE ANN VENTURES, LLC",TANYA DERRY,,"Monday - Friday - 8:30 to 4:30, Last Saturday - 9:00 to 12:00",,"President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 11:00 AM ),  2/11/2020 (at 8:30 AM until 9:30 AM ),  3/24/2020,  03/25/20,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 8:30 AM ), 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 8:30 AM ),  11/27/20,  12/24/20",,"(38.2575072, -94.3331382)",,,,,,,"Office will have a greeter to ensure customers has proper documents, Motor Vehicle transaction drop –off service for busy times. Special Services for the elderly or disabled: Curbside Service, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area. Other Services and initiatives: Play area will be available within the waiting area for customer’s children."
063,12,1MV,BOLIVAR,930 EAST SAN MARTIN,,BOLIVAR,MO,65613-0000,,Polk,(417) 326-5194,(417) 777-6575,2,BOLIVARAGENTOFFICE@DOR.MO.GOV,"LICENSE OFFICE SERVICES, LLC",MELISSA CANSLER,,Monday - Friday - 8:00 to 5:00,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020, 2/6/2020, 3/27/2020, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20,  4/6/2020 (open at 8:00 AM ), 11/25/20, 11/27/20, 12/23/20, 12/24/20",,"(37.593118, -93.403476)",,https://www.facebook.com/bolivarlicenseoffice,(314) 541-3054,,,Public E-Mail: BOLIVAROFFICE.LOS@GMAIL.COMWebsite: LOSLLC.COM,"Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook and Texting. Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, Direct customers to front of the line, Wheelchair availabilityCustomer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
096,14,1MV,KENNETT,103 SOUTH MAIN,,KENNETT,MO,63857-0000,,Dunklin,(573) 888-6744,(573) 888-2077,2,KENNETTAGENTOFFICE@DOR.MO.GOV,"PICKARD ENTERPRISES, LLC",APRIL WILSON,,Monday - Friday - 8:30 to 4:30,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/11/2020 (at 8:30 AM until 9:30 AM ),   3/24/2020 (at 3:00 PM ),   03/25/20,   03/26/20,   03/27/20,   03/28/20,   03/30/20,   03/31/20,   04/01/20,    04/02/20,   04/03/20,   04/04/20,   4/6/2020 (open at 8:30 AM ),   04/07/20,   04/08/20,   04/09/20,   04/10/20,   04/11/20,   4/13/2020 (open at 8:30 AM ),  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,   4/27/2020 (open at 8:30 AM ), 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 8:30 AM ),   9/4/20,   11/27/20,   12/24/20",,"(36.2366515, -90.0568205)",,https://www.facebook.com/kennettlicense.bureau,(573) 733-0063,,,Public Email: Kennettlb@yahoo.com,Due to COVID-19 the office is temporarily adjusting hoursMonday-Friday 9:00 a.m. - 3:00 p.m.
171,5,1MV,OLIVETTE,9652 OLIVE BLVD,,ST LOUIS,MO,63132-0000,OLIVETTE CENTER,St. Louis County,(314) 692-8222,(314) 872-6990,3,OLIVETTEAGENTOFFICE@DOR.MO.GOV,"BEACON VIRTUAL ASSISTANTS, LLC",JEFFREY RUNNELS,,"Monday - Friday - 8:00 to 6:00, Saturday - 8:30 to 1:00",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/18/2020,  03/19/20,  03/20/20,  03/21/20,  03/23/20,  03/24/20,  03/25/20,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 8:00 AM),  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,   4/27/2020 (open at 8:00 AM), 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20, 05/04/20,  5/5/2020 (open at 8:00 AM ),  5/23/20,   9/5/20,  11/25/20 (p.m.),  12/24/20 (p.m. only)",,"(38.6732345, -90.3889384)",www.twitter.com/OlivetteLicense,www.facebook.com/OlivetteLicenseOffice,(314) 252-8357,,,Public E-mail Address: olivettelicenseoffice@gmail.comContractor's Website: www.beaconvirtualassistants.com,Due to COVID-19 office hours will be temporarily adjustedMonday - Friday 9:00 a.m. - 4:00 p.m.Closed Saturdays
035,5,1MV,FLORISSANT,650 N HWY 67,,FLORISSANT,MO,63031-0000,FLORISSANT MEADOWS SHOPPING CENTER,St. Louis County,(314) 492-3148,(314) 474-5073,3,FLORISSANTAGENTOFFICE@DOR.MO.GOV,"ELLE MANAGEMENT, LLC",ALICIA HATLEY,,"Monday - Friday - 7:30 to 7:00, Saturday - 8:30 to 12:30",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 2:30 PM ),  3/23/2020,  03/24/20,  03/25/20,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,   4/6/2020 (open at 7:30 AM ),  4/27/2020, 04/28/20,  4/29/2020 (open at 9:00 AM ),  5/23/20,  7/4/20,  9/5/20,  11/27/20,  12/24/20,  12/26/20",,"(38.798915, -90.336556)",,https://www.facebook.com/FlorissantLicenseOffice/,(314) 374-6222,,,Contractor Web Page Address: https://elledmv.comPublic E-Mail Address: florissantdmv@gmail.com,"Visit www.sharpmedicallc.com/florissant to reserve a spot in line.Ability to join virtual lines, schedule appointments from your computer or mobile device and receive wait time updates. Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook and Texting (links listed below). Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, direct customers to front of the line, Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
028,6,1MV,BOONVILLE,520 RYAN STREET UNIT F,,BOONVILLE,MO,65233-0000,MAIN STREET CENTER,Cooper,(660) 882-7077,(660) 882-5762,2,BOONVILLEAGENTOFFICE@DOR.MO.GOV,"BOONVILLE LICENSE OFFICE, LLC",SHERRY SHELTON,,"Monday - Friday - 7:30 to 4:30, Last Saturday - 8:00 to 11:30",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 2:00 PM ),   3/23/2020,   03/24/20,   03/25/20,   03/26/20,   03/27/20,   03/28/20,   03/30/20,   03/31/20,   04/01/20,   04/02/20,   04/03/20,   04/04/20,   4/6/2020 (open at 7:30 AM ),  04/07/20,  04/08/20,  04/09/20,    4/10/20,  04/10/20,  4/10/2020,  04/11/20,   4/13/2020 (open at 7:30 AM ), 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 7:30 AM ),   11/27/20,   11/28/20,   12/24/20,   12/26/20",,"(38.9736392, -92.7432418)",,,,,,Public E-mail Address: boonvillelicenseoffice@gmail.com,"Office will have a greeter to ensure customers has proper documents, Motor Vehicle transaction drop –off service for busy times. Ways to contact office: Public E-mail. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area."
065,12,1MV,BUFFALO,1350 S ASH UNIT C,,BUFFALO,MO,65622-0000,BISON ACRES,Dallas,(417) 345-2334,(417) 345-2047,2,BUFFALOAGENTOFFICE@DOR.MO.GOV,SOLID ROCK MANAGEMENT,SHERRY REID,,"Monday - Friday - 8:30 to 5:30, Last Saturday - 8:30 to 12:30",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020,  2/6/2020 (at 4:00 PM ),  3/24/2020,  03/25/20,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 8:30 AM ), 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 8:30 AM ),  7/2/20,  11/27/20,  11/28/20,  12/24/20,  12/26/20",,"(37.630034, -93.10385)",,www.facebook.com/BuffaloLicenseOffice,,,,Public E-mail Address: BuffaloLicenseOffice@yahoo.com,"Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook and Texting (information listed below). Services for the Elderly or Disabled: Special Appointments,  Process Transactions in the customer waiting area, Direct customers to front of the line, Other Services: Motor Vehicle transaction drop-off service."
067,6,1MV,CALIFORNIA,1021 W BUCHANAN SUITE 15,,CALIFORNIA,MO,65018-0000,VILLAGE GREEN CENTER,Moniteau,(573) 796-4871,(573) 796-4971,1,CALIFORNIAAGENTOFFICE@DOR.MO.GOV,ROBERTA ELLIOTT,KAY CONNELL,,"Monday-Friday - 8:30 to 4:30, Last Saturday - 8:30 to 12:00",Monday - Friday from 1:30 to 2:00,"Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 1:30 PM ),   2/12/2020 (at 8:30 AM until 10:30 AM ),   2/24/2020,   02/25/20,   02/26/20,   2/27/2020 (open at 8:30 AM ),   3/23/2020,   03/24/20,   03/25/20,   03/26/20,   03/27/20,   03/28/20,   03/30/20,   03/31/20,   04/01/20,   04/02/20,   04/03/20,   04/04/20,   04/06/20,   04/07/20,   04/08/20,   4/8/2020,   04/09/20,   04/10/20,   04/11/20,   04/13/20,   04/14/20,   4/15/2020 (open at 8:30 AM ),  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,  04/27/20,  04/28/20,  04/29/20,  04/30/20,  05/01/20,  05/02/20,   5/4/2020 (open at 8:30 AM ), 05/05/20, 05/06/20, 05/07/20, 05/08/20, 05/09/20, 05/11/20, 05/12/20, 05/13/20, 05/14/20, 05/15/20, 05/16/20,  5/18/2020 (open at 8:30 AM ),   11/27/20,   11/28/20,   12/24/20,   12/26/20",,"(38.6303162, -92.5799573)",,,,,,,"Closed until May 18, 2020 Motor Vehicle transaction drop –off service for busy times. Special Services for the elderly or disabled: Curbside Service."
061,11,1MV,AURORA,316 EAST CHURCH,,AURORA,MO,65605-0000,,Lawrence,(417) 678-3003,(417) 678-6098,1,AURORAAGENTOFFICE@DOR.MO.GOV,AURORA COMMUNITY CHAMBER OF COMMERCE,KIMBERLY NEFF,,"Monday - Friday - 9:00 to 5:00, Last 4 Days of the Month - 9:00 to 6:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/23/2020 (at 3:00 PM ),    03/24/20,    03/25/20,    03/26/20,    03/27/20,    03/28/20,    03/30/20,    03/31/20,    4/1/2020 (open at 9:00 AM ),   04/02/20,   04/03/20,   04/04/20,    4/6/2020 (open at 9:00 AM ),  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,   4/27/2020 (open at 9:00 AM ), 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 9:00 AM ),    11/27/20,    12/24/20,    12/31/20 (p.m. only)",,"(36.9705831, -93.7160057)",,https://www.facebook.com/auroralicenseoffice3003/,,,,,"Ways to contact office: Email or ""Contact Us"" link on the Internet and Facebook. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area. Other Services and Initiatives: Motor vehicle transaction drop-off service."
175,12,1MV,NIXA,214A VILLAGE CENTER RD,,NIXA,MO,65714-0000,VILLAGE CENTER,Christian,(417) 725-9697,(417) 725-0165,2,NIXAAGENTOFFICE@DOR.MO.GOV,BREAST CANCER FOUNDATION OF THE OZARKS,ABIGAIL SENN,,"Monday - Friday - 8:30 to 5:30, Saturday Except the Last - 9:00 to 12:00, Last Saturday - 8:00 to 12:00, Last 4 Weekdays of Month - 8:30 to 6:30",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/25/2020,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  04/06/20,  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,  4/27/2020 (open at 8:30 AM), 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 8:30 AM ),  5/23/20,  7/4/20,  9/5/20,  11/27/20,  11/28/20,  12/24/20 (p.m. only),  12/26/20",,"(37.0421833, -93.3012567)",,www.facebook.com/bcfonixalicenseoffice/,(417) 319-4630,,,Public E-mail Address: debbie@bcfo.org,Due to COVID-19 the office is temporarily adjusting hoursMonday - Friday: 8:30am to 4:00pm Saturday: 8:00am to 12:00pm Closing from 12:00 - 12:30 p.m. daily
