Reporting Area,MMWR Year,MMWR Week,"Brucellosis, Current week","Brucellosis, Current week, flag","Brucellosis, Previous 52 weeks Max†","Brucellosis, Previous 52 weeks Max†, flag","Brucellosis, Cum 2020†","Brucellosis, Cum 2020†, flag","Brucellosis, Cum 2019†","Brucellosis, Cum 2019, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Max†","Campylobacteriosis, Previous 52 weeks Max†, flag","Campylobacteriosis, Cum 2020†","Campylobacteriosis, Cum 2020†, flag","Campylobacteriosis, Cum 2019†","Campylobacteriosis, Cum 2019†, flag","Candida auris, clinical§, Current week","Candida auris, clinical§, Current week, flag","Candida auris, clinical§, Previous 52 weeks Max†","Candida auris, clinical§, Previous 52 weeks Max†, flag","Candida auris, clinical§, Cum 2020†","Candida auris, clinical§, Cum 2020†, flag","Candida auris, clinical§, Cum 2019†","Candida auris, clinical§, Cum 2019, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
US TERRITORIES,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200963,
TOTAL,2020,10,,-,7,,3,,23,,380,,2140,,6968,,10173,,,-,8,,1,,26,,,TOTAL,20201070,
US RESIDENTS,2020,10,,-,7,,3,,23,,380,,2140,,6967,,10173,,,-,8,,1,,26,,,US RESIDENTS,20201001,
NEW HAMPSHIRE,2020,10,,-,0,,,-,,-,5,,15,,34,,44,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201006,POINT (-71.57139 43.680429)
NEW YORK,2020,10,,-,1,,,-,,-,27,,92,,259,,267,,,-,0,,,-,,-,NEW YORK,,20201011,POINT (-75.59655 42.921241)
PACIFIC,2020,10,,-,2,,,-,5,,97,,420,,1741,,2042,,,-,0,,,-,,-,,PACIFIC,20201057,
WEST SOUTH CENTRAL,2020,10,,-,4,,,-,4,,56,,295,,595,,1001,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201043,
NEBRASKA,2020,10,,-,1,,,-,1,,,-,41,,67,,82,,,-,0,,,-,,-,NEBRASKA,,20201025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,10,,-,1,,,-,3,,19,,99,,248,,483,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201038,
NORTH DAKOTA,2020,10,,-,0,,,-,,-,,-,15,,9,,36,,,-,0,,,-,,-,NORTH DAKOTA,,20201026,POINT (-100.46931 47.446305)
NEVADA,2020,10,,-,1,,,-,,-,,-,9,,20,,35,,,-,0,,,-,,-,NEVADA,,20201053,POINT (-114.916992 39.283294)
ILLINOIS,2020,10,,-,2,,,-,,-,1,,86,,251,,389,,,-,8,,1,,26,,ILLINOIS,,20201015,POINT (-89.148632 40.124144)
IOWA,2020,10,,-,1,,,-,,-,13,,57,,179,,213,,,-,0,,,-,,-,IOWA,,20201021,POINT (-93.500061 42.074659)
TEXAS,2020,10,,-,3,,,-,3,,17,,201,,352,,571,,,-,0,,,-,,-,TEXAS,,20201047,POINT (-99.317341 31.447238)
ALASKA,2020,10,,-,1,,,-,,-,,-,7,,,-,24,,,-,0,,,-,,-,ALASKA,,20201058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,10,,-,1,,,-,,-,,-,7,,3,,24,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201030,POINT (-77.016275 38.904785)
WASHINGTON,2020,10,,-,1,,,-,,-,26,,75,,284,,318,,,-,0,,,-,,-,WASHINGTON,,20201062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,10,,-,1,,,-,,-,15,,133,,377,,451,,,-,0,,,-,,-,,NEW ENGLAND,20201002,
RHODE ISLAND,2020,10,,-,0,,,-,,-,,-,19,,22,,41,,,-,0,,,-,,-,RHODE ISLAND,,20201007,POINT (-71.534637 41.572574)
OREGON,2020,10,,-,0,,,-,,-,6,,38,,154,,164,,,-,0,,,-,,-,OREGON,,20201061,POINT (-120.605279 43.940449)
DELAWARE,2020,10,,-,2,,,-,,-,,-,11,,26,,45,,,-,0,,,-,,-,DELAWARE,,20201029,POINT (-75.452394 38.994926)
ALABAMA,2020,10,,-,1,,,-,3,,3,,24,,87,,126,,,-,0,,,-,,-,ALABAMA,,20201039,POINT (-86.844516 32.756889)
KANSAS,2020,10,,-,0,,,-,,-,,-,23,,,-,117,,,-,0,,,-,,-,KANSAS,,20201022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,10,,-,1,,,-,,-,,-,66,,154,,318,,,-,0,,,-,,-,NORTH CAROLINA,,20201034,POINT (-79.130883 35.52603)
GUAM,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201066,POINT (144.653198 13.3532)
NEW JERSEY,2020,10,,-,1,,,-,,-,,-,68,,9,,357,,,-,0,,,-,,-,NEW JERSEY,,20201010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,10,,-,1,,,-,,-,2,,34,,49,,86,,,-,0,,,-,,-,NEW MEXICO,,20201054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,10,,-,2,,,-,,-,26,,269,,798,,1235,,,-,8,,1,,26,,,EAST NORTH CENTRAL,20201014,
TENNESSEE,2020,10,,-,1,,,-,,-,,-,32,,83,,143,,,-,0,,,-,,-,TENNESSEE,,20201042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,10,,-,0,,,-,,-,,-,29,,74,,104,,,-,0,,,-,,-,CONNECTICUT,,20201003,POINT (-72.738288 41.575155)
MARYLAND,2020,10,,-,2,,2,,,-,7,,38,,124,,151,,,-,0,,,-,,-,MARYLAND,,20201033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,10,,-,1,,,-,1,,7,,30,,86,,84,,,-,0,,,-,,-,SOUTH CAROLINA,,20201035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,10,,-,1,,,-,,-,22,,51,,137,,156,,,-,0,,,-,,-,OKLAHOMA,,20201046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201065,POINT (145.725693 15.1834)
OHIO,2020,10,,-,0,,,-,,-,21,,99,,299,,373,,,-,0,,,-,,-,OHIO,,20201018,POINT (-82.70936 40.415534)
MINNESOTA,2020,10,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201023,POINT (-94.198308 46.349153)
LOUISIANA,2020,10,,-,1,,,-,1,,10,,30,,26,,195,,,-,0,,,-,,-,LOUISIANA,,20201045,POINT (-91.840238 30.921314)
HAWAII,2020,10,,-,1,,,-,,-,3,,21,,46,,42,,,-,0,,,-,,-,HAWAII,,20201060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,10,,-,3,,3,,4,,46,,326,,1242,,1968,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201028,
PENNSYLVANIA,2020,10,,-,1,,,-,1,,18,,95,,318,,397,,,-,0,,,-,,-,PENNSYLVANIA,,20201013,POINT (-77.838886 40.896694)
UTAH,2020,10,,-,0,,,-,1,,,-,22,,52,,92,,,-,0,,,-,,-,UTAH,,20201055,POINT (-111.678222 39.323779)
COLORADO,2020,10,,-,1,,,-,,-,8,,45,,132,,161,,,-,0,,,-,,-,COLORADO,,20201050,POINT (-105.547832 38.998552)
VERMONT,2020,10,,-,0,,,-,,-,,-,9,,20,,24,,,-,0,,,-,,-,VERMONT,,20201008,POINT (-72.662695 44.075252)
KENTUCKY,2020,10,,-,0,,,-,,-,10,,44,,13,,96,,,-,0,,,-,,-,KENTUCKY,,20201040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201067,POINT (-66.414655 18.215692)
MAINE,2020,10,,-,0,,,-,,-,,-,8,,16,,19,,,-,0,,,-,,-,MAINE,,20201004,POINT (-69.06137 45.117911)
VIRGINIA,2020,10,,-,1,,,-,,-,15,,93,,202,,213,,,-,0,,,-,,-,VIRGINIA,,20201036,POINT (-78.666382 37.510861)
ARIZONA,2020,10,,-,1,,,-,1,,10,,65,,152,,191,,,-,0,,,-,,-,ARIZONA,,20201049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201064,
WISCONSIN,2020,10,,-,1,,,-,,-,4,,55,,160,,237,,,-,0,,,-,,-,WISCONSIN,,20201019,POINT (-89.732969 44.639954)
IDAHO,2020,10,,-,1,,,-,1,,,-,24,,25,,55,,,-,0,,,-,,-,IDAHO,,20201051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201068,POINT (-64.840836 18.060868)
MICHIGAN,2020,10,,-,1,,,-,,-,,-,59,,88,,235,,,-,0,,,-,,-,MICHIGAN,,20201017,POINT (-85.730977 44.874798)
GEORGIA,2020,10,,-,1,,,-,,-,7,,43,,156,,240,,,-,0,,,-,,-,GEORGIA,,20201032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,10,,-,1,,,-,1,,34,,75,,521,,590,,,-,0,,,-,,-,,NEW YORK CITY,20201012,
ARKANSAS,2020,10,,-,1,,,-,,-,7,,28,,80,,79,,,-,0,,,-,,-,ARKANSAS,,20201044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,10,,-,0,,,-,,-,6,,23,,65,,118,,,-,0,,,-,,-,MISSISSIPPI,,20201041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,10,,-,0,,,-,,-,,-,30,,28,,47,,,-,0,,,-,,-,SOUTH DAKOTA,,20201027,POINT (-100.230491 44.43614)
WYOMING,2020,10,,-,0,,,-,,-,,-,11,,12,,27,,,-,0,,,-,,-,WYOMING,,20201056,POINT (-107.55145 42.999627)
MISSOURI,2020,10,,-,1,,,-,,-,9,,49,,106,,203,,,-,0,,,-,,-,MISSOURI,,20201024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,10,,-,2,,,-,2,,79,,315,,1107,,1611,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201009,
CALIFORNIA,2020,10,,-,2,,,-,5,,62,,316,,1257,,1494,,,-,0,,,-,,-,CALIFORNIA,,20201059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,10,,-,0,,,-,,-,,-,16,,4,,70,,,-,0,,,-,,-,WEST VIRGINIA,,20201037,POINT (-80.613729 38.642579)
FLORIDA,2020,10,,-,2,,1,,3,,10,,123,,487,,823,,,-,0,,,-,,-,FLORIDA,,20201031,POINT (-82.420978 28.260731)
MONTANA,2020,10,,-,0,,,-,,-,,-,19,,28,,37,,,-,0,,,-,,-,MONTANA,,20201052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,10,,-,2,,,-,2,,22,,161,,389,,698,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201020,
MASSACHUSETTS,2020,10,,-,1,,,-,,-,10,,66,,211,,219,,,-,0,,,-,,-,MASSACHUSETTS,,20201005,POINT (-71.481104 42.151077)
MOUNTAIN,2020,10,,-,2,,,-,3,,20,,178,,470,,684,,,-,0,,,-,,-,,MOUNTAIN,20201048,
INDIANA,2020,10,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,INDIANA,,20201016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,10,,-,0,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201069,
US TERRITORIES,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201063,
TOTAL,2020,11,,-,7,,3,,26,,411,,2143,,7713,,11195,,,-,8,,1,,30,,,TOTAL,20201170,
US RESIDENTS,2020,11,,-,7,,3,,26,,411,,2143,,7711,,11194,,,-,8,,1,,30,,,US RESIDENTS,20201101,
NEW HAMPSHIRE,2020,11,,-,0,,,-,,-,9,,15,,43,,51,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201106,POINT (-71.57139 43.680429)
NEW YORK,2020,11,,-,1,,,-,,-,40,,92,,299,,306,,,-,0,,,-,,-,NEW YORK,,20201111,POINT (-75.59655 42.921241)
PACIFIC,2020,11,,-,2,,,-,6,,63,,419,,1864,,2259,,,-,0,,,-,,-,,PACIFIC,20201157,
WEST SOUTH CENTRAL,2020,11,,-,4,,,-,5,,68,,295,,680,,1096,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201143,
NEBRASKA,2020,11,,-,1,,,-,1,,1,,41,,80,,89,,,-,0,,,-,,-,NEBRASKA,,20201125,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,11,,-,1,,,-,3,,8,,99,,280,,526,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201138,
NORTH DAKOTA,2020,11,,-,0,,,-,,-,,-,15,,12,,38,,,-,0,,,-,,-,NORTH DAKOTA,,20201126,POINT (-100.46931 47.446305)
NEVADA,2020,11,,-,1,,,-,,-,,-,9,,23,,39,,,-,0,,,-,,-,NEVADA,,20201153,POINT (-114.916992 39.283294)
ILLINOIS,2020,11,,-,2,,,-,,-,2,,86,,284,,440,,,-,8,,1,,30,,ILLINOIS,,20201115,POINT (-89.148632 40.124144)
IOWA,2020,11,,-,1,,,-,,-,29,,57,,209,,237,,,-,0,,,-,,-,IOWA,,20201121,POINT (-93.500061 42.074659)
TEXAS,2020,11,,-,3,,,-,4,,30,,204,,399,,635,,,-,0,,,-,,-,TEXAS,,20201147,POINT (-99.317341 31.447238)
ALASKA,2020,11,,-,1,,,-,,-,,-,7,,,-,26,,,-,0,,,-,,-,ALASKA,,20201158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,11,,-,1,,,-,,-,,-,7,,7,,27,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201130,POINT (-77.016275 38.904785)
WASHINGTON,2020,11,,-,1,,,-,,-,15,,75,,307,,352,,,-,0,,,-,,-,WASHINGTON,,20201162,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,11,,-,1,,,-,,-,23,,133,,430,,506,,,-,0,,,-,,-,,NEW ENGLAND,20201102,
RHODE ISLAND,2020,11,,-,0,,,-,,-,1,,19,,29,,45,,,-,0,,,-,,-,RHODE ISLAND,,20201107,POINT (-71.534637 41.572574)
OREGON,2020,11,,-,0,,,-,,-,6,,38,,162,,178,,,-,0,,,-,,-,OREGON,,20201161,POINT (-120.605279 43.940449)
DELAWARE,2020,11,,-,2,,,-,,-,,-,11,,27,,47,,,-,0,,,-,,-,DELAWARE,,20201129,POINT (-75.452394 38.994926)
ALABAMA,2020,11,,-,1,,,-,3,,3,,24,,101,,133,,,-,0,,,-,,-,ALABAMA,,20201139,POINT (-86.844516 32.756889)
KANSAS,2020,11,,-,0,,,-,,-,,-,23,,,-,133,,,-,0,,,-,,-,KANSAS,,20201122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,11,,-,1,,,-,,-,,-,66,,154,,350,,,-,0,,,-,,-,NORTH CAROLINA,,20201134,POINT (-79.130883 35.52603)
GUAM,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201166,POINT (144.653198 13.3532)
NEW JERSEY,2020,11,,-,1,,,-,,-,,-,68,,9,,394,,,-,0,,,-,,-,NEW JERSEY,,20201110,POINT (-74.655514 40.110253)
NEW MEXICO,2020,11,,-,1,,,-,,-,1,,34,,55,,95,,,-,0,,,-,,-,NEW MEXICO,,20201154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,11,,-,2,,,-,,-,22,,272,,865,,1371,,,-,8,,1,,30,,,EAST NORTH CENTRAL,20201114,
TENNESSEE,2020,11,,-,1,,,-,,-,4,,32,,99,,163,,,-,0,,,-,,-,TENNESSEE,,20201142,POINT (-86.343226 35.842998)
CONNECTICUT,2020,11,,-,0,,,-,,-,1,,29,,83,,113,,,-,0,,,-,,-,CONNECTICUT,,20201103,POINT (-72.738288 41.575155)
MARYLAND,2020,11,,-,2,,2,,,-,8,,38,,135,,159,,,-,0,,,-,,-,MARYLAND,,20201133,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,11,,-,1,,,-,1,,3,,30,,93,,91,,,-,0,,,-,,-,SOUTH CAROLINA,,20201135,POINT (-80.864614 33.878572)
OKLAHOMA,2020,11,,-,1,,,-,,-,18,,51,,155,,171,,,-,0,,,-,,-,OKLAHOMA,,20201146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201165,POINT (145.725693 15.1834)
OHIO,2020,11,,-,0,,,-,,-,9,,99,,308,,405,,,-,0,,,-,,-,OHIO,,20201118,POINT (-82.70936 40.415534)
MINNESOTA,2020,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201123,POINT (-94.198308 46.349153)
LOUISIANA,2020,11,,-,1,,,-,1,,10,,30,,36,,204,,,-,0,,,-,,-,LOUISIANA,,20201145,POINT (-91.840238 30.921314)
HAWAII,2020,11,,-,1,,,-,,-,,-,21,,46,,47,,,-,0,,,-,,-,HAWAII,,20201160,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,11,,-,3,,3,,4,,74,,326,,1418,,2147,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201128,
PENNSYLVANIA,2020,11,,-,1,,,-,1,,10,,95,,340,,437,,,-,0,,,-,,-,PENNSYLVANIA,,20201113,POINT (-77.838886 40.896694)
UTAH,2020,11,,-,0,,,-,1,,,-,22,,52,,98,,,-,0,,,-,,-,UTAH,,20201155,POINT (-111.678222 39.323779)
COLORADO,2020,11,,-,1,,,-,1,,18,,45,,153,,182,,,-,0,,,-,,-,COLORADO,,20201150,POINT (-105.547832 38.998552)
VERMONT,2020,11,,-,0,,,-,,-,1,,9,,24,,28,,,-,0,,,-,,-,VERMONT,,20201108,POINT (-72.662695 44.075252)
KENTUCKY,2020,11,,-,0,,,-,,-,,-,44,,13,,106,,,-,0,,,-,,-,KENTUCKY,,20201140,POINT (-85.290484 37.526683)
PUERTO RICO,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201167,POINT (-66.414655 18.215692)
MAINE,2020,11,,-,0,,,-,,-,1,,8,,17,,21,,,-,0,,,-,,-,MAINE,,20201104,POINT (-69.06137 45.117911)
VIRGINIA,2020,11,,-,1,,,-,,-,12,,93,,225,,229,,,-,0,,,-,,-,VIRGINIA,,20201136,POINT (-78.666382 37.510861)
ARIZONA,2020,11,,-,1,,,-,1,,5,,65,,158,,202,,,-,0,,,-,,-,ARIZONA,,20201149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201164,
WISCONSIN,2020,11,,-,1,,,-,,-,11,,55,,185,,263,,,-,0,,,-,,-,WISCONSIN,,20201119,POINT (-89.732969 44.639954)
IDAHO,2020,11,,-,1,,,-,1,,,-,24,,25,,59,,,-,0,,,-,,-,IDAHO,,20201151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201168,POINT (-64.840836 18.060868)
MICHIGAN,2020,11,,-,1,,,-,,-,,-,59,,88,,262,,,-,0,,,-,,-,MICHIGAN,,20201117,POINT (-85.730977 44.874798)
GEORGIA,2020,11,,-,1,,,-,,-,4,,43,,166,,259,,,-,0,,,-,,-,GEORGIA,,20201132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,11,,-,1,,,-,1,,49,,75,,579,,631,,,-,0,,,-,,-,,NEW YORK CITY,20201112,
ARKANSAS,2020,11,,-,1,,,-,,-,10,,28,,90,,86,,,-,0,,,-,,-,ARKANSAS,,20201144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,11,,-,0,,,-,,-,1,,23,,67,,124,,,-,0,,,-,,-,MISSISSIPPI,,20201141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,11,,-,0,,,-,,-,,-,30,,34,,55,,,-,0,,,-,,-,SOUTH DAKOTA,,20201127,POINT (-100.230491 44.43614)
WYOMING,2020,11,,-,0,,,-,,-,,-,11,,12,,29,,,-,0,,,-,,-,WYOMING,,20201156,POINT (-107.55145 42.999627)
MISSOURI,2020,11,,-,1,,,-,,-,,-,49,,106,,222,,,-,0,,,-,,-,MISSOURI,,20201124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,11,,-,2,,,-,2,,99,,315,,1227,,1768,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201109,
CALIFORNIA,2020,11,,-,2,,,-,6,,42,,316,,1349,,1656,,,-,0,,,-,,-,CALIFORNIA,,20201159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,11,,-,0,,,-,,-,,-,16,,4,,78,,,-,0,,,-,,-,WEST VIRGINIA,,20201137,POINT (-80.613729 38.642579)
FLORIDA,2020,11,,-,2,,1,,3,,47,,123,,607,,907,,,-,0,,,-,,-,FLORIDA,,20201131,POINT (-82.420978 28.260731)
MONTANA,2020,11,,-,0,,,-,,-,,-,19,,28,,43,,,-,0,,,-,,-,MONTANA,,20201152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,11,,-,2,,,-,2,,30,,161,,441,,774,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201120,
MASSACHUSETTS,2020,11,,-,1,,,-,,-,10,,66,,234,,248,,,-,0,,,-,,-,MASSACHUSETTS,,20201105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,11,,-,1,,,-,4,,24,,178,,506,,747,,,-,0,,,-,,-,,MOUNTAIN,20201148,
INDIANA,2020,11,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,INDIANA,,20201116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,11,,-,0,,,-,,-,,-,1,,2,,1,,,-,0,,,-,,-,,NON-US RESIDENTS,20201169,
US TERRITORIES,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201163,
MASSACHUSETTS,2020,16,,-,1,,,-,,-,2,,66,,280,,385,,,-,0,,,-,,-,MASSACHUSETTS,,20201605,POINT (-71.481104 42.151077)
TOTAL,2020,12,1,,7,,4,,29,,298,,2143,,8278,,12207,,,-,10,,1,,31,,,TOTAL,20201270,
US RESIDENTS,2020,12,1,,7,,4,,29,,298,,2143,,8276,,12206,,,-,10,,1,,31,,,US RESIDENTS,20201201,
NEW HAMPSHIRE,2020,12,,-,0,,,-,,-,4,,15,,50,,53,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201206,POINT (-71.57139 43.680429)
NEW YORK,2020,12,,-,1,,,-,,-,31,,92,,329,,342,,,-,0,,,-,,-,NEW YORK,,20201211,POINT (-75.59655 42.921241)
PACIFIC,2020,12,,-,2,,,-,6,,73,,419,,2007,,2446,,,-,0,,,-,,-,,PACIFIC,20201257,
WEST SOUTH CENTRAL,2020,12,,-,4,,,-,8,,45,,295,,733,,1198,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201243,
NEBRASKA,2020,12,,-,1,,,-,1,,11,,41,,91,,103,,,-,0,,,-,,-,NEBRASKA,,20201225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,12,,-,1,,,-,3,,6,,99,,300,,568,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201238,
NORTH DAKOTA,2020,12,,-,0,,,-,,-,1,,15,,16,,40,,,-,0,,,-,,-,NORTH DAKOTA,,20201226,POINT (-100.46931 47.446305)
NEVADA,2020,12,,-,1,,,-,,-,,-,9,,23,,43,,,-,0,,,-,,-,NEVADA,,20201253,POINT (-114.916992 39.283294)
ILLINOIS,2020,12,,-,2,,,-,,-,,-,86,,289,,487,,,-,10,,1,,31,,ILLINOIS,,20201215,POINT (-89.148632 40.124144)
IOWA,2020,12,,-,1,,,-,,-,14,,57,,225,,265,,,-,0,,,-,,-,IOWA,,20201221,POINT (-93.500061 42.074659)
TEXAS,2020,12,,-,3,,,-,6,,22,,204,,430,,694,,,-,0,,,-,,-,TEXAS,,20201247,POINT (-99.317341 31.447238)
ALASKA,2020,12,,-,1,,,-,,-,,-,7,,,-,28,,,-,0,,,-,,-,ALASKA,,20201258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,12,,-,1,,,-,,-,,-,7,,7,,29,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201230,POINT (-77.016275 38.904785)
WASHINGTON,2020,12,,-,1,,,-,,-,15,,75,,332,,375,,,-,0,,,-,,-,WASHINGTON,,20201262,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,12,,-,1,,,-,,-,20,,133,,462,,557,,,-,0,,,-,,-,,NEW ENGLAND,20201202,
RHODE ISLAND,2020,12,,-,0,,,-,,-,,-,19,,29,,52,,,-,0,,,-,,-,RHODE ISLAND,,20201207,POINT (-71.534637 41.572574)
OREGON,2020,12,,-,0,,,-,,-,2,,38,,167,,188,,,-,0,,,-,,-,OREGON,,20201261,POINT (-120.605279 43.940449)
DELAWARE,2020,12,,-,2,,,-,,-,,-,11,,34,,50,,,-,0,,,-,,-,DELAWARE,,20201229,POINT (-75.452394 38.994926)
ALABAMA,2020,12,,-,1,,,-,3,,2,,24,,106,,145,,,-,0,,,-,,-,ALABAMA,,20201239,POINT (-86.844516 32.756889)
KANSAS,2020,12,,-,0,,,-,,-,,-,23,,,-,142,,,-,0,,,-,,-,KANSAS,,20201222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,12,,-,1,,,-,,-,,-,66,,173,,373,,,-,0,,,-,,-,NORTH CAROLINA,,20201234,POINT (-79.130883 35.52603)
GUAM,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201266,POINT (144.653198 13.3532)
NEW JERSEY,2020,12,,-,1,,,-,,-,,-,68,,9,,423,,,-,0,,,-,,-,NEW JERSEY,,20201210,POINT (-74.655514 40.110253)
NEW MEXICO,2020,12,,-,1,,,-,,-,,-,34,,57,,99,,,-,0,,,-,,-,NEW MEXICO,,20201254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,12,,-,2,,,-,,-,11,,272,,898,,1498,,,-,10,,1,,31,,,EAST NORTH CENTRAL,20201214,
TENNESSEE,2020,12,,-,1,,,-,,-,4,,32,,114,,175,,,-,0,,,-,,-,TENNESSEE,,20201242,POINT (-86.343226 35.842998)
CONNECTICUT,2020,12,,-,0,,,-,,-,1,,29,,87,,124,,,-,0,,,-,,-,CONNECTICUT,,20201203,POINT (-72.738288 41.575155)
MARYLAND,2020,12,,-,2,,2,,,-,4,,38,,142,,170,,,-,0,,,-,,-,MARYLAND,,20201233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,12,,-,1,,,-,1,,8,,30,,106,,105,,,-,0,,,-,,-,SOUTH CAROLINA,,20201235,POINT (-80.864614 33.878572)
OKLAHOMA,2020,12,,-,1,,,-,1,,11,,51,,165,,190,,,-,0,,,-,,-,OKLAHOMA,,20201246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201265,POINT (145.725693 15.1834)
