Project Number,Contract Number,Title,Status,Procurement Type,Award Type,Contract Award Date,Contract End Date,Contract Amount,Expended Amount YTD,Expended Amount LTD,Remaining Balance,Number of Bids,MWBE,MWBE Proposals,Vendor Name,Address Line 1,Address Line 2,City,State,Zip Code,Country,Location 1
141044,T006438,DESIGN: Replace Main Cooling Tower - UHB,Active,Design and Construction/Maintenance,Authority Contract - Best Value,02/05/2019,10/04/2021,49290.00,0.00,3082.00,46208.00,0,N,0,"Genesys Engineering, P.C.",38 Maiden Lane,,Kingston,NY,12401,USA,"38 Maiden Lane
Kingston, NY 12401
(41.931949, -74.014516)"
09X365,T005858,CONSTR: Upgrade HVAC Systems Lecture Hall & Vivarium - Science I,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,08/11/2011,08/10/2013,473207.00,447412.00,473207.00,0.00,3,N,0,"J & K Plumbing & Heating Co, Inc.",24 Thorp St,PO Box 25  Westview Stat,Binghamton,NY,13905,USA,"24 Thorp St
Binghamton, NY 13905
(42.103463, -75.925005)"
27X235,T005994,"CONSTR: Renovate Charlton Hall, Ph I",Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,08/28/2012,11/30/2014,6650820.00,1691105.00,6650820.00,0.00,10,N,0,"Richard E. Alexander Co., Inc.",8 Scharbach Drive,,Marcy,NY,13403,USA,"8 Scharbach Drive
Marcy, NY 13403
(43.135679, -75.277923)"
08X7B1,T005395,CONSTR: Job Order Contracting Program - Albany,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/15/2008,09/30/2014,63427.00,0.00,63427.00,0.00,0,Y,0,"Cutting Edge Group, LLC",14 Walkup Cutoff Road,P.O. Box 733,Lake George,NY,12845,USA,"14 Walkup Cutoff Road
Lake George, NY 12845
(43.386894, -73.648077)"
15X7A9,T005632,CONSTR: JOCs - Syracuse Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,12/09/2015,387699.00,214304.00,387699.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
101025,T006455,DESIGN: Replace/Reconstruct Terracotta - Sheldon Hall,Active,Design and Construction/Maintenance,Authority Contract - Best Value,07/26/2018,09/24/2023,1352000.00,0.00,441347.08,910652.92,11,N,0,"John G. Waite Associates, Architects, PLLC",384 Broadway,,Albany,NY,12207,USA,"384 Broadway
Albany, NY 12207
(42.647659, -73.750403)"
10X7A3,T005632,CONSTR: JOCs - Syracuse Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,12/09/2015,370831.00,0.00,370831.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
21X164,T005705,"CONSTR: Replace Steam Distribution, Phase 1",Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,07/14/2010,11/01/2012,2808861.00,120379.00,2808861.00,0.00,9,N,0,"R & L Heating & Air Conditioning, Inc.",Unit 323,63 Flushing Avenue,Brooklyn,NY,11205,USA,"323 Brooklyn
NY 11205"
141040,T006359,DESIGN: Renovate Interventional  Areas/ Bi Plane,Active,Design and Construction/Maintenance,Authority Contract - Best Value,08/28/2018,09/28/2020,417813.00,0.00,104514.82,313298.18,0,N,0,Lothrop Associates LLP Architects,333 Westchester Avenue,,White Plains,NY,10604,USA,"333 Westchester Avenue
White Plains, NY 10604
(41.030178, -73.745028)"
251018,T006103,"DESIGN: Replace Boilers & Chillers, Various Buildings",Active,Design and Construction/Maintenance,Authority Contract - Best Value,09/13/2017,01/01/2023,95000.00,0.00,89857.82,5142.18,0,N,0,"IBC Engineering, Pc",Suite 219,3445 Winton Place,Rochester,NY,14623,USA,"219 Rochester
NY 14623"
301028,T006488,"CONSTR: Replace Roof, Beane Service and Helm Warehouse",Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/19/2019,12/22/2020,2521823.00,0.00,2280900.00,240923.00,4,N,0,S&L Roofing & Sheetmetal Inc.,2706 New Scotland Road,,Voorheesville,NY,12186,USA,"2706 New Scotland Road
Voorheesville, NY 12186
(42.622702, -73.968706)"
021030,T006356,DESIGN: Renovate Holmes Hall,Active,Design and Construction/Maintenance,Authority Contract - Best Value,12/21/2018,09/26/2020,77470.00,0.00,67958.18,9511.82,0,Y,0,JMZ Architects & Planners PC,190 Glen Street,P. O. Box 725,Glens Falls,NY,12801,USA,"190 Glen Street
Glens Falls, NY 12801
(43.309981, -73.644771)"
051009,T006481,CONSTR: Replace Windows Rockefeller Arts,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/27/2019,12/07/2020,1424261.00,0.00,1376392.00,47869.00,1,N,1,Savarino Companies LLC,500 Seneca Street,,Buffalo,NY,14204,USA,"500 Seneca Street
Buffalo, NY 14204
(42.877333, -78.85724)"
13XB41,T004859,DESIGN: Abate Asbestos/Replace Roofs East and West Power Plants,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,09/11/2003,02/20/2013,391930.32,0.00,391930.32,0.00,10,N,0,STV Incorporated,225 Park Avenue South,,New York,NY,10003,USA,"225 Park Avenue South
New York, NY 10003
(40.737356, -73.988364)"
32X468,T006009,DESIGN: CM MART New Beds & Support Tower,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,01/17/2013,06/21/2018,4922684.38,0.00,4922684.38,0.00,17,N,0,LiRo/Structure Tone JV,3 Aerial Way,,Syosset,NY,11791,USA,"3 Aerial Way
Syosset, NY 11791
(40.800808, -73.518033)"
13XD63,T006160,DESIGN: Student Union Rehab,Active,Design and Construction/Maintenance,Authority Contract - Best Value,01/01/1900,10/07/2020,2689680.00,0.00,2527049.94,162630.06,63,N,6,Jacobs Project Management Co.,Suite 0603,Two Penn Plaza,New York,NY,10121,USA,"0603 New
York, NY 10121"
07XA23,T005701,CONSTR: New HV Substation,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/25/2010,06/29/2012,4688333.00,0.00,4688333.00,0.00,6,N,0,Nelcorp Electrical Contracting Corporation,35 North Kelly Avenue,,Endwell,NY,13760,USA,"35 North Kelly Avenue
Endwell, NY 13760
(42.109078, -76.025266)"
16X7A7,T005632,CONSTR: JOCs - Syracuse Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,12/09/2015,7295.00,0.00,7295.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
41X050,T004950,DESIGN: Lobby Renovations,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,09/18/2007,07/28/2017,80542.13,62444.55,670945.13,-590403.00,0,N,0,"Kliment Halsband Architects, LLP",20th Floor,322 Eighth Avenue,New York,NY,10001,USA,
07X486,T004905,"DESIGN: Construction Manager, Construct Academic Building",Closed,Design and Construction/Maintenance,Authority Contract - Best Value,05/26/2005,03/16/2010,1280000.00,0.00,1099770.41,180229.59,5,N,0,"LeChase Construction Services, LLC",205 Indigo Creek Drive,,Rochester,NY,14626,USA,"205 Indigo Creek Drive
Rochester, NY 14626
(43.184941, -77.692227)"
09X354,T005351,"DESIGN: Rehab Showers/Locker Rooms/ADA Modifications, - Chase PE Building",Closed,Design and Construction/Maintenance,Authority Contract - Best Value,02/08/2010,12/31/2017,206470.86,4593.86,206470.86,0.00,0,N,0,Architecture +,297 River Street,,Troy,NY,12180,USA,"297 River Street
Troy, NY 12180
(42.73246, -73.690162)"
12X339,T005672,DESIGN: Upgrade HVAC/Labs Stowell Hall,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/16/2010,12/31/2015,1028748.93,154932.18,1028748.93,0.00,17,N,4,CS Arch,40 Beaver Street,,Albany,NY,12207,USA,"40 Beaver Street
Albany, NY 12207
(42.648482, -73.752642)"
111017,T006376,DESIGN: Renovate Memorial Hall,Active,Design and Construction/Maintenance,Authority Contract - Best Value,10/03/2017,01/19/2023,2754261.65,0.00,1120080.48,1634181.17,19,N,4,"HOLT Architects, P.C.",619 W. State Street,,Ithaca,NY,14850,USA,"619 W State Street
Ithaca, NY 14850
(42.439226, -76.509574)"
111038,T006366,DESIGN: Replace Catch Basins,Active,Design and Construction/Maintenance,Authority Contract - Best Value,09/18/2019,09/26/2020,110000.00,0.00,0.00,110000.00,0,N,0,"Mc Farland-Johnson, Inc.","49 Court St, Metrocenter",,Binghamton,NY,13902,USA,"49 Court St
Binghamton, NY 13902
(42.098705, -75.913167)"
22X7A8,T005631,CONSTR: JOCs - Rochester Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,01/31/2018,109411.00,0.00,109411.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
14X496,T005806,DESIGN: Upgrade HVAC Systems BSB,Active,Design and Construction/Maintenance,Authority Contract - Best Value,05/06/2011,06/18/2021,5265818.50,170566.30,4303815.52,962002.98,24,N,3,"Joseph R. Loring & Associates, Inc.",21 Pennsylvania Plaza,14th Floor,New York,NY,10001,USA,"21 Pennsylvania Plaza
New York, NY 10001"
251023,T006438,DESIGN: Renovate North Hall for Admissions and UPD,Active,Design and Construction/Maintenance,Authority Contract - Best Value,11/26/2018,10/04/2021,58215.90,0.00,540.00,57675.90,0,N,0,Genesys Engineering P.C.,Suite #111,629 Fifth Avenue,Pelham,NY,10803,USA,"111 Pelham
NY 10803
(40.90551, -73.774152)"
07XA84,T006228,CONSTR: Construct School of Pharmacy,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/01/2016,12/31/2019,34587057.00,0.00,34587057.00,0.00,7,N,0,Fahs Construction Group Inc.,2224 Pierce Creek Road,,Binghamton,NY,13903,USA,"2224 Pierce Creek Road
Binghamton, NY 13903
(42.081957, -75.880278)"
36X124,T005956,CONSTR: Job Order Contracting Program - Albany,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/18/2012,11/20/2018,618078.00,0.00,618078.00,0.00,0,Y,0,"Cutting Edge Group, LLC",14 Walkup Cutoff Road,P.O. Box 733,Lake George,NY,12845,USA,"14 Walkup Cutoff Road
Lake George, NY 12845
(43.386894, -73.648077)"
061013,T006101,DESIGN: Replace Roofs - Various Buildings,Active,Design and Construction/Maintenance,Authority Contract - Best Value,04/06/2017,10/10/2023,379317.88,0.00,341697.20,37620.68,0,N,0,"Bell & Spina Architects-Planners, P.C.","Suite 201, The Bindery",215 Wyoming Street,Syracuse,NY,13204,USA,"201 The
Syracuse, NY 13204"
20X204,T005551,CONSTR: Upgrade/Rehab Elevators - Various Bldgs,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/16/2009,08/15/2011,1218890.00,61904.00,1218890.00,0.00,4,N,0,Thyssen Krupp Elevator Corporation,6067 Corporate Drive,,East Syracuse,NY,13057,USA,"6067 Corporate Drive
East Syracuse, NY 13057
(43.104072, -76.087566)"
36X124,T005395,CONSTR: Job Order Contracting Program - Albany,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/15/2008,09/30/2014,483522.00,0.00,483522.00,0.00,0,Y,0,"Cutting Edge Group, LLC",14 Walkup Cutoff Road,P.O. Box 733,Lake George,NY,12845,USA,"14 Walkup Cutoff Road
Lake George, NY 12845
(43.386894, -73.648077)"
23X201,T005350,"DESIGN: Replace Campus Electric Substation, Provide Emergency Power System",Closed,Design and Construction/Maintenance,Authority Contract - Best Value,09/19/2008,10/01/2014,150941.34,3314.16,553941.34,-403000.00,0,N,0,"Jacobs Civil Consultants, Inc.",Suite 0603,2 Penn Plaza,New York,NY,10121,USA,"0603 New
York, NY 10121"
09X305,T004930,"DESIGN: Replace Cooling Towers, Milne Library",Closed,Design and Construction/Maintenance,Authority Contract - Best Value,10/04/2005,03/31/2011,35045.56,0.00,35045.56,0.00,0,N,0,"Sage Engineering Associates, L.L.P.",1211 Western Avenue,,Albany,NY,12203,USA,"1211 Western Avenue
Albany, NY 12203
(42.675897, -73.821406)"
211020,T006359,DESIGN: Replace Roofs  Various Buildings Ph 2,Active,Design and Construction/Maintenance,Authority Contract - Best Value,11/03/2017,09/28/2020,22890.64,0.00,208016.41,-185125.77,0,N,0,Lothrop Associates LLP Architects,333 Westchester Avenue,,White Plains,NY,10604,USA,"333 Westchester Avenue
White Plains, NY 10604
(41.030178, -73.745028)"
07XA35,T005865,DESIGN: Const Manager Uni Union North - 07A35,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,06/01/2012,06/01/2016,565731.07,207571.61,565731.07,0.00,0,N,0,Turner Construction Company,1 Computer Drive South,,Albany,NY,12205,USA,"1 Computer Drive South
Albany, NY 12205
(42.719116, -73.810588)"
291028,T006355,DESIGN: Replace Exterior Windows & Doors PAC & Nat Sci,Active,Design and Construction/Maintenance,Authority Contract - Best Value,02/01/2018,09/26/2020,203547.00,0.00,107366.43,96180.57,0,Y,0,"Ismael Leyva Architects, P.C.",13th Floor,48 West 37th Street,New York,NY,10018,USA,
12X370,T006312,"CONSTR: Rehab Kellas Hall, Bldg 25",Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/02/2017,08/01/2019,6848253.00,0.00,6731300.00,116953.00,5,N,1,"Murnane Building Contractors, Inc.",P.O. Box 3048,104 Sharron Avenue,Plattsburgh,NY,12901,USA,"3048 Plattsburgh
NY 12901"
25X814,T004543,DESIGN: Campus Capital Plan,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,09/06/2000,12/31/2001,90627.59,0.00,90627.59,0.00,5,N,1,"Ashley McGraw Architects, P.C.",15th Floor,125 East Jefferson Street,Syracuse,NY,13202,USA,
291031,T006505,CONSTR: Site Improvements for ADA Accessibility Ph1,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,05/17/2019,11/15/2021,8128814.00,0.00,3954414.00,4174400.00,1,N,0,"Montesano Bros., Inc.",76 Plain Avenue,,New Rochelle,NY,10801,USA,"76 Plain Avenue
New Rochelle, NY 10801
(40.929523, -73.768876)"
09X322,T005608,"CONSTR: Replace HVAC/Domestic Hot Water Equipment, Instructional Resource Center",Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,08/12/2012,1453262.00,102339.00,1453262.00,0.00,5,N,0,Andrew R. Mancini Associates Inc.,129 Odell Avenue,,Endicott,NY,13760,USA,"129 Odell Avenue
Endicott, NY 13760
(42.110866, -76.049175)"
25X291,T005936,CONSTR: Renovate Sanford Hall,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/13/2012,07/31/2014,11077828.00,8123418.00,11077828.00,0.00,10,N,0,Bast Hatfield Construction LLC,1399 Vischers Ferry Road,,Clifton Park,NY,12065,USA,"1399 Vischers Ferry Road
Clifton Park, NY 12065
(42.822923, -73.737444)"
29X413,T005870,DESIGN: Construction Management Services- Exter Rehabilitation Dining & Phys Ed Bldgs,Active,Design and Construction/Maintenance,Authority Contract - Best Value,05/16/2012,10/01/2018,549097.00,0.00,745227.42,-196130.42,0,Y,0,"The McKissack Group, Inc DBA McKissack & McKissack",20th Floor. 1001 Avenue,of the Americas,New York,NY,10018,USA,"1001 Avenue
New York, NY 10018
(40.779009, -73.957899)"
14XA98,T005559,DESIGN: Replace Roof BSB,In Guarantee,Design and Construction/Maintenance,Authority Contract - Best Value,09/04/2009,08/26/2014,323973.00,0.00,278237.07,45735.93,25,N,2,"Superstructures Engineering + Architecture, PLLC",32 Avenue of the Americas,,New York,NY,10013,USA,"32 Avenue
New York, NY 10013
(40.72013, -74.00519)"
08X7A3,T005395,CONSTR: Job Order Contracting Program - Albany,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/15/2008,09/30/2014,63508.00,0.00,63508.00,0.00,0,Y,0,"Cutting Edge Group, LLC",14 Walkup Cutoff Road,P.O. Box 733,Lake George,NY,12845,USA,"14 Walkup Cutoff Road
Lake George, NY 12845
(43.386894, -73.648077)"
09X370,T006335,CONSTR: Upgrade Plumbing/HVAC Systems - Bugbee Hall,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/12/2017,01/13/2020,5186906.00,0.00,5176906.00,10000.00,3,N,0,Andrew R. Mancini Associates Inc.,129 Odell Avenue,,Endicott,NY,13760,USA,"129 Odell Avenue
Endicott, NY 13760
(42.110866, -76.049175)"
29X346,T004948,DESIGN: Masonry Repair and Window Replacement Various Buildings,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/17/2007,09/30/2011,132913.37,0.00,132913.37,0.00,0,N,0,"The Hall Partnership Architects, LLP",42 East 21st Street,,New York,NY,10010,USA,"42 East 21st Street
New York, NY 10010
(40.739319, -73.988292)"
251029,T006359,DESIGN: Repair Masonry and Replace Windows - Evenden Hall,Active,Design and Construction/Maintenance,Authority Contract - Best Value,08/14/2018,09/28/2020,443000.00,0.00,250311.27,192688.73,0,N,0,Lothrop Associates LLP Architects,333 Westchester Avenue,,White Plains,NY,10604,USA,"333 Westchester Avenue
White Plains, NY 10604
(41.030178, -73.745028)"
07XA73,T005944,CONSTR: Flood Rehabilitation UDC,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/27/2012,08/15/2013,2281422.00,2053302.00,2281422.00,0.00,7,N,1,Andrew R. Mancini Associates Inc.,129 Odell Avenue,,Endicott,NY,13760,USA,"129 Odell Avenue
Endicott, NY 13760
(42.110866, -76.049175)"
13XC68,T004954,DESIGN: HVAC Modifications - Heavy Engineering Thermal Spray Lab,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,05/08/2007,01/31/2011,30981.17,0.00,30981.17,0.00,0,Y,0,"Lakhani & Jordan Engineers, P.C.",315 Madison Avenue,10th Floor,New York,NY,10017,USA,"315 Madison Avenue
New York, NY 10017
(40.753011, -73.979134)"
14X496,T006294,CONSTR: Upgrade HVAC Systems BSB,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/16/2016,01/24/2020,3395387.00,0.00,3395387.00,0.00,4,Y,2,"ACS System Associates, Inc.",160 West Lincoln Avenue,,Mount Vernon,NY,10550,USA,"160 West Lincoln Avenue
Mount Vernon, NY 10550
(40.915138, -73.843031)"
28X390,T006143,CONSTR: Biomed Education Building - HVAC Improvements,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/26/2015,12/30/2016,3398700.00,0.00,3398700.00,0.00,4,N,0,"Northland Associates, Incorporated",4701 Buckley Road,P.O. Box 2549,Liverpool,NY,13220,USA,"4701 Buckley Road
Liverpool, NY 13220"
41X032,T005167,DESIGN: Rehabilitate Elevators - College Of Opt ,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,09/06/2006,06/18/2011,163061.42,0.00,163061.42,0.00,5,N,0,"Charles Calderone Associates, Inc.",121 Front Street,,Mineola,NY,11501,USA,"121 Front Street
Mineola, NY 11501
(40.741069, -73.635487)"
111008,T006219,DESIGN: Renovate & Upgrade Clinton Dining Hall,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,02/29/2016,03/31/2021,669371.27,0.00,669371.27,0.00,26,N,3,"Edge Architecture, PLLC",277 Alexander Street,Suite 407,Rochester,NY,14607,USA,"277 Alexander Street
Rochester, NY 14607
(43.153428, -77.595242)"
12X315,T004930,DESIGN: Rehab Pool Areas And Equipment-Merritt And Maxcy Halls,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,06/21/2006,03/31/2011,122892.03,0.00,117195.98,5696.05,0,N,0,"Sage Engineering Associates, L.L.P.",1211 Western Avenue,,Albany,NY,12203,USA,"1211 Western Avenue
Albany, NY 12203
(42.675897, -73.821406)"
02X380,T005782,CONSTR: Infrastructure Improvements - Smith Hall,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/07/2011,07/02/2013,12301227.00,4701972.00,12301227.00,0.00,10,N,0,"Christa Construction, LLC",119 Victor Heights Pkwy,,Victor,NY,14564,USA,"119 Victor Heights Pkwy
Victor, NY 14564
(42.996299, -77.444647)"
01XA51,T005473,DESIGN: Construct New Business School ,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,03/17/2009,08/15/2015,3173761.12,405753.40,3173761.12,0.00,28,N,0,Perkins & Will Architects P.C.,4th Floor,215 Park Avenue South,New York,NY,10003,USA,
011044,T006358,DESIGN: Renovate Gym & Infill Pool - PE Building,Active,Design and Construction/Maintenance,Authority Contract - Best Value,01/17/2020,09/26/2020,995000.00,0.00,0.00,995000.00,0,N,0,Lacey Thaler Reilly Wilson Arch &Preservation,4th Floor,79 North Pearl Street,Albany,NY,12208,USA,
41X034,T004952,DESIGN: Upgrade Building Fire Alarm System Optometry,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/11/2006,06/30/2013,306562.94,9541.89,306562.94,0.00,0,N,0,STV Incorporated,225 Park Avenue South,,New York,NY,10003,USA,"225 Park Avenue South
New York, NY 10003
(40.737356, -73.988364)"
02X832,T005853,DESIGN: Program Study - Drake Library,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,10/31/2011,12/14/2015,145066.24,91559.21,145066.24,0.00,0,N,0,Stieglitz Snyder Architecture,425 Franklin Street,,Buffalo,NY,14202,USA,"425 Franklin Street
Buffalo, NY 14202
(42.897113, -78.873029)"
03X375,T005247,"DESIGN: Commissioning Services-Renovate Science Bldg., 15, Phase 1, Bldg. 15",Closed,Design and Construction/Maintenance,Authority Contract - Best Value,04/02/2007,11/29/2013,873655.63,349765.20,873655.63,0.00,5,N,1,"Horizon Engineering Associates, LLP",800 Veterans Memorial,"Highway, Suite 310",Hauppauge,NY,11788,USA,"800 Veterans
Hauppauge, NY 11788
(40.821625, -73.206075)"
12X345,T005976,CONSTR: Rehabilitate Ice Arena Maxcy Hall,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/29/2012,03/17/2016,8732347.00,3135321.00,8732347.00,0.00,3,N,0,"Bette & Cring, LLC",18438 U.S. Route 11,,Watertown,NY,13601,USA,"18438 U S Route
Watertown, NY 13601"
31X229,T005627,DESIGN: Commissioning Agent - Renovate Library,Active,Design and Construction/Maintenance,Authority Contract - Best Value,03/12/2012,12/31/2018,155193.00,13719.09,140036.91,15156.09,0,N,0,"OLA Consulting Engineers, PC",50 Broadway,,Hawthorne,NY,10532,USA,"50 Broadway
Hawthorne, NY 10532
(41.108943, -73.797266)"
01XA87,T006028,DESIGN: Construct ETEC Building - 2020,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,11/01/2013,07/03/2019,5790613.13,0.00,5790613.13,0.00,25,N,0,Cannon Design Arch & Engineering,360 Madison Avenue,11th Floor,New York,NY,10017,USA,"360 Madison Avenue
New York, NY 10017
(40.754895, -73.977762)"
29X7A2,T005402,CONSTR: Job Order Contracting Program - New York City,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/02/2008,01/21/2014,28126.00,0.00,28126.00,0.00,0,N,0,"JEMCO Electrical Contractors, Inc.",271 42nd Street,,Brooklyn,NY,11433,USA,"271 42nd Street
Brooklyn, NY 11433
(40.652508, -74.010479)"
14X490,T006302,CONSTR: Provide Additional Electrical Power-BSB,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,01/26/2017,03/06/2020,7335583.00,0.00,6848397.00,487186.00,5,Y,1,"Sajiun Electric, Inc.",109 West 26th Street,Unit 2B,New York,NY,10001,USA,"109 West 26th Street
New York, NY 10001
(40.745066, -73.992046)"
01XA68,T006145,"CONSTR: Rehab Exterior Envelope, Downtown - Various Buildings",Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/27/2015,04/21/2019,4559322.00,0.00,4559322.00,0.00,6,N,1,"Murnane Building Contractors, Inc.",P.O. Box 3048,104 Sharron Avenue,Plattsburgh,NY,12901,USA,"3048 Plattsburgh
NY 12901"
39X137,T005348,DESIGN: Renovate Campus Center- Phase I ,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,09/02/2010,05/14/2015,553793.41,126707.20,553793.41,0.00,0,N,0,"Architectural Resources, P.C.",505 Franklin Street,,Buffalo,NY,14202,USA,"505 Franklin Street
Buffalo, NY 14202
(42.900014, -78.872075)"
26X295,T005719,DESIGN: New Day Care Center,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,09/23/2010,09/14/2015,702139.50,117482.30,702139.50,0.00,48,N,6,"D. W.  Arthur Associates Architecture, Inc., P.C.",46 Plympton Street,,Boston,MA,2118,USA,"46 Plympton Street
Boston, MA 02118
(42.338757, -71.067935)"
14X834,T005681,DESIGN: FMP -Downstate,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/22/2010,01/14/2012,585435.11,58490.77,585435.11,0.00,20,N,1,"Ehrenkrantz Eckstut & Kuhn Architects, P.C.",115 Fifth Avenue,3rd Floor,New York,NY,10003,USA,"115 Fifth Avenue
New York, NY 10003
(40.738916, -73.9915)"
031015,T006104,DESIGN: Upgrade Mechanical Systems for Safety at Upton Hall,Active,Design and Construction/Maintenance,Authority Contract - Best Value,05/11/2016,07/25/2023,794868.00,0.00,759722.62,35145.38,0,N,0,"M/E Engineering, P.C.",Suite 320,60 Lakefront Boulevard,Buffalo,NY,14202,USA,"320 Buffalo
NY 14202"
24X223,T004929,DESIGN: Water Tank / Water System Rehab Campus Wide,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,06/21/2006,01/31/2011,102612.35,0.00,102612.35,0.00,0,N,0,"CHA Consulting, Inc",3 Winners Circle,P.O. Box 5269,Albany,NY,12205,USA,"3 Winners Circle
Albany, NY 12205
(42.719854, -73.797983)"
04X818,T005012,DESIGN: Program Study - Moffet Center ,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,06/23/2006,09/23/2008,64907.57,0.00,64907.57,0.00,0,N,0,March Associates Architects & Planners,116 Business Park Drive,,Utica,NY,13502,USA,"116 Business Park Drive
Utica, NY 13502
(43.089975, -75.285603)"
40X005,D005077,CONSTR: Rehabilitate 28 Union Avenue ,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,10/13/2005,09/30/2009,3459372.00,0.00,3459372.00,0.00,4,N,0,"Malone & Tate Builders, Inc.",2217 Central Avenue,,Schenectady,NY,12304,USA,"2217 Central Avenue
Schenectady, NY 12304
(42.763066, -73.884589)"
101003,T006322,CONSTR: Rehab Exterior - Lee Hall,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/31/2017,06/14/2019,2522836.00,0.00,2522836.00,0.00,4,N,1,"PAC & Associates of Oswego, Inc.",11-G Fourth Avenue,,Oswego,NY,13126,USA,"11-G Fourth Avenue
Oswego, NY 13126
(43.451427, -76.530844)"
39X145,T005194,DESIGN: Commissioning Services - Field House ,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,06/19/2008,12/31/2013,90577.83,252.60,93475.45,-2897.62,0,N,0,SmartEdge,4 Peuquet Parkway,,Tonawanda,NY,14150,USA,"4 Peuquet Parkway
Tonawanda, NY 14150
(43.01577, -78.865669)"
07XA47,T005348,DESIGN: Rehab Science III Basment,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,06/18/2010,05/14/2015,787350.60,118391.25,787350.60,0.00,0,N,0,"Architectural Resources, P.C.",505 Franklin Street,,Buffalo,NY,14202,USA,"505 Franklin Street
Buffalo, NY 14202
(42.900014, -78.872075)"
131043,T006413,DESIGN: Rehab Chemistry,Active,Design and Construction/Maintenance,Authority Contract - Best Value,03/19/2018,04/17/2022,3459200.00,0.00,1977120.60,1482079.40,15,N,1,Goody Clancy Architecture LLC,420 Boylston Street,,Boston,MA,2116,USA,"420 Boylston Street
Boston, MA 02116
(42.351364, -71.072651)"
