Lobbyist Firm/Sole Proprietor,Activity Date,Client,Person Lobbied,Person Lobbied Title,Lobbyist,Contact Nature,Subject Matter
STRATAGEM CONSULTING GROUP,03/29/2016,CONSUMER HEALTHCARE PRODUCTS ASSOCIATION, JESUS GARCIA," COOK COUNTY COMMISSIONER, 7TH DISTRICT",BALDEMAR LOPEZ ,Meeting,SHARING INDUSTRY POSITION WITH COMMISSIONERS REGARDING A PROPOSED HEALTHCARE ORDINANCE.
WALGREEN CO.,10/17/2018,WALGREEN CO., FRITZ KAEGI, ASSESSOR CANDIDATE,DONOVAN PEPPER W.,Letter,POLITICAL CONTRIBUTION
STRATAGEM CONSULTING GROUP,03/30/2016,CONSUMER HEALTHCARE PRODUCTS ASSOCIATION," LUIS  ARROYO, JR.", COMMISSIONER,BALDEMAR LOPEZ ,Meeting,SHARING INDUSTRY POSITION WITH COMMISSIONERS REGARDING A PROPOSED HEALTHCARE ORDINANCE.
STRATAGEM CONSULTING GROUP,03/31/2016,CONSUMER HEALTHCARE PRODUCTS ASSOCIATION, STANLEY  MOORE, COMMISSIONER,BALDEMAR LOPEZ ,Meeting,SHARING INDUSTRY POSITION WITH COMMISSIONERS REGARDING A PROPOSED HEALTHCARE ORDINANCE.
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, DEBORAH SIMS," COOK COUNTY COMMISSIONER, 5TH DISTRICT",JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, DENNIS DEER," COUNTY BOARD COMMISSIONER, 2ND DISTRICT",JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, ED MOODY, COMMISSIONER,JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, GREGG GOSLIN," COOK COUNTY COMMISSIONER, 14TH DISTRICT",JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, JEFFREY  TOBOLSKI, COMMISSIONER- 16TH DISTRICT,JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION," JERRY ""ICEMAN"" BUTLER"," COOK COUNTY COMMISSIONER, 3RD DISTRICT",JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, JESUS GARCIA," COOK COUNTY COMMISSIONER, 7TH DISTRICT",JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, JOHN DALEY," COOK COUNTY COMMISSIONER, 11TH DISTRICT",JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, JOHN FRITCHEY," COOK COUNTY COMMISSIONER, 12TH DISTRICT",JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION," LUIS  ARROYO, JR.", COMMISSIONER,JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, SEAN  MORRISON, COMMISSIONER,JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, STANLEY  MOORE, COMMISSIONER,JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAFT STETTINIUS & HOLLISTER,03/14/2018,DUBAK ELECTRICAL MAINTENANCE CORPORATION, TIMOTHY O. SCHNEIDER," COOK COUNTY COMMISSIONER, 15TH DISTRICT",JOHN KENNEDY FRANCIS,Meeting,PETITION THE COOK COUNTY BOARD OF COMMISSIONS REGARDING THE PROPOSED PREVAILING WAGE ORDINANCE
TAKEDA PHARMACEUTICALS AMERICA,03/14/2016,TAKEDA PHARMACEUTICALS AMERICA, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,ELIZABETH BRUNSVOLD ,Phone Call,ORDINANCE #16-1983
TAKEDA PHARMACEUTICALS AMERICA,03/15/2016,TAKEDA PHARMACEUTICALS AMERICA, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",ELIZABETH BRUNSVOLD ,Phone Call,ORDINANCE #16-1983
TAKEDA PHARMACEUTICALS AMERICA,03/15/2016,TAKEDA PHARMACEUTICALS AMERICA, JOHN FRITCHEY," COOK COUNTY COMMISSIONER, 12TH DISTRICT",ELIZABETH BRUNSVOLD ,Phone Call,ORDINANCE #16-1983
TAKEDA PHARMACEUTICALS AMERICA,03/18/2016,TAKEDA PHARMACEUTICALS AMERICA, DEBORAH SIMS," COOK COUNTY COMMISSIONER, 5TH DISTRICT",ELIZABETH BRUNSVOLD ,Phone Call,ORDINANCE #16-1983
TAKEDA PHARMACEUTICALS AMERICA,03/18/2016,TAKEDA PHARMACEUTICALS AMERICA, GREGG GOSLIN," COOK COUNTY COMMISSIONER, 14TH DISTRICT",ELIZABETH BRUNSVOLD ,Phone Call,ORDINANCE #16-1983
TAKEDA PHARMACEUTICALS AMERICA,03/18/2016,TAKEDA PHARMACEUTICALS AMERICA," LUIS  ARROYO, JR.", COMMISSIONER,ELIZABETH BRUNSVOLD ,Phone Call,ORDINANCE #16-1983
TAKEDA PHARMACEUTICALS AMERICA,03/18/2016,TAKEDA PHARMACEUTICALS AMERICA, ROBERT STEELE," COOK COUNTY COMMISSIONER, 2ND DISTRICT",ELIZABETH BRUNSVOLD ,Phone Call,ORDINANCE #16-1983
TAKEDA PHARMACEUTICALS AMERICA,03/18/2016,TAKEDA PHARMACEUTICALS AMERICA, TIMOTHY O. SCHNEIDER," COOK COUNTY COMMISSIONER, 15TH DISTRICT",ELIZABETH BRUNSVOLD ,Phone Call,ORDINANCE #16-1983
TAKEDA PHARMACEUTICALS AMERICA,05/05/2016,TAKEDA PHARMACEUTICALS AMERICA, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",ELIZABETH BRUNSVOLD ,Other,PERSONAL POLITICAL CONTRIBUTION
TAKEDA PHARMACEUTICALS AMERICA,08/15/2017,TAKEDA PHARMACEUTICALS AMERICA, JONATHAN BUCKNER, PESIDENT'S AIDE,ELIZABETH BRUNSVOLD ,Meeting,SAFE DISPOSAL OF PHARMACEUTICALS
TAKEDA PHARMACEUTICALS AMERICA,09/26/2017,TAKEDA PHARMACEUTICALS AMERICA, LANETTA HAYNES TURNER," DEPUTY CHIEF OF STAFF, OFFICE OF COOK COUNTY BOARD PRESIDEND TONI PRECKWINKLE",ELIZABETH BRUNSVOLD ,Meeting,SAFE DISPOSAL OF PHARMACEUTICALS
TEAMSTERS JOINT COUNCIL 25,10/18/2017,TEAMSTERS JOINT COUNCIL 25, ED MOODY, COMMISSIONER,MICHAEL CIACCIO ,Meeting,DISCUSSED 2018 COUNTY BUDGET AND ITS IMPACT ON TEAMSTER MEMBERS.
TEAMSTERS JOINT COUNCIL 25,10/20/2017,TEAMSTERS JOINT COUNCIL 25," LUIS  ARROYO, JR.", COMMISSIONER,MICHAEL CIACCIO ,Meeting,DISCUSSED 2018 COUNTY BUDGET AND ITS IMPACT ON TEAMSTER MEMBERS.
TEAMSTERS JOINT COUNCIL 25,11/01/2017,TEAMSTERS JOINT COUNCIL 25, DENNIS DEER," COUNTY BOARD COMMISSIONER, 2ND DISTRICT",MICHAEL CIACCIO ,Meeting,DISCUSSED 2018 COUNTY BUDGET AND ITS IMPACT ON TEAMSTER MEMBERS.
TEAMSTERS JOINT COUNCIL 25,11/01/2017,TEAMSTERS JOINT COUNCIL 25, JEFFREY  TOBOLSKI, COMMISSIONER- 16TH DISTRICT,MICHAEL CIACCIO ,Meeting,DISCUSSED 2018 COUNTY BUDGET AND ITS IMPACT ON TEAMSTER MEMBERS.
TEAMSTERS JOINT COUNCIL 25,11/01/2017,TEAMSTERS JOINT COUNCIL 25, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",MICHAEL CIACCIO ,Meeting,DISCUSSION ABOUT 2018 COUNTY BUDGET AND IT'S IMPACT ON TEAMSTER MEMBERS.
TEAMSTERS JOINT COUNCIL 25,11/13/2017,TEAMSTERS JOINT COUNCIL 25, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",MICHAEL CIACCIO ,Meeting,"DISCUSSED ITEMS RELATED TO TEAMSTERS COLLECTIVE BARGAINING AGREEMENTS WITH THE COUNTY, AND POTENTIAL BUDGET IMPLICATIONS OF THOSE AGREEMENTS."
TEAMSTERS JOINT COUNCIL 25,12/10/2018,TEAMSTERS JOINT COUNCIL 25, BRIDGET DEGNEN, COOK COUNTY COMMISSIONER,MICHAEL CIACCIO ,Phone Call,SUPPORTED LEGISLATION REPEALING SEPARATE PARKING TAX RATE FOR AGGREGATORS.
TEAMSTERS JOINT COUNCIL 25,12/10/2018,TEAMSTERS JOINT COUNCIL 25," LUIS  ARROYO, JR.", COMMISSIONER,MICHAEL CIACCIO ,Phone Call,SUPPORTED LEGISLATION REPEALING SEPARATE PARKING TAX RATE FOR AGGREGATORS.
TEAMSTERS JOINT COUNCIL 25,12/10/2018,TEAMSTERS JOINT COUNCIL 25, SCOTT BRITTON, COOK COUNTY COMMISSIONER,MICHAEL CIACCIO ,Phone Call,SUPPORTED LEGISLATION REPEALING SEPARATE PARKING TAX RATE FOR AGGREGATORS.
TEAMSTERS JOINT COUNCIL 25,12/10/2018,TEAMSTERS JOINT COUNCIL 25, STANLEY  MOORE, COMMISSIONER,MICHAEL CIACCIO ,Phone Call,SUPPORTED LEGISLATION REPEALING SEPARATE PARKING TAX RATE FOR AGGREGATORS.
TEAMSTERS JOINT COUNCIL 25,12/12/2018,TEAMSTERS JOINT COUNCIL 25, KEVIN MORRISON, COOK COUNTY COMMISSIONER,MICHAEL CIACCIO ,Phone Call,SUPPORTED LEGISLATION REPEALING SEPARATE PARKING TAX RATE FOR AGGREGATORS.
TEAMSTERS JOINT COUNCIL 25,03/25/2019,TEAMSTERS JOINT COUNCIL 25, DONNA MILLER, COMMISSIONER-ELECT,MICHAEL CIACCIO ,Meeting,DISCUSSION OF COUNTY PARKING TAXES AND POTENTIAL CHANGES.
TEAMSTERS JOINT COUNCIL 25,04/01/2019,TEAMSTERS JOINT COUNCIL 25, KEVIN MORRISON, COOK COUNTY COMMISSIONER,MICHAEL CIACCIO ,Meeting,DISCUSSION OF COUNTY PARKING TAXES AND POTENTIAL CHANGES.
TEAMSTERS JOINT COUNCIL 25,04/18/2019,TEAMSTERS JOINT COUNCIL 25, ALMA  ANAYA, COMM. GARCIA'S OFFICE,MICHAEL CIACCIO ,Meeting,DISCUSSION OF COUNTY PARKING TAXES AND POTENTIAL CHANGES.
TEAMSTERS JOINT COUNCIL 25,07/24/2019,TEAMSTERS JOINT COUNCIL 25, KEVIN MORRISON, COOK COUNTY COMMISSIONER,MICHAEL CIACCIO ,Meeting,MET TO DISCUSS 2020 BUDGET AND POTENTIAL IMPACT ON TEAMSTER MEMBERS.
TEAMSTERS JOINT COUNCIL 25,07/24/2019,TEAMSTERS JOINT COUNCIL 25," LUIS  ARROYO, JR.", COMMISSIONER,MICHAEL CIACCIO ,Meeting,MET TO DISCUSS 2020 BUDGET AND POTENTIAL IMPACT ON TEAMSTER MEMBERS.
TEAMSTERS JOINT COUNCIL 25,07/24/2019,TEAMSTERS JOINT COUNCIL 25, SCOTT BRITTON, COOK COUNTY COMMISSIONER,MICHAEL CIACCIO ,Meeting,MET TO DISCUSS 2020 BUDGET AND POTENTIAL IMPACT ON TEAMSTER MEMBERS.
TEAMSTERS JOINT COUNCIL 25,08/05/2019,TEAMSTERS JOINT COUNCIL 25, RAHUL KALSI, SPECIAL ASSISTANT,MICHAEL CIACCIO ,Email,IDENTIFY 2020 BUDGET CONCERNS AND POTENTIAL IMPACT ON TEAMSTER MEMBERS.
TEAMSTERS JOINT COUNCIL 25,10/21/2019,TEAMSTERS JOINT COUNCIL 25, TED MASON, COMMISSIONER K. MORRISON'S OFFICE,MICHAEL CIACCIO ,Email,EXCHANGED EMAIL REGARDING THE POSSIBLE IMPACT OF THE BUDGET ORDINANCE ON TEAMSTERS EMPLOYED BY COOK COUNTY.
TERRY GABINSKI,02/13/2020,AMERICAN CHEMISTRY COUNCIL, BRIDGET DEGNEN, COOK COUNTY COMMISSIONER,TERRY GABINSKI ,Meeting,DISCUSSION REGARDING THE COOK COUNTY ENVIRONMENTAL COMMISSION
TERRY TEELE,01/24/2017,JOHNSON CONTROLS INC., SHANNON  ANDREWS, CHIEF PROCUREMENT OFFICER,TERRY TEELE ,Meeting,QUESTIONS REGARDING ESCO PROGRAM.
THE ALLIANCE FOR CLIMATE PROTECTION D/B/A THE CLIMATE REALITY PROJECT,06/20/2019,THE ALLIANCE FOR CLIMATE PROTECTION D/B/A THE CLIMATE REALITY PROJECT, DEBBIE STONE, CHIEF SUSTAINABILITY OFFICER,JOANCLAIR RICHTER ,Email,; COMMUNITY DRIVEN CLIMATE CHANGE INITIATIVES
THE ALLIANCE FOR CLIMATE PROTECTION D/B/A THE CLIMATE REALITY PROJECT,06/20/2019,THE ALLIANCE FOR CLIMATE PROTECTION D/B/A THE CLIMATE REALITY PROJECT, DEBBIE STONE, CHIEF SUSTAINABILITY OFFICER,JOANCLAIR RICHTER ,Phone Call,COMMUNITY DRIVEN CLIMATE CHANGE INITIATIVES
THE ALLIANCE FOR CLIMATE PROTECTION D/B/A THE CLIMATE REALITY PROJECT,07/02/2019,THE ALLIANCE FOR CLIMATE PROTECTION D/B/A THE CLIMATE REALITY PROJECT, DEBBIE STONE, CHIEF SUSTAINABILITY OFFICER,JOANCLAIR RICHTER ,Email,COMMUNITY DRIVEN CLIMATE CHANGE INITIATIVES
THE ALLIANCE FOR CLIMATE PROTECTION D/B/A THE CLIMATE REALITY PROJECT,07/12/2019,THE ALLIANCE FOR CLIMATE PROTECTION D/B/A THE CLIMATE REALITY PROJECT, DEBBIE STONE, CHIEF SUSTAINABILITY OFFICER,JOANCLAIR RICHTER ,Phone Call,COMMUNITY DRIVEN CLIMATE CHANGE INITIATIVES
THE CIVIC FEDERATION,09/21/2015,THE CIVIC FEDERATION, DAVID ORR, CLERK,LAURENCE MSALL ,Event,2015 ANNUAL CIVIC AWARDS LUNCHEON HONORING TY FAHNER AND THE BOEING COMPANY
THE CIVIC FEDERATION,09/21/2015,THE CIVIC FEDERATION, EILEEN FIGEL, COOK COUNTY FOREST PRESERVE DISTRICT DEPUTY GENERAL SUPERINTENDENT,LAURENCE MSALL ,Event,2015 ANNUAL CIVIC AWARDS LUNCHEON HONORING TY FAHNER AND THE BOEING COMPANY
THE CIVIC FEDERATION,09/21/2015,THE CIVIC FEDERATION, IVAN  SAMSTEIN, CFO,LAURENCE MSALL ,Event,2015 ANNUAL CIVIC AWARDS LUNCHEON HONORING TY FAHNER AND THE BOEING COMPANY
THE CIVIC FEDERATION,09/21/2015,THE CIVIC FEDERATION, MARIA PAPPAS, TREASURER,LAURENCE MSALL ,Event,2015 ANNUAL CIVIC AWARDS LUNCHEON HONORING TY FAHNER AND THE BOEING COMPANY
THE CIVIC FEDERATION,09/21/2015,THE CIVIC FEDERATION, MICHAEL  CABONARGI, BOARD OF REVIEW- COMMISSIONER,LAURENCE MSALL ,Event,2015 ANNUAL CIVIC AWARDS LUNCHEON HONORING TY FAHNER AND THE BOEING COMPANY
THE CIVIC FEDERATION,09/21/2015,THE CIVIC FEDERATION, MICHAEL  JASSO, DIRECTOR BUREAU OF ECONOMIC DEVELOPMENT,LAURENCE MSALL ,Event,2015 ANNUAL CIVIC AWARDS LUNCHEON HONORING TY FAHNER AND THE BOEING COMPANY
THE CIVIC FEDERATION,09/21/2015,THE CIVIC FEDERATION, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",LAURENCE MSALL ,Event,2015 ANNUAL CIVIC AWARDS LUNCHEON HONORING TY FAHNER AND THE BOEING COMPANY
THE CIVIC FEDERATION,09/21/2015,THE CIVIC FEDERATION, TASHA R.G.  CRUZAT, CHIEF OF STAFF,LAURENCE MSALL ,Event,2015 ANNUAL CIVIC AWARDS LUNCHEON HONORING TY FAHNER AND THE BOEING COMPANY
THE CIVIC FEDERATION,09/21/2015,THE CIVIC FEDERATION, TIMOTHY O. SCHNEIDER," COOK COUNTY COMMISSIONER, 15TH DISTRICT",LAURENCE MSALL ,Event,2015 ANNUAL CIVIC AWARDS LUNCHEON HONORING TY FAHNER AND THE BOEING COMPANY
THE CIVIC FEDERATION,09/21/2015,THE CIVIC FEDERATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,LAURENCE MSALL ,Event,2015 ANNUAL CIVIC AWARDS LUNCHEON HONORING TY FAHNER AND THE BOEING COMPANY
THE CIVIC FEDERATION,12/10/2015,THE CIVIC FEDERATION, ARNOLD  RANDALL, GENERAL SUPERINTENDENT- FPDCC,LAURENCE MSALL ,Event,"2015 MOTOROLA SOLUTIONS FOUNDATION EXCELLENCE IN PUBLIC SERVICE AWARD BREAKFAST HONORING KAREN TAMLEY, COMMISSIONER, MAYOR'S OFFICE FOR PEOPLE WITH DISABILITIES"
THE CIVIC FEDERATION,12/10/2015,THE CIVIC FEDERATION, TERRY  MASON, CHIEF MEDICAL OFFICER,LAURENCE MSALL ,Event,"2015 MOTOROLA SOLUTIONS FOUNDATION EXCELLENCE IN PUBLIC SERVICE AWARD BREAKFAST HONORING KAREN TAMLEY, COMMISSIONER, MAYOR'S OFFICE FOR PEOPLE WITH DISABILITIES"
THE CIVIC FEDERATION,12/10/2015,THE CIVIC FEDERATION, TIMOTHY O. SCHNEIDER," COOK COUNTY COMMISSIONER, 15TH DISTRICT",LAURENCE MSALL ,Event,"2015 MOTOROLA SOLUTIONS FOUNDATION EXCELLENCE IN PUBLIC SERVICE AWARD BREAKFAST HONORING KAREN TAMLEY, COMMISSIONER, MAYOR'S OFFICE FOR PEOPLE WITH DISABILITIES"
THE CIVIC FEDERATION,12/10/2015,THE CIVIC FEDERATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,LAURENCE MSALL ,Event,"2015 MOTOROLA SOLUTIONS FOUNDATION EXCELLENCE IN PUBLIC SERVICE AWARD BREAKFAST HONORING KAREN TAMLEY, COMMISSIONER, MAYOR'S OFFICE FOR PEOPLE WITH DISABILITIES"
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, ABIGAYIL JOSEPH, CHIEF OF STAFF TO THE CHICAGO BOARD OF EDUCATION,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, ASHISH SEN, CHICAGO TRANSIT BOARD MEMBER,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, AVIS LAVELLE, CHICAGO PARK DISTRICT BOARD MEMBER,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, BRIAN BANNON, CHICAGO PUBLIC LIBRARY COMMISSIONER,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, CAROLE BROWN, CITY OF CHICAGO CHIEF FINANCIAL OFFICER,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, DEBORAH GRAHAM, CHICAGO ALDERMAN,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, JACQUELINE TORRES, MWRD DIRECTOR OF FINANCE,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, JAMES D'ARCHANGELIS, CLERK OF THE CIRCUIT COURT,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, JOYCE CARSON, CITY COLLEGES OF CHICAGO CHIEF FINANCIAL OFFICER,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, LEW COLLENS, COOK COUNT HEALTH AND HOSPITALS SYSTEM BOARD MEMBER,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, M. HILL HAMMOCK, COOK COUNTY HEALTH AND HOSPITALS SYSTEM BOARD CHAIRMAN,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, MICHAEL  CABONARGI, BOARD OF REVIEW- COMMISSIONER,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, PATRICK THOMPSON, CHICAGO ALDERMAN,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, RON DENARD, CHICAGO PUBLIC SCHOOLS VP FINANCE,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, STEVE LUX, CHICAGO PARK DISTRICT CFO,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, SUSANA MENDOZA, CITY OF CHICAGO CLERK,LAURENCE MSALL ,Event,SPECIAL EVENT - 2016 - ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,06/29/2016,THE CIVIC FEDERATION, TOM MCKONE, CTA VICE PRESIDENT FOR BUDGET AND MANAGEMENT,LAURENCE MSALL ,Event,2016 ANNUAL CIVIC AWARDS LUNCHEON
THE CIVIC FEDERATION,12/08/2016,THE CIVIC FEDERATION, ARNOLD  RANDALL, GENERAL SUPERINTENDENT- FPDCC,LAURENCE MSALL ,Event,25TH ANNUAL MOTOROLA SOLUTIONS FOUNDATION EXCELLENCE IN PUBLIC SERVICE AWARD BREAKFAST
THE CIVIC FEDERATION,12/08/2016,THE CIVIC FEDERATION, BRIAN HAMER," CHIEF OF STAFF, OF BOARD PRESIDENT",LAURENCE MSALL ,Event,25TH ANNUAL MOTOROLA SOLUTIONS FOUNDATION EXCELLENCE IN PUBLIC SERVICE AWARD BREAKFAST
THE CIVIC FEDERATION,12/08/2016,THE CIVIC FEDERATION, DEBRA SHORE, MWRD COMMISSIONER,LAURENCE MSALL ,Event,25TH ANNUAL MOTOROLA SOLUTIONS FOUNDATION EXCELLENCE IN PUBLIC SERVICE AWARD BREAKFAST
THE CIVIC FEDERATION,12/08/2016,THE CIVIC FEDERATION, FELICIA DAVIS, CHICAGO PUBLIC BUILDING COMMISSION EXECUTIVE DIRECTOR,LAURENCE MSALL ,Event,25TH ANNUAL MOTOROLA SOLUTIONS FOUNDATION EXCELLENCE IN PUBLIC SERVICE AWARD BREAKFAST
THE CIVIC FEDERATION,12/08/2016,THE CIVIC FEDERATION, JAMES CAPPLEMAN, CHICAGO ALDERMAN,LAURENCE MSALL ,Event,25TH ANNUAL MOTOROLA SOLUTIONS FOUNDATION EXCELLENCE IN PUBLIC SERVICE AWARD BREAKFAST
THE CIVIC FEDERATION,12/08/2016,THE CIVIC FEDERATION, JOE MOORE, CHICAGO ALDERMAN,LAURENCE MSALL ,Event,25TH ANNUAL MOTOROLA SOLUTIONS FOUNDATION EXCELLENCE IN PUBLIC SERVICE AWARD BREAKFAST
THE CIVIC FEDERATION,12/08/2016,THE CIVIC FEDERATION, KEVIN IRVINE, CHICAGO TRANSIT BOARD MEMBER,LAURENCE MSALL ,Event,25TH ANNUAL MOTOROLA SOLUTIONS FOUNDATION EXCELLENCE IN PUBLIC SERVICE AWARD BREAKFAST
THE CIVIC FEDERATION,12/08/2016,THE CIVIC FEDERATION, KURT SUMMERS, CITY OF CHICAGO TREASURER,LAURENCE MSALL ,Event,25TH ANNUAL MOTOROLA SOLUTIONS FOUNDATION EXCELLENCE IN PUBLIC SERVICE AWARD BREAKFAST
THE CIVIC FEDERATION,06/26/2017,THE CIVIC FEDERATION, ARNOLD  RANDALL, GENERAL SUPERINTENDENT- FPDCC,LAURENCE MSALL ,Event,2017 ANNUAL CIVIC AWARDS LUNCHEON HONORING ILENE GORDON AND PNC
