Case Number,Open Date,Close Date,Description,Year,Type,Sub-Type
20161390,04/20/2016,07/01/2016,"From: communications@wsscwater.com [mailto:conf-284124932@everbridge.net] 
Sent: Sunday, April 17, 2016 4:42 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 9201 Sligo Creek Pkw, Silver Spring. Began @ 3:19pm. Estim. flow 1 gal/min. SSO [ONGOING @ 4:10pm]. Cause is unknown. WO#2516723. UC on call is Richard Thompson.

From: communications@wsscwater.com [mailto:conf-284160096@everbridge.net] 
Sent: Sunday, April 17, 2016 5:15 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 9201 Sligo Creek Pkw, Silver Spring ended. Began @ 3:19pm. Ended @ 5:00pm. Estim. flow 1 gal per min. Cause is unknown.",2016,Water Quality,Overflows
19291,07/13/2007,03/19/2008,As reported by WSSC on 07/13/07 at 3:45AM and referred by Melissa from call tracking: - Overflowing manhole at 6719 Selkirk Drive in Bethesda. Overflowed approx. 20 gallons. Did not enter any waterways.�,2007,Water Quality,Overflows
19412,08/20/2007,09/11/2007,"Referred by melissa from hotline: - Overflow at 2701 Harris Avenue Silver Spring 1/2 gallon per minute total of 83 gallons. Started at 2:58pm completed at 5:45pm cause was hard reef blockage,
entered no waterways. �
8/20/2007 8:10 AM�",2007,Water Quality,Overflows
19507,09/18/2007,09/18/2007,"Referred by melissa from hotline: - Sanitary overflow event at 314 Frederick Avenue in Gaithersburg. Initial call came in at 2:47, they have confirmed there is a manhole overflowing at 3 gallons
per minute that is hitting an unidentified stream. �
9/18/2007 8:06",2007,Water Quality,Overflows
18912,04/23/2007,05/02/2007,"Referred by melissa from hotline-call tracking: - 6713 Eastern Avenue Takoma Park, 2 gallons per minute on broken sewer pipe. Crew is on the scene repairing at time of call. �
4/23/2007 8:40 AM�",2007,Water Quality,Overflows
20123,03/26/2008,04/22/2008,"Referred by Greg Mallick from DEP hot line: WSSC reports and overflowing sewer manhole at 15150 Red Cedar Drive in Burtonsville, MD. The manhole is reportedly overflowing at 3 gallons per minute in a wooded area and is entering an�unknown creek. A WSSC maintenance crew is currently on-site trying to clear the line.�",2008,Water Quality,Overflows
18684,02/26/2007,02/26/2007,"On 01/30/2007 at 6:29PM WSSC provided notification: = WORK ORDER(S): 6761761 6761746, SOURCE: OVERFLOWING MH MH13015013, WATER AFFECTED: MUDDY BRANCH, CAUSE: UNKNOWN, EST OVERFLOW VOLUME: 82 GALS., FOUND MH 013U OVERFLOWING .05 GPM IN RIGHT OF WAY. JETTED FROM MH014U 
THROUGH MH013U TO MH002U 350FT FOUND AND RELIEVED HARD STOPPAGE. THE 
CREW SPREAD 15 BAGS OF LIME AND POSTED 6 SIGNS   �",2007,Water Quality,Overflows
20303,05/05/2008,07/17/2008,"Referred by greg mallick from hotline, recorded on 05/04/08, 4:01AM: - WSSC Sewer overflow and clean up. lasted for 2hours and 10 minutes at 5 gallons per minute, which brought the total to 630 gallons. at 20000 frederick rd. germantown.�",2008,Water Quality,Overflows
20205,04/14/2008,05/05/2008,Referred by melissa from call tracking: - Reporting overflow at 20 Apple Grove Road in Silver Spring at the rate of 1/gal per minute. No waterways are affected. Inital call came in at 1:45 today and is still ongoing. 4/11/2008 3:26 PM�,2008,Water Quality,Overflows
19950,02/04/2008,02/21/2008,"Referred by melissa from call tracking: - Air relief on a pressure sewer main that leaked a total of less than five gallons. 5 Jonesville Court Poolesville. No waterways affected. �
2/1/2008 1:20 PM�",2008,Water Quality,Overflows
20152029,08/04/2015,08/27/2015,"From: communications@wsscwater.com [mailto:conf-1351381391@everbridge.net] 
Sent: Thursday, July 30, 2015 12:14 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @13208 Maplecrest Dr, Rockville. Began @ 9:34am. Estim. flow 71 gal. SSO [ OR ENDED @ 10:45am]. Cause is hard UNKNOWN. WO#2436177. UC on call is Charles Weedon.

From: communications@wsscwater.com [mailto:conf-1351479661@everbridge.net] 
Sent: Thursday, July 30, 2015 12:18 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 13208 Maplecrest Dr., Rockville ended. Began @9:34am. Ended @ 10:45am. Estim. flow 71 gal. Cause is hard UNKNOWN.",2015,Water Quality,Overflows
20152090,08/24/2015,08/28/2015,"From: communications@wsscwater.com [mailto:conf-1664241663@everbridge.net] 
Sent: Friday, August 21, 2015 1:25 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 5910 Anniston Rd, Bethesda. Began @ 10:19am. Estim. flow 1 gal/min. SSO [ENDED @ 1:05pm]. Cause is UNKNOWN. WO#2441896. UC on call is Richard St John.

From: communications@wsscwater.com [mailto:conf-1666016213@everbridge.net] 
Sent: Friday, August 21, 2015 7:34 PM
Subject: OPS: SSO Lvl 1 ENDS


Update Lvl 1 SSO @ 5910 Anniston Rd, Bethesda ended. Began @ 10:19am. Ended @ 4:00pm. Estim. flow 1 gal. Cause is Debris.
This overflow has been determined to be a non-reportable event. The overflow was contained to an impervious surface and cleaned up so that there was no direct or potential pollution to waters of the state.",2015,Water Quality,Overflows
20152031,08/04/2015,08/31/2015,"From: communications@wsscwater.com [mailto:conf-1434654451@everbridge.net] 
Sent: Monday, August 03, 2015 1:12 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 12565 Ansin Circle Dr. Potomac. Began @ 9:16am. Estim. flow less than 1,000 gal total. SSO ENDED @ 11:33am]. Cause is tree roots. WO#2438113. UC on call is Timothy Riddle.

From: communications@wsscwater.com [mailto:conf-1434834881@everbridge.net] 
Sent: Monday, August 03, 2015 1:14 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 12565 Ansin Circle Dr. ended. Began @ 9:16am. Ended @ 11:33am. Estim. flow less than 1,000 gal. Cause is tree roots.",2015,Water Quality,Overflows
20152082,08/20/2015,09/01/2015,"From: communications@wsscwater.com [mailto:conf-1648270861@everbridge.net] 
Sent: Wednesday, August 19, 2015 3:48 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 18422 Allspice Dr, Germantown. Began on 8/17/15 @ 12pm . Estim. flow 35 gal. SSO Ended on 8/17/15 @ 12:01pm]. Cause is Clogged bypass pump. WO# 2441401. UC on call is Charles Weedon.

From: communications@wsscwater.com [mailto:conf-1648276217@everbridge.net] 
Sent: Wednesday, August 19, 2015 3:51 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 18422 Allspice Dr. Germantown ended. Began on 8/17/15 @ 12:00pm. Ended on 8/17/15 @ 12:01pm. Estim. flow 35 gal. Cause is Clogged bypass pump.",2015,Water Quality,Overflows
20152163,09/02/2015,09/14/2015,"From: communications@wsscwater.com [mailto:conf-1708609499@everbridge.net] 
Sent: Tuesday, September 01, 2015 11:49 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 4405 Highland Ave, Chevy Chase. Began @ 10:11am. Estim. flow 5 gal/total. SSO [ENDED @ 11:25am]. Cause is UNKNOWN. WO#2444051. UC on call is Richard St. John

From: communications@wsscwater.com [mailto:conf-1708629881@everbridge.net] 
Sent: Tuesday, September 01, 2015 11:59 AM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 4405 Highland Ave, Chev Chase ended. Began @ 10:11am. Ended @ 11:26am. Estim. flow 5 gal. Cause is UNKNOWN.",2015,Water Quality,Overflows
20152238,09/21/2015,09/23/2015,"From: communications@wsscwater.com [mailto:conf-1810980867@everbridge.net] 
Sent: Sunday, September 20, 2015 9:34 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @10111 Cedar Ln, Kensington. Began @ 7:25pm. Estim. flow 1 gal. SSO ONGOING ]. Cause is UNKNOWN. WO#2450718. UC on call is Robert Thomas.

From: communications@wsscwater.com [mailto:conf-1812584409@everbridge.net] 
Sent: Monday, September 21, 2015 11:13 AM
Subject: OPS: SSO Lvl 2

Lvl 2 SSO @ 10111 Cedar Lane. Began @ 7:25pm Ended @ 11:00 PM 9/20/15. Estim. 20 gallons Total. into (Rock Creek).",2015,Water Quality,Overflows
20152269,10/01/2015,10/12/2015,"From: communications@wsscwater.com [mailto:conf-1854874281@everbridge.net] 
Sent: Wednesday, September 30, 2015 3:57 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 17807 Millhaven Ter., Germantown. Began @ 2:33pm. Estim. flow less than 1 gal total. SSO [ENDED @ 3:35pm]. Cause is Flushable whipes. WO#2455054. UC on call is Charles Weedon.

From: communications@wsscwater.com [mailto:conf-1854935093@everbridge.net] 
Sent: Wednesday, September 30, 2015 4:03 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 17807 Millhaven Ter., ended. Began @ 2:33pm. Ended @ 3:35pm. Estim. flow less than 1 gal total. Cause is Flushable whipes.",2015,Water Quality,Overflows
20151997,07/29/2015,11/03/2015,"**FIRST OVERFLOW**  Update-Force/Pressure Sewer Break @ 2110 Rose Theatre Cir, Olney. Began @ 4:12pm. Estim. flow rate is unknown. Estim. 10 gals per min. of sewer overflowed. WO#2434218. UC on call is Charles Weedon. Sewer flowing into unknown water way.

Force/Pressure Sewer Break @ 2110 Rose Theatre Cir, Olney. Began 7/28/15 @ 4:12pm. Ended 7/29/15 @ 10:40am Estim. 460,320 gal. of sewer overflowed. Cause is Force Main Failure WO#2434218. UC on call is Richard Thompson.",2015,Water Quality,Overflows
20152430,11/10/2015,11/16/2015,"From: communications@wsscwater.com [mailto:conf-2054446637@everbridge.net] 
Sent: Monday, November 09, 2015 4:17 PM
Subject: OPS: SSO Lvl 1


Level 1 SSO @ 14024 Wagon Way, Silver Spring. Began @ 8:30pm on 11/7/15. Estim. flow 1/2 gal. SSO ended @ 9:00pm on 11/08/15. Cause is grinder pump check valve. WO#2470516. UC on call is Richard Thompson.",2015,Water Quality,Overflows
20152394,11/03/2015,11/24/2015,"From: communications@wsscwater.com [mailto:conf-2016643639@everbridge.net] 
Sent: Saturday, October 31, 2015 6:40 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 5012 Tothill Dr, Olney. Began @ 3:00pm. Estim. flow1/2 gal/min. SSO ended @ 4:30pm. Cause is UNKNOWN. WO#2467342. UC on call is Tom Green.

From: communications@wsscwater.com [mailto:conf-2016644497@everbridge.net] 
Sent: Saturday, October 31, 2015 6:44 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 5012 Tothill Dr, Olney ended. Began @ 3:00pm. Ended @ 4:30pm. Estim. flow 9-10 gals. Cause is unknown.",2015,Water Quality,Overflows
20152511,12/07/2015,12/28/2015,"Lvl 1 SSO @ 2405 Westview Dr, Silver Spring ended. Began @ 11:26am. Ended @ 4:00pm. Estim. flow 1 gal per min. Cause is unknown.",2015,Water Quality,Overflows
20152592,12/29/2015,01/04/2016,"From: communications@wsscwater.com [mailto:conf-1699284764@everbridge.net] 
Sent: Saturday, December 26, 2015 4:41 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 11849 Peppervine Dr, Clarksburg. Began @ 11:05am. Estim. flow 10 gals. Cause is rocks in c/o @ property line. WO#2482254. UC on call is Thomas Green.

From: communications@wsscwater.com [mailto:conf-1705857930@everbridge.net] 
Sent: Monday, December 28, 2015 4:19 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 11849 Peppervine Dr, Clarksburg ended on 12/26/15, began @ 11:05am and ended @ 4:10pm. Estim. flow 10 gallons total. Cause is debris.",2015,Water Quality,Overflows
20161116,02/09/2016,02/25/2016,"From: communications@wsscwater.com [mailto:conf-1988182976@everbridge.net] 
Sent: Monday, February 08, 2016 9:07 PM
Subject: OPS: SSO Lvl 2

Lvl 2 SSO @ 8700 Piney Branch Rd, Silver Spring. Began @ 02:19pm. Ended @ 06:00pm. Estim. unknown amount of gallons into Sligo Creek Waterway.

From: communications@wsscwater.com [mailto:conf-1988300440@everbridge.net] 
Sent: Monday, February 08, 2016 9:26 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 8700 Piney Branch Rd, Silver Spring ended. Began @ 02:19pm. Ended @ 06:00pm. Estim. flow 2 GPM. Cause is heavy grease and debris.",2016,Water Quality,Overflows
20161122,02/10/2016,03/02/2016,"From: communications@wsscwater.com [mailto:conf-2003821064@everbridge.net] 
Sent: Wednesday, February 10, 2016 2:07 PM
Subject: OPS: SSO Lvl 2 Water way

Lvl 2 SSO @ 7200 Flower AVE, Takoma Park. Began @ 2/9/16 at 11:24am. Estim. flow 60 gal/total. SSO ENDED on 2/9/16 @ 11:30am]. Cause is broken pipe. WO#2493410. UC on call is Rob Thomas.",2016,Water Quality,Overflows
20161109,02/08/2016,03/03/2016,"From: communications@wsscwater.com [mailto:conf-1977106244@everbridge.net] 
Sent: Sunday, February 07, 2016 9:40 PM
Subject: OPS: SSO Lvl 2 FORCE MAIN

Force/Pressure Sewer Break @ 17908 Toboggan Ln, Rockville. Began @ 4:13pm. Estim. flow rate is 1 gal per min. Estim. unknown gals. of overflow. WO#2492747. UC on call is Richard Thompson. Crew is on site to stop leak on street side pressure sewer leak. Not going into any waterway.

WSSC will investigate, relieve/repair, and restore the affected area. Please check WSSC's website for details and updates. https://www.wsscwater.com/customer-service/emergency-water-problems/sanitary-sewer-overflow-reports.html",2016,Water Quality,Overflows
20161141,02/17/2016,03/08/2016,"From: communications@wsscwater.com [mailto:conf-2021043572@everbridge.net] 
Sent: Friday, February 12, 2016 12:16 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 9800 Hastings Dr, Silver Spring. Began @ 9:49am. Estim. flow 5 gal/min. SSO [ONGOING ]. Cause is UNKNOWN. WO#2493933. UC on call is Thomas Williams.

From: communications@wsscwater.com [mailto:conf-2021666898@everbridge.net] 
Sent: Friday, February 12, 2016 12:33 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 9800 Hastings Dr, Silver Spring ended. Began @ 9:49am. Ended @ 12:10pm. Estim. flow 705 gal. Cause is Roots. 

 

 
If you have recieved this message in error, please reply to:

communications@wsscwater.com 




WSSC will investigate, relieve/repair, and restore the affected area. Please check WSSC's website for details and updates. https://www.wsscwater.com/customer-service/emergency-sewerwater-problems/sanitary-sewer-overflow-reports.html

 

 
If you have recieved this message in error, please reply to:

communications@wsscwater.com",2016,Water Quality,Overflows
20161127,02/12/2016,03/09/2016,"From: communications@wsscwater.com [mailto:conf-2008658308@everbridge.net] 
Sent: Thursday, February 11, 2016 1:34 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 11700 Lockwood Dr RW13. Silver Spring Began @ 11:10am. Estim. flow 25 gal/min. SSO [ONGOING ]. Cause is UNKNOWN. WO# 2493649. UC on call is Jason Brown.

From: communications@wsscwater.com [mailto:conf-2014761302@everbridge.net] 
Sent: Thursday, February 11, 2016 6:47 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 11700 Lockwood Dr. RW, Silver Spring ended. Began @ 11:10 am. Ended @ 6:15pm. Estim. flow 25 gal/min. Cause is UNKNOWN.",2016,Water Quality,Overflows
20161210,03/08/2016,03/22/2016,"From: communications@wsscwater.com [mailto:conf-44342248@everbridge.net] 
Sent: Monday, March 07, 2016 9:07 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 6637 Eastern Ave, Takoma Park. Began @ 7:40am. Estim. flow 1 gal/min. SSO [ONGOING ]. Cause is UNKNOWN. WO#2504139. UC on call is Joe Fulton.

From: communications@wsscwater.com [mailto:conf-46728974@everbridge.net] 
Sent: Monday, March 07, 2016 2:35 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 6637 Eastern Ave, Takoma Park ended. Began @ 7:40am. Ended @ 2:00pm. Estim. flow 380 gal. Cause is Rags & Broken Pipe.",2016,Water Quality,Overflows
20161209,03/08/2016,04/11/2016,"From: communications@wsscwater.com [mailto:conf-48331362@everbridge.net] 
Sent: Monday, March 07, 2016 8:01 PM
Subject: OPS: SSO Lvl 1


Lvl 1 SSO @ 5318 King Charles Way, Bethesda. Began @ 5:17 pm. Estim. flow total 2-3 gallons. SSO evidence of overflow from clean out at property line. Cause is unknown. WO#2504321. UC on call is Tom Green.

From: communications@wsscwater.com [mailto:conf-48386660@everbridge.net] 
Sent: Monday, March 07, 2016 8:37 PM
Subject: OPS: SSO Lvl 1 ENDS


Lvl 1 SSO @5318 King Charles Way, Bethesda ended. Began @ 5:17pm. Ended @ 5:40pm. Estim. flow 2-3 gallons total. Cause is unknown.",2016,Water Quality,Overflows
20161335,04/11/2016,04/11/2016,"From: communications@wsscwater.com [mailto:conf-186746136@everbridge.net] 
Sent: Thursday, March 31, 2016 7:48 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 13810 Connecticut Ave, Silver Spring. Began @ 05:35pm. Estim. flow 1 gal per min. SSO ENDED @ 7:30pm Cause is soft UNKNOWN. WO#2510650. UC on call is Tom Green.

From: communications@wsscwater.com [mailto:conf-186757996@everbridge.net] 
Sent: Thursday, March 31, 2016 7:54 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 13810 Connecticut Ave, Silver Spring ended. Began @ 5:53pm. Ended @ 7:30pm. Estim. flow 1 gal per min. Cause is soft UNKNOWN.",2016,Water Quality,Overflows
20161178,02/29/2016,04/29/2016,"From: communications@wsscwater.com [mailto:conf-2140342196@everbridge.net] 
Sent: Friday, February 26, 2016 9:15 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 12806 Tamarack Rd., SIlver Spring. Began @ 05:11pm. Estim. flow 0 gal/min. SSO ENDED @ 07:45pm]. Cause is UNKNOWN at this time. WO#2501134. UC on call is Robert Thomas.

From: communications@wsscwater.com [mailto:conf-2140346546@everbridge.net] 
Sent: Friday, February 26, 2016 9:21 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 12806 Tamarack Rd., Silver Spring ended. Began @ 05:11pm. Ended @ 07:45pm. Estim. flow 0 gal. Cause is UNKNOWN at this time.",2016,Water Quality,Overflows
20161344,04/13/2016,05/05/2016,"From: communications@wsscwater.com [mailto:conf-250136716@everbridge.net] 
Sent: Monday, April 11, 2016 9:03 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 9801 Stoneybrook Dr, Kensington. Began @ 8:21am. Estim. flow 1/4 gal/min. SSO [ONGOING]. Cause is UNKNOWN. WO#2513991. UC on call is Thomas Williams

From: communications@wsscwater.com [mailto:conf-253556414@everbridge.net] 
Sent: Monday, April 11, 2016 1:56 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 9801 Stoneybrook Dr, Kensington ended. Began @ 8:21am. Ended @ 1:00pm. Estim. flow 140 gal. Cause is Roots. 




 

 
If you have recieved this message in error, please reply to:

communications@wsscwater.com",2016,Water Quality,Overflows
20162416,10/31/2016,11/30/2016,"From: communications@wsscwater.com [mailto:conf-313808085@everbridge.net] 
Sent: Sunday, October 30, 2016 8:38 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 2006 Shorefield Rd., Silver Spring. Began @ 5:43pm. Estim. flow 1/2 gal per min. SSO ENDED @ 08:00pm. Cause is UNKNOWN. WO#2577290. UC on call is Thomas Williams.

From: communications@wsscwater.com [mailto:conf-313856709@everbridge.net] 
Sent: Sunday, October 30, 2016 9:00 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 2006 Shorefield Rd., Silver Spring ended. Began @ 5:43pm . Ended @ 8:00pm. Estim. flow 67 gal. Cause is heavy roots.",2016,Water Quality,Overflows
20161337,04/11/2016,07/01/2016,"From: communications@wsscwater.com [mailto:conf-245834292@everbridge.net] 
Sent: Saturday, April 09, 2016 4:05 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 12029 Veirs Milli Rd, Silver Spring. Began @ 1:21pm. Estim. flow 1 gal/min. SSO [ENDED @ 3:45pm]. Cause is Grease and Rags. WO#2513873. UC on call is Joe Fulton.

From: communications@wsscwater.com [mailto:conf-246125970@everbridge.net] 
Sent: Saturday, April 09, 2016 7:55 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 12029 Viers Mill RD, Silver Spring ended. Began @ 1:21pm. Ended @ 3:45pm. Estim. flow .05gal. Cause is heavy grease and rags.",2016,Water Quality,Overflows
20161568,06/02/2016,07/08/2016,"From: communications@wsscwater.com [mailto:conf-574578230@everbridge.net] 
Sent: Tuesday, May 31, 2016 1:16 PM
Subject: OPS: SSO Lvl 1


Lvl 1 SSO @ 23465 Arora Hills Dr, Clarksburg. Began @ 11:16am. Estim. flow 1/3 gal/Total of Paper. SSO [ONGOING ]. Cause is UNKNOWN. WO#2531174. UC on call is Richard Thompson.

From: communications@wsscwater.com [mailto:conf-582429896@everbridge.net] 
Sent: Wednesday, June 01, 2016 4:56 PM
Subject: OPS: SSO Lvl 1 ENDS


Update Lvl 1 SSO @ 23465 Arora Hills Drive, Clarksburg ended. Began 5/31/16 @ 11:16am. Ended 5/31/16 @ 12:00pm. Estim. flow 1 gal. Cause is Debris (rags).",2016,Water Quality,Overflows
20161911,07/12/2016,07/28/2016,"From: communications@wsscwater.com [mailto:conf-886077162@everbridge.net] 
Sent: Monday, July 11, 2016 12:00 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 10700bkstrw Falls Rd, Potomac. Began @ 10:08am. Estim. flow 1 gal/min. SSO [ONGOING ]. Cause is UNKNOWN. WO#2542338. UC on call is Jason Brown.",2016,Water Quality,Overflows
20161910,07/12/2016,07/28/2016,"From: communications@wsscwater.com [mailto:conf-860561044@everbridge.net] 
Sent: Thursday, July 07, 2016 10:22 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 6807 Bradley Blvd, Bethesda. Began @ 9:25am. Estim. flow 4 gal/min. SSO [ONGOING @ 9:51am]. Cause is UNKNOWN. WO#2541646. UC on call is Jason Brown.

From: communications@wsscwater.com [mailto:conf-862348550@everbridge.net] 
Sent: Thursday, July 07, 2016 2:47 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 6807 Bradley Blvd, Bethesda ended. Began @ 9:25am. Ended @ 1:00pm. Estim. flow 849 gal. Cause is grease and rags.",2016,Water Quality,Overflows
20161945,07/21/2016,08/04/2016,"From: communications@wsscwater.com [mailto:conf-957707234@everbridge.net] 
Sent: Wednesday, July 20, 2016 3:18 PM
Subject: OPS: SSO Lvl 1

Update Lvl 1 SSO @ 10405 Lewis Dr, Damascus. Began @ 8:15am. Estim. tot flow 15 gal. SSO [ ENDED @ 12:14pm]. Cause is UNKNOWN. WO#2544699. UC on call is Richard Thompson.

From: communications@wsscwater.com [mailto:conf-958734590@everbridge.net] 
Sent: Wednesday, July 20, 2016 4:58 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 10405 Lewis ended. Began @ 8:15am. Ended @ 12:14pm. Estim. tot flow 20gal. Cause is UNKNOWN. [[contractor will clean up sewage.",2016,Water Quality,Overflows
20162106,08/15/2016,08/15/2016,"From: communications@wsscwater.com [mailto:conf-1125053410@everbridge.net] 
Sent: Saturday, August 13, 2016 8:04 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 916 Beacon Square Ct., Gaithersburg. Began @ 3:43pm. Estim. flow less than 1/2 gal/min. SSO ENDED @ 6:45pm. Cause is grease. WO#2555480. UC on call is Tom Williams.

From: communications@wsscwater.com [mailto:conf-1125061944@everbridge.net] 
Sent: Saturday, August 13, 2016 8:13 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 916 Beacon Square Ct., Gaithersburg. Began @ 3:43pm. Estim. flow less than 1/2 gal/min. SSO ENDED @ 6:45pm. Cause is grease. WO#2555480.",2016,Water Quality,Overflows
20162135,08/23/2016,09/07/2016,"From: communications@wsscwater.com <conf-1192680868@everbridge.net>
Sent: Saturday, August 20, 2016 9:28 PM
Subject: OPS: SSO Lvl 1 

 Lvl 1 SSO @ 9816 Parkwood Rd, Bethesda. Began @ 8:55pm. Estim. flow 3 gal per min. SSO is ongoing . Cause is unknown. WO#2556925. UC on call is Thomas William.
 
From: communications@wsscwater.com <conf-1195035732@everbridge.net>
Sent: Sunday, August 21, 2016 4:01 PM
Subject: OPS: SSO Lvl 1 ENDS 
 
 Lvl 1 SSO @ 9816 Parkwood Dr, Bethesda ended. Began @ 10:00pm. Ended @ 11:45pm. Estim. flow 210 gal. Cause is grease & rags.",2016,Water Quality,Overflows
20162134,08/23/2016,09/30/2016,"From: communications@wsscwater.com <conf-1184566580@everbridge.net>
Sent: Friday, August 19, 2016 4:59 PM
Subject: OPS: SSO Lvl 1 
 
 Lvl 1 SSO @ 16910 Georgia Ave, Olney. Began @ 3:35pm. Estim. flow 1 gal/min. SSO on-going. Cause is UNKNOWN. WO#2556850. UC on call is Tom Green.

From: communications@wsscwater.com <conf-1186857856@everbridge.net>
Sent: Friday, August 19, 2016 9:49 PM
Subject: OPS: SSO Lvl 1 ENDS 

 Lvl 1 SSO @ 16910 Georgia Ave, Olney ended. Began @ 3:35 pm. Ended @ 9:15 pm. Estim. flow 340 gals. Cause is UNKNOWN. It has been determined to be an  on-site  manhole.
 
 
 

 

  

If you have recieved this message in error, please reply to:


communications@wsscwater.com",2016,Water Quality,Overflows
20162136,08/23/2016,09/30/2016,"From: communications@wsscwater.com <conf-1193265796@everbridge.net>
Sent: Saturday, August 20, 2016 11:23 PM
Subject: OPS: SSO Lvl 1 
 
 Lvl 1 SSO @ 7002 Braeburn Ct, Bethesda. Began @ 8:00pm. Estim. flow 5 gal. SSO ongoing. Cause is unknown. WO#2556930. UC on call is Tom Green.
 
From: communications@wsscwater.com <conf-1195508848@everbridge.net>
Sent: Sunday, August 21, 2016 7:56 PM
Subject: OPS: SSO Lvl 1 ENDS 

 Lvl 1 SSO @ 7002 Braeburn Ct, Bethesda ended. Began @ 8:00pm. Ended @ 12:00am. Estim. flow 5 gals. Cause is unknown.",2016,Water Quality,Overflows
20162119,08/18/2016,10/12/2016,"From: communications@wsscwater.com [mailto:conf-1150255526@everbridge.net] 
Sent: Tuesday, August 16, 2016 3:26 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 2138 Rose Theate Cir, Olney. Began @ 10:00am Estim. flow 5 gal. SSO [ ENDED @ 10:10am]. Cause is contractor released sewer from pressure valve. WO# 2555982. UC on call is Richard Thompson.

From: communications@wsscwater.com [mailto:conf-1150647084@everbridge.net] 
Sent: Tuesday, August 16, 2016 3:29 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 2138 Rose Theatre Cir, Olney ended. Began @ 10:00am. Ended @ 10:10am. Estim. flow 5 gal. Cause is contractor released sewer from pressure valve.",2016,Water Quality,Overflows
20162357,10/17/2016,10/20/2016,"From: communications@wsscwater.com [mailto:conf-180351059@everbridge.net] 
Sent: Wednesday, October 12, 2016 11:37 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 10101 Lewis Drive, Damascus. Began on 10/09/16 @ 2:16pm. Estim. flow 2 gal. SSO [ ENDED on 10/9/16 @ 11:05pm]. Cause is a hole in copper pipe to grinder pump WO#2571672. UC on call is Richard Thompson.

From: communications@wsscwater.com [mailto:conf-180360189@everbridge.net] 
Sent: Wednesday, October 12, 2016 11:40 AM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @10101 Lewis Dr., Damascus ended. Began on 10/09/16 @ 2:16 pm Ended on 10/09/16 @ 11:05 pm. Estim. flow 2 gal. Cause is a hole in copper pipe to Grinder Pump.",2016,Water Quality,Overflows
