PEPID,Inspection ID,Observation,Comments
3936,4214,,
24178,105593,Public urination/defecation,
22267,46304,,
25858,117843,Other patron complaints or suggestions,"Gate is misaligned and difficult to close properly, and drinking fountain is often clogged with stagnant water."
21003,43147,,
25835,117584,Unleashed dogs,4 dogs on lower lawn area.
9689,27602,,Abadoned white mini-van adj triangle on St. Lawrence Ave and Cross Bro
12160,31273,,
25855,117800,Smoking/cigarette butts inside park,Many people smoking throughout pk
17290,37741,,
25829,117537,Homeless persons present,Displaced person(s) sleeping on benches adj. Washington Sq. E.
10705,29075,,
19733,41204,,
5829,557,,
22356,54470,,
22441,65413,,large encampment in natural area btw baseball fields # 4 & # 6 adj to water basin.Photos taken from a distance for safety reasons.
22604,84165,,Encampment in SE part of Zone's natural area btw pond & Belt Pkwy
25889,117969,Drainage issues/standing water,Standing water just north of central lawn area adj Buffalo Ave.
22346,52829,,
15940,36117,,
22307,48444,,
16252,36505,,
15121,35097,,
22430,63537,,
22283,47001,,
25849,117453,Illegal vehicles/dirt bikes,Property used for public parking.
14462,34281,,
25859,117850,Homeless (or other) encampment,Heavy number of homeless encampments along upper dirt path between 150th + 155th Sts.
12990,32484,,
22409,61446,,Just north of pk house.
25847,117698,Drainage issues/standing water,"Water within MPPA, rainfall previous day"
16980,37390,,
25896,117995,Homeless (or other) encampment,Multiple large encampments underneath Washington Bridge.
11497,30235,,busness parking cars on sidewalk
22716,89101,,homeless along Jewel Av encampment mid way btw VWE & GCP
22415,62356,,
11613,30530,,
22504,74918,,
22524,77753,,Tent located in natural area at western edge of lake.
3081,5008,,Dog at parks building adj Van Wyck.
12691,32113,,
22456,68069,,
11187,29746,,adj to natural area and right field.
10372,28588,,
22491,72250,,
22338,51711,,Along 129th Av
453,14840,,
6421,17261,,"Homeless Encampment in natural area behind the 210th St. Plgd, and adj"
3291,4513,,
25886,117947,Insect infestation,"Patrons showed Inspector Larvae condition causing mosquitos under bench adj sprinkler area, southernmost section of playground."
18400,39249,,Heavy presence of what appears to be the homeless on Mall. On Allen St
25854,117800,Unleashed dogs,more than a dozen throughout pk
11576,30447,,
22253,44893,,
22485,70954,,
2766,8865,,
25841,117643,Homeless persons present,sleeping on bench n/e side of zone.
22355,54375,,On deteriorated pier opposite 111th St & north end of zone adj bridge @ 125th St.
22437,64670,,
18903,39988,,
22351,53790,,In tunnel @ northern end of site.
10819,29230,,Vehicle parked on grass adj CS.
9530,27402,,
25861,117856,Unsightly paint or repair,contrasting paint cover on MPPA adj benches.
12393,31764,,adj hockey rink and FDR Dr. & on benches by BBCT.
1324,13734,,bikes chained to fence.
22505,74919,,
416,14119,,
23674,103128,Other patron complaints or suggestions,
14250,34025,,Possible homeless encampment present off Ft George Hill between Broadw
22258,45377,,
1029,14274,,
202,8879,,
18273,39002,,
25851,117750,Homeless (or other) encampment,in lawn + small natural area at south end of zone near pedestrian bridge.
22681,87497,,Ballfield
575,15668,,None.
22464,69059,,
22529,78201,,
22380,57784,,
664,15776,,
22453,67920,,
22446,66359,,In natural area adj Northwest edge of lake
22488,71728,,
22481,70523,,
22320,50224,,
25218,112501,Homeless (or other) encampment,
21635,43962,,
1489,13386,,
22571,82664,,
22342,52347,,
22416,62545,,
15856,36003,,
22472,69411,,
18375,39216,,
25870,117908,Homeless (or other) encampment,"Substantial built encampment on Quaker Hill, on top of ridge facing south/Center Drive."
9422,27169,,on A lawn
25843,117649,Smoking/cigarette butts inside park,Patron smoking cigarette inside park.
22758,91387,,Numerous persons appear to be living along shoreline close to rustic shelter.
464,15177,,
12409,31783,,
20277,42162,,
22317,50110,,
2724,9156,,
22480,70453,,West side of cloisters btw wall & HH Pkwy
22389,59513,,
650,15766,,
25852,117771,Homeless persons present,Sleeping on benches throughout site
15791,35927,,
25247,112943,Homeless persons present,
25897,117909,Drainage issues/standing water,in dugout at Stratford Rd
22451,67293,,
22314,50066,,
22690,87732,,
2820,7966,,
22394,59864,,Vehicles parked along Scriven Av adj pk under no parking signs.
25864,117865,Unsightly paint or repair,Unsightly paint on handball court.
20392,42339,,
7230,21927,,
25033,111600,,
2150,10963,,
22359,54685,,
25883,117937,Drug use,"Patrons using drugs (marijuana).  Suspicious activity, drug dealing."
1825,11495,,
5092,788,,
24381,107320,Patrons feeding animals and/or shelters for cats,Popcorn scattered throughout hort area.
25885,117947,Other patron complaints or suggestions,Patron complain of excessive litter & leaves within sprinkler area. Patrons sweep the area themselves for children to use sprinkler to avoid slipping.
25865,117865,Smoking/cigarette butts inside park,"Patron smoking cigarette inside park, and cigarette butts found inside park."
18357,39185,,
25809,117476,Drainage issues/standing water,Drainage issues/standing water at asphalt ballfields.
10610,28957,,
3179,5100,,
12825,32282,,
3447,4674,,
10879,29305,,
18520,39429,,
10960,29399,,construction workers private cars on SW
5868,4414,,
23699,103270,Other patron complaints or suggestions,
19066,40222,,adj closed parking lot
25806,117425,Homeless persons present,Homeless man sleeping in sitting area above CS at Victory blvd & Clove rd
25856,117812,Homeless persons present,sleeping on grass along 34th Ave.
15975,36159,,
25246,112943,Homeless (or other) encampment,
25840,117638,Homeless persons present,Seeping on bench along Grandconcourse close.
25808,117476,Smoking/cigarette butts inside park,Patron smoking cigarette inside park.
25891,117992,Homeless persons present,Homeless persons sleeping opn benches near fountain
22361,54852,,
3722,4004,,
1200,13545,,
3332,4554,,
22337,51378,,Teams using field were cooking on open fire behind bleachers.
12441,31821,,
22261,45634,,
25155,112259,,
25804,117422,Homeless persons present,Person sleeping in BBCT with various personal effects nearby.
9387,27169,,on A lawn
25869,117891,Unleashed dogs,two unleashed dogs on AF
9529,27400,,
22363,54926,,
25887,117978,Decorative fountain not functional,Dolphin fountain in sitting area
25836,117597,Homeless persons present,Large group of homeless men sleeping on benches at North end of park
15120,35096,,
4531,2560,,
25807,117446,Unleashed dogs,On artificial turf field
10589,28924,,
8420,25784,,
22438,64723,,adj field 6
5022,1298,,
3666,3954,,
3751,4032,,
1294,14048,,
22435,64493,,
13150,32663,,
19363,40598,,
10775,29173,,
3776,4054,,
25828,117536,Homeless persons present,Displaced person sleeping in lawn just north of Washington Sq. South
22364,55044,,
22476,70228,,
25857,117803,Homeless persons present,8 homeless person on site .
25850,117736,Unsightly paint or repair,Graffiti cover in natural areas.
22428,63265,,under boardwalk @ W 29th St
13015,32515,,
4161,3723,,
5840,568,,
3775,4053,,"in natural area adj to Softball field, in between the first and third"
25805,117436,Homeless persons present,Sleeping on bench adj 5th Ave.
10935,29369,,adj parking lot
22358,54684,,
25867,117864,Unsightly paint or repair,Unsightly repair of chain-link fence at handball courts.
2344,9617,,
25844,117653,Homeless persons present,Sleeping on lawn south of zone close to soccer field.
15783,35915,,Encampment present off main asphalt path adj Fordham Rd
19261,40462,,
11376,30083,,car parked on brick paved surface adj CS
22517,76213,,
25816,117495,Alcohol use,Alcohol use inside park.
22349,53543,,Patrons are concerned about  the homeless in the pk.
22773,92019,,Unowned dog roaming playground
22455,67940,,SW blocked. Fire Dept uses this site to park their private vehicles.
23132,98289,Patrons feeding animals and/or shelters for cats,Patrons feeding pigeons
25946,118318,Homeless persons present,Sleeping on play equipment
25933,118232,Comfort station in generally poor condition,"Women's stall door does not lock, park workers have complained about this in the past."
25120,112040,Patrons feeding animals and/or shelters for cats,Patrons feeding animals at sidewalk along Parkside Avenue.
24240,106056,Feral animal sighting (not cat shelters),Cats in natural area behind Plgd 06 - Main St & 56th Av
25922,118170,Unique/special feature(s) of site,Farmers Market along Washington Ave betwwen Dekalb Ave and Willoughby Ave.
25962,118363,Comfort station in generally poor condition,CS used as homeless changing station.
25948,118319,Drug use,Men smoking pot @ C&CTS
24348,106958,Patrons feeding animals and/or shelters for cats,bread left in lawn areas off  Driggs Ave.
25499,115398,Patrons feeding animals and/or shelters for cats,several persons feeding pidgeons
25323,113626,Patrons feeding animals and/or shelters for cats,Patron feeding deer found at ballfield.
25995,118583,Homeless persons present,Homeless men spleeping on benches & lawns throughout zone
25909,118053,Homeless persons present,Homeless men on several benches
25924,118175,Other inspector suggestions for improving site,all graffiti and litter hotspots remain from earlier SWEEP inspections this year.
25905,118041,Drug use,Multiple syringe caps and alcohol swabs in corner of east corner of MPPA and along 141st St SW.
25936,118234,Drug use,Marijuana smoking within sitting area next to BBCT
26007,118653,Homeless persons present,Sleeping on bench.
26017,118723,Homeless (or other) encampment,Homeless sleeping on benches
23749,103521,Patrons feeding animals and/or shelters for cats,"Multiple patrons feeding pigeons, scattering seed/bread throughout site."
23993,104768,Feral animal sighting (not cat shelters),2 Roosters roaming around hort area along Fulton av
24767,109949,Patrons feeding animals and/or shelters for cats,Park patron feeding ducks at pond at east side of zone.
26010,118669,Homeless persons present,In sunken landing s/o Zone 2 BFs.
25918,118140,Other patron complaints or suggestions,Nearby homeowner requests anti-parking boulders be placed on mall between 203rd + 204th Sts (malls between 204th + 206th Sts have them) to prevent additional rutting and eroding from adjacent street construction project.
26040,118995,Homeless persons present,two  homeless males sitting on benches north side of zone close to Driggs Ave.
25105,111931,Patrons feeding animals and/or shelters for cats,Pidgeons being fed both N/o Hester st & S/o Rivington st
24321,106779,Patrons feeding animals and/or shelters for cats,Rice dumped on path at 143rd St
25935,118234,Homeless (or other) encampment,"Displaced individual with belongings within parks, southern section of zone."
25774,117215,Patrons feeding animals and/or shelters for cats,pigeon and squirrels in sitting area.
25976,118435,Drainage issues/standing water,Standing water on pedestrian path at northeast side of park.
25931,118061,Other enforcement issues,several persons defecating outside CS on adj PS
22862,96074,Patrons feeding animals and/or shelters for cats,Patrons feeding birds
25919,118153,Homeless persons present,homeless persons in shaded pavilion at 9 St.
25906,118044,Drainage issues/standing water,Sprinkler flooding adj PS and PE areas.
25911,118053,Patrons feeding animals and/or shelters for cats,food being left in hort areas for pidgeons
23170,98612,Patrons feeding animals and/or shelters for cats,Sitting area adj Barclay Av
25968,118399,Unsightly paint or repair,on HBCT.
25991,118575,Exemplary staff performance,Worker on site has a good rapport with patrons.
26026,118811,Unleashed dogs,one unleashed dog along VCP South lawn
24556,108724,Patrons feeding animals and/or shelters for cats,On lawn & ps adj Av P.
26037,118938,Other staff complaints or suggestions,Construction company on site has not protected parks trees on SW along 157th St.
25944,118317,Drug use,many places throughout site
25945,118317,Homeless (or other) encampment,4 areas through site
24076,105295,Patrons feeding animals and/or shelters for cats,rice dumped in tree pit along New Utrecht
25319,113425,Patrons feeding animals and/or shelters for cats,3 locations of cat shelters in natural area btwn garage & service rd near Francis Lewis blvd
24440,107824,Patrons feeding animals and/or shelters for cats,Pieces of bread scattered on ps at upper level of pk.
24420,107678,Patrons feeding animals and/or shelters for cats,Bread crumbs on sidewalk.
25529,115641,Patrons feeding animals and/or shelters for cats,Shelters and food bowls for cats on south side of 190th St.
25349,113883,Patrons feeding animals and/or shelters for cats,cats living in homemade shelters.
23716,103344,Patrons feeding animals and/or shelters for cats,soaked bread with water on asphalt path and SS at adventure station.
23308,99884,Patrons feeding animals and/or shelters for cats,persons feeding and housing cats in natural area next to steps and above pond
25959,118347,Comfort station in generally poor condition,Men's room used as homeless changing station.
25613,116354,Patrons feeding animals and/or shelters for cats,Persons feeding pidgeons
23722,103401,Patrons feeding animals and/or shelters for cats,Woman pouring cat food onto pavement adj WIF along HRD.
24121,105454,Patrons feeding animals and/or shelters for cats,two people feeding pidgeons
23601,102724,Patrons feeding animals and/or shelters for cats,cats throughout the park.  Shelters set up for cats in park adj private parking garage.
25917,118133,Drug use,Patron smoking marijuana
26052,119149,Drug use,4 to 5 males were behaving drug related .
25964,118381,Smoking/cigarette butts inside park,Patrons smoking cigarette inside park.
25992,118584,Unsightly paint or repair,Unsightly paint cover on non parks building within BBCT.
26048,119054,Other staff complaints or suggestions,School staff complained tree limbs over asphalt ballfield need to be prunned.
26030,118872,Smoking/cigarette butts inside park,Patrons smoking cigarette inside park.
25975,118445,Other patron complaints or suggestions,Patron is cleaning & removing weeds from AF #3. He has a permit & his team has a game tommorrow. He says that the AF are not maintained for usage.
25961,118363,Homeless persons present,"Multiple people sleeping on benches throughout zone, mainly near Dana Discovery Center + along 110th St."
24408,107567,Patrons feeding animals and/or shelters for cats,Many pidgeons being fed
25988,118552,Drainage issues/standing water,At sprinkler
25970,118418,Unsightly paint or repair,Motor Pkwy overpass near HBCT heading to Union Tpke.
25953,118348,Homeless persons present,Multiple people sleeping on benches.
25131,112102,Patrons feeding animals and/or shelters for cats,Patrons feeding pigeons bread within sitting area.
25293,113302,Patrons feeding animals and/or shelters for cats,bread throughout site
25938,118260,Prostitution/sexual activity,"Dozens of condom wrappers scattered throughout Alpine Garden, only 2 found."
24456,107973,Patrons feeding animals and/or shelters for cats,Cat boxes in natural area behind garage.
26031,118892,Unsightly paint or repair,Graffiti cover on HBCT wall and surface of BBCT.
24734,109783,Patrons feeding animals and/or shelters for cats,Patrons feeding birds surrounding rocky outcropping at Bronxwood Ave. & Pelham Pkwy North.
25958,118347,Alcohol use,Multiple people obviously intoxicated at site.
25410,114528,Patrons feeding animals and/or shelters for cats,Birdseed @ site.
25963,118368,,Turkeys in plgd.
25920,118154,Homeless persons present,several homeless men in shaded pavilion at Brighton 4 St.
24574,108796,Patrons feeding animals and/or shelters for cats,Throughout zn.
22894,96398,Patrons feeding animals and/or shelters for cats,Patrons feeding pigeons
25199,112568,Patrons feeding animals and/or shelters for cats,Pidgeons being fed adj Holland av & Pelham Pkwy S
26000,118630,Other enforcement issues,Patrons using Handball courts as dog run with several dogs.
25531,115697,Patrons feeding animals and/or shelters for cats,two persons feeding swans in pond
23526,101972,Patrons feeding animals and/or shelters for cats,Patrons feeding pigeons
25923,118171,Unique/special feature(s) of site,Educational program / Health program along Washington Ave and Mrytle Ave.
25290,113294,Patrons feeding animals and/or shelters for cats,Cat colony being fed on boardwalk adj CS
25960,118347,Homeless persons present,Multiple patrons sleeping on benches.
24648,109336,Patrons feeding animals and/or shelters for cats,Feeding Pidgeons
26001,118619,Homeless persons present,Homeless man slepping on bench adj BBCT
25943,118310,Homeless (or other) encampment,10 homeless males and one female on site.
26003,118644,Homeless persons present,Homeless persons present at park.
25610,116353,Patrons feeding animals and/or shelters for cats,Persons feeding Pidgeons
25985,118556,Homeless persons present,Homeless men sleeping on benches
25990,118575,Drug use,Patrons smoking marijuana in BBCT
25350,113883,Patrons feeding animals and/or shelters for cats,cats in hort areas.
25993,118570,Homeless persons present,Homeless men sleeping on benches throughout zone
25903,118032,Smoking/cigarette butts inside park,Patron smoking cigarette at lawns inside park.
25912,118043,,
25204,112634,Patrons feeding animals and/or shelters for cats,two women feeding pidgeons on boardwalk
25845,117659,Patrons feeding animals and/or shelters for cats,Bread thrown throughout site.
25974,118440,Unauthorized presence/truancy,More then a dozen adults without children
25934,118234,Homeless persons present,Displaced individuals sleeping on benches
26038,118976,Drug use,Large number of syringes + caps in area directly underneath 3rd Ave Bridge overpass leading to synthetic turf field.
25699,116891,Patrons feeding animals and/or shelters for cats,Patrons feeding animals adjacent parking lot along Bay Parkway south of Belt Parkway.
26011,118669,Innovative solution being used,"Despite failing for Litter and Glass, this zone is in much better shape than in previous years.  Most concentrations of litter and glass removed, and only a small number of syringes found.  Baby steps."
25899,118024,Other enforcement issues,Police were called by bystanders and there was a suspicious back pack on Manhattan Ave and Newton St leaning agaisnt Link NYC stand.NYC Police removed back pack and left location.
26024,118812,Homeless (or other) encampment,encampment along old aqueduct trail in southern half of zone next to Mosholu pkwy
25932,118229,Homeless persons present,Using goal posts at shelters.
22868,96202,Patrons feeding animals and/or shelters for cats,Patrons feeding pigeons
25981,118503,Unsightly paint or repair,Wall in BBCT
26049,119094,Homeless persons present,on benches throughout interior of site
24341,106768,Patrons feeding animals and/or shelters for cats,Large amount of seeds in hort area.
24611,108972,Patrons feeding animals and/or shelters for cats,Patrons feeding animals at greenstreet.
25433,114674,Patrons feeding animals and/or shelters for cats,Patrons feeding animals at playground.
23032,97491,Patrons feeding animals and/or shelters for cats,Patrons feeding pigeons
25972,118431,Homeless persons present,Displaced individual sleeping on bench
25921,118154,Public urination/defecation,homeless man urinating in shaded pavilion at Brighton 4 St.
25907,118050,Homeless persons present,"Displaced individual present, sitting on bench."
24613,108831,Patrons feeding animals and/or shelters for cats,Patrons feeding animals at greenstreet.
25607,116334,Patrons feeding animals and/or shelters for cats,Persons dumping food in hort area for pidgeons
26009,118669,Drug use,"Scores of syringe caps scattered throughout site, heavy concentrations on sunken landing s/o Zone 2 BF, and rocky outcropping and path behind Sunken Plgd."
25986,118388,Other patron complaints or suggestions,Neighbors request pk be locked @ night due to drug activity.
26028,118830,Unsightly paint or repair,Duct tape used on PE.
25900,118027,Unique/special feature(s) of site,Farmers market along Union St and N 12th St.
25951,118335,Patrons feeding animals and/or shelters for cats,Btn 109th &110th Sts
25957,118347,Drug use,Multiple patrons smoking marijuana.
24665,109413,Patrons feeding animals and/or shelters for cats,Patrons feeding birds at greebstreet.
26047,119061,Homeless persons present,Homeless couple sleeping within French Barricades used to caution mini-sinkhole at Dyckman at & 10 av
25994,118570,Patrons feeding animals and/or shelters for cats,several persons feding pidgeons & sparrows
25447,114870,Patrons feeding animals and/or shelters for cats,"Bread crumbs within lawn @ Ave. S, westside of parkway"
25196,112566,Patrons feeding animals and/or shelters for cats,Patrons feeding pigeons bread in zone.
25929,118179,Homeless persons present,Homeless person present in men's restroom.
26029,118871,Other patron complaints or suggestions,"Patrons complianed they saw a cat-like animal, about 3 feet tall, in the natural area on Zone 1 while walking on the middle path east of the parking lot in zone."
25973,118431,Unleashed dogs,Patron walking two dogs unleashed
25625,116439,Patrons feeding animals and/or shelters for cats,Patrons feeding animals inside park.
26027,118812,Unleashed dogs,One unleashed dog along Croton trail
25021,111600,Patrons feeding animals and/or shelters for cats,adj the flafpole under bench.
25999,118620,Unsightly paint or repair,Constrasting paint on CS walls.
26053,119148,Homeless persons present,Homeless persons present in the men's restroom across from playground near Parade Place & Caton Avenue.
23420,101153,Patrons feeding animals and/or shelters for cats,Near entrance.
26034,118904,Smoking/cigarette butts inside park,Patrons smoking inside park.
24475,108059,Patrons feeding animals and/or shelters for cats,man feeding pidgeons
24062,105198,Patrons feeding animals and/or shelters for cats,Large cat boxes in natural area adj corner of 20th Rd & Cross Bay Blvd.
25971,118421,Unsightly paint or repair,graffiti coverd by blk paint adj cortona park west
23434,101307,Patrons feeding animals and/or shelters for cats,Shelters and food bowls for cats set up at bottom of closed staircase.
24171,105653,Feral animal sighting (not cat shelters),Chickens & rooster in natural area adj corner of White Plains & Patterson Avs
25928,118177,Other structural or usage issues,Boardwalk south side of zone platform damaged and barricad by staff.
24881,110490,Patrons feeding animals and/or shelters for cats,Hort area full of bread.
25493,115377,Patrons feeding animals and/or shelters for cats,Large amounts of food left for pigeons along 147th St.
25982,118542,Prostitution/sexual activity,Large number of condom wrappers and various paraphernalia in pine grove at north end of zone.
24554,108601,Patrons feeding animals and/or shelters for cats,bread in hort area.
25980,118505,Drainage issues/standing water,overflowing fron street onto SW.
26025,118786,Smoking/cigarette butts inside park,Patron smoking cigarette inside park.
24102,105426,Patrons feeding animals and/or shelters for cats,Lawn adj rec center.
24113,105440,Patrons feeding animals and/or shelters for cats,cat boxes in natural area above pond adj south staircase.
25979,118484,Unleashed dogs,Unleashed dog within BBCT
25987,118550,Public urination/defecation,behind small sitting area on north side of 181st St
25309,113458,Patrons feeding animals and/or shelters for cats,Patrons feeding birds
23536,102146,Feral animal sighting (not cat shelters),"Seven roosters and hens in residence; patron complaints, they want the chickens safely removed and re-located.  Inspector called AC&C and informed them of the situation."
25925,118175,Alcohol use,multiple patrons drinking in sitting area above BBCT and synthetic turf field.
26036,118941,Homeless persons present,Homeless person sleeping on bench inside playground
25949,118336,Public urination/defecation,Witnessed by school personnel while children were present.
25984,118556,Patrons feeding animals and/or shelters for cats,several persons feeding pidgeons
26041,118996,,three homeless males on benches along path west side of zone close to N 12th St.
25265,113056,Patrons feeding animals and/or shelters for cats,different persons feeding pidgeons & squirels
25966,118390,Drainage issues/standing water,On HBCT
25954,118348,Homeless (or other) encampment,Small encampment just behind plywood construction fencing for neighboring building (area is still Parks property).
23315,99914,Patrons feeding animals and/or shelters for cats,Bowls of food and a box for shelter in tree pit near volleyball.  Site has a rodent problem.
25956,118348,Drug use,Multiple people obviously intoxicated at site.
25915,118118,Insect infestation,Mosquitos due to AF heavy weeds behind playground.
26033,118904,Gang activity,Gang activity in men's restroom.
24112,105439,Patrons feeding animals and/or shelters for cats,Cats being fed in hort area adj 114th St & Pleasant Av near school.
25989,118565,Unsightly paint or repair,on brick wall just below VC Manor.
25926,118175,Drug use,Syringe found on diaper changing station in women's room; multiple syringe caps scattered throughout park.
26023,118801,Abandoned building/structure,Natural area above RR tracks at 143rd Street.
23795,103729,Patrons feeding animals and/or shelters for cats,Plates & cat cans adj fence line.
26035,118902,Smoking/cigarette butts inside park,Patron smoking cigarette inside park.
23478,101362,Patrons feeding animals and/or shelters for cats,Patrons feeding pidgeons
25965,118376,Homeless (or other) encampment,Tent set up at BF2.
26004,118648,Homeless (or other) encampment,Multiple encampments in natural area alng Parkside Ave.
25322,113626,Feral animal sighting (not cat shelters),Deer and cats were found on the ballfield.
25124,112041,Patrons feeding animals and/or shelters for cats,Patrons feeding animals on both sides of mall along the Parkway.
24763,109938,Patrons feeding animals and/or shelters for cats,Patrons feeding animals with bread crumps at lawns adjacent to upper section of Riverside Drive.
25967,118398,Other patron complaints or suggestions,Spinning wheel station does not turn.
26039,118976,Homeless (or other) encampment,Directly underneath 3rd Ave Bridge overpass leading to synthetic turf field.
25489,115333,Patrons feeding animals and/or shelters for cats,cat shelters and food bowls along trail off parking lot.
26014,118677,Homeless persons present,Homeless man sleeping on bench adj BBCT
25902,118028,Homeless persons present,Sleeping on grass near ballfield close to N 12th St and bedford Ave.
25950,118345,Unsightly paint or repair,Mixed colors and contrasting paint on cimbing wall.
23264,99520,Patrons feeding animals and/or shelters for cats,Patrons feeding pigeons.
25306,113419,Patrons feeding animals and/or shelters for cats,Patrons feeding animals along Buffalo Avenue.
26005,118650,Prostitution/sexual activity,"6 condoms and dozens of condom wrappers throughout entire natural area, heavy concentrations around closed staircase near Battle Pass."
24749,109874,Patrons feeding animals and/or shelters for cats,Bread thrown on ground
26019,118727,Homeless persons present,Sleeping on bleachers.
26016,118659,Areas/equipment being used other than intended,Man hitting golf balls on AF # 6
23213,98822,Patrons feeding animals and/or shelters for cats,Patrons feeding pigeons
26022,118758,Drug use,Men smoking pot on HBCT
24614,109039,Patrons feeding animals and/or shelters for cats,Badly constructed cat boxes in natural area north side of pier parking lot & south side of Seguine Av parking lot.
25998,118615,Patrons feeding animals and/or shelters for cats,Bread left for pidgeons
25940,118294,Drug use,students from nearby school smoking marijuana on AF benches near exercise equipment
25914,118077,Drainage issues/standing water,water busted pipes along path south of zone adj CS  barricaded by staff ( noted not rated).
25947,118316,Drug use,three to four males smoking crack in Men's CS.
25585,116175,Patrons feeding animals and/or shelters for cats,several people feeding pidgeons
25996,118583,Patrons feeding animals and/or shelters for cats,several persons feeding birds
25119,112043,Patrons feeding animals and/or shelters for cats,bread left for pidgeons
24513,108413,Patrons feeding animals and/or shelters for cats,Group of tourists feeding birds
24017,104950,Patrons feeding animals and/or shelters for cats,one person feeding the pidgeons
24583,108798,Patrons feeding animals and/or shelters for cats,Through zn.
25908,118054,Homeless persons present,Displaced individual sitting on bench
25930,118184,Unsightly paint or repair,Contrasting paint graffiti cover.
24676,109537,Patrons feeding animals and/or shelters for cats,Bird food on ps inside park adj Tillary St.
24971,111159,Patrons feeding animals and/or shelters for cats,
24724,109672,Patrons feeding animals and/or shelters for cats,leaving bread in the lawn areas along Ocean Pkwy.
26012,118669,Prostitution/sexual activity,Scores of condom wrappers scattered throughout site.
25983,118555,Unleashed dogs,several dogs unleashed along bridle path
24750,109875,Patrons feeding animals and/or shelters for cats,large amount of bread thrown away on lawn
24913,110783,Patrons feeding animals and/or shelters for cats,Bread & rice on stairs adj street.
25941,118294,Smoking/cigarette butts inside park,many persons smoking at tables next to CS
26044,119027,Other enforcement issues,Illegal dumping near corner of Howard Ave. & Macon St. Patron says a vehicle with PA license 1141CZ plate dumped garbage bags a week ago on parks SW.
23973,104596,Patrons feeding animals and/or shelters for cats,Large # of cat boxes in natural area east side of pier parking lot & opposite south east corner of plgd parking lot.
24576,108818,Feral animal sighting (not cat shelters),Cats living in closed pk house.
26050,119126,Other patron complaints or suggestions,School staff reports CLF gate on New Jersey Ave. is hard to open & close.
25336,113862,Patrons feeding animals and/or shelters for cats,Animal feeding adj monument & utility box south side of track.
26008,118662,Drainage issues/standing water,Drain on path behind aquatic center.
25910,118053,Smoking/cigarette butts inside park,several persons smoking throughout park
25463,114820,Patrons feeding animals and/or shelters for cats,Patrons feeding animals at greenstreet.
26045,118930,Areas/equipment being used other than intended,Lawn on Eagle Ave used as dog run.
25913,118085,Homeless persons present,On SW and within BBCT.
26018,118723,Drug use,Displaced individual smoking marijuana on bench
25904,118033,Smoking/cigarette butts inside park,Patron smoking cigarette inside park.
24430,107832,Patrons feeding animals and/or shelters for cats,Patrons feeding seagulls
26015,118678,Unleashed dogs,one unleashed dog on center lawn
25969,118414,Decorative fountain not functional,East side of City Hall
25916,118126,Other inspector suggestions for improving site,Greater efforts should be made to convey that the yellow trail is decommissioned (where it branches off from white trail) by covering blazes and blocking trail to discourage use.
26043,119029,Other enforcement issues,Man riding motor scooter through park for convenience as a short cut
25952,118334,Full or partial closure with no signage,"Gate locked, no access."
23599,102699,Feral animal sighting (not cat shelters),"Feral cats along the waterfront at the pier, as well as the natural area by the playground.  Large number also in the marina."
23322,99922,Feral animal sighting (not cat shelters),Eight live roosters present in horticulture area near comfort station.
25977,118459,Homeless persons present,one homeless male sleeping on benches along Mahattan Ave.
26051,119130,Other inspector suggestions for improving site,Non parks property across adj Wells St. used for illegal dumping. Poses health hazard & looks unsightly across from park sitting area.
24957,111029,Patrons feeding animals and/or shelters for cats,rice in tree line at north end of site.
25937,118235,Illegal vehicles/dirt bikes,"Two vehicles parked on BBCT for practice in synthetic turf field (from nearby school).  Coaches said ""NYPD has allowed them park there for years."""
24879,110449,Patrons feeding animals and/or shelters for cats,Persons feeding pidgeons
23265,99522,Patrons feeding animals and/or shelters for cats,Patrons feeding pigeons.
22879,96290,Patrons feeding animals and/or shelters for cats,Patrons feeding animals
23962,104599,Patrons feeding animals and/or shelters for cats,Woman feeding pidgeons
25942,118279,Homeless persons present,sleeping on upper rock outcropping on south side of watchtower CLF
24919,110647,Patrons feeding animals and/or shelters for cats,Plates left with food for neighborhood cat(s) adj 29 Av on 149 St.
23517,101955,Patrons feeding animals and/or shelters for cats,Patrons feeding pigeons at 120 st pergola
26020,118782,Homeless persons present,5 homeless males sleeping on benches.
26046,119048,Unsightly paint or repair,Black graffiti cover on trees.
25404,114462,Patrons feeding animals and/or shelters for cats,Bread  found on site in nayural area.
25423,114616,Patrons feeding animals and/or shelters for cats,Bread within lawn adj E. Mosholu Pkwy North @ Decatur Ave.
24028,105011,Patrons feeding animals and/or shelters for cats,Food dumped in hort area for pidgeons
25997,118597,Homeless persons present,Homeless man sleeping on bench near CS
22800,95348,Patrons feeding animals and/or shelters for cats,Patron states multiple stray cats live in the bushes and they are being fed by patrons.
25608,116301,Patrons feeding animals and/or shelters for cats,Heavy bread dumping at triangle
24082,105305,Patrons feeding animals and/or shelters for cats,People feeding pigeons throughout site.
25978,118467,Homeless (or other) encampment,Using PE as shelter.
22807,95377,Patrons feeding animals and/or shelters for cats,patron using area by the old CS to feed stray cats.
23603,102731,Patrons feeding animals and/or shelters for cats,Person feeding pidgeons
26013,118679,Homeless persons present,several homeless men sleeping on benches throughout site
26006,118651,Homeless persons present,
24608,108927,Patrons feeding animals and/or shelters for cats,Patrons feeding pigeons.
