Reporting Area,MMWR Year,MMWR Week,"Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2020†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2020†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†, flag","Chancroid, Current week","Chancroid, Current week, flag","Chancroid, Previous 52 weeks Max†","Chancroid, Previous 52 weeks Max†, flag","Chancroid, Cum 2020†","Chancroid, Cum 2020†, flag","Chancroid, Cum 2019†","Chancroid, Cum 2019†, flag","Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Max†","Chlamydia trachomatis infection, Previous 52 weeks Max†, flag","Chlamydia trachomatis infection, Cum 2020†","Chlamydia trachomatis infection, Cum 2020†, flag","Chlamydia trachomatis infection, Cum 2019†","Chlamydia trachomatis infection, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
U.S. VIRGIN ISLANDS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200968,POINT (-64.840836 18.060868)
MICHIGAN,2020,9,,-,6,,,-,15,,,-,0,,,-,,-,164,,1169,,5024,,8716,,MICHIGAN,,20200917,POINT (-85.730977 44.874798)
GEORGIA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,268,,1519,,7439,,13318,,GEORGIA,,20200932,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,1638,,9815,,13188,,,NEW YORK CITY,20200912,
ARKANSAS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,398,,90,,3104,,ARKANSAS,,20200944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,116,,604,,2610,,4165,,MISSISSIPPI,,20200941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,34,,108,,422,,801,,SOUTH DAKOTA,,20200927,POINT (-100.230491 44.43614)
WYOMING,2020,9,,-,1,,1,,,-,,-,0,,,-,,-,29,,59,,327,,356,,WYOMING,,20200956,POINT (-107.55145 42.999627)
MISSOURI,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,791,,3356,,5950,,MISSOURI,,20200924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,2375,,4727,,33712,,37804,,,MIDDLE ATLANTIC,20200909,
CALIFORNIA,2020,9,,-,6,,11,,,-,,-,1,,,-,,-,318,,4995,,32328,,42266,,CALIFORNIA,,20200959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,354,,1046,,955,,WEST VIRGINIA,,20200937,POINT (-80.613729 38.642579)
FLORIDA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,1477,,2622,,17549,,17974,,FLORIDA,,20200931,POINT (-82.420978 28.260731)
MONTANA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,65,,116,,748,,774,,MONTANA,,20200952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,184,,2171,,10605,,18441,,,WEST NORTH CENTRAL,20200920,
MASSACHUSETTS,2020,9,,-,0,,,-,,-,,-,1,,,-,,-,,-,731,,2808,,5575,,MASSACHUSETTS,,20200905,POINT (-71.481104 42.151077)
MOUNTAIN,2020,9,1,,6,,15,,23,,,-,1,,,-,,-,867,,3217,,18133,,24525,,,MOUNTAIN,20200948,
INDIANA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,390,,859,,5699,,6010,,INDIANA,,20200916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,,-,1,,,NON-US RESIDENTS,20200969,
US TERRITORIES,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,145,,967,,,US TERRITORIES,20200963,
MISSOURI,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,792,,6534,,10411,,MISSOURI,,20201624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,1010,,4614,,52383,,61569,,,MIDDLE ATLANTIC,20201609,
CALIFORNIA,2020,16,1,,6,,19,,,-,,-,1,,1,,,-,1259,,4999,,55800,,75075,,CALIFORNIA,,20201659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,76,,354,,1796,,1395,,WEST VIRGINIA,,20201637,POINT (-80.613729 38.642579)
FLORIDA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,957,,2645,,29110,,32901,,FLORIDA,,20201631,POINT (-82.420978 28.260731)
MONTANA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,31,,116,,1279,,1395,,MONTANA,,20201652,POINT (-109.645127 47.033521)
TOTAL,2020,10,,-,13,,29,,53,,,-,1,,1,,,-,9192,,35470,,226019,,345570,,,TOTAL,20201070,
US RESIDENTS,2020,10,,-,13,,29,,53,,,-,1,,1,,,-,9192,,35400,,225873,,344439,,,US RESIDENTS,20201001,
NEW HAMPSHIRE,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,68,,124,,587,,694,,NEW HAMPSHIRE,,20201006,POINT (-71.57139 43.680429)
NEW YORK,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,890,,2376,,7994,,8123,,NEW YORK,,20201011,POINT (-75.59655 42.921241)
PACIFIC,2020,10,,-,6,,11,,1,,,-,1,,1,,,-,1066,,6395,,45001,,60049,,,PACIFIC,20201057,
WEST SOUTH CENTRAL,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,87,,3774,,11861,,35984,,,WEST SOUTH CENTRAL,20201043,
NEBRASKA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,244,,1391,,1590,,NEBRASKA,,20201025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,10,,-,0,,,-,,-,,-,1,,,-,,-,365,,2784,,11948,,21290,,,EAST SOUTH CENTRAL,20201038,
NORTH DAKOTA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,36,,93,,620,,795,,NORTH DAKOTA,,20201026,POINT (-100.46931 47.446305)
NEVADA,2020,10,,-,2,,1,,,-,,-,0,,,-,,-,,-,712,,3574,,5726,,NEVADA,,20201053,POINT (-114.916992 39.283294)
ILLINOIS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,63,,1764,,5679,,15475,,ILLINOIS,,20201015,POINT (-89.148632 40.124144)
IOWA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,390,,2076,,3060,,IOWA,,20201021,POINT (-93.500061 42.074659)
TEXAS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,45,,2281,,5235,,21355,,TEXAS,,20201047,POINT (-99.317341 31.447238)
ALASKA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,151,,702,,1238,,ALASKA,,20201058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,59,,247,,1758,,1816,,DISTRICT OF COLUMBIA,,20201030,POINT (-77.016275 38.904785)
WASHINGTON,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,464,,1056,,4537,,6851,,WASHINGTON,,20201062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,10,,-,0,,,-,,-,,-,1,,,-,,-,228,,1429,,5059,,10538,,,NEW ENGLAND,20201002,
RHODE ISLAND,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,101,,303,,904,,181,,RHODE ISLAND,,20201007,POINT (-71.534637 41.572574)
OREGON,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,362,,437,,3560,,3488,,OREGON,,20201061,POINT (-120.605279 43.940449)
DELAWARE,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,222,,1153,,1225,,DELAWARE,,20201029,POINT (-75.452394 38.994926)
ALABAMA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,824,,4216,,6516,,ALABAMA,,20201039,POINT (-86.844516 32.756889)
KANSAS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,321,,,-,2832,,KANSAS,,20201022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,1530,,,-,13674,,NORTH CAROLINA,,20201034,POINT (-79.130883 35.52603)
GUAM,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201066,POINT (144.653198 13.3532)
NEW JERSEY,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,383,,885,,6748,,7378,,NEW JERSEY,,20201010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,50,,332,,2284,,2730,,NEW MEXICO,,20201054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,10,,-,8,,3,,26,,,-,0,,,-,,-,1563,,5732,,34283,,50283,,,EAST NORTH CENTRAL,20201014,
TENNESSEE,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,191,,952,,4229,,8038,,TENNESSEE,,20201042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,343,,,-,2503,,CONNECTICUT,,20201003,POINT (-72.738288 41.575155)
MARYLAND,2020,10,,-,0,,,-,,-,,-,1,,,-,,-,69,,839,,5312,,7112,,MARYLAND,,20201033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,878,,,-,7215,,SOUTH CAROLINA,,20201035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,42,,440,,2251,,3543,,OKLAHOMA,,20201046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201065,POINT (145.725693 15.1834)
OHIO,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,695,,1440,,11470,,12913,,OHIO,,20201018,POINT (-82.70936 40.415534)
MINNESOTA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,1,,573,,3540,,4772,,MINNESOTA,,20201023,POINT (-94.198308 46.349153)
LOUISIANA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,838,,4143,,7629,,LOUISIANA,,20201045,POINT (-91.840238 30.921314)
HAWAII,2020,10,,-,1,,,-,1,,,-,0,,,-,,-,,-,209,,,-,1360,,HAWAII,,20201060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,10,,-,0,,,-,,-,,-,1,,,-,,-,1423,,7749,,44861,,76679,,,SOUTH ATLANTIC,20201028,
PENNSYLVANIA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,942,,1402,,11879,,11908,,PENNSYLVANIA,,20201013,POINT (-77.838886 40.896694)
UTAH,2020,10,,-,2,,3,,3,,,-,0,,,-,,-,142,,276,,2100,,2127,,UTAH,,20201055,POINT (-111.678222 39.323779)
COLORADO,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,293,,1066,,4251,,5496,,COLORADO,,20201050,POINT (-105.547832 38.998552)
VERMONT,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,61,,152,,219,,VERMONT,,20201008,POINT (-72.662695 44.075252)
KENTUCKY,2020,10,,-,0,,,-,,-,,-,1,,,-,,-,,-,605,,177,,2045,,KENTUCKY,,20201040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,145,,1130,,PUERTO RICO,,20201067,POINT (-66.414655 18.215692)
MAINE,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,59,,125,,608,,771,,MAINE,,20201004,POINT (-69.06137 45.117911)
VIRGINIA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,1033,,1127,,9391,,9822,,VIRGINIA,,20201036,POINT (-78.666382 37.510861)
ARIZONA,2020,10,,-,5,,10,,23,,,-,1,,,-,,-,445,,955,,6998,,8317,,ARIZONA,,20201049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201064,
WISCONSIN,2020,10,,-,3,,3,,7,,,-,0,,,-,,-,347,,686,,5044,,5578,,WISCONSIN,,20201019,POINT (-89.732969 44.639954)
IDAHO,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,117,,173,,1313,,1427,,IDAHO,,20201051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201068,POINT (-64.840836 18.060868)
MICHIGAN,2020,10,,-,6,,,-,19,,,-,0,,,-,,-,92,,1170,,5744,,9625,,MICHIGAN,,20201017,POINT (-85.730977 44.874798)
GEORGIA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,237,,1519,,8483,,14698,,GEORGIA,,20201032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,704,,1640,,11353,,14597,,,NEW YORK CITY,20201012,
ARKANSAS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,408,,232,,3457,,ARKANSAS,,20201044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,174,,604,,3326,,4691,,MISSISSIPPI,,20201041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,25,,108,,473,,880,,SOUTH DAKOTA,,20201027,POINT (-100.230491 44.43614)
WYOMING,2020,10,,-,1,,1,,,-,,-,0,,,-,,-,31,,59,,365,,397,,WYOMING,,20201056,POINT (-107.55145 42.999627)
MISSOURI,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,352,,792,,5066,,6609,,MISSOURI,,20201024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,2919,,4728,,37974,,42006,,,MIDDLE ATLANTIC,20201009,
CALIFORNIA,2020,10,,-,6,,11,,,-,,-,1,,1,,,-,240,,4996,,36202,,47112,,CALIFORNIA,,20201059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,25,,354,,1215,,1086,,WEST VIRGINIA,,20201037,POINT (-80.613729 38.642579)
FLORIDA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,2622,,17549,,20031,,FLORIDA,,20201031,POINT (-82.420978 28.260731)
MONTANA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,49,,116,,835,,852,,MONTANA,,20201052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,414,,2171,,13166,,20538,,,WEST NORTH CENTRAL,20201020,
MASSACHUSETTS,2020,10,,-,0,,,-,,-,,-,1,,,-,,-,,-,731,,2808,,6170,,MASSACHUSETTS,,20201005,POINT (-71.481104 42.151077)
MOUNTAIN,2020,10,,-,6,,15,,26,,,-,1,,,-,,-,1127,,3211,,21720,,27072,,,MOUNTAIN,20201048,
INDIANA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,366,,860,,6346,,6692,,INDIANA,,20201016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,1,,1,,,NON-US RESIDENTS,20201069,
US TERRITORIES,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,145,,1130,,,US TERRITORIES,20201063,
WEST NORTH CENTRAL,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,17,,2171,,19150,,32721,,,WEST NORTH CENTRAL,20201620,
TOTAL,2020,11,,-,13,,31,,59,,,-,1,,1,,,-,10179,,35543,,259476,,379678,,,TOTAL,20201170,
US RESIDENTS,2020,11,,-,13,,31,,59,,,-,1,,1,,,-,10179,,35473,,259329,,378427,,,US RESIDENTS,20201101,
NEW HAMPSHIRE,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,67,,124,,653,,784,,NEW HAMPSHIRE,,20201106,POINT (-71.57139 43.680429)
NEW YORK,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,858,,2440,,8834,,9155,,NEW YORK,,20201111,POINT (-75.59655 42.921241)
PACIFIC,2020,11,,-,6,,13,,1,,,-,1,,1,,,-,1103,,6393,,50269,,65972,,,PACIFIC,20201157,
WEST SOUTH CENTRAL,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,279,,3775,,14904,,39021,,,WEST SOUTH CENTRAL,20201143,
NEBRASKA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,244,,1391,,1701,,NEBRASKA,,20201125,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,11,,-,0,,,-,,-,,-,1,,,-,,-,576,,2784,,16233,,23382,,,EAST SOUTH CENTRAL,20201138,
NORTH DAKOTA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,1,,93,,623,,866,,NORTH DAKOTA,,20201126,POINT (-100.46931 47.446305)
NEVADA,2020,11,,-,2,,1,,,-,,-,0,,,-,,-,10,,712,,4050,,6297,,NEVADA,,20201153,POINT (-114.916992 39.283294)
ILLINOIS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,44,,1765,,6301,,17103,,ILLINOIS,,20201115,POINT (-89.148632 40.124144)
IOWA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,48,,390,,2737,,3377,,IOWA,,20201121,POINT (-93.500061 42.074659)
TEXAS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,2281,,5235,,23043,,TEXAS,,20201147,POINT (-99.317341 31.447238)
ALASKA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,151,,702,,1336,,ALASKA,,20201158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,247,,1758,,1994,,DISTRICT OF COLUMBIA,,20201130,POINT (-77.016275 38.904785)
WASHINGTON,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,432,,1056,,4969,,7526,,WASHINGTON,,20201162,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,11,,-,0,,,-,,-,,-,1,,,-,,-,191,,1500,,7453,,11942,,,NEW ENGLAND,20201102,
RHODE ISLAND,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,34,,303,,939,,344,,RHODE ISLAND,,20201107,POINT (-71.534637 41.572574)
OREGON,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,382,,451,,3802,,3882,,OREGON,,20201161,POINT (-120.605279 43.940449)
DELAWARE,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,222,,1153,,1372,,DELAWARE,,20201129,POINT (-75.452394 38.994926)
ALABAMA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,576,,824,,5965,,7241,,ALABAMA,,20201139,POINT (-86.844516 32.756889)
KANSAS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,321,,,-,3090,,KANSAS,,20201122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,1530,,,-,15017,,NORTH CAROLINA,,20201134,POINT (-79.130883 35.52603)
GUAM,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201166,POINT (144.653198 13.3532)
NEW JERSEY,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,378,,886,,7353,,8145,,NEW JERSEY,,20201110,POINT (-74.655514 40.110253)
NEW MEXICO,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,38,,332,,2528,,2969,,NEW MEXICO,,20201154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,11,,-,8,,3,,31,,,-,0,,,-,,-,1150,,5732,,37213,,55375,,,EAST NORTH CENTRAL,20201114,
TENNESSEE,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,959,,6765,,8848,,TENNESSEE,,20201142,POINT (-86.343226 35.842998)
CONNECTICUT,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,18,,366,,2218,,2890,,CONNECTICUT,,20201103,POINT (-72.738288 41.575155)
MARYLAND,2020,11,,-,0,,,-,,-,,-,1,,,-,,-,57,,840,,6036,,7858,,MARYLAND,,20201133,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,878,,,-,7990,,SOUTH CAROLINA,,20201135,POINT (-80.864614 33.878572)
OKLAHOMA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,50,,440,,2595,,3919,,OKLAHOMA,,20201146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201165,POINT (145.725693 15.1834)
OHIO,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,669,,1440,,12581,,14176,,OHIO,,20201118,POINT (-82.70936 40.415534)
MINNESOTA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,2,,580,,4083,,5216,,MINNESOTA,,20201123,POINT (-94.198308 46.349153)
LOUISIANA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,228,,838,,6796,,8268,,LOUISIANA,,20201145,POINT (-91.840238 30.921314)
HAWAII,2020,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,209,,,-,1503,,HAWAII,,20201160,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,11,,-,0,,,-,,-,,-,1,,,-,,-,2409,,7749,,52047,,84427,,,SOUTH ATLANTIC,20201128,
PENNSYLVANIA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,912,,1412,,13042,,12684,,PENNSYLVANIA,,20201113,POINT (-77.838886 40.896694)
UTAH,2020,11,,-,2,,3,,3,,,-,0,,,-,,-,126,,276,,2296,,2321,,UTAH,,20201155,POINT (-111.678222 39.323779)
COLORADO,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,458,,1062,,4749,,5907,,COLORADO,,20201150,POINT (-105.547832 38.998552)
VERMONT,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,61,,152,,253,,VERMONT,,20201108,POINT (-72.662695 44.075252)
KENTUCKY,2020,11,,-,0,,,-,,-,,-,1,,,-,,-,,-,605,,177,,2236,,KENTUCKY,,20201140,POINT (-85.290484 37.526683)
PUERTO RICO,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,145,,1249,,PUERTO RICO,,20201167,POINT (-66.414655 18.215692)
MAINE,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,72,,125,,683,,862,,MAINE,,20201104,POINT (-69.06137 45.117911)
VIRGINIA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,748,,1127,,10139,,10788,,VIRGINIA,,20201136,POINT (-78.666382 37.510861)
ARIZONA,2020,11,,-,5,,10,,24,,,-,1,,,-,,-,404,,955,,7671,,9154,,ARIZONA,,20201149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201164,
WISCONSIN,2020,11,,-,3,,3,,7,,,-,0,,,-,,-,297,,686,,5502,,6132,,WISCONSIN,,20201119,POINT (-89.732969 44.639954)
IDAHO,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,106,,173,,1421,,1587,,IDAHO,,20201151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201168,POINT (-64.840836 18.060868)
MICHIGAN,2020,11,,-,6,,,-,24,,,-,0,,,-,,-,140,,1170,,6483,,10599,,MICHIGAN,,20201117,POINT (-85.730977 44.874798)
GEORGIA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,271,,1519,,9550,,16096,,GEORGIA,,20201132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,838,,1642,,13073,,16206,,,NEW YORK CITY,20201112,
ARKANSAS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,1,,409,,278,,3791,,ARKANSAS,,20201144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,604,,3326,,5057,,MISSISSIPPI,,20201141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,12,,108,,510,,941,,SOUTH DAKOTA,,20201127,POINT (-100.230491 44.43614)
WYOMING,2020,11,,-,1,,1,,,-,,-,0,,,-,,-,35,,59,,413,,432,,WYOMING,,20201156,POINT (-107.55145 42.999627)
MISSOURI,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,216,,792,,5544,,7313,,MISSOURI,,20201124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,2986,,4728,,42302,,46190,,,MIDDLE ATLANTIC,20201109,
CALIFORNIA,2020,11,,-,6,,13,,,-,,-,1,,1,,,-,289,,4998,,40796,,51725,,CALIFORNIA,,20201159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,354,,1215,,1201,,WEST VIRGINIA,,20201137,POINT (-80.613729 38.642579)
FLORIDA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,1333,,2635,,22196,,22111,,FLORIDA,,20201131,POINT (-82.420978 28.260731)
MONTANA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,29,,116,,892,,947,,MONTANA,,20201152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,279,,2171,,14888,,22504,,,WEST NORTH CENTRAL,20201120,
MASSACHUSETTS,2020,11,,-,0,,,-,,-,,-,1,,,-,,-,,-,731,,2808,,6809,,MASSACHUSETTS,,20201105,POINT (-71.481104 42.151077)
INDIANA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,860,,6346,,7365,,INDIANA,,20201116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,2,,2,,,NON-US RESIDENTS,20201169,
US TERRITORIES,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,145,,1249,,,US TERRITORIES,20201163,
TOTAL,2020,12,,-,13,,31,,62,,,-,1,,1,,1,,8317,,35632,,291392,,414306,,,TOTAL,20201270,
US RESIDENTS,2020,12,,-,13,,31,,62,,,-,1,,1,,1,,8317,,35562,,291245,,412951,,,US RESIDENTS,20201201,
NEW HAMPSHIRE,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,44,,124,,698,,841,,NEW HAMPSHIRE,,20201206,POINT (-71.57139 43.680429)
