Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2017","Tetanus, Cum 2017, flag","Tetanus, Cum 2016","Tetanus, Cum 2016, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2017","Varicella (chickenpox), Cum 2017, flag","Varicella (chickenpox), Cum 2016","Varicella (chickenpox), Cum 2016, flag",Location 1,Location 2
SOUTH DAKOTA,2017,4,,-,0,,0,,,-,,-,,-,0,,4,,,-,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
CONNECTICUT,2017,4,,-,0,,0,,,-,,-,,-,2,,6,,7,,17,,"CONNECTICUT
(41.544654, -72.651713)",
MONTANA,2017,4,,-,0,,0,,,-,,-,,-,1,,6,,1,,6,,"MONTANA
(47.062617, -109.430168)",
MOUNTAIN,2017,4,,-,0,,1,,1,,,-,4,,11,,34,,36,,75,,,
ARKANSAS,2017,4,,-,0,,0,,,-,,-,,-,2,,12,,3,,10,,"ARKANSAS
(34.748745, -92.275105)",
AMER. SAMOA,2017,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
MAINE,2017,4,,-,0,,1,,,-,,-,3,,4,,8,,14,,10,,"MAINE
(45.252223, -68.986647)",
IDAHO,2017,4,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NORTH DAKOTA,2017,4,,-,0,,0,,,-,,-,,-,0,,21,,1,,8,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW YORK CITY,2017,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
KANSAS,2017,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
PUERTO RICO,2017,4,,-,0,,0,,,-,,-,,-,1,,6,,,-,3,,"PUERTO RICO
(18.215692, -66.414655)",
ILLINOIS,2017,4,,-,0,,0,,,-,1,,,-,7,,20,,9,,48,,"ILLINOIS
(40.477092, -88.993221)",
DELAWARE,2017,4,,-,0,,0,,,-,,-,,-,0,,3,,,-,2,,"DELAWARE
(39.008676, -75.574561)",
PENNSYLVANIA,2017,4,,-,0,,1,,,-,,-,9,,12,,29,,40,,50,,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGINIA,2017,4,,-,0,,1,,,-,,-,,-,4,,12,,1,,14,,"VIRGINIA
(37.542699, -78.45822)",
WASHINGTON,2017,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NORTH CAROLINA,2017,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
OKLAHOMA,2017,4,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
VERMONT,2017,4,,-,0,,0,,,-,,-,3,,0,,6,,6,,5,,"VERMONT
(43.622479, -72.51927)",
MASSACHUSETTS,2017,4,,-,0,,0,,,-,,-,,-,4,,16,,10,,23,,"MASSACHUSETTS
(42.268546, -72.085064)",
TEXAS,2017,4,,-,0,,1,,,-,,-,6,,23,,53,,43,,65,,"TEXAS
(31.827233, -99.423022)",
DIST. OF COL.,2017,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
KENTUCKY,2017,4,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
MID. ATLANTIC,2017,4,,-,0,,2,,,-,,-,9,,16,,39,,40,,82,,,
NEW MEXICO,2017,4,,-,0,,0,,,-,,-,,-,0,,5,,2,,3,,"NEW MEXICO
(34.520396, -106.244402)",
GEORGIA,2017,4,,-,0,,0,,,-,,-,,-,3,,7,,3,,7,,"GEORGIA
(32.836038, -83.631709)",
NEBRASKA,2017,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"NEBRASKA
(41.640503, -99.367122)",
MICHIGAN,2017,4,,-,0,,1,,,-,,-,1,,10,,19,,27,,86,,"MICHIGAN
(44.66399, -84.711206)",
ALABAMA,2017,4,,-,0,,1,,,-,,-,3,,1,,5,,10,,13,,"ALABAMA
(32.839182, -86.631125)",
WEST VIRGINIA,2017,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"WEST VIRGINIA
(38.668501, -80.709421)",
UNITED STATES,2017,4,,-,1,,3,,2,,1,,75,,149,,205,,359,,664,,,
VIRGIN ISL.,2017,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PACIFIC,2017,4,,-,0,,1,,,-,,-,,-,1,,4,,2,,3,,,
NEW ENGLAND,2017,4,,-,0,,1,,,-,,-,8,,14,,27,,39,,58,,,
ARIZONA,2017,4,,-,0,,1,,,-,,-,4,,5,,13,,14,,31,,"ARIZONA
(34.869712, -111.760902)",
NEVADA,2017,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
WYOMING,2017,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
WISCONSIN,2017,4,,-,0,,0,,,-,,-,5,,2,,20,,15,,4,,"WISCONSIN
(44.395526, -89.834513)",
W.N. CENTRAL,2017,4,,-,0,,1,,,-,,-,3,,11,,29,,23,,49,,,
W.S. CENTRAL,2017,4,,-,0,,1,,,-,,-,6,,26,,56,,47,,80,,,
OHIO,2017,4,,-,0,,1,,,-,,-,13,,8,,23,,46,,42,,"OHIO
(40.056807, -82.405897)",
RHODE ISLAND,2017,4,,-,0,,0,,,-,,-,2,,0,,6,,2,,3,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW YORK,2017,4,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
MISSOURI,2017,4,,-,0,,0,,,-,,-,3,,3,,8,,9,,17,,"MISSOURI
(38.636168, -92.566292)",
HAWAII,2017,4,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW HAMPSHIRE,2017,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2017,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
LOUISIANA,2017,4,,-,0,,0,,,-,,-,,-,0,,5,,1,,5,,"LOUISIANA
(31.2931, -92.463284)",
MINNESOTA,2017,4,,-,0,,0,,,-,,-,,-,6,,15,,13,,19,,"MINNESOTA
(46.357661, -94.793397)",
E.N. CENTRAL,2017,4,,-,0,,1,,,-,1,,19,,33,,56,,108,,197,,,
MISSISSIPPI,2017,4,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
IOWA,2017,4,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
KANSAS,2017,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
VIRGIN ISL.,2017,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
RHODE ISLAND,2017,5,,-,0,,0,,,-,,-,1,,0,,6,,3,,3,,"RHODE ISLAND
(41.707447, -71.522488)",
PACIFIC,2017,5,,-,0,,1,,,-,,-,,-,1,,4,,8,,4,,,
NEW ENGLAND,2017,5,,-,0,,1,,,-,,-,5,,14,,27,,45,,73,,,
NEW YORK CITY,2017,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
VIRGINIA,2017,5,,-,0,,1,,,-,,-,,-,4,,12,,1,,16,,"VIRGINIA
(37.542699, -78.45822)",
E.N. CENTRAL,2017,5,,-,0,,1,,,-,1,,11,,33,,56,,127,,237,,,
WEST VIRGINIA,2017,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"WEST VIRGINIA
(38.668501, -80.709421)",
LOUISIANA,2017,5,,-,0,,0,,,-,,-,,-,0,,4,,1,,6,,"LOUISIANA
(31.2931, -92.463284)",
IOWA,2017,5,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
CALIFORNIA,2017,5,,-,0,,1,,,-,,-,,-,0,,4,,4,,2,,"CALIFORNIA
(37.640735, -121.002435)",
MINNESOTA,2017,5,,-,0,,0,,,-,,-,2,,6,,15,,23,,22,,"MINNESOTA
(46.357661, -94.793397)",
ALASKA,2017,5,,-,0,,1,,,-,,-,,-,0,,2,,2,,1,,"ALASKA
(64.836661, -147.738891)",
NORTH CAROLINA,2017,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2017,5,,-,0,,0,,,-,,-,,-,1,,6,,2,,5,,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH CAROLINA,2017,5,,-,0,,0,,,-,,-,3,,1,,6,,8,,8,,"SOUTH CAROLINA
(34.009286, -81.037094)",
UNITED STATES,2017,5,,-,1,,3,,3,,2,,73,,145,,205,,483,,815,,,
KENTUCKY,2017,5,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
NEW HAMPSHIRE,2017,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2017,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
COLORADO,2017,5,,-,0,,0,,,-,,-,13,,0,,18,,25,,,-,"COLORADO
(38.841772, -106.132562)",
W.S. CENTRAL,2017,5,,-,0,,1,,,-,,-,28,,25,,61,,86,,99,,,
WISCONSIN,2017,5,,-,0,,0,,,-,,-,2,,2,,20,,17,,4,,"WISCONSIN
(44.395526, -89.834513)",
UTAH,2017,5,,-,0,,0,,,-,,-,,-,3,,18,,7,,52,,"UTAH
(39.359772, -111.584173)",
OKLAHOMA,2017,5,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MISSOURI,2017,5,,-,0,,0,,,-,,-,1,,3,,8,,12,,18,,"MISSOURI
(38.636168, -92.566292)",
HAWAII,2017,5,,-,0,,0,,,-,,-,,-,0,,3,,2,,1,,"HAWAII
(21.30992, -157.858158)",
NEBRASKA,2017,5,,-,0,,1,,1,,,-,,-,0,,2,,,-,4,,"NEBRASKA
(41.640503, -99.367122)",
NEW MEXICO,2017,5,,-,0,,0,,,-,,-,,-,1,,5,,3,,3,,"NEW MEXICO
(34.520396, -106.244402)",
AMER. SAMOA,2017,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
MONTANA,2017,5,,-,0,,0,,,-,,-,,-,1,,6,,2,,10,,"MONTANA
(47.062617, -109.430168)",
ILLINOIS,2017,5,,-,0,,0,,,-,1,,,-,7,,20,,10,,58,,"ILLINOIS
(40.477092, -88.993221)",
MARYLAND,2017,5,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
S. ATLANTIC,2017,5,,-,0,,1,,1,,,-,3,,23,,54,,60,,132,,,
VERMONT,2017,5,,-,0,,0,,,-,,-,,-,0,,6,,6,,8,,"VERMONT
(43.622479, -72.51927)",
MOUNTAIN,2017,5,,-,0,,1,,1,,1,,18,,11,,34,,57,,103,,,
ARIZONA,2017,5,,-,0,,1,,,-,1,,5,,5,,13,,20,,37,,"ARIZONA
(34.869712, -111.760902)",
NEW JERSEY,2017,5,,-,0,,0,,,-,,-,,-,5,,15,,1,,38,,"NEW JERSEY
(40.104655, -74.386686)",
MAINE,2017,5,,-,0,,1,,,-,,-,2,,4,,9,,17,,13,,"MAINE
(45.252223, -68.986647)",
C.N.M.I.,2017,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
PENNSYLVANIA,2017,5,,-,0,,1,,,-,,-,4,,12,,29,,50,,59,,"PENNSYLVANIA
(40.789676, -77.858055)",
FLORIDA,2017,5,,-,0,,1,,1,,,-,,-,13,,39,,45,,93,,"FLORIDA
(28.915325, -81.922409)",
DELAWARE,2017,5,,-,0,,0,,,-,,-,,-,0,,3,,1,,2,,"DELAWARE
(39.008676, -75.574561)",
TENNESSEE,2017,5,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
E.S. CENTRAL,2017,5,,-,0,,1,,,-,,-,1,,2,,6,,13,,17,,,
OHIO,2017,5,,-,0,,1,,,-,,-,7,,8,,23,,53,,49,,"OHIO
(40.056807, -82.405897)",
CONNECTICUT,2017,5,,-,0,,0,,,-,,-,2,,2,,6,,9,,19,,"CONNECTICUT
(41.544654, -72.651713)",
NEVADA,2017,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
GUAM,2017,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MASSACHUSETTS,2017,5,,-,0,,0,,,-,,-,,-,4,,16,,10,,30,,"MASSACHUSETTS
(42.268546, -72.085064)",
INDIANA,2017,5,,-,0,,1,,,-,,-,,-,4,,9,,15,,22,,"INDIANA
(39.76845, -86.156212)",
WASHINGTON,2017,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
W.N. CENTRAL,2017,5,,-,0,,1,,1,,,-,3,,11,,29,,36,,53,,,
SOUTH DAKOTA,2017,5,,-,0,,0,,,-,,-,,-,0,,4,,,-,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MICHIGAN,2017,5,,-,0,,1,,,-,,-,2,,10,,19,,32,,104,,"MICHIGAN
(44.66399, -84.711206)",
IDAHO,2017,5,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
ALABAMA,2017,5,,-,0,,1,,,-,,-,1,,1,,5,,12,,16,,"ALABAMA
(32.839182, -86.631125)",
DIST. OF COL.,2017,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW YORK,2017,5,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
ARKANSAS,2017,5,,-,0,,0,,,-,,-,1,,2,,12,,5,,12,,"ARKANSAS
(34.748745, -92.275105)",
MISSISSIPPI,2017,5,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
WYOMING,2017,5,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
NORTH DAKOTA,2017,5,,-,0,,0,,,-,,-,,-,0,,21,,1,,8,,"NORTH DAKOTA
(47.475879, -100.121011)",
GEORGIA,2017,5,,-,0,,0,,,-,,-,,-,3,,7,,5,,10,,"GEORGIA
(32.836038, -83.631709)",
TEXAS,2017,5,,-,0,,1,,,-,,-,27,,22,,58,,80,,81,,"TEXAS
(31.827233, -99.423022)",
TEXAS,2017,6,,-,0,,1,,,-,,-,17,,23,,58,,103,,106,,"TEXAS
(31.827233, -99.423022)",
S. ATLANTIC,2017,6,,-,0,,1,,1,,,-,15,,23,,54,,83,,186,,,
MINNESOTA,2017,6,,-,0,,0,,,-,,-,1,,6,,16,,25,,28,,"MINNESOTA
(46.357661, -94.793397)",
FLORIDA,2017,6,,-,0,,1,,1,,,-,14,,12,,39,,62,,132,,"FLORIDA
(28.915325, -81.922409)",
WISCONSIN,2017,6,,-,0,,0,,,-,,-,2,,3,,20,,22,,4,,"WISCONSIN
(44.395526, -89.834513)",
CALIFORNIA,2017,6,,-,0,,1,,,-,,-,,-,0,,4,,4,,3,,"CALIFORNIA
(37.640735, -121.002435)",
MISSOURI,2017,6,,-,0,,0,,,-,,-,3,,3,,8,,22,,20,,"MISSOURI
(38.636168, -92.566292)",
WEST VIRGINIA,2017,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW JERSEY,2017,6,,-,0,,0,,,-,,-,,-,5,,15,,13,,38,,"NEW JERSEY
(40.104655, -74.386686)",
MARYLAND,2017,6,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
HAWAII,2017,6,,-,0,,0,,,-,,-,,-,0,,3,,2,,3,,"HAWAII
(21.30992, -157.858158)",
MOUNTAIN,2017,6,,-,0,,1,,2,,1,,3,,11,,34,,66,,110,,,
ALABAMA,2017,6,,-,0,,1,,,-,,-,,-,1,,5,,13,,21,,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2017,6,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
W.N. CENTRAL,2017,6,,-,0,,1,,1,,,-,4,,11,,29,,50,,65,,,
KANSAS,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MID. ATLANTIC,2017,6,,-,0,,2,,,-,,-,3,,17,,39,,68,,107,,,
CONNECTICUT,2017,6,,-,0,,0,,,-,,-,1,,2,,6,,10,,20,,"CONNECTICUT
(41.544654, -72.651713)",
KENTUCKY,2017,6,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
WYOMING,2017,6,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
TENNESSEE,2017,6,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
NEW HAMPSHIRE,2017,6,,-,0,,0,,,-,,-,,-,0,,4,,,-,7,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2017,6,,-,0,,0,,,-,,-,,-,0,,3,,1,,2,,"DELAWARE
(39.008676, -75.574561)",
AMER. SAMOA,2017,6,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
OHIO,2017,6,,-,0,,1,,,-,,-,,-,8,,23,,53,,54,,"OHIO
(40.056807, -82.405897)",
COLORADO,2017,6,,-,0,,0,,,-,,-,1,,0,,18,,26,,,-,"COLORADO
(38.841772, -106.132562)",
GEORGIA,2017,6,,-,0,,0,,,-,,-,,-,3,,7,,5,,17,,"GEORGIA
(32.836038, -83.631709)",
DIST. OF COL.,2017,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
RHODE ISLAND,2017,6,,-,0,,0,,,-,,-,5,,0,,6,,8,,3,,"RHODE ISLAND
(41.707447, -71.522488)",
E.N. CENTRAL,2017,6,,-,0,,1,,,-,1,,6,,34,,56,,154,,266,,,
NEW MEXICO,2017,6,,-,0,,0,,,-,,-,,-,1,,5,,3,,3,,"NEW MEXICO
(34.520396, -106.244402)",
NEW YORK,2017,6,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
UTAH,2017,6,,-,0,,0,,,-,,-,,-,3,,10,,8,,55,,"UTAH
(39.359772, -111.584173)",
OREGON,2017,6,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
PENNSYLVANIA,2017,6,,-,0,,1,,,-,,-,3,,12,,29,,55,,69,,"PENNSYLVANIA
(40.789676, -77.858055)",
MAINE,2017,6,,-,0,,1,,,-,,-,2,,4,,9,,19,,19,,"MAINE
(45.252223, -68.986647)",
ALASKA,2017,6,,-,0,,1,,,-,,-,,-,0,,2,,3,,1,,"ALASKA
(64.836661, -147.738891)",
SOUTH CAROLINA,2017,6,,-,0,,0,,,-,,-,1,,1,,8,,14,,9,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MONTANA,2017,6,,-,0,,0,,,-,,-,,-,0,,6,,2,,10,,"MONTANA
(47.062617, -109.430168)",
IOWA,2017,6,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEW YORK CITY,2017,6,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
NORTH DAKOTA,2017,6,,-,0,,0,,,-,,-,,-,0,,21,,1,,8,,"NORTH DAKOTA
(47.475879, -100.121011)",
IDAHO,2017,6,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
UNITED STATES,2017,6,,-,1,,3,,4,,2,,57,,142,,206,,608,,986,,,
LOUISIANA,2017,6,,-,0,,0,,,-,,-,,-,0,,4,,1,,7,,"LOUISIANA
(31.2931, -92.463284)",
E.S. CENTRAL,2017,6,,-,0,,1,,,-,,-,,-,2,,6,,14,,22,,,
ARKANSAS,2017,6,,-,0,,0,,,-,,-,1,,2,,12,,7,,15,,"ARKANSAS
(34.748745, -92.275105)",
WASHINGTON,2017,6,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2017,6,,-,0,,0,,,-,,-,,-,0,,4,,2,,4,,"SOUTH DAKOTA
(44.35371, -100.373709)",
INDIANA,2017,6,,-,0,,1,,,-,,-,,-,3,,9,,17,,25,,"INDIANA
(39.76845, -86.156212)",
W.S. CENTRAL,2017,6,,-,0,,1,,,-,,-,18,,26,,61,,111,,128,,,
NEBRASKA,2017,6,,-,0,,1,,1,,,-,,-,0,,2,,,-,5,,"NEBRASKA
(41.640503, -99.367122)",
MICHIGAN,2017,6,,-,0,,1,,,-,,-,2,,9,,19,,41,,117,,"MICHIGAN
(44.66399, -84.711206)",
MASSACHUSETTS,2017,6,,-,0,,0,,,-,,-,,-,4,,16,,10,,32,,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH CAROLINA,2017,6,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
VERMONT,2017,6,,-,0,,0,,,-,,-,,-,0,,6,,6,,14,,"VERMONT
(43.622479, -72.51927)",
NEW ENGLAND,2017,6,,-,0,,1,,,-,,-,8,,14,,27,,53,,95,,,
MISSISSIPPI,2017,6,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
GUAM,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VIRGIN ISL.,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OKLAHOMA,2017,6,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
PACIFIC,2017,6,,-,0,,1,,,-,,-,,-,1,,4,,9,,7,,,
C.N.M.I.,2017,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ARIZONA,2017,6,,-,0,,0,,,-,1,,2,,5,,13,,27,,41,,"ARIZONA
(34.869712, -111.760902)",
VIRGINIA,2017,6,,-,0,,1,,,-,,-,,-,4,,12,,1,,23,,"VIRGINIA
(37.542699, -78.45822)",
ILLINOIS,2017,6,,-,0,,0,,,-,1,,2,,7,,20,,21,,66,,"ILLINOIS
(40.477092, -88.993221)",
PUERTO RICO,2017,6,,-,0,,0,,,-,,-,,-,1,,6,,2,,6,,"PUERTO RICO
(18.215692, -66.414655)",
LOUISIANA,2017,7,,-,0,,0,,,-,,-,,-,0,,4,,1,,8,,"LOUISIANA
(31.2931, -92.463284)",
TENNESSEE,2017,7,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
CALIFORNIA,2017,7,,-,0,,1,,,-,,-,,-,0,,4,,4,,3,,"CALIFORNIA
(37.640735, -121.002435)",
WEST VIRGINIA,2017,7,,-,0,,0,,,-,,-,,-,0,,1,,,-,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
WISCONSIN,2017,7,,-,0,,0,,,-,,-,3,,3,,21,,27,,4,,"WISCONSIN
(44.395526, -89.834513)",
KANSAS,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
SOUTH CAROLINA,2017,7,,-,0,,0,,,-,,-,1,,1,,9,,17,,11,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW YORK,2017,7,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
AMER. SAMOA,2017,7,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
UNITED STATES,2017,7,1,,1,,3,,5,,2,,76,,140,,206,,742,,1147,,,
ALABAMA,2017,7,,-,0,,1,,,-,,-,,-,1,,5,,13,,22,,"ALABAMA
(32.839182, -86.631125)",
OREGON,2017,7,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
MISSOURI,2017,7,,-,0,,0,,,-,,-,3,,3,,8,,25,,21,,"MISSOURI
(38.636168, -92.566292)",
IOWA,2017,7,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
DELAWARE,2017,7,,-,0,,0,,,-,,-,,-,0,,3,,1,,2,,"DELAWARE
(39.008676, -75.574561)",
FLORIDA,2017,7,,-,0,,1,,1,,,-,29,,12,,25,,91,,154,,"FLORIDA
(28.915325, -81.922409)",
ILLINOIS,2017,7,,-,0,,0,,,-,1,,3,,7,,20,,24,,72,,"ILLINOIS
(40.477092, -88.993221)",
WASHINGTON,2017,7,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
E.N. CENTRAL,2017,7,,-,0,,1,,,-,1,,14,,33,,56,,179,,294,,,
COLORADO,2017,7,,-,0,,0,,,-,,-,,-,0,,18,,26,,,-,"COLORADO
(38.841772, -106.132562)",
HAWAII,2017,7,,-,0,,0,,,-,,-,,-,0,,3,,5,,5,,"HAWAII
(21.30992, -157.858158)",
KENTUCKY,2017,7,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
NEW MEXICO,2017,7,,-,0,,0,,,-,,-,1,,1,,5,,6,,4,,"NEW MEXICO
(34.520396, -106.244402)",
NORTH DAKOTA,2017,7,,-,0,,0,,,-,,-,,-,0,,21,,1,,8,,"NORTH DAKOTA
(47.475879, -100.121011)",
RHODE ISLAND,2017,7,,-,0,,0,,,-,,-,1,,0,,6,,9,,3,,"RHODE ISLAND
(41.707447, -71.522488)",
NEBRASKA,2017,7,,-,0,,1,,1,,,-,1,,0,,2,,1,,7,,"NEBRASKA
(41.640503, -99.367122)",
VIRGIN ISL.,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MAINE,2017,7,,-,0,,1,,,-,,-,2,,4,,9,,22,,20,,"MAINE
(45.252223, -68.986647)",
GEORGIA,2017,7,,-,0,,0,,,-,,-,,-,3,,7,,10,,19,,"GEORGIA
(32.836038, -83.631709)",
