Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Description,Deficiency Tag Number,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Location,Processing Date
055846,THE TERRACES AT SAN JOAQUIN GARDENS VILLAGE,5551 N. FRESNO ST,FRESNO,CA,93710,03/15/2019,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0908,E,"Deficient, Provider has date of correction",03/15/2019,2,Y,false,"5551 N FRESNO ST FRESNO, CA 93710 (36.818558, -119.781337)",04/01/2020
055849,MODESTO POST ACUTE CENTER,159 E. ORANGEBURG AVENUE,MODESTO,CA,95350,09/22/2017,Health,F,Nutrition and Dietary Deficiencies,Hire sufficient dietary support personnel.,0362,E,"Deficient, Provider has date of correction",11/17/2017,2,Y,false,"159 E ORANGEBURG AVENUE MODESTO, CA 95350 (37.663649, -120.991286)",04/01/2020
055853,REDWOOD COVE HEALTHCARE CENTER,1162 S DORA ST.,UKIAH,CA,95482,04/17/2017,Health,F,Environmental Deficiencies,Ensure that a nursing home area is free from accident hazards and provide adequate supervision to prevent avoidable accidents.,0323,G,"Deficient, Provider has date of correction",05/31/2017,3,Y,true,"1162 S DORA ST UKIAH, CA 95482 (39.135241, -123.209479)",04/01/2020
055855,ARDEN POST ACUTE REHAB,3400 ALTA ARDEN EXPRESSWAY,SACRAMENTO,CA,95825,06/20/2019,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",Protect each resident from the wrongful use of the resident's belongings or money.,0602,D,"Deficient, Provider has date of correction",08/02/2019,1,N,true,"3400 ALTA ARDEN EXPRESSWAY SACRAMENTO, CA 95825 (38.598972, -121.384786)",04/01/2020
055861,OJAI HEALTH & REHABILITATION,601 N MONTGOMERY ST,OJAI,CA,93023,04/19/2018,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,E,"Deficient, Provider has date of correction",05/08/2018,2,Y,false,"601 N MONTGOMERY ST OJAI, CA 93023 (34.452852, -119.242922)",04/01/2020
055866,PLUM TREE CARE CENTER,2580 SAMARITAN DRIVE,SAN JOSE,CA,95124,08/24/2018,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,D,"Deficient, Provider has date of correction",09/28/2018,2,Y,false,"2580 SAMARITAN DRIVE SAN JOSE, CA 95124 (37.253088, -121.951155)",04/01/2020
055869,CENTRAL VALLEY POST ACUTE - MODESTO,515 EAST ORANGEBURG AVENUE,MODESTO,CA,95350,08/23/2019,Health,F,Resident Assessment and Care Planning Deficiencies,Ensure each resident receives an accurate assessment.,0641,D,"Deficient, Provider has date of correction",11/07/2019,1,Y,true,"515 EAST ORANGEBURG AVENUE MODESTO, CA 95350 (37.66361, -120.986259)",04/01/2020
055870,SUNRAY HEALTHCARE CENTER,3210 W PICO BLVD,LOS ANGELES,CA,90019,12/04/2018,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,E,"Deficient, Provider has date of correction",12/24/2018,2,Y,false,"3210 W PICO BLVD LOS ANGELES, CA 90019 (34.04718, -118.312163)",04/01/2020
055886,ROSEVILLE CARE CENTER,1161 CIRBY WAY,ROSEVILLE,CA,95661,05/16/2019,Health,F,Resident Rights Deficiencies,Prepare residents for a safe transfer or discharge from the nursing home.,0624,D,"Deficient, Provider has date of correction",06/04/2019,1,N,true,"1161 CIRBY WAY ROSEVILLE, CA 95661 (38.729508, -121.273938)",04/01/2020
055899,ROYAL PALMS POST ACUTE,630 W. BROADWAY,GLENDALE,CA,91204,02/16/2020,Health,F,Environmental Deficiencies,Have policies on smoking.,0926,E,"Deficient, Provider has date of correction",03/19/2020,1,Y,false,"630 W BROADWAY GLENDALE, CA 91204 (34.146777, -118.267881)",04/01/2020
055899,ROYAL PALMS POST ACUTE,630 W. BROADWAY,GLENDALE,CA,91204,02/22/2019,Health,F,Quality of Life and Care Deficiencies,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,0686,D,"Deficient, Provider has date of correction",03/27/2019,2,Y,false,"630 W BROADWAY GLENDALE, CA 91204 (34.146777, -118.267881)",04/01/2020
055899,ROYAL PALMS POST ACUTE,630 W. BROADWAY,GLENDALE,CA,91204,02/23/2018,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,E,"Deficient, Provider has date of correction",05/19/2018,3,Y,false,"630 W BROADWAY GLENDALE, CA 91204 (34.146777, -118.267881)",04/01/2020
055906,RINALDI CONVALESCENT HOSPITAL,16553 RINALDI ST,GRANADA HILLS,CA,91344,08/25/2017,Health,F,Environmental Deficiencies,Provide housekeeping and maintenance services.,0253,E,"Deficient, Provider has date of correction",09/22/2017,3,Y,false,"16553 RINALDI ST GRANADA HILLS, CA 91344 (34.279244, -118.49294)",04/01/2020
055916,KAWEAH MANOR CONVALESCENT HOSPITAL,3710 WEST TULARE AVENUE,VISALIA,CA,93277,01/07/2019,Health,F,Administration Deficiencies,Have a  plan that describes the process for conducting QAPI and QAA activities.,0865,E,"Deficient, Provider has date of correction",02/21/2019,2,N,true,"3710 WEST TULARE AVENUE VISALIA, CA 93277 (36.32008, -119.332618)",04/01/2020
055916,KAWEAH MANOR CONVALESCENT HOSPITAL,3710 WEST TULARE AVENUE,VISALIA,CA,93277,11/29/2018,Health,F,Pharmacy Service Deficiencies,Ensure medication error rates are not 5 percent or greater.,0759,E,"Deficient, Provider has date of correction",01/08/2019,2,Y,false,"3710 WEST TULARE AVENUE VISALIA, CA 93277 (36.32008, -119.332618)",04/01/2020
375123,MEMORIAL HEIGHTS NURSING CENTER,1305 SOUTHEAST ADAMS,IDABEL,OK,74745,05/16/2019,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,E,"Deficient, Provider has date of correction",06/12/2019,1,Y,false,"1305 SOUTHEAST ADAMS IDABEL, OK 74745 (33.893735, -94.811208)",04/01/2020
055932,"FOUR SEASONS HEALTHCARE & WELLNESS CENTER, LP",5335 LAUREL CANYON BLVD.,NORTH HOLLYWOOD,CA,91607,03/12/2018,Health,F,Resident Assessment and Care Planning Deficiencies,Ensure each resident receives an accurate assessment.,0641,D,"Deficient, Provider has date of correction",04/30/2018,2,Y,false,"5335 LAUREL CANYON BLVD NORTH HOLLYWOOD, CA 91607 (34.167743, -118.39651)",04/01/2020
055932,"FOUR SEASONS HEALTHCARE & WELLNESS CENTER, LP",5335 LAUREL CANYON BLVD.,NORTH HOLLYWOOD,CA,91607,03/12/2018,Health,F,Quality of Life and Care Deficiencies,"Provide safe, appropriate pain management for a resident who requires such services.",0697,D,"Deficient, Provider has date of correction",04/30/2018,2,Y,true,"5335 LAUREL CANYON BLVD NORTH HOLLYWOOD, CA 91607 (34.167743, -118.39651)",04/01/2020
055952,"TORRANCE CARE CENTER WEST, INC",4333 TORRANCE BLVD,TORRANCE,CA,90503,09/28/2018,Health,F,Resident Rights Deficiencies,Keep residents' personal and medical records private and confidential.,0583,E,"Deficient, Provider has date of correction",10/25/2018,2,Y,false,"4333 TORRANCE BLVD TORRANCE, CA 90503 (33.837577, -118.360045)",04/01/2020
055956,BRIARWOOD POST ACUTE,5901 LEMON HILL AVE,SACRAMENTO,CA,95824,11/13/2018,Health,F,Environmental Deficiencies,Implement a program that monitors antibiotic use.,0881,E,"Deficient, Provider has date of correction",01/22/2019,2,Y,false,"5901 LEMON HILL AVE SACRAMENTO, CA 95824 (38.515906, -121.436572)",04/01/2020
055957,SANTA PAULA POST ACUTE CENTER,250 MARCH ST,SANTA PAULA,CA,93060,05/15/2019,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0908,D,"Deficient, Provider has date of correction",05/16/2019,1,N,true,"250 MARCH ST SANTA PAULA, CA 93060 (34.349081, -119.078678)",04/01/2020
055959,WATSONVILLE POST ACUTE CENTER,525 AUTO CENTER DRIVE,WATSONVILLE,CA,95076,07/26/2019,Health,F,Quality of Life and Care Deficiencies,Provide medically-related social services to help each resident achieve the highest possible quality of life.,0745,D,"Deficient, Provider has date of correction",08/06/2019,1,N,true,"525 AUTO CENTER DRIVE WATSONVILLE, CA 95076 (36.919559, -121.76762)",04/01/2020
055959,WATSONVILLE POST ACUTE CENTER,525 AUTO CENTER DRIVE,WATSONVILLE,CA,95076,04/26/2017,Health,F,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",0371,F,"Deficient, Provider has date of correction",05/12/2017,3,Y,false,"525 AUTO CENTER DRIVE WATSONVILLE, CA 95076 (36.919559, -121.76762)",04/01/2020
055960,LA CRESCENTA HEALTHCARE CENTER,3050 MONTROSE AVE,LA CRESCENTA,CA,91214,11/11/2017,Health,F,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",0371,E,"Deficient, Provider has date of correction",12/13/2017,3,Y,false,"3050 MONTROSE AVE LA CRESCENTA, CA 91214 (34.219711, -118.24599)",04/01/2020
055964,FRIENDSHIP MANOR NURSING & REHAB CENTER,902 SOUTH EUCLID AVENUE,NATIONAL CITY,CA,91950,01/09/2017,Health,F,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",0371,D,"Deficient, Provider has date of correction",02/15/2017,3,Y,false,"902 SOUTH EUCLID AVENUE NATIONAL CITY, CA 91950 (32.681755, -117.081871)",04/01/2020
055968,ST. FRANCIS HEIGHTS CONVALESCENT HOSPITAL,35 ESCUELA DRIVE,DALY CITY,CA,94015,11/22/2019,Health,F,Pharmacy Service Deficiencies,Ensure that residents are free from significant medication errors.,0760,E,"Deficient, Provider has date of correction",01/21/2020,1,Y,false,"35 ESCUELA DRIVE DALY CITY, CA 94015 (37.674441, -122.477166)",04/01/2020
055975,HILLCREST MANOR SANITARIUM,1889 NATIONAL CITY BLVD.,NATIONAL CITY,CA,91950,02/27/2019,Health,F,Resident Rights Deficiencies,Keep residents' personal and medical records private and confidential.,0583,D,"Deficient, Provider has date of correction",03/22/2019,1,Y,false,"1889 NATIONAL CITY BLVD NATIONAL CITY, CA 91950 (32.666609, -117.103283)",04/01/2020
055984,"ANAHEIM HEALTHCARE CENTER, LLC",501 SOUTH BEACH BLVD.,ANAHEIM,CA,92804,09/16/2019,Health,F,Quality of Life and Care Deficiencies,Provide safe and appropriate respiratory care for a resident when needed.,0695,D,"Deficient, Provider has date of correction",10/16/2019,1,Y,false,"501 SOUTH BEACH BLVD ANAHEIM, CA 92804 (33.826107, -117.993446)",04/01/2020
055984,"ANAHEIM HEALTHCARE CENTER, LLC",501 SOUTH BEACH BLVD.,ANAHEIM,CA,92804,10/17/2018,Health,F,Pharmacy Service Deficiencies,Ensure medication error rates are not 5 percent or greater.,0759,D,"Deficient, Provider has date of correction",11/16/2018,2,Y,false,"501 SOUTH BEACH BLVD ANAHEIM, CA 92804 (33.826107, -117.993446)",04/01/2020
055996,DYCORA TRANSITIONAL HEALTH-MANCHESTER,3408 EAST SHIELDS AVENUE,FRESNO,CA,93726,12/01/2017,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,E,"Deficient, Provider has date of correction",01/04/2018,2,Y,false,"3408 EAST SHIELDS AVENUE FRESNO, CA 93726 (36.779522, -119.767784)",04/01/2020
056008,GUARDIAN REHABILITATION HOSPITAL,533 S. FAIRFAX AVE,LOS ANGELES,CA,90036,09/01/2018,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,D,"Deficient, Provider has date of correction",09/24/2018,2,Y,false,"533 S FAIRFAX AVE LOS ANGELES, CA 90036 (34.0663, -118.361388)",04/01/2020
056024,HIGHLAND PALMS HEALTHCARE CENTER,7534 PALM AVENUE,HIGHLAND,CA,92346,04/12/2018,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,F,"Deficient, Provider has date of correction",05/24/2018,2,Y,false,"7534 PALM AVENUE HIGHLAND, CA 92346 (34.116958, -117.208761)",04/01/2020
056031,NEW VISTA NURSING AND REHABILITATION CENTER,8647 FENWICK STREET.,SUNLAND,CA,91040,10/05/2018,Health,F,Pharmacy Service Deficiencies,Ensure each resident�s drug regimen must be free from unnecessary drugs.,0757,D,"Deficient, Provider has date of correction",10/11/2018,2,Y,false,"8647 FENWICK STREET SUNLAND, CA 91040 (34.261461, -118.322271)",04/01/2020
056037,PACIFIC HILLS MANOR,370 NOBLE COURT,MORGAN HILL,CA,95037,09/06/2019,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,F,"Deficient, Provider has date of correction",09/30/2019,1,Y,false,"370 NOBLE COURT MORGAN HILL, CA 95037 (37.124191, -121.65951)",04/01/2020
056039,WELLSPRINGS POST ACUTE CENTER,44445 NO.15TH ST. WEST,LANCASTER,CA,93534,07/28/2017,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0456,F,"Deficient, Provider has date of correction",09/14/2017,3,Y,false,"44445 NO 15TH ST WEST LANCASTER, CA 93534 (34.690157, -118.156846)",04/01/2020
375418,SEMINOLE CARE AND REHABILITATION CENTER,1200 WRANGLER BLVD,SEMINOLE,OK,74868,09/18/2017,Health,F,Quality of Life and Care Deficiencies,Ensure residents maintain acceptable nutritional status.,0325,E,"Deficient, Provider has date of correction",10/13/2017,3,N,true,"1200 WRANGLER BLVD SEMINOLE, OK 74868 (35.246625, -96.681868)",04/01/2020
056062,AMAYA SPRINGS HEALTH CARE CENTER,8625 LAMAR STREET,SPRING VALLEY,CA,91977,02/13/2019,Health,F,Resident Rights Deficiencies,Reasonably accommodate the needs and preferences of each resident.,0558,D,"Deficient, Provider has date of correction",05/13/2019,1,Y,false,"8625 LAMAR STREET SPRING VALLEY, CA 91977 (32.738722, -117.013765)",04/01/2020
056063,INFINITY CARE OF EAST LOS ANGELES,101 S FICKETT STREET,LOS ANGELES,CA,90033,11/27/2019,Health,F,Quality of Life and Care Deficiencies,Provide enough food/fluids to maintain a resident's health.,0692,D,"Deficient, Provider has date of correction",01/08/2020,1,Y,false,"101 S FICKETT STREET LOS ANGELES, CA 90033 (34.042341, -118.207457)",04/01/2020
056069,VALLEY HOUSE REHABILITATION CENTER,991 CLYDE AVENUE,SANTA CLARA,CA,95054,05/11/2017,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0456,D,"Deficient, Provider has date of correction",06/15/2017,3,Y,false,"991 CLYDE AVENUE SANTA CLARA, CA 95054 (37.389597, -121.951108)",04/01/2020
056071,SEQUOIAS SAN FRANCISCO CONVALESCENT HOSPITAL,1400 GEARY BLVD,SAN FRANCISCO,CA,94109,08/01/2017,Health,F,Administration Deficiencies,"Operate and  provide services according to Federal, State, and local laws and professional standards.",0492,E,"Deficient, Provider has date of correction",09/20/2017,3,Y,false,"1400 GEARY BLVD SAN FRANCISCO, CA 94109 (37.785156, -122.427062)",04/01/2020
056082,CANYON SPRINGS POST-ACUTE,180 NORTH JACKSON AVENUE,SAN JOSE,CA,95116,03/02/2017,Health,F,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",0371,D,"Deficient, Provider has date of correction",04/06/2017,3,Y,false,"180 NORTH JACKSON AVENUE SAN JOSE, CA 95116 (37.36251, -121.847382)",04/01/2020
056083,WOODS HEALTH SERVICES,2600 A STREET,LA VERNE,CA,91750,09/15/2018,Health,F,Resident Rights Deficiencies,Give residents notice of Medicaid/Medicare coverage and potential liability for services not covered.,0582,E,"Deficient, Provider has date of correction",10/11/2018,2,Y,false,"2600 A STREET LA VERNE, CA 91750 (34.104973, -117.77503)",04/01/2020
056084,ASTORIA NURSING AND REHAB CENTER,14040 ASTORIA STREET,SYLMAR,CA,91342,06/04/2018,Health,F,Resident Rights Deficiencies,Keep residents' personal and medical records private and confidential.,0583,D,"Deficient, Provider has date of correction",06/28/2018,2,Y,false,"14040 ASTORIA STREET SYLMAR, CA 91342 (34.311269, -118.439046)",04/01/2020
056086,LA MARIPOSA CARE AND REHABILITATION CENTER,1244 TRAVIS BLVD,FAIRFIELD,CA,94533,06/15/2018,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,F,"Deficient, Provider has date of correction",12/12/2018,3,Y,false,"1244 TRAVIS BLVD FAIRFIELD, CA 94533 (38.25822, -122.047987)",04/01/2020
056111,GRIFFITH PARK HEALTHCARE CENTER,201 ALLEN AVE.,GLENDALE,CA,91201,12/21/2017,Health,F,Resident Rights Deficiencies,Prepare residents for a safe transfer or discharge from the nursing home.,0624,D,"Deficient, Provider has date of correction",01/02/2018,3,N,true,"201 ALLEN AVE GLENDALE, CA 91201 (34.162592, -118.305519)",04/01/2020
056113,ALEXANDRIA CARE CENTER,1515 N ALEXANDRIA AVE.,LOS ANGELES,CA,90027,10/02/2017,Health,F,Resident Rights Deficiencies,Provide care for residents in a way that maintains or improves their dignity and respect in full recognition of their individuality.,0241,D,"Deficient, Provider has date of correction",10/11/2017,3,N,true,"1515 N ALEXANDRIA AVE LOS ANGELES, CA 90027 (34.098802, -118.298328)",04/01/2020
056114,COUNTRY VILLA EAST NURSING CENTER,2415 SOUTH WESTERN AVENUE,LOS ANGELES,CA,90018,02/09/2019,Health,F,Resident Rights Deficiencies,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",0580,D,"Deficient, Provider has date of correction",03/08/2019,2,Y,false,"2415 SOUTH WESTERN AVENUE LOS ANGELES, CA 90018 (34.034343, -118.308975)",04/01/2020
056117,THE ROWLAND,330 W. ROWLAND STREET,COVINA,CA,91723,03/23/2018,Health,F,Nursing and Physician Services Deficiencies,Post nurse staffing information every day.,0732,C,"Deficient, Provider has date of correction",05/15/2018,2,Y,false,"330 W ROWLAND STREET COVINA, CA 91723 (34.078968, -117.895054)",04/01/2020
056120,EMPRES POST ACUTE REHABILITATION,300 DOUGLAS STREET,PETALUMA,CA,94952,01/09/2017,Health,F,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",0371,D,"Deficient, Provider has date of correction",03/06/2017,3,Y,false,"300 DOUGLAS STREET PETALUMA, CA 94952 (38.227844, -122.644482)",04/01/2020
056122,MILLBRAE SKILLED CARE,33 MATEO AVENUE,MILLBRAE,CA,94030,08/06/2018,Health,F,Resident Assessment and Care Planning Deficiencies,Plan the resident's discharge to meet the resident's goals and needs.,0660,D,"Deficient, Provider has date of correction",11/02/2018,2,Y,false,"33 MATEO AVENUE MILLBRAE, CA 94030 (37.605154, -122.39402)",04/01/2020
056124,TARZANA HEALTH AND REHABILITATION CENTER,5650 RESEDA BLVD,TARZANA,CA,91356,04/23/2019,Health,F,Pharmacy Service Deficiencies,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,0755,D,"Deficient, Provider has date of correction",05/10/2019,1,N,true,"5650 RESEDA BLVD TARZANA, CA 91356 (34.173926, -118.536005)",04/01/2020
056124,TARZANA HEALTH AND REHABILITATION CENTER,5650 RESEDA BLVD,TARZANA,CA,91356,07/14/2017,Health,F,Resident Rights Deficiencies,Reasonably accommodate the needs and preferences of each resident.,0246,D,"Deficient, Provider has date of correction",08/14/2017,3,Y,false,"5650 RESEDA BLVD TARZANA, CA 91356 (34.173926, -118.536005)",04/01/2020
056137,THE MEADOWS POST ACUTE,14857 ROSCOE BOULEVARD,PANORAMA CITY,CA,91402,04/30/2017,Health,F,Administration Deficiencies,Keep clinical records for an appropriate amount of time.,0515,D,"Deficient, Provider has date of correction",06/21/2017,3,Y,false,"14857 ROSCOE BOULEVARD PANORAMA CITY, CA 91402 (34.221491, -118.457143)",04/01/2020
056145,GARDEN GROVE POST ACUTE,12882 SHACKELFORD LANE,GARDEN GROVE,CA,92841,06/02/2017,Health,F,Environmental Deficiencies,Provide housekeeping and maintenance services.,0253,B,"Deficient, Provider has date of correction",06/30/2017,3,Y,false,"12882 SHACKELFORD LANE GARDEN GROVE, CA 92841 (33.775236, -117.972008)",04/01/2020
056153,NAPA POST ACUTE,705 TRANCAS ST.,NAPA,CA,94558,11/02/2017,Health,F,Quality of Life and Care Deficiencies,Provide necessary care and services to maintain or improve the highest well being of each resident .,0309,E,"Deficient, Provider has date of correction",01/24/2018,3,N,true,"705 TRANCAS ST NAPA, CA 94558 (38.324484, -122.290564)",04/01/2020
056157,EMERALD TERRACE CONV HOSPITAL,1154 S.ALVARADO ST,LOS ANGELES,CA,90006,02/04/2018,Health,F,Pharmacy Service Deficiencies,Ensure each resident�s drug regimen must be free from unnecessary drugs.,0757,D,"Deficient, Provider has date of correction",02/26/2018,3,Y,false,"1154 S ALVARADO ST LOS ANGELES, CA 90006 (34.04898, -118.281593)",04/01/2020
366041,ADDISON HEIGHTS HEALTH AND REHABILITATION CENTER,3600 BUTZ RD,MAUMEE,OH,43537,02/07/2019,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,D,"Deficient, Provider has date of correction",03/07/2019,1,Y,false,"3600 BUTZ RD MAUMEE, OH 43537 (41.575424, -83.717969)",04/01/2020
056169,ALAMITOS WEST HEALTH & REHABILITATION,3902 KATELLA AVENUE,LOS ALAMITOS,CA,90720,11/16/2017,Health,F,Resident Assessment and Care Planning Deficiencies,Allow residents the right to participate in the planning or revision of care and treatment.,0280,D,"Deficient, Provider has date of correction",12/30/2017,3,Y,false,"3902 KATELLA AVENUE LOS ALAMITOS, CA 90720 (33.803006, -118.064282)",04/01/2020
056180,LAKE BALBOA CARE CENTER,16955 VANOWEN STREET,VAN NUYS,CA,91406,02/15/2019,Health,F,Environmental Deficiencies,Provide rooms that are at least 80 square feet per resident in multiple rooms and 100 square feet for single resident rooms.,0912,B,Waiver has been granted,,1,Y,false,"16955 VANOWEN STREET VAN NUYS, CA 91406 (34.193894, -118.503328)",04/01/2020
056182,GOLDEN HILL SUBACUTE & REHAB CTR,1201 34TH ST.,SAN DIEGO,CA,92102,10/04/2018,Health,F,Pharmacy Service Deficiencies,Ensure medication error rates are not 5 percent or greater.,0759,D,"Deficient, Provider has date of correction",11/04/2018,2,Y,false,"1201 34TH ST SAN DIEGO, CA 92102 (32.718211, -117.12102)",04/01/2020
056185,LIFE CARE CENTER OF MENIFEE,27600 ENCANTO DRIVE,SUN CITY,CA,92586,10/18/2018,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0908,E,"Deficient, Provider has date of correction",11/06/2018,2,N,true,"27600 ENCANTO DRIVE SUN CITY, CA 92586 (33.719828, -117.188647)",04/01/2020
056190,CHANDLER CONVALESCENT HOSPITAL,525 SOUTH CENTRAL AVENUE,GLENDALE,CA,91204,04/11/2019,Health,F,Quality of Life and Care Deficiencies,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,0686,D,"Deficient, Provider has date of correction",05/09/2019,1,Y,false,"525 SOUTH CENTRAL AVENUE GLENDALE, CA 91204 (34.139058, -118.257868)",04/01/2020
056207,PACIFIC GARDENS NURSING AND REHABILITATION CENTER,577 S. PEACH AVE.,FRESNO,CA,93727,02/15/2019,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,E,"Deficient, Provider has date of correction",03/14/2019,1,Y,true,"577 S PEACH AVE FRESNO, CA 93727 (36.736893, -119.71832)",04/01/2020
056214,RAMONA REHABILITATION AND POST ACUTE CARE CENTER,485 W. JOHNSTON AVENUE,HEMET,CA,92543,07/25/2019,Health,F,Nutrition and Dietary Deficiencies,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",0812,E,"Deficient, Provider has date of correction",08/27/2019,1,Y,false,"485 W JOHNSTON AVENUE HEMET, CA 92543 (33.733022, -116.975306)",04/01/2020
056215,NORTHBROOK HEALTHCARE CENTER,64 NORTHBROOK WAY,WILLITS,CA,95490,08/30/2019,Health,F,Resident Rights Deficiencies,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",0580,D,"Deficient, Provider has date of correction",10/28/2019,1,Y,false,"64 NORTHBROOK WAY WILLITS, CA 95490 (39.415181, -123.361378)",04/01/2020
056215,NORTHBROOK HEALTHCARE CENTER,64 NORTHBROOK WAY,WILLITS,CA,95490,07/14/2017,Health,F,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",0371,F,"Deficient, Provider has date of correction",09/07/2017,3,Y,false,"64 NORTHBROOK WAY WILLITS, CA 95490 (39.415181, -123.361378)",04/01/2020
056228,WEST HAVEN HEALTHCARE,1495 WEST CAMERON AVE.,WEST COVINA,CA,91790,08/16/2019,Health,F,Resident Rights Deficiencies,Reasonably accommodate the needs and preferences of each resident.,0558,D,"Deficient, Provider has date of correction",09/09/2019,1,Y,false,"1495 WEST CAMERON AVE WEST COVINA, CA 91790 (34.067714, -117.941079)",04/01/2020
056234,MARLORA POST ACUTE REHAB HOSP,3801 E ANAHEIM ST,LONG BEACH,CA,90804,07/13/2017,Health,F,Environmental Deficiencies,"Provide a safe, clean, comfortable and home-like environment; and allow residents to use personal belongings to the extent possible.",0252,E,"Deficient, Provider has date of correction",08/08/2017,3,Y,false,"3801 E ANAHEIM ST LONG BEACH, CA 90804 (33.782587, -118.147876)",04/01/2020
056237,ALDEN TERRACE CONVALESCENT HOSPITAL,1240 S HOOVER ST,LOS ANGELES,CA,90006,12/30/2019,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,E,"Deficient, Provider has date of correction",01/29/2020,1,Y,false,"1240 S HOOVER ST LOS ANGELES, CA 90006 (34.048739, -118.284158)",04/01/2020
056237,ALDEN TERRACE CONVALESCENT HOSPITAL,1240 S HOOVER ST,LOS ANGELES,CA,90006,12/26/2017,Health,F,Quality of Life and Care Deficiencies,Provide safe and appropriate respiratory care for a resident when needed.,0695,D,"Deficient, Provider has date of correction",02/12/2018,3,Y,false,"1240 S HOOVER ST LOS ANGELES, CA 90006 (34.048739, -118.284158)",04/01/2020
056242,WESTLAKE CONVALESCENT HOSPITAL,316 S WESTLAKE AVENUE,LOS ANGELES,CA,90057,04/16/2018,Health,F,Resident Assessment and Care Planning Deficiencies,Ensure each resident receives an accurate assessment.,0641,E,"Deficient, Provider has date of correction",05/15/2018,2,Y,false,"316 S WESTLAKE AVENUE LOS ANGELES, CA 90057 (34.061965, -118.271742)",04/01/2020
056244,GRAND PARK CONVALESCENT HOSPITAL,2312 WEST 8TH STREET,LOS ANGELES,CA,90057,11/17/2017,Health,F,Administration Deficiencies,"Keep accurate, complete and organized clinical records on each resident that meet professional standards.",0514,D,"Deficient, Provider has date of correction",12/15/2017,3,Y,false,"2312 WEST 8TH STREET LOS ANGELES, CA 90057 (34.056061, -118.280512)",04/01/2020
056258,WINDSOR REDDING CARE CENTER,2490 COURT STREET,REDDING,CA,96001,09/13/2018,Health,F,Environmental Deficiencies,Implement a program that monitors antibiotic use.,0881,E,"Deficient, Provider has date of correction",12/12/2018,2,Y,false,"2490 COURT STREET REDDING, CA 96001 (40.573276, -122.392223)",04/01/2020
056258,WINDSOR REDDING CARE CENTER,2490 COURT STREET,REDDING,CA,96001,10/03/2017,Health,F,Environmental Deficiencies,Provide housekeeping and maintenance services.,0253,D,"Deficient, Provider has date of correction",11/07/2017,3,N,true,"2490 COURT STREET REDDING, CA 96001 (40.573276, -122.392223)",04/01/2020
056258,WINDSOR REDDING CARE CENTER,2490 COURT STREET,REDDING,CA,96001,09/14/2017,Health,F,Pharmacy Service Deficiencies,Maintain drug records and properly mark/label drugs and other similar products according to accepted professional standards.,0431,D,"Deficient, Provider has date of correction",10/16/2017,3,Y,false,"2490 COURT STREET REDDING, CA 96001 (40.573276, -122.392223)",04/01/2020
