business name,address1,address2,city,state,zipcode,county,contact name,website,email,company profile,company description,location description,latlong
Sedalia Area Farmers' Market,1900 S. Limit,,Sedalia,MO,65301,Pettis,Brenda Raetz,http://www.sedaliaareafarmersmarket.com,info@sedaliaareafarmersmarket.com,"The Sedalia Area Farmers’ Market is the sole producer-only market in Pettis County, meaning that all vendors must grow or make what they sell at the market. This standard translates into quality and unparalleled product freshness for customers, and also provides the opportunity to form meaningful relationships between vendors and consumers.<br><br>Market board members verify producers&#39; integrity by visiting their farms and homes, learning the story of their products and sharing those stories through photos and words. All vendors reside in Pettis and its contiguous counties, with limited exceptions.","Locally grown vegetables, fruits, free-range eggs, grass-fed meats, homemade baked goods, a variety of ethnic foods, wood fired pizza, handmade soaps, knife sharpening and other products are all available at the Sedalia Area Farmers’ Market.","Sedalia Area Farmers&#39; Market is open Tuesdays and Fridays, 3 - 6 p.m. May through October!<br><br>The market is located on the beautiful MO State Fairgrounds just inside the main gate (1900 S Limit) across from Kehde&#39;s BBQ.","(38.695851, -93.250964)"
"Ava Growers' Market by Ava Growers Project, Inc.",Public Square,,Ava,MO,65608,Douglas,Dan Ricciardelli,http://www.avagrowers.wordpress.com,avagrowers@gmail.com,"The Ava Growers Project is a nonprofit which has organized and sponsored the Ava Farmers Market since 2014. Prior to that the farmers market operated as an informal association. In addition to the farmers market, the Ava Growers Project sponsors free garden seed distribution annually.","Vendors at the farmers market sell their own produce, farm products such as eggs and honey, free range frozen chicken and rabbit meat, jams and jellies, baked goods, bedding plants, and home-made crafts. All products must be grown or made by the vendor. No re-sale of any kind is allowed.","The farmers market is held Saturday mornings from April through October from 7am-12pm on the public square in downtown Ava, Missouri.","(36.950588, -92.655943)"
Downtown Rolla Saturday Farmers' Market,10th and Elm Street,,Rolla,MO,65401,Phelps,Anna McClellan,http://www.facebook.com/RollaSaturdayFarmersMarket/,mcclellananna52@gmail.com,"May- October, Saturday 7:00 a.m.- 1:00 p.m.",The Downtown Rolla Saturday Farmers&#39; Market sells a variety of products.,"The market is open on Saturdays from 7 am to 1 pm, May through October","(37.950917, -91.770777)"
Cole County Farmers' Market,"3600 Country Club Dr, old Sears Lot",,Jefferson City,MO,65109,Cole,Kenny Anderson,https://www.facebook.com/Cole-County-Farmers-Market-366618770206019/,fischergrainfarm@aol.com,"The Cole County Farmers&#39; Market began in 1992 and has become a valuable tradition. All vendors must be from Cole or any adjoining county, and produce all products they sell, no resale of purchased products will be allowed. Producers arrive 30-60 minutes before market opening to set up displays, but &quot;no early sales&quot; is strictly enforced.","The Market opens in early April with mostly bedding plants, potted plants and hanging baskets. May brings fresh salad greens and hydroponics tomatoes. In June, we add new potatoes and peas and our first taste of green beans. The summer months provide sweet corn, peaches, melons, eggplants, apples, peppers, etc. The Fall brings a large variety of produce, with hardy mums and all your fall decorating needs.","<p>Capital Mall Parking Lot in Jefferson City, MO</p><p><br></p><p>The market gathers Tuesdays and Fridays from 4:00 p.m. until 6:00 p.m. and Saturdays from 2:00 p.m. until 4:00 pm, April through October.</p>","(38.586079, -92.252853)"
Pin Oaks Farm LLC,3300 SW Hulse Rd,,Trimble,MO,64492,Clinton,Michael Pilcher,https://www.PinOaksFarm.com,pinoaksfarm@gmail.com,"<p>At Pin Oaks Farm, we care about people and strive to deliver the best products possible. Our farm is a family business that loves serving our community and other communities as well. </p><p>We started out growing mums, pumpkins, sweet corn and farm fresh eggs. Now we are gearing up for outdoor wedding venues, events and cabin rentals. </p><p>Be sure and check out our website and also our <a href=""https://www.facebook.com/PinOaksFarm/"" target=""_blank"">Facebook</a> page @ Pin Oaks Farm.</p>","<p>The products we grow right here at our farm are: - Free range eggs - Jumbo Mums (single colors and Mumbos (Tri colored) - Pumpkins (from small to large) - Gourds - Squash - Sweet Corn - Pin Oak Trees - Corn stalks - Straw </p><p>Our business is so unique due to being one of the most attractive properties you will ever see, plus the privacy and free ranging animals. </p><p>We also have some of the largest (if not the largest) Jumbo Mums you will find. These large and healthy mums are grown right here at our farm, just like our pumpkins. Later in the fall season (close to Halloween) we always try and do at least one hayride for our customers and their children. This all depends on the weather, how muddy the ground is we drive on, etc. Check us out! . .</p>","<p>Our products can be purchased at discounted prices by coming to our farm.</p><p>We also do some local farmers&#39; markets and festivals that can be found on our <a href=""http://www.PinOaksFarm.com"" target=""_blank"">website</a> and <a href=""http://www.facebook.com/PinOaksFarm/"" target=""_blank"">Facebook</a> page.</p><p>By liking our Facebook page, you will be updated each time we post a new festival, event or special we are running at the farm. This same Facebook page and our website is where you will find all dates of events and hours of business at each event and our farm.</p><p>Directions to our farm: We are located 3 miles north of Trimble, MO on 169, then take Hulse Rd. to the west 1 mile on gravel until you come to our sign at our front entrance (gate).</p><p>If you are coming from the north, then on the south end of Grayson you will take 240th St. which is gravel for 1/2 mile at the fork, go left (south) on Hulse Rd for 1/4 mile and our place is first place on the right (west). You will see the sign at our front gate entrance. . .</p>","(39.524605, -94.577484)"
Savory Sauce,2805 S. Joplin Ave,,Joplin,MO,64804,Jasper,Karrington Garvin,https://14kgarv.wixsite.com/mysite,14kgarv@gmail.com,"Our company name, Savory Sauce, came about by it&#39;s unique, flavorful taste. It is a sweet vinaigrette salad dressing and marinade. Karrington Garvin and her sister Kortlin Garvin started the business in August 2017, and from there it has expanded. The owners make it, label and package it. It is 100% Natural, and makes the perfect flavor to go on just about anything.<br><br>Savory Sauce came from an old family recipe that their grandmother had for years. She enjoyed making the sauce for family and eventually showed the two sisters how to make it and what the secret ingredient was. ;) As time went on, the girls decided to try to sell it at craft shows around the area to see if other people liked it just as much as they did. It turned out to be a success and from there, they have been passionate and motivated to make sure everyone gets this fresh, delicious sauce in their hands.","Savory Sauce is a sweet vinaigrette salad dressing and marinade. It&#39;s all natural and gluten free. It is mainly used on salads, but great for pastas, vegetables and even a marinade for meat!","Webb City Farmers Market<br>106 E Tracy St, Webb City, MO 64870<br>Tuesday 4 - 7 p.m. and Saturday 9 a.m. - 12 p.m.<br><br>Joplin Empire Market<br>931 E 4th St, Joplin, MO 64801<br>Saturday 10 a.m. - 3 p.m.<br><br>Joplin Third Thursday Main Street Joplin, MO<br>June 21st 5:30 - 8:30 p.m.","(37.059588, -94.515405)"
Southside Farmers' Market,1404 S. Missouri St,,Macon,MO,63552,Macon,Mollie Gilliland,https://www.facebook.com/Southside.Market/,mollieglakeview@gmail.com,The Southside Farmers&#39; Market is open May through October on Saturday from 8 am to 12 pm.,The Southside Farmers&#39; Market sells a variety of products.,"The Southside Farmers&#39; Market is located at 1404 S. Missouri Street in Macon, Missouri.","(39.720141, -92.466817)"
Arcadia Valley Farmers' Market,250 South Main,,Arcadia,MO,63650,Iron,Tony and Jan Harbison,,harbisontree@hotmail.com,Open: Mid May to Mid October<br><br>Hours: Friday night from 3-8 pm and Saturdays 7 am-12 pm,The Arcadia Valley Farmers&#39; Market sells a variety of products.,Hw 21 South to Hwy M (turns right) to Main Street to Shepherd Street (behind Courthouse) and Wayne Street (on North side of Courthouse),"(37.579097, -90.656925)"
Ozark Farmers' Market,844 Finley Farms Lane,,Ozark,Mo,65721,Christian,Katherine Dowdy,http://www.facebook.com/OzarkFarmersMarket/,ozarkfarmersmarket@gmail.com,"<p>Established in 2012, the Ozark Farmers&#39; Market hosts area farmers and artisans each Thursday, May - September, 3:30 p.m. - 7:00 p.m.</p>","Our vendors reside within 150 miles of Ozark.  They provide locally grown produce, grass-fed meats, pastured eggs, local honey, artisan soaps &amp; crafts.  Food trucks offer homemade meals, snacks and liquid refreshments.","<p>Ozark Farmers Market at Finley Farms is located on the historic Ozark Mill property on the Finley River in Ozark. </p><p><br></p><p>OFM operates Thursdays, 3:30 p.m. - 7:00 p.m., May through September.</p>","(37.02322, -93.20781)"
Hope Rising Farm,203 8th St.,,Garden City,MO,64747,Cass,Lisa Patton,http://hoperisingfarm.csasignup.com/members/types,hoperisingfarm@gmail.com,"We started our market garden farm in 2016 on less than 1 acre of land. Our desire and goal is to serve our community by providing naturally grown produce with no chemicals used for herbicides, fertilizers or pest control.<br> <br>We do our best to buy seed and supplies from businesses in Missouri. We also grow many types of heirloom vegetables. Our family of three solely operates and works the 11,000 sq. ft garden.<br> <br>We sell at farmers’ markets and have CSA members.<br> <br>In 2019, our focus on marketing will be slightly changing. We will be setting up a more permanent stand at the Community Market in Garden City and open at least 3 days a week.",We raise a large variety of vegetables from beets to heirloom tomatoes. We use non-chemical methods of fertilizing and weed and pest control.<br> <br>As much as possible we use non-GMO and local seed. Our little farm is operated and worked solely by our family of three. Produce is sold within 1-2 days of harvest if not same day.,"<p>We offer a limited number of CSA produce shares.</p><p><br></p><p>Our market stand is located at Community Market on 49 F Hwy (across from Casey&#39;s) in Garden City, Missouri</p><p><br></p><p>Open from May - November; Wednesdays 4 p.m. - 7 p.m. and Saturdays from 8 a.m. – noon.</p>","(38.555583, -94.186313)"
Marceline Farmers' Market,124 E. Ritchie Ave.,,Marceline,MO,64658,Linn,Dennis VanDyke,http://www.facebook.com/pg/Marceline-Farmers-Market-177793465612753,d.vandyke0@icloud.com,"Walsworth Community Center is the go to place for many local activities around the Linn County Marceline area. In April 2018, a need was identified for a Farmers&#39; Market in the area. The Community Center decided to take this on as a weekly/year round indoor/outdoor farmers’ market. We set up every Tuesday from 4 p.m. – 7 p.m. for the vendors to sell their products.<br> ","All garden produce, specialty jams, jellies, relish.<br> <br>Home baked goods, goat cheese products, goat milk bath and home products.<br> <br>Crafts and home sewn products, USDA inspected frozen pork products.<br> <br>A place to carry out or eat in for the evening meal from a local cook or food truck.<br> ","Walsworth Community Center is located one block off of Marceline&#39;s Main Street, USA just across from the Ripley Park. The building itself can hold 60 spaces for our entrepreneurs. There is plenty of space outside to park a truck and sell directly from there.<br><br>The market is open year round, most Tuesdays from 4 p.m. – 7 p.m., set up is allowed from 3 p.m.<br> ","(39.714534, -92.949519)"
St. Charles Lions Club Farmers' Market,500 N Riverside,,St. Charles,MO,63301,St. Charles,St. Charles Lions Club,https://www.facebook.com/FarmersMarketofStCharlesMO/,,"For additional information about the St. Charles Lions Club Farmers&#39; Market, please contact them directly or visit their website.","For additional information about products available, please contact the market manager directly.",Saturdays 7 am - noon in the Foundry Art Centre Lot,"(38.784392, -90.479057)"
Dexter Farmers Market,633 W. Market Str.,,Dexter,MO,63841,Stoddard,Hillary Starnes,,info@dexterchamber.com,Dexter Farmers Market has been in business for three years and continues to grow.,The Dexter Farmers Market has a variety of products for sale.,2018 Season is from May 17 to September 6<br><br>Every Thursday from 4 to 6 pm,"(36.795902, -89.966554)"
Parkville Farmers' Market,127 S. Main St.,,Parkville,MO,64152,Platte,Shelley Oberdiek,https://www.facebook.com/parkvillefarmersmarket/,farmersmarketmanager@yahoo.com,Open April through October on Saturday from 7 am to 12 pm.,The Parkville Farmers&#39; Market sells a variety of products.,"Located at 127 S. Main Street, Parkville, MO.","(39.188089, -94.684132)"
Washington Farmers' Market,317 West Main Street,,Washington,MO,63090,Franklin,Amanda Griesheimer,http://www.washmomarket.com,info@washmomarket.com,"For over 20 years, the Washington Farmers&#39; Market has provided an outlet for local farmers to sell their produce. Located in a beautifully renovated historic building with pavilion, customers are covered, rain or shine, at 317 West Main Street in Downtown Washington, Missouri.","The Washington Farmers’ Market offers something for everyone, with more than 40 vendors selling local plants and produce, meat, eggs, jams &amp; jellies and baked goods. Crafters selling their handmade items have also found a home at the market, offering charming and unique items.","The market is open on Saturdays, 8 a.m. - 1 p.m., April through October.","(38.561288, -91.013608)"
Creve Coeur Farmer's Market,934 E. Rue De La Banque,,Creve Coeur,MO,63141,St. Louis,Katie Dixon,http://www.crevecoeurmo.gov/market,marketmanager@crevecoeurmo.gov,"<span><span style=""color: black;""><span style=""font-family: arial,sans-serif;""><span style=""font-size: 9.0pt;"">We support farmers within 50 miles of Creve Coeur by making their product readily accessible to our residents, friends and neighbors- allowing a means to those seeking to incorporate a healthy farm-to-table lifestyle while working to reduce our carbon footprint. </span></span></span></span><br> <br><span><span style=""color: black;""><span style=""font-family: arial,sans-serif;""><span style=""font-size: 9.0pt;"">Eat, shop, support...LOCAL!</span></span></span></span>","<span style=""color: black;""><span style=""font-family: arial,sans-serif;""><span style=""font-size: 9.0pt;"">We offer a variety of farm fresh fruits and vegetables, local meats without added hormones or antibiotics, free range eggs, local honey, apple butters, jams, kettle corn, baked goods, potted plants, natural skincare, live music, weekly community events and a local artisans market.</span></span></span>","<span style=""color: black;""><span style=""font-family: arial,sans-serif;""><span style=""font-size: 9.0pt;"">We are open May 4 - October 5 from 8 a.m. - Noon on Saturday mornings.<br><br>We are located at the American Legion Post. 934 E. Rue De La Banque, Creve Coeur, MO 63141.<br><br>Accessible from Olive just east of 270 on the north side of the road located behind Bristol&#39;s Restaurant.</span></span></span>","(38.672105, -90.443915)"
Downtown Lee's Summit Farmers Market,101 SE Douglas St.,,Lee's Summit,MO,64063,Jackson,Ashley Nowell,https://www.facebook.com/downtownlsfarmersmarket/,ashley@downtownls.org,"<p>Get the freshest produce in town by visiting the Downtown Lee&#39;s Summit Farmers Market, located at the corner of Second and Douglas streets in Downtown Lee&#39;s Summit.</p><p><br></p><p>The Market is open from 7 a.m. to sell-out Wednesdays and Saturdays, and is made up of more than 50 vendors featuring a variety of fresh produce, plants, meat, baked goods, handmade goods and much more.</p><p><br></p><p>The market is open April 4 through Nov. 21, 2020. Convenient parking can be found in the lot next to the Farmers&#39; Market on Douglas Street, or at the City Hall parking garage at the corner of Second and Green streets.</p>",The Downtown Lee&#39;s Summit Farmers Market sells a variety of products.,The Downtown Lee&#39;s Summit Farmers Market is open from April to November on Wednesdays and Saturdays from 7 AM to sell-out.<br><br>We are located at the corner of Second and Douglas St in Downtown Lee&#39;s Summit.,"(38.61692, -92.120924)"
Gardener's Orchard & Bakery,4455 W Farm Rd 2,,Brighton,MO,65617,Polk,Radu Gradinariu,http://gardenersorchard.com,gardenersfarm@gmail.com,"<p>Gardener&#39;s Orchard &amp; Bakery is a 45 acre family run orchard and farm in Brighton, MO.</p><p>Gardener&#39;s Orchard has been run by the Gradinariu Family since 2013. The orchard was initially started by the Plaster Family in the early 1980&#39;s.</p><p>The Gradinariu Family has expanded the farm to include seasonal produce, berries, a bakery, fresh apple cider and educational farm tours.</p>","<p>We are a specialty fruit farm offering apples, peaches, blackberries, blueberries and strawberries. We have a bakery open year round on the farm that makes breads, pies, danishes, caramel apples and a variety of homemade bakery items with no added preservatives. </p><p>We produce an all-natural apple cider September - January that is produced weekly with no added sugar or preservatives.</p>","<p>Farm Store and Bakery are open year round at 4455 W Farm Rd 2., Brighton, MO offering bakery items, seasonal U-Pick and farm tours.</p><p>Seasonal Farm Stand open June - October at 3545 W Republic Rd, Springfield, MO.</p><p>Gardener&#39;s products also available at farmers&#39; markets in the Springfield, MO metro area year round.</p>","(37.422987, -93.36217)"
Creve Coeur Farmers' Market,934 E. Rue De La Banque,,Creve Coeur,MO,63141,St. Louis,Katie Dixon,http://www.crevecoeurmo.gov/market,marketmanager@crevecoeurmo.gov,"We support farmers within 50 miles of Creve Coeur by making their product readily accessible to our residents, friends and neighbors- allowing a means to those seeking to incorporate a healthy farm-to-table lifestyle while working to reduce our carbon footprint. <br> <br>Eat, shop, support...LOCAL!","We offer a variety of farm fresh fruits and vegetables, local meats without added hormones or antibiotics, free range eggs, local honey, apple butters, jams, kettle corn, baked goods, potted plants, natural skincare, live music, weekly community events and a local artisans market.","We are open May 4 - October 5 from 8 a.m. - Noon on Saturday mornings.<br><br>We are located at the American Legion Post.<br><br>934 E. Rue De La Banque, Creve Coeur, MO 63141.<br><br>Accessible from Olive just east of 270 on the north side of the road located behind Bristol&#39;s Restaurant.","(38.672105, -90.443915)"
Cole Camp Farmers' Market,Stand Setup on Highway 52,,Cole Camp,MO,65325,Benton,Regina Fischer,https://www.facebook.com/ColeCampAreaFarmersMarket/,colecampfarmersmarket@gmail.com,"Refer to our Facebook Page at <a href=""https://www.facebook.com/ColeCampAreaFarmersMarket/"" target=""_blank"">https://www.facebook.com/ColeCampAreaFarmersMarket/</a>.","Refer to our Facebook Page at <a href=""https://www.facebook.com/ColeCampAreaFarmersMarket/"" target=""_blank"">https://www.facebook.com/ColeCampAreaFarmersMarket/</a>.","May - October, Saturdays 8:00 a.m. - 12:00 p.m.","(38.460273, -93.207609)"
C-Street City Market,321 E. Commercial St,,Springfield,MO,65803,Greene,Amy Truitt,https://www.facebook.com/sweetestlittlemarket/,marketmanager@historiccstreet.com,"As the original Springfield Market, C-Street City Market unites our urban communities with local farmers and artists.  Located next to the Historical Jefferson Avenue Footbridge, our market is a &quot;Farmers&#39; Market and More&quot;.","Fruits, Vegetables, Honey, Grass-Fed Meat, Poultry, Eggs, Coffee, Baked Goods, Soap, Candles, Jewelry, Textiles, Pottery and more","321 E. Commercial Street, Springfield, MO 65803 <br><br>Thursdays 4 - 8 p.m. and Saturdays 9 a.m. - 2 p.m. from April through October","(37.229992, -93.289665)"
Chariton County Farmers' Market,216 South Broadway,,Salisbury,MO,65281,Chariton,Jennifer Thornburg,https://salisburymo.net/index.php/community/farmer-s-market,jennifergrotewiel@hotmail.com,<p>The Salisbury Chamber of Commerce and Salisbury FFA Chapter opened the Chariton County Farmers&#39; Market in 2005 to provide members a place to sell their products weekly during the summer.</p>,"<p>We offer fresh produce, baked goods, crafts, farm fresh free-range eggs and other unique items.</p>","<p>Millstone Plaza, South Broadway Street, Salisbury, Missouri. </p><p>From Highway 24, turn south on MO 129 (Weber Avenue). Turn right/west on 2nd Street. </p><p>Farmers&#39; Market is on the corner of 2nd and Broadway. </p><p>Open every Friday, 8:00 a.m. - 11:00 a.m., end of May through end of October.</p>","(39.423289, -92.801707)"
Boonville Farmers' Market,1920 Main Street,,Boonville,MO,65233,Cooper,Debbie Ellecbracht,https://www.facebook.com/BoonvilleMOFarmersMarket/,boonvillefarmersmarket@gmail.com,"The Boonville Farmers Market, Inc., is a self-certifying market offering locally grown produce from Cooper and adjacent counties. The market accepts value-added products and original artwork, as long as these items are sold by the person who created them. The market will begin its season on the first Saturday of April and run through the last Saturday of October. It will be open from 8 am to noon. Those interested in participating in the market can download an application from our Facebook page <a href=""https://Facebook.com/BoonvilleFarmersMarket"" target=""_blank"">Facebook.com/BoonvilleFarmersMarket</a> or email us at <a href=""mailto:boonvillefarmersmarket@gmail.com"" target=""_blank"">boonvillefarmersmarket@gmail.com</a>.","Locally grown produce, value-added products such as breads, jellies and jams, etc., so long as they are produced and labeled in accordance with Missouri State Law.",The market gathers on Saturdays from 8:00 am until 12:00 pm.<br><br>April through October in the Boone Village Shopping Center on Rt. B parking lot.,"(38.956903, -92.740764)"
Salem Farmers' Market,200 S. Main St; behind Visitor's Center,,Salem,MO,65560,Dent,Judy Apperson,http://www.salemmo.com/,judy@salemcommunitycenter.org,"<p>Located at 200 S. Main Street Salem, MO (behind the Visitor&#39;s Center)</p><p><br></p><p>Saturdays, 7:30 a.m. - 1 p.m.</p><p>May through September</p>","For additional information about products available at the Salem Farmers&#39; Market, please contact the market manager directly or visit their website.","<p>Located at 200 S. Main Street Salem, MO (behind the Visitor&#39;s Center)</p><p><br></p><p>Saturdays, 7:30 a.m. - <span style=""color: rgb(62, 62, 60);"">1 p.m.</span></p><p>May through September</p>","(37.641347, -91.534646)"
Worth County Farmers' Market,The Square (3rd Street and Front),,Grant City,MO,64456,Worth,Gene Otton,,salesdesk@grantcity.net,"For additional information about Worth County Farmers&#39; Market, please contact them directly.","For additional information about products available, please contact them directly.","For direction as well as place and times of operation, please contact them directly.","(40.479411, -94.388937)"
Harrisonville Farmers & Artists Market,198 S Lexington St,,Harrisonville,MO,64701,Cass,Amanda Stites,https://www.facebook.com/HarrisonvilleFarmersMarket/,harrisonvillefarmersmarket@gmail.com,"<p>The Harrisonville Farmers &amp; Artists Market brings together local farmers, crafts folk and shoppers on the historic courthouse square, Saturday mornings from June through September.</p>","<p>Produce, honey, meat products, baked goods, eggs and more</p>","<p>Open Saturday mornings from June through September from 8 a.m. to noon at 198 S Lexington St., Harrisonville, MO 64701</p>","(38.654398, -94.348231)"
Buckeye Acres Produce LLC,91 NE 600 Rd.,,Warrensburg,MO,64093,Johnson,Heather Counts,http://www.buckeye-acres.com,heather@buckeye-acres.com,"<p>Buckeye Acres started in 1983 by Jim and Jeanne to provide fresh produce like they had when growing up in northern Ohio. As native Ohioians they felt the farm need a little Ohio spirit, leading to the farm name. The farm began with u-pick strawberries and a few vegetables so mom could stay home with us boys, adding raspberries, blackberries &amp; increasing the number of vegetable crops during the years. In 1987 they added a u-pick pumpkin patch.</p><p>In the fall of 2009, the farm transitioned over to Buck &amp; Heather to take it into the next phase of growth. The farm now offers a CSA program, as well as sells produce on farm and at the Warrensburg Farmer&#39;s Market. We also offer u-pick strawberries &amp; blackberries &amp; continue the pumpkin patch each fall. Our goal is to offer our customers a wonderful experience and great high-quality local produce.</p>","<p>At the farm you&#39;ll find strawberries, blackberries, our homemade gourmet jams and jellies, a wide assortment of vegetables, homegrown beef, chicken &amp; pork, farm fresh eggs, pumpkins, as well as a selection of Missouri Grown products from chips to BBQ sauces, dip and soup mixes to hand turned wooden bowls...and much more!</p><p>And don&#39;t forget about the U-Pick patch for strawberries and blackberries! Bring your family out for a fun time at the farm!</p>","<p>You can shop our on-farm store or see us at the Warrensburg Farmer&#39;s Market on Saturday mornings (May-Sept.).</p><p>Summer hours for our on-farm store are Tuesday - Friday, 10 a.m. - 6 p.m. &amp; Saturdays 10 a.m. - 2 p.m.</p><p>The store is also open during U-Pick hours, which vary during the season.</p><p>Check us out on <a href=""http://www.facebook.com/Buckeye-Acres-Produce-121632244605833/"" target=""_blank"">facebook</a> or on our <a href=""http://http://www.buckeye-acres.com/index.html"" target=""_blank"">website</a>!</p>","(38.850204, -93.723137)"
South-Side Farmers' Market,3900 Forum Blvd.,,Columbia,MO,65203,Boone,Kevin Tutt,,kptutt@yahoo.com,"<p>The South-Side Farmers&#39; Market is a new market in Columbia, MO. The Farmers&#39; Market started in May 2019.</p><p>We are located in the Forum Christian Church parking lot Wednesdays and Saturdays.</p>","<p>We have local produce (tomatoes, cucumbers, summer squash, watermelon, cantaloupe, etc) raised two miles from Columbia. We have fried pies, jams, jellies, teas,</p>",<p>Wednesdays: 11:00 a.m. - 5:00 p.m. </p><p>Saturdays: 8:00 a.m. - 2:00 p.m.</p>,"(38.909583, -92.35327)"
Lawson Farmers' Market,350 Pennsylvania Ave,,Lawson,MO,64062,Ray,Greg and Casey Lamp,https://www.facebook.com/LawsonFarmersMarket/,gregandcasey@gmail.com,"May- October, Thursday 4:00 p.m.- 7:00 p.m.",The Lawson Farmers&#39; Market sells a variety of products.,The Lawson Farmers&#39; Market is located at 350 Pennsylvania Avenue.,"(39.437796, -94.204068)"
Rhea Farm,1218 State Rd AA,,Fair Grove,MO,65648,Dallas,Sasha Rhea,https://www.facebook.com/sjRhea11/,butkovich11@live.missouristate.edu,For additional information about the member company visit their website information or contact them directly.,For additional information about the member company visit their website information or contact them directly.,For additional information about the member company visit their website information or contact them directly.,"(37.440072, -93.10669)"
Hallsville Farmers' & Artisans Market,"Tribble Park, 113 Hwy OO",,Hallsville,MO,65255,Boone,Riley Nichols,https://www.facebook.com/HallsvilleFarmersMarket/,riley@thenicholshomestead.com,The Hallsville Farmers&#39; &amp; Artisians Market is open June through October on Saturday from 8 am to 12 pm.,The Hallsville Farmers&#39; &amp; Artisans Market sells a variety of products.,The Hallsville Farmers&#39; &amp; Artisans Market is located at Tribble Park.,"(39.116836, -92.219319)"
Shepherd of the Hills,5586 West 76 Country Boulevard,,Branson,MO,65616,Taney,Jeff Johnson,http://www.theshepherdofthehills.com,jjohnson@oldmatt.com,The Shepherd of the Hills Farm has been a tourist destination in the Branson market since the early 1900s. We are looking to expand on the farm element and offer a farmers’ market in addition to having a petting zoo.,"Farmers’ market will be new for us this year, but we are looking to connect to farmers.","Shepherd of the Hills Homestead<br>5586 W. 76 Country Blvd., Branson Missouri 65616","(36.669671, -93.305954)"
Cedar County Farmers' Market,1317 S. Hwy 32,,Eldorado Springs,MO,64744,Cedar,Jenean Ehlers,https://www.facebook.com/Cedar-County-Farmers-Market-699199236797672/,nean_e@yahoo.com,"March- November, Saturday 8 am- 12 pm",The Cedar County Farmers Market sells a variety of product.,"Open Saturdays from 8 am until noon, March through November.","(37.864203, -94.015219)"
Carrollton Farmers' Market,"Carrollton Square, Benton, & Folger St.",,Carrollton,MO,64633,Carroll,Jodi Ahnefeld,https://www.facebook.com/Carrollton-Area-Economic-Alliance-155023307898651/,caeadirector@gmail.com,"May- September, Saturday 8:00 a.m.- 12:00 p.m.",The Carrollton Farmers&#39; Market sells a variety of products.,"Located at Carrollton Square, Benton, &amp; Folger St.","(39.358584, -93.491414)"
Smithville Farmers & Makers Market,300 West Meadow St,,Smithville,MO,64089,Clay,Trinda Wolfe,https://www.facebook.com/smithvillepotluck/?ref=bookmarks,farmersandmakers@gmail.com,"We are a local farmers and makers market located in between KCMO and St. Joseph, MO. Sponsored by the local Lions Club, we strive to promote Missouri grown and handmade products only. We also have live music every week as well as special programming on occasion. We are a community and economic building initiative.","At our market you&#39;ll find homemade jams with a variety of flavors. We have locally and sustainably raised pork, beef and lamb products. Certified Naturally Grown eggs and produce, handmade jewelry, home decor, art, toys, custom wooden doors for your home and fresh squeezed lemonade with a twist. We also try to make it an event by providing live music and occasional educational programming by collaborating with our community groups. Located just down the street from the famous Justus Drugstore Restaurant and other culinary gems such as Kozaks Laketown Grill, Soiree New Orleans Bistro, Ladoga Ridge Winery, Chops BBQ and Venizia Italian restaurant, you can&#39;t go hungry while visiting us! Walk around the Historic Heritage District and grab a sweet treat from Nellies Sweet Shoppe after getting your market goods. Come out and see us!","Smithville Farmers and Makers Market: Operates every Wedenesday afternoon throughout the summer from 4:30 pm to 7:30 pm. Located in the center of downtown Smithville, MO.<br><br>Justus Drugstore- A Restaurant: open Tuesday through Sunday from 5:30 pm to 10 pm. Internationally acclaimed chefs, Johnathan and Camille create amazing cuisine using nothing but seasonal products, striving to use as many local ingredients as possible. They are located on Main Street in Smithville, MO.<br><br>Chops BBQ- A top notch bbq joint, serving up the real deal every afternoon. Located on Main street in Smithville, MO.<br><br>Nellies Sweet Shoppe- a local fudge, old fashioned candy, and ice cream shop. The fudge is made fresh from the owners, and they offer a wide range of flavors and variety. Also located on Main Street in Smithville, MO.<br><br>Kozaks Laketown Grille- Just down the road on HWY 169 in Smithville, Kozaks offers quality casual dining and adult beverages and family friendly atmosphere. Chef Hove has been featured in many culinary publications as well as a segment on KC Live. Open Tuesday through Saturday from 11 am to 9 pm.<br><br>Soiree New Orleans Bistro- Did you know you can get quality seafood in the middle of the map? Chef Anita Moore offers up authentic New Orleans style food such as gumbo, boudan, oysters, red beans and rice, po boys, crawfish, catfish, and the list goes on:) Located on the south end of HWY 169.<br><br>Venezia Italian Restaurant- owned and operated by first generation italian immigrants, Venezia offers authentic Italian cuisine and hospitality. Open sevens days a week starting at 11 am. Located on HWY 169.<br><br>Ladoga Ridge Winery and Vineyard- Located on Hwy F in Smithville, MO. Ladoga Ridge grows their own grapes, and makes their own wine and wine slushies using their own facilities on site. They offer a comfortable and beautiful environment to enjoy your wine and often have special concerts and events.","(39.386476, -94.584184)"
Lone Star Farmers' Market,First & Pine Street,,Houston,MO,65483,Texas,Patrick Jenkins,,pat@goodstewardfarm.com,Friday 7:00 a.m.- 12:00 p.m.,The Lone Star Farmers&#39; Market sells a variety of products.,The Lone Star Farmers&#39; Market is located at the corner of First and Pine Street.,"(37.326436, -91.957318)"
