Signal ID,Location Name,Signal Type,Signal Status,ATD Location ID,COA Intersection ID,Control,Council District(s),Primary St,Cross St,Cross St Segment ID,Landmark,Primary Signal,Secondary Signal(s),Jurisdiction Label,Primary St Segment ID,Signal Eng. Area,Traffic Engineer Area,Turn On Date,Location,Cross St Block,Primary St Block,Signal PM Max Fiscal Year,Pedestrian Signal Type,Pedestrian Button Type,Leading Pedestrian Interval,Date Leading Pedestrian Interval Installed,North/South Pedestrian Interval,East/West Pedestrian Interval,Leading Pedestrian Interval Comment,Bicycle Signal,Bus Stops,Source DB ID,IP Communication status,Comm Status Datetime,Owner,Detection status,Detection Status Date,Construction Note,Construction Note Date,Latitude,Longitude,Modified Date
185, LAMAR BLVD / PANTHER TRL,TRAFFIC,TURNED_ON,LOC16-000915,5151313,PRIMARY,5, LAMAR BLVD, PANTHER TRL,2023925,,,,AUSTIN FULL PURPOSE,2041449,SOUTHWEST,,07/19/1984,"(30.2386703, -97.7892838)",2317,3201,2019,COUNTDOWN,APS,False,,,,,False,,5817c081e052e0422be6c564,ONLINE,11/07/2018 09:25:00 AM +0000,COA,OK,06/16/2017 05:00:00 AM +0000,,,30.2386703,-97.7892838,04/27/2020 08:49:00 PM +0000
832, CAPITAL OF TEXAS HWY / WESTLAKE DR,TRAFFIC,TURNED_ON,LOC16-004095,5149583,PRIMARY,10, CAPITAL OF TEXAS HWY, WESTLAKE DR,2040329,,,,AUSTIN FULL PURPOSE,2013511,NORTHWEST,,04/03/2013,"(30.3352509, -97.8062515)",4300,3700,2018,NONE,,False,,,,,False,,5817c0afe052e0422be6ca92,ONLINE,04/18/2020 08:25:00 AM +0000,COA,OK,01/30/2020 06:00:00 AM +0000,,,30.3352509,-97.8062515,04/27/2020 10:08:00 PM +0000
38, GUADALUPE ST / 22ND ST,TRAFFIC,TURNED_ON,LOC16-000185,5157071,PRIMARY,9, GUADALUPE ST, 22ND ST,2017558,,,,AUSTIN FULL PURPOSE,2017636,CENTRAL,,09/17/1965,"(30.2849979, -97.7418137)",401,2100,2018,COUNTDOWN,APS,True,07/18/2019 05:00:00 AM,,"4p,8p",,False,,5817c07ae052e0422be6c440,ONLINE,09/25/2019 08:25:00 AM +0000,COA,NO DETECTION,06/14/2017 05:00:00 AM +0000,,,30.2849979,-97.7418137,02/04/2020 09:38:00 PM +0000
984, SPRINGDALE RD / 290 HWY SVRD,TRAFFIC,TURNED_ON,LOC16-004810,5166007,SECONDARY,1, SPRINGDALE RD,US 290 HWY SVRD,5079123,,800: US 290 HWY SVRD / SPRINGDALE RD,,AUSTIN FULL PURPOSE,3195129,NORTHEAST,,01/01/1900,"(30.3281689, -97.6552582)",8700,8108,2019,COUNTDOWN,APS,False,,,,,False,,5817c0d3e052e0422be6cc1a,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,OK,06/28/2017 05:00:00 AM +0000,,,30.3281689,-97.6552582,07/10/2019 05:46:00 PM +0000
170, AIRPORT BLVD / 51ST ST,TRAFFIC,TURNED_ON,LOC16-000845,5160367,PRIMARY,9, AIRPORT BLVD, 51ST ST,2015777,,,,AUSTIN FULL PURPOSE,2015762,NORTHEAST,,01/15/1978,"(30.3120689, -97.7153397)",806,5100,2020,COUNTDOWN,Push-Button,False,,,,,False,,5b5c435397428f168b0e8693,ONLINE,07/10/2019 08:25:00 AM +0000,COA,OK,05/21/2019 05:00:00 AM +0000,,,30.3120689,-97.7153397,04/06/2020 04:39:00 PM +0000
847, CAPITAL OF TEXAS HWY / SPICEWOOD SPRINGS RD (WEST),TRAFFIC,TURNED_ON,LOC16-004170,5152791,PRIMARY,10, CAPITAL OF TEXAS HWY, SPICEWOOD SPRINGS RD,2013756,WEST,,,AUSTIN FULL PURPOSE,2013759,NORTHWEST,,12/30/1996,"(30.382658, -97.7713623)",5401,8000,2018,WALK/DONT WALK,,False,,,,,False,,5817c0b2e052e0422be6cab6,ONLINE,01/01/2019 09:25:00 AM +0000,COA,OK,01/04/2018 06:00:00 AM +0000,,,30.382658,-97.7713623,04/10/2020 03:28:00 PM +0000
267, 10TH ST / TRINITY ST,TRAFFIC,TURNED_ON,LOC16-001300,5157691,PRIMARY,"1,9", 10TH ST, TRINITY ST,2018511,,,,AUSTIN FULL PURPOSE,2018512,CENTRAL,,10/12/1965,"(30.2708244, -97.7379227)",1000,300,2019,COUNTDOWN,,True,12/19/2019 06:00:00 AM,4p,6p,,False,,5817c084e052e0422be6c5fe,ONLINE,01/28/2020 09:25:00 AM +0000,COA,NO DETECTION,,,,30.2708244,-97.7379227,02/25/2020 09:15:00 AM +0000
849, CAPITAL OF TEXAS HWY / GREAT HILLS TRL,TRAFFIC,TURNED_ON,LOC16-004180,5154176,PRIMARY,10, CAPITAL OF TEXAS HWY, GREAT HILLS TRL,3313056,,,,AUSTIN FULL PURPOSE,2039512,NORTHWEST,,09/17/1986,"(30.3881397, -97.7598343)",8901,8400,2020,NONE,,False,,,,,False,,5817c0b4e052e0422be6cabc,ONLINE,01/01/2019 09:25:00 AM +0000,COA,OK,01/30/2020 06:00:00 AM +0000,,,30.3881397,-97.7598343,04/27/2020 10:07:00 PM +0000
933, CONGRESS AVE / JAMES ST,TRAFFIC,TURNED_ON,LOC16-004570,5156063,PRIMARY,9, CONGRESS AVE, JAMES ST,2019691,,,,AUSTIN FULL PURPOSE,2019690,SOUTHWEST,,11/22/2010,"(30.2511158, -97.7491074)",101,1202,2019,COUNTDOWN,APS,True,12/15/2016 06:00:00 AM,,"4p,8p",,False,,5817c0c6e052e0422be6cb91,ONLINE,03/04/2020 09:26:00 AM +0000,COA,BROKEN,12/27/2019 06:00:00 AM +0000,,,30.2511158,-97.7491074,04/27/2020 10:11:00 PM +0000
4048,800 BLK RUTLAND DR (HEB),PHB,TURNED_ON,LOC16-005495,,PRIMARY,4, RUTLAND DR,  ,,HEB,,,AUSTIN FULL PURPOSE,2012543,NORTHEAST,,01/09/2017,"(30.3654561, -97.697222)",,800,2018,COUNTDOWN,APS,False,,,,,False,"462, 5773",58471ae044ba7918317020ae,ONLINE,10/22/2017 08:27:00 AM +0000,COA,NO DETECTION,,,,30.3654561,-97.697222,05/04/2020 06:55:00 PM +0000
410, CONGRESS AVE / EBERHART LN,TRAFFIC,TURNED_ON,LOC16-002010,5152698,PRIMARY,2, CONGRESS AVE, EBERHART LN,2025385,,,,AUSTIN FULL PURPOSE,2025534,SOUTHWEST,,01/10/1980,"(30.1970272, -97.7771225)",101,6400,2019,COUNTDOWN,APS,True,10/03/2016 05:00:00 AM,,8p,,False,"558, 548, 4382, 4381",5817c08ae052e0422be6c71a,ONLINE,02/22/2020 09:25:00 AM +0000,COA,OK,06/16/2017 05:00:00 AM +0000,,,30.1970272,-97.7771225,02/25/2020 09:15:00 AM +0000
192, MENCHACA RD / STASSNEY LN,TRAFFIC,TURNED_ON,LOC16-000950,5150642,PRIMARY,5, MENCHACA RD, STASSNEY LN,3261326,,,,AUSTIN FULL PURPOSE,2024610,SOUTHWEST,,10/27/1971,"(30.2154312, -97.7977066)",1820,5320,2019,COUNTDOWN,,False,,,,,False,,5817c081e052e0422be6c572,ONLINE,11/07/2018 09:25:00 AM +0000,COA,OK,06/16/2017 05:00:00 AM +0000,,,30.2154312,-97.7977066,02/25/2020 09:15:00 AM +0000
868, ANDERSON MILL RD / BROADMEADE AVE (Turtle Rock Dr),TRAFFIC,TURNED_ON,LOC16-004275,5152043,PRIMARY,6, ANDERSON MILL RD, BROADMEADE AVE,3554333,Turtle Rock Dr,,,AUSTIN FULL PURPOSE,2007134,NORTHWEST,,03/28/2003,"(30.4531956, -97.7763901)",12800,8906,2020,UNKNOWN,,True,,,,Yes,False,,5817c0b6e052e0422be6caea,ONLINE,12/21/2019 09:25:00 AM +0000,COA,OK,06/26/2017 05:00:00 AM +0000,,,30.4531956,-97.7763901,05/06/2020 05:55:00 AM +0000
966, KOENIG LN / ARROYO SECO ,TRAFFIC,TURNED_ON,LOC16-004720,5157958,PRIMARY,7, KOENIG LN, ARROYO SECO ,2011928,,,967:  KOENIG LN / ARROYO SECO ,AUSTIN FULL PURPOSE,2011929,NORTHWEST,,04/18/2014,"(30.33239, -97.73474)",5900,1600,2019,UNKNOWN,APS,False,,,,,True,,5817c0cce052e0422be6cbe1,ONLINE,02/25/2020 09:25:00 AM +0000,COA,BROKEN,06/20/2019 05:00:00 AM +0000,,,30.33239,-97.73474,03/10/2020 02:07:00 PM +0000
53, DEAN KEETON ST / WICHITA ST,TRAFFIC,TURNED_ON,LOC16-000260,5157607,PRIMARY,9, DEAN KEETON ST, WICHITA ST,2017256,,,,AUSTIN FULL PURPOSE,2017257,CENTRAL,,03/25/1985,"(30.2895603, -97.7379913)",2600,100,2018,COUNTDOWN,APS,False,,,,,False,,5817c07be052e0422be6c45e,ONLINE,10/11/2017 08:04:00 PM +0000,COA,NO DETECTION,06/14/2017 05:00:00 AM +0000,,,30.2895603,-97.7379913,03/26/2020 04:07:00 PM +0000
6, LAMAR BLVD / DENSON DR,TRAFFIC,TURNED_ON,LOC16-000025,5159402,PRIMARY,"7,4", LAMAR BLVD, DENSON DR,2012025,,,,AUSTIN FULL PURPOSE,2012002,NORTHEAST,,11/18/1970,"(30.3303776, -97.7235413)",701,6203,2019,COUNTDOWN,,False,,,,,True,,58164b9af9195edb2a5e3a0f,ONLINE,01/01/2019 09:25:00 AM +0000,COA,OK,03/20/2020 05:00:00 AM +0000,,,30.3303776,-97.7235413,04/15/2020 01:14:00 PM +0000
747, SLAUGHTER LN / RIDDLE RD,TRAFFIC,TURNED_ON,LOC16-003680,5148311,PRIMARY,5, SLAUGHTER LN, RIDDLE RD,2027821,,,,AUSTIN FULL PURPOSE,2027804,SOUTHWEST,,04/02/2001,"(30.1739826, -97.8271484)",2101,2101,2020,WALK/DONT WALK,,False,,,,,False,,5b5c437397428f168b0e8782,ONLINE,11/07/2018 09:25:00 AM +0000,COA,OK,11/07/2018 06:00:00 AM +0000,,,30.1739826,-97.8271484,04/27/2020 10:04:00 PM +0000
881, ST ELMO RD / WOODWARD ST,TRAFFIC,TURNED_ON,LOC16-004340,5156515,PRIMARY,2, ST ELMO RD, WOODWARD ST,2023189,,,,AUSTIN FULL PURPOSE,2023190,SOUTHEAST,,04/03/2003,"(30.2102242, -97.7473145)",2136,2000,2019,WALK/DONT WALK,,False,,,,,False,,5817c0bae052e0422be6cb0e,ONLINE,01/23/2020 09:25:00 AM +0000,COA,OK,06/26/2017 05:00:00 AM +0000,,,30.2102242,-97.7473145,04/27/2020 10:02:00 PM +0000
608, LAKELINE MALL DR / PECAN PARK BLVD,TRAFFIC,TURNED_ON,LOC16-002985,5149643,PRIMARY,6, LAKELINE MALL DR, PECAN PARK BLVD,3272712,,,,AUSTIN FULL PURPOSE,2038324,NORTHWEST,,07/31/2008,"(30.4719791, -97.8020782)",11070,11116,2020,WALK/DONT WALK,,False,,,,,False,,5817c096e052e0422be6c8aa,ONLINE,12/10/2019 09:25:00 AM +0000,COA,OK,06/16/2017 05:00:00 AM +0000,,,30.4719791,-97.8020782,05/04/2020 05:36:00 PM +0000
299, 6TH ST / NUECES ST,TRAFFIC,TURNED_ON,LOC16-001460,5156096,PRIMARY,9, 6TH ST, NUECES ST,2018622,,,,AUSTIN FULL PURPOSE,2018623,CENTRAL,,06/26/1957,"(30.2696285, -97.7484207)",600,600,2018,COUNTDOWN,,True,12/19/2019 06:00:00 AM,"4p,8p",6p,,False,,5817c085e052e0422be6c63e,ONLINE,01/01/2020 09:25:00 AM +0000,COA,NO DETECTION,,,,30.2696285,-97.7484207,03/26/2020 02:23:00 PM +0000
427, STASSNEY LN / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-002095,5154236,SECONDARY,"3,2", STASSNEY LN,IH 35 SVRD,2025353,,426:  STASSNEY LN / 35 SVRD,,AUSTIN FULL PURPOSE,3261205,SOUTHWEST,,10/27/1988,"(30.1986885, -97.7644882)",5800,900,2017,WALK/DONT WALK,,False,,,,,False,"4363, 4362, 2491, 4331",5817c08be052e0422be6c73c,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,BROKEN,06/12/2019 05:00:00 AM +0000,,,30.1986885,-97.7644882,03/12/2020 07:38:00 PM +0000
310, 5TH ST / NUECES ST,TRAFFIC,TURNED_ON,LOC16-001515,5156046,PRIMARY,9, 5TH ST, NUECES ST,2018695,,,,AUSTIN FULL PURPOSE,2018696,CENTRAL,,05/29/1952,"(30.2686787, -97.7487793)",500,600,2020,COUNTDOWN,,True,12/19/2019 06:00:00 AM,"4p,8p",2p,,False,,5817c086e052e0422be6c654,ONLINE,10/02/2019 08:25:00 AM +0000,COA,NO DETECTION,,,,30.2686787,-97.7487793,02/25/2020 09:15:00 AM +0000
212, NEWFIELD LN / ENFIELD RD,TRAFFIC,TURNED_ON,LOC16-001040,5154082,SECONDARY,9, NEWFIELD LN, ENFIELD RD,2021695,,211:  ENFIELD RD / WINSTED LN,,AUSTIN FULL PURPOSE,2021708,CENTRAL,,11/03/1975,"(30.2856445, -97.763298)",1813,1500,2019,COUNTDOWN,APS,False,,,,,False,,5b5c435697428f168b0e86a2,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,BROKEN,06/16/2017 05:00:00 AM +0000,,,30.2856445,-97.763298,12/16/2019 06:25:00 PM +0000
331,IH 35 SVRD / 11TH ST,TRAFFIC,TURNED_ON,LOC16-001620,5158444,SECONDARY,1,IH 35 SVRD, 11TH ST,2018525,,341:  11TH ST / 35 SVRD,,AUSTIN FULL PURPOSE,2018524,CENTRAL,,08/23/1955,"(30.2705593, -97.7332916)",700,1100,2019,COUNTDOWN,,False,,,,,False,,5817c087e052e0422be6c67e,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,NO DETECTION,10/11/2017 05:00:00 AM +0000,,,30.2705593,-97.7332916,05/04/2019 07:30:00 AM +0000
21, MARTIN LUTHER KING JR BLVD / NUECES ST,TRAFFIC,TURNED_ON,LOC16-000100,5156768,PRIMARY,9, MARTIN LUTHER KING JR BLVD, NUECES ST,2017821,,,18:  MARTIN LUTHER KING JR BLVD / NUECES ST,AUSTIN FULL PURPOSE,2017746,CENTRAL,,08/31/1958,"(30.282238, -97.7437439)",1800,600,2018,COUNTDOWN,APS,False,,,,,False,,5817c07ae052e0422be6c41e,ONLINE,09/07/2019 08:25:00 AM +0000,COA,UNKNOWN,06/11/2019 05:00:00 AM +0000,,,30.282238,-97.7437439,05/05/2020 11:48:00 AM +0000
242, 12TH ST / WEST AVE,TRAFFIC,TURNED_ON,LOC16-001185,5156064,PRIMARY,9, 12TH ST, WEST AVE,2018200,,,,AUSTIN FULL PURPOSE,2018201,CENTRAL,,07/03/2017,"(30.2760582, -97.7484283)",1200,800,2018,COUNTDOWN,,True,12/19/2019 06:00:00 AM,"4p,8p","2p,6p",,False,,5817c083e052e0422be6c5d0,ONLINE,06/16/2018 08:25:00 AM +0000,COA,OK,06/16/2017 05:00:00 AM +0000,,,30.2760582,-97.7484283,01/28/2020 03:06:00 PM +0000
245, 12TH ST / GUADALUPE ST,TRAFFIC,TURNED_ON,LOC16-001200,5156737,PRIMARY,9, 12TH ST, GUADALUPE ST,2018275,,,,AUSTIN FULL PURPOSE,2018276,CENTRAL,,01/01/1900,"(30.2748528, -97.7441254)",1200,400,2018,COUNTDOWN,,True,12/19/2019 06:00:00 AM,8p,"2p,6p",,False,,5817c083e052e0422be6c5d6,ONLINE,10/11/2017 08:07:00 PM +0000,COA,NO DETECTION,06/16/2017 05:00:00 AM +0000,,,30.2748528,-97.7441254,02/19/2020 03:48:00 PM +0000
278, CESAR CHAVEZ ST / COLORADO ST,TRAFFIC,TURNED_ON,LOC16-001355,5156523,PRIMARY,9, CESAR CHAVEZ ST, COLORADO ST,2019051,,,,AUSTIN FULL PURPOSE,2019052,CENTRAL,,07/03/2017,"(30.2637615, -97.7458572)",100,200,2020,COUNTDOWN,,False,,,,,False,,5817c085e052e0422be6c614,ONLINE,10/04/2019 08:25:00 AM +0000,COA,OK,03/24/2015 05:00:00 AM +0000,,,30.2637615,-97.7458572,03/16/2020 09:44:00 PM +0000
109, 35TH ST / KERBEY LN,TRAFFIC,TURNED_ON,LOC16-000540,5155597,PRIMARY,10, 35TH ST, KERBEY LN,2016197,,,,AUSTIN FULL PURPOSE,2016198,CENTRAL,,02/01/1982,"(30.3071957, -97.7507782)",3500,1600,2019,WALK/DONT WALK,,False,,,,,False,,5817c07de052e0422be6c4ce,ONLINE,12/10/2019 09:25:00 AM +0000,COA,OK,01/24/2019 06:00:00 AM +0000,,,30.3071957,-97.7507782,03/26/2020 04:12:00 PM +0000
378, MC NEIL DR / HEINEMANN DR,TRAFFIC,TURNED_ON,LOC16-001855,5155694,PRIMARY,6, MC NEIL DR, HEINEMANN DR,2005471,,,,AUSTIN FULL PURPOSE,2005395,NORTHWEST,,01/26/2006,"(30.4423561, -97.7464294)",13000,6214,2018,COUNTDOWN,,False,,,,,False,,5817c089e052e0422be6c6dc,ONLINE,04/07/2020 08:25:00 AM +0000,COA,OK,02/19/2016 06:00:00 AM +0000,,,30.4423561,-97.7464294,04/29/2020 12:08:00 PM +0000
197, MENCHACA RD / SLAUGHTER LN,TRAFFIC,TURNED_ON,LOC16-000975,5148563,PRIMARY,5, MENCHACA RD, SLAUGHTER LN,2027803,,,,AUSTIN FULL PURPOSE,2042129,SOUTHWEST,,06/11/1987,"(30.1737366, -97.8237305)",2001,9614,2019,WALK/DONT WALK,APS,True,,,,,False,,5817c081e052e0422be6c57c,ONLINE,11/07/2018 09:25:00 AM +0000,COA,OK,06/16/2017 05:00:00 AM +0000,,,30.1737366,-97.8237305,05/07/2020 01:11:00 PM +0000
842, OLTORF ST / DOUGLAS ST,TRAFFIC,TURNED_ON,LOC16-004145,5158782,PRIMARY,3, OLTORF ST, DOUGLAS ST,2022957,,,843:  OLTORF ST / WILLOW CREEK DR,AUSTIN FULL PURPOSE,2022876,SOUTHWEST,,11/07/2002,"(30.2300148, -97.7315979)",2301,2000,2020,WALK/DONT WALK,,False,,,,,False,,5817c0b1e052e0422be6caa9,ONLINE,12/18/2019 09:25:00 AM +0000,COA,OK,06/23/2017 05:00:00 AM +0000,,,30.2300148,-97.7315979,04/14/2020 05:00:00 PM +0000
780,FM 1825 RD / WELLS BRANCH PKWY,TRAFFIC,TURNED_ON,LOC16-003925,5165178,SECONDARY,7,FM 1825 RD, WELLS BRANCH PKWY,2005396,,796:  WELLS BRANCH PKWY / 35 SVRD,,AUSTIN FULL PURPOSE,2005382,NORTHWEST,,07/12/2019,"(30.4411678, -97.6661758)",1511,14902,2019,WALK/DONT WALK,,False,,,,,False,,5817c0abe052e0422be6ca45,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,BROKEN,04/15/2019 05:00:00 AM +0000,,,30.4411678,-97.6661758,05/07/2020 07:17:00 PM +0000
273, LAVACA ST / 9TH ST,TRAFFIC,TURNED_ON,LOC16-001330,5156749,PRIMARY,9, LAVACA ST, 9TH ST,2018480,,,,AUSTIN FULL PURPOSE,2018479,CENTRAL,,07/22/1954,"(30.2715416, -97.7441483)",301,900,2018,COUNTDOWN,,True,12/19/2019 06:00:00 AM,4p,2p,,False,,5817c084e052e0422be6c60a,ONLINE,09/25/2018 08:25:00 AM +0000,COA,NO DETECTION,,,,30.2715416,-97.7441483,01/28/2020 03:47:00 PM +0000
405, WILLIAM CANNON DR / BILL HUGHES RD,TRAFFIC,TURNED_ON,LOC16-001985,5151822,PRIMARY,2, WILLIAM CANNON DR, BILL HUGHES RD,2026490,,,,AUSTIN FULL PURPOSE,2025493,SOUTHWEST,,06/30/1983,"(30.1956387, -97.78508)",6701,305,2019,WALK/DONT WALK,,True,,8p,,,False,,5817c08ae052e0422be6c710,ONLINE,07/16/2019 08:25:00 AM +0000,COA,OK,05/16/2019 05:00:00 AM +0000,,,30.1956387,-97.78508,04/20/2020 03:18:00 PM +0000
815, MC NEIL DR / SAN FELIPE BLVD,TRAFFIC,TURNED_ON,LOC16-004010,5153115,PRIMARY,6, MC NEIL DR, SAN FELIPE BLVD,2038909,,,,AUSTIN FULL PURPOSE,2007623,NORTHWEST,,03/09/1999,"(30.4352016, -97.7670212)",7601,7212,2018,WALK/DONT WALK,,False,,,,,False,,5817c0ace052e0422be6ca69,ONLINE,01/01/2019 09:25:00 AM +0000,COA,OK,06/23/2017 05:00:00 AM +0000,,,30.4352016,-97.7670212,04/28/2020 10:52:00 PM +0000
363, CESAR CHAVEZ ST / COMAL ST,TRAFFIC,TURNED_ON,LOC16-001780,5159056,PRIMARY,3, CESAR CHAVEZ ST, COMAL ST,2019300,,,,AUSTIN FULL PURPOSE,2019301,CENTRAL,,08/02/1951,"(30.2585182, -97.7286682)",100,1400,2017,COUNTDOWN,,False,,,,,False,,5817c088e052e0422be6c6be,ONLINE,12/10/2019 09:25:00 AM +0000,COA,NO DETECTION,,,,30.2585182,-97.7286682,04/13/2020 05:38:00 PM +0000
442, MOPAC EXPY / NORTHLAND DR (East),TRAFFIC,TURNED_ON,LOC16-002170,5155147,PRIMARY,7, MOPAC EXPY, NORTHLAND DR,2011825,East,,,AUSTIN FULL PURPOSE,2013696,NORTHWEST,,11/03/1975,"(30.3355293, -97.7537231)",3000,5300,2019,COUNTDOWN,APS,False,,,,,False,,5817c08be052e0422be6c75a,ONLINE,05/12/2019 08:25:00 AM +0000,TxDOT,BROKEN,12/11/2019 06:00:00 AM +0000,,,30.3355293,-97.7537231,02/25/2020 09:15:00 AM +0000
346,IH 35 SVRD / 6TH ST,TRAFFIC,TURNED_ON,LOC16-001695,5158331,PRIMARY,3,IH 35 SVRD, 6TH ST,2018914,,,336:  6TH ST / 35 SVRD,AUSTIN FULL PURPOSE,2018896,CENTRAL,,11/11/1962,"(30.2656364, -97.7341995)",800,600,2019,COUNTDOWN,,False,,,,,False,,5817c087e052e0422be6c69c,ONLINE,04/26/2019 08:25:00 AM +0000,TxDOT,NO DETECTION,,,,30.2656364,-97.7341995,04/24/2020 04:19:00 PM +0000
479, PAYTON GIN RD / PARKFIELD DR,TRAFFIC,TURNED_ON,LOC16-002350,5160790,PRIMARY,4, PAYTON GIN RD, PARKFIELD DR,2010805,,,,AUSTIN FULL PURPOSE,2010772,NORTHWEST,,07/28/1976,"(30.3622036, -97.7101135)",8800,1300,2019,UNKNOWN,,False,,,,,False,,5817c08ee052e0422be6c7a2,ONLINE,02/13/2020 09:25:00 AM +0000,COA,BROKEN,12/27/2019 06:00:00 AM +0000,,,30.3622036,-97.7101135,12/23/2019 07:31:00 PM +0000
81, BURNET RD / JUSTIN LN,TRAFFIC,TURNED_ON,LOC16-000400,5157450,PRIMARY,7, BURNET RD, JUSTIN LN,2011424,,,,AUSTIN FULL PURPOSE,2011406,NORTHWEST,,01/06/1967,"(30.3453846, -97.7375259)",2301,6900,2019,WALK/DONT WALK,,False,,,,,False,,5817c07ce052e0422be6c496,ONLINE,07/12/2019 08:25:00 AM +0000,COA,OK,06/24/2019 05:00:00 AM +0000,,,30.3453846,-97.7375259,04/27/2020 08:40:00 PM +0000
4007,"700 BLK E 7TH ST (APD, Sabine St)",PHB,TURNED_ON,LOC16-005025,,PRIMARY,9, 7TH ST,  ,,"APD, Sabine St",,,AUSTIN FULL PURPOSE,2018809,CENTRAL,,02/17/2011,"(30.2670422, -97.7354889)",,700,2018,COUNTDOWN,APS,False,,,,,False,928,5817c0e2e052e0422be6cc9d,ONLINE,10/22/2017 08:27:00 AM +0000,COA,NO DETECTION,,,,30.2670422,-97.7354889,12/23/2019 05:29:00 PM +0000
821, WELLS BRANCH PKWY / HEATHERWILDE BLVD,TRAFFIC,TURNED_ON,LOC16-004040,5165974,PRIMARY,7, WELLS BRANCH PKWY, HEATHERWILDE BLVD,3389625,,,,AUSTIN FULL PURPOSE,2038889,NORTHEAST,,01/10/2008,"(30.4326477, -97.6529694)",1600,501,2017,UNKNOWN,,False,,,,,False,"5769, 5768",5817c0aee052e0422be6ca78,ONLINE,03/24/2020 08:25:00 AM +0000,COA,OK,06/23/2017 05:00:00 AM +0000,,,30.4326477,-97.6529694,03/31/2020 04:44:00 PM +0000
1052, AVERY RANCH BLVD / PEARSON RANCH RD,TRAFFIC,TURNED_ON,LOC16-006845,5154799,PRIMARY,6, AVERY RANCH BLVD, PEARSON RANCH RD,5253258,,,,AUSTIN FULL PURPOSE,3506016,NORTHWEST,,11/26/2019,"(30.5033855, -97.75202928)",9400,16100,2020,COUNTDOWN,,True,,,,Yes,False,,5d35cf6c85df1a00100ee17a,OFFLINE,01/23/2020 09:26:00 AM +0000,Travis County,NO DETECTION,11/27/2019 06:00:00 AM +0000,,11/05/2019 06:00:00 AM +0000,30.5033855,-97.75202928,03/19/2020 05:48:00 PM +0000
511, SLAUGHTER LN / BECKETT RD,TRAFFIC,TURNED_ON,LOC16-002500,5144578,PRIMARY,8, SLAUGHTER LN, BECKETT RD,2038147,,,,AUSTIN FULL PURPOSE,2036138,SOUTHWEST,,10/05/2006,"(30.2009087, -97.8708801)",9301,5701,2019,WALK/DONT WALK,,False,,,,,False,"5906, 5891",5817c090e052e0422be6c7de,ONLINE,10/08/2019 08:25:00 AM +0000,COA,OK,06/26/2017 05:00:00 AM +0000,,,30.2009087,-97.8708801,03/11/2020 04:17:00 PM +0000
138, CONGRESS AVE / RIVERSIDE DR,TRAFFIC,TURNED_ON,LOC16-000685,5156395,PRIMARY,9, CONGRESS AVE, RIVERSIDE DR,2019406,,,,AUSTIN FULL PURPOSE,2019724,SOUTHWEST,,01/01/1900,"(30.257143, -97.7468719)",101,300,2018,COUNTDOWN,,False,,,,,False,,5817c07fe052e0422be6c508,ONLINE,08/25/2018 08:25:00 AM +0000,COA,OK,01/31/2019 06:00:00 AM +0000,,,30.257143,-97.7468719,03/16/2020 10:08:00 PM +0000
400, WILLIAM CANNON DR / WOODHUE DR,TRAFFIC,TURNED_ON,LOC16-001960,5150583,PRIMARY,"5,2", WILLIAM CANNON DR, WOODHUE DR,2025252,,,,AUSTIN FULL PURPOSE,2025267,SOUTHWEST,,03/22/1984,"(30.2003918, -97.7987671)",6605,1300,2018,WALK/DONT WALK,,False,,,,,False,"3229, 3174, 3173",5b5c435c97428f168b0e86d3,ONLINE,10/11/2017 08:10:00 PM +0000,COA,BROKEN,06/16/2017 05:00:00 AM +0000,,,30.2003918,-97.7987671,05/07/2020 03:45:00 PM +0000
537, PARMER LN / 35 SVRD,TRAFFIC,REMOVED_TEMPORARILY,LOC16-002630,5164586,SECONDARY,7, PARMER LN,IH 35 SVRD,2006476,,538:  PARMER LN / 35 SVRD,,AUSTIN FULL PURPOSE,2006422,NORTHWEST,,05/14/2010,"(30.4078636, -97.6739502)",12500,900,2019,WALK/DONT WALK,,False,,,,,False,,5817c092e052e0422be6c812,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,BROKEN,02/06/2019 06:00:00 AM +0000,,,30.4078636,-97.6739502,12/20/2019 12:46:00 PM +0000
900, STASSNEY LN / WEST GATE BLVD (Cherry Creek Dr),TRAFFIC,TURNED_ON,LOC16-004435,5149781,PRIMARY,5, STASSNEY LN, WEST GATE BLVD,2026573,Cherry Creek Dr,,,AUSTIN FULL PURPOSE,2041677,SOUTHWEST,,05/12/1983,"(30.2190113, -97.8071289)",5701,2508,2018,WALK/DONT WALK,,False,,,,,False,,5b5c437a97428f168b0e87b7,ONLINE,11/07/2018 09:25:00 AM +0000,COA,OK,06/06/2019 05:00:00 AM +0000,,,30.2190113,-97.8071289,04/27/2020 09:21:00 PM +0000
