OPA Case Number,Status,Status Description,Due Date,Completed Date,Task Creation Date,External Case Number,Due_Date,Completed_Date,Task_Creation_Date,CurrentStatus
2016OPA-1076,Done,OPA Close SA,,11/16/2016 12:00:00 AM,11/16/2016 12:00:00 AM,,,2016-11-16T00:00:00.000,2016-11-16T00:00:00.000,Done
2018OPA-0315,Done,OPA Close CL,05/01/2018 12:00:00 AM,05/14/2018 12:00:00 AM,04/26/2018 12:00:00 AM,2017-348322,2018-05-01T00:00:00.000,2018-05-14T00:00:00.000,2018-04-26T00:00:00.000,Done
2019OPA-0350,Done,OPA Close Case,12/15/2019 12:00:00 AM,12/17/2019 12:00:00 AM,12/05/2019 12:00:00 AM,,2019-12-15T00:00:00.000,2019-12-17T00:00:00.000,2019-12-05T00:00:00.000,Done
2019OPA-0404,Done,OPA Close CL,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,,2020-02-05T00:00:00.000,2020-02-05T00:00:00.000,2020-02-05T00:00:00.000,Done
2019OPA-0846,Done,OPA 180 Extension Request,06/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,04/02/2020 12:00:00 AM,2019-427130,2020-06-13T00:00:00.000,2020-07-13T00:00:00.000,2020-04-02T00:00:00.000,Done
2015OPA-0373,Done,OPA Director SA Review,05/07/2015 12:00:00 AM,04/29/2015 12:00:00 AM,04/27/2015 12:00:00 AM,2015-053621,2015-05-07T00:00:00.000,2015-04-29T00:00:00.000,2015-04-27T00:00:00.000,Done
2015OPA-0870,Done,OPA Close Case,12/09/2015 12:00:00 AM,12/14/2015 12:00:00 AM,11/25/2015 12:00:00 AM,,2015-12-09T00:00:00.000,2015-12-14T00:00:00.000,2015-11-25T00:00:00.000,Done
2015OPA-1316,Done,OPA Close CL,,09/14/2015 12:00:00 AM,10/14/2015 12:00:00 AM,,,2015-09-14T00:00:00.000,2015-10-14T00:00:00.000,Done
2015OPA-1722,Done,OPA Close SA,01/04/2016 12:00:00 AM,12/30/2015 12:00:00 AM,12/30/2015 12:00:00 AM,,2016-01-04T00:00:00.000,2015-12-30T00:00:00.000,2015-12-30T00:00:00.000,Done
2019OPA-0497,Done,OPA Close CL,08/07/2019 12:00:00 AM,08/09/2019 12:00:00 AM,08/02/2019 12:00:00 AM,,2019-08-07T00:00:00.000,2019-08-09T00:00:00.000,2019-08-02T00:00:00.000,Done
2020OPA-0255,Done,OPA 5 Day Notice,05/05/2020 12:00:00 AM,05/01/2020 12:00:00 AM,04/30/2020 12:00:00 AM,2020-126554,2020-05-05T00:00:00.000,2020-05-01T00:00:00.000,2020-04-30T00:00:00.000,Done
2016OPA-0326,Done,OPA Send Complainant Closing Letter,06/22/2016 12:00:00 AM,06/19/2016 12:00:00 AM,06/17/2016 12:00:00 AM,,2016-06-22T00:00:00.000,2016-06-19T00:00:00.000,2016-06-17T00:00:00.000,Done
2016OPA-1148,Done,OPA Missed 180 Day Deadline,02/14/2017 12:00:00 AM,01/23/2018 12:00:00 AM,02/26/2019 12:00:00 AM,2016-299568,2017-02-14T00:00:00.000,2018-01-23T00:00:00.000,2019-02-26T00:00:00.000,Done
2017OPA-0109,Done,OPA Close CL,02/11/2017 12:00:00 AM,02/06/2017 12:00:00 AM,02/02/2017 12:00:00 AM,,2017-02-11T00:00:00.000,2017-02-06T00:00:00.000,2017-02-02T00:00:00.000,Done
2017OPA-0197,Done,OPA Close Case,07/12/2017 12:00:00 AM,07/26/2017 12:00:00 AM,06/27/2017 12:00:00 AM,,2017-07-12T00:00:00.000,2017-07-26T00:00:00.000,2017-06-27T00:00:00.000,Done
2017OPA-0504,Done,OPA Management Action,03/31/2018 12:00:00 AM,01/18/2019 12:00:00 AM,12/07/2017 12:00:00 AM,2017-164099,2018-03-31T00:00:00.000,2019-01-18T00:00:00.000,2017-12-07T00:00:00.000,Done
2015OPA-1669,Done,OPA Close Case,04/07/2016 12:00:00 AM,04/07/2016 12:00:00 AM,03/16/2016 12:00:00 AM,,2016-04-07T00:00:00.000,2016-04-07T00:00:00.000,2016-03-16T00:00:00.000,Done
2016OPA-0266,Done,OPA Close Case,10/17/2016 12:00:00 AM,10/17/2016 12:00:00 AM,10/10/2016 12:00:00 AM,2016-081483,2016-10-17T00:00:00.000,2016-10-17T00:00:00.000,2016-10-10T00:00:00.000,Done
2017OPA-0932,Done,OPA Close Case,03/01/2018 12:00:00 AM,06/29/2018 12:00:00 AM,02/22/2018 12:00:00 AM,2017-328899,2018-03-01T00:00:00.000,2018-06-29T00:00:00.000,2018-02-22T00:00:00.000,Done
2015OPA-1377,Done,OPA Close CL,,10/01/2015 12:00:00 AM,10/13/2015 12:00:00 AM,,,2015-10-01T00:00:00.000,2015-10-13T00:00:00.000,Done
2015OPA-1701,Done,OPA Close SA,04/27/2016 12:00:00 AM,07/22/2016 12:00:00 AM,04/22/2016 12:00:00 AM,,2016-04-27T00:00:00.000,2016-07-22T00:00:00.000,2016-04-22T00:00:00.000,Done
2015OPA-1850,Done,OPA Close SA,02/21/2016 12:00:00 AM,02/16/2016 12:00:00 AM,02/16/2016 12:00:00 AM,,2016-02-21T00:00:00.000,2016-02-16T00:00:00.000,2016-02-16T00:00:00.000,Done
2016OPA-0125,Done,OPA Notice of EEO Referral to NE,02/15/2016 12:00:00 AM,02/11/2016 12:00:00 AM,02/10/2016 12:00:00 AM,,2016-02-15T00:00:00.000,2016-02-11T00:00:00.000,2016-02-10T00:00:00.000,Done
2017OPA-0212,Done,OPA Close SA,,05/15/2017 12:00:00 AM,05/15/2017 12:00:00 AM,2016-071730,,2017-05-15T00:00:00.000,2017-05-15T00:00:00.000,Done
2017OPA-0934,Done,OPA Close Case,03/01/2018 12:00:00 AM,06/29/2018 12:00:00 AM,02/27/2018 12:00:00 AM,2017-331295,2018-03-01T00:00:00.000,2018-06-29T00:00:00.000,2018-02-27T00:00:00.000,Done
2018OPA-0012,Done,OPA Close SA,,03/29/2018 12:00:00 AM,03/29/2018 12:00:00 AM,,,2018-03-29T00:00:00.000,2018-03-29T00:00:00.000,Done
2018OPA-0809,Done,OPA Close CL,09/18/2018 12:00:00 AM,09/18/2018 12:00:00 AM,09/13/2018 12:00:00 AM,,2018-09-18T00:00:00.000,2018-09-18T00:00:00.000,2018-09-13T00:00:00.000,Done
2015OPA-0564,Done,OPA Close CL,,05/14/2015 12:00:00 AM,10/20/2015 12:00:00 AM,2014-417754,,2015-05-14T00:00:00.000,2015-10-20T00:00:00.000,Done
2017OPA-0988,Done,OPA Close CL,09/29/2017 12:00:00 AM,09/27/2017 12:00:00 AM,09/25/2017 12:00:00 AM,,2017-09-29T00:00:00.000,2017-09-27T00:00:00.000,2017-09-25T00:00:00.000,Done
2017OPA-1302,Done,OPA Close SA,,03/28/2018 12:00:00 AM,03/28/2018 12:00:00 AM,2017-459626,,2018-03-28T00:00:00.000,2018-03-28T00:00:00.000,Done
2018OPA-0143,Done,OPA Close CL,03/11/2018 12:00:00 AM,03/08/2018 12:00:00 AM,02/09/2018 12:00:00 AM,,2018-03-11T00:00:00.000,2018-03-08T00:00:00.000,2018-02-09T00:00:00.000,Done
2018OPA-0549,Done,OPA Close SA,,08/24/2018 12:00:00 AM,08/24/2018 12:00:00 AM,2018-223875,,2018-08-24T00:00:00.000,2018-08-24T00:00:00.000,Done
2019OPA-0067,Done,OPA Close CL,02/26/2019 12:00:00 AM,03/01/2019 12:00:00 AM,02/21/2019 12:00:00 AM,2019-27958,2019-02-26T00:00:00.000,2019-03-01T00:00:00.000,2019-02-21T00:00:00.000,Done
2019OPA-0128,Done,OPA Close CL,03/13/2019 12:00:00 AM,03/11/2019 12:00:00 AM,03/08/2019 12:00:00 AM,,2019-03-13T00:00:00.000,2019-03-11T00:00:00.000,2019-03-08T00:00:00.000,Done
2019OPA-0217,Done,OPA Close Case,10/21/2019 12:00:00 AM,10/11/2019 12:00:00 AM,10/11/2019 12:00:00 AM,2019-124592,2019-10-21T00:00:00.000,2019-10-11T00:00:00.000,2019-10-11T00:00:00.000,Done
2019OPA-0691,Done,OPA Close Case,,04/13/2020 12:00:00 AM,04/10/2020 12:00:00 AM,2019-313036,,2020-04-13T00:00:00.000,2020-04-10T00:00:00.000,Done
2015OPA-1037,Done,OPA Close SA,08/15/2015 12:00:00 AM,08/11/2015 12:00:00 AM,08/10/2015 12:00:00 AM,,2015-08-15T00:00:00.000,2015-08-11T00:00:00.000,2015-08-10T00:00:00.000,Done
2015OPA-1634,Done,OPA Close SA,12/12/2015 12:00:00 AM,12/07/2015 12:00:00 AM,12/07/2015 12:00:00 AM,,2015-12-12T00:00:00.000,2015-12-07T00:00:00.000,2015-12-07T00:00:00.000,Done
2015OPA-1815,Done,OPA Close CL,01/12/2016 12:00:00 AM,01/11/2016 12:00:00 AM,01/11/2016 12:00:00 AM,,2016-01-12T00:00:00.000,2016-01-11T00:00:00.000,2016-01-11T00:00:00.000,Done
2015OPA-1862,Done,OPA Close SA,03/28/2016 12:00:00 AM,03/24/2016 12:00:00 AM,03/23/2016 12:00:00 AM,2015-344885,2016-03-28T00:00:00.000,2016-03-24T00:00:00.000,2016-03-23T00:00:00.000,Done
2017OPA-0947,Done,OPA Training Referral,02/23/2018 12:00:00 AM,03/01/2018 12:00:00 AM,02/13/2018 12:00:00 AM,,2018-02-23T00:00:00.000,2018-03-01T00:00:00.000,2018-02-13T00:00:00.000,Done
2018OPA-0623,Done,OPA Close CL,08/04/2018 12:00:00 AM,08/01/2018 12:00:00 AM,07/30/2018 12:00:00 AM,,2018-08-04T00:00:00.000,2018-08-01T00:00:00.000,2018-07-30T00:00:00.000,Done
2019OPA-0780,Done,OPA Close CL,10/29/2019 12:00:00 AM,10/29/2019 12:00:00 AM,10/29/2019 12:00:00 AM,,2019-10-29T00:00:00.000,2019-10-29T00:00:00.000,2019-10-29T00:00:00.000,Done
2017OPA-1194,Done,OPA Close SA,,01/11/2018 12:00:00 AM,01/11/2018 12:00:00 AM,2017-393373,,2018-01-11T00:00:00.000,2018-01-11T00:00:00.000,Done
2019OPA-0193,Done,OPA Close Case,09/22/2019 12:00:00 AM,09/24/2019 12:00:00 AM,09/12/2019 12:00:00 AM,2019-098155,2019-09-22T00:00:00.000,2019-09-24T00:00:00.000,2019-09-12T00:00:00.000,Done
2015OPA-0822,Done,OPA Close CL,,07/01/2015 12:00:00 AM,10/19/2015 12:00:00 AM,,,2015-07-01T00:00:00.000,2015-10-19T00:00:00.000,Done
2015OPA-1907,Done,OPA Closing letter to complainant,01/08/2016 12:00:00 AM,01/07/2016 12:00:00 AM,01/05/2016 12:00:00 AM,,2016-01-08T00:00:00.000,2016-01-07T00:00:00.000,2016-01-05T00:00:00.000,Done
2016OPA-0604,Done,OPA Director Certification/Finding,10/17/2016 12:00:00 AM,10/17/2016 12:00:00 AM,01/30/2019 12:00:00 AM,2016-167661,2016-10-17T00:00:00.000,2016-10-17T00:00:00.000,2019-01-30T00:00:00.000,Done
2016OPA-1394,Done,OPA Close Case,06/12/2017 12:00:00 AM,06/28/2017 12:00:00 AM,05/23/2017 12:00:00 AM,2016-424192,2017-06-12T00:00:00.000,2017-06-28T00:00:00.000,2017-05-23T00:00:00.000,Done
2017OPA-0020,Done,OPA Close CL,01/23/2017 12:00:00 AM,01/25/2017 12:00:00 AM,01/18/2017 12:00:00 AM,2017-008396,2017-01-23T00:00:00.000,2017-01-25T00:00:00.000,2017-01-18T00:00:00.000,Done
2017OPA-0798,Done,OPA Close Case,02/15/2018 12:00:00 AM,06/01/2018 12:00:00 AM,01/19/2018 12:00:00 AM,2017-272462,2018-02-15T00:00:00.000,2018-06-01T00:00:00.000,2018-01-19T00:00:00.000,Done
2015OPA-1662,Done,OPA Close Case,06/13/2016 12:00:00 AM,06/24/2016 12:00:00 AM,05/26/2016 12:00:00 AM,,2016-06-13T00:00:00.000,2016-06-24T00:00:00.000,2016-05-26T00:00:00.000,Done
2017OPA-1314,Done,OPA Close SA,,03/29/2018 12:00:00 AM,03/29/2018 12:00:00 AM,2017-451626,,2018-03-29T00:00:00.000,2018-03-29T00:00:00.000,Done
2018OPA-0814,Done,OPA Close Case,,02/13/2019 12:00:00 AM,01/28/2019 12:00:00 AM,2018-306595,,2019-02-13T00:00:00.000,2019-01-28T00:00:00.000,Done
2017OPA-0348,Done,OPA Close SA,,06/21/2017 12:00:00 AM,06/20/2017 12:00:00 AM,,,2017-06-21T00:00:00.000,2017-06-20T00:00:00.000,Done
2018OPA-0247,Done,OPA Training Referral,01/07/2019 12:00:00 AM,01/08/2019 12:00:00 AM,12/05/2018 12:00:00 AM,2018-093586,2019-01-07T00:00:00.000,2019-01-08T00:00:00.000,2018-12-05T00:00:00.000,Done
2019OPA-0076,Done,OPA Close Case,08/02/2019 12:00:00 AM,07/31/2019 12:00:00 AM,07/23/2019 12:00:00 AM,2019-026695,2019-08-02T00:00:00.000,2019-07-31T00:00:00.000,2019-07-23T00:00:00.000,Done
2019OPA-0291,Done,OPA Close SA,,05/24/2019 12:00:00 AM,05/24/2019 12:00:00 AM,2018-486972,,2019-05-24T00:00:00.000,2019-05-24T00:00:00.000,Done
2019OPA-0384,Done,OPA Close Case,12/19/2019 12:00:00 AM,12/27/2019 12:00:00 AM,12/09/2019 12:00:00 AM,2019-190182,2019-12-19T00:00:00.000,2019-12-27T00:00:00.000,2019-12-09T00:00:00.000,Done
2019OPA-0574,Done,OPA Training Referral,02/07/2020 12:00:00 AM,02/24/2020 12:00:00 AM,02/24/2020 12:00:00 AM,,2020-02-07T00:00:00.000,2020-02-24T00:00:00.000,2020-02-24T00:00:00.000,Done
2015OPA-0189,Done,OPA Close CL,,03/02/2015 12:00:00 AM,10/22/2015 12:00:00 AM,,,2015-03-02T00:00:00.000,2015-10-22T00:00:00.000,Done
2015OPA-1079,Done,OPA Close CL,,07/23/2015 12:00:00 AM,10/16/2015 12:00:00 AM,,,2015-07-23T00:00:00.000,2015-10-16T00:00:00.000,Done
2015OPA-1241,Done,OPA Close CL,,08/27/2015 12:00:00 AM,10/15/2015 12:00:00 AM,,,2015-08-27T00:00:00.000,2015-10-15T00:00:00.000,Done
2016OPA-0016,Done,OPA Close CL,01/31/2016 12:00:00 AM,01/28/2016 12:00:00 AM,01/26/2016 12:00:00 AM,2014-010996,2016-01-31T00:00:00.000,2016-01-28T00:00:00.000,2016-01-26T00:00:00.000,Done
2016OPA-0368,Done,OPA Close CL,04/25/2016 12:00:00 AM,04/25/2016 12:00:00 AM,04/20/2016 12:00:00 AM,2016-116850,2016-04-25T00:00:00.000,2016-04-25T00:00:00.000,2016-04-20T00:00:00.000,Done
2016OPA-1027,Done,OPA Close Case,02/10/2017 12:00:00 AM,02/10/2017 12:00:00 AM,01/31/2017 12:00:00 AM,2016-205723,2017-02-10T00:00:00.000,2017-02-10T00:00:00.000,2017-01-31T00:00:00.000,Done
2017OPA-0827,Done,OPA Close SA,,10/05/2017 12:00:00 AM,10/05/2017 12:00:00 AM,,,2017-10-05T00:00:00.000,2017-10-05T00:00:00.000,Done
2018OPA-0816,Done,OPA Close CL,09/18/2018 12:00:00 AM,09/13/2018 12:00:00 AM,09/13/2018 12:00:00 AM,,2018-09-18T00:00:00.000,2018-09-13T00:00:00.000,2018-09-13T00:00:00.000,Done
2015OPA-0789,Done,OPA Close CL,,07/10/2015 12:00:00 AM,10/16/2015 12:00:00 AM,2014-131982,,2015-07-10T00:00:00.000,2015-10-16T00:00:00.000,Done
2019OPA-0010,Done,OPA Close CL,01/30/2019 12:00:00 AM,02/01/2019 12:00:00 AM,01/25/2019 12:00:00 AM,2017-283989,2019-01-30T00:00:00.000,2019-02-01T00:00:00.000,2019-01-25T00:00:00.000,Done
2019OPA-0260,Done,OPA Close SA,,07/05/2019 12:00:00 AM,07/05/2019 12:00:00 AM,,,2019-07-05T00:00:00.000,2019-07-05T00:00:00.000,Done
2019OPA-0604,Done,OPA Close SA,,09/19/2019 12:00:00 AM,09/19/2019 12:00:00 AM,,,2019-09-19T00:00:00.000,2019-09-19T00:00:00.000,Done
2016OPA-0482,Done,OPA Close CL,05/23/2016 12:00:00 AM,05/23/2016 12:00:00 AM,05/23/2016 12:00:00 AM,,2016-05-23T00:00:00.000,2016-05-23T00:00:00.000,2016-05-23T00:00:00.000,Done
2016OPA-1353,Done,OPA Close Case,06/25/2017 12:00:00 AM,07/07/2017 12:00:00 AM,06/15/2017 12:00:00 AM,,2017-06-25T00:00:00.000,2017-07-07T00:00:00.000,2017-06-15T00:00:00.000,Done
2017OPA-0454,Done,OPA Close Case,11/09/2017 12:00:00 AM,08/14/2018 12:00:00 AM,04/17/2018 12:00:00 AM,,2017-11-09T00:00:00.000,2018-08-14T00:00:00.000,2018-04-17T00:00:00.000,Done
2017OPA-0585,Done,OPA Close CL,07/13/2017 12:00:00 AM,07/07/2017 12:00:00 AM,06/13/2017 12:00:00 AM,,2017-07-13T00:00:00.000,2017-07-07T00:00:00.000,2017-06-13T00:00:00.000,Done
2018OPA-1076,Done,OPA Close CL,12/08/2018 12:00:00 AM,12/05/2018 12:00:00 AM,12/03/2018 12:00:00 AM,,2018-12-08T00:00:00.000,2018-12-05T00:00:00.000,2018-12-03T00:00:00.000,Done
2015OPA-0756,Done,OPA Close SA,08/29/2015 12:00:00 AM,08/25/2015 12:00:00 AM,08/24/2015 12:00:00 AM,2015-149329,2015-08-29T00:00:00.000,2015-08-25T00:00:00.000,2015-08-24T00:00:00.000,Done
2015OPA-1273,Done,OPA Close SA,10/19/2015 12:00:00 AM,10/14/2015 12:00:00 AM,10/14/2015 12:00:00 AM,,2015-10-19T00:00:00.000,2015-10-14T00:00:00.000,2015-10-14T00:00:00.000,Done
2015OPA-1541,Done,OPA Close CL,,10/27/2015 12:00:00 AM,10/27/2015 12:00:00 AM,,,2015-10-27T00:00:00.000,2015-10-27T00:00:00.000,Done
2016OPA-0486,Done,OPA Close CL,05/16/2016 12:00:00 AM,05/16/2016 12:00:00 AM,05/11/2016 12:00:00 AM,,2016-05-16T00:00:00.000,2016-05-16T00:00:00.000,2016-05-11T00:00:00.000,Done
2018OPA-0081,Done,OPA Close Case,10/20/2019 12:00:00 AM,11/05/2019 12:00:00 AM,10/10/2019 12:00:00 AM,2018-003105,2019-10-20T00:00:00.000,2019-11-05T00:00:00.000,2019-10-10T00:00:00.000,Done
2018OPA-0276,Done,OPA Close CL,04/28/2018 12:00:00 AM,05/14/2018 12:00:00 AM,04/23/2018 12:00:00 AM,,2018-04-28T00:00:00.000,2018-05-14T00:00:00.000,2018-04-23T00:00:00.000,Done
2016OPA-0653,Done,OPA Close Case,12/19/2016 12:00:00 AM,03/15/2017 12:00:00 AM,12/09/2016 12:00:00 AM,2016-199551,2016-12-19T00:00:00.000,2017-03-15T00:00:00.000,2016-12-09T00:00:00.000,Done
2016OPA-0799,Done,OPA Close CL,11/28/2016 12:00:00 AM,12/05/2016 12:00:00 AM,11/23/2016 12:00:00 AM,2016-120276,2016-11-28T00:00:00.000,2016-12-05T00:00:00.000,2016-11-23T00:00:00.000,Done
2016OPA-1361,Done,OPA Close CL,12/31/2016 12:00:00 AM,12/09/2016 12:00:00 AM,12/06/2016 12:00:00 AM,,2016-12-31T00:00:00.000,2016-12-09T00:00:00.000,2016-12-06T00:00:00.000,Done
2016OPA-1530,Done,OPA Close CL,01/28/2017 12:00:00 AM,01/25/2017 12:00:00 AM,01/18/2017 12:00:00 AM,2016-467929,2017-01-28T00:00:00.000,2017-01-25T00:00:00.000,2017-01-18T00:00:00.000,Done
2017OPA-0451,Done,OPA Close Case,01/05/2018 12:00:00 AM,04/11/2018 12:00:00 AM,01/04/2018 12:00:00 AM,,2018-01-05T00:00:00.000,2018-04-11T00:00:00.000,2018-01-04T00:00:00.000,Done
2017OPA-1168,Done,OPA Close CL,12/08/2017 12:00:00 AM,12/06/2017 12:00:00 AM,11/09/2017 12:00:00 AM,2010-028222,2017-12-08T00:00:00.000,2017-12-06T00:00:00.000,2017-11-09T00:00:00.000,Done
2016OPA-0057,Done,OPA Close Case,08/16/2016 12:00:00 AM,08/17/2016 12:00:00 AM,08/05/2016 12:00:00 AM,2016-021344,2016-08-16T00:00:00.000,2016-08-17T00:00:00.000,2016-08-05T00:00:00.000,Done
2016OPA-1103,Done,OPA Send Complainant Closing Letter,12/20/2016 12:00:00 AM,12/21/2016 12:00:00 AM,12/15/2016 12:00:00 AM,,2016-12-20T00:00:00.000,2016-12-21T00:00:00.000,2016-12-15T00:00:00.000,Done
2017OPA-0376,Done,OPA Close CL,04/17/2017 12:00:00 AM,04/17/2017 12:00:00 AM,04/17/2017 12:00:00 AM,,2017-04-17T00:00:00.000,2017-04-17T00:00:00.000,2017-04-17T00:00:00.000,Done
2017OPA-0813,Done,OPA Final Discipline Action Report,,12/28/2017 12:00:00 AM,01/22/2019 12:00:00 AM,2017-237103,,2017-12-28T00:00:00.000,2019-01-22T00:00:00.000,Done
2018OPA-1188,Done,OPA Close SA,,01/31/2019 12:00:00 AM,01/31/2019 12:00:00 AM,2018-310457,,2019-01-31T00:00:00.000,2019-01-31T00:00:00.000,Done
2015OPA-1238,Done,OPA Close SA,10/13/2015 12:00:00 AM,10/09/2015 12:00:00 AM,10/08/2015 12:00:00 AM,2015-278307,2015-10-13T00:00:00.000,2015-10-09T00:00:00.000,2015-10-08T00:00:00.000,Done
2016OPA-0900,Done,OPA Close Case,05/22/2017 12:00:00 AM,06/06/2017 12:00:00 AM,05/12/2017 12:00:00 AM,2016-265165,2017-05-22T00:00:00.000,2017-06-06T00:00:00.000,2017-05-12T00:00:00.000,Done
2016OPA-1111,Done,OPA Close Case,03/17/2017 12:00:00 AM,03/29/2017 12:00:00 AM,03/07/2017 12:00:00 AM,,2017-03-17T00:00:00.000,2017-03-29T00:00:00.000,2017-03-07T00:00:00.000,Done
2017OPA-0046,Done,OPA Close CL,02/07/2017 12:00:00 AM,01/25/2017 12:00:00 AM,01/18/2017 12:00:00 AM,,2017-02-07T00:00:00.000,2017-01-25T00:00:00.000,2017-01-18T00:00:00.000,Done
2018OPA-0323,Done,OPA Close Case,10/13/2018 12:00:00 AM,10/18/2018 12:00:00 AM,10/03/2018 12:00:00 AM,2017-349070,2018-10-13T00:00:00.000,2018-10-18T00:00:00.000,2018-10-03T00:00:00.000,Done
2015OPA-0674,Done,OPA Close CL,,06/08/2015 12:00:00 AM,10/19/2015 12:00:00 AM,,,2015-06-08T00:00:00.000,2015-10-19T00:00:00.000,Done
2015OPA-1898,Done,OPA Close Case,06/10/2016 12:00:00 AM,06/29/2016 12:00:00 AM,05/31/2016 12:00:00 AM,2015-434365,2016-06-10T00:00:00.000,2016-06-29T00:00:00.000,2016-05-31T00:00:00.000,Done
2016OPA-0063,Done,OPA Close CL,01/27/2016 12:00:00 AM,01/25/2016 12:00:00 AM,01/22/2016 12:00:00 AM,,2016-01-27T00:00:00.000,2016-01-25T00:00:00.000,2016-01-22T00:00:00.000,Done
2017OPA-0519,Done,OPA Close SA,,08/11/2017 12:00:00 AM,08/11/2017 12:00:00 AM,2017-151043,,2017-08-11T00:00:00.000,2017-08-11T00:00:00.000,Done
2017OPA-1226,Done,OPA Close Case,12/12/2017 12:00:00 AM,12/07/2017 12:00:00 AM,12/07/2017 12:00:00 AM,,2017-12-12T00:00:00.000,2017-12-07T00:00:00.000,2017-12-07T00:00:00.000,Done
2018OPA-0763,Done,OPA Close SA,,09/17/2018 12:00:00 AM,09/17/2018 12:00:00 AM,,,2018-09-17T00:00:00.000,2018-09-17T00:00:00.000,Done
2019OPA-0293,Done,OPA Close SA,,07/24/2019 12:00:00 AM,07/24/2019 12:00:00 AM,,,2019-07-24T00:00:00.000,2019-07-24T00:00:00.000,Done
2019OPA-0767,Done,OPA 180 Extension Request,05/13/2020 12:00:00 AM,06/12/2020 12:00:00 AM,04/02/2020 12:00:00 AM,,2020-05-13T00:00:00.000,2020-06-12T00:00:00.000,2020-04-02T00:00:00.000,Done
2015OPA-0549,Done,OPA Close CL,,04/27/2015 12:00:00 AM,10/20/2015 12:00:00 AM,,,2015-04-27T00:00:00.000,2015-10-20T00:00:00.000,Done
2015OPA-1566,Done,OPA Training Referral,05/27/2016 12:00:00 AM,05/25/2016 12:00:00 AM,04/07/2016 12:00:00 AM,2015-297471,2016-05-27T00:00:00.000,2016-05-25T00:00:00.000,2016-04-07T00:00:00.000,Done
2016OPA-0456,Done,OPA Close CL,05/17/2016 12:00:00 AM,05/18/2016 12:00:00 AM,05/12/2016 12:00:00 AM,,2016-05-17T00:00:00.000,2016-05-18T00:00:00.000,2016-05-12T00:00:00.000,Done
2016OPA-0616,Done,OPA Close CL,07/06/2016 12:00:00 AM,07/07/2016 12:00:00 AM,07/01/2016 12:00:00 AM,,2016-07-06T00:00:00.000,2016-07-07T00:00:00.000,2016-07-01T00:00:00.000,Done
2016OPA-0977,Done,OPA Close CL,09/18/2016 12:00:00 AM,09/15/2016 12:00:00 AM,09/13/2016 12:00:00 AM,,2016-09-18T00:00:00.000,2016-09-15T00:00:00.000,2016-09-13T00:00:00.000,Done
2017OPA-1287,Done,OPA Close Case,09/19/2018 12:00:00 AM,10/22/2018 12:00:00 AM,09/18/2018 12:00:00 AM,,2018-09-19T00:00:00.000,2018-10-22T00:00:00.000,2018-09-18T00:00:00.000,Done
2018OPA-1195,Done,OPA Close CL,01/27/2019 12:00:00 AM,01/29/2019 12:00:00 AM,01/22/2019 12:00:00 AM,2018-449819,2019-01-27T00:00:00.000,2019-01-29T00:00:00.000,2019-01-22T00:00:00.000,Done
2019OPA-0909,Done,OPA Close CL,01/04/2020 12:00:00 AM,01/06/2020 12:00:00 AM,12/27/2019 12:00:00 AM,,2020-01-04T00:00:00.000,2020-01-06T00:00:00.000,2019-12-27T00:00:00.000,Done
2020OPA-0104,Done,OPA 180 Extension Request,09/08/2020 12:00:00 AM,10/08/2020 12:00:00 AM,04/04/2020 12:00:00 AM,,2020-09-08T00:00:00.000,2020-10-08T00:00:00.000,2020-04-04T00:00:00.000,Done
2015OPA-0187,Done,OPA SA Review,04/04/2015 12:00:00 AM,04/03/2015 12:00:00 AM,03/30/2015 12:00:00 AM,2014-409510,2015-04-04T00:00:00.000,2015-04-03T00:00:00.000,2015-03-30T00:00:00.000,Done
2015OPA-0383,Done,OPA Close Case,03/16/2017 12:00:00 AM,03/29/2017 12:00:00 AM,03/06/2017 12:00:00 AM,,2017-03-16T00:00:00.000,2017-03-29T00:00:00.000,2017-03-06T00:00:00.000,Done
2015OPA-1562,Done,OPA Close SA,11/28/2015 12:00:00 AM,11/24/2015 12:00:00 AM,11/23/2015 12:00:00 AM,2015-317279,2015-11-28T00:00:00.000,2015-11-24T00:00:00.000,2015-11-23T00:00:00.000,Done
2017OPA-0102,Done,OPA Close CL,03/02/2017 12:00:00 AM,02/08/2017 12:00:00 AM,02/01/2017 12:00:00 AM,,2017-03-02T00:00:00.000,2017-02-08T00:00:00.000,2017-02-01T00:00:00.000,Done
2017OPA-1039,Done,OPA Close Case,04/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,03/29/2018 12:00:00 AM,2017-343366,2018-04-08T00:00:00.000,2018-08-08T00:00:00.000,2018-03-29T00:00:00.000,Done
2018OPA-0073,Done,OPA Close SA,,04/03/2018 12:00:00 AM,04/03/2018 12:00:00 AM,2018-002197,,2018-04-03T00:00:00.000,2018-04-03T00:00:00.000,Done
2020OPA-0181,To do,OPA 180 Timeline Calculation,03/07/2020 12:00:00 AM,09/03/2020 12:00:00 AM,04/13/2020 12:00:00 AM,2020-083869,2020-03-07T00:00:00.000,2020-09-03T00:00:00.000,2020-04-13T00:00:00.000,To do
