SUMMONS_KEY,SUMMONS_DATE,OFFENSE_DESCRIPTION,LAW_SECTION_NUMBER,LAW_DESCRIPTION,SUMMONS_CATEGORY_TYPE,AGE_GROUP,SEX,RACE,JURISDICTION_CODE,BORO,PRECINCT_OF_OCCUR,X_COORDINATE_CD,Y_COORDINATE_CD,Latitude,Longitude
206907306,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,BROOKLYN,75,1016108,187684,40.681776875000025,-73.88513843799996
207561922,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,2,BROOKLYN,90,994115,196514,40.706065014000046,-73.96442055199999
206904163,01/02/2020,TRESPASS,140.05,Penal Law,TRESPASS,25-44,F,WHITE,0,QUEENS,114,1007966,219600,40.76940406700004,-73.91438166899997
206914969,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,BROOKLYN,75,1018819,188045,40.68275756500003,-73.87536217399997
206902706,01/02/2020,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,,,0,QUEENS,109,1033147,217909,40.76465930200004,-73.82348541299997
206903273,01/02/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,25-44,M,WHITE HISPANIC,1,BRONX,47,1026480,262584,40.88731363400007,-73.84727175799998
206916765,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,BRONX,52,1010668,253614,40.86275525800004,-73.904493002
207562133,01/02/2020,KNIVES; DISPLAYED OUTSIDE CLOTHING/CARRY IN THE OPEN WITHOUT A LAWFUL PURPOSE,10-133(C),,,18-24,M,BLACK,0,BROOKLYN,75,1020539,181368,40.66442383200007,-73.86919663399993
206929120,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BRONX,44,1006684,242275,40.831644073000064,-73.91893420199995
206904642,01/02/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,WHITE HISPANIC,0,BROOKLYN,72,982680,175938,40.64959389500007,-74.00565929599996
206898539,01/02/2020,SMOKING IN TRAIN STATION,1050.7,,,25-44,M,WHITE,1,NEW YORK,13,988886,207857,40.737203099000055,-73.98327259799999
206905322,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,954827,148519,40.57428568800003,-74.10591440499996
206906391,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,966300,157946,40.60019157700003,-74.06464050099999
206902187,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
206901679,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1033147,217909,40.76465930200004,-73.82348541299997
206901621,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206901614,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,962989,160112,40.60612948000005,-74.07657042999993
206907674,01/02/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK,0,STATEN ISLAND,120,961252,166311,40.623140111000055,-74.08284714199993
206905868,01/02/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,25-44,M,WHITE HISPANIC,1,BRONX,40,1011485,237929,40.819702045000035,-73.90160301699996
206905325,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,954827,148519,40.57428568800003,-74.10591440499996
206901180,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206901612,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,962989,160112,40.60612948000005,-74.07657042999993
206902194,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
206913067,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,107,1036658,205330,40.73011306700005,-73.81090891499997
206902208,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,954827,148519,40.57428568800003,-74.10591440499996
206908065,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,NEW YORK,13,986088,207548,40.736355993000075,-73.99336917099998
206908263,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BROOKLYN,77,1004928,181897,40.665926040000045,-73.92546530099996
206902697,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206902204,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,954827,148519,40.57428568800003,-74.10591440499996
206903291,01/02/2020,UNREGISTERED VEHICLE,401,VTL,VTL,UNKNOWN,,,0,QUEENS,109,1033537,217972,40.76483005500006,-73.82207707199996
206908936,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BROOKLYN,77,997282,184356,40.672690001000035,-73.95302139599994
206898957,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,F,WHITE HISPANIC,0,NEW YORK,23,999125,227918,40.79225406900008,-73.94628112499998
206901630,01/02/2020,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206901629,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206901626,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032166,217754,40.76423923900006,-73.827027876
206901623,01/02/2020,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,,,0,QUEENS,109,1032166,217754,40.76423923900006,-73.827027876
206901182,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206901622,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206901678,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1033147,217909,40.76465930200004,-73.82348541299997
206905878,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,966300,157946,40.60019157700003,-74.06464050099999
206903895,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1033147,217909,40.76465930200004,-73.82348541299997
206907020,01/02/2020,IDLING OF VEHICLE,24-163,Administrative Code,TLC,18-24,M,WHITE HISPANIC,0,QUEENS,105,1054629,199614,40.71429936000004,-73.74612810299993
206907675,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,2,BRONX,43,1026268,237961,40.819731930000046,-73.84819280399995
206903886,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1033147,217909,40.76465930200004,-73.82348541299997
206903280,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,962989,160112,40.60612948000005,-74.07657042999993
206922242,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,BRONX,44,1007687,246038,40.84196981100007,-73.91529662699998
206903277,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,962989,160112,40.60612948000005,-74.07657042999993
206902705,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
206902693,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206902214,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206907257,01/02/2020,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,18-24,M,WHITE HISPANIC,0,BROOKLYN,75,1016866,186530,40.67860664900008,-73.88241108099999
206902209,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,954827,148519,40.57428568800003,-74.10591440499996
206902189,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
206902188,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
206902707,01/02/2020,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,,,0,QUEENS,109,1033147,217909,40.76465930200004,-73.82348541299997
206905885,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,966300,157946,40.60019157700003,-74.06464050099999
206901181,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
207521352,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,0,BRONX,48,1018947,245282,40.83985775000008,-73.87460525799997
206902703,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
206902712,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1033147,217909,40.76465930200004,-73.82348541299997
206903270,01/02/2020,RECKLESS DRIVING,1212,VTL,VTL,18-24,M,BLACK,0,BROOKLYN,69,1008320,170821,40.635516265000035,-73.91327799299995
206902193,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
206901625,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206905310,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,F,BLACK,0,BROOKLYN,77,998546,185857,40.67680795800004,-73.94846152299993
207506280,01/02/2020,"LICENSE, OPERATE WITH SUSPENDED/REVOKED/NONE",19-506(D),,,25-44,M,WHITE HISPANIC,0,BROOKLYN,68,984002,167558,40.62659271500007,-74.00089485699993
206903276,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,962989,160112,40.60612948000005,-74.07657042999993
206903278,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,962989,160112,40.60612948000005,-74.07657042999993
206905327,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,954827,148519,40.57428568800003,-74.10591440499996
206931055,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,F,WHITE,0,STATEN ISLAND,123,914928,125757,40.51158633800003,-74.24930372699998
206902207,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,954827,148519,40.57428568800003,-74.10591440499996
206905875,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,BRONX,46,1009873,247797,40.84679167600007,-73.90738938099996
206913385,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,2,NEW YORK,9,990372,201996,40.72111517900004,-73.97791574899996
206906686,01/02/2020,"LICENSE, OPERATE WITH SUSPENDED/REVOKED/NONE",19-506(D),,,25-44,F,WHITE,0,QUEENS,114,1008461,214709,40.75597819300003,-73.91261222999998
206907303,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BRONX,44,1009714,244309,40.83721859800004,-73.90797731499998
206907304,01/02/2020,"KNIFE, ANY IN PUBLIC VIEW",10-133C,Administrative Code,KNIFE,18-24,M,BLACK,0,BRONX,44,1007972,244067,40.836559230000034,-73.91427356599996
206907307,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK HISPANIC,0,BROOKLYN,75,1016108,187684,40.681776875000025,-73.88513843799996
206907308,01/02/2020,TRESPASS,140.05,Penal Law,TRESPASS,18-24,M,BLACK,0,BRONX,44,1007972,244067,40.836559230000034,-73.91427356599996
206907902,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BROOKLYN,75,1019534,184364,40.67265124000005,-73.87280350099996
206902686,01/02/2020,OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC,240.20(5),,,25-44,M,BLACK,0,QUEENS,105,1055628,192595,40.69502593200008,-73.74259889799998
206903279,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,962989,160112,40.60612948000005,-74.07657042999993
206902206,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,954827,148519,40.57428568800003,-74.10591440499996
206902198,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,954827,148519,40.57428568800003,-74.10591440499996
206902701,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
206902696,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206903288,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
206905876,01/02/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK HISPANIC,0,BROOKLYN,72,982680,175938,40.64959389500007,-74.00565929599996
206904158,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,STATEN ISLAND,121,940389,170743,40.63522627300006,-74.15803061099997
206903296,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,65+,M,UNKNOWN,0,QUEENS,109,1033147,217909,40.76465930200004,-73.82348541299997
206903263,01/02/2020,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,18-24,M,WHITE HISPANIC,0,BRONX,44,1007840,240790,40.82756516300003,-73.91476211799994
206903284,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
206902700,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206902699,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206902695,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
210045841,01/02/2020,OTHER PENAL LAW,9999,Penal Law,OTHER PENAL LAW,18-24,M,BLACK HISPANIC,1,BRONX,40,1004369,237509,40.818568337000045,-73.92731394599997
206902704,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
206902200,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,STATEN ISLAND,122,954827,148519,40.57428568800003,-74.10591440499996
206902711,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1033147,217909,40.76465930200004,-73.82348541299997
206921719,01/02/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BRONX,46,1011751,250275,40.85358740100002,-73.90059135599995
206901681,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1033147,217909,40.76465930200004,-73.82348541299997
206902690,01/02/2020,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,,,0,QUEENS,109,1032807,217854,40.76451021500004,-73.82471319199995
206900409,01/02/2020,TRESPASS,140.05,Penal Law,TRESPASS,18-24,M,BLACK,2,NEW YORK,7,986446,198438,40.711351165000046,-73.99208032799999
206903294,01/02/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,65+,M,UNKNOWN,0,QUEENS,109,1033147,217909,40.76465930200004,-73.82348541299997
206914970,01/01/2020,"IMITATION PISTOL/AIR RIFLE, POSS. OF",10-131,Administrative Code,AIR GUN,18-24,F,WHITE HISPANIC,0,BROOKLYN,69,1010618,172976,40.64142473500005,-73.90498995599995
206898654,01/01/2020,MOTOR VEHICLE; ENGINE ON/KEY IN IGNITION (THERE IS NO TIME REQUIREMENT),10-111(A),,,25-44,M,BLACK HISPANIC,0,BRONX,46,1010447,252191,40.85885021100006,-73.90529753999994
206900753,01/01/2020,SMOKING IN TRAIN STATION,1050.7,,,25-44,M,WHITE,1,NEW YORK,13,986553,207131,40.735211323000044,-73.99169139799993
206896353,01/01/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,25,1006074,229358,40.79619205100005,-73.92118048899994
206898143,01/01/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BROOKLYN,77,999655,185168,40.67491494800004,-73.94446493299995
206897396,01/01/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,<18,M,WHITE,0,NEW YORK,22,994115,224726,40.78349989600008,-73.96437917799993
206897799,01/01/2020,"LICENSE, OPERATE WITH SUSPENDED/REVOKED/NONE",19-506(D),,,45-64,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,113,1041757,188022,40.68257513400005,-73.79265916699995
206903269,01/01/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,F,WHITE HISPANIC,2,NEW YORK,23,999042,228736,40.79449939700004,-73.946579075
206896361,01/01/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,25,1006074,229358,40.79619205100005,-73.92118048899994
206893289,01/01/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,F,BLACK,0,BROOKLYN,84,988902,192641,40.69543880800006,-73.98322537599995
207509117,01/01/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BRONX,43,1019190,239517,40.82403353800004,-73.87375707499997
207543366,01/01/2020,TRESPASS,140.05,Penal Law,TRESPASS,25-44,M,WHITE,0,NEW YORK,18,988649,216393,40.76063239300004,-73.98412222199995
207774639,01/01/2020,NO SECURITY GUARD LICENSE,89-C,General Business Law,BUSINESS,45-64,M,BLACK,0,STATEN ISLAND,120,960312,171325,40.63689998900003,-74.08625108799998
206897805,01/01/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,<18,F,BLACK,0,QUEENS,113,1041138,184016,40.671583597000044,-73.79492478599997
206897422,01/01/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,25,1006074,229358,40.79619205100005,-73.92118048899994
206896349,01/01/2020,PUBLIC URINATION,16-118(6),,,18-24,M,BLACK,0,BROOKLYN,76,982111,185061,40.67463440000005,-74.007712713
206894681,01/01/2020,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,25-44,M,WHITE HISPANIC,0,BRONX,44,1007245,245814,40.841356158000046,-73.91689484799997
206893484,01/01/2020,NO SECURITY GUARD LICENSE,89-C,General Business Law,BUSINESS,18-24,M,BLACK HISPANIC,0,BRONX,48,1013088,247729,40.846595122000046,-73.89576934899996
206893483,01/01/2020,UNLICENSED SECOND BAR,100-4,,,25-44,M,BLACK HISPANIC,0,BRONX,42,1014946,244090,40.836600872000076,-73.88907045399996
206893480,01/01/2020,TRESPASS,140.05,Penal Law,TRESPASS,18-24,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,106,1031898,186190,40.677605279000026,-73.82821877999999
206893312,01/01/2020,OTHER ABC,9999,ABC,OTHER ABC,25-44,M,BLACK HISPANIC,0,BRONX,44,1005346,246531,40.84332885400005,-73.92375579599997
206893223,01/01/2020,DISORDERLY PREMISE,106-6,ABC,ABC,25-44,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,103,1036945,194475,40.70031704600007,-73.809958367
206892303,01/01/2020,FAIL TO MAINTAIN PROPRIETARY SECURITY GUARD LICENSE,28.117 (4),,,25-44,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,103,1036945,194475,40.70031704600007,-73.809958367
206891549,01/01/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BROOKLYN,71,996122,181017,40.66352682100006,-73.95720904699994
206892291,01/01/2020,AFTER HOURS CONSUMPTION,106-5,ABC,ABC,45-64,M,WHITE HISPANIC,0,QUEENS,110,1022083,212476,40.74980138800004,-73.86345646699993
206892292,01/01/2020,DISORDERLY PREMISE,106-6,ABC,ABC,45-64,M,WHITE HISPANIC,0,QUEENS,110,1022083,212476,40.74980138800004,-73.86345646699993
206907021,01/01/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,BRONX,52,1012928,255180,40.86704639800007,-73.89631577699998
206913380,01/01/2020,DISORDERLY PREMISE,106-6,ABC,ABC,45-64,M,WHITE,0,NEW YORK,5,984732,200728,40.71763692800005,-73.99826267699996
206911429,01/01/2020,OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC,240.20(5),,,25-44,M,WHITE HISPANIC,0,NEW YORK,7,987431,202125,40.72147079900003,-73.98852562599996
206907255,01/01/2020,WAREHOUSING ALCOHOL WITHOUT A PERMIT,96-1,,,25-44,M,WHITE HISPANIC,0,BRONX,48,1013343,247699,40.84651194500003,-73.89484780799995
206894675,01/01/2020,PERMIT UNLICENSED,19-506(B),,,65+,M,BLACK,0,BROOKLYN,71,997866,181703,40.66540722900004,-73.95092144799997
206894700,01/01/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,25,1006074,229358,40.79619205100005,-73.92118048899994
206896351,01/01/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,25,1006074,229358,40.79619205100005,-73.92118048899994
206896365,01/01/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,25,1006074,229358,40.79619205100005,-73.92118048899994
206900407,01/01/2020,CARRY/POSSESS IN PUBLIC; LOADED,10-131(H1),,,25-44,M,BLACK,0,STATEN ISLAND,120,966190,160182,40.606328717000046,-74.06504259699994
