year_month,direction_code,NZ_area,Count,geo_level,period
2017-08,A,Manawatu District,990,Territorial authority areas,Monthly
2017-09,A,Manawatu District,984,Territorial authority areas,Monthly
2017-10,A,Manawatu District,1137,Territorial authority areas,Monthly
2017-11,A,Manawatu District,795,Territorial authority areas,Monthly
2017-12,A,Manawatu District,492,Territorial authority areas,Monthly
2018-01,A,Manawatu District,888,Territorial authority areas,Monthly
2018-02,A,Manawatu District,447,Territorial authority areas,Monthly
2018-03,A,Manawatu District,612,Territorial authority areas,Monthly
2018-04,A,Manawatu District,819,Territorial authority areas,Monthly
2018-05,A,Manawatu District,939,Territorial authority areas,Monthly
2018-06,A,Manawatu District,939,Territorial authority areas,Monthly
2018-07,A,Manawatu District,1305,Territorial authority areas,Monthly
2018-08,A,Manawatu District,981,Territorial authority areas,Monthly
2018-09,A,Manawatu District,1008,Territorial authority areas,Monthly
2018-10,A,Manawatu District,1227,Territorial authority areas,Monthly
2018-11,A,Manawatu District,807,Territorial authority areas,Monthly
2018-12,A,Manawatu District,534,Territorial authority areas,Monthly
2019-01,A,Manawatu District,897,Territorial authority areas,Monthly
2019-02,A,Manawatu District,549,Territorial authority areas,Monthly
2019-03,A,Manawatu District,726,Territorial authority areas,Monthly
2019-04,A,Manawatu District,912,Territorial authority areas,Monthly
2019-05,A,Manawatu District,975,Territorial authority areas,Monthly
2019-06,A,Manawatu District,999,Territorial authority areas,Monthly
2014-06,A,Marlborough District,1473,Territorial authority areas,Monthly
2014-07,A,Marlborough District,1863,Territorial authority areas,Monthly
2014-08,A,Marlborough District,1905,Territorial authority areas,Monthly
2014-09,A,Marlborough District,1719,Territorial authority areas,Monthly
2014-10,A,Marlborough District,1881,Territorial authority areas,Monthly
2014-11,A,Marlborough District,1299,Territorial authority areas,Monthly
2014-12,A,Marlborough District,774,Territorial authority areas,Monthly
2015-01,A,Marlborough District,1200,Territorial authority areas,Monthly
2015-02,A,Marlborough District,789,Territorial authority areas,Monthly
2015-03,A,Marlborough District,1044,Territorial authority areas,Monthly
2015-04,A,Marlborough District,1002,Territorial authority areas,Monthly
2015-05,A,Marlborough District,1488,Territorial authority areas,Monthly
2015-06,A,Marlborough District,1617,Territorial authority areas,Monthly
2015-07,A,Marlborough District,1923,Territorial authority areas,Monthly
2015-08,A,Marlborough District,2046,Territorial authority areas,Monthly
2015-09,A,Marlborough District,1902,Territorial authority areas,Monthly
2015-10,A,Marlborough District,2010,Territorial authority areas,Monthly
2015-11,A,Marlborough District,1359,Territorial authority areas,Monthly
2015-12,A,Marlborough District,807,Territorial authority areas,Monthly
2016-01,A,Marlborough District,1251,Territorial authority areas,Monthly
2016-02,A,Marlborough District,792,Territorial authority areas,Monthly
2016-03,A,Marlborough District,912,Territorial authority areas,Monthly
2016-04,A,Marlborough District,1131,Territorial authority areas,Monthly
2016-05,A,Marlborough District,1521,Territorial authority areas,Monthly
2016-06,A,Marlborough District,1740,Territorial authority areas,Monthly
2016-07,A,Marlborough District,2118,Territorial authority areas,Monthly
2016-08,A,Marlborough District,2121,Territorial authority areas,Monthly
2016-09,A,Marlborough District,1938,Territorial authority areas,Monthly
2016-10,A,Marlborough District,1995,Territorial authority areas,Monthly
2016-11,A,Marlborough District,1263,Territorial authority areas,Monthly
2016-12,A,Marlborough District,921,Territorial authority areas,Monthly
2017-01,A,Marlborough District,1392,Territorial authority areas,Monthly
2017-02,A,Marlborough District,819,Territorial authority areas,Monthly
2017-03,A,Marlborough District,1089,Territorial authority areas,Monthly
2017-04,A,Marlborough District,1227,Territorial authority areas,Monthly
2017-05,A,Marlborough District,1545,Territorial authority areas,Monthly
2017-06,A,Marlborough District,1797,Territorial authority areas,Monthly
2017-07,A,Marlborough District,2316,Territorial authority areas,Monthly
2017-08,A,Marlborough District,2295,Territorial authority areas,Monthly
2017-09,A,Marlborough District,2088,Territorial authority areas,Monthly
2017-10,A,Marlborough District,2229,Territorial authority areas,Monthly
2017-11,A,Marlborough District,1485,Territorial authority areas,Monthly
2017-12,A,Marlborough District,915,Territorial authority areas,Monthly
2018-01,A,Marlborough District,1440,Territorial authority areas,Monthly
2018-02,A,Marlborough District,888,Territorial authority areas,Monthly
2018-03,A,Marlborough District,990,Territorial authority areas,Monthly
2018-04,A,Marlborough District,1305,Territorial authority areas,Monthly
2018-05,A,Marlborough District,1650,Territorial authority areas,Monthly
2018-06,A,Marlborough District,1803,Territorial authority areas,Monthly
2018-07,A,Marlborough District,2544,Territorial authority areas,Monthly
2018-08,A,Marlborough District,2466,Territorial authority areas,Monthly
2018-09,A,Marlborough District,2250,Territorial authority areas,Monthly
2018-10,A,Marlborough District,2376,Territorial authority areas,Monthly
2018-11,A,Marlborough District,1449,Territorial authority areas,Monthly
2018-12,A,Marlborough District,915,Territorial authority areas,Monthly
2019-01,A,Marlborough District,1491,Territorial authority areas,Monthly
2019-02,A,Marlborough District,921,Territorial authority areas,Monthly
2019-03,A,Marlborough District,1209,Territorial authority areas,Monthly
2019-04,A,Marlborough District,1329,Territorial authority areas,Monthly
2019-05,A,Marlborough District,1827,Territorial authority areas,Monthly
2019-06,A,Marlborough District,1953,Territorial authority areas,Monthly
2014-06,A,Masterton District,690,Territorial authority areas,Monthly
2014-07,A,Masterton District,810,Territorial authority areas,Monthly
2014-08,A,Masterton District,738,Territorial authority areas,Monthly
2014-09,A,Masterton District,633,Territorial authority areas,Monthly
2014-10,A,Masterton District,867,Territorial authority areas,Monthly
2014-11,A,Masterton District,606,Territorial authority areas,Monthly
2014-12,A,Masterton District,393,Territorial authority areas,Monthly
2015-01,A,Masterton District,534,Territorial authority areas,Monthly
2015-02,A,Masterton District,366,Territorial authority areas,Monthly
2015-03,A,Masterton District,510,Territorial authority areas,Monthly
2015-04,A,Masterton District,603,Territorial authority areas,Monthly
2015-05,A,Masterton District,621,Territorial authority areas,Monthly
2015-06,A,Masterton District,627,Territorial authority areas,Monthly
2015-07,A,Masterton District,951,Territorial authority areas,Monthly
2015-08,A,Masterton District,858,Territorial authority areas,Monthly
2015-09,A,Masterton District,705,Territorial authority areas,Monthly
2015-10,A,Masterton District,972,Territorial authority areas,Monthly
2015-11,A,Masterton District,567,Territorial authority areas,Monthly
2015-12,A,Masterton District,369,Territorial authority areas,Monthly
2016-01,A,Masterton District,648,Territorial authority areas,Monthly
2016-02,A,Masterton District,366,Territorial authority areas,Monthly
2016-03,A,Masterton District,444,Territorial authority areas,Monthly
2016-04,A,Masterton District,627,Territorial authority areas,Monthly
2016-05,A,Masterton District,678,Territorial authority areas,Monthly
2016-06,A,Masterton District,711,Territorial authority areas,Monthly
2016-07,A,Masterton District,894,Territorial authority areas,Monthly
2016-08,A,Masterton District,909,Territorial authority areas,Monthly
2016-09,A,Masterton District,717,Territorial authority areas,Monthly
2016-10,A,Masterton District,975,Territorial authority areas,Monthly
2016-11,A,Masterton District,654,Territorial authority areas,Monthly
2016-12,A,Masterton District,384,Territorial authority areas,Monthly
2017-01,A,Masterton District,672,Territorial authority areas,Monthly
2017-02,A,Masterton District,405,Territorial authority areas,Monthly
2017-03,A,Masterton District,522,Territorial authority areas,Monthly
2017-04,A,Masterton District,627,Territorial authority areas,Monthly
2017-05,A,Masterton District,645,Territorial authority areas,Monthly
2017-06,A,Masterton District,744,Territorial authority areas,Monthly
2017-07,A,Masterton District,1101,Territorial authority areas,Monthly
2017-08,A,Masterton District,945,Territorial authority areas,Monthly
2017-09,A,Masterton District,828,Territorial authority areas,Monthly
2017-10,A,Masterton District,972,Territorial authority areas,Monthly
2017-11,A,Masterton District,648,Territorial authority areas,Monthly
2017-12,A,Masterton District,396,Territorial authority areas,Monthly
2018-01,A,Masterton District,699,Territorial authority areas,Monthly
2018-02,A,Masterton District,405,Territorial authority areas,Monthly
2018-03,A,Masterton District,585,Territorial authority areas,Monthly
2018-04,A,Masterton District,666,Territorial authority areas,Monthly
2018-05,A,Masterton District,687,Territorial authority areas,Monthly
2018-06,A,Masterton District,810,Territorial authority areas,Monthly
2018-07,A,Masterton District,1158,Territorial authority areas,Monthly
2018-08,A,Masterton District,1062,Territorial authority areas,Monthly
2018-09,A,Masterton District,918,Territorial authority areas,Monthly
2018-10,A,Masterton District,1056,Territorial authority areas,Monthly
2018-11,A,Masterton District,660,Territorial authority areas,Monthly
2018-12,A,Masterton District,504,Territorial authority areas,Monthly
2019-01,A,Masterton District,777,Territorial authority areas,Monthly
2019-02,A,Masterton District,495,Territorial authority areas,Monthly
2019-03,A,Masterton District,615,Territorial authority areas,Monthly
2019-04,A,Masterton District,768,Territorial authority areas,Monthly
2019-05,A,Masterton District,825,Territorial authority areas,Monthly
2019-06,A,Masterton District,852,Territorial authority areas,Monthly
2014-06,A,Matamata-Piako District,1293,Territorial authority areas,Monthly
2014-07,A,Matamata-Piako District,1176,Territorial authority areas,Monthly
2014-08,A,Matamata-Piako District,951,Territorial authority areas,Monthly
2014-09,A,Matamata-Piako District,939,Territorial authority areas,Monthly
2014-10,A,Matamata-Piako District,1035,Territorial authority areas,Monthly
2014-11,A,Matamata-Piako District,849,Territorial authority areas,Monthly
2014-12,A,Matamata-Piako District,528,Territorial authority areas,Monthly
2015-01,A,Matamata-Piako District,777,Territorial authority areas,Monthly
2015-02,A,Matamata-Piako District,456,Territorial authority areas,Monthly
2015-03,A,Matamata-Piako District,741,Territorial authority areas,Monthly
2015-04,A,Matamata-Piako District,1011,Territorial authority areas,Monthly
2015-05,A,Matamata-Piako District,1164,Territorial authority areas,Monthly
2015-06,A,Matamata-Piako District,1266,Territorial authority areas,Monthly
2015-07,A,Matamata-Piako District,1152,Territorial authority areas,Monthly
2015-08,A,Matamata-Piako District,987,Territorial authority areas,Monthly
2015-09,A,Matamata-Piako District,852,Territorial authority areas,Monthly
2015-10,A,Matamata-Piako District,1140,Territorial authority areas,Monthly
2015-11,A,Matamata-Piako District,813,Territorial authority areas,Monthly
2015-12,A,Matamata-Piako District,549,Territorial authority areas,Monthly
2016-01,A,Matamata-Piako District,804,Territorial authority areas,Monthly
2016-02,A,Matamata-Piako District,513,Territorial authority areas,Monthly
2016-03,A,Matamata-Piako District,732,Territorial authority areas,Monthly
2016-04,A,Matamata-Piako District,846,Territorial authority areas,Monthly
2016-05,A,Matamata-Piako District,1062,Territorial authority areas,Monthly
2016-06,A,Matamata-Piako District,1203,Territorial authority areas,Monthly
2016-07,A,Matamata-Piako District,1248,Territorial authority areas,Monthly
2016-08,A,Matamata-Piako District,924,Territorial authority areas,Monthly
2016-09,A,Matamata-Piako District,951,Territorial authority areas,Monthly
2016-10,A,Matamata-Piako District,1200,Territorial authority areas,Monthly
2016-11,A,Matamata-Piako District,939,Territorial authority areas,Monthly
2016-12,A,Matamata-Piako District,684,Territorial authority areas,Monthly
2017-01,A,Matamata-Piako District,912,Territorial authority areas,Monthly
2017-02,A,Matamata-Piako District,621,Territorial authority areas,Monthly
2017-03,A,Matamata-Piako District,756,Territorial authority areas,Monthly
2017-04,A,Matamata-Piako District,1020,Territorial authority areas,Monthly
2017-05,A,Matamata-Piako District,1134,Territorial authority areas,Monthly
2017-06,A,Matamata-Piako District,1347,Territorial authority areas,Monthly
2017-07,A,Matamata-Piako District,1500,Territorial authority areas,Monthly
2017-08,A,Matamata-Piako District,1089,Territorial authority areas,Monthly
2017-09,A,Matamata-Piako District,1092,Territorial authority areas,Monthly
2017-10,A,Matamata-Piako District,1335,Territorial authority areas,Monthly
2017-11,A,Matamata-Piako District,909,Territorial authority areas,Monthly
2017-12,A,Matamata-Piako District,738,Territorial authority areas,Monthly
2018-01,A,Matamata-Piako District,1086,Territorial authority areas,Monthly
2018-02,A,Matamata-Piako District,618,Territorial authority areas,Monthly
2018-03,A,Matamata-Piako District,855,Territorial authority areas,Monthly
