Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max†","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max†, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2020†","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2020†, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2019†","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2019†, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Current week","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Current week, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Previous 52 weeks Max†","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Previous 52 weeks Max†, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2020†","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2020†, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2019†","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2019†, flag","Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Max†","Giardiasis, Previous 52 weeks Max†, flag","Giardiasis, Cum 2020†","Giardiasis, Cum 2020†, flag","Giardiasis, Cum 2019†","Giardiasis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
NORTH DAKOTA,2020,7,,-,1,,,-,,-,,-,1,,,-,,-,,-,3,,2,,11,,NORTH DAKOTA,,20200726,POINT (-100.46931 47.446305)
NEVADA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,5,,8,,NEVADA,,20200753,POINT (-114.916992 39.283294)
ILLINOIS,2020,7,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20200715,POINT (-89.148632 40.124144)
IOWA,2020,7,,-,0,,,-,,-,,-,1,,,-,,-,,-,14,,12,,26,,IOWA,,20200721,POINT (-93.500061 42.074659)
TEXAS,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20200747,POINT (-99.317341 31.447238)
ALASKA,2020,7,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,,-,9,,ALASKA,,20200758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,1,,9,,DISTRICT OF COLUMBIA,,20200730,POINT (-77.016275 38.904785)
WASHINGTON,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,14,,47,,WASHINGTON,,20200762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,7,,-,0,,,-,,-,,-,2,,1,,,-,5,,34,,67,,114,,,NEW ENGLAND,20200702,
RHODE ISLAND,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,8,,6,,RHODE ISLAND,,20200707,POINT (-71.534637 41.572574)
OREGON,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,15,,17,,32,,OREGON,,20200761,POINT (-120.605279 43.940449)
DELAWARE,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,2,,4,,DELAWARE,,20200729,POINT (-75.452394 38.994926)
ALABAMA,2020,7,,-,1,,,-,,-,,-,1,,,-,,-,,-,8,,14,,20,,ALABAMA,,20200739,POINT (-86.844516 32.756889)
KANSAS,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,,-,17,,KANSAS,,20200722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20200734,POINT (-79.130883 35.52603)
GUAM,2020,7,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,GUAM,,20200766,POINT (144.653198 13.3532)
NEW JERSEY,2020,7,,-,1,,,-,,-,,-,2,,,-,2,,,-,18,,12,,58,,NEW JERSEY,,20200710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,7,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,6,,6,,9,,NEW MEXICO,,20200754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,7,,-,1,,,-,,-,,-,2,,,-,2,,5,,74,,118,,147,,,EAST NORTH CENTRAL,20200714,
TENNESSEE,2020,7,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20200742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,7,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,9,,,-,35,,CONNECTICUT,,20200703,POINT (-72.738288 41.575155)
MARYLAND,2020,7,,-,1,,,-,,-,,-,1,,,-,,-,4,,8,,17,,19,,MARYLAND,,20200733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,7,,-,0,,,-,,-,,-,2,,,-,,-,1,,9,,19,,21,,SOUTH CAROLINA,,20200735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20200746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200765,POINT (145.725693 15.1834)
OHIO,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,4,,59,,81,,49,,OHIO,,20200718,POINT (-82.70936 40.415534)
MINNESOTA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200723,POINT (-94.198308 46.349153)
LOUISIANA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,12,,2,,21,,LOUISIANA,,20200745,POINT (-91.840238 30.921314)
HAWAII,2020,7,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,3,,9,,HAWAII,,20200760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,7,,-,1,,1,,,-,,-,2,,,-,,-,21,,60,,116,,240,,,SOUTH ATLANTIC,20200728,
PENNSYLVANIA,2020,7,,-,0,,,-,,-,,-,4,,2,,1,,,-,23,,25,,53,,PENNSYLVANIA,,20200713,POINT (-77.838886 40.896694)
UTAH,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,13,,19,,UTAH,,20200755,POINT (-111.678222 39.323779)
COLORADO,2020,7,,N,,NC,,N,,N,,N,,NC,,N,,N,6,,22,,45,,54,,COLORADO,,20200750,POINT (-105.547832 38.998552)
VERMONT,2020,7,,-,0,,,-,,-,,-,2,,,-,,-,,N,,NC,,N,,N,VERMONT,,20200708,POINT (-72.662695 44.075252)
KENTUCKY,2020,7,,-,2,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,KENTUCKY,,20200740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,7,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,1,,,-,,-,PUERTO RICO,,20200767,POINT (-66.414655 18.215692)
MAINE,2020,7,,-,0,,,-,,-,,-,1,,1,,,-,3,,8,,10,,9,,MAINE,,20200704,POINT (-69.06137 45.117911)
VIRGINIA,2020,7,,-,1,,,-,,-,,-,1,,,-,,-,2,,16,,15,,13,,VIRGINIA,,20200736,POINT (-78.666382 37.510861)
ARIZONA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,19,,18,,ARIZONA,,20200749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,7,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA,20200764,
WISCONSIN,2020,7,,-,0,,,-,,-,,-,2,,,-,2,,1,,40,,29,,43,,WISCONSIN,,20200719,POINT (-89.732969 44.639954)
IDAHO,2020,7,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,8,,19,,IDAHO,,20200751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200768,POINT (-64.840836 18.060868)
MICHIGAN,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,17,,8,,55,,MICHIGAN,,20200717,POINT (-85.730977 44.874798)
GEORGIA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,19,,,-,35,,GEORGIA,,20200732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,16,,38,,133,,168,,,NEW YORK CITY,20200712,
ARKANSAS,2020,7,,-,2,,,-,,-,,-,1,,,-,,-,1,,9,,10,,6,,ARKANSAS,,20200744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20200741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,3,,5,,SOUTH DAKOTA,,20200727,POINT (-100.230491 44.43614)
WYOMING,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,1,,,-,WYOMING,,20200756,POINT (-107.55145 42.999627)
MISSOURI,2020,7,,-,3,,,-,,-,,-,4,,,-,,-,,-,10,,11,,22,,MISSOURI,,20200724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,7,,-,1,,,-,,-,,-,5,,3,,3,,36,,94,,272,,370,,,MIDDLE ATLANTIC,20200709,
CALIFORNIA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,4,,87,,170,,307,,CALIFORNIA,,20200759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,,-,7,,WEST VIRGINIA,,20200737,POINT (-80.613729 38.642579)
FLORIDA,2020,7,,-,1,,1,,,-,,-,1,,,-,,-,14,,39,,62,,132,,FLORIDA,,20200731,POINT (-82.420978 28.260731)
MONTANA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,1,,11,,5,,5,,MONTANA,,20200752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,7,,-,3,,,-,,-,,-,5,,,-,,-,1,,30,,34,,89,,,WEST NORTH CENTRAL,20200720,
MASSACHUSETTS,2020,7,,-,0,,,-,,-,,-,1,,,-,,-,2,,22,,45,,50,,MASSACHUSETTS,,20200705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,7,,53,,102,,132,,,MOUNTAIN,20200748,
INDIANA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20200716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,,NON-US RESIDENTS,20200769,
US TERRITORIES,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,,US TERRITORIES,20200763,
WEST NORTH CENTRAL,2020,8,,-,3,,,-,,-,,-,5,,,-,,-,2,,30,,45,,107,,,WEST NORTH CENTRAL,20200820,
MASSACHUSETTS,2020,8,,-,0,,,-,,-,,-,1,,,-,,-,1,,22,,50,,54,,MASSACHUSETTS,,20200805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,5,,53,,109,,147,,,MOUNTAIN,20200848,
INDIANA,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20200816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,,NON-US RESIDENTS,20200869,
US TERRITORIES,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,,US TERRITORIES,20200863,
NEW HAMPSHIRE,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,6,,16,,NEW HAMPSHIRE,,20201006,POINT (-71.57139 43.680429)
NEW YORK,2020,10,,-,0,,,-,,-,,-,4,,1,,,-,14,,57,,146,,121,,NEW YORK,,20201011,POINT (-75.59655 42.921241)
PACIFIC,2020,10,,-,0,,,-,,-,,-,1,,,-,,-,11,,102,,325,,575,,,PACIFIC,20201057,
WEST SOUTH CENTRAL,2020,10,,-,2,,,-,,-,,-,1,,,-,,-,6,,17,,20,,37,,,WEST SOUTH CENTRAL,20201043,
NEBRASKA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,8,,15,,NEBRASKA,,20201025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,10,,-,1,,,-,,-,,-,2,,,-,,-,,-,8,,14,,27,,,EAST SOUTH CENTRAL,20201038,
NORTH DAKOTA,2020,10,,-,1,,,-,,-,,-,1,,,-,,-,,-,3,,6,,15,,NORTH DAKOTA,,20201026,POINT (-100.46931 47.446305)
NEVADA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,9,,13,,NEVADA,,20201053,POINT (-114.916992 39.283294)
ILLINOIS,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20201015,POINT (-89.148632 40.124144)
IOWA,2020,10,,-,0,,,-,,-,,-,1,,,-,,-,,-,14,,23,,37,,IOWA,,20201021,POINT (-93.500061 42.074659)
TEXAS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20201047,POINT (-99.317341 31.447238)
ALASKA,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,,-,12,,ALASKA,,20201058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,1,,13,,DISTRICT OF COLUMBIA,,20201030,POINT (-77.016275 38.904785)
WASHINGTON,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,19,,68,,WASHINGTON,,20201062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,10,,-,0,,,-,,-,,-,2,,1,,,-,9,,34,,126,,151,,,NEW ENGLAND,20201002,
RHODE ISLAND,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,9,,6,,RHODE ISLAND,,20201007,POINT (-71.534637 41.572574)
OREGON,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,3,,15,,31,,48,,OREGON,,20201061,POINT (-120.605279 43.940449)
DELAWARE,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,3,,6,,DELAWARE,,20201029,POINT (-75.452394 38.994926)
ALABAMA,2020,10,,-,1,,,-,,-,,-,1,,,-,,-,,-,8,,14,,27,,ALABAMA,,20201039,POINT (-86.844516 32.756889)
KANSAS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,,-,27,,KANSAS,,20201022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201034,POINT (-79.130883 35.52603)
GUAM,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,GUAM,,20201066,POINT (144.653198 13.3532)
NEW JERSEY,2020,10,,-,1,,,-,,-,,-,2,,,-,2,,2,,19,,31,,82,,NEW JERSEY,,20201010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,5,,9,,13,,NEW MEXICO,,20201054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,10,,-,1,,,-,,-,,-,2,,,-,2,,3,,74,,146,,192,,,EAST NORTH CENTRAL,20201014,
TENNESSEE,2020,10,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,9,,27,,45,,CONNECTICUT,,20201003,POINT (-72.738288 41.575155)
MARYLAND,2020,10,,-,1,,,-,,-,,-,1,,,-,,-,2,,8,,25,,31,,MARYLAND,,20201033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,10,,-,0,,,-,,-,,-,2,,,-,,-,,-,9,,25,,24,,SOUTH CAROLINA,,20201035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201065,POINT (145.725693 15.1834)
OHIO,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,2,,59,,88,,66,,OHIO,,20201018,POINT (-82.70936 40.415534)
MINNESOTA,2020,10,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201023,POINT (-94.198308 46.349153)
LOUISIANA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,2,,12,,4,,26,,LOUISIANA,,20201045,POINT (-91.840238 30.921314)
HAWAII,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,3,,11,,HAWAII,,20201060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,10,,-,1,,1,,,-,,-,2,,,-,,-,7,,60,,195,,361,,,SOUTH ATLANTIC,20201028,
PENNSYLVANIA,2020,10,,-,0,,,-,,-,1,,2,,4,,,-,3,,23,,54,,66,,PENNSYLVANIA,,20201013,POINT (-77.838886 40.896694)
UTAH,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,21,,23,,UTAH,,20201055,POINT (-111.678222 39.323779)
COLORADO,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,14,,22,,71,,72,,COLORADO,,20201050,POINT (-105.547832 38.998552)
VERMONT,2020,10,,-,0,,,-,,-,,-,2,,,-,,-,,N,,NC,,N,,N,VERMONT,,20201008,POINT (-72.662695 44.075252)
KENTUCKY,2020,10,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,KENTUCKY,,20201040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,1,,,-,,-,PUERTO RICO,,20201067,POINT (-66.414655 18.215692)
MAINE,2020,10,,-,0,,,-,,-,,-,1,,1,,,-,3,,8,,20,,10,,MAINE,,20201004,POINT (-69.06137 45.117911)
VIRGINIA,2020,10,,-,1,,,-,,-,,-,1,,,-,,-,2,,16,,29,,24,,VIRGINIA,,20201036,POINT (-78.666382 37.510861)
ARIZONA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,22,,25,,ARIZONA,,20201049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA,20201064,
WISCONSIN,2020,10,,-,0,,,-,,-,,-,2,,,-,2,,1,,40,,45,,66,,WISCONSIN,,20201019,POINT (-89.732969 44.639954)
IDAHO,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,8,,28,,IDAHO,,20201051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201068,POINT (-64.840836 18.060868)
MICHIGAN,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,17,,13,,60,,MICHIGAN,,20201017,POINT (-85.730977 44.874798)
GEORGIA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,19,,,-,60,,GEORGIA,,20201032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,17,,38,,187,,240,,,NEW YORK CITY,20201012,
ARKANSAS,2020,10,,-,2,,,-,,-,,-,1,,,-,,-,4,,9,,16,,11,,ARKANSAS,,20201044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20201041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,4,,8,,SOUTH DAKOTA,,20201027,POINT (-100.230491 44.43614)
WYOMING,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,5,,1,,WYOMING,,20201056,POINT (-107.55145 42.999627)
MISSOURI,2020,10,,-,3,,,-,,-,,-,4,,,-,,-,1,,10,,23,,34,,MISSOURI,,20201024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,10,,-,1,,,-,,-,1,,5,,5,,2,,36,,94,,418,,509,,,MIDDLE ATLANTIC,20201009,
CALIFORNIA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,8,,87,,272,,436,,CALIFORNIA,,20201059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,,-,13,,WEST VIRGINIA,,20201037,POINT (-80.613729 38.642579)
FLORIDA,2020,10,,-,1,,1,,,-,,-,1,,,-,,-,3,,39,,112,,190,,FLORIDA,,20201031,POINT (-82.420978 28.260731)
MONTANA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,10,,9,,MONTANA,,20201052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,10,,-,3,,,-,,-,,-,5,,,-,,-,1,,30,,64,,136,,,WEST NORTH CENTRAL,20201020,
MASSACHUSETTS,2020,10,,-,0,,,-,,-,,-,1,,,-,,-,6,,22,,64,,74,,MASSACHUSETTS,,20201005,POINT (-71.481104 42.151077)
TOTAL,2020,9,,-,4,,1,,,-,,-,8,,4,,4,,101,,390,,1309,,1953,,,TOTAL,20200970,
US RESIDENTS,2020,9,,-,4,,1,,,-,,-,8,,4,,4,,101,,390,,1309,,1952,,,US RESIDENTS,20200901,
NEW HAMPSHIRE,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,6,,16,,NEW HAMPSHIRE,,20200906,POINT (-71.57139 43.680429)
NEW YORK,2020,9,,-,0,,,-,,-,,-,4,,1,,,-,15,,55,,131,,106,,NEW YORK,,20200911,POINT (-75.59655 42.921241)
PACIFIC,2020,9,,-,0,,,-,,-,,-,1,,,-,,-,16,,102,,292,,507,,,PACIFIC,20200957,
WEST SOUTH CENTRAL,2020,9,,-,2,,,-,,-,,-,1,,,-,,-,1,,17,,14,,34,,,WEST SOUTH CENTRAL,20200943,
NEBRASKA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,8,,12,,NEBRASKA,,20200925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,9,,-,1,,,-,,-,,-,2,,,-,,-,,-,8,,14,,26,,,EAST SOUTH CENTRAL,20200938,
NORTH DAKOTA,2020,9,,-,1,,,-,,-,,-,1,,,-,,-,,-,3,,6,,15,,NORTH DAKOTA,,20200926,POINT (-100.46931 47.446305)
NEVADA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,8,,11,,NEVADA,,20200953,POINT (-114.916992 39.283294)
ILLINOIS,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20200915,POINT (-89.148632 40.124144)
IOWA,2020,9,,-,0,,,-,,-,,-,1,,,-,,-,,-,14,,20,,35,,IOWA,,20200921,POINT (-93.500061 42.074659)
TEXAS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20200947,POINT (-99.317341 31.447238)
ALASKA,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,,-,12,,ALASKA,,20200958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,1,,12,,DISTRICT OF COLUMBIA,,20200930,POINT (-77.016275 38.904785)
WASHINGTON,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,17,,60,,WASHINGTON,,20200962,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,9,,-,0,,,-,,-,,-,2,,1,,,-,5,,34,,115,,139,,,NEW ENGLAND,20200902,
RHODE ISLAND,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,9,,6,,RHODE ISLAND,,20200907,POINT (-71.534637 41.572574)
OREGON,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,3,,15,,25,,44,,OREGON,,20200961,POINT (-120.605279 43.940449)
DELAWARE,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,3,,4,,DELAWARE,,20200929,POINT (-75.452394 38.994926)
ALABAMA,2020,9,,-,1,,,-,,-,,-,1,,,-,,-,,-,8,,14,,26,,ALABAMA,,20200939,POINT (-86.844516 32.756889)
KANSAS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,,-,26,,KANSAS,,20200922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20200934,POINT (-79.130883 35.52603)
GUAM,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,GUAM,,20200966,POINT (144.653198 13.3532)
NEW JERSEY,2020,9,,-,1,,,-,,-,,-,2,,,-,2,,,-,18,,23,,79,,NEW JERSEY,,20200910,POINT (-74.655514 40.110253)
NEW MEXICO,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,5,,7,,11,,NEW MEXICO,,20200954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,9,,-,1,,,-,,-,,-,2,,,-,2,,4,,74,,139,,176,,,EAST NORTH CENTRAL,20200914,
TENNESSEE,2020,9,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20200942,POINT (-86.343226 35.842998)
CONNECTICUT,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,9,,26,,41,,CONNECTICUT,,20200903,POINT (-72.738288 41.575155)
MARYLAND,2020,9,,-,1,,,-,,-,,-,1,,,-,,-,4,,8,,23,,25,,MARYLAND,,20200933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,9,,-,0,,,-,,-,,-,2,,,-,,-,,-,9,,25,,21,,SOUTH CAROLINA,,20200935,POINT (-80.864614 33.878572)
OKLAHOMA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20200946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200965,POINT (145.725693 15.1834)
OHIO,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,1,,59,,86,,62,,OHIO,,20200918,POINT (-82.70936 40.415534)
MINNESOTA,2020,9,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200923,POINT (-94.198308 46.349153)
LOUISIANA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,12,,2,,25,,LOUISIANA,,20200945,POINT (-91.840238 30.921314)
