Data as of,Start week,End Week,Group,State,Indicator,COVID Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID Deaths",Footnote
05/08/2020,03/28/2020,03/28/2020,By week,New Mexico,Week-ending,,333,0.94,21,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,New Mexico,Week-ending,,360,1,29,,0,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,New Mexico,Week-ending,20,346,0.92,33,,0,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,New Mexico,Week-ending,26,330,0.95,31,14,0,43,
05/08/2020,04/25/2020,04/25/2020,By week,New Mexico,Week-ending,22,228,0.64,20,,0,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,New Mexico,Week-ending,,65,0.18,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,New York,Week-ending,0,2017,0.98,145,0,16,161,
05/08/2020,02/29/2020,02/29/2020,By week,New York,Week-ending,0,2100,1.04,157,0,16,173,
05/08/2020,03/07/2020,03/07/2020,By week,New York,Week-ending,0,1994,0.96,161,0,23,184,
05/08/2020,03/14/2020,03/14/2020,By week,New York,Week-ending,0,1879,0.94,165,0,19,184,
05/08/2020,03/21/2020,03/21/2020,By week,New York,Week-ending,40,2013,0.99,202,21,13,234,
05/08/2020,03/28/2020,03/28/2020,By week,New York,Week-ending,251,2402,1.22,401,154,15,511,
05/08/2020,04/04/2020,04/04/2020,By week,New York,Week-ending,909,3507,1.81,852,515,13,1255,
05/08/2020,04/11/2020,04/11/2020,By week,New York,Week-ending,1723,4376,2.22,1227,893,11,2064,
05/08/2020,04/18/2020,04/18/2020,By week,New York,Week-ending,1647,4056,2.1,1095,816,,1929,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,New York,Week-ending,1003,2986,1.57,676,473,,1207,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,New York,Week-ending,265,1672,0.69,233,121,,377,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,New York City,Week-ending,0,1168,1.02,95,0,19,114,
05/08/2020,02/08/2020,02/08/2020,By week,New York City,Week-ending,0,1169,0.97,95,0,18,113,
05/08/2020,02/15/2020,02/15/2020,By week,New York City,Week-ending,0,1130,0.99,86,0,13,99,
05/08/2020,02/22/2020,02/22/2020,By week,New York City,Week-ending,0,1092,1.01,75,0,,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,New York City,Week-ending,0,1105,1.01,83,0,,89,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/07/2020,03/07/2020,By week,New York City,Week-ending,0,1111,1.01,92,0,,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/14/2020,03/14/2020,By week,New York City,Week-ending,,1124,1.03,103,,,112,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,New York City,Week-ending,112,1390,1.33,153,35,14,240,
05/08/2020,03/28/2020,03/28/2020,By week,New York City,Week-ending,875,2725,2.65,584,332,45,1134,
05/08/2020,04/04/2020,04/04/2020,By week,New York City,Week-ending,2828,5878,5.71,1649,1183,208,3303,
05/08/2020,04/11/2020,04/11/2020,By week,New York City,Week-ending,4175,7302,6.85,1929,1523,320,4591,
05/08/2020,04/18/2020,04/18/2020,By week,New York City,Week-ending,3172,5134,5.05,1265,1089,162,3351,
05/08/2020,04/25/2020,04/25/2020,By week,New York City,Week-ending,1797,3126,3.17,791,666,72,1926,
05/08/2020,05/02/2020,05/02/2020,By week,New York City,Week-ending,456,1259,1.05,217,167,,507,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,North Carolina,Week-ending,0,1969,1.01,118,0,15,133,
05/08/2020,02/08/2020,02/08/2020,By week,North Carolina,Week-ending,0,2038,1,119,0,20,139,
05/08/2020,02/15/2020,02/15/2020,By week,North Carolina,Week-ending,0,2018,1.01,138,0,25,163,
05/08/2020,02/22/2020,02/22/2020,By week,North Carolina,Week-ending,0,1864,0.94,116,0,29,145,
05/08/2020,02/29/2020,02/29/2020,By week,North Carolina,Week-ending,0,1792,0.93,103,0,30,133,
05/08/2020,03/07/2020,03/07/2020,By week,North Carolina,Week-ending,0,1554,0.8,89,0,17,106,
05/08/2020,03/14/2020,03/14/2020,By week,North Carolina,Week-ending,0,909,0.47,51,0,,60,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,North Carolina,Week-ending,0,569,0.3,31,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,North Carolina,Week-ending,0,224,0.12,19,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,North Carolina,Week-ending,0,38,0.02,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,North Carolina,Week-ending,0,0,0,0,0,0,0,
05/08/2020,04/18/2020,04/18/2020,By week,North Carolina,Week-ending,0,0,0,0,0,0,0,
05/08/2020,04/25/2020,04/25/2020,By week,North Carolina,Week-ending,0,0,0,0,0,0,0,
05/08/2020,05/02/2020,05/02/2020,By week,North Carolina,Week-ending,0,0,0,0,0,0,0,
05/08/2020,02/01/2020,02/01/2020,By week,North Dakota,Week-ending,0,130,0.97,10,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/14/2020,03/14/2020,By week,Oklahoma,Week-ending,0,758,0.93,71,0,16,87,
05/08/2020,02/08/2020,02/08/2020,By week,North Dakota,Week-ending,0,137,1.01,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,North Dakota,Week-ending,0,145,0.99,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/22/2020,02/22/2020,By week,North Dakota,Week-ending,0,174,1.17,11,0,0,11,
05/08/2020,02/29/2020,02/29/2020,By week,North Dakota,Week-ending,0,149,1.06,13,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/07/2020,03/07/2020,By week,North Dakota,Week-ending,0,163,1.19,17,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/14/2020,03/14/2020,By week,North Dakota,Week-ending,0,140,1.08,15,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,North Dakota,Week-ending,0,119,0.86,20,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,North Dakota,Week-ending,,88,0.63,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,North Dakota,Week-ending,,81,0.5,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,North Dakota,Week-ending,,94,0.68,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,North Dakota,Week-ending,,103,0.72,15,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,North Dakota,Week-ending,,89,0.68,11,,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,North Dakota,Week-ending,,46,0.3,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Ohio,Week-ending,0,2483,0.97,124,0,26,150,
05/08/2020,02/08/2020,02/08/2020,By week,Ohio,Week-ending,0,2524,0.98,128,0,18,146,
05/08/2020,02/15/2020,02/15/2020,By week,Ohio,Week-ending,0,2463,0.99,137,0,23,160,
05/08/2020,02/22/2020,02/22/2020,By week,Ohio,Week-ending,0,2499,0.99,118,0,19,137,
05/08/2020,02/29/2020,02/29/2020,By week,Ohio,Week-ending,0,2423,0.97,120,0,30,150,
05/08/2020,03/07/2020,03/07/2020,By week,Ohio,Week-ending,0,2396,0.95,132,0,19,151,
05/08/2020,03/14/2020,03/14/2020,By week,Ohio,Week-ending,,2328,0.94,128,,38,166,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,Ohio,Week-ending,,2128,0.85,135,,21,161,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Ohio,Week-ending,30,2197,0.9,159,10,21,200,
05/08/2020,04/04/2020,04/04/2020,By week,Ohio,Week-ending,102,2333,0.92,180,45,,245,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Ohio,Week-ending,136,2382,0.98,209,62,,288,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Ohio,Week-ending,137,2061,0.87,175,70,,246,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Ohio,Week-ending,68,1451,0.63,93,34,,131,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Ohio,Week-ending,22,762,0.25,32,,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Oklahoma,Week-ending,0,719,0.83,65,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/08/2020,02/08/2020,By week,Oklahoma,Week-ending,0,797,0.93,56,0,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,Oklahoma,Week-ending,0,776,0.88,75,0,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/22/2020,02/22/2020,By week,Oklahoma,Week-ending,0,740,0.89,67,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,Oklahoma,Week-ending,0,778,0.95,69,0,13,82,
05/08/2020,03/07/2020,03/07/2020,By week,Oklahoma,Week-ending,,780,0.93,64,0,18,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,Oklahoma,Week-ending,,786,0.97,70,,,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Oklahoma,Week-ending,16,794,1.06,72,,10,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,Oklahoma,Week-ending,35,705,0.94,82,17,,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Oklahoma,Week-ending,40,735,0.98,78,18,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Oklahoma,Week-ending,31,641,0.86,50,,,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Oklahoma,Week-ending,15,496,0.67,33,,,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Oklahoma,Week-ending,,228,0.25,13,0,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Oregon,Week-ending,0,724,0.99,34,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/08/2020,02/08/2020,By week,Oregon,Week-ending,0,725,0.97,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,Oregon,Week-ending,0,776,1.08,41,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/22/2020,02/22/2020,By week,Oregon,Week-ending,0,726,0.99,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,Oregon,Week-ending,0,730,0.99,33,0,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/07/2020,03/07/2020,By week,Oregon,Week-ending,0,777,1.03,35,0,10,45,
05/08/2020,03/14/2020,03/14/2020,By week,Oregon,Week-ending,,729,0.96,39,0,12,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,Oregon,Week-ending,,755,1.04,52,,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Oregon,Week-ending,14,740,1.02,43,,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,Oregon,Week-ending,20,725,1,48,,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Oregon,Week-ending,21,683,0.97,46,11,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Oregon,Week-ending,20,573,0.79,27,,0,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Oregon,Week-ending,13,433,0.62,22,,0,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Oregon,Week-ending,,210,0.25,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Pennsylvania,Week-ending,0,1952,0.68,106,0,12,118,
05/08/2020,02/08/2020,02/08/2020,By week,Pennsylvania,Week-ending,0,1959,0.68,91,0,13,104,
05/08/2020,02/15/2020,02/15/2020,By week,Pennsylvania,Week-ending,0,1928,0.67,117,0,14,131,
05/08/2020,02/22/2020,02/22/2020,By week,Pennsylvania,Week-ending,0,1911,0.68,100,0,16,116,
05/08/2020,02/29/2020,02/29/2020,By week,Pennsylvania,Week-ending,0,1956,0.7,97,0,14,111,
05/08/2020,03/07/2020,03/07/2020,By week,Pennsylvania,Week-ending,0,1931,0.69,106,0,27,133,
05/08/2020,03/14/2020,03/14/2020,By week,Pennsylvania,Week-ending,0,2048,0.74,120,0,24,144,
05/08/2020,03/21/2020,03/21/2020,By week,Pennsylvania,Week-ending,,2183,0.79,163,,21,187,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Pennsylvania,Week-ending,49,2550,0.94,187,26,20,230,
05/08/2020,04/04/2020,04/04/2020,By week,Pennsylvania,Week-ending,183,2815,1.05,260,77,10,376,
05/08/2020,04/11/2020,04/11/2020,By week,Pennsylvania,Week-ending,550,3195,1.19,427,226,,752,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Pennsylvania,Week-ending,720,3209,1.22,421,266,,877,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Pennsylvania,Week-ending,403,1696,0.66,213,150,,468,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Pennsylvania,Week-ending,,772,0.28,49,,0,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Rhode Island,Week-ending,0,218,1,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/08/2020,02/08/2020,By week,Rhode Island,Week-ending,0,242,1.03,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,Rhode Island,Week-ending,0,181,0.81,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/22/2020,02/22/2020,By week,Rhode Island,Week-ending,0,203,1.01,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,Rhode Island,Week-ending,0,235,1.11,13,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/07/2020,03/07/2020,By week,Rhode Island,Week-ending,0,246,1.13,19,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/14/2020,03/14/2020,By week,Rhode Island,Week-ending,0,189,0.93,10,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,Rhode Island,Week-ending,0,204,0.98,18,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Rhode Island,Week-ending,,168,0.87,10,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,Rhode Island,Week-ending,16,198,0.91,13,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Rhode Island,Week-ending,22,174,0.89,13,,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Rhode Island,Week-ending,25,144,0.7,17,,0,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,Rhode Island,Week-ending,13,66,0.33,,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Rhode Island,Week-ending,,17,0.07,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,South Carolina,Week-ending,0,1029,0.98,59,0,10,69,
05/08/2020,02/08/2020,02/08/2020,By week,South Carolina,Week-ending,0,1094,1.07,60,0,17,77,
05/08/2020,02/15/2020,02/15/2020,By week,South Carolina,Week-ending,0,998,0.98,69,0,16,85,
05/08/2020,02/22/2020,02/22/2020,By week,South Carolina,Week-ending,0,1032,1.05,48,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,South Carolina,Week-ending,0,1038,1.1,57,0,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/07/2020,03/07/2020,By week,South Carolina,Week-ending,0,1126,1.14,63,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/14/2020,03/14/2020,By week,South Carolina,Week-ending,0,1095,1.12,53,0,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,South Carolina,Week-ending,,1062,1.07,57,,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,South Carolina,Week-ending,18,1021,1.07,77,,,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,South Carolina,Week-ending,34,1030,1.06,81,17,,99,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,South Carolina,Week-ending,50,1099,1.15,76,18,,110,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,South Carolina,Week-ending,42,981,1.07,70,14,,99,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,South Carolina,Week-ending,22,718,0.78,52,,0,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,South Carolina,Week-ending,0,294,0.31,14,0,0,14,
05/08/2020,02/01/2020,02/01/2020,By week,South Dakota,Week-ending,0,162,0.94,10,0,0,10,
05/08/2020,02/08/2020,02/08/2020,By week,South Dakota,Week-ending,0,149,0.89,15,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/15/2020,02/15/2020,By week,South Dakota,Week-ending,0,177,1.07,11,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/22/2020,02/22/2020,By week,South Dakota,Week-ending,0,174,1.05,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/29/2020,02/29/2020,By week,South Dakota,Week-ending,0,161,0.94,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/07/2020,03/07/2020,By week,South Dakota,Week-ending,0,191,1.1,20,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/14/2020,03/14/2020,By week,South Dakota,Week-ending,,165,0.98,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/21/2020,03/21/2020,By week,South Dakota,Week-ending,0,160,1.02,12,0,0,12,
05/08/2020,03/28/2020,03/28/2020,By week,South Dakota,Week-ending,,144,0.92,15,0,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,South Dakota,Week-ending,,163,1.02,18,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,South Dakota,Week-ending,,142,0.88,12,0,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,South Dakota,Week-ending,,131,0.82,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/25/2020,04/25/2020,By week,South Dakota,Week-ending,,107,0.74,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,South Dakota,Week-ending,0,32,0.19,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Tennessee,Week-ending,0,1582,1.04,126,0,12,138,
05/08/2020,02/08/2020,02/08/2020,By week,Tennessee,Week-ending,0,1603,1.01,123,0,14,137,
05/08/2020,02/15/2020,02/15/2020,By week,Tennessee,Week-ending,0,1439,0.93,114,0,14,128,
05/08/2020,02/22/2020,02/22/2020,By week,Tennessee,Week-ending,0,1502,1,98,0,10,108,
05/08/2020,02/29/2020,02/29/2020,By week,Tennessee,Week-ending,0,1484,1.01,108,0,15,123,
05/08/2020,03/07/2020,03/07/2020,By week,Tennessee,Week-ending,0,1594,1.09,118,0,13,131,
05/08/2020,03/14/2020,03/14/2020,By week,Tennessee,Week-ending,0,1568,1.06,104,0,12,116,
05/08/2020,03/21/2020,03/21/2020,By week,Tennessee,Week-ending,,1498,1.03,110,,,119,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Tennessee,Week-ending,,1481,1.01,116,,,128,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/04/2020,04/04/2020,By week,Tennessee,Week-ending,51,1515,1.03,130,20,,170,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Tennessee,Week-ending,50,1444,1,136,30,,159,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/18/2020,04/18/2020,By week,Tennessee,Week-ending,30,1424,1.01,101,13,0,118,
05/08/2020,04/25/2020,04/25/2020,By week,Tennessee,Week-ending,10,1169,0.8,80,,0,87,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,05/02/2020,05/02/2020,By week,Tennessee,Week-ending,,694,0.4,34,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,02/01/2020,02/01/2020,By week,Texas,Week-ending,0,4151,0.97,275,0,30,305,
05/08/2020,02/08/2020,02/08/2020,By week,Texas,Week-ending,0,4300,1.01,280,0,37,317,
05/08/2020,02/15/2020,02/15/2020,By week,Texas,Week-ending,0,4315,1.02,298,0,44,342,
05/08/2020,02/22/2020,02/22/2020,By week,Texas,Week-ending,0,4175,1.01,277,0,35,312,
05/08/2020,02/29/2020,02/29/2020,By week,Texas,Week-ending,0,4105,1.01,296,0,39,335,
05/08/2020,03/07/2020,03/07/2020,By week,Texas,Week-ending,0,4123,0.98,272,0,38,310,
05/08/2020,03/14/2020,03/14/2020,By week,Texas,Week-ending,0,4090,1.01,298,0,34,332,
05/08/2020,03/21/2020,03/21/2020,By week,Texas,Week-ending,10,4165,1.04,321,,23,349,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,03/28/2020,03/28/2020,By week,Texas,Week-ending,41,4151,1.06,335,14,17,377,
05/08/2020,04/04/2020,04/04/2020,By week,Texas,Week-ending,109,4021,1.05,344,40,,419,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/08/2020,04/11/2020,04/11/2020,By week,Texas,Week-ending,168,3962,1.03,370,62,,480,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
