Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
20172515,11/21/2017,12/11/2017,2017,Industrial/commercial   Refuse Noise Collection,20855
20191440,04/02/2019,04/08/2019,2019,Noise Industrial/commercial   Leaf Blower Noise,20877
20161125,02/11/2016,04/05/2016,2016,Industrial/commercial   Electrical Amp Equip,20850
7750,08/27/1997,10/21/1997,1997,Industrial/commercial   Equipment Noise,20901
20181780,05/21/2018,09/28/2018,2018,Industrial/commercial  construction/repair/demolit,20910
8299,04/15/1999,03/14/2000,1999,Residential House/yard,20817
5913,05/17/1996,06/28/1996,1996,Residential   El  Amplification Equip,20878
431,05/09/2000,06/01/2001,2000,Industrial/commercial   Equipment Noise,20886
8549,03/19/1999,04/12/1999,1999,Industrial/commercial   Equipment Noise,20902
24138,11/26/2010,01/19/2011,2010,Residential Muti Tenant Dwelling,20901
23954,10/14/2010,11/29/2010,2010,Residential   Construction/repair/demolition,20817
6496,11/06/1996,11/15/1996,1996,Residential House/yard,20837
17792,06/15/2006,06/20/2006,2006,Industrial/commercial  construction/repair/demolit,20906
27268,11/13/2012,01/17/2013,2012,Waiver Request,20910
16568,07/19/2005,08/09/2005,2005,Residential   Motor Vehicle Noise,20871
20811,09/09/2008,10/07/2008,2008,Residential   El  Amplification Equip,20853
2295,07/27/2001,07/31/2001,2001,Industrial/commercial   Equipment Noise,20902
20171499,05/01/2017,10/19/2017,2017,Residential   Mechanical,20852
20192058,07/03/2019,07/22/2019,2019,Industrial/commercial   Electrical Amp Equip,20852
20172451,11/07/2017,07/18/2018,2017,Waiver Request,20814
13177,07/21/2003,08/29/2003,2003,Residential   El  Amplification Equip,20910
9339,12/21/1999,08/01/2000,1999,Industrial/commercial   Equipment Noise,20814
20131132,09/09/2013,09/20/2013,2013,Industrial/commercial  construction/repair/demolit,20906
6617,12/06/1996,02/07/1997,1996,Residential House/yard,20814
21842,06/09/2009,07/24/2009,2009,Industrial/commercial  construction/repair/demolit,20910
20181819,05/25/2018,10/30/2018,2018,Industrial/commercial   Equipment Noise,
2013408,04/22/2013,05/24/2013,2013,Residential Muti Tenant Dwelling,20906
20131227,10/07/2013,12/11/2015,2013,Industrial/commercial   Electrical Amp Equip,20895
17377,03/10/2006,07/10/2006,2006,Residential   El  Amplification Equip,20886
20192407,09/19/2019,09/25/2019,2019,Residential   El  Amplification Equip,20886
14352,03/29/2004,04/13/2004,2004,Industrial/commercial   Electrical Amp Equip,20876
16700,08/29/2005,11/14/2005,2005,Industrial/commercial   heat Pump/ac Noise,20814
27422,12/18/2012,12/19/2012,2012,Residential   Construction/repair/demolition,20878
4927,09/18/1995,09/29/1995,1995,Industrial/commercial   Equipment Noise,20832
20172493,11/16/2017,12/11/2017,2017,Industrial/commercial  construction/repair/demolit,20850
2013946,07/19/2013,09/30/2013,2013,Industrial/commercial   Electrical Amp Equip,20906
20181059,01/22/2018,03/20/2018,2018,Industrial/commercial  construction/repair/demolit,20876
20810,09/09/2008,12/07/2009,2008,Industrial/commercial   Electrical Amp Equip,20850
2013738,06/18/2013,01/22/2014,2013,Industrial/commercial   Electrical Amp Equip,20910
20171606,05/22/2017,06/08/2017,2017,Residential   El  Amplification Equip,20852
20172256,09/20/2017,10/24/2017,2017,Residential   El  Amplification Equip,20906
2014939,07/01/2014,07/21/2014,2014,Industrial/commercial   Equipment Noise,20814
19238,06/27/2007,08/10/2007,2007,Industrial/commercial  construction/repair/demolit,20910
2013352,04/01/2013,04/09/2013,2013,Industrial/commercial  construction/repair/demolit,20901
20192773,12/06/2019,02/06/2020,2019,Industrial/commercial   Equipment Noise,20816
20161394,04/22/2016,05/09/2016,2016,Residential Muti Tenant Dwelling,20879
9790,04/17/1998,05/27/1998,1998,Residential House/yard,20906
20171600,05/19/2017,06/26/2017,2017,Industrial/commercial   Refuse Noise Collection,20814
2014827,06/03/2014,06/26/2014,2014,Residential   El  Amplification Equip,20902
1302,12/08/2000,01/18/2001,2000,Industrial/commercial   Electrical Amp Equip,20874
8257,05/26/1999,07/16/1999,1999,Residential   El  Amplification Equip,20902
8994,09/07/1999,07/17/2000,1999,Industrial/commercial   Equipment Noise,20818
22158,08/06/2009,09/16/2009,2009,Residential   Construction/repair/demolition,20815
20191924,06/07/2019,08/13/2019,2019,Industrial/commercial  construction/repair/demolit,20850
18595,01/23/2007,03/22/2007,2007,Residential   El  Amplification Equip,20906
8980,09/01/1999,06/20/2000,1999,Industrial/commercial   Equipment Noise,20815
20151751,06/08/2015,08/13/2015,2015,Industrial/commercial   Equipment Noise,20910
20201517,04/06/2020,,2020,Residential   El  Amplification Equip,20871
15777,01/11/2005,11/25/2005,2005,Industrial/commercial  construction/repair/demolit,20814
24039,11/01/2010,12/16/2010,2010,Industrial/commercial   Equipment Noise,20815
6911,03/04/1997,03/11/1997,1997,Residential House/yard,20850
20182118,08/07/2018,10/17/2018,2018,Waiver Request,20903
20191890,06/03/2019,06/13/2019,2019,Industrial/commercial  construction/repair/demolit,20815
16362,06/02/2005,07/07/2005,2005,Residential   Mechanical,20853
18158,09/18/2006,09/28/2006,2006,Residential House/yard,20832
1399,03/27/2001,10/31/2001,2001,Industrial/commercial   Electrical Amp Equip,20910
20191289,03/12/2019,03/12/2019,2019,Noise Industrial/commercial   Leaf Blower Noise,20877
8968,08/24/1999,10/08/1999,1999,Residential   El  Amplification Equip,20886
20171443,04/17/2017,08/07/2017,2017,Industrial/commercial   Electrical Amp Equip,20906
18131,09/11/2006,11/24/2006,2006,Residential   El  Amplification Equip,20886
20151157,03/04/2015,04/30/2015,2015,Residential   Mechanical,20876
14556,04/28/2004,05/06/2004,2004,Residential House/yard,20841
25622,10/27/2011,11/29/2011,2011,Waiver Request,20850
25735,11/29/2011,03/01/2012,2011,Waiver Request,20850
15969,02/28/2005,03/02/2005,2005,Industrial/commercial   Refuse Noise Collection,20910
1838,07/13/2001,08/03/2001,2001,Industrial/commercial   Equipment Noise,20815
21444,03/16/2009,04/08/2009,2009,Industrial/commercial  construction/repair/demolit,20817
22914,02/01/2010,02/23/2010,2010,Residential   Construction/repair/demolition,20814
20162116,08/18/2016,09/06/2016,2016,Residential   Construction/repair/demolition,20817
17882,07/07/2006,08/17/2006,2006,Industrial/commercial  construction/repair/demolit,20905
20161581,06/03/2016,06/20/2016,2016,Industrial/commercial   Equipment Noise,20901
20182162,08/16/2018,11/14/2018,2018,Industrial/commercial  construction/repair/demolit,20814
20172009,07/14/2017,09/07/2017,2017,Waiver Request,20814
8264,04/06/1999,04/17/2000,1999,Residential   Motor Vehicle Noise,20814
20171373,04/05/2017,04/17/2017,2017,Industrial/commercial  construction/repair/demolit,20904
21855,06/15/2009,06/26/2009,2009,Industrial/commercial   Electrical Amp Equip,20850
20181710,05/02/2018,05/10/2018,2018,Residential   Motor Vehicle Noise,
377,04/18/2000,04/24/2000,2000,Industrial/commercial  construction/repair/demolit,20814
17762,06/09/2006,08/03/2006,2006,Industrial/commercial   Equipment Noise,20854
20191899,06/04/2019,06/21/2019,2019,Industrial/commercial  construction/repair/demolit,20815
27243,11/05/2012,12/11/2012,2012,Industrial/commercial   Equipment Noise,20850
6246,08/26/1996,09/30/1996,1996,Industrial/commercial   Equipment Noise,20850
13446,09/11/2003,12/10/2003,2003,Residential   Mechanical,20817
20151242,03/23/2015,12/07/2015,2015,Residential   Mechanical,20910
19458,09/04/2007,09/06/2007,2007,Industrial/commercial   Equipment Noise,20906
18348,11/06/2006,12/21/2006,2006,Industrial/commercial   Equipment Noise,20878
7108,04/15/1997,05/19/1997,1997,Industrial/commercial   Equipment Noise,20852
10078,06/22/1998,09/24/1998,1998,Industrial/commercial  construction/repair/demolit,20877
16374,06/08/2005,06/13/2005,2005,Industrial/commercial  construction/repair/demolit,20862
20161887,07/06/2016,07/27/2016,2016,Industrial/commercial   Refuse Noise Collection,20817
6421,10/07/1996,11/26/1996,1996,Residential   El  Amplification Equip,20850
524,05/26/2000,09/26/2000,2000,Industrial/commercial   Equipment Noise,20852
26343,05/02/2012,08/06/2012,2012,Industrial/commercial   Electrical Amp Equip,20850
20181698,04/30/2018,05/08/2018,2018,Residential Muti Tenant Dwelling,20815
2014873,06/16/2014,07/11/2014,2014,Residential   El  Amplification Equip,20817
20151919,07/13/2015,07/20/2015,2015,Residential   Construction/repair/demolition,20817
20172134,08/22/2017,11/02/2017,2017,Waiver Request,20814
25629,10/31/2011,06/08/2012,2011,Industrial/commercial   Equipment Noise,20815
23189,04/12/2010,05/10/2010,2010,Industrial/commercial  construction/repair/demolit,20816
20201407,03/23/2020,04/21/2020,2020,Residential   El  Amplification Equip,20879
2014554,04/21/2014,05/29/2014,2014,Residential   Construction/repair/demolition,20817
20181865,06/06/2018,06/25/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20871
15117,08/10/2004,09/16/2004,2004,Industrial/commercial   Electrical Amp Equip,20904
20181522,04/12/2018,07/30/2018,2018,Waiver Request,20854
20152463,11/23/2015,12/16/2015,2015,Noise Industrial/commercial   Leaf Blower Noise,20902
20172145,08/23/2017,09/28/2017,2017,Residential   Construction/repair/demolition,20816
20191860,05/28/2019,06/07/2019,2019,Industrial/commercial  construction/repair/demolit,20895
20201662,04/23/2020,,2020,Residential   Construction/repair/demolition,20705
13394,09/03/2003,08/03/2006,2003,Residential   Mechanical,20817
20172042,07/25/2017,07/26/2017,2017,Industrial/commercial   Electrical Amp Equip,20814
20201227,02/19/2020,04/13/2020,2020,Industrial/commercial   Equipment Noise,20816
20131185,09/20/2013,11/01/2013,2013,Industrial/commercial  construction/repair/demolit,20854
22723,12/03/2009,07/20/2010,2009,Residential   El  Amplification Equip,20904
20181209,02/27/2018,06/20/2018,2018,Industrial/commercial   Equipment Noise,20850
20171889,06/26/2017,03/06/2018,2017,Waiver Request,20814
2014359,03/20/2014,04/15/2014,2014,Industrial/commercial  construction/repair/demolit,20814
23508,06/29/2010,09/30/2010,2010,Waiver Request,20850
16307,05/17/2005,09/08/2005,2005,Residential   El  Amplification Equip,20902
20192672,11/12/2019,12/10/2019,2019,Residential House/yard,20833
9227,07/19/1999,11/02/1999,1999,Industrial/commercial   Equipment Noise,20815
20192235,08/09/2019,12/04/2019,2019,Waiver Request,20814
20131,03/27/2008,06/23/2008,2008,Industrial/commercial  construction/repair/demolit,20815
18669,02/23/2007,02/23/2007,2007,Residential   El  Amplification Equip,20879
9018,11/22/1999,05/02/2000,1999,Industrial/commercial   Equipment Noise,20814
20151822,06/22/2015,02/09/2016,2015,Industrial/commercial  construction/repair/demolit,20814
25412,09/06/2011,09/19/2011,2011,Residential   Mechanical,20853
20151022,01/12/2015,09/15/2015,2015,Residential   El  Amplification Equip,20903
19136,06/04/2007,06/28/2007,2007,Residential   El  Amplification Equip,20853
439,05/04/2000,10/23/2000,2000,Residential   Construction/repair/demolition,20852
24448,03/01/2011,02/02/2012,2011,Industrial/commercial   Electrical Amp Equip,20902
24290,01/18/2011,01/31/2011,2011,Industrial/commercial  construction/repair/demolit,20814
20172471,11/13/2017,01/11/2018,2017,Industrial/commercial   Refuse Noise Collection,20910
20161156,02/23/2016,03/23/2016,2016,Industrial/commercial   Electrical Amp Equip,20814
20171181,02/21/2017,06/06/2017,2017,Waiver Request,20850
21071,11/25/2008,03/02/2009,2008,Residential   Mechanical,20886
20859,09/23/2008,11/03/2008,2008,Residential   El  Amplification Equip,20842
9857,05/04/1998,11/18/1998,1998,Residential House/yard,20876
20182647,12/17/2018,02/14/2019,2018,Industrial/commercial   Equipment Noise,20815
8053,11/20/1997,01/20/1999,1997,Residential House/yard,20910
20191615,04/23/2019,06/07/2019,2019,Industrial/commercial   Equipment Noise,20906
2014648,05/08/2014,07/07/2014,2014,Residential   El  Amplification Equip,20855
25788,12/13/2011,12/29/2011,2011,Residential   Construction/repair/demolition,20817
26622,07/06/2012,10/15/2012,2012,Residential   El  Amplification Equip,20902
18310,10/26/2006,10/31/2006,2006,Industrial/commercial  construction/repair/demolit,20817
20161388,04/20/2016,05/31/2016,2016,Residential   Construction/repair/demolition,20854
13577,10/10/2003,10/27/2003,2003,Residential   Construction/repair/demolition,20814
13536,10/02/2003,09/22/2004,2003,Residential   Mechanical,20895
22274,08/25/2009,08/28/2009,2009,Residential   Construction/repair/demolition,20912
20161577,06/03/2016,06/29/2016,2016,Residential   Mechanical,20879
14073,01/22/2004,01/31/2005,2004,Industrial/commercial  construction/repair/demolit,20832
20152519,12/08/2015,12/16/2015,2015,Noise Industrial/commercial   Leaf Blower Noise,20815
20191161,02/14/2019,03/05/2019,2019,Residential Muti Tenant Dwelling,20904
2164,08/07/2001,08/17/2001,2001,Industrial/commercial   Equipment Noise,20902
10097,06/26/1998,07/10/1998,1998,Residential   El  Amplification Equip,20902
22604,11/02/2009,11/03/2009,2009,Industrial/commercial  construction/repair/demolit,20817
2013481,05/06/2013,06/06/2013,2013,Residential Muti Tenant Dwelling,20912
1338,12/20/2000,12/27/2000,2000,Industrial/commercial   Equipment Noise,20901
20182124,08/09/2018,10/30/2018,2018,Residential Muti Tenant Dwelling,
13227,07/31/2003,06/09/2004,2003,Industrial/commercial  construction/repair/demolit,20871
20172411,10/26/2017,01/29/2018,2017,Residential Muti Tenant Dwelling,20874
20171076,01/25/2017,10/30/2017,2017,Waiver Request,20910
9752,04/10/1998,05/22/1998,1998,Residential House/yard,20906
20181397,03/29/2018,06/15/2018,2018,Industrial/commercial   Equipment Noise,20814
21408,03/09/2009,08/11/2009,2009,Residential   Motor Vehicle Noise,20879
25242,07/15/2011,08/11/2011,2011,Residential   Construction/repair/demolition,20832
13157,07/17/2003,12/10/2003,2003,Residential   El  Amplification Equip,20902
20171071,01/23/2017,03/06/2017,2017,Industrial/commercial   Electrical Amp Equip,20850
20192275,08/19/2019,12/20/2019,2019,Waiver Request,20814
20151965,07/21/2015,08/10/2015,2015,Residential Muti Tenant Dwelling,20902
19337,07/26/2007,10/01/2007,2007,Industrial/commercial   Equipment Noise,20910
13802,11/10/2003,03/18/2004,2003,Residential   El  Amplification Equip,20879
26075,03/02/2012,03/27/2012,2012,Residential Muti Tenant Dwelling,20874
20181804,05/24/2018,06/12/2018,2018,Industrial/commercial   Equipment Noise,
27475,01/07/2013,02/26/2013,2013,Industrial/commercial   Electrical Amp Equip,20874
17154,01/09/2006,01/09/2006,2006,Residential   Mechanical,20832
20141374,10/21/2014,10/27/2014,2014,Industrial/commercial   Electrical Amp Equip,20910
8350,04/29/1999,05/20/1999,1999,Industrial/commercial   Electrical Amp Equip,20874
20182489,11/06/2018,12/20/2018,2018,Industrial/commercial   heat Pump/ac Noise,20902
20191173,02/19/2019,03/12/2019,2019,Residential Muti Tenant Dwelling,20895
7754,09/04/1997,09/26/1997,1997,Residential House/yard,20910
20182525,11/19/2018,12/20/2018,2018,Waiver Request,20852
6756,01/24/1997,02/07/1997,1997,Industrial/commercial   Equipment Noise,20878
1080,10/10/2000,07/31/2001,2000,Industrial/commercial   Equipment Noise,20905
8778,06/24/1999,05/02/2000,1999,Industrial/commercial  construction/repair/demolit,20814
4843,09/01/1995,09/25/1995,1995,Residential House/yard,20902
13572,10/09/2003,03/15/2005,2003,Industrial/commercial   Electrical Amp Equip,20852
4318,04/21/1995,06/08/1995,1995,Industrial/commercial   Equipment Noise,20910
20151570,04/30/2015,05/11/2015,2015,Residential   Construction/repair/demolition,20817
20162108,08/15/2016,11/22/2016,2016,Residential   Mechanical,20910
16991,12/01/2005,08/14/2006,2005,Residential   Mechanical,20852
10661,11/23/1998,12/02/1998,1998,Industrial/commercial   Equipment Noise,20852
20151074,01/28/2015,01/29/2015,2015,Industrial/commercial  construction/repair/demolit,20814
25460,09/19/2011,12/28/2011,2011,Waiver Request,20910
20141124,08/18/2014,09/09/2014,2014,Residential   El  Amplification Equip,20850
1992930441,09/28/1992,09/28/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,20906
20181603,04/23/2018,09/19/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20852
4883,09/11/1995,11/30/1995,1995,Residential   El  Amplification Equip,20877
25823,12/20/2011,02/14/2012,2011,Residential Muti Tenant Dwelling,20874
16482,07/01/2005,10/19/2005,2005,Residential   Mechanical,20906
5786,05/06/1996,09/23/1996,1996,Residential   El  Amplification Equip,20882
20141331,10/13/2014,11/19/2014,2014,Industrial/commercial  construction/repair/demolit,20852
5853,05/21/1996,07/02/1996,1996,Industrial/commercial   Equipment Noise,20854
15136,08/12/2004,11/26/2004,2004,Residential   Motor Vehicle Noise,20903
27254,11/08/2012,01/07/2013,2012,Industrial/commercial   Equipment Noise,20814
23586,07/16/2010,08/16/2010,2010,Residential   Construction/repair/demolition,20871
21925,06/29/2009,12/22/2009,2009,Industrial/commercial   Electrical Amp Equip,20814
20152477,12/01/2015,12/28/2015,2015,Industrial/commercial   Equipment Noise,20815
20192277,08/19/2019,08/26/2019,2019,Industrial/commercial   Electrical Amp Equip,20903
24429,02/24/2011,04/08/2011,2011,Industrial/commercial  construction/repair/demolit,20814
20162327,10/10/2016,11/22/2016,2016,Industrial/commercial   Equipment Noise,20814
2469,08/20/2001,11/20/2001,2001,Industrial/commercial   Equipment Noise,20895
23565,07/12/2010,10/14/2010,2010,Residential   Mechanical,20901
16760,09/19/2005,10/07/2005,2005,Residential House/yard,20882
10184,07/15/1998,08/24/1998,1998,Industrial/commercial   Equipment Noise,20814
19892,01/15/2008,02/11/2008,2008,Industrial/commercial   Equipment Noise,20815
18214,10/03/2006,01/22/2007,2006,Residential   Construction/repair/demolition,20895
79,03/15/2000,04/12/2000,2000,Residential House/yard,20903
22602,11/02/2009,11/22/2010,2009,Industrial/commercial  construction/repair/demolit,20910
20131461,12/03/2013,12/19/2013,2013,Residential   El  Amplification Equip,20902
27132,10/11/2012,10/19/2012,2012,Industrial/commercial   Electrical Amp Equip,20866
20201743,05/06/2020,,2020,Residential Muti Tenant Dwelling,20814
24609,04/04/2011,04/08/2011,2011,Residential Muti Tenant Dwelling,20901
8984,09/01/1999,06/20/2000,1999,Industrial/commercial   Equipment Noise,20814
25910,01/12/2012,02/01/2012,2012,Residential   Mechanical,20877
23006,03/09/2010,05/14/2010,2010,Waiver Request,20815
20191759,05/13/2019,05/28/2019,2019,Industrial/commercial  construction/repair/demolit,20850
20191127,02/06/2019,02/19/2019,2019,Industrial/commercial  construction/repair/demolit,
20152499,12/04/2015,12/09/2015,2015,Residential Muti Tenant Dwelling,20874
20532,06/26/2008,09/22/2008,2008,Residential   El  Amplification Equip,20901
23342,05/13/2010,07/12/2010,2010,Residential   El  Amplification Equip,20878
12946,06/09/2003,07/18/2003,2003,Industrial/commercial   Equipment Noise,20878
17334,02/28/2006,03/20/2006,2006,Residential   El  Amplification Equip,20878
20172524,11/22/2017,01/03/2018,2017,Residential   El  Amplification Equip,20874
20151849,06/29/2015,11/20/2015,2015,Waiver Request,20814
12272,01/31/2003,02/06/2003,2003,Industrial/commercial  construction/repair/demolit,20910
20246,04/21/2008,10/30/2008,2008,Residential   Mechanical,20815
17295,02/16/2006,05/15/2006,2006,Industrial/commercial   Electrical Amp Equip,20814
20191877,05/31/2019,06/21/2019,2019,Industrial/commercial   Equipment Noise,20815
20191159,02/14/2019,04/02/2019,2019,Residential   Mechanical,20904
20181189,02/22/2018,02/28/2018,2018,Residential   Mechanical,20910
1990910519,11/15/1990,11/28/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,20850
2303,08/08/2001,08/08/2001,2001,Industrial/commercial  construction/repair/demolit,20814
10129,07/06/1998,07/14/1998,1998,Industrial/commercial   Equipment Noise,20853
2014423,04/03/2014,10/09/2014,2014,Residential   Mechanical,20904
2014823,06/02/2014,09/10/2014,2014,Industrial/commercial   Electrical Amp Equip,20906
20141515,11/18/2014,12/15/2014,2014,Residential   Construction/repair/demolition,20814
16143,04/08/2005,06/07/2005,2005,Industrial/commercial   Equipment Noise,20814
26566,06/22/2012,07/12/2012,2012,Industrial/commercial   Equipment Noise,20852
2014291,02/27/2014,05/19/2014,2014,Industrial/commercial  construction/repair/demolit,20853
20191369,03/21/2019,05/21/2019,2019,Residential Muti Tenant Dwelling,20850
9507,02/11/1998,03/18/1998,1998,Residential   El  Amplification Equip,20912
16767,09/20/2005,10/07/2005,2005,Industrial/commercial  construction/repair/demolit,20910
2013119,01/23/2013,02/07/2013,2013,Residential   El  Amplification Equip,20886
2589,10/30/2001,11/06/2001,2001,Residential   Motor Vehicle Noise,20886
16196,04/21/2005,08/31/2005,2005,Industrial/commercial  construction/repair/demolit,20910
17929,07/19/2006,08/04/2006,2006,Industrial/commercial   Refuse Noise Collection,20874
205,03/03/2000,04/01/2000,2000,Industrial/commercial   Equipment Noise,20902
13733,11/04/2003,01/31/2005,2003,Industrial/commercial  construction/repair/demolit,20871
1104,10/12/2000,12/13/2000,2000,Industrial/commercial   Equipment Noise,20902
21682,05/01/2009,09/29/2009,2009,Waiver Request,20854
24177,12/06/2010,03/22/2011,2010,Industrial/commercial  construction/repair/demolit,20910
20181717,05/04/2018,06/12/2018,2018,Industrial/commercial   Equipment Noise,
394,04/28/2000,05/01/2000,2000,Industrial/commercial  construction/repair/demolit,20815
16288,05/11/2005,06/07/2005,2005,Residential   Construction/repair/demolition,20814
8373,03/16/1999,03/29/2000,1999,Industrial/commercial   Equipment Noise,20852
20151725,06/01/2015,07/13/2015,2015,Residential   Mechanical,20877
20288,05/01/2008,05/23/2008,2008,Residential   Construction/repair/demolition,20854
17896,07/12/2006,08/03/2006,2006,Residential   Mechanical,20855
14059,01/20/2004,01/29/2004,2004,Residential   Construction/repair/demolition,20850
1253,11/27/2000,01/29/2001,2000,Residential   Motor Vehicle Noise,20910
2013849,06/26/2013,07/02/2013,2013,Industrial/commercial  construction/repair/demolit,20910
20192562,10/17/2019,12/06/2019,2019,Residential   Mechanical,20815
6824,02/11/1997,03/07/1997,1997,Residential House/yard,20906
19634,10/17/2007,11/06/2007,2007,Industrial/commercial  construction/repair/demolit,20871
20152474,11/30/2015,01/14/2016,2015,Residential   Motor Vehicle Noise,20882
2158,08/06/2001,05/03/2002,2001,Industrial/commercial   Electrical Amp Equip,20903
20151551,04/29/2015,05/20/2015,2015,Industrial/commercial   Electrical Amp Equip,20879
2586,10/30/2001,11/26/2001,2001,Industrial/commercial  construction/repair/demolit,20850
20131204,10/01/2013,12/09/2013,2013,Waiver Request,20850
1366,07/24/2001,08/10/2001,2001,Residential   El  Amplification Equip,20904
20141018,07/21/2014,07/30/2014,2014,Industrial/commercial  construction/repair/demolit,20815
180,02/24/2000,03/15/2000,2000,Industrial/commercial   Equipment Noise,20878
20182620,12/11/2018,01/04/2019,2018,Industrial/commercial  construction/repair/demolit,20910
6758,01/24/1997,01/28/1997,1997,Residential House/yard,20910
23893,09/30/2010,11/10/2010,2010,Residential   El  Amplification Equip,20886
340,04/06/2000,04/26/2000,2000,Residential   Motor Vehicle Noise,20833
4491,05/11/1995,07/03/1995,1995,Residential House/yard,20877
25514,09/30/2011,11/08/2011,2011,Residential House/yard,20816
18884,04/16/2007,01/08/2013,2007,Residential   El  Amplification Equip,20876
15763,01/07/2005,01/27/2005,2005,Industrial/commercial   Equipment Noise,20816
20141048,07/25/2014,08/25/2014,2014,Industrial/commercial  construction/repair/demolit,20852
20172204,09/11/2017,11/02/2017,2017,Residential   El  Amplification Equip,20902
20141029,07/22/2014,09/30/2014,2014,Industrial/commercial   Equipment Noise,20817
20131489,12/11/2013,06/04/2014,2013,Residential   Mechanical,20852
20191054,01/16/2019,05/29/2019,2019,Waiver Request,20814
20152177,09/08/2015,09/15/2015,2015,Industrial/commercial   Equipment Noise,20816
10951,03/12/2004,10/18/2004,2004,Industrial/commercial  construction/repair/demolit,20814
20162229,09/14/2016,10/05/2016,2016,Noise Industrial/commercial   Leaf Blower Noise,20815
10402,09/01/1998,09/18/1998,1998,Residential   Mechanical,20902
8267,04/07/1999,03/27/2000,1999,Industrial/commercial  construction/repair/demolit,20814
22915,02/01/2010,03/22/2010,2010,Residential   El  Amplification Equip,20877
26090,03/09/2012,04/24/2012,2012,Residential   El  Amplification Equip,20902
20201197,02/12/2020,04/13/2020,2020,Industrial/commercial   Refuse Noise Collection,20814
20324,05/07/2008,05/30/2008,2008,Residential   Mechanical,20910
17972,07/26/2006,09/27/2006,2006,Industrial/commercial  construction/repair/demolit,20814
20201173,02/06/2020,02/24/2020,2020,Industrial/commercial  construction/repair/demolit,20910
13740,11/05/2003,11/14/2003,2003,Industrial/commercial   Electrical Amp Equip,20910
13483,09/22/2003,10/24/2003,2003,Residential   Mechanical,20816
26559,06/21/2012,08/01/2012,2012,Residential   Construction/repair/demolition,20816
246,03/08/2000,03/15/2000,2000,Industrial/commercial   Equipment Noise,21816
21806,06/01/2009,06/22/2009,2009,Industrial/commercial   Equipment Noise,20815
20131331,11/04/2013,01/06/2014,2013,Residential   El  Amplification Equip,20886
2013325,03/26/2013,10/04/2013,2013,Industrial/commercial  construction/repair/demolit,20814
414,05/03/2000,06/07/2000,2000,Industrial/commercial  construction/repair/demolit,20876
20307,05/06/2008,05/15/2008,2008,Residential   El  Amplification Equip,20906
18258,10/13/2006,10/24/2006,2006,Industrial/commercial   Equipment Noise,20815
8390,01/05/1999,08/26/1999,1999,Industrial/commercial   Equipment Noise,20855
20151082,02/03/2015,01/26/2017,2015,Industrial/commercial   Equipment Noise,20882
20152114,08/27/2015,10/12/2015,2015,Residential Muti Tenant Dwelling,20852
26374,05/09/2012,05/21/2012,2012,Industrial/commercial  construction/repair/demolit,20878
21705,05/11/2009,08/11/2009,2009,Industrial/commercial   Electrical Amp Equip,20815
20161184,03/02/2016,06/20/2016,2016,Waiver Request,20910
5434,03/03/1996,07/15/1996,1996,Residential   El  Amplification Equip,20814
7077,04/07/1997,05/29/1997,1997,Industrial/commercial  construction/repair/demolit,20814
20192808,12/17/2019,05/07/2020,2019,Waiver Request,20814
7456,06/20/1997,07/30/1997,1997,Industrial/commercial  construction/repair/demolit,20882
8314,04/14/1999,05/20/1999,1999,Industrial/commercial   Equipment Noise,20850
12735,04/29/2003,05/09/2003,2003,Industrial/commercial   Electrical Amp Equip,20874
8945,08/19/1999,09/07/1999,1999,Residential   El  Amplification Equip,20876
941,09/08/2000,09/15/2000,2000,Industrial/commercial   Equipment Noise,20854
20192607,10/30/2019,12/18/2019,2019,Industrial/commercial   Refuse Noise Collection,20877
17684,05/19/2006,06/06/2006,2006,Industrial/commercial  construction/repair/demolit,20774
2014307,03/04/2014,03/07/2014,2014,Residential Muti Tenant Dwelling,20904
18608,01/29/2007,02/15/2007,2007,Residential   Construction/repair/demolition,20817
18736,03/12/2007,05/29/2007,2007,Industrial/commercial   heat Pump/ac Noise,20902
2014365,03/21/2014,04/15/2014,2014,Industrial/commercial  construction/repair/demolit,20814
1680,08/02/2001,08/16/2001,2001,Industrial/commercial  construction/repair/demolit,20814
20131300,10/23/2013,11/07/2013,2013,Industrial/commercial  construction/repair/demolit,20852
2013490,05/06/2013,07/15/2013,2013,Waiver Request,20852
9387,01/12/1998,03/27/1998,1998,Industrial/commercial   Equipment Noise,20852
20171440,04/17/2017,12/24/2018,2017,Industrial/commercial   Equipment Noise,20814
2013308,03/18/2013,03/25/2013,2013,Residential   Construction/repair/demolition,20814
20182559,11/28/2018,12/03/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,
19968,02/07/2008,04/01/2008,2008,Residential   Motor Vehicle Noise,20902
7935,10/06/1997,10/22/1997,1997,Residential   Mechanical,20852
5673,04/16/1996,05/31/1996,1996,Industrial/commercial  construction/repair/demolit,20895
20182457,10/26/2018,11/13/2018,2018,Industrial/commercial  construction/repair/demolit,20852
1990910393,10/12/1990,11/05/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,20853
