Reporting Area,MMWR Year,MMWR Week,"Vancomycin-intermediate Staphylococcus aureus, Current week","Vancomycin-intermediate Staphylococcus aureus, Current week, flag","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2020†","Vancomycin-intermediate Staphylococcus aureus, Cum 2020†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†, flag","Vancomycin-resistant Staphylococcus aureus, Current week","Vancomycin-resistant Staphylococcus aureus, Current week, flag","Vancomycin-resistant Staphylococcus aureus, Previous 52 weeks Max†","Vancomycin-resistant Staphylococcus aureus, Previous 52 weeks Max†, flag","Vancomycin-resistant Staphylococcus aureus, Cum 2020†","Vancomycin-resistant Staphylococcus aureus, Cum 2020†, flag","Vancomycin-resistant Staphylococcus aureus, Cum 2019†","Vancomycin-resistant Staphylococcus aureus, Cum 2019†, flag","Varicella morbidity, Current week","Varicella morbidity, Current week, flag","Varicella morbidity, Previous 52 weeks Max†","Varicella morbidity, Previous 52 weeks Max†, flag","Varicella morbidity, Cum 2020†","Varicella morbidity, Cum 2020†, flag","Varicella morbidity, Cum 2019†","Varicella morbidity, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
WISCONSIN,2020,11,,-,1,,,-,1,,,-,1,,,-,,-,,-,13,,29,,62,,WISCONSIN,,20201119,POINT (-89.732969 44.639954)
IDAHO,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20201151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201168,POINT (-64.840836 18.060868)
MICHIGAN,2020,11,,-,1,,,-,1,,,-,0,,,-,,-,6,,14,,39,,114,,MICHIGAN,,20201117,POINT (-85.730977 44.874798)
GEORGIA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,13,,16,,59,,GEORGIA,,20201132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,11,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201112,
ARKANSAS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,6,,22,,ARKANSAS,,20201144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,1,,4,,6,,21,,MISSISSIPPI,,20201141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,11,,N,,NC,,N,,N,,-,0,,,-,,-,,-,2,,4,,11,,SOUTH DAKOTA,,20201127,POINT (-100.230491 44.43614)
WYOMING,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,1,,3,,WYOMING,,20201156,POINT (-107.55145 42.999627)
MISSOURI,2020,11,,-,4,,,-,1,,,-,0,,,-,,-,,-,9,,9,,51,,MISSOURI,,20201124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,11,,-,2,,2,,,-,,-,0,,,-,,-,2,,35,,74,,188,,,MIDDLE ATLANTIC,20201109,
CALIFORNIA,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,3,,4,,9,,CALIFORNIA,,20201159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20201137,POINT (-80.613729 38.642579)
FLORIDA,2020,11,,-,1,,1,,,-,,-,0,,,-,,-,9,,31,,179,,211,,FLORIDA,,20201131,POINT (-82.420978 28.260731)
MONTANA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,2,,12,,MONTANA,,20201152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,11,,-,4,,,-,1,,,-,0,,,-,,-,,-,22,,45,,169,,,WEST NORTH CENTRAL,20201120,
MASSACHUSETTS,2020,11,,-,1,,,-,,-,,-,1,,,-,,-,,-,16,,31,,63,,MASSACHUSETTS,,20201105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,11,,-,1,,1,,2,,,-,0,,,-,,-,2,,29,,97,,196,,,MOUNTAIN,20201148,
INDIANA,2020,11,,N,,NC,,N,,N,,-,0,,,-,,-,,-,10,,4,,36,,INDIANA,,20201116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201169,
US TERRITORIES,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201163,
TOTAL,2020,12,,-,5,,6,,10,,,-,1,,,-,,-,18,,228,,800,,1994,,,TOTAL,20201270,
US RESIDENTS,2020,12,,-,5,,6,,10,,,-,1,,,-,,-,18,,228,,800,,1994,,,US RESIDENTS,20201201,
NEW HAMPSHIRE,2020,12,,N,,NC,,N,,N,,-,0,,,-,,-,,-,3,,,-,13,,NEW HAMPSHIRE,,20201206,POINT (-71.57139 43.680429)
NEW YORK,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NEW YORK,,20201211,POINT (-75.59655 42.921241)
PACIFIC,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,1,,5,,15,,29,,,PACIFIC,20201257,
WEST SOUTH CENTRAL,2020,12,,-,1,,,-,1,,,-,0,,,-,,-,1,,58,,47,,270,,,WEST SOUTH CENTRAL,20201243,
NEBRASKA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,,-,9,,NEBRASKA,,20201225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,12,,-,1,,,-,,-,,-,1,,,-,,-,,-,12,,13,,53,,,EAST SOUTH CENTRAL,20201238,
NORTH DAKOTA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,15,,9,,NORTH DAKOTA,,20201226,POINT (-100.46931 47.446305)
NEVADA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NEVADA,,20201253,POINT (-114.916992 39.283294)
ILLINOIS,2020,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,18,,37,,103,,ILLINOIS,,20201215,POINT (-89.148632 40.124144)
IOWA,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20201221,POINT (-93.500061 42.074659)
TEXAS,2020,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,57,,39,,228,,TEXAS,,20201247,POINT (-99.317341 31.447238)
ALASKA,2020,12,,N,,NC,,N,,N,,-,0,,,-,,-,,-,1,,,-,6,,ALASKA,,20201258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,3,,,-,7,,DISTRICT OF COLUMBIA,,20201230,POINT (-77.016275 38.904785)
WASHINGTON,2020,12,,N,,NC,,N,,N,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20201262,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,12,,-,1,,,-,,-,,-,1,,,-,,-,1,,25,,46,,154,,,NEW ENGLAND,20201202,
RHODE ISLAND,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,2,,5,,RHODE ISLAND,,20201207,POINT (-71.534637 41.572574)
OREGON,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20201261,POINT (-120.605279 43.940449)
DELAWARE,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,3,,4,,DELAWARE,,20201229,POINT (-75.452394 38.994926)
ALABAMA,2020,12,,-,1,,,-,,-,,-,1,,,-,,-,,-,5,,1,,25,,ALABAMA,,20201239,POINT (-86.844516 32.756889)
KANSAS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,12,,-,1,,,-,1,,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201234,POINT (-79.130883 35.52603)
GUAM,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201266,POINT (144.653198 13.3532)
NEW JERSEY,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,17,,10,,112,,NEW JERSEY,,20201210,POINT (-74.655514 40.110253)
NEW MEXICO,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,6,,,-,14,,NEW MEXICO,,20201254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,12,,-,2,,2,,5,,,-,0,,,-,,-,8,,48,,221,,428,,,EAST NORTH CENTRAL,20201214,
TENNESSEE,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201242,POINT (-86.343226 35.842998)
CONNECTICUT,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,1,,30,,CONNECTICUT,,20201203,POINT (-72.738288 41.575155)
MARYLAND,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MARYLAND,,20201233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,8,,5,,40,,SOUTH CAROLINA,,20201235,POINT (-80.864614 33.878572)
OKLAHOMA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201265,POINT (145.725693 15.1834)
OHIO,2020,12,,-,2,,2,,1,,,-,0,,,-,,-,8,,24,,105,,89,,OHIO,,20201218,POINT (-82.70936 40.415534)
MINNESOTA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,17,,25,,101,,MINNESOTA,,20201223,POINT (-94.198308 46.349153)
LOUISIANA,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,1,,5,,2,,16,,LOUISIANA,,20201245,POINT (-91.840238 30.921314)
HAWAII,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,1,,4,,11,,12,,HAWAII,,20201260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,12,,-,1,,1,,1,,,-,0,,,-,,-,4,,61,,224,,446,,,SOUTH ATLANTIC,20201228,
PENNSYLVANIA,2020,12,,-,1,,1,,,-,,-,0,,,-,,-,,-,20,,69,,99,,PENNSYLVANIA,,20201213,POINT (-77.838886 40.896694)
UTAH,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,31,,43,,UTAH,,20201255,POINT (-111.678222 39.323779)
COLORADO,2020,12,,N,,NC,,N,,N,,-,0,,,-,,-,,-,13,,16,,64,,COLORADO,,20201250,POINT (-105.547832 38.998552)
VERMONT,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,1,,10,,VERMONT,,20201208,POINT (-72.662695 44.075252)
KENTUCKY,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,6,,7,,KENTUCKY,,20201240,POINT (-85.290484 37.526683)
PUERTO RICO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201267,POINT (-66.414655 18.215692)
MAINE,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,1,,6,,11,,25,,MAINE,,20201204,POINT (-69.06137 45.117911)
VIRGINIA,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,1,,18,,18,,100,,VIRGINIA,,20201236,POINT (-78.666382 37.510861)
ARIZONA,2020,12,,-,1,,1,,2,,,-,0,,,-,,-,1,,20,,49,,81,,ARIZONA,,20201249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201264,
WISCONSIN,2020,12,,-,1,,,-,2,,,-,0,,,-,,-,,-,14,,30,,69,,WISCONSIN,,20201219,POINT (-89.732969 44.639954)
IDAHO,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20201251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201268,POINT (-64.840836 18.060868)
MICHIGAN,2020,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,14,,45,,120,,MICHIGAN,,20201217,POINT (-85.730977 44.874798)
GEORGIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,13,,16,,62,,GEORGIA,,20201232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,12,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201212,
ARKANSAS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,6,,26,,ARKANSAS,,20201244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,4,,6,,21,,MISSISSIPPI,,20201241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,12,,N,,NC,,N,,N,,-,0,,,-,,-,,-,2,,4,,12,,SOUTH DAKOTA,,20201227,POINT (-100.230491 44.43614)
WYOMING,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,1,,3,,WYOMING,,20201256,POINT (-107.55145 42.999627)
MISSOURI,2020,12,,-,4,,,-,1,,,-,0,,,-,,-,2,,9,,12,,55,,MISSOURI,,20201224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,12,,-,2,,2,,,-,,-,0,,,-,,-,,-,35,,79,,211,,,MIDDLE ATLANTIC,20201209,
CALIFORNIA,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,3,,4,,11,,CALIFORNIA,,20201259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20201237,POINT (-80.613729 38.642579)
FLORIDA,2020,12,,-,1,,1,,,-,,-,0,,,-,,-,3,,31,,182,,233,,FLORIDA,,20201231,POINT (-82.420978 28.260731)
MONTANA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,2,,12,,MONTANA,,20201252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,12,,-,4,,,-,1,,,-,0,,,-,,-,2,,22,,56,,186,,,WEST NORTH CENTRAL,20201220,
MASSACHUSETTS,2020,12,,-,1,,,-,,-,,-,1,,,-,,-,,-,16,,31,,71,,MASSACHUSETTS,,20201205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,12,,-,1,,1,,2,,,-,0,,,-,,-,1,,29,,99,,217,,,MOUNTAIN,20201248,
INDIANA,2020,12,,N,,NC,,N,,N,,-,0,,,-,,-,,-,10,,4,,47,,INDIANA,,20201216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201269,
US TERRITORIES,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201263,
TOTAL,2020,13,,-,5,,6,,13,,,-,1,,,-,,-,16,,228,,850,,2161,,,TOTAL,20201370,
US RESIDENTS,2020,13,,-,5,,6,,13,,,-,1,,,-,,-,16,,228,,850,,2161,,,US RESIDENTS,20201301,
NEW HAMPSHIRE,2020,13,,N,,NC,,N,,N,,-,0,,,-,,-,,-,3,,,-,14,,NEW HAMPSHIRE,,20201306,POINT (-71.57139 43.680429)
NEW YORK,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NEW YORK,,20201311,POINT (-75.59655 42.921241)
PACIFIC,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,5,,15,,30,,,PACIFIC,20201357,
WEST SOUTH CENTRAL,2020,13,,-,1,,,-,2,,,-,0,,,-,,-,,-,58,,48,,297,,,WEST SOUTH CENTRAL,20201343,
NEBRASKA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,,-,10,,NEBRASKA,,20201325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,13,,-,1,,,-,,-,,-,1,,,-,,-,,-,12,,14,,58,,,EAST SOUTH CENTRAL,20201338,
NORTH DAKOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,15,,10,,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305)
NEVADA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NEVADA,,20201353,POINT (-114.916992 39.283294)
ILLINOIS,2020,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,18,,39,,109,,ILLINOIS,,20201315,POINT (-89.148632 40.124144)
IOWA,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20201321,POINT (-93.500061 42.074659)
TEXAS,2020,13,,-,1,,,-,2,,,-,0,,,-,,-,,-,57,,39,,252,,TEXAS,,20201347,POINT (-99.317341 31.447238)
ALASKA,2020,13,,N,,NC,,N,,N,,-,0,,,-,,-,,-,1,,,-,7,,ALASKA,,20201358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,3,,,-,7,,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785)
WASHINGTON,2020,13,,N,,NC,,N,,N,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20201362,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,13,,-,1,,,-,,-,,-,1,,,-,,-,,-,25,,60,,169,,,NEW ENGLAND,20201302,
RHODE ISLAND,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,2,,8,,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574)
OREGON,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20201361,POINT (-120.605279 43.940449)
DELAWARE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,3,,5,,DELAWARE,,20201329,POINT (-75.452394 38.994926)
ALABAMA,2020,13,,-,1,,,-,,-,,-,1,,,-,,-,,-,5,,2,,28,,ALABAMA,,20201339,POINT (-86.844516 32.756889)
KANSAS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,13,,-,1,,,-,1,,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603)
GUAM,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201366,POINT (144.653198 13.3532)
NEW JERSEY,2020,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,17,,10,,127,,NEW JERSEY,,20201310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,6,,1,,19,,NEW MEXICO,,20201354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,13,,-,2,,2,,6,,,-,0,,,-,,-,4,,48,,232,,453,,,EAST NORTH CENTRAL,20201314,
TENNESSEE,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,1,,33,,CONNECTICUT,,20201303,POINT (-72.738288 41.575155)
MARYLAND,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MARYLAND,,20201333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,8,,5,,42,,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834)
OHIO,2020,13,,-,2,,2,,1,,,-,0,,,-,,-,2,,24,,107,,94,,OHIO,,20201318,POINT (-82.70936 40.415534)
MINNESOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,17,,25,,105,,MINNESOTA,,20201323,POINT (-94.198308 46.349153)
LOUISIANA,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,5,,2,,19,,LOUISIANA,,20201345,POINT (-91.840238 30.921314)
HAWAII,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,4,,11,,12,,HAWAII,,20201360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,13,,-,1,,1,,1,,,-,0,,,-,,-,10,,61,,239,,479,,,SOUTH ATLANTIC,20201328,
PENNSYLVANIA,2020,13,,-,1,,1,,,-,,-,0,,,-,,-,,-,20,,71,,105,,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694)
UTAH,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,33,,45,,UTAH,,20201355,POINT (-111.678222 39.323779)
COLORADO,2020,13,,N,,NC,,N,,N,,-,0,,,-,,-,1,,13,,17,,65,,COLORADO,,20201350,POINT (-105.547832 38.998552)
VERMONT,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,1,,12,,VERMONT,,20201308,POINT (-72.662695 44.075252)
KENTUCKY,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,6,,9,,KENTUCKY,,20201340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201367,POINT (-66.414655 18.215692)
MAINE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,11,,28,,MAINE,,20201304,POINT (-69.06137 45.117911)
VIRGINIA,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,2,,18,,23,,113,,VIRGINIA,,20201336,POINT (-78.666382 37.510861)
ARIZONA,2020,13,,-,1,,1,,2,,,-,0,,,-,,-,1,,20,,50,,101,,ARIZONA,,20201349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201364,
WISCONSIN,2020,13,,-,1,,,-,2,,,-,0,,,-,,-,2,,14,,33,,71,,WISCONSIN,,20201319,POINT (-89.732969 44.639954)
IDAHO,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20201351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868)
MICHIGAN,2020,13,,-,1,,,-,2,,,-,0,,,-,,-,,-,14,,46,,126,,MICHIGAN,,20201317,POINT (-85.730977 44.874798)
GEORGIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,13,,18,,69,,GEORGIA,,20201332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,13,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201312,
ARKANSAS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,7,,26,,ARKANSAS,,20201344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,4,,6,,21,,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,13,,N,,NC,,N,,N,,-,0,,,-,,-,,-,2,,4,,13,,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614)
WYOMING,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,1,,3,,WYOMING,,20201356,POINT (-107.55145 42.999627)
MISSOURI,2020,13,,-,4,,,-,1,,,-,0,,,-,,-,,-,9,,13,,59,,MISSOURI,,20201324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,13,,-,2,,2,,1,,,-,0,,,-,,-,,-,35,,81,,232,,,MIDDLE ATLANTIC,20201309,
CALIFORNIA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,3,,4,,11,,CALIFORNIA,,20201359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579)
FLORIDA,2020,13,,-,1,,1,,,-,,-,0,,,-,,-,8,,31,,190,,243,,FLORIDA,,20201331,POINT (-82.420978 28.260731)
MONTANA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,2,,13,,MONTANA,,20201352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,13,,-,4,,,-,1,,,-,0,,,-,,-,,-,22,,57,,197,,,WEST NORTH CENTRAL,20201320,
MASSACHUSETTS,2020,13,,-,1,,,-,,-,,-,1,,,-,,-,,-,16,,45,,74,,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,13,,-,1,,1,,2,,,-,0,,,-,,-,2,,29,,104,,246,,,MOUNTAIN,20201348,
INDIANA,2020,13,,N,,NC,,N,,N,,-,0,,,-,,-,,-,8,,7,,53,,INDIANA,,20201316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201369,
US TERRITORIES,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201363,
TOTAL,2020,14,,-,5,,7,,16,,,-,1,,,-,,-,15,,228,,875,,2376,,,TOTAL,20201470,
US RESIDENTS,2020,14,,-,5,,7,,16,,,-,1,,,-,,-,15,,228,,875,,2376,,,US RESIDENTS,20201401,
NEW HAMPSHIRE,2020,14,,N,,NC,,N,,N,,-,0,,,-,,-,,-,3,,,-,16,,NEW HAMPSHIRE,,20201406,POINT (-71.57139 43.680429)
NEW YORK,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NEW YORK,,20201411,POINT (-75.59655 42.921241)
PACIFIC,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,1,,5,,18,,31,,,PACIFIC,20201457,
WEST SOUTH CENTRAL,2020,14,,-,1,,,-,2,,,-,0,,,-,,-,,-,58,,48,,327,,,WEST SOUTH CENTRAL,20201443,
NEBRASKA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,,-,12,,NEBRASKA,,20201425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,14,,-,1,,,-,1,,,-,1,,,-,,-,,-,12,,14,,64,,,EAST SOUTH CENTRAL,20201438,
NORTH DAKOTA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,15,,11,,NORTH DAKOTA,,20201426,POINT (-100.46931 47.446305)
NEVADA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NEVADA,,20201453,POINT (-114.916992 39.283294)
