Salmon Recovery Region,Federal Status,Stock Numbers,Waterbody Name,Species,Run Type,Migration Year,Occupied River Miles,Abundance,Density,Comments,Local Biologist Name,Last Update
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2009,,159390,,Single Partial Capture Trap,Matthew Klungle,07/06/2016 11:17:45 AM
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2010,,330924,,Single Partial Capture Trap,Matthew Klungle,07/06/2016 11:19:11 AM
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2011,,862328,,,Matthew Klungle,07/06/2016 11:19:30 AM
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2012,,54438,,,Matthew Klungle,07/06/2016 11:20:20 AM
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2013,,148545,,,Matthew Klungle,07/06/2016 11:20:42 AM
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2014,,17197,,,Matthew Klungle,07/06/2016 11:21:27 AM
Puget Sound,Not Warranted,2189,Nisqually,Chum,Winter,2015,,233783,,,Matthew Klungle,07/06/2016 10:56:47 AM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2011,1.60,32656,20410,,,02/26/2014 11:39:48 AM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2012,1.60,43055,26909,,,02/25/2014 11:14:48 AM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2013,1.60,42211,26382,,Joshua Weinheimer,02/25/2014 10:21:53 AM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2014,1.60,17677,11048,,,12/03/2014 11:29:03 AM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2015,1.60,44597,27873,,Joshua Weinheimer,07/06/2016 02:17:49 PM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2016,,41253,,,Joshua Weinheimer,09/27/2018 10:38:47 AM
Puget Sound,Not Warranted,2451,Duckabush River,Chum,Fall,2017,,44322,,,Joshua Weinheimer,10/04/2018 02:09:58 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2005,,498472,,Single Partial Capture Trap,Mara Zimmerman,06/26/2015 11:28:51 AM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2006,,194717,,Single Partial Capture Trap,Peter Topping,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2007,,381776,,Single Partial Capture Trap,Peter Topping,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2008,,96103,,Single Partial Capture Trap,Peter Topping,06/25/2015 03:52:51 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2009,,630355,,Single Partial Capture Trap,Peter Topping,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2010,,41324,,Single Partial Capture Trap,Peter Topping,06/25/2015 09:38:48 AM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2011,,202658,,,Peter Topping,06/26/2015 04:19:39 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2012,,38968,,,Peter Topping,10/29/2014 04:19:34 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2013,,338568,,,Peter Topping,10/29/2014 04:39:19 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2014,,92275,,,Peter Topping,07/01/2015 10:33:47 AM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2015,,155644,,,Peter Topping,12/15/2015 10:37:36 AM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2016,,23926,,,Peter Topping,03/07/2017 02:23:18 PM
Puget Sound,Not Warranted,2539,Dungeness River,Chum,Fall,2017,,214915,,,Peter Topping,09/27/2018 03:36:07 PM
Puget Sound,Not Warranted,3040,Skagit River,Coho,NA,2014,,1722084,,,Clayton Kinsel,06/15/2015 03:31:00 PM
Puget Sound,Not Warranted,3040,Skagit River,Coho,NA,2015,,665087,,,Clayton Kinsel,09/22/2016 02:23:19 PM
Puget Sound,Not Warranted,3040,Skagit River,Coho,NA,2016,,729392,,,Clayton Kinsel,02/16/2017 12:15:07 PM
Puget Sound,Not Warranted,3040,Skagit River,Coho,NA,2017,,1376182,,,Clayton Kinsel,10/30/2018 03:30:26 PM
Puget Sound,Not Warranted,3040,Skagit River,Coho,NA,2018,,1493126,,,Clayton Kinsel,10/30/2018 03:35:32 PM
Puget Sound,Not Warranted,3040,Skagit River,Coho,NA,2019,,1199873,,,Clayton Kinsel,12/06/2019 10:18:45 AM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2011,,62280,,,Peter Topping,06/25/2015 10:23:37 AM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2012,,48148,,,Peter Topping,07/01/2015 12:03:49 PM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2013,,50642,,,Peter Topping,06/25/2015 04:05:40 PM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2014,,106365,,,Peter Topping,07/01/2015 12:48:54 PM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2015,,42564,,,Peter Topping,12/15/2015 10:56:22 AM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2016,,62074,,,Peter Topping,03/07/2017 03:16:57 PM
Puget Sound,Not Warranted,3140,Green River,Coho,Fall,2017,,79491,,,Peter Topping,09/27/2018 03:06:01 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2009,,128497,,Single Partial Capture Trap,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2010,,179220,,Single Partial Capture Trap,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2011,,254456,,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2012,,80048,,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2013,,164400,,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2014,,203827,,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2015,,118580,,,Matthew Klungle,07/06/2016 10:53:38 AM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2016,,84524,,,Matthew Klungle,05/01/2018 03:59:11 PM
Puget Sound,Not Warranted,3180,Nisqually,Coho,NA,2017,,58930,,,,05/01/2018 03:58:23 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2006,,38579,,,Clayton Kinsel,09/17/2015 04:05:05 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2007,,29910,,,Clayton Kinsel,09/17/2015 02:43:54 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2008,,27416,,,Clayton Kinsel,09/17/2015 12:02:28 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2009,,45398,,,Clayton Kinsel,09/17/2015 09:53:12 AM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2010,,24396,,,Clayton Kinsel,09/15/2015 04:40:12 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2011,,57271,,,Clayton Kinsel,09/15/2015 02:36:32 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2012,,21243,,,Clayton Kinsel,09/08/2015 03:23:20 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2013,,27246,,,Clayton Kinsel,09/08/2015 12:13:00 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2014,,56639,,,Clayton Kinsel,07/14/2016 01:06:29 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2015,,8114,,,Clayton Kinsel,09/08/2015 12:23:33 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2016,,23912,,,Clayton Kinsel,02/16/2017 04:33:46 PM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2017,,23912,,,Clayton Kinsel,10/30/2018 11:59:55 AM
Puget Sound,Not Warranted,3207,Big Beef Creek,Coho,NA,2018,,21915,,,Clayton Kinsel,10/30/2018 12:13:58 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,1992,,307,,,Clayton Kinsel,06/17/2016 12:02:27 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,1993,,143,,,Clayton Kinsel,06/17/2016 11:59:42 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,1994,,152,,,Clayton Kinsel,06/17/2016 11:55:16 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,1995,,828,,,Clayton Kinsel,06/17/2016 11:51:47 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,1997,,100,,,Clayton Kinsel,06/17/2016 11:47:32 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,1999,,257,,,Clayton Kinsel,06/17/2016 11:43:10 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2000,,44,,,Clayton Kinsel,06/17/2016 11:35:13 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2001,,407,,,Clayton Kinsel,06/17/2016 11:12:55 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2002,,275,,,Clayton Kinsel,06/17/2016 11:09:06 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2003,,239,,,Clayton Kinsel,06/17/2016 11:02:21 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2004,,377,,,Clayton Kinsel,07/06/2016 11:34:11 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2005,,1969,,,Clayton Kinsel,06/17/2016 10:48:58 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2006,,1743,,,Clayton Kinsel,09/17/2015 04:19:56 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2007,,1075,,,Clayton Kinsel,09/17/2015 03:06:33 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2008,,96,,,Clayton Kinsel,09/17/2015 01:54:57 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2009,,1099,,,Clayton Kinsel,09/17/2015 10:18:04 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2010,,214,,,Clayton Kinsel,09/16/2015 04:10:05 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2011,,917,,,Clayton Kinsel,09/17/2015 04:29:39 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2012,,566,,,Clayton Kinsel,09/08/2015 03:50:44 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2013,,1507,,,Clayton Kinsel,09/08/2015 03:02:08 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2014,,1857,,,Clayton Kinsel,07/06/2016 11:34:19 AM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2015,,622,,,Clayton Kinsel,07/14/2016 01:04:43 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2016,,599,,,Clayton Kinsel,02/16/2017 04:46:26 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2017,,166,,,Clayton Kinsel,10/30/2018 02:05:33 PM
Puget Sound,Not Warranted,3207,Little Anderson Creek,Coho,NA,2018,,847,,,Clayton Kinsel,10/30/2018 02:48:05 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2006,,1829,,,Clayton Kinsel,09/18/2015 02:22:30 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2007,,787,,,Clayton Kinsel,09/17/2015 03:36:05 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2008,,828,,,Clayton Kinsel,09/17/2015 02:26:26 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2009,,626,,,Clayton Kinsel,09/17/2015 10:47:46 AM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2010,,496,,,Clayton Kinsel,09/16/2015 04:55:03 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2012,,1031,,,Clayton Kinsel,09/08/2015 04:27:08 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2013,,1368,,,Clayton Kinsel,09/08/2015 02:49:38 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2014,,1508,,,Clayton Kinsel,07/14/2016 01:19:20 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2015,,726,,,Clayton Kinsel,09/03/2015 02:23:42 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2016,,863,,,Clayton Kinsel,02/16/2017 04:41:40 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2017,,1317,,,Clayton Kinsel,10/30/2018 02:59:32 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,NA,2018,,1771,,,Clayton Kinsel,10/30/2018 03:03:40 PM
Puget Sound,Not Warranted,3207,Seabeck Creek,Coho,Winter,2011,,1154,,,Clayton Kinsel,09/15/2015 03:33:40 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2006,,8043,,,Clayton Kinsel,09/17/2015 04:40:29 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2007,,6749,,,Clayton Kinsel,09/17/2015 03:18:36 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2008,,2850,,,Clayton Kinsel,09/17/2015 02:14:22 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2009,,3474,,,Clayton Kinsel,09/17/2015 10:37:07 AM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2010,,1663,,,Clayton Kinsel,09/16/2015 04:38:06 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2011,,1550,,,Clayton Kinsel,09/15/2015 03:12:03 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2012,,2168,,,Clayton Kinsel,09/08/2015 03:36:01 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2013,,4327,,,Clayton Kinsel,09/08/2015 02:25:45 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2014,,6077,,,Clayton Kinsel,07/14/2016 01:16:59 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2015,,2937,,,Clayton Kinsel,09/03/2015 02:07:32 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2016,,4515,,,Clayton Kinsel,02/16/2017 04:38:36 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2017,,1862,,,Clayton Kinsel,10/30/2018 03:12:42 PM
Puget Sound,Not Warranted,3207,Stavis Creek,Coho,NA,2018,,4830,,,Clayton Kinsel,10/30/2018 03:19:48 PM
Puget Sound,Not Warranted,3240,Duckabush River,Coho,Fall,2012,,7082,,,,02/25/2014 11:47:53 AM
Puget Sound,Not Warranted,3240,Duckabush River,Coho,Fall,2013,,6732,,,,02/25/2014 10:50:18 AM
Puget Sound,Not Warranted,3240,Duckabush River,Coho,Fall,2014,,8838,,,,12/03/2014 11:28:43 AM
Puget Sound,Not Warranted,3240,Duckabush River,Coho,Fall,2015,,1844,,,Joshua Weinheimer,07/06/2016 02:16:17 PM
Puget Sound,Not Warranted,3240,Duckabush River,Coho,Fall,2016,,1121,,,Joshua Weinheimer,09/27/2018 10:58:28 AM
Puget Sound,Not Warranted,3240,Duckabush River,Coho,Fall,2017,,3755,,,Joshua Weinheimer,10/04/2018 02:03:17 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2006,,43887,,Census Weir and Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2007,,22133,,Census Weir and Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2008,,21292,,Census Weir and Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2009,,30780,,Census Weir and Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2010,,38209,,Census Weir and Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2011,,26280,,,Peter Topping,07/01/2015 11:28:04 AM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2012,,31794,,,Peter Topping,07/01/2015 11:28:50 AM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2013,,52336,,,Peter Topping,07/01/2015 11:29:30 AM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2014,,35839,,,Peter Topping,07/01/2015 11:40:17 AM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2015,,6040,,,Peter Topping,12/15/2015 10:34:07 AM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2016,,20493,,,Peter Topping,03/07/2017 02:29:40 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Fall,2017,,12991,,,Peter Topping,09/27/2018 03:28:31 PM
Puget Sound,Not Warranted,3280,Dungeness River,Coho,Winter,2005,,57096,,Census Weir and Single Partial Capture Trap,Peter Topping,06/25/2015 03:54:36 PM
Puget Sound,Not Warranted,4195,Skagit River,Pink,NA,2014,,59567881,,,Clayton Kinsel,06/15/2015 02:34:48 PM
Puget Sound,Not Warranted,4195,Skagit River,Pink,NA,2016,,32299759,,,Clayton Kinsel,02/16/2017 12:09:15 PM
Puget Sound,Not Warranted,4195,Skagit River,Pink,NA,2018,,6985668,,,Clayton Kinsel,10/30/2018 04:21:04 PM
Puget Sound,Not Warranted,4585,Nisqually,Pink,Fall,2010,,17699963,,Single Partial Capture Trap,Matthew Klungle,07/06/2016 11:18:16 AM
Puget Sound,Not Warranted,4585,Nisqually,Pink,Fall,2012,,8586354,,,Matthew Klungle,07/06/2016 11:19:50 AM
Puget Sound,Not Warranted,4585,Nisqually,Pink,Fall,2014,,27543984,,,Matthew Klungle,07/06/2016 11:21:04 AM
Puget Sound,Not Warranted,4585,Nisqually,Pink,Fall,2016,,2146344,,,Matthew Klungle,02/15/2017 04:16:24 PM
Puget Sound,Not Warranted,4650,Hamma Hamma River,Pink,Fall,2002,,236326,,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,4650,Hamma Hamma River,Pink,Fall,2004,,42111,,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,4650,Hamma Hamma River,Pink,Fall,2008,,4385,,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,4650,Hamma Hamma River,Pink,Fall,2010,,1472,,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,4715,Duckabush River,Pink,Fall,2008,,35789,,,,02/26/2014 02:09:08 PM
Puget Sound,Not Warranted,4715,Duckabush River,Pink,Fall,2010,,17751,,Estimate biased low due to late start to the trapping season.,,02/26/2014 12:51:11 PM
Puget Sound,Not Warranted,4715,Duckabush River,Pink,Fall,2012,,512638,,,,02/26/2014 11:58:10 AM
Puget Sound,Not Warranted,4715,Duckabush River,Pink,Fall,2014,,2401896,,,,12/03/2014 11:29:18 AM
Puget Sound,Not Warranted,4715,Duckabush River,Pink,Fall,2016,,170132,,,Joshua Weinheimer,09/27/2018 10:49:52 AM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2006,,696640,,Single Partial Capture Trap,Mara Zimmerman,06/25/2015 09:40:30 AM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2008,,472329,,Single Partial Capture Trap,Mara Zimmerman,06/25/2015 09:42:07 AM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2009,,43160,,Single Partial Capture Trap,Mara Zimmerman,06/25/2015 09:42:37 AM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2010,,186616,,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2011,,33209,,,Peter Topping,10/29/2014 03:42:50 PM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2012,,3687546,,,Peter Topping,07/01/2015 10:02:03 AM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2013,,11043,,,Peter Topping,10/29/2014 04:42:14 PM
Puget Sound,Not Warranted,4785,Dungeness River,Pink,Fall,2014,,29547069,,,Peter Topping,07/01/2015 11:20:46 AM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2006,,940,,,Clayton Kinsel,07/14/2016 01:07:43 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2007,,1269,,,Clayton Kinsel,07/14/2016 01:08:01 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2008,,719,,,Clayton Kinsel,07/14/2016 01:08:20 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2009,,649,,,Clayton Kinsel,07/14/2016 01:08:56 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2010,,1298,,,Clayton Kinsel,07/14/2016 01:09:12 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2011,,983,,,Clayton Kinsel,07/14/2016 01:09:26 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2012,,902,,,Clayton Kinsel,07/14/2016 01:09:41 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2013,,1072,,,Clayton Kinsel,09/08/2015 12:20:06 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2014,,1097,,,Clayton Kinsel,07/14/2016 01:06:59 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2015,,935,,,Clayton Kinsel,09/08/2015 12:04:13 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2016,,1013,,,Clayton Kinsel,02/16/2017 03:37:28 PM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2017,,1598,,,Clayton Kinsel,10/31/2018 11:39:23 AM
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2018,,1402,,Includes catch from pond trap,Clayton Kinsel,10/31/2018 02:15:49 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2006,,578,,,Clayton Kinsel,09/17/2015 04:24:25 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2007,,797,,,Clayton Kinsel,07/06/2016 11:34:59 AM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2008,,544,,,Clayton Kinsel,09/17/2015 01:58:06 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2009,,420,,,Clayton Kinsel,09/17/2015 10:22:53 AM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2010,,832,,,Clayton Kinsel,07/06/2016 11:35:10 AM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2011,,626,,,Clayton Kinsel,09/15/2015 04:03:08 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2012,,763,,,Clayton Kinsel,09/08/2015 03:54:14 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2013,,836,,,Clayton Kinsel,09/08/2015 03:06:05 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2014,,652,,,Clayton Kinsel,07/06/2016 11:35:22 AM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2015,,916,,,Clayton Kinsel,09/03/2015 01:40:55 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2016,,843,,,Clayton Kinsel,02/16/2017 03:50:57 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2017,,752,,,Clayton Kinsel,10/31/2018 11:03:13 AM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2018,,388,,,Clayton Kinsel,10/31/2018 01:44:15 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2007,,199,,,Clayton Kinsel,09/17/2015 03:47:32 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2008,,188,,,Clayton Kinsel,09/17/2015 02:30:20 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2009,,356,,,Clayton Kinsel,09/17/2015 10:49:51 AM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2010,,514,,,Clayton Kinsel,09/17/2015 09:18:15 AM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2011,,482,,,Clayton Kinsel,09/15/2015 03:39:15 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2012,,540,,,Clayton Kinsel,09/08/2015 04:29:31 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2013,,474,,,Clayton Kinsel,09/08/2015 02:52:48 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2014,,628,,,Clayton Kinsel,07/14/2016 01:20:02 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2015,,426,,,Clayton Kinsel,07/14/2016 01:20:14 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2016,,463,,,Clayton Kinsel,02/16/2017 03:50:06 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2017,,872,,,,10/31/2018 11:31:00 AM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2018,,408,,,Clayton Kinsel,10/31/2018 01:50:28 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,NA,2006,,565,,,Clayton Kinsel,09/18/2015 02:29:17 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2006,,1049,,,Clayton Kinsel,09/17/2015 04:57:08 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2007,,1260,,,Clayton Kinsel,07/14/2016 01:17:18 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2008,,978,,,Clayton Kinsel,09/17/2015 02:18:10 PM
