Application Type,Permit Number,Work Type,Use Code,Added Date,Issue Date,Final Date,Expired Date,Status,Building Area,Description of Work,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,Zip Code,Latitude,Longitude,General Location,Location
SEWAGE DISPOSAL,840186,CONSTRUCT,"ASSEMBLY, CHURCHES",06/06/2018,06/13/2018,,06/14/2019,Issued,0,"This&nbsp;permit is for&nbsp;continuation of work permitted under septic permit&nbsp;#238986. The remaining amount of trench is to be installed to accommodate the chapel.&nbsp;The design flow&nbsp;is&nbsp;based on the originally approved&nbsp;maximum&nbsp;daily flow of 1,500 GPD. Actual maximum daily flow for the chapel&nbsp;is 1,065 GPD for 5 full time&nbsp;employees and 330 seats. See plan for details.&nbsp;Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications.",14321,,COMUS,RD,,CLARKSBURG,MD,20871,39.251414,-77.30682,,POINT (-77.30682 39.251414)
SEWAGE DISPOSAL,875258,CONSTRUCT,SINGLE FAMILY DWELLING,05/11/2019,05/22/2019,,,Issued,0,"Split system-Distribution box required. See site plan for trench details.&nbsp; Each line in the system is 67.3 feet long.&nbsp;&nbsp; Both starting points of initial absorption systems to be surveyed by a registered land surveyor.&nbsp;Clean-outs every&nbsp;100 feet from septic tank to distribution box. Plumbing elevation of house sewer line is critical and must be carefully established when constructing house. Septic tank access port to be installed as per well and septic standards and specifications. Observation ports recommend on the ends of all trenches.&nbsp;&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.&nbsp;&nbsp;MDE recommends septic tanks be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area.&nbsp;&nbsp;&nbsp;<font color=""#000000"" face=""Times New Roman"" s",26929,,CLARKSBURG,RD,,DAMASCUS,MD,20872,39.298075,-77.254953,,POINT (-77.254953 39.298075)
SEWAGE DISPOSAL,656346,CONSTRUCT,SINGLE FAMILY DWELLING,11/26/2013,12/23/2013,04/04/2017,06/24/2015,Finaled,0,"Permitted system must use ""Best Available Treatment (BAT)""; and the installer must be certified by MDE and the treatment unit vendor.Septic trenches to be 100 feet&nbsp; from any well location.&nbsp;Trenches to be constructed on contour.

&nbsp;Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications. Install clean-out in line between tank and field.",18716,,HILLSIDE,TER,,ROCKVILLE,MD,20855,39.165236,-77.121374,,POINT (-77.121374 39.165236)
SEWAGE DISPOSAL,671323,CONSTRUCT,SINGLE FAMILY DWELLING,05/01/2014,07/08/2014,,,Issued,0,,15479,,BARNESVILLE,RD,,BOYDS,MD,20841,39.191773,-77.322299,This is not a septic permit application - it is a review fee for a revision to the originally approved Well and Septic plan.  No permit can be issued.,POINT (-77.322299 39.191773)
SEWAGE DISPOSAL,662392,CONSTRUCT,SINGLE FAMILY DWELLING,02/05/2014,05/09/2014,05/06/2015,05/10/2015,Finaled,0,"Permitted system must use ""Best Available Treatment (BAT)"" and the installer must be certified by MDE and the treatment unit vendor.&nbsp; No basement plumbing facilities by gravity flow.&nbsp; Starting point of initial absorption system to be surveyed by a registered land surveyor. Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",10211,,CHAPEL,RD,,POTOMAC,MD,20854,0,0,,POINT (0 0)
SEWAGE DISPOSAL,596288,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,04/16/2012,04/16/2012,,04/16/2013,Issued,,Prior to construction of new trenches a pre-construction meeting with an inspector from this office is required to determine actual starting point of trenches.  Replacement trenches to be 10 feet from original trenches.  Existing septic tank to be pumped and inspected prior to final approval.  Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications.  This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.,13133,,BRANDON WAY,RD,,GAITHERSBURG,MD,20878,39.124576,-77.273112,,POINT (-77.273112 39.124576)
SEWAGE DISPOSAL,639979,CONSTRUCT,,06/26/2013,08/12/2013,04/23/2014,08/13/2014,Finaled,0,"Permitted system must use ""Best Available Treatment (BAT)"" and the installer must be certified by MDE and the treatment unit vendor.&nbsp; Starting point of initial absorption system to be surveyed by a registered land surveyor. Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",16174,,BLACK ROCK,RD,,GERMANTOWN,MD,20874,39.118318,-77.318688,,POINT (-77.318688 39.118318)
SEWAGE DISPOSAL,756092,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,05/18/2016,05/25/2016,06/02/2016,,Finaled,0,This permit is only to run some new line into both existing drainfields and to replace some perforated pipe in each ditch.&nbsp; The gravel in both trenches was found to be dry.&nbsp; The perforated pipe in the first trench was clogged with tree roots and sludge.,16022,,RIFFLE FORD,RD,,GAITHERSBURG,MD,20878,39.118832,-77.264719,,POINT (-77.264719 39.118832)
SEWAGE DISPOSAL,879328,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,06/14/2019,06/27/2019,09/10/2019,,Finaled,0,This permit is issued to upgrade the existing septic system only.&nbsp; New schedule 40 PVC pipe to be installed from outlet at septic tank to start of existing trenches.&nbsp; Existing black corrugated pipe to be removed from both trenches.&nbsp; New perforated pipe (bedded in #57 clean uniform stone) to be installed thru entire length of both trenches.&nbsp; New crossover pipe to be installed.&nbsp; Observation ports to be added at the ends of both existing trenches.&nbsp; New manhole risers and baffles to be installed on existing septic tank.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.,23713,,WOODFIELD,RD,,GAITHERSBURG,MD,20882,39.246792,-77.189085,,POINT (-77.189085 39.246792)
SEWAGE DISPOSAL,774300,CONSTRUCT,SINGLE FAMILY DWELLING,09/28/2016,10/20/2016,07/26/2017,10/21/2017,Finaled,0,"Permit revised 1-19-2017, to remove BAT.

&nbsp;The Maryland Department of the Environment recommends septic tanks, BAT and other pretreatment units be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area

Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications. 

&nbsp;No basement plumbing facilities by gravity flow.",21238,,CRACKLIN,RD,,GAITHERSBURG,MD,20882,39.203234,-77.145405,,POINT (-77.145405 39.203234)
SEWAGE DISPOSAL,730728,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,10/01/2015,01/21/2016,05/04/2016,,Finaled,0,This permit is only to replace the existing septic system.&nbsp; This system utilizes a distribution box.&nbsp; Observations ports to be&nbsp;installed at the ends of all trenches.&nbsp;,10201,,NORTON,RD,,POTOMAC,MD,20854,39.027293,-77.214824,,POINT (-77.214824 39.027293)
SEWAGE DISPOSAL,711768,RESTORE AND / OR REPAIR,,05/06/2015,05/14/2015,,,Issued,0,"This permit is to replace the existing septic tank, which was found to be defective, with a 1500 gallon two compartment tank.&nbsp;A pre-construction meeting is required to evaluate the existing dry-well and determine the location of the new tank.&nbsp; Septic tank&nbsp;access port to be installed per well and septic standards and specifications.&nbsp; &nbsp;Existing tank to be pumped, crushed, and back-filled.&nbsp;&nbsp;Inspection and approval of this septic tank does not constitute automatic approval for future additions to the existing house.&nbsp;",18408,,GOSHEN,RD,,GAITHERSBURG,MD,20879,39.161427,-77.192651,,POINT (-77.192651 39.161427)
SEWAGE DISPOSAL,653168,CONSTRUCT,SINGLE FAMILY DWELLING,10/29/2013,11/15/2013,02/26/2015,11/16/2014,Finaled,0,"Existing septic tank and drywells must be pumped by a licensed scavenger, crushed and backfilled prior to final approval.&nbsp; New permitted system must use ""Best Available Treatment (BAT)"" and the installer must be certified by MDE and the treatment unit vendor.&nbsp; Starting point of initial absorption system to be surveyed by a registered land surveyor. Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",11105,,BELLAVISTA,DR,,POTOMAC,MD,20854,39.005679,-77.226949,,POINT (-77.226949 39.005679)
SEWAGE DISPOSAL,547832,REPLACE,SINGLE FAMILY DWELLING,08/31/2010,09/21/2010,06/02/2011,09/21/2011,Finaled,,"Prior to construction of new system a pre-construction meeting with an inspector from this office is required to determine actual location and depth of tank.Plumbing elevation of house sewer line is critical and must be carefully re-established when re-constructing house.No basement plumbing facilities by gravity flow.Interim septic - When public sewer is available, the house will be connected to public sewer and the interim septic system will be abandoned.Starting point of initial absorption system to be surveyed by a registered land surveyor.Existing well to be abandoned and sealed per COMAR 26.04.04 standards prior to scheduling final building inspection.Utilities must be 10 feet minimum from septic reserve area.Existing tank and pits to be pumped by a licensed scavenger, crushed and backfilled.In the interest of workman safety, prior to placement of the seepage lines the depth of stone in deep unbraced trenches shall be extended to within not less than four feet from the finished grade.",9124,,MCDONALD,DR,,BETHESDA,MD,20817,39.006149,-77.169266,,POINT (-77.169266 39.006149)
SEWAGE DISPOSAL,592168,REPLACE,SINGLE FAMILY DWELLING,02/28/2012,03/09/2012,05/28/2012,03/09/2013,Finaled,0,The permit is for the replacement of the existing septic system only.  This permit is for a pump septic system.  This septic system is to be installed only when soil conditions are dry.  Observation ports to be installed at ends of trenches.  A bull run valve is to be installed which is to split the system in half.  There is to be a minimum of 1 foot of cover over new trenches.  The existing well is to properly abandoned and sealed prior to construction of the new septic system.,13216,,RIDGE,DR,,ROCKVILLE,MD,20850,39.072491,-77.202255,,POINT (-77.202255 39.072491)
SEWAGE DISPOSAL,625610,RESTORE AND / OR REPAIR,,02/07/2013,03/05/2013,,,Issued,0,This permit is to replace the line from the septic tank to one of the drywells that was found to be bone dry.&nbsp; One drywell was not able to be located.,13936,,SCHAEFFER,RD,,GERMANTOWN,MD,20874,39.158995,-77.289853,,POINT (-77.289853 39.158995)
SEWAGE DISPOSAL,729726,CONSTRUCT,SINGLE FAMILY DWELLING,09/24/2015,09/30/2015,03/20/2017,09/30/2017,Finaled,0,"PERMIT REVISED 12-6-2016 TO REMOVE BAT REQUIREMENT. Septic tank to be 1500 gal., 2-compartment tank, with access to grade for both chambers.

The existing well located near the septic area MUST be abandoned and sealed by a licensed well driller prior to the approval of the septic system.

Existing septic systems to be located and properly sealed. MDE and MC have granted a variance to allow 2 dwelling to utilize the same disposal system.&nbsp;Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications. No basement plumbing facilities by gravity flow.Trenches to be constructed on contour.Septic trenches to be 100 feet&nbsp; from any well location. 

&nbsp;",21205,,DENIT ESTATES,DR,,BROOKEVILLE,MD,20833,39.20382,-77.040598,,POINT (-77.040598 39.20382)
SEWAGE DISPOSAL,869866,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,03/21/2019,04/15/2019,08/21/2019,,Finaled,0,Pre-construction meeting required prior to the start of any work.&nbsp; This permit is issued to replace the existing drainfield (drywell) which has been confirmed failing.&nbsp; The existing septic tank is acceptable to remain � manhole riser to be installed and baffles replaced as necessary.&nbsp;&nbsp; New distribution box with observation port to be installed.&nbsp; Observation ports to be installed at the ends of the new trenches which shall be installed in the area of the recent percolation test site.&nbsp; This property is in sewer category S-3; an exception from DEP shall be obtained by property owner prior to final approval of new septic trench installation.,19209,,LIBERTY MILL,RD,,GERMANTOWN,MD,20874,39.170504,-77.274103,,POINT (-77.274103 39.170504)
SEWAGE DISPOSAL,850229,CONSTRUCT,SINGLE FAMILY DWELLING,08/29/2018,09/10/2018,06/19/2019,09/11/2019,Finaled,0,Starting point of initial absorption system to be surveyed by a registered land surveyor.&nbsp; Septic tank must have a minimum of two compartments or two tanks connected in series.&nbsp; Trenches to be constructed on contour and located at least 100 feet away from  any well location.&nbsp; Recommend observation ports be installed at the end of each trench.&nbsp; The access port is to be installed as per well and septic standards and specifications. Utilities must be 10 feet minimum from septic reserve area.&nbsp; Proposed house must be a minimum of 15 feet from septic tank and 20 feet from trenches.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Solid lines and trenches must be constructed within reserve area as shown on the record plat.&nbsp; MDE recommends septic tanks be pumped at a frequency adequate to ensure that solids are not di,260,,BARBERRY,LN,,GAITHERSBURG,MD,20882,39.209438,-77.137996,,POINT (-77.137996 39.209438)
SEWAGE DISPOSAL,854934,REPLACE,SINGLE FAMILY DWELLING,10/12/2018,10/31/2018,02/18/2019,,Finaled,0,"Prior to the start of any work&nbsp;a pre-construction meeting with an inspector from this office shall be conducted.&nbsp; This permit is issued to add a second septic tank in series to accommodate the proposed addition.&nbsp; At the pre-construction meeting the condition of the existing septic trenches shall be evaluated.&nbsp; A new distribution box shall be installed and new schedule 40 PVC shall be run fromnew tank to new distribution box and separately to each trench.&nbsp; If one or&nbsp; both trenches are found to be saturated or failing, then replacement shall be necessary.&nbsp;&nbsp;This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.  &nbsp; &nbsp;",18104,,HOLLINGSWORTH,DR,,ROCKVILLE,MD,20855,39.151963,-77.135824,,POINT (-77.135824 39.151963)
SEWAGE DISPOSAL,802569,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,06/12/2017,06/12/2017,,,Issued,0,"A pre-construction meeting with an inspector from this office should be conducted prior to the start of any work.&nbsp; This permit is issued to replace the existing septic trenches only - the existing trenches failed a recent real estate inspection and are located under the concrete driveway.&nbsp; The condition of the existing septic tank has been confirmed and it is suitable to remain.&nbsp; A new distribution box shall be installed with observation ports at the ends of trenches as shown on plan.&nbsp; Approval of this permit does not imply approval for future additions to the existing house. This property is in category S-5 where the property owners may pursue replacement of the on-site septic system with no exception required from Department of Environmental Protection.

&nbsp;",2161,,MARYMONT,RD,,SILVER SPRING,MD,20906,39.111657,-77.049394,,POINT (-77.049394 39.111657)
SEWAGE DISPOSAL,586119,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,12/06/2011,12/06/2011,12/16/2011,12/06/2012,Finaled,,"This septic system permit is issued to install a new septic tank and (partial) drainfields to meet minimum setbacks to the proposed addition.  The proposed addition must be at least 15 feet from the new septic tank and at least 20 feet from the drainfields.  The existing septic tank must be pumped by a licensed scavenger, crushed and backfilled - special care to be taken with backfill since the proposed addition will extend over the abandoned septic tank.  At minimum, the upper trench must be abandoned and replaced since it is too close to the proposed addition.  The inspector shall confirm the condition and location of the lower trench relative to the proposed addition - the lower trench shall remain in use if it is functioning properly and at least 20 feet from the proposed addition.  This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",17309,,TWIN RIDGE,CT,,SILVER SPRING,MD,20905,39.141193,-76.97064,,POINT (-76.97064 39.141193)
SEWAGE DISPOSAL,783945,CONSTRUCT,SINGLE FAMILY DWELLING,12/16/2016,01/26/2017,10/05/2017,01/27/2018,Finaled,0,"Starting point of initial absorption system to be surveyed by a registered land surveyor.&nbsp; Septic tank must have a minimum of two compartments or two tanks connected in series.&nbsp; Trenches to be constructed on contour, and located at least 100 feet away from any well location.&nbsp; Recommend observation ports be installed at the end of each trench.&nbsp; The access port is to be installed as per well and septic standards and specifications. Utilities must be 10 feet minimum from septic reserve area.&nbsp; Proposed house must be a minimum of 15 feet from septic tank and 20 feet from trenches.&nbsp; 

This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.&nbsp; The Maryland Department of the Environment recommends septic tanks, BAT and other pretreatment units be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area.&nbsp; In the interest of workman safety, prior to placement of the seepage lines the depth of stone in deep unbraced trenches shall be extended to within not less than four feet from the finished grade.&nbsp;",7400,,WHITE HOUSE,LN,,GAITHERSBURG,MD,20882,39.211669,-77.143841,,POINT (-77.143841 39.211669)
SEWAGE DISPOSAL,758114,REPLACE,SINGLE FAMILY DWELLING,06/03/2016,07/29/2016,08/05/2016,,Finaled,0,"This permit is only to replaced the existing septic tank with a BAT tank.&nbsp; The existing septic tank is to be pumped, crushed, and backfilled.",9213,,SCOTT,DR,,ROCKVILLE,MD,20850,39.076161,-77.190001,,POINT (-77.190001 39.076161)
SEWAGE DISPOSAL,695460,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,11/21/2014,01/14/2015,06/01/2015,,Finaled,0,This permit is only to replace the existing septic system.&nbsp; Observation ports are to be placed at the ends of all trenches.&nbsp;,21110,,PEACH TREE,RD,,DICKERSON,MD,20842,39.202153,-77.371428,,POINT (-77.371428 39.202153)
SEWAGE DISPOSAL,698337,RESTORE AND / OR REPAIR,,12/19/2014,12/26/2014,01/21/2015,,Finaled,0,"This permit is for the repair of an existing septic system.&nbsp; Septic system is designed for a flow rate of 450 gallons per day.&nbsp; Existing septic tank to be replaced with a 1500 gallon two compartment tank or Best Available Technology Treatment device.&nbsp; Tank and trenches must be at least 10 feet from trees.&nbsp; A distribution box will be utilized.&nbsp; Observation ports to be installed at ends of trenches.&nbsp; Existing tank to be pumped, crushed, and back-filled.&nbsp; Inspection and approval of this septic system does not constitute automatic approval for future additions to the existing house.",5712,,DIMES,RD,,ROCKVILLE,MD,20855,39.109308,-77.116437,,POINT (-77.116437 39.109308)
SEWAGE DISPOSAL,858529,CONSTRUCT,SINGLE FAMILY DWELLING,11/15/2018,11/28/2018,,,Issued,0,"This permit is&nbsp;for a new septic system&nbsp;to serve the existing house with an addition. The&nbsp;dwelling&nbsp;will be disconnected from the septic system&nbsp;located on&nbsp;the neighboring property and the tank will be pumped, crushed and backfilled.&nbsp;The old pit well must be properly abandoned. Vertical clearances required by WSSC must be met where the proposed sewer line crosses the WHC.&nbsp;Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications.",16025,,RIFFLE FORD,RD,,GAITHERSBURG,MD,20878,39.119395,-77.264406,,POINT (-77.264406 39.119395)
SEWAGE DISPOSAL,876064,CONSTRUCT,SINGLE FAMILY DWELLING,05/20/2019,05/21/2019,08/16/2019,,Finaled,0,"Starting point of initial absorption system to be surveyed by a registered land surveyor.  Distribution box to be utilized.&nbsp; Observation ports recommend on the ends of all trenches.This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Septic tank access port to be installed as per well and septic standards and specifications.&nbsp;&nbsp; <font color=""#000000"" siz",106,,GREENTREE FARM,DR,,DICKERSON,MD,20842,39.195117,-77.374637,,POINT (-77.374637 39.195117)
SEWAGE DISPOSAL,806713,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,07/18/2017,10/26/2017,11/01/2017,,Finaled,0,This permit is only to run new solid line to&nbsp;5 of the 9 existing trenches that were found to be dry.&nbsp; The two top trenches will be abandoned since they were found to be completely failed.&nbsp; The septic system as-built drawn up by the county was incorrect.,7200,,LOCH EDIN,CT,,POTOMAC,MD,20854,38.981417,-77.203299,,POINT (-77.203299 38.981417)
SEWAGE DISPOSAL,735619,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,11/10/2015,03/02/2016,03/03/2016,,Finaled,0,This permit is only to run new solid line to the beginning of the second trench.&nbsp; The first trench was found to be slightly saturated and clogged with tree roots.,20130,,WASCHE,RD,,DICKERSON,MD,20842,39.1784,-77.454534,,POINT (-77.454534 39.1784)
SEWAGE DISPOSAL,862876,CONSTRUCT,SINGLE FAMILY DWELLING,01/08/2019,01/22/2019,10/01/2019,,Finaled,0,Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications.,13516,,CLEVELAND,DR,,ROCKVILLE,MD,20850,39.075143,-77.205441,,POINT (-77.205441 39.075143)
SEWAGE DISPOSAL,591997,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,02/24/2012,03/01/2012,09/25/2012,03/01/2013,Finaled,0,"This permit for the installation of an Innovative on-site sewage disposal system to replace a failing septic system. The new system is subject to the terms and limitations of an agreement recorded in the land records of Montgomery County at Liber 44432, Folio 147. A preconstruction meeting is required; and the contractor must be listed on the MDE sand mound installer's registry and certified by the manufacturer of the B.A.T.&nbsp; The exisitng septic tank is to be pumped, crushed, and backfilled. The new septic tanks must pass a 24-hour leakage test.",25731,,RIDGE,RD,,DAMASCUS,MD,20872,39.279832,-77.2114,,POINT (-77.2114 39.279832)
SEWAGE DISPOSAL,675713,REMOVE AND REPLACE,SINGLE FAMILY DWELLING,06/06/2014,07/11/2014,08/07/2014,,Finaled,0,"This permit is for the repair of a failing septic system.&nbsp; A distribution box will be utilized.&nbsp; Trenches to be constructed on contour.&nbsp; Observation ports to be installed at ends of trenches. Existing tank to be pumped, crushed, and back-filled.&nbsp; Inspection and approval of this septic system does not constitute automatic approval for future additions to the existing house.",24417,,WOODFIELD,RD,,GAITHERSBURG,MD,20882,39.257636,-77.201152,,POINT (-77.201152 39.257636)
SEWAGE DISPOSAL,562191,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,03/02/2011,04/01/2011,,04/01/2012,Issued,,"Trenches to be constructed on contour.
Septic trenches to be 100 feet  from any well location.  
Existing tank to be pumped and inspected prior to final approval.

This permit allows for the replacement of a failing septic system only.  Any future application for a building permit to expand or improve this property may require an engineered site plan and additional soil testing to establish an adequate sewage disposal reserve prior to approval.",16109,,ASA,DR,,SPENCERVILLE,MD,20868,39.120946,-76.981796,,POINT (-76.981796 39.120946)
SEWAGE DISPOSAL,607008,CONSTRUCT,SINGLE FAMILY DWELLING,07/31/2012,05/28/2013,07/30/2014,05/29/2014,Finaled,0,"BAT tank required - see plan for details.&nbsp; Sand mound construction allowed only during dry weather construction season.&nbsp; Materials must be from an approved source.&nbsp; Do not allow construction traffic over 25� downslope of initial mound or over replacement mounds or 25� downslope of replacement mounds.&nbsp; When the corners of the sand mound are staked by a licensed surveyor, he must ensure the bottom corners are at the same elevation.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",17820,,WHITES FERRY,RD,,POOLESVILLE,MD,20837,39.12149,-77.372225,,POINT (-77.372225 39.12149)
SEWAGE DISPOSAL,665338,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,03/07/2014,07/08/2014,08/21/2015,,Finaled,0,"This permit to replace the exisitng septic system which has failed. The new system to use a BAT treatment tank and is subject to a recorded BAT agreement. The system is to incorporate a pump and include ""gravel-less"" drain-fields in the back yard. Observation ports are required in 3 places. Pump, crush, and backfill the existing septic tank. If the BAT unit has an incorporated effluent pump that has adequate flow, a separate pump chamber is not required. Pump must be capable of delivering effluent to highest drain-field at 10gpm minimum. Construct an earthen berm above drain-fields to prevent overland flow from adjacent property.",3113,,WINIFRED,DR,,BURTONSVILLE,MD,20866,39.109736,-76.945097,,POINT (-76.945097 39.109736)
SEWAGE DISPOSAL,846520,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,07/27/2018,08/23/2018,02/18/2019,,Finaled,0,"Pre-construction meeting required prior to the start of any work.&nbsp; This septic permit is issued to replace the existing septic system which has been confirmed failing - drywell is at failure and septic tank is too close to existing house and has excessive cover (seven feet). Existing septic tank and drywell to be pumped by licensed scavenger, crushed and backfilled.&nbsp; New 1500-gallon top seam septic tank to be installed.&nbsp;&nbsp; New distribution box with observation port and new trenches with observation ports at ends to be installed.&nbsp; This property is in category S-1 and an exception has been granted by Department of the Environment to allow for installation of the replacement septic system in lieu of connection to the WSSC public sewer system.***All parts of replacement septic system must be at least 10 feet from existing water line.***",1710,,BRIGGS CHANEY,RD,,SILVER SPRING,MD,20905,39.100534,-76.975008,,POINT (-76.975008 39.100534)
SEWAGE DISPOSAL,843216,CONSTRUCT,OTHER SEWAGE DISPOSAL SYSTEM,06/28/2018,07/31/2018,06/19/2019,08/01/2019,Finaled,0,Starting point of initial absorption system to be surveyed by a registered land surveyor.&nbsp; Septic tank must have a minimum of two compartments or two tanks connected in series.&nbsp;Trenches to be constructed on contour and located at least 100 feet away from any well location.&nbsp; Recommend observation ports be installed at the end of each trench.&nbsp; The access port is to be installed as per well and septic standards and specifications. Utilities must be 10 feet minimum from septic reserve area.&nbsp; Proposed house must be a  minimum of 15 feet from septic tank and 20 feet from trenches.&nbsp; This property is in category W-6 and S-6 where there is no planned  community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community  system when and if it becomes available. Solid lines and trenches must be constructed within reserve area as shown on the record plat.&nbsp; MDE,25374,,LYNWOOD FARM,CT,,CLARKSBURG,MD,20871,39.272368,-77.311189,,POINT (-77.311189 39.272368)
SEWAGE DISPOSAL,777238,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,10/19/2016,11/03/2016,11/28/2016,,Finaled,0,"This permit is issued the replace the existing septic tank only � the original septic tank is too close to the proposed deck.&nbsp; The condition of the original trenches has been confirmed � the trenches are adequate to remain in use.&nbsp; The new septic tank shall be installed at least 75 feet from the existing water well.&nbsp; The new septic tank shall be connected to the existing trenches with new schedule 40 PVC pipe.&nbsp; Condition of all pipe to be checked and replaced with schedule 40 PVC pipe as necessary.&nbsp; The original septic tank shall be pumped by a licensed scavenger, crushed and backfilled.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",160,,HAVILAND MILL,RD,,BROOKEVILLE,MD,20833,39.171244,-77.008699,,POINT (-77.008699 39.171244)
SEWAGE DISPOSAL,592805,CONSTRUCT,,03/06/2012,06/12/2012,08/21/2012,,Finaled,0,Clean-out(s) are recommended one every 100 feet of solid pipe from tank to trench start.&nbsp;Proposed house must be a minimum of 15 feet from septic tank and 20 feet from trenches.&nbsp;Septic tank must not be in a drainage way.Trenches to be constructed on contour.&nbsp; Septic trenches to be 100 feet&nbsp; from any well location. Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications.,21701,,NEW HAMPSHIRE,AVE,,BROOKEVILLE,MD,20833,39.213045,-77.0434,,POINT (-77.0434 39.213045)
