PermitNumber,ApplicationTrackingID,SequenceNumber,ApplicationTypeShortDesc,PermitStatusID,PermitStatusShortDesc,PermitSeriesID,PermitSeriesShortDesc,PermitTypeID,PermitTypeDesc,SpecificStipulations,PermitIssueDate,IssuedWorkStartDate,IssuedWorkEndDate,BoroughName,OnStreetName,FromStreetName,ToStreetName,PermitteeName,CreatedOn,ModifiedOn
MIB2020050A06,2018080900648810,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/19/2020,02/19/2020,02/19/2021,MANHATTAN,5 AVENUE,EAST   71 STREET,TERRACE DRIVE,"Gray Line New York Tours, Inc.",02/19/2020,02/19/2020
MIB2020051A15,2018080700549593,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/20/2020,02/20/2020,02/20/2021,MANHATTAN,AMSTERDAM AVENUE,WEST  116 STREET,WEST  118 STREET,"Gray Line New York Tours, Inc.",02/20/2020,02/20/2020
MIB2020079A11,2020030400981367,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",03/19/2020,03/19/2020,03/19/2021,MANHATTAN,WEST   42 STREET,7 AVENUE,8 AVENUE,"SUBURBAN TRAILS, INC.",03/19/2020,03/19/2020
BIB2020038A00,2018080900901003,0001,New,906,VOIDED AFTER ISSUE,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/07/2020,02/07/2020,02/07/2023,BROOKLYN,DRIGGS AVENUE,NORTH    8 STREET,NORTH    9 STREET,Madame Morbid LLC,02/07/2020,02/07/2020
MIB2020052A08,2019072900225340,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/21/2020,02/21/2020,02/21/2021,MANHATTAN,5 AVENUE,EAST   21 STREET,EAST   22 STREET,GO NEW YORK TOURS INC.,02/21/2020,02/21/2020
MIB2020045A04,2018122100883427,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/14/2020,02/14/2020,02/14/2021,MANHATTAN,BROADWAY,BLEECKER STREET,EAST HOUSTON STREET,Taxi Tours Inc.,02/14/2020,02/14/2020
MIB2020052A32,2019071101185270,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/21/2020,02/21/2020,02/21/2021,MANHATTAN,8 AVENUE,WEST   28 STREET,WEST   29 STREET,GO NEW YORK TOURS INC.,02/21/2020,02/21/2020
201701095,ICBPS-20170109-5,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",02/07/2017,02/07/2017,02/07/2020,MANHATTAN,WATER STREET,MAIDEN LANE,PINE STREET,Frank Martz Coach Company,01/09/2017,02/07/2020
MIB2020052A37,2019030600985060,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/21/2020,02/21/2020,08/21/2020,MANHATTAN,10 AVENUE,WEST   18 STREET,WEST   19 STREET,GO NEW YORK TOURS INC.,02/21/2020,02/21/2020
MIB2020052A24,2019072600463620,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/21/2020,02/21/2020,02/21/2021,MANHATTAN,CENTRAL PARK WEST,WEST   72 STREET,WEST   73 STREET,GO NEW YORK TOURS INC.,02/21/2020,02/21/2020
MIB2020051A21,2018080700294420,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/20/2020,02/20/2020,02/20/2021,MANHATTAN,WEST   49 STREET,7 AVENUE,BROADWAY,"Gray Line New York Tours, Inc.",02/20/2020,02/20/2020
BIB2020051A01,2018080600638943,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/20/2020,02/20/2020,02/20/2021,BROOKLYN,ATLANTIC AVENUE,CLINTON STREET,COURT STREET,"Gray Line New York Tours, Inc.",02/20/2020,02/20/2020
MIB2020052A04,2019072900367747,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/21/2020,02/21/2020,02/21/2021,MANHATTAN,BROADWAY,WALKER STREET,WHITE STREET,GO NEW YORK TOURS INC.,02/21/2020,02/21/2020
MIB2020051A27,2018080700152010,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/20/2020,02/20/2020,02/20/2021,MANHATTAN,6 AVENUE,WEST   53 STREET,WEST   54 STREET,"Gray Line New York Tours, Inc.",02/20/2020,02/20/2020
MIB2020045A01,2018122101139547,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/14/2020,02/14/2020,02/14/2021,MANHATTAN,BROADWAY,RECTOR STREET,WALL STREET,Taxi Tours Inc.,02/14/2020,02/14/2020
MIB2020051A10,2018080700687443,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/20/2020,02/20/2020,02/20/2021,MANHATTAN,7 AVENUE,WEST   53 STREET,WEST   54 STREET,"Gray Line New York Tours, Inc.",02/20/2020,02/20/2020
MIB2020052A00,2020021400484340,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/21/2020,02/21/2020,02/21/2021,MANHATTAN,RIVERSIDE DRIVE,BEND,WEST  120 STREET,GO NEW YORK TOURS INC.,02/21/2020,02/21/2020
MIB2020051A31,2018080600898233,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/20/2020,02/20/2020,02/20/2021,MANHATTAN,SOUTH STREET,FULTON STREET,JOHN STREET,"Gray Line New York Tours, Inc.",02/20/2020,02/20/2020
MIB2020051A05,2018080700888257,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/20/2020,02/20/2020,02/20/2021,MANHATTAN,WEST   42 STREET,8 AVENUE,9 AVENUE,"Gray Line New York Tours, Inc.",02/20/2020,02/20/2020
MIB2020079A07,2020030301187277,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",03/19/2020,03/19/2020,03/19/2021,MANHATTAN,BROADWAY,BATTERY PLACE,MORRIS STREET,"SUBURBAN TRAILS, INC.",03/19/2020,03/19/2020
MIB2020045A25,2020020700172990,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/14/2020,02/14/2020,02/14/2021,MANHATTAN,RIVERSIDE DRIVE,BEND,WEST  120 STREET,Taxi Tours Inc.,02/14/2020,02/14/2020
201701179,ICBPS-20170117-9,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",02/03/2017,02/03/2017,01/31/2020,MANHATTAN,WEST   31 STREET,7 AVENUE,8 AVENUE,"Gunther Charters, Inc.",01/17/2017,01/31/2020
MIB2020052A38,2018051800358170,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es)  permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the Department. Permittee must follow all applicable laws and rules, including but not limited to section 1642-a of the NYS Vehicle and Traffic Law and section 4-10(d) of Title 34 of the Rules of the City of New York.",02/21/2020,02/21/2020,02/21/2021,MANHATTAN,7 AVENUE,WEST   56 STREET,WEST   57 STREET,GO NEW YORK TOURS INC.,02/21/2020,02/21/2020
BIB2020045A04,2018121800106457,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/14/2020,02/14/2020,02/14/2021,BROOKLYN,FLATBUSH AVENUE,GRAND ARMY PLAZA,PLAZA STREET,Taxi Tours Inc.,02/14/2020,02/14/2020
MIB2020052A13,2019072600753720,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/21/2020,02/21/2020,02/21/2021,MANHATTAN,WEST   42 STREET,11 AVENUE,12 AVENUE,GO NEW YORK TOURS INC.,02/21/2020,02/21/2020
MIB2020070A00,2020011700827990,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 2 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",03/10/2020,03/10/2020,03/10/2023,MANHATTAN,1 AVENUE,EAST   38 STREET,EAST   39 STREET,"Greyhound Lines, Inc.",03/10/2020,03/10/2020
MIB2020052A14,2019072600745913,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/21/2020,02/21/2020,02/21/2021,MANHATTAN,WEST   46 STREET,8 AVENUE,BROADWAY,GO NEW YORK TOURS INC.,02/21/2020,02/21/2020
MIB2020050A07,2018080900613230,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/19/2020,02/19/2020,02/19/2021,MANHATTAN,5 AVENUE,EAST   83 STREET,TRANSVERSE ROAD    3,"Gray Line New York Tours, Inc.",02/19/2020,02/19/2020
MIB2020050A03,2018122700283963,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/19/2020,02/19/2020,02/19/2021,MANHATTAN,5 AVENUE,EAST  103 STREET,EAST  104 STREET,"Gray Line New York Tours, Inc.",02/19/2020,02/19/2020
MIB2020052A15,2019072600733200,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/21/2020,02/21/2020,02/21/2021,MANHATTAN,7 AVENUE,WEST   50 STREET,WEST   51 STREET,GO NEW YORK TOURS INC.,02/21/2020,02/21/2020
MIB2020045A17,2018122100594213,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/14/2020,02/14/2020,02/14/2021,MANHATTAN,LEXINGTON AVENUE,EAST   48 STREET,EAST   49 STREET,Taxi Tours Inc.,02/14/2020,02/14/2020
MIB2020051A23,2018080700242100,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/20/2020,02/20/2020,02/20/2021,MANHATTAN,8 AVENUE,WEST   55 STREET,WEST   56 STREET,"Gray Line New York Tours, Inc.",02/20/2020,02/20/2020
MIB2020051A16,2018080700514743,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/20/2020,02/20/2020,02/20/2021,MANHATTAN,AMSTERDAM AVENUE,WEST  104 STREET,WEST  105 STREET,"Gray Line New York Tours, Inc.",02/20/2020,02/20/2020
MIB2020051A01,2018080900116647,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/20/2020,02/20/2020,02/20/2021,MANHATTAN,BROADWAY,LISPENARD STREET,WALKER STREET,"Gray Line New York Tours, Inc.",02/20/2020,02/20/2020
MIB2020045A08,2018121800901857,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/14/2020,02/14/2020,02/14/2021,MANHATTAN,BROADWAY,WEST   63 STREET,WEST   64 STREET,Taxi Tours Inc.,02/14/2020,02/14/2020
MIB2020051A11,2018080700668130,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/20/2020,02/20/2020,02/20/2021,MANHATTAN,5 AVENUE,EAST   22 STREET,EAST   23 STREET,"Gray Line New York Tours, Inc.",02/20/2020,02/20/2020
MIB2020079A12,2020030401011793,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",03/19/2020,03/19/2020,03/19/2021,MANHATTAN,TRINITY PLACE,EDGAR STREET,BK BATTERY TNNL EXIT,"SUBURBAN TRAILS, INC.",03/19/2020,03/19/2020
MIB2020041A04,2018081000124837,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/10/2020,02/10/2020,02/10/2021,MANHATTAN,WATER STREET,FULTON STREET,JOHN STREET,"EXPERIENCE THE RIDE NY, LLC",02/10/2020,02/10/2020
MIB2020041A02,2018081000143353,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/10/2020,02/10/2020,02/10/2021,MANHATTAN,BROADWAY,WALKER STREET,WHITE STREET,"EXPERIENCE THE RIDE NY, LLC",02/10/2020,02/10/2020
MIB2020041A06,2018081000165290,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/10/2020,02/10/2020,02/10/2021,MANHATTAN,EAST HOUSTON STREET,BOWERY,ELIZABETH STREET,"EXPERIENCE THE RIDE NY, LLC",02/10/2020,02/10/2020
MIB2020050A12,2018080900361890,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/19/2020,02/19/2020,02/19/2021,MANHATTAN,CENTRAL PARK WEST,COLUMBUS CIRCLE,WEST   61 STREET,"Gray Line New York Tours, Inc.",02/19/2020,02/19/2020
MIB2020077A02,2020030300737970,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",03/17/2020,03/17/2020,03/17/2021,MANHATTAN,WEST   42 STREET,5 AVENUE,6 AVENUE,"SUBURBAN TRAILS, INC.",03/17/2020,03/17/2020
MIB2020077A06,2020030300998510,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",03/17/2020,03/17/2020,03/17/2021,MANHATTAN,EAST   42 STREET,3 AVENUE,LEXINGTON AVENUE,"SUBURBAN TRAILS, INC.",03/17/2020,03/17/2020
MIB2020045A20,2018121800788253,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/14/2020,02/14/2020,02/14/2021,MANHATTAN,WEST   49 STREET,5 AVENUE,ROCKEFELLER PLAZA,Taxi Tours Inc.,02/14/2020,02/14/2020
MIB2020052A30,2019071501119577,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/21/2020,02/21/2020,02/21/2021,MANHATTAN,8 AVENUE,WEST   42 STREET,WEST   43 STREET,GO NEW YORK TOURS INC.,02/21/2020,02/21/2020
201701096,ICBPS-20170109-6,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",02/07/2017,02/07/2017,02/07/2020,MANHATTAN,STATE STREET,BATTERY PLACE,BRIDGE STREET,Frank Martz Coach Company,01/09/2017,02/07/2020
MIB2020051A22,2018080700274040,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/20/2020,02/20/2020,02/20/2021,MANHATTAN,WEST   49 STREET,5 AVENUE,ROCKEFELLER PLAZA,"Gray Line New York Tours, Inc.",02/20/2020,02/20/2020
MIB2020079A10,2020030400961167,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",03/19/2020,03/19/2020,03/19/2021,MANHATTAN,WEST   42 STREET,5 AVENUE,6 AVENUE,"SUBURBAN TRAILS, INC.",03/19/2020,03/19/2020
MIB2020051A20,2018080700319180,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/20/2020,02/20/2020,02/20/2021,MANHATTAN,EAST   49 STREET,LEXINGTON AVENUE,PARK AVENUE,"Gray Line New York Tours, Inc.",02/20/2020,02/20/2020
MIB2020045A15,2018122100363437,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/14/2020,02/14/2020,02/14/2021,MANHATTAN,CENTRAL PARK WEST,WEST   77 STREET,WEST   81 STREET,Taxi Tours Inc.,02/14/2020,02/14/2020
MIB2020045A02,2018122101098223,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/14/2020,02/14/2020,02/14/2021,MANHATTAN,PARK ROW,BARCLAY STREET,BEND,Taxi Tours Inc.,02/14/2020,02/14/2020
MIB2020050A00,2020021801007227,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/19/2020,02/19/2020,02/19/2021,MANHATTAN,1 AVENUE,EAST   44 STREET,EAST   45 STREET,"Gray Line New York Tours, Inc.",02/19/2020,02/19/2020
MIB2020079A15,2020030401036637,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",03/19/2020,03/19/2020,03/19/2021,MANHATTAN,CHURCH STREET,DUANE STREET,READE STREET,"SUBURBAN TRAILS, INC.",03/19/2020,03/19/2020
MIB2020052A03,2019072900381143,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/21/2020,02/21/2020,02/21/2021,MANHATTAN,BROADWAY,DUANE STREET,THOMAS STREET,GO NEW YORK TOURS INC.,02/21/2020,02/21/2020
MIB2020052A16,2019072600724393,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/21/2020,02/21/2020,02/21/2021,MANHATTAN,LEXINGTON AVENUE,EAST   50 STREET,EAST   51 STREET,GO NEW YORK TOURS INC.,02/21/2020,02/21/2020
