Location_No,Report_Date,Indicator_Name,Indicator_Value
47,07/01/2019,Non-POS/Non-PAM Transactions,1
53,07/01/2019,Non-POS/Non-PAM Transactions,3
54,07/01/2019,Non-POS/Non-PAM Transactions,1
63,07/01/2019,Non-POS/Non-PAM Transactions,0
64,07/01/2019,Non-POS/Non-PAM Transactions,7
66,07/01/2019,Non-POS/Non-PAM Transactions,4
67,07/01/2019,Non-POS/Non-PAM Transactions,5
70,07/01/2019,Non-POS/Non-PAM Transactions,1
79,07/01/2019,Non-POS/Non-PAM Transactions,4
99,07/01/2019,Non-POS/Non-PAM Transactions,3
13,07/01/2019,Spot Violation,0
18,07/01/2019,Spot Violation,0
23,07/01/2019,Spot Violation,0
35,07/01/2019,Spot Violation,0
38,07/01/2019,Spot Violation,0
40,07/01/2019,Spot Violation,0
44,07/01/2019,Spot Violation,0
45,07/01/2019,Spot Violation,0
46,07/01/2019,Spot Violation,0
47,07/01/2019,Spot Violation,0
53,07/01/2019,Spot Violation,1
54,07/01/2019,Spot Violation,0
63,07/01/2019,Spot Violation,0
64,07/01/2019,Spot Violation,0
66,07/01/2019,Spot Violation,0
67,07/01/2019,Spot Violation,0
70,07/01/2019,Spot Violation,1
79,07/01/2019,Spot Violation,0
99,07/01/2019,Spot Violation,0
13,07/01/2019,Average Wait Time,49
18,07/01/2019,Average Wait Time,41
23,07/01/2019,Average Wait Time,48
35,07/01/2019,Average Wait Time,38
38,07/01/2019,Average Wait Time,58
40,07/01/2019,Average Wait Time,59
44,07/01/2019,Average Wait Time,53
45,07/01/2019,Average Wait Time,96
46,07/01/2019,Average Wait Time,45
47,07/01/2019,Average Wait Time,9
53,07/01/2019,Average Wait Time,41
54,07/01/2019,Average Wait Time,46
63,07/01/2019,Average Wait Time,32
64,07/01/2019,Average Wait Time,53
66,07/01/2019,Average Wait Time,56
67,07/01/2019,Average Wait Time,49
70,07/01/2019,Average Wait Time,40
79,07/01/2019,Average Wait Time,50
99,07/01/2019,Average Wait Time,59
23,07/01/2019,CA PC Bank Applications,0.4992
35,07/01/2019,CA PC Bank Applications,0.8835
45,07/01/2019,CA PC Bank Applications,0.5891
53,07/01/2019,CA PC Bank Applications,0.3706
66,07/01/2019,CA PC Bank Applications,0.6966
70,07/01/2019,CA PC Bank Applications,0.4836
79,07/01/2019,CA PC Bank Applications,0.5625
99,07/01/2019,CA PC Bank Applications,0.5602
13,08/01/2019,Cash Assistance Application Timeliness,0.9798
18,08/01/2019,Cash Assistance Application Timeliness,0.9952
23,08/01/2019,Cash Assistance Application Timeliness,0.9617
35,08/01/2019,Cash Assistance Application Timeliness,0.9747
38,08/01/2019,Cash Assistance Application Timeliness,0.9818
40,08/01/2019,Cash Assistance Application Timeliness,0.9453
44,08/01/2019,Cash Assistance Application Timeliness,0.9807
45,08/01/2019,Cash Assistance Application Timeliness,0.7607
46,08/01/2019,Cash Assistance Application Timeliness,0.9861
47,08/01/2019,Cash Assistance Application Timeliness,1
53,08/01/2019,Cash Assistance Application Timeliness,0.9664
54,08/01/2019,Cash Assistance Application Timeliness,0.9817
63,08/01/2019,Cash Assistance Application Timeliness,0.9875
64,08/01/2019,Cash Assistance Application Timeliness,0.9069
66,08/01/2019,Cash Assistance Application Timeliness,0.8836
67,08/01/2019,Cash Assistance Application Timeliness,0.9167
70,08/01/2019,Cash Assistance Application Timeliness,0.9579
79,08/01/2019,Cash Assistance Application Timeliness,0.9348
99,08/01/2019,Cash Assistance Application Timeliness,0.9835
13,08/01/2019,SNAP Application Timeliness,0.9971
18,08/01/2019,SNAP Application Timeliness,1
23,08/01/2019,SNAP Application Timeliness,0.9842
35,08/01/2019,SNAP Application Timeliness,0.9718
38,08/01/2019,SNAP Application Timeliness,0.9922
40,08/01/2019,SNAP Application Timeliness,0.996
44,08/01/2019,SNAP Application Timeliness,0.9917
45,08/01/2019,SNAP Application Timeliness,0.8006
46,08/01/2019,SNAP Application Timeliness,0.9452
47,08/01/2019,SNAP Application Timeliness,1
53,08/01/2019,SNAP Application Timeliness,0.9869
54,08/01/2019,SNAP Application Timeliness,0.991
63,08/01/2019,SNAP Application Timeliness,0.9943
64,08/01/2019,SNAP Application Timeliness,0.8839
66,08/01/2019,SNAP Application Timeliness,0.9162
67,08/01/2019,SNAP Application Timeliness,0.8786
70,08/01/2019,SNAP Application Timeliness,0.9555
79,08/01/2019,SNAP Application Timeliness,0.9236
99,08/01/2019,SNAP Application Timeliness,0.9924
13,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.9894
18,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.9957
23,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.9638
35,08/01/2019,Same Day SNAP Issuance (weekly Avg),1
38,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.9701
40,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.9856
44,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.9959
45,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.8849
46,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.9753
47,08/01/2019,Same Day SNAP Issuance (weekly Avg),1
53,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.9953
54,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.9865
63,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.9947
64,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.9866
66,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.9663
67,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.9397
70,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.993
79,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.982
99,08/01/2019,Same Day SNAP Issuance (weekly Avg),0.982
13,08/01/2019,SNAP Separate Determination Rate,1
18,08/01/2019,SNAP Separate Determination Rate,1
23,08/01/2019,SNAP Separate Determination Rate,1
35,08/01/2019,SNAP Separate Determination Rate,1
38,08/01/2019,SNAP Separate Determination Rate,1
40,08/01/2019,SNAP Separate Determination Rate,1
44,08/01/2019,SNAP Separate Determination Rate,1
45,08/01/2019,SNAP Separate Determination Rate,1
46,08/01/2019,SNAP Separate Determination Rate,1
47,08/01/2019,SNAP Separate Determination Rate,1
53,08/01/2019,SNAP Separate Determination Rate,1
54,08/01/2019,SNAP Separate Determination Rate,1
63,08/01/2019,SNAP Separate Determination Rate,1
64,08/01/2019,SNAP Separate Determination Rate,1
66,08/01/2019,SNAP Separate Determination Rate,1
67,08/01/2019,SNAP Separate Determination Rate,1
70,08/01/2019,SNAP Separate Determination Rate,1
79,08/01/2019,SNAP Separate Determination Rate,1
99,08/01/2019,SNAP Separate Determination Rate,1
13,08/01/2019,Missing or Outdated Employment Plan,0.9931
18,08/01/2019,Missing or Outdated Employment Plan,0.9696
23,08/01/2019,Missing or Outdated Employment Plan,0.9567
35,08/01/2019,Missing or Outdated Employment Plan,0.9845
38,08/01/2019,Missing or Outdated Employment Plan,0.9745
40,08/01/2019,Missing or Outdated Employment Plan,0.9342
44,08/01/2019,Missing or Outdated Employment Plan,0.9724
45,08/01/2019,Missing or Outdated Employment Plan,0.9395
46,08/01/2019,Missing or Outdated Employment Plan,0.9759
47,08/01/2019,Missing or Outdated Employment Plan,1
53,08/01/2019,Missing or Outdated Employment Plan,0.9835
54,08/01/2019,Missing or Outdated Employment Plan,0.9849
63,08/01/2019,Missing or Outdated Employment Plan,0.993
64,08/01/2019,Missing or Outdated Employment Plan,0.9867
66,08/01/2019,Missing or Outdated Employment Plan,0.9795
67,08/01/2019,Missing or Outdated Employment Plan,0.9765
70,08/01/2019,Missing or Outdated Employment Plan,0.9929
79,08/01/2019,Missing or Outdated Employment Plan,0.9818
99,08/01/2019,Missing or Outdated Employment Plan,0.9786
13,08/01/2019,Rate of Child Care in Child Care System,0.88
18,08/01/2019,Rate of Child Care in Child Care System,0.8889
23,08/01/2019,Rate of Child Care in Child Care System,0.9474
35,08/01/2019,Rate of Child Care in Child Care System,1
38,08/01/2019,Rate of Child Care in Child Care System,0.8966
40,08/01/2019,Rate of Child Care in Child Care System,1
44,08/01/2019,Rate of Child Care in Child Care System,0.85
45,08/01/2019,Rate of Child Care in Child Care System,0.9444
46,08/01/2019,Rate of Child Care in Child Care System,0.9351
47,08/01/2019,Rate of Child Care in Child Care System,1
53,08/01/2019,Rate of Child Care in Child Care System,0.95
54,08/01/2019,Rate of Child Care in Child Care System,0.9459
63,08/01/2019,Rate of Child Care in Child Care System,1
64,08/01/2019,Rate of Child Care in Child Care System,0.9677
66,08/01/2019,Rate of Child Care in Child Care System,0.8684
67,08/01/2019,Rate of Child Care in Child Care System,0.9697
70,08/01/2019,Rate of Child Care in Child Care System,0.9667
79,08/01/2019,Rate of Child Care in Child Care System,1
99,08/01/2019,Rate of Child Care in Child Care System,0.8235
13,08/01/2019,Eligible & Referred to Appropriate Activities,0.9518
18,08/01/2019,Eligible & Referred to Appropriate Activities,1
23,08/01/2019,Eligible & Referred to Appropriate Activities,0.9357
35,08/01/2019,Eligible & Referred to Appropriate Activities,0.9594
38,08/01/2019,Eligible & Referred to Appropriate Activities,0.9375
40,08/01/2019,Eligible & Referred to Appropriate Activities,0.9568
44,08/01/2019,Eligible & Referred to Appropriate Activities,0.982
45,08/01/2019,Eligible & Referred to Appropriate Activities,0.9346
46,08/01/2019,Eligible & Referred to Appropriate Activities,0.9547
47,08/01/2019,Eligible & Referred to Appropriate Activities,1
53,08/01/2019,Eligible & Referred to Appropriate Activities,0.977
54,08/01/2019,Eligible & Referred to Appropriate Activities,0.9825
63,08/01/2019,Eligible & Referred to Appropriate Activities,0.9858
64,08/01/2019,Eligible & Referred to Appropriate Activities,0.9032
66,08/01/2019,Eligible & Referred to Appropriate Activities,0.9551
67,08/01/2019,Eligible & Referred to Appropriate Activities,0.9513
70,08/01/2019,Eligible & Referred to Appropriate Activities,0.9663
79,08/01/2019,Eligible & Referred to Appropriate Activities,0.9091
99,08/01/2019,Eligible & Referred to Appropriate Activities,0.9659
13,08/01/2019,Re-Engaged after Good Cause,0.9438
18,08/01/2019,Re-Engaged after Good Cause,0.9825
23,08/01/2019,Re-Engaged after Good Cause,0.9265
35,08/01/2019,Re-Engaged after Good Cause,0.971
38,08/01/2019,Re-Engaged after Good Cause,0.9389
40,08/01/2019,Re-Engaged after Good Cause,0.9691
44,08/01/2019,Re-Engaged after Good Cause,0.9512
45,08/01/2019,Re-Engaged after Good Cause,0.9623
46,08/01/2019,Re-Engaged after Good Cause,0.9608
47,08/01/2019,Re-Engaged after Good Cause,1
53,08/01/2019,Re-Engaged after Good Cause,0.9818
54,08/01/2019,Re-Engaged after Good Cause,0.9556
63,08/01/2019,Re-Engaged after Good Cause,0.9855
64,08/01/2019,Re-Engaged after Good Cause,1
66,08/01/2019,Re-Engaged after Good Cause,0.9915
67,08/01/2019,Re-Engaged after Good Cause,0.9167
70,08/01/2019,Re-Engaged after Good Cause,0.9615
79,08/01/2019,Re-Engaged after Good Cause,0.9444
99,08/01/2019,Re-Engaged after Good Cause,0.9302
13,08/01/2019,Reported Placements,108
18,08/01/2019,Reported Placements,79
23,08/01/2019,Reported Placements,77
35,08/01/2019,Reported Placements,81
38,08/01/2019,Reported Placements,164
40,08/01/2019,Reported Placements,153
44,08/01/2019,Reported Placements,114
45,08/01/2019,Reported Placements,121
46,08/01/2019,Reported Placements,230
47,08/01/2019,Reported Placements,5
53,08/01/2019,Reported Placements,75
54,08/01/2019,Reported Placements,168
63,08/01/2019,Reported Placements,92
64,08/01/2019,Reported Placements,112
66,08/01/2019,Reported Placements,167
67,08/01/2019,Reported Placements,165
70,08/01/2019,Reported Placements,79
79,08/01/2019,Reported Placements,46
99,08/01/2019,Reported Placements,55
13,08/01/2019,Cases Budgeted Timely (35 days),0.9808
18,08/01/2019,Cases Budgeted Timely (35 days),0.8182
23,08/01/2019,Cases Budgeted Timely (35 days),0.931
35,08/01/2019,Cases Budgeted Timely (35 days),0.9655
38,08/01/2019,Cases Budgeted Timely (35 days),0.9609
40,08/01/2019,Cases Budgeted Timely (35 days),0.9592
44,08/01/2019,Cases Budgeted Timely (35 days),0.8961
45,08/01/2019,Cases Budgeted Timely (35 days),0.7273
46,08/01/2019,Cases Budgeted Timely (35 days),1
47,08/01/2019,Cases Budgeted Timely (35 days),1
53,08/01/2019,Cases Budgeted Timely (35 days),0.9692
54,08/01/2019,Cases Budgeted Timely (35 days),0.9732
63,08/01/2019,Cases Budgeted Timely (35 days),1
64,08/01/2019,Cases Budgeted Timely (35 days),0.9821
66,08/01/2019,Cases Budgeted Timely (35 days),0.9538
67,08/01/2019,Cases Budgeted Timely (35 days),0.8367
70,08/01/2019,Cases Budgeted Timely (35 days),0.9524
79,08/01/2019,Cases Budgeted Timely (35 days),0.75
99,08/01/2019,Cases Budgeted Timely (35 days),0.8333
13,08/01/2019,Employed Cases with Current Documentation,0.9508
18,08/01/2019,Employed Cases with Current Documentation,0.9
23,08/01/2019,Employed Cases with Current Documentation,0.9143
35,08/01/2019,Employed Cases with Current Documentation,0.9231
38,08/01/2019,Employed Cases with Current Documentation,0.9109
40,08/01/2019,Employed Cases with Current Documentation,1
44,08/01/2019,Employed Cases with Current Documentation,0.9833
45,08/01/2019,Employed Cases with Current Documentation,0.7255
46,08/01/2019,Employed Cases with Current Documentation,0.886
47,08/01/2019,Employed Cases with Current Documentation,1
53,08/01/2019,Employed Cases with Current Documentation,1
54,08/01/2019,Employed Cases with Current Documentation,0.8636
63,08/01/2019,Employed Cases with Current Documentation,1
64,08/01/2019,Employed Cases with Current Documentation,0.8
66,08/01/2019,Employed Cases with Current Documentation,0.9672
67,08/01/2019,Employed Cases with Current Documentation,0.8824
70,08/01/2019,Employed Cases with Current Documentation,0.9231
79,08/01/2019,Employed Cases with Current Documentation,0.8571
99,08/01/2019,Employed Cases with Current Documentation,1
13,08/01/2019,% Placements w/FIA3As (Employment Form),0.9014
18,08/01/2019,% Placements w/FIA3As (Employment Form),0.98
23,08/01/2019,% Placements w/FIA3As (Employment Form),0.963
35,08/01/2019,% Placements w/FIA3As (Employment Form),0.9444
38,08/01/2019,% Placements w/FIA3As (Employment Form),0.9412
40,08/01/2019,% Placements w/FIA3As (Employment Form),0.9189
44,08/01/2019,% Placements w/FIA3As (Employment Form),0.925
45,08/01/2019,% Placements w/FIA3As (Employment Form),0.9625
46,08/01/2019,% Placements w/FIA3As (Employment Form),0.9571
47,08/01/2019,% Placements w/FIA3As (Employment Form),1
53,08/01/2019,% Placements w/FIA3As (Employment Form),0.9649
54,08/01/2019,% Placements w/FIA3As (Employment Form),0.9375
63,08/01/2019,% Placements w/FIA3As (Employment Form),0.9841
64,08/01/2019,% Placements w/FIA3As (Employment Form),0.9146
66,08/01/2019,% Placements w/FIA3As (Employment Form),0.9063
67,08/01/2019,% Placements w/FIA3As (Employment Form),0.899
70,08/01/2019,% Placements w/FIA3As (Employment Form),0.9091
79,08/01/2019,% Placements w/FIA3As (Employment Form),1
99,08/01/2019,% Placements w/FIA3As (Employment Form),0.8889
13,08/01/2019,Training Attendance Rate,1
18,08/01/2019,Training Attendance Rate,1
23,08/01/2019,Training Attendance Rate,1
35,08/01/2019,Training Attendance Rate,1
38,08/01/2019,Training Attendance Rate,0.9524
40,08/01/2019,Training Attendance Rate,1
44,08/01/2019,Training Attendance Rate,0.9737
45,08/01/2019,Training Attendance Rate,0.9636
46,08/01/2019,Training Attendance Rate,0.9216
47,08/01/2019,Training Attendance Rate,1
53,08/01/2019,Training Attendance Rate,1
54,08/01/2019,Training Attendance Rate,1
63,08/01/2019,Training Attendance Rate,1
64,08/01/2019,Training Attendance Rate,1
66,08/01/2019,Training Attendance Rate,1
67,08/01/2019,Training Attendance Rate,0.9767
70,08/01/2019,Training Attendance Rate,1
79,08/01/2019,Training Attendance Rate,1
99,08/01/2019,Training Attendance Rate,1
13,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.188
18,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
23,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
35,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
38,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
40,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.2797
44,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
45,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
46,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.3699
47,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
53,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
54,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.1389
63,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
64,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
66,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
67,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.1052
70,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.0136
79,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
99,08/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
13,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.188
18,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
23,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
35,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
38,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
40,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.2797
44,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
45,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
46,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.3699
47,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
53,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
54,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.1389
63,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
64,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
66,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
67,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.1052
70,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.0136
79,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
99,08/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
13,08/01/2019,SNAP (EQAS) Case Error Rate,0.3043
18,08/01/2019,SNAP (EQAS) Case Error Rate,0
23,08/01/2019,SNAP (EQAS) Case Error Rate,0
35,08/01/2019,SNAP (EQAS) Case Error Rate,0
38,08/01/2019,SNAP (EQAS) Case Error Rate,0
40,08/01/2019,SNAP (EQAS) Case Error Rate,0.3636
44,08/01/2019,SNAP (EQAS) Case Error Rate,0
45,08/01/2019,SNAP (EQAS) Case Error Rate,0
46,08/01/2019,SNAP (EQAS) Case Error Rate,0.5
47,08/01/2019,SNAP (EQAS) Case Error Rate,0
53,08/01/2019,SNAP (EQAS) Case Error Rate,0
54,08/01/2019,SNAP (EQAS) Case Error Rate,0.3333
63,08/01/2019,SNAP (EQAS) Case Error Rate,0
64,08/01/2019,SNAP (EQAS) Case Error Rate,0
66,08/01/2019,SNAP (EQAS) Case Error Rate,0
67,08/01/2019,SNAP (EQAS) Case Error Rate,0.1818
70,08/01/2019,SNAP (EQAS) Case Error Rate,0.0909
79,08/01/2019,SNAP (EQAS) Case Error Rate,0
99,08/01/2019,SNAP (EQAS) Case Error Rate,0
13,08/01/2019,Overdue Face-To-Face Recertifications,1
18,08/01/2019,Overdue Face-To-Face Recertifications,4
23,08/01/2019,Overdue Face-To-Face Recertifications,0
35,08/01/2019,Overdue Face-To-Face Recertifications,2
38,08/01/2019,Overdue Face-To-Face Recertifications,4
40,08/01/2019,Overdue Face-To-Face Recertifications,1
44,08/01/2019,Overdue Face-To-Face Recertifications,3
45,08/01/2019,Overdue Face-To-Face Recertifications,4
46,08/01/2019,Overdue Face-To-Face Recertifications,2
47,08/01/2019,Overdue Face-To-Face Recertifications,0
53,08/01/2019,Overdue Face-To-Face Recertifications,1
54,08/01/2019,Overdue Face-To-Face Recertifications,0
63,08/01/2019,Overdue Face-To-Face Recertifications,0
64,08/01/2019,Overdue Face-To-Face Recertifications,2
66,08/01/2019,Overdue Face-To-Face Recertifications,4
67,08/01/2019,Overdue Face-To-Face Recertifications,5
70,08/01/2019,Overdue Face-To-Face Recertifications,0
79,08/01/2019,Overdue Face-To-Face Recertifications,0
99,08/01/2019,Overdue Face-To-Face Recertifications,2
13,08/01/2019,SSN Validation,0.9821
18,08/01/2019,SSN Validation,1
23,08/01/2019,SSN Validation,0.95
35,08/01/2019,SSN Validation,1
38,08/01/2019,SSN Validation,0.9512
40,08/01/2019,SSN Validation,1
44,08/01/2019,SSN Validation,0.9583
45,08/01/2019,SSN Validation,0.9535
46,08/01/2019,SSN Validation,0.9722
47,08/01/2019,SSN Validation,0.875
53,08/01/2019,SSN Validation,1
54,08/01/2019,SSN Validation,0.9605
63,08/01/2019,SSN Validation,1
64,08/01/2019,SSN Validation,0.9574
66,08/01/2019,SSN Validation,0.9565
67,08/01/2019,SSN Validation,0.9459
70,08/01/2019,SSN Validation,1
79,08/01/2019,SSN Validation,1
99,08/01/2019,SSN Validation,1
13,08/01/2019,% SI over 45 Days,0.0455
18,08/01/2019,% SI over 45 Days,0.0192
23,08/01/2019,% SI over 45 Days,0
35,08/01/2019,% SI over 45 Days,0.0482
38,08/01/2019,% SI over 45 Days,0.0704
40,08/01/2019,% SI over 45 Days,0.2262
44,08/01/2019,% SI over 45 Days,0.0109
45,08/01/2019,% SI over 45 Days,0.4091
46,08/01/2019,% SI over 45 Days,0.0449
47,08/01/2019,% SI over 45 Days,0
53,08/01/2019,% SI over 45 Days,0.0192
54,08/01/2019,% SI over 45 Days,0
63,08/01/2019,% SI over 45 Days,0
64,08/01/2019,% SI over 45 Days,0.0594
66,08/01/2019,% SI over 45 Days,0.0207
67,08/01/2019,% SI over 45 Days,0.1255
70,08/01/2019,% SI over 45 Days,0
79,08/01/2019,% SI over 45 Days,0.2
99,08/01/2019,% SI over 45 Days,0
13,08/01/2019,Benefits Issued on Closed Cases,12
18,08/01/2019,Benefits Issued on Closed Cases,0
23,08/01/2019,Benefits Issued on Closed Cases,7
35,08/01/2019,Benefits Issued on Closed Cases,15
38,08/01/2019,Benefits Issued on Closed Cases,86
40,08/01/2019,Benefits Issued on Closed Cases,109
44,08/01/2019,Benefits Issued on Closed Cases,51
45,08/01/2019,Benefits Issued on Closed Cases,90
46,08/01/2019,Benefits Issued on Closed Cases,195
47,08/01/2019,Benefits Issued on Closed Cases,0
53,08/01/2019,Benefits Issued on Closed Cases,78
54,08/01/2019,Benefits Issued on Closed Cases,167
63,08/01/2019,Benefits Issued on Closed Cases,24
64,08/01/2019,Benefits Issued on Closed Cases,13
66,08/01/2019,Benefits Issued on Closed Cases,82
67,08/01/2019,Benefits Issued on Closed Cases,37
70,08/01/2019,Benefits Issued on Closed Cases,6
79,08/01/2019,Benefits Issued on Closed Cases,54
99,08/01/2019,Benefits Issued on Closed Cases,91
13,08/01/2019,RMS State Audit Hit Rate,0.66
18,08/01/2019,RMS State Audit Hit Rate,0.81
23,08/01/2019,RMS State Audit Hit Rate,0.68
35,08/01/2019,RMS State Audit Hit Rate,0.72
38,08/01/2019,RMS State Audit Hit Rate,0.63
40,08/01/2019,RMS State Audit Hit Rate,0.8
44,08/01/2019,RMS State Audit Hit Rate,0.73
45,08/01/2019,RMS State Audit Hit Rate,0.3
46,08/01/2019,RMS State Audit Hit Rate,0.54
47,08/01/2019,RMS State Audit Hit Rate,0.85
53,08/01/2019,RMS State Audit Hit Rate,0.69
54,08/01/2019,RMS State Audit Hit Rate,0.67
63,08/01/2019,RMS State Audit Hit Rate,0.67
64,08/01/2019,RMS State Audit Hit Rate,0.6
66,08/01/2019,RMS State Audit Hit Rate,0.65
67,08/01/2019,RMS State Audit Hit Rate,0.51
70,08/01/2019,RMS State Audit Hit Rate,0.83
79,08/01/2019,RMS State Audit Hit Rate,0.82
99,08/01/2019,RMS State Audit Hit Rate,0.71
13,08/01/2019,Non-POS/Non-PAM Transactions,13
18,08/01/2019,Non-POS/Non-PAM Transactions,4
23,08/01/2019,Non-POS/Non-PAM Transactions,17
35,08/01/2019,Non-POS/Non-PAM Transactions,8
38,08/01/2019,Non-POS/Non-PAM Transactions,22
40,08/01/2019,Non-POS/Non-PAM Transactions,19
44,08/01/2019,Non-POS/Non-PAM Transactions,8
45,08/01/2019,Non-POS/Non-PAM Transactions,31
46,08/01/2019,Non-POS/Non-PAM Transactions,46
47,08/01/2019,Non-POS/Non-PAM Transactions,0
53,08/01/2019,Non-POS/Non-PAM Transactions,5
54,08/01/2019,Non-POS/Non-PAM Transactions,8
63,08/01/2019,Non-POS/Non-PAM Transactions,3
64,08/01/2019,Non-POS/Non-PAM Transactions,14
66,08/01/2019,Non-POS/Non-PAM Transactions,15
67,08/01/2019,Non-POS/Non-PAM Transactions,12
70,08/01/2019,Non-POS/Non-PAM Transactions,4
79,08/01/2019,Non-POS/Non-PAM Transactions,77
99,08/01/2019,Non-POS/Non-PAM Transactions,5
13,08/01/2019,Spot Violation,0
18,08/01/2019,Spot Violation,0
23,08/01/2019,Spot Violation,0
35,08/01/2019,Spot Violation,0
38,08/01/2019,Spot Violation,0
40,08/01/2019,Spot Violation,0
44,08/01/2019,Spot Violation,0
45,08/01/2019,Spot Violation,0
46,08/01/2019,Spot Violation,0
47,08/01/2019,Spot Violation,0
53,08/01/2019,Spot Violation,0
54,08/01/2019,Spot Violation,0
63,08/01/2019,Spot Violation,0
64,08/01/2019,Spot Violation,0
66,08/01/2019,Spot Violation,0
67,08/01/2019,Spot Violation,0
70,08/01/2019,Spot Violation,0
79,08/01/2019,Spot Violation,0
99,08/01/2019,Spot Violation,0
13,08/01/2019,Average Wait Time,61
18,08/01/2019,Average Wait Time,42
23,08/01/2019,Average Wait Time,51
35,08/01/2019,Average Wait Time,40
38,08/01/2019,Average Wait Time,60
40,08/01/2019,Average Wait Time,57
44,08/01/2019,Average Wait Time,58
45,08/01/2019,Average Wait Time,100
46,08/01/2019,Average Wait Time,51
47,08/01/2019,Average Wait Time,11
53,08/01/2019,Average Wait Time,42
54,08/01/2019,Average Wait Time,48
63,08/01/2019,Average Wait Time,34
64,08/01/2019,Average Wait Time,55
66,08/01/2019,Average Wait Time,70
67,08/01/2019,Average Wait Time,55
70,08/01/2019,Average Wait Time,40
79,08/01/2019,Average Wait Time,51
99,08/01/2019,Average Wait Time,56
23,08/01/2019,CA PC Bank Applications,0.5519
35,08/01/2019,CA PC Bank Applications,0.863
45,08/01/2019,CA PC Bank Applications,0.5918
53,08/01/2019,CA PC Bank Applications,0.3829
66,08/01/2019,CA PC Bank Applications,0.68
70,08/01/2019,CA PC Bank Applications,0.4401
79,08/01/2019,CA PC Bank Applications,0.5193
99,08/01/2019,CA PC Bank Applications,0.5872
13,09/01/2019,Cash Assistance Application Timeliness,0.9248
18,09/01/2019,Cash Assistance Application Timeliness,0.991
23,09/01/2019,Cash Assistance Application Timeliness,0.959
35,09/01/2019,Cash Assistance Application Timeliness,0.986
38,09/01/2019,Cash Assistance Application Timeliness,0.9701
40,09/01/2019,Cash Assistance Application Timeliness,0.8667
44,09/01/2019,Cash Assistance Application Timeliness,0.9409
45,09/01/2019,Cash Assistance Application Timeliness,0.9267
46,09/01/2019,Cash Assistance Application Timeliness,0.9749
47,09/01/2019,Cash Assistance Application Timeliness,1
53,09/01/2019,Cash Assistance Application Timeliness,0.9152
54,09/01/2019,Cash Assistance Application Timeliness,0.9888
