AppNumber,ApplicantType,Institution,OrganizationType,InstCity,InstState,InstPostalCode,InstCountry,CongressionalDistrict,Latitude,Longitude,CouncilDate,YearAwarded,ProjectTitle,Program,Division,ApprovedOutright,ApprovedMatching,AwardOutright,AwardMatching,OriginalAmount,SupplementAmount,BeginGrant,EndGrant,ProjectDesc,ToSupport,PrimaryDiscipline,SupplementCount,Supplements,ParticipantCount,Participants,DisciplineCount,Disciplines
FT-10187-67,2,"University of North Carolina, Greensboro",University,Greensboro,NC,27412-5068,USA,13,36.06504,-79.80896,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,Jean Gordon [Project Director],1,"History, General"
FT-10189-67,2,University of North Dakota,University,Grand Forks,ND,58201,USA,1,47.89673,-97.06422,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,British Literature,0,NULL,1,Richard Hampsten [Project Director],1,British Literature
FT-10191-67,2,"Rutgers University, New Brunswick",University,New Brunswick,NJ,08901-8559,USA,6,40.47722,-74.426,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Art History and Criticism,0,NULL,1,Matthew Baigell [Project Director],1,Art History and Criticism
FT-10193-67,2,Oberlin College,Four-Year College,Oberlin,OH,44074-1099,USA,4,41.29357,-82.22006,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"Philosophy, General",0,NULL,1,Norman Care [Project Director],1,"Philosophy, General"
FT-10195-67,2,Bowling Green State University,University,Bowling Green,OH,43403-0001,USA,5,41.38202,-83.64284,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,Gary Hess [Project Director],1,"History, General"
FT-10201-67,2,New College of Florida,Four-Year College,Sarasota,FL,34243,USA,16,27.40504,-82.5129,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,Lee Snyder [Project Director],1,"History, General"
FT-10209-67,2,Unaffiliated Independent Scholar,None,Villanova,PA,19085,USA,0,Unknown,unknown,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,U.S. History,0,NULL,1,James Bergquist [Project Director],1,U.S. History
FT-10211-67,2,Allegheny College,Four-Year College,Meadville,PA,16335-3902,USA,16,41.64708,-80.14666,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,U.S. History,0,NULL,1,Bruce Clayton [Project Director],1,U.S. History
FT-10213-67,2,Monmouth University,Four-Year College,West Long Branch,NJ,07764-1898,USA,6,40.28175,-74.00419,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"Philosophy, General",0,NULL,1,Dennis N. Darnoi [Project Director],1,"Philosophy, General"
FT-10217-67,2,Smith College,Four-Year College,Northampton,MA,01063-6304,USA,2,42.31917,-72.63678,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Music History and Criticism,0,NULL,1,Paul Evans [Project Director],1,Music History and Criticism
FT-10219-67,2,Unaffiliated Independent Scholar,None,Lancaster,PA,17604,USA,0,Unknown,unknown,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,British Literature,0,NULL,1,Ira Grushow [Project Director],1,British Literature
FT-10223-67,2,Dickinson College,Four-Year College,Carlisle,PA,17013-2896,USA,10,40.20114,-77.19656,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Classics,0,NULL,1,Robert Sider [Project Director],1,Classics
FT-10225-67,2,"University of South Carolina, Columbia",Four-Year College,Columbia,SC,29208-0001,USA,6,33.98685,-81.02724,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,Robert Patterson [Project Director],1,"History, General"
FT-10229-67,2,"University of Tennessee, Knoxville",Publishing,Knoxville,TN,37996-0001,USA,2,35.95369,-83.93421,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,British Literature,0,NULL,1,B. Leggett [Project Director],1,British Literature
FT-10235-67,2,"University of Texas, Austin",Four-Year College,Austin,TX,78712-0100,USA,25,30.28544,-97.74177,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Classics,0,NULL,1,Karl Galinsky [Project Director],1,Classics
FT-10241-67,2,Middlebury College,Four-Year College,Middlebury,VT,05753-6004,USA,1,44.00803,-73.17649,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"Philosophy, General",0,NULL,1,Victor Nuovo [Project Director],1,"Philosophy, General"
FT-10253-67,2,Florida State University,University,Tallahassee,FL,32306-0001,USA,2,30.44116,-84.27327,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,Richard Greaves [Project Director],1,"History, General"
FT-10257-67,2,McMaster University,University,"Ontario, Canada",ZZ,00000-0000,USA,1,Unknown,unknown,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,British Literature,0,NULL,1,Chauncey Wood [Project Director],1,British Literature
FT-10261-67,2,University of Hawaii,Two-Year College,Honolulu,HI,96822-2399,USA,1,21.3035,-157.81415,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-10-31,None,None,"History, General",0,NULL,1,Hugh Kang [Project Director],1,"History, General"
FT-10262-68,2,Arizona State University,Four-Year College,Tempe,AZ,85281-3670,USA,9,33.42395,-111.94068,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Spanish Language,0,NULL,1,David Foster [Project Director],1,Spanish Language
FT-10266-68,2,"University of California, Berkeley",Four-Year College,Berkeley,CA,94704-5940,USA,13,37.87029,-122.26813,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Stephen Booth [Project Director],1,English
FT-10268-68,2,"University of Mississippi, Main Campus",Center For Advanced Study/Research Institute,University,MS,38677-1848,USA,1,34.36911,-89.5318,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Classical Languages,0,NULL,1,Edwin Dolin [Project Director],1,Classical Languages
FT-10270-68,2,Wheaton College,Four-Year College,Wheaton,IL,60187-5593,USA,6,41.86763,-88.09779,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,Lyle Dorsett [Project Director],1,U.S. History
FT-10272-68,2,Pomona College,Four-Year College,Claremont,CA,91711-4434,USA,27,34.0851,-117.71458,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Philosophy, General",0,NULL,1,Stephen Erickson [Project Director],1,"Philosophy, General"
FT-10274-68,2,"California Polytechnic State University, San Luis Obispo",Four-Year College,San Luis Obispo,CA,93407-9000,USA,24,35.34706,-120.45534,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,2013-12-31,None,None,"Philosophy, General",0,NULL,1,Laurence Houlgate [Project Director],1,"Philosophy, General"
FT-10280-68,2,Purdue University,Four-Year College,West Lafayette,IN,47907-2040,USA,4,40.42698,-86.91763,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Gordon Mork [Project Director],1,"History, General"
FT-10282-68,2,"University of California, Irvine",University,Irvine,CA,92617-3066,USA,45,33.64132,-117.85506,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,Spencer Olin [Project Director],1,U.S. History
FT-10284-68,2,"SUNY Research Foundation, Binghamton",Two-Year College,Binghamton,NY,13902-4400,USA,22,42.09521,-75.96456,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Richard Trexler [Project Director],1,"History, General"
FT-10286-68,2,"University of Colorado, Boulder",University,Boulder,CO,80302-7046,USA,2,40.00455,-105.26956,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,0,NULL,1,"History, General"
FT-10298-68,2,Nicolaysen Art Museum,Museum,Casper,WY,82601,USA,1,42.84288,-106.3229,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,American Studies,0,NULL,1,J. Neil [Project Director],1,American Studies
FT-10300-68,2,Bradley University,Four-Year College,Peoria,IL,61625-0001,USA,17,40.69719,-89.61739,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Communications,0,NULL,1,E. Claussen [Project Director],1,Communications
FT-10302-68,2,University of Florida,Center For Advanced Study/Research Institute,Gainesville,FL,32611-0001,USA,3,29.64282,-82.35029,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Sidney Homan [Project Director],1,English
FT-10304-68,2,Northern Illinois University,Four-Year College,DeKalb,IL,60115-2828,USA,16,41.93071,-88.77984,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,American Literature,0,NULL,1,James Mellard [Project Director],1,American Literature
FT-10306-68,2,Roosevelt University,Four-Year College,Chicago,IL,60605-1394,USA,7,41.87676,-87.6243,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,David Miller [Project Director],1,"History, General"
FT-10310-68,2,Simon Fraser University,University,"B.C., Canada",ZZ,00000-0000,USA,0,Unknown,unknown,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Literature, General",0,NULL,1,Jared Curtis [Project Director],2,"English; Literature, General"
FT-10312-68,2,Luther College,Four-Year College,Decorah,IA,52101-1041,USA,1,43.3146,-91.80091,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,John Christianson [Project Director],1,"History, General"
FT-10316-68,2,"University of Kansas, Lawrence",University,Lawrence,KS,66045-7505,USA,2,38.95564,-95.25292,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Philosophy, General",0,NULL,1,Anthony Genova [Project Director],1,"Philosophy, General"
FT-10318-68,2,"University of California, Riverside",University,Riverside,CA,92521-0001,USA,41,33.97561,-117.33113,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,0,NULL,1,"History, General"
FT-10320-68,2,University of Louisville,University,Louisville,KY,40292-0001,USA,3,38.21938,-85.76223,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Leon Driskell [Project Director],1,English
FT-10322-68,2,Unaffiliated Independent Scholar,None,Columbia,SC,29208,USA,0,Unknown,unknown,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,John Basil [Project Director],1,"History, General"
FT-10324-68,2,Xavier University of Louisiana,Four-Year College,New Orleans,LA,70125-1056,USA,2,29.96011,-90.10083,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Spanish Language,0,NULL,1,Carroll Mace [Project Director],1,Spanish Language
FT-10328-68,2,Catholic University of America,University,Washington,DC,20064-0001,USA,1,38.93322,-76.99619,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,Jon Wakelyn [Project Director],1,U.S. History
FT-10330-68,2,"University of California, Davis",Four-Year College,Davis,CA,95618-6153,USA,3,38.54336,-121.72946,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Philosophy, General",0,NULL,1,Gerald Dworkin [Project Director],1,"Philosophy, General"
FT-10334-68,2,Harvard University,University,Cambridge,MA,02138-3800,USA,5,42.37376,-71.1167,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Classical Languages,0,NULL,1,Gregory Nagy [Project Director],1,Classical Languages
FT-10336-68,2,Williams College,Four-Year College,Williamstown,MA,01267-2600,USA,1,42.71159,-73.20071,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,History of Religion,0,NULL,1,Norman Petersen [Project Director],1,History of Religion
FT-10338-68,2,"Rutgers University, Newark",University,Newark,NJ,07104-3010,USA,8,40.76527,-74.16571,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Ann Watts [Project Director],1,English
FT-10342-68,2,University of Georgia,University,Athens,GA,30602-0001,USA,10,33.95023,-83.37298,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Political Science, General",0,NULL,1,Howard Wiarda [Project Director],1,"Political Science, General"
FT-10352-68,2,Huntington Library,University,San Marino,CA,91108-1299,USA,27,34.1261,-118.10925,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,William Moffett [Project Director],1,"History, General"
FT-10356-68,2,Eastern Michigan University,Four-Year College,Ypsilanti,MI,48197-2214,USA,12,42.24582,-83.62062,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Political Science, General",0,NULL,1,Leonas Sabaliunas [Project Director],1,"Political Science, General"
FT-10358-68,2,Oakland University,University,Rochester,MI,48309-4402,USA,11,42.6753,-83.21616,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Richard Tucker [Project Director],1,"History, General"
FT-10362-68,2,"University of Minnesota, Twin Cities",Center For Advanced Study/Research Institute,Minneapolis,MN,55455-0433,USA,5,44.97779,-93.23624,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,American Literature,0,NULL,1,Edward Griffin [Project Director],1,American Literature
FT-10366-68,2,Ohio State University,None,Columbus,OH,43210-1132,USA,0,Unknown,unknown,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Classical Languages,0,NULL,1,David Hahm [Project Director],1,Classical Languages
FT-10368-68,2,St. Louis University,University,St. Louis,MO,63103-2097,USA,1,38.63245,-90.23433,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,James Hitchcock [Project Director],1,"History, General"
FT-10372-68,2,"University of Missouri, Columbia",University,Columbia,MO,65211-3020,USA,4,38.93302,-92.32316,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Philosophy, General",0,NULL,1,Donald Sievert [Project Director],1,"Philosophy, General"
FT-10378-68,2,"SUNY Research Foundation, Albany",Four-Year College,Albany,NY,12222-0001,USA,20,42.68798,-73.83172,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Spanish Language,0,NULL,1,Peter Cocozzella [Project Director],1,Spanish Language
FT-10380-68,2,University of Texas Jack S. Blanton Museum of Art,Museum,Austin,TX,78712,USA,3,Unknown,unknown,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Music History and Criticism,0,NULL,1,Robert Freeman [Project Director],1,Music History and Criticism
FT-10382-68,2,"Rutgers University, New Brunswick",University,New Brunswick,NJ,08901-8559,USA,6,40.47722,-74.426,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Alicia Ostriker [Project Director],1,English
FT-10384-68,2,Southern Methodist University,University,Dallas,TX,75205,USA,32,32.84667,-96.78687,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,Glenn Linden [Project Director],1,U.S. History
FT-10386-68,2,Skidmore College,Four-Year College,Saratoga Springs,NY,12866-1698,USA,20,43.09667,-73.77922,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,William Brynteson [Project Director],1,"History, General"
FT-10388-68,2,"SUNY Research Foundation, Stony Brook",University,Stony Brook,NY,11794-0001,USA,1,40.90982,-73.12433,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,David Burner [Project Director],1,U.S. History
FT-10390-68,2,Mount St. Mary College,Four-Year College,Newburgh,NY,12550-3412,USA,18,41.51458,-74.01459,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,James Cotter [Project Director],1,English
FT-10392-68,2,Syracuse University,University,Syracuse,NY,13244-0001,USA,24,43.03583,-76.13399,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,German Language,0,NULL,1,Thomas Hart [Project Director],1,German Language
FT-10398-68,2,Unaffiliated Independent Scholar,None,Ithaca,NY,14850,USA,0,Unknown,unknown,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Harvey McMillin [Project Director],1,English
FT-10404-68,2,"CUNY Research Foundation, Queens College",Four-Year College,Flushing,NY,11367-1597,USA,6,40.73665,-73.81336,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Martin Pine [Project Director],1,"History, General"
FT-10406-68,2,University of Puget Sound,Four-Year College,Tacoma,WA,98416-5000,USA,6,47.262,-122.48121,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,David Potts [Project Director],1,U.S. History
FT-10408-68,2,Hobart and William Smith Colleges,Four-Year College,Geneva,NY,14456-3301,USA,23,42.85702,-76.9842,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,0,NULL,1,U.S. History
FT-10410-68,2,"SUNY Research Foundation, Albany",Four-Year College,Albany,NY,12222-0001,USA,20,42.68798,-73.83172,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Warren Roberts [Project Director],1,"History, General"
FT-10420-68,2,Princeton University,University,Princeton,NJ,08540-5228,USA,12,40.34933,-74.64905,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Kennerly Woody [Project Director],1,"History, General"
FT-10424-68,2,"University of North Carolina, Greensboro",University,Greensboro,NC,27412-5068,USA,13,36.06504,-79.80896,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,Robert Calhoon [Project Director],1,U.S. History
FT-10426-68,2,"University of North Carolina, Chapel Hill",Center For Advanced Study/Research Institute,Chapel Hill,NC,27599-1350,USA,4,36.05251,-79.10769,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Music History and Criticism,0,NULL,1,Rudolph Kremer [Project Director],1,Music History and Criticism
FT-10428-68,2,University of Florida,Center For Advanced Study/Research Institute,Gainesville,FL,32611-0001,USA,3,29.64282,-82.35029,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Claude Sturgill [Project Director],1,"History, General"
FT-10430-68,2,Howard University,Four-Year College,Washington,DC,20059-0001,USA,1,38.92251,-77.02117,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,Arnold Taylor [Project Director],1,U.S. History
FT-10432-68,2,Kenyon College,Four-Year College,Gambier,OH,43022-5020,USA,7,40.37754,-82.39606,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Reed Browning [Project Director],1,"History, General"
FT-10434-68,2,University of Kentucky,University,Lexington,KY,40506-0001,USA,5,38.03919,-84.50654,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Philosophy, General",0,NULL,1,Dallas High [Project Director],1,"Philosophy, General"
FT-10436-68,2,Muskingum University,Four-Year College,New Concord,OH,43762-1199,USA,6,39.99624,-81.73791,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Lorle Porter [Project Director],1,"History, General"
FT-10438-68,2,"University of Maryland, College Park",University,College Park,MD,20742-5141,USA,5,38.98963,-76.94569,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,15000.00,0.00,15000.00,0.00,15000.00,0.00,1969-01-01,1969-12-31,None,None,Art History and Criticism,0,NULL,1,Richard Spear [Project Director],1,Art History and Criticism
FT-10442-68,2,"Brigham Young University, Provo",Four-Year College,Provo,UT,84602,USA,3,40.2269,-111.6914,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Spanish Language,0,NULL,1,Ted Lyon [Project Director],1,Spanish Language
FT-10446-68,2,Tufts University,Four-Year College,Medford,MA,02155-5818,USA,5,42.40832,-71.12073,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Music History and Criticism,0,NULL,1,Mark DeVoto [Project Director],1,Music History and Criticism
FT-10448-68,2,"University of Oklahoma, Norman",University,Norman,OK,73019-3003,USA,4,35.21026,-97.44782,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Gwenn Davis [Project Director],1,English
FT-10450-68,2,"Pennsylvania State University, Main Campus",Four-Year College,University Park,PA,16802-7000,USA,12,40.79659,-77.86529,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,William Duiker [Project Director],1,"History, General"
FT-10454-68,2,University of Pennsylvania,University,Philadelphia,PA,19104-6205,USA,3,39.95298,-75.19276,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Asian Languages,0,NULL,0,NULL,1,Asian Languages
FT-10456-68,2,Georgetown University,Four-Year College,Washington,DC,20057-0001,USA,1,38.90788,-77.07154,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Richard Stites [Project Director],1,"History, General"
FT-10458-68,2,Brown University,Center For Advanced Study/Research Institute,Providence,RI,02912-9100,USA,1,41.82613,-71.40451,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Philosophy, General",0,NULL,1,Ernest Sosa [Project Director],1,"Philosophy, General"
