State,Year,Sex,Age Group,Race and Hispanic Origin,Deaths,Population,Crude Death Rate,Standard Error for Crude Rate,Low Confidence Limit for Crude Rate,Upper Confidence Limit for Crude Rate,Age-adjusted Rate,Standard Error Age-adjusted Rate,Lower Confidence Limit for Age-adjusted Rate,Upper Confidence for Age-adjusted Rate,State Crude Rate in Range,US Crude Rate,US Age-adjusted Rate,Unit
United States,2008,Male,75+,Non-Hispanic Black,18,469498,3.8339,0.90365,2.2722,6.0592,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Male,75+,Non-Hispanic Black,15,479896,3.1257,0.80705,1.7494,5.1553,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Male,75+,Non-Hispanic Black,18,490935,3.6665,0.8642,2.173,5.7946,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Male,75+,Non-Hispanic Black,15,511927,2.9301,0.75655,1.64,4.8328,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Male,75+,Non-Hispanic Black,20,529707,3.7757,0.84427,2.3063,5.8312,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Male,75+,Non-Hispanic Black,16,549442,2.912,0.72801,1.6645,4.729,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Male,75+,Non-Hispanic Black,20,571690,3.4984,0.78227,2.1369,5.403,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Male,75+,Non-Hispanic Black,26,593396,4.3816,0.85929,2.8622,6.42,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Male,75+,Non-Hispanic Black,24,614258,3.9072,0.79754,2.5034,5.8135,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Male,75+,Non-Hispanic Black,40,639789,6.2521,0.98854,4.4666,8.5135,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Male,All Ages,Non-Hispanic Black,1727,16485740,10.4757,0.25208,9.9816,10.9698,11.5415,0.28248,10.9878,12.0951,11.2–11.5,6.0382,6.057,"per 100,000 population"
United States,2000,Male,All Ages,Non-Hispanic Black,1651,16672735,9.9024,0.24371,9.4247,10.3801,10.9425,0.27452,10.4044,11.4805,10.5–11.1,6.1882,6.1749,"per 100,000 population"
United States,2001,Male,All Ages,Non-Hispanic Black,1722,16946270,10.1615,0.24487,9.6816,10.6415,11.154,0.27297,10.6189,11.689,11.2–11.5,6.8057,6.7922,"per 100,000 population"
United States,2002,Male,All Ages,Non-Hispanic Black,1851,17147052,10.7949,0.25091,10.3031,11.2866,11.7344,0.27567,11.1941,12.2747,11.6–11.7,8.1766,8.1957,"per 100,000 population"
United States,2003,Male,All Ages,Non-Hispanic Black,1832,17320752,10.5769,0.24711,10.0926,11.0612,11.581,0.27547,11.041,12.1209,11.6–11.7,8.8881,8.8765,"per 100,000 population"
United States,2004,Male,All Ages,Non-Hispanic Black,1846,17537341,10.5261,0.24499,10.0459,11.0063,11.4092,0.26866,10.8827,11.9358,11.2–11.5,9.366,9.3831,"per 100,000 population"
United States,2005,Male,All Ages,Non-Hispanic Black,2156,17745794,12.1494,0.26165,11.6365,12.6622,13.0194,0.28274,12.4652,13.5735,13–14.2,10.0884,10.0699,"per 100,000 population"
United States,2006,Male,All Ages,Non-Hispanic Black,2661,17969520,14.8084,0.28707,14.2458,15.3711,15.7351,0.30768,15.1321,16.3382,15.7–30.8,11.5373,11.4883,"per 100,000 population"
United States,2007,Male,All Ages,Non-Hispanic Black,2301,18197963,12.6443,0.26359,12.1276,13.1609,13.3432,0.28147,12.7915,13.8949,13–14.2,11.9543,11.8775,"per 100,000 population"
United States,2008,Male,All Ages,Non-Hispanic Black,2023,18427803,10.978,0.24408,10.4996,11.4564,11.5861,0.26122,11.0741,12.0981,11.6–11.7,11.9864,11.8947,"per 100,000 population"
United States,2009,Male,All Ages,Non-Hispanic Black,1987,18648848,10.6548,0.23903,10.1863,11.1233,11.113,0.25306,10.617,11.609,10.5–11.1,12.0624,11.9388,"per 100,000 population"
United States,2010,Male,All Ages,Non-Hispanic Black,1905,18812260,10.1264,0.23201,9.6716,10.5811,10.458,0.24339,9.981,10.9351,10.5–11.1,12.4144,12.2966,"per 100,000 population"
United States,2011,Male,All Ages,Non-Hispanic Black,2105,19074760,11.0355,0.24053,10.5641,11.507,11.347,0.2516,10.8539,11.8401,11.2–11.5,13.2674,13.1852,"per 100,000 population"
United States,2012,Male,All Ages,Non-Hispanic Black,2178,19303983,11.2826,0.24176,10.8088,11.7565,11.5744,0.25256,11.0794,12.0694,11.6–11.7,13.2208,13.1422,"per 100,000 population"
United States,2013,Male,All Ages,Non-Hispanic Black,2544,19510272,13.0393,0.25852,12.5326,13.546,13.3387,0.26925,12.8109,13.8664,13–14.2,13.9127,13.8005,"per 100,000 population"
United States,2014,Male,All Ages,Non-Hispanic Black,2744,19766066,13.8824,0.26502,13.3629,14.4018,14.1957,0.27584,13.655,14.7363,13–14.2,14.7574,14.6831,"per 100,000 population"
United States,2015,Male,All Ages,Non-Hispanic Black,3378,19995887,16.8935,0.29066,16.3238,17.4632,17.2776,0.303,16.6837,17.8715,15.7–30.8,16.304,16.2923,"per 100,000 population"
United States,2016,Male,All Ages,Non-Hispanic Black,4924,20181252,24.3989,0.3477,23.7174,25.0804,24.7354,0.35908,24.0316,25.4392,15.7–30.8,19.6925,19.7851,"per 100,000 population"
United States,2017,Male,All Ages,Non-Hispanic Black,6204,20416272,30.3875,0.3858,29.6314,31.1437,30.7738,0.39853,29.9926,31.5549,15.7–30.8,21.5637,21.7048,"per 100,000 population"
United States,1999,Male,0–14,Non-Hispanic White,20,19270575,0.1038,0.02321,0.0634,0.1603,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Male,0–14,Non-Hispanic White,28,19161529,0.1461,0.02762,0.0971,0.2112,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Male,0–14,Non-Hispanic White,33,18940874,0.1742,0.03033,0.1199,0.2447,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Male,0–14,Non-Hispanic White,29,18752508,0.1546,0.02872,0.1036,0.2221,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Male,0–14,Non-Hispanic White,38,18562010,0.2047,0.03321,0.1449,0.281,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Male,0–14,Non-Hispanic White,33,18362765,0.1797,0.03128,0.1237,0.2524,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Male,0–14,Non-Hispanic White,38,18105399,0.2099,0.03405,0.1485,0.2881,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Male,0–14,Non-Hispanic White,42,17888083,0.2348,0.03623,0.1692,0.3174,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Male,0–14,Non-Hispanic White,45,17719532,0.254,0.03786,0.1852,0.3398,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Male,0–14,Non-Hispanic White,51,17572957,0.2902,0.04064,0.2161,0.3816,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Male,0–14,Non-Hispanic White,34,17425357,0.1951,0.03346,0.1351,0.2727,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Male,0–14,Non-Hispanic White,52,17322722,0.3002,0.04163,0.2242,0.3937,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Male,0–14,Non-Hispanic White,30,17116728,0.1753,0.032,0.1183,0.2502,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Male,0–14,Non-Hispanic White,37,16982439,0.2179,0.03582,0.1534,0.3003,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Male,0–14,Non-Hispanic White,29,16856474,0.172,0.03195,0.1152,0.2471,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Male,0–14,Non-Hispanic White,25,16718194,0.1495,0.02991,0.0968,0.2207,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Male,0–14,Non-Hispanic White,35,16591999,0.2109,0.03566,0.1469,0.2934,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Male,0–14,Non-Hispanic White,29,16483345,0.1759,0.03267,0.1178,0.2527,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Male,0–14,Non-Hispanic White,35,16382932,0.2136,0.03611,0.1488,0.2971,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Male,15–24,Non-Hispanic White,679,12582565,5.3964,0.20709,4.9905,5.8023,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Male,15–24,Non-Hispanic White,878,12628081,6.9528,0.23464,6.4929,7.4127,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Male,15–24,Non-Hispanic White,1046,12886933,8.1167,0.25097,7.6249,8.6086,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Male,15–24,Non-Hispanic White,1262,13011345,9.6992,0.27303,9.1641,10.2344,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Male,15–24,Non-Hispanic White,1578,13083988,12.0605,0.30361,11.4655,12.6556,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Male,15–24,Non-Hispanic White,1780,13190880,13.4942,0.31984,12.8673,14.1211,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Male,15–24,Non-Hispanic White,1851,13260208,13.9591,0.32445,13.3231,14.595,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Male,15–24,Non-Hispanic White,2305,13273041,17.366,0.36171,16.6571,18.075,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Male,15–24,Non-Hispanic White,2270,13228673,17.1597,0.36016,16.4538,17.8656,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Male,15–24,Non-Hispanic White,2271,13147953,17.2727,0.36245,16.5622,17.9831,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Male,15–24,Non-Hispanic White,2135,13041990,16.3702,0.35429,15.6758,17.0646,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Male,15–24,Non-Hispanic White,2192,12930117,16.9527,0.36209,16.243,17.6624,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Male,15–24,Non-Hispanic White,2301,12888384,17.8533,0.37219,17.1238,18.5828,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Male,15–24,Non-Hispanic White,2137,12857283,16.6209,0.35954,15.9162,17.3256,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Male,15–24,Non-Hispanic White,2138,12794048,16.7109,0.36141,16.0025,17.4193,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Male,15–24,Non-Hispanic White,2209,12699680,17.3941,0.37009,16.6688,18.1195,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Male,15–24,Non-Hispanic White,2323,12578159,18.4685,0.38318,17.7175,19.2196,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Male,15–24,Non-Hispanic White,3023,12415931,24.3478,0.44283,23.4798,25.2157,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Male,15–24,Non-Hispanic White,2913,12229034,23.8204,0.44134,22.9553,24.6854,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Male,25–34,Non-Hispanic White,1595,13216259,12.0685,0.30218,11.4762,12.6607,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Male,25–34,Non-Hispanic White,1635,12957710,12.618,0.31205,12.0063,13.2296,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Male,25–34,Non-Hispanic White,1813,12599128,14.3899,0.33795,13.7275,15.0523,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Male,25–34,Non-Hispanic White,2241,12382023,18.0988,0.38232,17.3495,18.8482,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Male,25–34,Non-Hispanic White,2412,12185166,19.7946,0.40305,19.0046,20.5845,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Male,25–34,Non-Hispanic White,2620,12048924,21.7447,0.42482,20.912,22.5773,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Male,25–34,Non-Hispanic White,2883,11888597,24.2501,0.45164,23.3649,25.1353,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Male,25–34,Non-Hispanic White,3552,11805215,30.0884,0.50485,29.0989,31.0779,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Male,25–34,Non-Hispanic White,3852,11821248,32.5854,0.52502,31.5563,33.6144,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Male,25–34,Non-Hispanic White,3932,11942598,32.9242,0.52506,31.895,33.9533,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Male,25–34,Non-Hispanic White,4098,12079843,33.9243,0.52994,32.8856,34.963,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Male,25–34,Non-Hispanic White,4302,12171263,35.3456,0.53889,34.2893,36.4018,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Male,25–34,Non-Hispanic White,4850,12364986,39.2237,0.56322,38.1198,40.3276,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Male,25–34,Non-Hispanic White,4779,12490501,38.2611,0.55346,37.1763,39.3459,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Male,25–34,Non-Hispanic White,5080,12611806,40.2797,0.56514,39.172,41.3874,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Male,25–34,Non-Hispanic White,5756,12738503,45.1858,0.59558,44.0185,46.3532,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Male,25–34,Non-Hispanic White,6874,12848868,53.4989,0.64527,52.2342,54.7636,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Male,25–34,Non-Hispanic White,8852,12958146,68.3122,0.72607,66.8891,69.7353,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Male,25–34,Non-Hispanic White,9829,13010670,75.5457,0.762,74.0522,77.0392,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Male,35–44,Non-Hispanic White,3062,16212393,18.8868,0.34132,18.2178,19.5558,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Male,35–44,Non-Hispanic White,3237,16087608,20.1211,0.35366,19.4279,20.8142,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Male,35–44,Non-Hispanic White,3485,15835426,22.0076,0.3728,21.2769,22.7383,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Male,35–44,Non-Hispanic White,3967,15506391,25.583,0.40618,24.7869,26.3791,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Male,35–44,Non-Hispanic White,4092,15136427,27.0341,0.42261,26.2058,27.8624,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Male,35–44,Non-Hispanic White,4075,14844348,27.4515,0.43003,26.6087,28.2944,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Male,35–44,Non-Hispanic White,4086,14564712,28.0541,0.43888,27.1939,28.9143,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Male,35–44,Non-Hispanic White,4481,14283490,31.3719,0.46865,30.4533,32.2904,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Male,35–44,Non-Hispanic White,4494,13929550,32.2623,0.48126,31.3191,33.2056,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Male,35–44,Non-Hispanic White,4271,13518133,31.5946,0.48345,30.647,32.5422,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Male,35–44,Non-Hispanic White,4125,13088015,31.5174,0.49073,30.5556,32.4792,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Male,35–44,Non-Hispanic White,4135,12813144,32.2715,0.50186,31.2879,33.2552,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Male,35–44,Non-Hispanic White,4364,12492371,34.9333,0.52881,33.8969,35.9698,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Male,35–44,Non-Hispanic White,4388,12327478,35.5953,0.53735,34.5421,36.6485,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Male,35–44,Non-Hispanic White,4494,12192809,36.8578,0.54981,35.7802,37.9354,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Male,35–44,Non-Hispanic White,4919,12055202,40.804,0.58179,39.6637,41.9443,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Male,35–44,Non-Hispanic White,5717,11943025,47.8689,0.6331,46.6281,49.1098,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Male,35–44,Non-Hispanic White,7301,11833452,61.698,0.72207,60.2827,63.1132,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Male,35–44,Non-Hispanic White,8117,11838353,68.5653,0.76104,67.0736,70.0569,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Male,45–54,Non-Hispanic White,1852,13883338,13.3397,0.30997,12.7322,13.9473,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Male,45–54,Non-Hispanic White,2045,14222875,14.3782,0.31795,13.7551,15.0014,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Male,45–54,Non-Hispanic White,2362,14751938,16.0115,0.32945,15.3657,16.6572,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Male,45–54,Non-Hispanic White,2963,14822954,19.9893,0.36722,19.2695,20.709,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Male,45–54,Non-Hispanic White,3417,15009671,22.7653,0.38945,22.002,23.5286,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Male,45–54,Non-Hispanic White,3774,15193541,24.8395,0.40434,24.047,25.632,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Male,45–54,Non-Hispanic White,4078,15391892,26.4945,0.41489,25.6813,27.3077,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Male,45–54,Non-Hispanic White,4767,15562026,30.6323,0.44367,29.7627,31.5018,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Male,45–54,Non-Hispanic White,4894,15658731,31.2541,0.44676,30.3785,32.1298,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Male,45–54,Non-Hispanic White,5149,15693928,32.8089,0.45722,31.9127,33.705,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Male,45–54,Non-Hispanic White,5103,15681414,32.5417,0.45554,31.6488,33.4346,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Male,45–54,Non-Hispanic White,5125,15605703,32.8406,0.45874,31.9414,33.7397,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Male,45–54,Non-Hispanic White,5388,15315897,35.1791,0.47926,34.2398,36.1185,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Male,45–54,Non-Hispanic White,5264,15001456,35.0899,0.48364,34.142,36.0379,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Male,45–54,Non-Hispanic White,5351,14654328,36.5148,0.49917,35.5364,37.4932,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Male,45–54,Non-Hispanic White,5525,14359357,38.4767,0.51764,37.4621,39.4912,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Male,45–54,Non-Hispanic White,5801,14099613,41.143,0.54019,40.0842,42.2017,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Male,45–54,Non-Hispanic White,6615,13826449,47.8431,0.58824,46.6901,48.996,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Male,45–54,Non-Hispanic White,7216,13485855,53.5079,0.6299,52.2733,54.7425,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Male,55–64,Non-Hispanic White,370,9153776,4.042,0.21014,3.6302,4.4539,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Male,55–64,Non-Hispanic White,359,9311676,3.8554,0.20348,3.4566,4.2542,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Male,55–64,Non-Hispanic White,434,9595171,4.5231,0.21712,4.0976,4.9487,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Male,55–64,Non-Hispanic White,624,10223846,6.1034,0.24433,5.6245,6.5823,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Male,55–64,Non-Hispanic White,787,10698998,7.3558,0.26221,6.8419,7.8698,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Male,55–64,Non-Hispanic White,864,11150088,7.7488,0.26362,7.2321,8.2655,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Male,55–64,Non-Hispanic White,1125,11601673,9.6969,0.28911,9.1302,10.2635,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Male,55–64,Non-Hispanic White,1324,12028705,11.007,0.3025,10.4141,11.5999,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Male,55–64,Non-Hispanic White,1664,12417301,13.4007,0.32851,12.7568,14.0445,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Male,55–64,Non-Hispanic White,1842,12714018,14.4879,0.33757,13.8263,15.1496,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Male,55–64,Non-Hispanic White,2046,13097307,15.6215,0.34536,14.9446,16.2984,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Male,55–64,Non-Hispanic White,2369,13434297,17.634,0.3623,16.9239,18.3441,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Male,55–64,Non-Hispanic White,2596,13907587,18.6661,0.36635,17.948,19.3841,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Male,55–64,Non-Hispanic White,2738,13953898,19.6218,0.37499,18.8868,20.3567,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Male,55–64,Non-Hispanic White,3225,14108450,22.8586,0.40252,22.0697,23.6476,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Male,55–64,Non-Hispanic White,3431,14251676,24.0744,0.411,23.2688,24.8799,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Male,55–64,Non-Hispanic White,3769,14417315,26.1422,0.42582,25.3076,26.9768,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Male,55–64,Non-Hispanic White,4606,14541571,31.6747,0.46671,30.7599,32.5895,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Male,55–64,Non-Hispanic White,5044,14590788,34.5698,0.48675,33.6157,35.5238,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Male,65–74,Non-Hispanic White,173,6918262,2.5006,0.19012,2.128,2.8733,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Male,65–74,Non-Hispanic White,134,6894226,1.9437,0.16791,1.6146,2.2728,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Male,65–74,Non-Hispanic White,176,6874127,2.5603,0.19299,2.1821,2.9386,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Male,65–74,Non-Hispanic White,179,6858224,2.61,0.19508,2.2276,2.9924,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Male,65–74,Non-Hispanic White,173,6885928,2.5124,0.19101,2.138,2.8868,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Male,65–74,Non-Hispanic White,182,6935888,2.624,0.19451,2.2428,3.0053,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Male,65–74,Non-Hispanic White,204,6999954,2.9143,0.20404,2.5144,3.3142,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Male,65–74,Non-Hispanic White,220,7105898,3.096,0.20873,2.6869,3.5051,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Male,65–74,Non-Hispanic White,298,7287583,4.0891,0.23688,3.6249,4.5534,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Male,65–74,Non-Hispanic White,346,7603312,4.5506,0.24464,4.0711,5.0302,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Male,65–74,Non-Hispanic White,373,7873632,4.7373,0.24529,4.2566,5.2181,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Male,65–74,Non-Hispanic White,338,8045131,4.2013,0.22852,3.7534,4.6492,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Male,65–74,Non-Hispanic White,455,8306752,5.4775,0.25679,4.9742,5.9808,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Male,65–74,Non-Hispanic White,548,8890920,6.1636,0.2633,5.6475,6.6797,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Male,65–74,Non-Hispanic White,603,9331674,6.4619,0.26315,5.9461,6.9776,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Male,65–74,Non-Hispanic White,671,9714807,6.907,0.26664,6.3844,7.4296,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Male,65–74,Non-Hispanic White,790,10084953,7.8335,0.2787,7.2872,8.3797,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Male,65–74,Non-Hispanic White,897,10433627,8.5972,0.28705,8.0346,9.1598,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Male,65–74,Non-Hispanic White,1045,10748445,9.7223,0.30075,9.1329,10.3118,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Male,75+,Non-Hispanic White,161,5218366,3.0853,0.24315,2.6087,3.5618,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Male,75+,Non-Hispanic White,172,5287044,3.2532,0.24806,2.767,3.7394,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Male,75+,Non-Hispanic White,151,5406677,2.7928,0.22728,2.3474,3.2383,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Male,75+,Non-Hispanic White,195,5502334,3.544,0.25379,3.0465,4.0414,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Male,75+,Non-Hispanic White,184,5597606,3.2871,0.24233,2.8122,3.7621,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Male,75+,Non-Hispanic White,180,5672569,3.1732,0.23651,2.7096,3.6367,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Male,75+,Non-Hispanic White,226,5764065,3.9208,0.26081,3.4097,4.432,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Male,75+,Non-Hispanic White,218,5843442,3.7307,0.25267,3.2354,4.2259,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Male,75+,Non-Hispanic White,220,5909653,3.7227,0.25099,3.2308,4.2147,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Male,75+,Non-Hispanic White,217,5964224,3.6384,0.24699,3.1543,4.1225,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Male,75+,Non-Hispanic White,248,6005509,4.1295,0.26223,3.6156,4.6435,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Male,75+,Non-Hispanic White,251,6064065,4.1391,0.26126,3.6271,4.6512,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Male,75+,Non-Hispanic White,242,6187127,3.9113,0.25143,3.4185,4.4042,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Male,75+,Non-Hispanic White,243,6269130,3.8761,0.24865,3.3888,4.3635,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Male,75+,Non-Hispanic White,295,6387336,4.6185,0.2689,4.0915,5.1456,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Male,75+,Non-Hispanic White,270,6504800,4.1508,0.25261,3.6557,4.6459,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Male,75+,Non-Hispanic White,291,6618453,4.3968,0.25774,3.8916,4.902,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Male,75+,Non-Hispanic White,278,6751485,4.1176,0.24696,3.6336,4.6017,,,,,,19.6925,19.7851,"per 100,000 population"
