Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
02/21/2020,BUIC,4D,,WHI,BP50748,IL,10300 S. Doty,(773) 568-8495,2897266
02/26/2020,SATU,LL,,BLK,BA30751,IL,701 N. Sacramento,(773) 265-7605,6984039
03/06/2020,HOND,4D,,GRY,AG34922,IL,701 N. Sacramento,(773) 265-7605,6984999
03/15/2020,HOND,4D,,TAN,BTY999,IN,10300 S. Doty,(773) 568-8495,2899098
02/20/2020,BUIC,4D,,GLD,BF27698,IL,10300 S. Doty,(773) 568-8495,2897262
02/12/2020,CHEV,LL,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6982708
02/20/2020,BUIC,LL,,GRY,BR97128,IL,10300 S. Doty,(773) 568-8495,2897264
03/16/2020,CHEV,4D,,DBL,BP40413,IL,400 E. Lower Wacker,(312) 744-7550,0222151
03/03/2020,VOLK,LL,,MAR,AX14415,IL,10300 S. Doty,(773) 785-9752,1720004
02/20/2020,NISS,LL,,WHI,BQ57005,IL,10300 S. Doty,(773) 568-8495,2897263
02/22/2020,OLDS,2D,,BLK,AEZ3775,WI,701 N. Sacramento,(773) 265-7605,6983674
03/08/2020,CHEV,PK,,RED,2323001B,IL,10300 S. Doty,(773) 568-8495,2898550
02/24/2020,CHRY,4D,,GRY,RRD9897,GA,10300 S. Doty,(773) 568-8495,2897483
02/13/2020,BMW,4D,,WHI,BA63362,IL,10300 S. Doty,(773) 568-8495,2896688
02/24/2020,TOYO,LL,,BLK,BH18624,IL,701 N. Sacramento,(773) 265-7605,6983936
02/24/2020,HYUN,4D,,BLK,AK19628,IL,701 N. Sacramento,(773) 265-7605,6983933
02/20/2020,ACUR,LL,,BLK,AX27569,IL,10300 S. Doty,(773) 568-8495,2897261
03/15/2020,FORD,VN,,WHI,BH81232,IL,10300 S. Doty,(773) 568-8495,2899111
03/17/2020,HOND,4D,,WHI,BE49900,IL,400 E. Lower Wacker,(312) 744-7550,0222153
02/28/2020,DODG,4D,,BLU,S281684,IL,701 N. Sacramento,(773) 265-7605,6984187
02/21/2020,NISS,4D,,BLK,AJ96310,IL,10300 S. Doty,(773) 568-8495,2897269
03/07/2020,OLDS,4D,,MAR,403ZTM,KY,10300 S. Doty,(773) 568-8495,2898409
02/21/2020,SATR,4D,,SIL,BW25658,IL,10300 S. Doty,(773) 568-8495,2897268
03/07/2020,KIA,VN,,GRY,2421636,IL,10300 S. Doty,(773) 568-8495,2898408
02/23/2020,PORS,LL,,GRY,AX97330,IL,701 N. Sacramento,(773) 265-7605,6983721
03/07/2020,OLDS,4D,,MAR,ISN080,IA,701 N. Sacramento,(773) 265-7605,6985000
02/23/2020,FORD,LL,,BLU,BN72010,IL,10300 S. Doty,(773) 568-8495,2897409
03/17/2020,SATR,4D,,GLD,866NVB,MN,10300 S. Doty,(773) 568-8495,2899268
02/18/2020,FORD,4D,,WHI,R861422,IL,701 N. Sacramento,(773) 265-1846,1539946
03/13/2020,CHEV,4T,,SIL,,IL,10300 S. Doty,(773) 568-8495,2898910
02/23/2020,PONT,4D,,SIL,999U572,IL,701 N. Sacramento,(773) 265-7605,6983726
03/13/2020,DODG,VN,,SIL,,IL,10300 S. Doty,(773) 568-8495,2898954
02/21/2020,TOYT,4D,,SIL,BL91501,IL,10300 S. Doty,(773) 568-8495,2897270
02/21/2020,ACUR,LL,,GRY,718971,IL,701 N. Sacramento,(773) 265-7605,6983453
02/12/2020,HOND,4D,,BLK,H359115,IL,10300 S. Doty,(773) 568-8495,2896618
03/13/2020,NIAG,4D,,GRY,Q465974,IL,10300 S. Doty,(773) 568-8495,2898955
02/13/2020,CHEV,4D,,BRZ,AH94089,IL,10300 S. Doty,(773) 568-8495,2896715
03/15/2020,CHEV,LL,,BLK,AD79596,IL,10300 S. Doty,(773) 568-8495,2899110
03/13/2020,SATU,LL,,SIL,915342,IL,10300 S. Doty,(773) 568-8495,2898960
02/11/2020,DODG,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2896509
02/21/2020,DODG,4D,,SIL,Q148860,IL,10300 S. Doty,(773) 568-8495,2897271
02/21/2020,PONT,4D,,BGE,4038WS,IL,10300 S. Doty,(773) 568-8495,2897272
03/08/2020,NISS,4D,,GRY,BP25485,IL,10300 S. Doty,(773) 568-8495,2898548
03/08/2020,JEEP,4D,,BLU,BU69846,IL,10300 S. Doty,(773) 568-8495,2898556
03/13/2020,HOND,4D,,WHI,BH34650,IL,10300 S. Doty,(773) 568-8495,2898959
03/15/2020,VOLK,4T,,SIL,941U403,IL,10300 S. Doty,(773) 568-8495,2899108
02/21/2020,CHEV,4D,,GRY,Z457393,IL,10300 S. Doty,(773) 568-8495,2897275
03/17/2020,TOYT,4D,,SIL,BF33295,IL,701 N. Sacramento,(773) 265-7605,6986059
02/21/2020,DODG,VN,,GRY,BH25079,IL,701 N. Sacramento,(773) 265-7605,6983455
02/18/2020,JEEP,LL,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1539949
02/14/2020,KIA,4H,,SIL,764296,IL,400 E. Lower Wacker,(312) 744-7550,0220419
02/24/2020,TOYT,4D,,RED,P677590,IL,701 N. Sacramento,(773) 265-7605,6983934
02/21/2020,NISS,LL,,GRY,HPR941,IA,10300 S. Doty,(773) 568-8495,2897274
03/03/2020,JEEP,LL,,SIL,ZY92750,IL,10300 S. Doty,(773) 568-8495,2898225
03/07/2020,HYUN,4D,,BLU,BR85921,IL,701 N. Sacramento,(773) 265-7605,6985005
03/13/2020,TOYT,4D,,GRY,Z648921,IL,10300 S. Doty,(773) 568-8495,2898952
02/18/2020,PONT,4D,,MAR,,IL,701 N. Sacramento,(773) 265-7605,6983239
02/15/2020,NISS,4D,,BLU,AS82684,IL,701 N. Sacramento,(773) 265-7605,6982842
02/23/2020,CHRY,4D,,RED,AL64529,IL,10300 S. Doty,(773) 568-8495,2897414
03/07/2020,BUIC,4D,,RED,240V906,IL,701 N. Sacramento,(773) 265-7605,6985008
03/10/2020,VOLK,4D,,BLU,BQ62126,IL,10300 S. Doty,(773) 568-8495,2898678
02/23/2020,FORD,PK,,BLK,2607514B,IL,10300 S. Doty,(773) 568-8495,2897413
02/11/2020,GMC,LL,,TAN,BT14956,IL,701 N. Sacramento,(773) 265-7605,6982564
02/23/2020,NISS,4T,,SIL,BA46124,IL,701 N. Sacramento,(773) 265-7605,6983728
02/23/2020,LINC,4D,,BLK,469U745,IL,701 N. Sacramento,(773) 265-7605,6983731
03/07/2020,FORD,4D,,BLU,BW14162,IL,701 N. Sacramento,(773) 265-7605,6985021
02/23/2020,HYUN,LL,,BLK,180V836,IL,701 N. Sacramento,(773) 265-7605,6983732
03/07/2020,FORD,2T,,SIL,2170701,IL,701 N. Sacramento,(773) 265-7605,6985023
03/13/2020,CHEV,LL,,TAN,,IL,10300 S. Doty,(773) 568-8495,2898962
03/13/2020,DODG,4D,,BLK,BR35981,IL,10300 S. Doty,(773) 568-8495,2898968
03/13/2020,DODG,4D,,BLK,BR35981,IL,10300 S. Doty,(773) 568-8495,2898968
02/18/2020,CHEV,LL,,BLK,BW33953,IL,10300 S. Doty,(773) 568-8495,2897117
02/18/2020,HOND,VN,,GRY,,IL,10300 S. Doty,(773) 568-8495,2897118
02/18/2020,HOND,4D,,WHI,BL88287,IL,10300 S. Doty,(773) 568-8495,2897116
03/08/2020,LEXS,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6985340
02/11/2020,PONT,4D,,SIL,BN76473,IL,10300 S. Doty,(773) 568-8495,2896503
03/13/2020,DODG,4D,,BLK,BR35981,IL,10300 S. Doty,(773) 568-8495,2898968
03/07/2020,PONT,4D,,GRY,DL3671A,IL,701 N. Sacramento,(773) 265-7605,6985020
02/14/2020,BUIC,4T,,BLK,,IL,10300 S. Doty,(773) 568-8495,2896753
03/13/2020,DODG,PK,,GRN,2458287,IL,10300 S. Doty,(773) 568-8495,2898967
03/13/2020,INFI,LL,,SIL,LDPU73,FL,10300 S. Doty,(773) 568-8495,2898963
03/13/2020,CHRY,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2898961
02/18/2020,CHEV,4D,,WHI,569KHB,IL,10300 S. Doty,(773) 568-8495,2897115
03/03/2020,INFI,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2898238
02/23/2020,HYUN,4T,,BLU,BN45347,IL,10300 S. Doty,(773) 568-8495,2897418
02/23/2020,NISS,4D,,RED,ZY62108,IL,10300 S. Doty,(773) 568-8495,2897416
03/07/2020,CHRY,2D,,SIL,BT88318,IL,10300 S. Doty,(773) 568-8495,2898411
02/23/2020,NISS,LL,,BLK,R842436,IL,701 N. Sacramento,(773) 265-7605,6983756
03/07/2020,CHEV,4D,,WHI,BW38349,IL,701 N. Sacramento,(773) 265-7605,6985014
02/23/2020,NISS,4T,,WHI,BU49441,IL,701 N. Sacramento,(773) 265-7605,6983752
02/13/2020,TOYT,LL,,GRY,BG88462,IL,10300 S. Doty,(773) 568-8495,2896670
02/26/2020,BMW,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2897595
02/23/2020,HYUN,4T,,BLU,IFC265,SC,701 N. Sacramento,(773) 265-7605,6983751
03/10/2020,CHEV,2D,,SIL,BK12069,IL,10300 S. Doty,(773) 568-8495,2898679
02/23/2020,INFI,4T,,BLK,AX95831,IL,701 N. Sacramento,(773) 265-7605,6983734
02/12/2020,CHEV,LL,,TAN,AE25321,IL,701 N. Sacramento,(773) 265-7605,6982705
02/15/2020,FORD,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6982852
02/26/2020,VOLV,4T,,SIL,BF41813,IL,701 N. Sacramento,(773) 265-7605,6984041
03/07/2020,HOND,4T,,SIL,H173437,IL,701 N. Sacramento,(773) 265-7605,6985093
03/08/2020,DODG,LL,,LBL,Z991684,IL,10300 S. Doty,(773) 568-8495,2898562
03/03/2020,TOYT,4D,,GRY,AMKX596,B1,400 E. Lower Wacker,(312) 744-7550,0221438
03/03/2020,LEXS,4D,,GLD,,IL,10300 S. Doty,(773) 568-8495,2898245
03/08/2020,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2898561
02/11/2020,FORD,PK,,BLK,2349092B,IL,701 N. Sacramento,(773) 265-7605,6982629
02/27/2020,CHEV,4T,,SIL,BB16330,IL,10300 S. Doty,(773) 568-8495,2897703
03/04/2020,NISS,4D,,SIL,00242435,IL,10300 S. Doty,(773) 568-8495,2898248
02/11/2020,SATR,2D,,WHI,G844596,IL,701 N. Sacramento,(773) 265-1846,1539926
02/14/2020,DODG,LL,,GRY,,IL,10300 S. Doty,(773) 785-9752,1719979
02/14/2020,NISS,4D,,GRY,699U942,IL,701 N. Sacramento,(773) 265-1846,1539940
03/07/2020,TOYT,4T,,SIL,BARACK5,IL,701 N. Sacramento,(773) 265-7605,6985026
02/14/2020,JEEP,LL,,GRY,BB94340,IL,701 N. Sacramento,(773) 265-7605,6982792
03/07/2020,JEEP,LL,,GRY,AN80671,IL,701 N. Sacramento,(773) 265-7605,6985028
02/26/2020,BMW,LL,,BLK,BE37946,IL,10300 S. Doty,(773) 568-8495,2897592
03/15/2020,PONT,4D,,RED,973MJT,IN,10300 S. Doty,(773) 568-8495,2899119
02/26/2020,CHEV,PK,,TAN,13102VB,IL,10300 S. Doty,(773) 568-8495,2897596
03/09/2020,FORD,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2898565
02/23/2020,FORD,4T,,SIL,Z963448,IL,701 N. Sacramento,(773) 265-7605,6983749
02/29/2020,HOND,VN,,BLU,Q526661,IL,701 N. Sacramento,(773) 265-7605,6984333
03/04/2020,MITS,4D,,BLK,BT40144,IL,10300 S. Doty,(773) 568-8495,2898252
02/23/2020,CHEV,4T,,GRY,BR68447,IL,701 N. Sacramento,(773) 265-7605,6983753
02/23/2020,INFI,LL,,GRY,968U907,IL,701 N. Sacramento,(773) 265-7605,6983755
02/23/2020,MAZD,4T,,RED,BT26489,IL,701 N. Sacramento,(773) 265-7605,6983754
03/10/2020,CHEV,4D,,GRY,BV44529,IL,10300 S. Doty,(773) 568-8495,2898681
02/18/2020,FORD,VN,,MAR,1357595,IL,10300 S. Doty,(773) 785-9752,1719983
03/10/2020,BUIC,4D,,BLK,E868096,IL,10300 S. Doty,(773) 568-8495,2898680
02/14/2020,CHEV,4D,,GRN,R984964,IL,10300 S. Doty,(773) 568-8495,2896797
03/09/2020,KIA,4D,,SIL,184V886,IL,10300 S. Doty,(773) 568-8495,2898564
02/18/2020,NISS,LL,,BLU,AX62043,IL,701 N. Sacramento,(773) 265-7605,6983243
02/21/2020,TOYT,2D,,BLK,K948165,IN,10300 S. Doty,(773) 568-8495,2897277
02/13/2020,PONT,4D,,BGE,,IL,701 N. Sacramento,(773) 265-7605,6982718
02/18/2020,MERZ,4D,,BLK,BA21450,IL,701 N. Sacramento,(773) 265-7605,6983241
03/07/2020,BUIC,4T,,GRY,BG93257,IL,701 N. Sacramento,(773) 265-7605,6985030
02/24/2020,CHRY,VN,,MAR,L590249,IL,701 N. Sacramento,(773) 265-7605,6983931
02/12/2020,HYUN,LL,,SIL,P644615,IL,10300 S. Doty,(773) 568-8495,2896609
02/14/2020,DODG,VN,,RED,BD46273,IL,400 E. Lower Wacker,(312) 744-7550,0220428
03/10/2020,CHEV,4D,,GRN,BA80587,IL,10300 S. Doty,(773) 568-8495,2898688
02/26/2020,AUDI,4T,,GRY,BG85773,IL,701 N. Sacramento,(773) 265-7605,6984045
02/26/2020,NISS,PK,,BLK,JNT9801,TX,701 N. Sacramento,(773) 265-7605,6948049
02/21/2020,CHEV,LL,TK,WHI,AN55968,IL,10300 S. Doty,(773) 568-8495,2897265
03/17/2020,SATR,4D,,GLD,AN59188,IL,701 N. Sacramento,(773) 265-7605,6986075
02/23/2020,NISS,4T,,BLK,9JZTC,TX,701 N. Sacramento,(773) 265-7605,6983766
03/09/2020,NISS,4D,,GRN,AL20690,IL,701 N. Sacramento,(773) 265-7605,6985348
02/23/2020,HOND,LL,,GLD,BD93307,IL,701 N. Sacramento,(773) 265-7605,6983769
03/17/2020,JEEP,LL,,GRY,BM15352,IL,701 N. Sacramento,(773) 265-7605,6986077
03/09/2020,GMC,LL,,MAR,263V801,IL,701 N. Sacramento,(773) 265-7605,6985349
02/12/2020,NISS,LL,,BLK,BE63178,IL,701 N. Sacramento,(773) 265-7605,6982704
02/14/2020,CHRY,4D,,BLK,BR89917,IL,400 E. Lower Wacker,(312) 744-7550,0220398
03/17/2020,TOYT,4D,,TAN,BA33993,IL,701 N. Sacramento,(773) 265-7605,6986076
02/14/2020,KIA,4D,,SIL,BL86052,IL,10300 S. Doty,(773) 568-8495,2896760
03/01/2020,BUIC,4D,,TAN,145V525,IL,701 N. Sacramento,(773) 265-7605,6984406
03/17/2020,TOYT,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2899281
03/09/2020,CHEV,LL,,SIL,BT70128,IL,701 N. Sacramento,(773) 265-7605,6985347
02/18/2020,KIA,LL,,SIL,BD65726,IL,10300 S. Doty,(773) 568-8495,2897140
02/15/2020,FORD,4D,,BLK,BN93226,IL,10300 S. Doty,(773) 568-8495,2896885
02/26/2020,HOND,VN,,MAR,BM36656,IL,701 N. Sacramento,(773) 265-7605,6984048
02/23/2020,NISS,4T,,BLK,BE22668,IL,701 N. Sacramento,(773) 265-7605,6983768
03/09/2020,CHEV,4D,,WHI,UWS5669,VA,701 N. Sacramento,(773) 265-7605,6985350
03/09/2020,NISS,4D,,SIL,135V036,IL,701 N. Sacramento,(773) 265-7605,6985353
03/04/2020,VOLV,4D,,RED,BV30532,IL,10300 S. Doty,(773) 568-8495,2898253
02/28/2020,MERC,4D,,TAN,BH80554,IL,10300 S. Doty,(773) 568-8495,2897843
02/23/2020,GMC,PK,,MAR,2387549B,IL,701 N. Sacramento,(773) 265-7605,6983764
02/15/2020,DODG,4D,,RED,AV87189,IL,10300 S. Doty,(773) 568-8495,2896837
02/23/2020,NISS,PK,,WHI,1697564B,IL,701 N. Sacramento,(773) 265-7605,6983760
02/28/2020,HOND,4D,,LBL,BL83997,IL,701 N. Sacramento,(773) 265-7605,6984198
02/15/2020,SATR,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,6982937
02/21/2020,HYUN,4D,,GRY,ZZ48392,IL,701 N. Sacramento,(773) 265-7605,6983470
02/18/2020,FORD,4D,,GRY,BL51408,IL,10300 S. Doty,(773) 568-8495,2897141
02/23/2020,DODG,PK,,BGE,2818692B,IL,701 N. Sacramento,(773) 265-7605,6983770
02/23/2020,DODG,2T,,GRY,FP104121,IL,701 N. Sacramento,(773) 265-7605,6983765
02/23/2020,VOLK,LL,,BLK,BR88104,IL,701 N. Sacramento,(773) 265-7605,6983761
02/23/2020,TOYT,LL,,BLK,JMCMPM3,IL,701 N. Sacramento,(773) 265-7605,6983767
03/17/2020,LEXS,4D,,WHI,BU84936,IL,10300 S. Doty,(773) 568-8495,2899282
02/23/2020,VOLK,4D,,WHI,N309464,IL,701 N. Sacramento,(773) 265-7605,6983758
03/10/2020,CHEV,4D,,GLD,AS54173,IL,10300 S. Doty,(773) 568-8495,2898689
02/13/2020,CHEV,4D,,RED,Z841839,IL,701 N. Sacramento,(773) 265-7605,6982769
03/10/2020,TOYT,4D,,GRY,AK31551,IL,10300 S. Doty,(773) 568-8495,2898690
03/13/2020,CHEV,MC,,SIL,AG57220,IL,10300 S. Doty,(773) 785-9752,1720034
02/15/2020,CHEV,4D,,BLK,N965658,IL,400 E. Lower Wacker,(312) 744-7550,0220434
02/11/2020,CHEV,4D,,RED,,IL,701 N. Sacramento,(773) 265-1846,1539923
03/17/2020,DODG,PK,,GRY,2349167B,IL,701 N. Sacramento,(773) 265-7605,6986079
02/18/2020,NISS,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2897142
02/11/2020,JAGU,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2896512
03/13/2020,HOND,4D,,WHI,AL65054,IL,10300 S. Doty,(773) 568-8495,2898969
03/17/2020,KIA,LL,,WHI,9443445,IL,701 N. Sacramento,(773) 265-7605,6986114
02/24/2020,CHEV,4D,,BLU,HQS6251,OH,701 N. Sacramento,(773) 265-7605,6983938
02/24/2020,NISS,SW,,WHI,AN24152,IL,701 N. Sacramento,(773) 265-7605,6983937
02/24/2020,TOYO,4D,,BLK,VICIDD,IL,701 N. Sacramento,(773) 265-7605,6983932
02/24/2020,NISS,4D,,GRN,BZ42274,IL,701 N. Sacramento,(773) 265-7605,6983939
03/01/2020,HYUN,LL,,SIL,AL94404,IL,10300 S. Doty,(773) 568-8495,2898039
02/14/2020,HOND,LL,,GRY,MADDN21,IL,400 E. Lower Wacker,(312) 744-7550,0220387
02/26/2020,HOND,4D,,BLU,BD22523,IL,701 N. Sacramento,(773) 265-7605,6984050
02/26/2020,CHEV,4T,,RED,N514064,IL,10300 S. Doty,(773) 568-8495,2897598
02/26/2020,VOLK,2T,,BLK,8E26W5,IL,10300 S. Doty,(773) 568-8495,2897597
02/18/2020,FORD,LL,,BLU,BF31117,IL,10300 S. Doty,(773) 568-8495,2897149
03/01/2020,HYUN,4D,,BLU,AY76502,IL,10300 S. Doty,(773) 568-8495,2898085
02/28/2020,FORD,LL,,BLK,BG75189,IL,10300 S. Doty,(773) 568-8495,2897838
03/11/2020,NISS,4D,,WHI,AY77084,IL,701 N. Sacramento,(773) 265-7605,6985498
02/23/2020,ACUR,4T,,BLK,BX19753,IL,701 N. Sacramento,(773) 265-7605,6983779
03/13/2020,FORD,LL,,BLU,191V604,IL,10300 S. Doty,(773) 568-8495,2898971
03/11/2020,GEO,4D,,WHI,S483897,IL,701 N. Sacramento,(773) 265-7605,6985497
03/07/2020,HOND,2D,,BLK,N698713,IL,701 N. Sacramento,(773) 265-7605,6985031
03/15/2020,BMW,2T,,GRY,BP44666,IL,701 N. Sacramento,(773) 265-7605,6985886
02/26/2020,BUIC,LL,,BLK,BM47305,IL,10300 S. Doty,(773) 568-8495,2897604
02/14/2020,SATR,4D,,PLE,307U634,IL,701 N. Sacramento,(773) 265-7605,6982787
02/23/2020,BMW,4D,,SIL,BY36866,IL,10300 S. Doty,(773) 568-8495,2897420
03/01/2020,FORD,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2898037
02/12/2020,HYUN,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2896622
02/23/2020,NISS,LL,,GRY,EBV4478,MI,701 N. Sacramento,(773) 265-7605,6983774
02/21/2020,ALFA,4D,,SIL,AT24407,IL,10300 S. Doty,(773) 568-8495,2897295
02/28/2020,NISS,4D,,BLU,R991806,IL,10300 S. Doty,(773) 568-8495,2897847
02/23/2020,CHEV,4T,,GRY,BN91795,IL,701 N. Sacramento,(773) 265-7605,6983778
02/21/2020,JEEP,LL,,GRY,N493653,IL,701 N. Sacramento,(773) 265-7605,6983475
03/07/2020,TOYT,4D,,GRY,V788541,IL,10300 S. Doty,(773) 568-8495,2898440
02/18/2020,FORD,4D,,GRY,R403482,IL,400 E. Lower Wacker,(312) 744-7550,0220704
03/07/2020,CHRY,4D,,TAN,AW93837,IL,701 N. Sacramento,(773) 265-7605,6985035
03/01/2020,DODG,4D,,WHI,CVO754,OK,400 E. Lower Wacker,(312) 744-7550,0221300
03/11/2020,VOLK,4D,,LGR,BF43673,IL,701 N. Sacramento,(773) 265-7605,6985503
03/01/2020,CHEV,4D,,GRY,AP36029,IL,10300 S. Doty,(773) 568-8495,2898094
03/01/2020,HYUN,2D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2898088
03/11/2020,BUIC,4D,,DBL,BK45135,IL,701 N. Sacramento,(773) 265-7605,6985504
02/13/2020,SUBA,4T,,SIL,AG35423,IL,701 N. Sacramento,(773) 265-7605,6982752
02/15/2020,HOND,4D,,BLK,BT42210,IL,701 N. Sacramento,(773) 265-7605,6982850
02/24/2020,HOND,4D,,BLK,BC74334,IL,701 N. Sacramento,(773) 265-7605,6983941
02/24/2020,NISS,4D,,BLK,Y760663,IL,701 N. Sacramento,(773) 265-7605,6983942
02/24/2020,CHEV,4D,,BLU,ZV74708,IL,10300 S. Doty,(773) 568-8495,2897507
02/24/2020,TOYO,4D,,RED,P677590,IL,701 N. Sacramento,(773) 265-7605,6983934
03/11/2020,TOYO,4D,,SIL,BN34168,IL,10300 S. Doty,(773) 568-8495,2898701
03/15/2020,NISS,4T,,TAN,G974169,IL,10300 S. Doty,(773) 568-8495,2899123
02/11/2020,CHRY,4D,,BLK,AV22387,IL,701 N. Sacramento,(773) 265-1846,1539921
03/13/2020,HYUN,4D,,BLK,2272490,IN,10300 S. Doty,(773) 568-8495,2898975
02/23/2020,BUIC,4T,,WHI,AS23374,IL,701 N. Sacramento,(773) 265-7605,6983783
03/17/2020,JEEP,LL,,WHI,BG86974,IL,701 N. Sacramento,(773) 265-1846,1540055
02/23/2020,DODG,LL,,PLE,AN97419,IL,701 N. Sacramento,(773) 265-7605,6983737
02/21/2020,TOYT,4D,,WHI,BN85653,IL,701 N. Sacramento,(773) 265-7605,6983474
03/17/2020,TOYT,4D,,BLU,705RNH,IN,10300 S. Doty,(773) 568-8495,2899284
03/15/2020,MERC,4D,,BLK,BW80231,IL,701 N. Sacramento,(773) 265-7605,6985866
03/13/2020,FORD,2D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6985642
03/01/2020,CHRY,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2898093
03/01/2020,NISS,LL,,SIL,Q858761,IL,701 N. Sacramento,(773) 265-7605,6984413
03/07/2020,CHEV,4D,,WHI,YNLG1,IN,701 N. Sacramento,(773) 265-7605,6985036
03/13/2020,CHEV,PK,,TAN,2524332B,IL,10300 S. Doty,(773) 568-8495,2898919
03/07/2020,ACUR,4D,,GRY,S163123,IL,701 N. Sacramento,(773) 265-7605,6985095
02/11/2020,PONT,LL,,WHI,147V287,IL,10300 S. Doty,(773) 568-8495,486453
02/23/2020,VOLK,SW,,BLK,Q146492,IL,701 N. Sacramento,(773) 265-7605,6983781
02/13/2020,JEEP,LL,,BLK,BX52311,IL,701 N. Sacramento,(773) 265-7605,6982775
03/13/2020,TOYT,4D,,BLK,BH22242,IL,701 N. Sacramento,(773) 265-7605,6985640
03/13/2020,NISS,4D,,BLK,BH50077,IL,10300 S. Doty,(773) 568-8495,2898922
03/13/2020,DODG,LL,,RED,BH93920,IL,10300 S. Doty,(773) 568-8495,2898923
03/13/2020,DODG,4D,,RED,E349084,IL,10300 S. Doty,(773) 568-8495,2898929
02/23/2020,MAZD,LL,,WHI,BC68605,IL,701 N. Sacramento,(773) 265-7605,6983736
02/15/2020,MITS,4D,,SIL,BX52335,IL,10300 S. Doty,(773) 568-8495,2896890
03/01/2020,TOYT,4D,,WHI,AR73281,IL,10300 S. Doty,(773) 568-8495,2897909
02/23/2020,FORD,LL,,WHI,XCL70,IL,701 N. Sacramento,(773) 265-7605,6983780
03/11/2020,CHEV,LL,,GRY,167V193,IL,10300 S. Doty,(773) 568-8495,2898702
03/03/2020,INFI,LL,,BLK,BR82719,IL,701 N. Sacramento,(773) 265-7605,486702
02/26/2020,DODG,4T,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6984077
02/27/2020,CHRY,VN,,GRY,Q476132,IL,10300 S. Doty,(773) 568-8495,2897707
02/27/2020,FORD,4D,,SIL,AR31804,IL,10300 S. Doty,(773) 568-8495,2897699
02/28/2020,PONT,4D,,BLK,AW85445,IL,10300 S. Doty,(773) 568-8495,2897842
03/13/2020,FORD,LL,,WHI,RCM1712,GA,10300 S. Doty,(773) 568-8495,2898926
02/27/2020,HOND,4D,,BGE,BK19526,IL,701 N. Sacramento,(773) 265-7605,6984115
03/13/2020,DODG,4D,,SIL,BF29425,IL,10300 S. Doty,(773) 568-8495,2898930
03/13/2020,GMC,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2898924
02/23/2020,NISS,SW,,BLK,Q375313,IL,701 N. Sacramento,(773) 265-7605,6983784
02/27/2020,HOND,4D,,GRY,BM13357,IL,10300 S. Doty,(773) 568-8495,2897701
02/23/2020,VOLV,LL,,GRY,HDN2950,OH,701 N. Sacramento,(773) 265-7605,6983782
02/18/2020,MAZD,4D,,BGE,,IL,10300 S. Doty,(773) 568-8495,2897143
02/23/2020,FORD,LL,,GLD,BE76119,IL,701 N. Sacramento,(773) 265-7605,6983791
03/13/2020,CHRY,4D,,GLD,IHE686,IA,701 N. Sacramento,(773) 265-1846,1540047
02/23/2020,NISS,4D,,GRY,BU18141,IL,701 N. Sacramento,(773) 265-7605,6983795
03/01/2020,CHEV,4D,,WHI,BY60587,IL,10300 S. Doty,(773) 568-8495,2897959
03/11/2020,BUIC,4D,,WHI,3612841,IL,10300 S. Doty,(773) 568-8495,2898711
03/17/2020,INFI,4D,,WHI,BU97174,IL,701 N. Sacramento,(773) 265-1846,1540054
03/09/2020,TOYT,4D,,BLU,BF20880,IL,701 N. Sacramento,(773) 265-7605,6985359
03/07/2020,FORD,LL,,GRY,P209993,IL,701 N. Sacramento,(773) 265-7605,6985103
03/07/2020,CHEV,4D,,BLU,,,10300 S. Doty,(773) 568-8495,2898418
03/04/2020,ACUR,4D,,WHI,BL24799,IL,701 N. Sacramento,(773) 265-7605,6984680
02/14/2020,CHRY,4D,,MAR,519920,IL,10300 S. Doty,(773) 568-8495,2896808
02/26/2020,TOYT,4T,,SIL,AHB6201,IL,10300 S. Doty,(773) 568-8495,2897620
02/26/2020,HYUN,4T,,GRY,AY40500,IL,10300 S. Doty,(773) 568-8495,2897623
02/13/2020,MERC,4D,,GRN,AD58944,IL,10300 S. Doty,(773) 785-9752,1719974
02/12/2020,HYUN,4D,,BLK,BE89674,IL,10300 S. Doty,(773) 568-8495,2896524
