PropNum,Prop ID,Boro,AMPSDistrict,Prop Name,Site Name,Prop Location,Site Location,Acres,Category,Sub-Category,Rated,Reason Not Rated,Council District,ZipCode,COMMUNITYBOARD,Jurisdiction,NYSAssembly,NYSSenate,USCongress,Precinct,ComfortStation,PermitDistrict,GISBoro,GIS Site Location
X297,X297,X,04,GARDEN OF EDEN,,CORNER OF E. 173RD ST AND WEEKS AVE,E 173 St And Weeks Ave,0.207,Small Park,To Be Determined,0,,15,10457,204,DPR,86,33,15,44,0,X-04,X,E 173 St bet. Weeks Av and Monroe Av
X126,X126-ZN01,X,10,FERRY POINT PARK,,"WESTCHESTER CR, SCHLEY, EMERSON AVES, EAST RIVER","Schley Ave, Hutchinson River Pkwy Service Rd, to Ballfields",6.287,Large Park,Large Park Zone,1,,13,10465,210,DPR,82,34,14,45,0,,X,"Schley Ave, Hutchinson River Pkwy Service Rd, to Ballfields"
QZ574,QZ574,Q,13,GREENSTREET,,141 AVE BET. 224 ST & 225 ST,141 Ave Bet. 224 St & 225 St,0.007,Greenstreet,Type 2,0,Just trees (type 2).,31,11413,413,DOT,29,14,5,105,0,,Q,141 Av Bet 224 St & 225 St
M037,M037-09,M,12A,HIGHBRIDGE PARK,,"W 155 & DYCKMAN STS, EDGECOMBE & AMSTERDAM AVES","Ft George, St Nicholas Aves",0.396,Small Park,Plgd Within Park,1,,10,10040,112,DPR,72,31,13,34,0,,M,"Ft George, St Nicholas Aves"
R065,R065-ZN10B,R,02,S.I. GREENBELT,,STATEN ISLAND EXWY TO PAGE AVE,"Combs Av, Clarke Av, Richmond Rd, Riedel Av",22.525,Large Park,Large Park Zone,1,,50,10306,503,DPR,62,24,11,122,0,,R,"Combs Av, Clarke Av, Richmond Rd, Riedel Ave"
QZ251,QZ251,Q,03,GREENSTREET,,34TH AVE MALLS (10),34th Ave Malls (10),0.039,Greenstreet,Type 2,0,Just trees (type 2).,25,11372,403,DOT,34,13,14,115,0,,Q,34 Av Bet 70 St & 71 St
QZ275,QZ275,Q,03,GREENSTREET,,ASTORIA BLVD & 31 AVE & 103 ST,Astoria Blvd & 31 Ave & 103 St,0.038,Greenstreet,Type 1,1,,21,11369,403,DOT,35,13,14,115,0,,Q,Astoria Bl & 31 Av & 103 St
Q360M,Q360M,Q,05,FRONTERA PARK,,58 AVE BET BROWN PL & 69 ST,58 Ave Bet Brown Pl & 69 St,1.47,Small Park,Neighborhood Plgd,1,,30,11378,405,DPR,30,15,6,104,1,Q-05,Q,58 Ave. bet. Brown Pl. and 69 St.
M070,M070,M,08,PARK (QUEENSBORO OVAL),,"YORK AVE, BTW E 59 TO E 60 STS","York Ave, Btw E 59 To E 60 Sts",1.239,Small Park,Neighborhood Park,1,,5,10022,108,DPR/CDOT,73,28,12,19,0,M-08,M,"West of York Ave., E 59 St. To E 60 St."
BZ17,BZ17,B,16,GREENSTREET,,EAST NEW YORK AVE/RALPH AVE/UNION ST,"East New York Ave, ralph Ave, union St",0.032,Greenstreet,Type 1,1,,41,11233,316,DOT,55,20,9,73,0,,B,"East New York Ave, Ralph Ave, and Union St"
R135,R135-01,R,03,GREAT KILLS PARK,,"HYLAN BLVD, BET. RETFORD AVE. AND TENNYSON DR.","Armstrong Ave, Tennyson Dr",0.105,Small Park,Plgd Within Park,0,"As of 2017, site removed by DOT (was not on Parks property) AB.",51,10308,503,DPR,64,24,11,122,0,,R,"Armstrong Ave, Tennyson Dr"
R086,R086,R,01,DAVIS PLGD,,"CRESCENT AVE, BISMARK CT, BEECHWOOD","Dead-end Bismark Ct, Crescent Av",0.949,Small Park,JOP,1,,49,10301,501,DPR/DOE,61,23,11,120,0,R-01,R,"Jersey St., Crescent Ave., Layton Ave., Beechwood Ave."
XZ223,XZ223,X,10,GREENSTREET,,CO-OP CITY BLVD BET. ASCH LOOP & PEAR TREE AVE (7) (7TH SITE FROM THE SOUTH END),Co-op City Blvd Bet. Asch Loop & Pear Tree Ave (7) (7th Site From The South End),0.031,Greenstreet,Type 2,0,Just trees (type 2).,12,10475,210,DOT,82,"36, 34",16,45,0,,X,Co-op City Blvd. And Bellamy Loop
BZ353,BZ353,B,06,GREENSTREET,,GOWANUS CANAL & DEGRAW ST & NEVINS ST (NORTH),Gowanus Canal & Degraw St & Nevins St (north),0.018,Greenstreet,Type 1,1,,33,11217,306,DOT,52,25,7,78,0,,B,Gowanus Canal & Degraw St & Nevins St (n)
M037,MR-13,M,13,Highbridge,,,2301 Amsterdam Avenue,,Small Center,Recreation Center,1,,10,10032,112,DPR,72,31,13,33,0,,M,2301 Amsterdam Avenue
BZ291,BZ291,B,11,GREENSTREET,,BAY 16TH ST & NEW UTRECHT AVE & 82ND ST,Bay 16th St & New Utrecht Ave & 82nd St,0.128,Greenstreet,Type 1,1,,50,11214,311,DOT,47,23,10,62,0,,B,Bay 16th St & New Utrecht Ave & 82nd St
Q156,QZ864,Q,05,Greenstreet,,Forest Av & Fairview Ave & Putname Ave,Forest Av & Fairview Ave & Putname Ave,0.023,Greenstreet,,0,,30,11385,405,DOT,37,15,7,104,0,,Q,Forest Av & Fairview Ave & Putnam Ave
BZ243,BZ243,B,18,GREENSTREET,,AVENUE K & FLATLANDS AVE & UTICA AVE,Avenue K & Flatlands Ave & Utica Ave,0.066,Greenstreet,Type 1,1,,45,11234,318,DOT,41,21,8,63,0,,B,"Avenue K, Flatlands Ave, and Utica Ave"
B169,B169-ZN06A,B,13,CONEY ISLAND BEACH & BOARDWALK,,CORBIN PL TO W 37 ST,Pier To W 21st St,11.222,Large Park,Beach Zone,1,,47,11224,313,DPR,46,23,8,2,0,,B,Pier To W 21 St
QZ219,QZ219,Q,02,GREENSTREET,,11 ST BET. 44 DR & 48 AVE (5),11 St Bet. 44 Dr & 48 Ave (5),0.02,Greenstreet,Type 2,0,Just trees (type 2).,26,11101,402,DOT,37,12,12,108,0,,Q,11 St Bet 46 Rd & 47 Av  south
X005,XZ400,X,07,Bryan Park,,"Inter E Kingsbridge Rd, E Fordham Rd & E","Inter E Kingsbridge Rd, E Fordham Rd & E",0.156,Greenstreet,,0,,15,10458,207,DOT,78,33,13,52,0,,X,"Inter E Kingsbridge Rd, E Fordham Rd & E"
M385,M385,M,01,DeLury Square,,Fulton & Gold Sts,Fulton & Gold Sts,0.209,Small Park,Sitting Area/Triangle/Mall,1,,1,10038,101,DPR,65,26,10,1,0,M-01,M,Fulton St.bet. Ryders Alley and Gold St.
XZ477,XZ477,X,10,Chaffee av & Longstreet Av,,Longstreet Ave & Chaffee Ave,Longstreet Ave & Chaffee Ave,0.034,Greenstreet,,0,,13,10465,210,DOT,82,34,14,45,0,,X,Longstreet Ave & Chaffee Ave
QZ388,QZ388,Q,08,GREENSTREET,,GOETHALS AVE BET. 168 ST & 170 ST,Goethals Ave Bet. 168 St & 170 St,0.205,Greenstreet,Type 2,0,Just trees (type 2).,24,11432,408,DOT,25,14,6,107,0,,Q,Goethals Av Bet 168 St & 170 St
QZ161,QZ161,Q,13,GREENSTREET,,COMMONWEALTH BOULEVARD & 244TH STREET & 80TH ROAD,Commonwealth Boulevard & 244th Street & 80th Road,0.033,Greenstreet,Type 1,1,,23,11426,413,DOT,24,11,3,105,0,,Q,Commonwealth Blvd & 244 St  & 80 Rd
X179A,X179A,X,02,DEMERA/SANTIAGO GARDEN,,941-943 Ave. St. John,941-943 Ave. St. John,0,Small Park,Greenthumb,0,,17,10455,202,DPR,84,32,15,41,0,X-02,X,Ave. St. John at Kelly St.
R098,R098,R,03,PARK,,"RICHMOND PKWY, HUGUENOT & HEENAN AVES","Richmond Pkwy, Huguenot & Heenan Aves",5.848,Small Park,Neighborhood Park,0,DOT,51,10312,503,DPR,62,24,11,123,0,R-03,R,"Drumgoole Rd. E., from Huguenot Ave. to Ida Ct."
B357,B357,B,09,JACKIE ROBINSON PLGD,,"SULLIVAN PL, FRANKLIN AVE, MONTGOMERY ST","Sullivan Pl & Franklin Ave, Montgomery St",1,Small Park,JOP,1,,35,11225,309,DPR/DOE,57,20,9,71,1,B-09,B,Montgomery St. between Franklin Ave. and McKeever Pl.
B062,BZ474,B,01,Memorial Gore (t),,"Bushwick, Maspeth, Metropolitan Aves","Bushwick, Maspeth, Metropolitan Aves",0.082,Greenstreet,,0,,34,11211,301,DOT,50,18,12,94,0,,B,"Bushwick Ave, Maspeth Ave, and Metropolitan Ave"
B169,B169-ZN05A,B,13,CONEY ISLAND BEACH & BOARDWALK,,CORBIN PL TO W 37 ST,W 10th St To Stillwell Ave,9.73,Large Park,Beach Zone,1,,47,11224,313,DPR,46,23,8,6,1,,B,W 10th St To Stillwell Ave
B223PE,B223PE-01,B,01,Rodney Playground North,,"Borinquen, Rodney & S 1 St","Borinquen, Rodney & S 1 St",0.279,Playground,,0,,34,11211,301,DPR,53,18,7,90,0,,B,"Borinquen, Rodney & S 1 St"
M208C,MZ330,M,11,Greenstreet,,"E 131 ST, Lexington Av & Harlem River Pa","E 131 St, Lexington Av & Harlem River Pa",0.018,Greenstreet,,0,,9,10037,111,DOT,68,30,13,25,0,,M,Lexington Avenue btw E 131 st and E 130 St
X245,X245,X,06,PARK,,S/W CORNER E 180 ST & DEVOE AVE,S/w Corner E 180 St & Devoe Ave,0.44,Small Park,Neighborhood Park,0,not rated - LBx River restoration,15,10460,206,DPR,87,33,15,48,0,X-06,X,E 180 St bet. the Bronx River and Devoe Av
M123,M123,M,03,PERETZ SQUARE,,"E 1, E HOUSTON STS, 1 AVE & ALLEN ST","E 1, E Houston Sts, 1 Ave & Allen St",0.192,Greenstreet,Type 1,1,,2,10003,103,DPR,65,26,12,9,0,M-03,M,"E. 1 St., E. Houston St., 1 Ave. and Allen St."
XZ240,XZ240,X,08,GREENSTREET,,GREYSTONE & WALDO & W 236 ST (SOUTH),Greystone & Waldo & W 236 St (south),0.032,Greenstreet,Type 1,1,,11,10463,208,DOT,81,34,16,50,0,,X,West 236th St. And Greystone Ave.
B300,B300,B,02,ORACLE PLAYGROUND,,ADELPHI & MYRTLE AVES,Adelphi & Myrtle Aves,0.703,Small Park,JOP,1,,35,11205,302,DPR/DOE,50,25,8,88,1,B-02,B,"Adelphi St., Myrtle Ave., Clermont Ave."
BZ85,BZ85,B,10,GREENSTREET,,4TH AVENUE & 66TH STREET(ACROSS LEIF ERIKSEN PARK),4th Avenue & 66th Street(across Leif Eriksen Park),0.049,Greenstreet,Type 1,1,,43,11220,310,DOT,51,23,10,68,0,,B,4th Avenue & 66th Street
Q099,Q099-ZN15,Q,15,FLUSHING MEADOWS PARK,,"GRAND CENTRAL PKWY, VAN WYCK EXWY","Path Of Commerce, Fountain Of The Fairs Prom S, Un Ave S, Path Of Africa",20.082,Large Park,Flagship Park Zone,1,,21,11368,481,DPR,27,13,14,6,0,,Q,"Path Of Commerce, Fountain Of The Fairs Prom S, Un Ave S, Path Of Africa"
BZ202,BZ202,B,10,GREENSTREET,,PAROTT PL & 7TH AVE & 88TH ST,Parott Pl & 7th Ave & 88th St,0.047,Greenstreet,Type 1,1,,43,11228,310,DOT,46,22,11,68,0,,B,"Parott Pl, 7th Ave, and 88th St"
RZ60,RZ60,R,02,GREENSTREET,,LILY POND & VERRAZANO-NARROWS BRIDGE,Lily Pond & Verrazano-narrows Bridge,0,Other,DOT Adopt-A-Highway,0,owned by DOT,50,,502,DPR,,,,0,0,,R,LILY POND & VERRAZANO-NARROWS BRIDGE
M282,M282,M,07,SEPTUAGESIMO UNO,,71 ST BET WEST END & AMSTERDAM AVES,71 St Bet West End & Amsterdam Aves,0.04,Small Park,Sitting Area/Triangle/Mall,1,,6,10023,107,DPR,67,27,10,20,0,M-07,M,71 St. bet. West End Ave. and Amsterdam Ave.
X110,X110,X,08,HENRY HUDSON PKWY (11 MILES),,HARLEM RIVER-SAW MILL PKWY AT CITY LINE,Harlem River-Saw Mill Pkwy At City Line,54.1,Other,EXWY,0,Exwy,11,"10463, 10471",208,DPR/CDOT,81,34,16,50,0,X-08,X,Harlem River to the Saw Mill River Pkwy
Q152,QZ67,Q,04,HORSEBROOK ISLAND,,"90TH ST, 56 AVE, JUSTICE AVE","90th St, 56 Ave, Justice Ave",0.091,Greenstreet,Type 1,0,Rated under Q152,25,11373,404,DOT,35,16,6,110,0,,Q,90 St & 56 Av & Justice Av
Q387C,QZ838,Q,11,Greenstreet,,Clearview Expressway & 47 Av,Clearview Expressway & 47 Av,0.016,Greenstreet,,0,,19,11361,411,DOT,25,11,6,111,0,,Q,Clearview Expressway & 47 Av
B503,B503,B,03,STARS OF HOPE,,Corner Of Nostrand Ave & Madison St.,Corner Of Nostrand Ave & Madison St.,0.033,Small Park,Greenthumb,0,,36,11216,303,DPR,57,25,8,79,0,B-03,B,Corner of Nostrand Ave. and Madison St.
X065,XZ426,X,09,Woodrow Wilson Triangle,,"Soundview Ave, Underhill Ave, Patterson","Soundview Ave, Underhill Ave, Patterson",0.098,Greenstreet,,0,,18,10473,209,DOT,85,34,15,43,0,,X,"Soundview Ave, Underhill Ave, Patterson"
Q005,Q005-03,Q,12,BAISLEY POND PARK,,"N CONDUIT AVE, BAISLEY BLVD S, LAKE VIEW BLVD E",155 St & 123 Ave,0.339,Small Park,Sitting Area/Triangle/Mall,0,Rated w/ Q005-ZN02,28,11434,412,DPR,32,10,5,113,0,,Q,155 St & 123 Ave
X031,X031,X,03,MCKINLEY SQUARE,,"E 169 ST, BOSTON RD, CLINTON AVE","E 169 St, Boston Rd, Clinton Ave",0.12,Small Park,Sitting Area/Triangle/Mall,1,,16,10456,203,DPR,79,32,15,42,0,X-03,X,"E. 169 St., Boston Rd., Clinton Ave."
X033,X033-10,X,07,MOSHOLU PARKWAY (2.MILES),,"Metro-North RR, E&W Mosholu Pkwy N&S, W Gun Hill Rd","Mosholu Pkwy, Webster Ave, Botanical Sq N, Metro-North RR",2.067,Small Park,Plgd Within Park,1,,11,10458,207,DPR,78,34,13,52,0,Null,X,"Mosholu Pkwy, Webster Ave, Botanical Sq N, Metro-North RR"
QZ279,QZ279,Q,03,GREENSTREET,,DITMARS BLVD & 102 ST & LAGUARDIA ENTRANCE - SOUTH MEDIAN (NOT TRIANGLE),Ditmars Blvd & 102 St & LaGuardia Entrance - South Median (not triangle),0.026,Greenstreet,Type 1,1,Pending,21,11369,403,DOT,35,13,14,115,0,,Q,"23 av & ditmars bl sq, s side median"
X087,X087,X,11,ZIMMERMAN PLAYGROUND,,"BARKER AVE, BRITTON ST & OLINVILLE AVE","Barker Ave, Britton St & Olinville Ave",0.974,Small Park,Neighborhood Plgd,1,,15,10467,211,DPR,80,36,14,49,1,X-11,X,Britton St. bet. Olinville Ave. and Barker Ave.
BZ308,BZ308,B,13,GREENSTREET,,SURF AVE BETWEEN SEABREEZE AVE & WEST 5TH ST (2),Surf Ave Between Seabreeze Ave & West 5th St (2),0,Greenstreet,Type 2,0,Just trees (type 2).,47,11224,313,DPR,,,,0,0,,B,SURF AVE BETWEEN SEABREEZE AVE & WEST 5TH ST (2)
XZ33,XZ33,X,11,GREENSTREET,,EAST TREMONT AVE/BRONXDALE AVE/POPLAR ST,"East Tremont Ave, Bronxdale Ave, poplar St",0.072,Greenstreet,Type 1,1,,13,10462,211,DOT,87,33,14,49,0,,X,Bronxdale And Tremont
QZ73,QZ73,Q,09,GREENSTREET,,ATLANTIC AVE/ROCKAWAY BLVD/81ST ST,"Atlantic Ave, rockaway Blvd, 81st St",0.138,Greenstreet,Type 1,1,,32,11416,409,DOT,38,15,7,102,0,,Q,Rockaway Blvd & Atlantic Av & 81 St
X003,X003-ZN01,X,11,BRONX & PELHAM PKWY(2.5 MILES),,BRONX PARK TO PELHAM BAY PARK,"Pelham Pkwy N And S, Boston Rd, Williamsbridge Rd",22.958,Large Park,Large Park Zone,1,Pending,13,"10461, 10462, 10467, 10469",211,DPR,80,34,14,49,0,,X,"Pelham Pkwy N And S, Boston Rd, Williamsbridge Rd"
QZ68,QZ68,Q,06,GREENSTREET,,YELLOWSTONE BLVD/EXETER ST/DANE ST,"Yellowstone Blvd, exeter St, dane St",0.017,Greenstreet,Type 1,1,,29,11375,406,DOT,28,15,6,112,0,,Q,Yellowstone Bl exeter St/dane St
QZ881,QZ881,Q,08,Greenstreet,,75 Av Bet 183 St & 182 St,75 Av Bet 183 St & 182 St,0.05,Greenstreet,,0,,24,11366,408,DOT,25,11,6,107,0,,Q,75 Av Bet 183 St & 182 St
M371,M371,M,03,HOPE GARDEN,,193 E. 2nd St.,193 E. 2nd St.,0.046,Small Park,Greenthumb,0,,2,10009,103,DPR,65,26,12,9,0,M-03,M,E. 2 St. bet. Ave. A and Ave. B
BZ49,BZ49,B,08,GREENSTREET,,ROCHESTER AVE/EAST NEW YORK AVE/EAST 94TH ST,"Rochester Ave, East New York Ave, East 94th St",0.048,Greenstreet,Type 1,1,,41,11213,308,DOT,55,20,9,77,0,,B,Rochester Ave/east New York Ave
X341,X341,X,03,EDITH GARDEN,,Elton Ave Bet. E. 159th & E. 160th Sts,Elton Ave Bet. E. 159th & E. 160th Sts,0.116,Small Park,Greenthumb,0,,17,10451,203,DPR,79,32,15,42,0,X-03,X,Elton Av bet. E 159 St and E 160 St
XZ244,XZ244,X,10,GREENSTREET,,CO-OP CITY BLVD BET. ASCH LOOP & PEAR TREE AVE (20) (20TH SITE FROM THE SOUTH END),Co-op City Blvd Bet. Asch Loop & Pear Tree Ave (20) (20th Site From The South End),0.04,Greenstreet,Type 2,0,Just trees (type 2).,12,10475,210,DOT,82,"36, 34",16,45,0,,X,Co-op City Blvd. And Peartree Ave.
QZ162,QZ162,Q,13,GREENSTREET,,CROSS-ISLAND PARKWAY & 81ST AVENUE & 244TH STREET,Cross-island Parkway & 81st Avenue & 244th Street,0.01,Greenstreet,Type 1,1,,23,11426,413,DOT,24,11,3,105,0,,Q,Cross Island Pkwy & 81 Av & 244 St
Q400,Q400,Q,07A,OAKLAND GARDENS (PS 203),,E/S SPRINGFIELD BLVD & 54 AVE,E/s Springfield Blvd & 54 Ave,1.166,Small Park,JOP,1,,23,11364,411,DPR/DOE,26,16,6,111,0,Q-07A,Q,Springfield Blvd. bet. 53 Ave. and 56 Ave.
M071,M071-ZN17,M,14,RIVERSIDE PARK,,"RIVERSIDE DR TO HUDSON RIVER, W 59 ST TO CLAIR PL",116th To 125th Sts Betw Riverside Dr And Henry Hudson Parkway,20.369,Large Park,Flagship Park Zone,1,,7,10024,109,DPR,"69, 70",31,"10, 13",2,1,,M,116th To 125th Sts Betw. Riverside Dr. And Henry Hudson Parkway
B223S,BZ479,B,01,Macri Square,,"Metropolitan, Union, Meeker Aves","Metropolitan, Union, Meeker Aves",0.869,Greenstreet,,0,,34,11211,301,DOT,50,18,12,94,0,,B,"Metropolitan Ave, Union Ave, and Meeker Ave"
B273,BZ465,B,18,Aimee Triangle,,"Nostrand Ave, Madison Pl & Ave P","Nostrand Ave, Madison Pl & Ave P",0.115,Greenstreet,,0,,46,11229,318,DOT,41,22,9,63,0,,B,"Nostrand Ave, Madison Pl, and Ave P"
X091,X091,X,08,SPUYTEN DUYVIL SHOREFRONT PK,,PALISADE AVE & INDEPENDENCE AVE,Palisade Ave & Independence Ave,0.187,Small Park,Sitting Area/Triangle/Mall,0,Rated as X090,11,10463,208,DPR,81,34,16,50,0,X-08,X,Palisade Av at Independence Av
MZ197,MZ197,M,11,GREENSTREET,,HARLEM RIVER DR & 2ND AVE & 127 ST,Harlem River Dr & 2nd Ave & 127 St,0.085,Greenstreet,Type 1,1,,8,10035,111,DOT,68,29,13,25,0,,M,E. 127th St. And 2nd Ave.
X134,XZ425,X,03,Freeman Triangle,,"West Farms Rd, Freeman St.","West Farms Rd, Freeman St.",0.076,Greenstreet,,0,,17,10459,203,DOT,85,32,15,42,0,,X,"West Farms Rd, Freeman St."
QZ90,QZ90,Q,06,NATHANIEL SCHNEIDER TRIANGLE,,WOODHAVEN BLVD & TROTTING COURSE LANE,Woodhaven Blvd & Trotting Course Lane,0.245,Greenstreet,Type 1,1,,29,11374,406,DOT,28,15,6,112,0,,Q,WoodhAvn Bl & Trotting Course Lane
R088,R088,R,02,HIGH ROCK PARK,,RICHMOND PKWY & MORAVIAN CEM AT ROCKLAND AVE,Richmond Pkwy & Moravian Cem At Rockland Ave,94.1,Large Park,Flagship Park,0,Rated as part of the Greenbelt,50,"10304, 10306",502,DPR,62,24,11,122,0,R-02,R,"Richmond Pkwy., Manor Rd., Summit Ave., Rockland Ave., and Moravian Cemetary"
RZ175,RZ175,R,02,GREENSTREET,,STEUBEN ST & WEST FINGERBOARD ROAD (NORTH),Steuben St & West Fingerboard Road (north),0.051,Greenstreet,Type 1,1,,50,10305,502,DOT,64,24,11,122,0,,R,Steuben And Windermere
QT07,QT07,Q,06,Federoff Triangle,,"Queens Blvd., 67 Rd., 102 St.","Queens Blvd., 67 Rd., 102 St.",0,Small Park,Sitting Area/Triangle/Mall,1,,29,11375,406,CDOT,28,16,6,112,0,Q-06,Q,"Queens Blvd., 67 Rd., 102 St."
B095,B095,B,06,ENNIS PARK,,"11 TO 12 STS, 2 TO 3 AVES","11 To 12 Sts, 2 To 3 Aves",0.554,Small Park,Neighborhood Plgd,1,,39,11215,306,DPR,51,25,7,78,0,B-06,B,"11 St., 12 St. bet. 2 Ave. and 3 Ave."
BZ230,BZ230,B,02,GREENSTREET,,CADMAN PLAZA WEST & MIDDAGH ST (6),Cadman Plaza West & Middagh St (6),0.016,Greenstreet,Type 1,1,,33,11201,302,DOT,52,"25, 26",7,84,0,,B,Cadman Plaza West & Middagh St (6)
XZ445,XZ445,X,03,GREENSTREET,,Southeast corner of Claremont Pkwy & Ful,Southeast Corner Of Claremont Pkwy & Ful,0.018,Greenstreet,,0,,15,10456,203,DOT,79,33,15,42,0,,X,"Fulton Ave & Claremont Pkwy, SE"
QZ443,QZ443,Q,10,GREENSTREET,,126 ST & 150 AVE & SOUTH CONDUIT AVE,126 St & 150 Ave & South Conduit Ave,0.058,Greenstreet,Type 1,0,Pending,28,11420,410,DOT,31,10,5,106,0,,Q,South Conduit Ave & 150 Av & 126 St
XZ41,XZ41,X,11,GREENSTREET,,WILLIAMSBRIDGE RD/PAULDING AVE,"Williamsbridge Rd, Paulding Ave",0.023,Greenstreet,Type 1,1,,13,10469,211,DOT,80,34,14,49,0,,X,Paulding And Williamsbridge
MZ72,MZ72,M,14,GREENSTREET,,RIVERSIDE DR EAST & RIVERSIDE DR WEST (SOUTH OF GRANT'S TOMB),"Riverside Dr E & Riverside Dr W (s Of Grant's Tomb, N Of W120 St)",0.329,Greenstreet,Type 1,1,,9,10024,109,DOT,69,31,10,26,0,,M,Riverside Drive West And Riverside Drive
B028,B028-01,B,10,DYKER BEACH PARK,,"SHORE PKWY, 86 ST, 7 TO 14 AVES",Cropsey & Bay 8,0.626,Small Park,Plgd Within Park,1,,43,11228,310,DPR,46,22,11,68,0,,B,Cropsey & Bay 8
B475,B475,B,05,HERBAL GARDEN,,"285 Schenck Ave., Corner Of Glenmore","285 Schenck Ave., Corner Of Glenmore",0.248,Small Park,Greenthumb,0,,37,11207,305,DPR,55,18,8,75,0,B-05,B,Schenck Ave. and Glenmore Ave.
RZ298,RZ298,R,02B,GREENSTREET,,Father Capodanno Blvd BET NAUGHTON AVE A,Father Capodanno Blvd Bet Naughton Ave A,0.154,Greenstreet,,0,,50,10305,502,DOT,64,24,11,122,0,,R,Father Capodanno Blvd btw Slater blvd & Naughton Ave
B255B,B255B,B,07,PARK STRIP,,S/S EXWY BET 4 & 5 AVES,S/s Exwy Bet 4 & 5 Aves,0.113,Other,Mall,0,narrow strip along expressway,38,11215,307,DPR,52,20,7,72,0,B-07,B,Prospect Exwy. bet. 4 Ave. and 5 Ave.
QZ310,QZ310,Q,05,GREENSTREET,,WOODHAVEN BLVD BET. 82 AVE & MYRTLE AVE (1),Woodhaven Blvd Bet. 82 Ave & Myrtle Ave (1),0,Greenstreet,Type 2,0,Just trees (type 2).,0,,405,DPR,,,,0,0,,Q,WOODHAVEN BLVD BET. 82 AVE & MYRTLE AVE (1)
QZ309,QZ309,Q,05,GREENSTREET,,WOODHAVEN BLVD BET. 82 AVE & 83 AVE,Woodhaven Blvd Bet. 82 Ave & 83 Ave,0.037,Greenstreet,Type 2,0,Just trees (type 2).,30,11385,406,DOT,28,15,6,104,0,,Q,Woodhaven Blvd (northbound) Bet. 82 Av & 81 Rd   (2)
MZ229,MZ229,M,14,GREENSTREET,,RIVERSIDE DR BET. 115 ST & 116 ST,Riverside Dr Bet. 115 St & 116 St,0.029,Greenstreet,Type 2,0,Just trees (type 2).,9,10024,109,DOT,69,"30, 31",10,26,0,,M,Riverside Drive Bet W 115 St And W 116 St
R125,R125,R,01,LUIZ LOPEZ PLGD,,"TARGEE ST, PALMA DR  & ODER AVE","Targee St, Palma Dr  & Oder Ave",1.115,Small Park,Neighborhood Plgd,1,,49,10304,501,DPR,61,23,11,120,0,R-01,R,Palma Dr. bet. Targee St. and Oder Ave.
BZ253,BZ253,B,05,GREENSTREET,,HEGEMAN AVE & LINDEN BLVD & LOUISIANA AVE,Hegeman Ave & Linden Blvd & Louisiana Ave,0.042,Greenstreet,Type 1,1,,42,11207,305,DOT,60,19,8,75,0,,B,"Hegeman Ave, Linden Blvd, and Louisiana Av"
BZ370,BZ370,B,15,GREENSTREET,,"KINGS HWY, E22 ST, E23 ST (N)","Kings Hwy, E22 St, E23 St (n)",0.084,Greenstreet,Type 1,1,,48,11229,315,DOT,41,17,9,70,0,,B,"Avenue P / Kings Hwy Btw E 22 and E 23 sts, N Site (Bus Shelter)"
B255G,B255G,B,07,PARK,,"N/S PROS EXWY, E OF 7 AVES",7th Avenue And 18th Street,0.442,Small Park,Sitting Area/Triangle/Mall,1,,38,11215,307,DPR,44,21,9,72,0,B-07,B,7 Ave. bet. 18 St. and 17 St.
R162,R162,R,03,OLMSTED-BEIL HOUSE,,Orchard Lane Bet. King St & Hylan Blvd,Orchard Lane Bet. King St & Hylan Blvd,1.58,Other,Building,0,,51,10312,503,DPR,62,24,11,123,0,R-03,R,Orchard La. S. bet. King St. and Hylan Blvd.
B254,B254,B,09,WINGATE PARK,,S E CORNER BROOKLYN AVE & RUTLAND RD,Brooklyn Ave & Rutland Rd,5.888,Small Park,JOP,1,,40,11203,309,DPR/DOE,43,20,9,71,1,B-09,B,"Winthrop St., Brooklyn Ave., Rutland Rd."
M010,M010-ZN29,M,13,CENTRAL PARK,,"5 AVE - CENTRAL PARK W, 59 - 110 STS","CPW, 79th St Transverse, West Drive To 85th St",15.3,Large Park,Flagship Park Zone,1,,6,10024,164,DPR,"69, 67",29,10,2,0,,M,"CPW, 79 St Transverse, West Drive To 85 St"
RZ286,RZ286,R,03,GREENSTREET,,Richmond Valley Rd & Amboy Rd,Richmond Valley Rd & Amboy Rd,0.026,Greenstreet,Type 1,1,,51,10309,503,DOT,62,24,11,123,0,,R,Richmond Valley Rd & Amboy Rd
X104,XR-05,X,05,Williamsbridge Oval,,,3225 Reservoir Oval,,Small Center,Recreation Center,1,,11,10467,207,DPR,81,36,13,52,0,X-07,X,3225 Reservoir Oval East
M360,M360-ZN01,M,16,THE HIGH LINE,,Elevated Platform from Washington and Gansevoort Sts to W 34th St and 11th Ave,Elevated Platform From Washington And Gansevoort Sts To W 23rd St And 10th Ave,3.732,Large Park,Large Park Zone,1,Pending,3,"10011,10014",104,DPR,"66, 75",27,10,10,1,,M,Elevated Platform From Washington And Gansevoort Sts To W 23rd St And 10th Ave
Q128,Q128,Q,09,LONDON PLANETREE PLGD,,"88 TO 89 STS, ATLANTIC TO 95 AVES","88 St, Atlantic-95 Aves",1.837,Small Park,Neighborhood Plgd,1,,32,11416,409,DPR,38,15,7,102,1,Q-09,Q,"Atlantic Ave., 95 Ave. bet. 88 St., 89 St."
