County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
Queens,Socrates Sculpture Park Farm Stand,32-01 Vernon Blvd.  Long Island City,32-01 Vernon Blvd.,Long Island City,NY,11106,Robert McGrath,9178320992,http://socratessculpturepark.org,Saturday  10am-2pm,May 2-October 31,P/M,Y,Y,N,Y,40.7676,-73.93617,"(40.7676, -73.93617)"
Erie,Westside Tilth Market Farm Stand,246 Normal Ave. Buffalo,246 Normal Ave.,Buffalo,NY,14213,Carrie Nader,7163616591,http://www.westsidetilth.com,Sat 10am-2pm,July 4-October 31,M,Y,N,N,Y,42.90687,-78.88899,"(42.90687, -78.88899)"
Suffolk,Islip Farmers' Market,"Town Hall Pkg lot , 655 Montauk Hwy,Rt 27A",655 Main Street,Islip,NY,11751,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Saturday 7am-12pm,June 6-November 28,M,Y,N,N,Y,40.72975,-73.21077,"(40.72975, -73.21077)"
Onondaga,Fayetteville Farmers' Market,Fayetteville Town Ctr 504 Burdick St.,504 Burdick Street,Fayetteville,NY,13066,Lacey Cashman,3013351434,http://www.fayettevillefarmersmarketcny.com,Thur 12pm-6pm,May 7-October 22,P/M,Y,N,N,Y,43.02764,-76.01608,"(43.02764, -76.01608)"
Montgomery,Haven of Hope Farm Stand,19 Cemetery St. Fonda,19 Cemetery Street,Fonda,NY,12068,Pat Brooking,5185223342,http://www.havenofhopefarm.org,"Fri/Sat 9am-4pm, Sunday 12pm-2pm",April 3-December 23,P/M/X,Y,Y,N,Y,42.95627,-74.36841,"(42.95627, -74.36841)"
Suffolk,Flanders Farm Fresh Food Market,"Crohan Community Senior Center, 655 Flanders Road (Rt 24)",655 Flanders Rd,Flanders,NY,11901,Nancy Lynott,6317022417,http://www.southamptontownny.gov,Saturday  10am-1pm,July 4-October 17,M,Y,Y,N,Y,40.90952,-72.63662,"(40.90952, -72.63662)"
Orleans,Navarras Farm Market and Greenhouses,3272 Eagle Harbor Road,3272 Eagle Harbor Road,Albion,NY,14411,Amanda Mrzyuka,5855894674,,"Mon-Sat 9am-8pm, Sunday 9am-5pm",Year-Round,YR,N,N,N,Y,43.18941,-78.25422,"(43.18941, -78.25422)"
Erie,Chiavetta's Potatoes & Greenhouse Farm Stand,9784 South Main St. Angola,9784 South Main St,Angola,NY,14006,Michael Chiavetta,7165490458,,"Sat/Sun 9am-5pm, Mon-Fri 9am-6pm",August 1-October 31,M,Y,Y,N,Y,42.61859,-79.01784,"(42.61859, -79.01784)"
Orange,Middletown Farmers' Market,Erie Way btwn Montgomery & Cottage Sts.,32-48 Cottage Street,Middletown,NY,10940,Anne Kelly,8453438075,http://www.middletownbid.org,Saturday  8am-1pm,June 6-October 24,M,Y,N,N,Y,41.44814,-74.41459,"(41.44814, -74.41459)"
Montgomery,Clancy Farms Farm Stand,265 Heiser Road Fort Plain,265 Heiser Road,Fort Plain,NY,13339,David Clancy,5189934806,http://www.facebook.com/clancyfarm,"Mo/Tu/We  10am-6pm, Saturday  1pm-6pm",June 22-October 31,M,Y,N,N,Y,42.91494,-74.62885,"(42.91494, -74.62885)"
Albany,Veggie Mobile-Steamboat Square Apts,20 Rensselaer St. Albany,20 Rensselaer Street,Albany,NY,12202,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 11am-11:45am,Year-round,YR,N,Y,Y,Y,42.64093,-73.75363,"(42.64093, -73.75363)"
Niagara,Niagara Falls City Wednesday Market,19th St. & Pine Ave.,1800-1808 Pine Ave,Niagara Falls,NY,14301,Victor Muto,7167540798,http://www.local-farmers-markets.com/market/3569/niagara-falls/niagara-falls-city-market,Wednesday  9am-3pm,Year-round,YR,Y,N,N,Y,43.09513,-79.03972,"(43.09513, -79.03972)"
Greene,Black Horse Farms Farm Stand,10094 Rt. 9W Athens,10094 Rte 9W,Athens,NY,12015,Chellie Apa,5187318776,http://www.blackhorsefarms.com,Daily  8am-6pm,March 20-December 24,W/P/M/X,Y,Y,N,Y,42.30634,-73.85043,"(42.30634, -73.85043)"
Westchester,Peekskill WINTER Farmers' Market,828 Main St Peekskill Parking lot,828 Main St,Peekskill,NY,10566,Corinna Makris,9144184920,http://www.peekskillfarmersmarket.com,Saturday  10am-2pm,December 7-April 24,X/W/P,N,N,N,Y,41.29141,-73.9231,"(41.29141, -73.9231)"
Westchester,White Plains (International) Wed Farmers' Market,125 Court St.  btwn Martine Ave. & Main St.,125 Court St,White Plains,NY,10601,Annemarie Guadagruo,8456412768,http://www.whiteplainsfarmersmarket.com,Wednesday  8am-4pm,April 24-November 25,P/M,N,N,N,Y,41.02944,-73.76659,"(41.02944, -73.76659)"
New York,Hamilton Heights Green Youth Market,"Johnny Hartman Plaza (North Corner), Amsterdam Ave btwn 143rd & 144th sts.",143rd Street and Amsterdam Ave,Manhattan,NY,10031,Wendy Flores,2122837044,http://brotherhood-sistersol.org/programs/environmental-program,Wed  11am-6pm,June 20-November 25,M,Y,Y,N,Y,40.82396,-73.94855,"(40.82396, -73.94855)"
Clinton,Plattsburgh Farmers' and Craft Sat Market,City parking lot  Durkee & Broad St.,Broad St and Durkee St,Plattsburgh,NY,12901,Julie Baughn,5188027164,http://www.facebook.com/pages/Plattsburgh-Farmers-and-Crafters-Market/121588034547095,Saturday  9am-2pm,May 11-October 31,P/M,N,Y,N,Y,44.69535,-73.45226,"(44.69535, -73.45226)"
Jefferson,Alexandria Bay Farmers' Market,Kinney Drugs Route 12,21 Route 12,Alexandria Bay,NY,13607,Keri Jobson,3154829531,http://www.visitalexbay.org,Friday  9am-3pm,May 25-September 14,P/M,N,N,N,Y,44.33191,-75.91425,"(44.33191, -75.91425)"
Bronx,Harvest Home Mt. Eden Farmers' Market,Claremont Park Mt. Eden & Morris Aves.,Mt Eden Pkwy and Morris Ave,Bronx,NY,10457,Maritza Owens,2128283361,http://www.harvesthomefm.org,Tue/Thu  8am-4pm,June 2-November 24,M,Y,Y,N,Y,40.84305,-73.90947,"(40.84305, -73.90947)"
Washington,Cambridge Valley Farmers' Market,"4 Broad Street, Green Space across from the Co-op",4 Broad Street,Cambridge,NY,12816,Lindsay Fisk,5185389467,http://www.cambridgevalleyfarmersmarket.com,Sunday  10am-2pm,May 24-October 25,P/M,Y,N,N,Y,43.02833,-73.38093,"(43.02833, -73.38093)"
Jefferson,Bushgardens Farm Stand,10371 NYS Route 26 Carthage,10371 NYS Route 26,Carthage,NY,13619,Chris Bush,3157836745,,"Daily  6am-6pm, Except Wed 3pm-6pm",May 15-November 1,M,Y,N,N,Y,43.91954,-75.58686,"(43.91954, -75.58686)"
Schoharie,Schoharie Co. Festival Wed Farmers' Market,"McCarthy Tire Center parking lot, 942 E. Main Rt. 7E Cobleskill",942 East Main St,Cobleskill,NY,12043,Donna Olsen,5182842609,http://www.facebook.com/festivalfarmersmarket/,Wednesday  3pm-5pm,July 11-October 10,M,N,Y,N,Y,42.68006,-74.46674,"(42.68006, -74.46674)"
New York,Union Square Wednesday Greenmarket,"31 Union Square W, NW side of Park",Broadway and East 17th St,New York,NY,10003,Siobahn Keys,2127887476,https://www.grownyc.org/greenmarket,Wednesday  8am-4pm,Year-round,YR,N,Y,N,Y,40.7371,-73.99032,"(40.7371, -73.99032)"
Monroe,Brighton Farmers' Market,"Brighton High School lot, 1150 Winton Rd. South",1150 Winton Rd South,Rochester,NY,14618,Sue Gardner-Smith,5852698918,http://www.brightonfarmersmarket.org,Sunday  9am-1pm,May 10-November 22,P/M,N,Y,Y,Y,43.12204,-77.56808,"(43.12204, -77.56808)"
Erie,East Aurora Wednesday Farmers' Market,Aurora Village (TOPS) Plaza 123 Grey St.,123 Grey St,East Aurora,NY,14052,Gail Fenton,5853439491,http://www.facebook.com/EastAuroraFarmersMarket,Wednesday  7am-1pm,May 6-November 25,P/M,Y,N,N,Y,42.76593,-78.63413,"(42.76593, -78.63413)"
Rensselaer,Kristy's Barn Farm Stand,2385 Brookview Rd. Castleton,2385 Brookview Road,Castleton,NY,12033,Kenneth Johnson,5184776250,http://www.kristysbarn.com,Mon-Fri  9am-7pm                     Sat/Sun 10am-5pm,May 1-November 30,P/M,Y,N,N,Y,42.56495,-73.70495,"(42.56495, -73.70495)"
Erie,Clinton Bailey Fri Farmers' Market,1443-1517 Clinton St. Buffalo,Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7162080003,http://www.clintonbaileymarket.com,Friday 7am-6pm,May 2-October 31,P/M,N,Y,N,Y,42.87206,-78.81997,"(42.87206, -78.81997)"
Saratoga,Saratoga Farmers' Market-Wednesday,"High Rock Park, 112 High Rock Avenue",High Rock Ave and York Street,Saratoga Springs,NY,12866,Emily Meagher,5187083698,http://www.saratogafarmersmarket.org,Wednesday 3pm-6pm,May 6-October 28,P/M,Y,Y,Y,Y,43.08552,-73.78121,"(43.08552, -73.78121)"
Lewis,Lyons Falls Farmers' Market,Riverside Park 6904 Laura St.,6904 Laura St,Lyons Falls,NY,13368,Amanda Jones,6802225707,http://www.lyonsfallsalive.org,Tuesday  12pm-5pm,June 23October 13,M,N,N,N,Y,43.61458,-75.3562,"(43.61458, -75.3562)"
Fulton,Gloversville Farmers' Market,Elm Street Pavilion,9 Elm Street,Gloversville,NY,12078,Michael Tillson,5188829306,http://www.fmfma.org,Sat  8:30am-12:30pm,May 2-October 17,P/M,N,Y,N,Y,43.052604,-74.345796,"(43.052604, -74.345796)"
Broome,CHOW MM-Johnson City Senior Center,30 Brocton St. Johnson City,30 Brocton St.,Johnson City,NY,13790,Jack Seman,6077249130,http://www.broomecouncil.net,Thursday 10:30am-11:45am,Year-round,YR,N,Y,N,Y,42.11849,-75.95493,"(42.11849, -75.95493)"
Chautauqua,Lakewood Farmers' Market,Chautauqua Ave at E. Summit St,Chautauqua Ave and East Summit St,Lakewood,NY,14750,Mary Currie,7167638557,http://www.facebook.com/lakewoodnyfarmersmarket/,Thursday  10am-2pm,June 18-September 3,M,Y,N,N,Y,42.10338,-79.32624,"(42.10338, -79.32624)"
Orange,Healthy Orange Farmers' Market,"130 Broadway (lawn next to DMV bldg), btwn Johnston & Landers St. Newburgh",131 Broadway,Newburgh,NY,12550,Meg Oakes,8453606691,http://www.healthyorange.com/,Tuesday  10am-2pm,July 7-October 13,M,N,Y,N,Y,41.50009,-74.01254,"(41.50009, -74.01254)"
Albany,Delmar Tuesday Farmers' Market,"First United Methodist Church Lot, 428 Kenwood Ave.",428 Kenwood Ave,Delmar,NY,12054,Richard Rugen,5188634711,http://www.facebook.com/TuesdayDelmarFarmersMarket/,Tuesday  2:30pm-6pm,May 5-November 24,P/M,N,N,N,Y,42.62298,-73.83623,"(42.62298, -73.83623)"
Onondaga,Syracuse Farm Fresh Mobile Market,"Contact market for locations & times, 315-345-0600",500 West Newell Street,Syracuse,NY,13205,Diane Turner,3153450600,https://ssinterfaithcdc.org/projects/farm-fresh-mobile-market/,"Contact market for locations & times, 315-345-0600",Year-round,YR,N,Y,N,Y,43.016878,-76.153714,"(43.016878, -76.153714)"
Tioga,Candor Farmers Market,Town Hall 101 Owego Rd.,101 Owego Rd,Candor,NY,13743,Joellen Riggs,6077684072,http://www.candorfarmersmarket.org/,Thu 3:30pm-6:30pm,June 25-September 3,M,Y,Y,N,Y,42.23249,-76.33317,"(42.23249, -76.33317)"
Cortland,Dave's Veggies Farm Market,5178 NYS Route 41 Homer,5178 NY-41,Homer,NY,13077,David Root,6077494955,http://www.facebook.com/daves.veggies,Daily  12pm-6pm,May 10-October 31,P/M,Y,Y,N,Y,42.659118,-76.203042,"(42.659118, -76.203042)"
Queens,Jackson Heights Greenmarket,79th St. btw 34th Ave. & Northern Blvd.,78-99 34th Ave,Jackson heights,NY,11372,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/queens/jackson-heights,Sunday  8am-2pm,Year-round,YR,N,Y,N,Y,40.7535,-73.88791,"(40.7535, -73.88791)"
Sullivan,Liberty Farmers' Market,119 N Main Street   Creekside Park,119 N Main St,Liberty,NY,12754,Beth Sullivan,8454391230,http://www.catskillmountainkeeper.org,Friday 3pm-6pm,June 19-September 11,M,Y,Y,N,Y,41.80129,-74.74684,"(41.80129, -74.74684)"
Niagara,North Tonawanda City Tue Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Matt Parrish,7166958555,http://www.northtonawanda.org/Departments/City%20Market.htm,Tuesday  7am-1pm,Year-round,YR,N,Y,N,Y,43.03377,-78.87021,"(43.03377, -78.87021)"
Oswego,Guppy's Berry Farm Farm Stand,512 County Route 26  West Monroe,512 County Route 26,West Monroe,NY,13617,Elaine Guppy,3156257920,http://www.guppysberryfarmllc.com,"Wed-Fri  9am-2pm, Saturday  9am-4pm, Sunday  9am-2pm",July 13-September 30,M,N,N,N,Y,43.35052,-76.03094,"(43.35052, -76.03094)"
Cattaraugus,Canticle Farm Market,3809 Old State Road Allegany,3809 Old State Road,Allegany,NY,14706,Mark Printz,7163789714,http://www.canticlefarm.org,"Tue/Fri  12pm-6pm, Dec-June: Tuesday only",June 16-November 24,M,Y,Y,N,Y,42.09601,-78.50618,"(42.09601, -78.50618)"
Chautauqua,Westfield Farmers' Market,Moore Park Rt 20 and Rt 394 Westfield,Rt 20 and Rt 394,Westfield,NY,14787,Nancy Scriven,7162699726,http://www.westfieldny.com/farmers-market,Saturday  9am-2pm,May 30-September 26,P/M,Y,N,N,Y,42.32203,-79.57812,"(42.32203, -79.57812)"
Madison,Village of Hamilton Farmers' Market,Village Green 3 Broad St.,Broad St and Payne St,Hamilton,NY,13346,Kim Taranto,3158241111,http://www.hamilton-ny.gov,Saturday  8am-1pm,May 9-October 31,P/M,Y,N,N,Y,42.82684,-75.54436,"(42.82684, -75.54436)"
Kings,Harvest Home Kings Co. Hospital Farmers' Market,Clarkson Ave btwn E 37th & E 38th Sts.,511 Clarkson Ave,Brooklyn,NY,11203,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wednesday  8am-4pm,June 10-November 25,M,Y,Y,N,Y,40.65588,-73.94245,"(40.65588, -73.94245)"
Kings,Harvest Home Clinton Hill Farmers' Market,Lafayette & Washington Aves. Brooklyn,267 Lafayette St,Brooklyn,NY,11238,Maritza Owens,2128283361,http://www.harvesthomefm.org,Tuesday  8am-4pm,June 2-November 24,M,Y,Y,N,Y,40.6882,-73.96615,"(40.6882, -73.96615)"
Rensselaer,Veggie Mobile Sprout-Lansingburgh Apts,41 114th Street Troy,41 114th Street,Troy,NY,12182,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 2:30pm-3:15pm,Year-round,YR,N,Y,Y,Y,42.77223,-73.67258,"(42.77223, -73.67258)"
Wyoming,Warsaw Farmers' Market,"Full Gospel Church parking lot, 2444 N.Main St.",2444 N. Main St.,Warsaw,NY,14569,Patricia Reiter,5855911358,,Thursday  11am-3pm,July 11-September 26,M,N,N,N,Y,42.74796,-78.13257,"(42.74796, -78.13257)"
Albany,Veggie Mobile Sprout-St. Sophia/Holy Wisdom,426 Whitehall Road Albany,440 Whitehall Road,Albany,NY,12208,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 12:15pm-1pm,Year-round,YR,N,Y,Y,Y,42.65244,-73.81416,"(42.65244, -73.81416)"
Schenectady,Veggie Mobile-Ten Eyck Apts,375 Broadway Schenectady,375 Broadway,Schenectady,NY,12305,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 3:15pm-4pm,Year-round,YR,N,Y,Y,Y,42.80919,-73.94511,"(42.80919, -73.94511)"
Erie,Common Roots Urban Farm Stand,309 Peckham St Buffalo,309 Peckham St,Buffalo,NY,14206,Terra Dumas,7162929109,http://www.commonrootsurbanfarm.com,Saturday 11am-3pm,June 6-October 3,M,N,Y,N,Y,42.88783,-78.84284,"(42.88783, -78.84284)"
Rensselaer,Troy Waterfront Farmers' Market,Russell Sage College parking lot at First and Division sts,282 River St,Troy,NY,12180,Stephen Ridler,5187084216,http://www.troymarket.org,Saturday  8:30am-4pm,May 16-October 26,P/M,Y,Y,Y,Y,42.73214,-73.6905,"(42.73214, -73.6905)"
Saratoga,The Farmer's Wagon Farm Stand,534 Moe Rd @ corner of Grooms Rd  Clifton Park,Grooms Road & Moe Road,Clifton Park,NY,12065,Kevin Bowman,5183712042,,Daily 9am-5pm,May 1-October 31,P/M,Y,N,N,Y,42.84034,-73.79385,"(42.84034, -73.79385)"
Bronx,Harvest Home Jacobi  Hospital Tues Farmers' Market,1400 Pelham Parkway,1400 Pelham Pkwy,Bronx,NY,10461,Maritza Owens,2128283361,http://www.harvesthomefm.org,Tuesday  8am-4pm,May 19-November 24,P/M,Y,Y,N,Y,40.85431,-73.8467,"(40.85431, -73.8467)"
Rensselaer,Veggie Mobile Sprout-O'Neil Apts,2121 6th Ave. Troy,2121 6th Ave.,Troy,NY,12180,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 3:30pm-4:15pm,Year-round,YR,N,Y,Y,Y,42.73436,-73.68587,"(42.73436, -73.68587)"
Hamilton,Indian Lake Community Farmers' Market,Indian Lake Central School  6345 NY Route 30,Route 28 and Route 30,Indian Lake,NY,12842,Brenda Valentine,5186485636,http://www.facebook.com/IndianLakeFarmersMarket/,Saturday  10am-2pm,July 4-September 26,M,Y,N,N,Y,43.78247,-74.26541,"(43.78247, -74.26541)"
Albany,Veggie Mobile-Koinonia Primary Care,533 Clinton Ave. & N. Lake Ave. Albany,533 Clinton Avenue,Albany,NY,12206,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 2pm-2:45pm,Year-round,YR,N,Y,Y,Y,42.66508,-73.76804,"(42.66508, -73.76804)"
Chenango,Norwich WINTER Farmers' Market,75 N Broad St.,20 Conkey Avenue,Norwich,NY,13815,Drew Piaschyk,6073344928,https://www.facebook.com/NorwichNYFarmersMarket,Wednesday  10am-2pm,December 2-April 28 2021,X/W/P,N,Y,N,Y,42.5272,-75.52482,"(42.5272, -75.52482)"
Kings,Urban Oasis Farmers' Market,"Kingsboro Psychiatric Center, 681 Clarkson Ave. btwn Troy Ave & 43rd St.",681 Clarkson Ave,Brooklyn,NY,11203,Michelle Almonte,7182217132,,Wed  2pm-5:30pm,June 26-November 4,M,Y,N,N,Y,40.65621,-73.93741,"(40.65621, -73.93741)"
St. Lawrence,Hammond Farmers' and Artisans Market,"Hammond Museum , 1A North Main St. Route 37",1A North Main Street,Hammond,NY,13646,Lori Thistle,3153245032,http://www.facebook.com/thehammondfarmersmarket,Wednesday  3pm-6pm,June 19-September 18,M,Y,Y,N,Y,44.45118,-75.69312,"(44.45118, -75.69312)"
Otsego,Cooperstown Tuesday Farmers' Market,101 Main Street in Pioneer Alley near Keybank,101 Main Street,Cooperstown,NY,13326,Ellen Pope,6075478881,http://www.cooperstownfarmersmarket.org,Tuesday 3pm-7pm,June-September,M,Y,Y,N,Y,42.70063,-74.92524,"(42.70063, -74.92524)"
Franklin,Akwesasne Farmers' Market,"30 Margaret Terrance Memorial Way, Akwesasne",30 Margaret Terrance Memorial Way,Akwesasne,NY,13655,Kim McElwain,5183583141,,Thursday 11am-2pm                   Saturday 10am-2pm,June 25-October 3,M,N,N,N,Y,44.9867,-74.6755,"(44.9867, -74.6755)"
Broome,Broome Co Regional Sun Farmers' Market,840 Upper Front St. Binghamton,840 Upper Front St.,Binghamton,NY,13905,Amy Willis,6077728953,http://www.broomecountyregionalmarket.com,Sunday 10am-1pm,May 2-September 29,M,N,Y,N,Y,42.12921,-75.90609,"(42.12921, -75.90609)"
New York,Tucker Square Thursday Greenmarket,125 Columbus Ave btwn W 65th & W 66th Sts.,Columbus and West 66th St,New York,NY,10023,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,Year-round,YR,N,Y,N,Y,40.77362,-73.98156,"(40.77362, -73.98156)"
Nassau,Seaford Farmers' Market,"Seaford Railroad Station 3rd Parking lot, Sunrise Highway & Washington St.",Sunrise Highway and Washington St.,Seaford,NY,11783,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Saturday  7am-12pm,June 6-November 21,M,Y,N,N,Y,40.67572,-73.48657,"(40.67572, -73.48657)"
Delaware,Catskill Cattle Farm Stand,"96 Laurel Bank Ave, Deposit",96 Laurel Bank Ave,Deposit,NY,13754,Lonny Schaefer,6074675762,http://www.catskillcattle.com,"Mon-Sat  9am-6pm, Sunday 12pm-4pm, Winter:  hours change",Year-round,YR,N,N,N,Y,42.06673,-75.40725,"(42.06673, -75.40725)"
Saratoga,My Other Garden Farm Stand,2192 Cook Road Ballston Lake,2192 Cook Road,Ballston Lake,NY,12019,Maria Matthews,5188825416,https://www.facebook.com/My-Other-Garden-115864378623340/,"Su/Mo/We/Th/Fr/Sa 10am-6pm, closed Tuesday",June-November,M,Y,N,N,Y,42.97542,-73.99127,"(42.97542, -73.99127)"
Columbia,Martin's Farm Fresh Farm Stand,820 State Route 66 Hudson,820 State Route 66,Hudson,NY,12534,Daniel Martin,3152651246,,Mon-Sat  9am-5pm,June 6-November 25,M,N,N,N,Y,42.27318,-73.72226,"(42.27318, -73.72226)"
Madison,Dizzy Lizzie's Farm Farm Stand,3823 Sanderson Rd Erieville,3823 Sanderson Rd,Erieville,NY,13061,Elizabeth Blackburn,3156627565,http://www.dizzylizziesfarm.com,Tuesday 8:30am-11:30am,July-September,M,Y,N,N,Y,42.83934,-75.74399,"(42.83934, -75.74399)"
Monroe,The Mall at Greece Ridge Sat Farmers' Market,271 Greece Ridge Center Drive  Rochester,271 Greece Ridge Center Drive,Rochester,NY,14626,Melanie Fazio,5852251140,http://www.themallatgreeceridge.com,Saturday  8am-3pm,June 6-October 31,M,Y,N,N,Y,43.20677,-77.69406,"(43.20677, -77.69406)"
Dutchess,Pawling Farmers' Market,Pawling Village Green Charles Colman Blvd.,154 Charles Colman Blvd.,Pawling,NY,12564,Betsy Montgomery,9179418762,http://www.pawlingfarmersmarket.org,Saturday  9am-1pm,June 13-September 27,M,N,N,N,Y,41.56315,-73.60143,"(41.56315, -73.60143)"
Schenectady,Veggie Mobile-Father Leo Obrien,3151 Marra Lane Schenectady,3151 Marra Lane,Schenectady,NY,12303,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon 1pm-1:45pm,Year-round,YR,N,Y,Y,Y,42.76062,-73.94004,"(42.76062, -73.94004)"
Otsego,Morris Farmers' Market,"Guy Rathbon Park 117 Main St., behind Firehouse",Main St and Church St,Morris,NY,13808,Paul Tourtellotte,6072635423,,Thursday  3pm-6pm,May 28-October 15,P/M,Y,N,N,Y,42.54813,-75.24686,"(42.54813, -75.24686)"
Broome,CHOW MM-Lee Barta Center,108 Liberty St. Binghamton,108 Liberty St,Binghamton,NY,13901,Jack Seman,6077249130,http://www.broomecouncil.net,Thursday 1pm-3pm,Year-round,YR,N,Y,N,Y,42.10911,-75.89979,"(42.10911, -75.89979)"
Orleans,Gardner's Gardens Farm Stand,14350 Northwood Dr. Albion,14350 Northwood Dr.,Albion,NY,14411,Shauna Gardner,5855902437,http://www.facebook.com/gardnersheirloom/,Monday 3pm-4:30pm,June 1-October 26,M,N,N,N,Y,43.25845,-78.19669,"(43.25845, -78.19669)"
Allegany,Belmont Farmers' Market,5429 NYS Route 19N,5429 NYS Route 19 N,Belmont,NY,14813,Debra Wagoner,5856108836,,Thursday  11am-5pm,June 4-October 8,P/M,N,Y,N,Y,42.2356,-78.05212,"(42.2356, -78.05212)"
New York,Tribeca Greenmarket Saturday,315 Greenwich St. at Chambers St,Greenwich St and Chambers St,New York,NY,10023,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/tribeca-sa,Saturday  8am-3pm,Year-round,YR,N,Y,N,Y,40.7163,-74.01097,"(40.7163, -74.01097)"
Herkimer,Little Falls Farmers' & Flea Market,M&T Bank parking lot  Albany St.,Albany Street and 2nd Street,Little Falls,NY,13365,Mary Davis,3158662619,,Saturday  8am-12pm,May 23-October 31,P/M,Y,N,N,Y,43.04284,-74.85828,"(43.04284, -74.85828)"
Saratoga,Gansevoort Farmers' Market,Gansevoort Village Park Catherine St.,Main St. at Catherine St.,Gansevoort,NY,12831,Linda Gifford,5187920198,,Tuesday  3pm-6pm,June 16-October 27,M,Y,N,N,Y,43.19612,-73.65167,"(43.19612, -73.65167)"
Steuben,Bath Saturday Farmers' Market,Pulteney Park Steuben St.,Steuben St and Liberty St,Bath,NY,14810,Phillip Glosick,6077763577,,Saturday  9am-2pm,May 4-October 26,P/M,Y,N,N,Y,42.33353,-77.31842,"(42.33353, -77.31842)"
Kings,Bartel-Pritchard Square Wed Greenmarket,205 Prospect Park at West 15th St. inside park,Prospect Park West and 14th Street,Brooklyn,NY,11215,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Wednesday 8am-3pm,Year-round,YR,N,Y,N,Y,40.6616,-73.97939,"(40.6616, -73.97939)"
Cayuga,Moravia Farmers' Market,Kinney Drug Store pkg lot 130 Main St.,130 Main St,Moravia,NY,13118,Barbara Flynn,3154962235,,Thursday  10am-5pm,June 4-October 29,M,Y,N,N,Y,42.71209,-76.42079,"(42.71209, -76.42079)"
Erie,Springville Farmers' Market,Gentner Auction 341 W. Main St. (Rt. 39),341 West Main St,Springville,NY,14141,Donna Goldhawk,7165600198,http://www.facebook.com/GENTNERSCOMMISSIONMARKET/,Wednesday  7am-3pm,Year-round,YR,N,N,N,Y,42.50906,-78.67989,"(42.50906, -78.67989)"
Suffolk,Red Fox Farm Farm Stand,1725 Brentwood Rd,1725 Brentwood Rd,Brentwood,NY,11717,Ernest Herrington,6312770159,http://www.redfoxfarmfarm,Thu/Sat 9am-5pm,May 30-October 31,M,Y,N,N,Y,40.77235,-73.24614,"(40.77235, -73.24614)"
Kings,TFFJ Fresh Farm Market-Brooklyn,85 Watkins St Brooklyn,85 Watkins St,Brooklyn,NY,11212,Katherine Soll,9292411029,http://www.teensforjustice.org,Tuesday 2:30pm-5pm,Year-Round,YR,N,Y,N,Y,40.67083,-73.90815,"(40.67083, -73.90815)"
Essex,Drinkwine Produce Farm Stand,Route 9N & 22 Street Road Ticonderoga,Route 9N and 22 Street Road,Ticonderoga,NY,12883,Henry Drinkwine,5185856346,,"Mon-Sat  10am-6pm, Sun 10am-6pm",July 18-October 30,M,Y,N,N,Y,43.88032,-73.44955,"(43.88032, -73.44955)"
Tompkins,Trumansburg Farmers' Market,1 Corey St Trumansburg,1 Corey St,Trumansburg,NY,14886,Victoria Badalmenti,6073876501,http://www.tburgfarmersmarket.com,Wednesday  4pm-7pm,May 6-October 28,P/M,N,N,N,Y,42.54205,-76.66668,"(42.54205, -76.66668)"
Allegany,Alfred Farmers' Market,3 South Main St.,3 South Main Street,Alfred,NY,14802,Mary Gardner-Ruch,6075879244,http://www.alfredfarmersmarket.com,Sunday  11am-3pm,June 14-October 24,M,Y,Y,N,Y,42.25359,-77.79036,"(42.25359, -77.79036)"
Albany,Veggie Mobile-Howe Library,Schuyler & Broad St. Albany,Schuyler St and Broad Street,Albany,NY,12202,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 3pm-3:45pm,Year-round,YR,N,Y,Y,Y,42.64112,-73.75802,"(42.64112, -73.75802)"
Chenango,Oxford WINTER Farmers' Market,"St. Paul's Parish House Comm Ctr, 34 Main St. Oxford",34 Main St.,Oxford,NY,13830,Mina Takahashi,6072266843,https://www.facebook.com/OxfordNYFarmersMarket,1st Saturday  10am-1pm,November-April,M/X/W/P,N,N,N,Y,42.440234,-75.594121,"(42.440234, -75.594121)"
