Date,Program,Item,Value
04/01/2016,Managed Long Term Care,Managed Long Term Care,"126,369"
05/01/2016,Managed Long Term Care,Managed Long Term Care,"128,259"
06/01/2016,Managed Long Term Care,Managed Long Term Care,"129,978"
07/01/2016,Managed Long Term Care,Managed Long Term Care,"131,923"
08/01/2016,Managed Long Term Care,Managed Long Term Care,"133,569"
09/01/2016,Managed Long Term Care,Managed Long Term Care,"135,093"
10/01/2016,Managed Long Term Care,Managed Long Term Care,"136,627"
11/01/2016,Managed Long Term Care,Managed Long Term Care,"138,496"
12/01/2016,Managed Long Term Care,Managed Long Term Care,"140,310"
01/01/2017,Managed Long Term Care,Managed Long Term Care,"141,942"
02/01/2017,Managed Long Term Care,Managed Long Term Care,"144,018"
03/01/2017,Managed Long Term Care,Managed Long Term Care,"145,160"
04/01/2017,Managed Long Term Care,Managed Long Term Care,"146,125"
05/01/2017,Managed Long Term Care,Managed Long Term Care,"147,883"
06/01/2017,Managed Long Term Care,Managed Long Term Care,"149,356"
07/01/2017,Managed Long Term Care,Managed Long Term Care,"151,019"
08/01/2017,Managed Long Term Care,Managed Long Term Care,"153,131"
09/01/2017,Managed Long Term Care,Managed Long Term Care,"154,499"
10/01/2017,Managed Long Term Care,Managed Long Term Care,"156,291"
11/01/2017,Managed Long Term Care,Managed Long Term Care,"158,527"
12/01/2017,Managed Long Term Care,Managed Long Term Care,"160,102"
01/01/2018,Managed Long Term Care,Managed Long Term Care,"161,763"
02/01/2018,Managed Long Term Care,Managed Long Term Care,"163,804"
03/01/2018,Managed Long Term Care,Managed Long Term Care,"165,166"
04/01/2018,Managed Long Term Care,Managed Long Term Care,N/A
05/01/2018,Managed Long Term Care,Managed Long Term Care,N/A
06/01/2018,Managed Long Term Care,Managed Long Term Care,N/A
07/01/2018,Managed Long Term Care,Managed Long Term Care,"171,896"
08/01/2018,Managed Long Term Care,Managed Long Term Care,"174,240"
09/01/2018,Managed Long Term Care,Managed Long Term Care,"174,791"
10/01/2018,Managed Long Term Care,Managed Long Term Care,"176,905"
11/01/2018,Managed Long Term Care,Managed Long Term Care,"179,895"
12/01/2018,Managed Long Term Care,Managed Long Term Care,"181,863"
01/01/2019,Managed Long Term Care,Managed Long Term Care,"184,279"
02/01/2019,Managed Long Term Care,Managed Long Term Care,"185,966"
03/01/2019,Managed Long Term Care,Managed Long Term Care,"187,689"
04/01/2019,Managed Long Term Care,Managed Long Term Care,"188,797"
05/01/2019,Managed Long Term Care,Managed Long Term Care,"190,944"
06/01/2019,Managed Long Term Care,Managed Long Term Care,"193,225"
07/01/2019,Managed Long Term Care,Managed Long Term Care,"195,918"
08/01/2019,Managed Long Term Care,Managed Long Term Care,"198,592"
09/01/2019,Managed Long Term Care,Managed Long Term Care,"200,702"
10/01/2019,Managed Long Term Care,Managed Long Term Care,"203,165"
11/01/2019,Managed Long Term Care,Managed Long Term Care,"204,795"
12/01/2019,Managed Long Term Care,Managed Long Term Care,"206,738"
01/01/2016,Referrals Received,Referrals Received,"1,976"
02/01/2016,Referrals Received,Referrals Received,"1,917"
03/01/2016,Referrals Received,Referrals Received,"2,076"
04/01/2016,Referrals Received,Referrals Received,"2,405"
05/01/2016,Referrals Received,Referrals Received,"2,247"
06/01/2016,Referrals Received,Referrals Received,"2,293"
07/01/2016,Referrals Received,Referrals Received,"2,296"
08/01/2016,Referrals Received,Referrals Received,"2,146"
09/01/2016,Referrals Received,Referrals Received,"2,525"
10/01/2016,Referrals Received,Referrals Received,"2,261"
11/01/2016,Referrals Received,Referrals Received,"2,264"
12/01/2016,Referrals Received,Referrals Received,"1,981"
01/01/2017,Referrals Received,Referrals Received,"2,295"
02/01/2017,Referrals Received,Referrals Received,"2,221"
03/01/2017,Referrals Received,Referrals Received,"2,212"
04/01/2017,Referrals Received,Referrals Received,"2,560"
05/01/2017,Referrals Received,Referrals Received,"1,995"
06/01/2017,Referrals Received,Referrals Received,"2,216"
07/01/2017,Referrals Received,Referrals Received,"2,557"
08/01/2017,Referrals Received,Referrals Received,"2,472"
09/01/2017,Referrals Received,Referrals Received,"2,700"
10/01/2017,Referrals Received,Referrals Received,"2,356"
11/01/2017,Referrals Received,Referrals Received,"2,578"
12/01/2017,Referrals Received,Referrals Received,"2,396"
01/01/2018,Referrals Received,Referrals Received,"2,292"
02/01/2018,Referrals Received,Referrals Received,"2,626"
03/01/2018,Referrals Received,Referrals Received,"2,471"
04/01/2018,Referrals Received,Referrals Received,"2,727"
05/01/2018,Referrals Received,Referrals Received,"2,494"
06/01/2018,Referrals Received,Referrals Received,"2,715"
07/01/2018,Referrals Received,Referrals Received,"2,715"
08/01/2018,Referrals Received,Referrals Received,"2,727"
09/01/2018,Referrals Received,Referrals Received,"2,858"
10/01/2018,Referrals Received,Referrals Received,"2,269"
11/01/2018,Referrals Received,Referrals Received,"2,836"
12/01/2018,Referrals Received,Referrals Received,"2,358"
01/01/2019,Referrals Received,Referrals Received,"2,208"
02/01/2019,Referrals Received,Referrals Received,"2,732"
03/01/2019,Referrals Received,Referrals Received,"2,383"
04/01/2019,Referrals Received,Referrals Received,"2,671"
05/01/2019,Referrals Received,Referrals Received,"2,712"
06/01/2019,Referrals Received,Referrals Received,"2,725"
07/01/2019,Referrals Received,Referrals Received,"2,495"
08/01/2019,Referrals Received,Referrals Received,"2,605"
09/01/2019,Referrals Received,Referrals Received,"2,535"
10/01/2019,Referrals Received,Referrals Received,"2,406"
11/01/2019,Referrals Received,Referrals Received,"2,671"
12/01/2019,Referrals Received,Referrals Received,"2,123"
01/01/2016,SNAP Households,Cash Assistance,"197,829"
02/01/2016,SNAP Households,Cash Assistance,"196,715"
03/01/2016,SNAP Households,Cash Assistance,"198,349"
04/01/2016,SNAP Households,Cash Assistance,"197,167"
05/01/2016,SNAP Households,Cash Assistance,"199,042"
06/01/2016,SNAP Households,Cash Assistance,"198,887"
07/01/2016,SNAP Households,Cash Assistance,"197,688"
08/01/2016,SNAP Households,Cash Assistance,"199,348"
09/01/2016,SNAP Households,Cash Assistance,"199,163"
10/01/2016,SNAP Households,Cash Assistance,"198,117"
11/01/2016,SNAP Households,Cash Assistance,"198,473"
12/01/2016,SNAP Households,Cash Assistance,"198,591"
01/01/2017,SNAP Households,Cash Assistance,"197,922"
02/01/2017,SNAP Households,Cash Assistance,"195,699"
03/01/2017,SNAP Households,Cash Assistance,"196,990"
04/01/2017,SNAP Households,Cash Assistance,"194,175"
05/01/2017,SNAP Households,Cash Assistance,"195,720"
06/01/2017,SNAP Households,Cash Assistance,"196,315"
07/01/2017,SNAP Households,Cash Assistance,"196,240"
08/01/2017,SNAP Households,Cash Assistance,"196,907"
09/01/2017,SNAP Households,Cash Assistance,"195,908"
10/01/2017,SNAP Households,Cash Assistance,"195,039"
11/01/2017,SNAP Households,Cash Assistance,"195,662"
12/01/2017,SNAP Households,Cash Assistance,"194,960"
01/01/2018,SNAP Households,Cash Assistance,"195,004"
02/01/2018,SNAP Households,Cash Assistance,"193,277"
03/01/2018,SNAP Households,Cash Assistance,"193,642"
04/01/2018,SNAP Households,Cash Assistance,"191,169"
05/01/2018,SNAP Households,Cash Assistance,"191,214"
06/01/2018,SNAP Households,Cash Assistance,"189,964"
07/01/2018,SNAP Households,Cash Assistance,"189,041"
08/01/2018,SNAP Households,Cash Assistance,"189,656"
09/01/2018,SNAP Households,Cash Assistance,"187,787"
10/01/2018,SNAP Households,Cash Assistance,"188,916"
11/01/2018,SNAP Households,Cash Assistance,"187,924"
12/01/2018,SNAP Households,Cash Assistance,"186,371"
01/01/2019,SNAP Households,Cash Assistance,"187,585"
02/01/2019,SNAP Households,Cash Assistance,"185,705"
03/01/2019,SNAP Households,Cash Assistance,"185,973"
04/01/2019,SNAP Households,Cash Assistance,"184,385"
05/01/2019,SNAP Households,Cash Assistance,"183,970"
06/01/2019,SNAP Households,Cash Assistance,"182,597"
07/01/2019,SNAP Households,Cash Assistance,"183,229"
08/01/2019,SNAP Households,Cash Assistance,"183,322"
09/01/2019,SNAP Households,Cash Assistance,"181,896"
10/01/2019,SNAP Households,Cash Assistance,"181,424"
11/01/2019,SNAP Households,Cash Assistance,"180,731"
12/01/2019,SNAP Households,Cash Assistance,"180,193"
01/01/2016,SNAP Households,Non-Cash Assistance & SSI,"744,190"
02/01/2016,SNAP Households,Non-Cash Assistance & SSI,"746,387"
03/01/2016,SNAP Households,Non-Cash Assistance & SSI,"744,825"
04/01/2016,SNAP Households,Non-Cash Assistance & SSI,"745,062"
05/01/2016,SNAP Households,Non-Cash Assistance & SSI,"753,644"
06/01/2016,SNAP Households,Non-Cash Assistance & SSI,"752,491"
07/01/2016,SNAP Households,Non-Cash Assistance & SSI,"751,575"
08/01/2016,SNAP Households,Non-Cash Assistance & SSI,"759,060"
09/01/2016,SNAP Households,Non-Cash Assistance & SSI,"756,826"
10/01/2016,SNAP Households,Non-Cash Assistance & SSI,"753,063"
11/01/2016,SNAP Households,Non-Cash Assistance & SSI,"755,736"
12/01/2016,SNAP Households,Non-Cash Assistance & SSI,"757,391"
01/01/2017,SNAP Households,Non-Cash Assistance & SSI,"757,616"
02/01/2017,SNAP Households,Non-Cash Assistance & SSI,"750,472"
03/01/2017,SNAP Households,Non-Cash Assistance & SSI,"753,501"
04/01/2017,SNAP Households,Non-Cash Assistance & SSI,"749,308"
05/01/2017,SNAP Households,Non-Cash Assistance & SSI,"754,315"
06/01/2017,SNAP Households,Non-Cash Assistance & SSI,"752,281"
07/01/2017,SNAP Households,Non-Cash Assistance & SSI,"748,783"
08/01/2017,SNAP Households,Non-Cash Assistance & SSI,"745,490"
09/01/2017,SNAP Households,Non-Cash Assistance & SSI,"743,478"
10/01/2017,SNAP Households,Non-Cash Assistance & SSI,"735,151"
11/01/2017,SNAP Households,Non-Cash Assistance & SSI,"736,410"
12/01/2017,SNAP Households,Non-Cash Assistance & SSI,"736,256"
01/01/2018,SNAP Households,Non-Cash Assistance & SSI,"737,496"
02/01/2018,SNAP Households,Non-Cash Assistance & SSI,"731,360"
03/01/2018,SNAP Households,Non-Cash Assistance & SSI,"739,797"
04/01/2018,SNAP Households,Non-Cash Assistance & SSI,"735,393"
05/01/2018,SNAP Households,Non-Cash Assistance & SSI,"737,100"
06/01/2018,SNAP Households,Non-Cash Assistance & SSI,"733,206"
07/01/2018,SNAP Households,Non-Cash Assistance & SSI,"731,075"
08/01/2018,SNAP Households,Non-Cash Assistance & SSI,"731,604"
09/01/2018,SNAP Households,Non-Cash Assistance & SSI,"728,354"
10/01/2018,SNAP Households,Non-Cash Assistance & SSI,"725,491"
11/01/2018,SNAP Households,Non-Cash Assistance & SSI,"720,794"
12/01/2018,SNAP Households,Non-Cash Assistance & SSI,"720,673"
01/01/2019,SNAP Households,Non-Cash Assistance & SSI,"720,469"
02/01/2019,SNAP Households,Non-Cash Assistance & SSI,"719,804"
03/01/2019,SNAP Households,Non-Cash Assistance & SSI,"716,014"
04/01/2019,SNAP Households,Non-Cash Assistance & SSI,"714,539"
05/01/2019,SNAP Households,Non-Cash Assistance & SSI,"708,356"
06/01/2019,SNAP Households,Non-Cash Assistance & SSI,"704,533"
07/01/2019,SNAP Households,Non-Cash Assistance & SSI,"702,323"
08/01/2019,SNAP Households,Non-Cash Assistance & SSI,"698,879"
09/01/2019,SNAP Households,Non-Cash Assistance & SSI,"696,456"
10/01/2019,SNAP Households,Non-Cash Assistance & SSI,"692,274"
11/01/2019,SNAP Households,Non-Cash Assistance & SSI,"694,586"
12/01/2019,SNAP Households,Non-Cash Assistance & SSI,"695,041"
01/01/2016,SNAP Households,SNAP Recipient Households,"942,019"
02/01/2016,SNAP Households,SNAP Recipient Households,"943,102"
03/01/2016,SNAP Households,SNAP Recipient Households,"943,174"
04/01/2016,SNAP Households,SNAP Recipient Households,"942,229"
05/01/2016,SNAP Households,SNAP Recipient Households,"952,686"
06/01/2016,SNAP Households,SNAP Recipient Households,"951,378"
07/01/2016,SNAP Households,SNAP Recipient Households,"949,263"
08/01/2016,SNAP Households,SNAP Recipient Households,"958,408"
09/01/2016,SNAP Households,SNAP Recipient Households,"955,989"
10/01/2016,SNAP Households,SNAP Recipient Households,"951,180"
11/01/2016,SNAP Households,SNAP Recipient Households,"954,209"
12/01/2016,SNAP Households,SNAP Recipient Households,"955,982"
01/01/2017,SNAP Households,SNAP Recipient Households,"955,538"
02/01/2017,SNAP Households,SNAP Recipient Households,"946,171"
03/01/2017,SNAP Households,SNAP Recipient Households,"950,491"
04/01/2017,SNAP Households,SNAP Recipient Households,"943,483"
05/01/2017,SNAP Households,SNAP Recipient Households,"950,035"
06/01/2017,SNAP Households,SNAP Recipient Households,"948,596"
07/01/2017,SNAP Households,SNAP Recipient Households,"945,023"
08/01/2017,SNAP Households,SNAP Recipient Households,"942,397"
09/01/2017,SNAP Households,SNAP Recipient Households,"939,386"
10/01/2017,SNAP Households,SNAP Recipient Households,"930,190"
11/01/2017,SNAP Households,SNAP Recipient Households,"932,072"
12/01/2017,SNAP Households,SNAP Recipient Households,"931,216"
01/01/2018,SNAP Households,SNAP Recipient Households,"932,500"
02/01/2018,SNAP Households,SNAP Recipient Households,"924,637"
03/01/2018,SNAP Households,SNAP Recipient Households,"933,439"
04/01/2018,SNAP Households,SNAP Recipient Households,"926,562"
05/01/2018,SNAP Households,SNAP Recipient Households,"928,314"
06/01/2018,SNAP Households,SNAP Recipient Households,"923,170"
07/01/2018,SNAP Households,SNAP Recipient Households,"920,116"
08/01/2018,SNAP Households,SNAP Recipient Households,"921,260"
09/01/2018,SNAP Households,SNAP Recipient Households,"916,141"
10/01/2018,SNAP Households,SNAP Recipient Households,"914,407"
11/01/2018,SNAP Households,SNAP Recipient Households,"908,718"
12/01/2018,SNAP Households,SNAP Recipient Households,"907,044"
01/01/2019,SNAP Households,SNAP Recipient Households,"908,054"
02/01/2019,SNAP Households,SNAP Recipient Households,"905,509"
03/01/2019,SNAP Households,SNAP Recipient Households,"901,987"
04/01/2019,SNAP Households,SNAP Recipient Households,"898,924"
05/01/2019,SNAP Households,SNAP Recipient Households,"892,326"
06/01/2019,SNAP Households,SNAP Recipient Households,"887,130"
07/01/2019,SNAP Households,SNAP Recipient Households,"885,552"
08/01/2019,SNAP Households,SNAP Recipient Households,"882,201"
09/01/2019,SNAP Households,SNAP Recipient Households,"878,352"
10/01/2019,SNAP Households,SNAP Recipient Households,"873,698"
11/01/2019,SNAP Households,SNAP Recipient Households,"875,317"
12/01/2019,SNAP Households,SNAP Recipient Households,"875,234"
01/01/2016,SNAP Recipients,Cash Assistance,"409,452"
02/01/2016,SNAP Recipients,Cash Assistance,"406,889"
03/01/2016,SNAP Recipients,Cash Assistance,"408,793"
04/01/2016,SNAP Recipients,Cash Assistance,"406,567"
05/01/2016,SNAP Recipients,Cash Assistance,"406,917"
06/01/2016,SNAP Recipients,Cash Assistance,"409,328"
07/01/2016,SNAP Recipients,Cash Assistance,"407,923"
08/01/2016,SNAP Recipients,Cash Assistance,"410,593"
09/01/2016,SNAP Recipients,Cash Assistance,"410,445"
10/01/2016,SNAP Recipients,Cash Assistance,"409,342"
11/01/2016,SNAP Recipients,Cash Assistance,"410,554"
12/01/2016,SNAP Recipients,Cash Assistance,"410,571"
01/01/2017,SNAP Recipients,Cash Assistance,"408,820"
02/01/2017,SNAP Recipients,Cash Assistance,"404,393"
03/01/2017,SNAP Recipients,Cash Assistance,"404,882"
04/01/2017,SNAP Recipients,Cash Assistance,"399,634"
05/01/2017,SNAP Recipients,Cash Assistance,"401,307"
06/01/2017,SNAP Recipients,Cash Assistance,"401,237"
07/01/2017,SNAP Recipients,Cash Assistance,"401,182"
08/01/2017,SNAP Recipients,Cash Assistance,"401,890"
09/01/2017,SNAP Recipients,Cash Assistance,"400,349"
10/01/2017,SNAP Recipients,Cash Assistance,"399,274"
11/01/2017,SNAP Recipients,Cash Assistance,"401,043"
12/01/2017,SNAP Recipients,Cash Assistance,"398,749"
01/01/2018,SNAP Recipients,Cash Assistance,"398,530"
02/01/2018,SNAP Recipients,Cash Assistance,"394,726"
03/01/2018,SNAP Recipients,Cash Assistance,"394,171"
04/01/2018,SNAP Recipients,Cash Assistance,"388,872"
05/01/2018,SNAP Recipients,Cash Assistance,"385,298"
06/01/2018,SNAP Recipients,Cash Assistance,"383,065"
07/01/2018,SNAP Recipients,Cash Assistance,"384,292"
08/01/2018,SNAP Recipients,Cash Assistance,"384,255"
09/01/2018,SNAP Recipients,Cash Assistance,"381,865"
10/01/2018,SNAP Recipients,Cash Assistance,"383,799"
11/01/2018,SNAP Recipients,Cash Assistance,"382,333"
12/01/2018,SNAP Recipients,Cash Assistance,"379,336"
01/01/2019,SNAP Recipients,Cash Assistance,"380,683"
02/01/2019,SNAP Recipients,Cash Assistance,"378,572"
03/01/2019,SNAP Recipients,Cash Assistance,"376,246"
04/01/2019,SNAP Recipients,Cash Assistance,"370,832"
05/01/2019,SNAP Recipients,Cash Assistance,"368,741"
06/01/2019,SNAP Recipients,Cash Assistance,"364,411"
07/01/2019,SNAP Recipients,Cash Assistance,"364,840"
08/01/2019,SNAP Recipients,Cash Assistance,"364,618"
09/01/2019,SNAP Recipients,Cash Assistance,"362,275"
10/01/2019,SNAP Recipients,Cash Assistance,"361,741"
11/01/2019,SNAP Recipients,Cash Assistance,"361,286"
12/01/2019,SNAP Recipients,Cash Assistance,"360,219"
01/01/2016,SNAP Recipients,Non-Cash Assistance & SSI,"1,267,370"
02/01/2016,SNAP Recipients,Non-Cash Assistance & SSI,"1,272,925"
03/01/2016,SNAP Recipients,Non-Cash Assistance & SSI,"1,269,240"
04/01/2016,SNAP Recipients,Non-Cash Assistance & SSI,"1,270,526"
05/01/2016,SNAP Recipients,Non-Cash Assistance & SSI,"1,287,830"
06/01/2016,SNAP Recipients,Non-Cash Assistance & SSI,"1,283,828"
07/01/2016,SNAP Recipients,Non-Cash Assistance & SSI,"1,282,360"
08/01/2016,SNAP Recipients,Non-Cash Assistance & SSI,"1,297,125"
09/01/2016,SNAP Recipients,Non-Cash Assistance & SSI,"1,291,680"
10/01/2016,SNAP Recipients,Non-Cash Assistance & SSI,"1,283,447"
11/01/2016,SNAP Recipients,Non-Cash Assistance & SSI,"1,287,579"
12/01/2016,SNAP Recipients,Non-Cash Assistance & SSI,"1,288,200"
01/01/2017,SNAP Recipients,Non-Cash Assistance & SSI,"1,287,941"
02/01/2017,SNAP Recipients,Non-Cash Assistance & SSI,"1,274,230"
03/01/2017,SNAP Recipients,Non-Cash Assistance & SSI,"1,277,904"
04/01/2017,SNAP Recipients,Non-Cash Assistance & SSI,"1,270,190"
05/01/2017,SNAP Recipients,Non-Cash Assistance & SSI,"1,281,248"
06/01/2017,SNAP Recipients,Non-Cash Assistance & SSI,"1,275,110"
07/01/2017,SNAP Recipients,Non-Cash Assistance & SSI,"1,268,959"
08/01/2017,SNAP Recipients,Non-Cash Assistance & SSI,"1,260,927"
09/01/2017,SNAP Recipients,Non-Cash Assistance & SSI,"1,255,301"
10/01/2017,SNAP Recipients,Non-Cash Assistance & SSI,"1,237,142"
11/01/2017,SNAP Recipients,Non-Cash Assistance & SSI,"1,239,360"
12/01/2017,SNAP Recipients,Non-Cash Assistance & SSI,"1,236,886"
01/01/2018,SNAP Recipients,Non-Cash Assistance & SSI,"1,237,007"
02/01/2018,SNAP Recipients,Non-Cash Assistance & SSI,"1,225,630"
03/01/2018,SNAP Recipients,Non-Cash Assistance & SSI,"1,239,791"
04/01/2018,SNAP Recipients,Non-Cash Assistance & SSI,"1,229,952"
05/01/2018,SNAP Recipients,Non-Cash Assistance & SSI,"1,232,866"
06/01/2018,SNAP Recipients,Non-Cash Assistance & SSI,"1,224,401"
07/01/2018,SNAP Recipients,Non-Cash Assistance & SSI,"1,219,366"
08/01/2018,SNAP Recipients,Non-Cash Assistance & SSI,"1,220,367"
09/01/2018,SNAP Recipients,Non-Cash Assistance & SSI,"1,212,665"
10/01/2018,SNAP Recipients,Non-Cash Assistance & SSI,"1,207,013"
11/01/2018,SNAP Recipients,Non-Cash Assistance & SSI,"1,195,191"
12/01/2018,SNAP Recipients,Non-Cash Assistance & SSI,"1,192,454"
01/01/2019,SNAP Recipients,Non-Cash Assistance & SSI,"1,189,854"
02/01/2019,SNAP Recipients,Non-Cash Assistance & SSI,"1,185,965"
03/01/2019,SNAP Recipients,Non-Cash Assistance & SSI,"1,181,420"
04/01/2019,SNAP Recipients,Non-Cash Assistance & SSI,"1,179,565"
05/01/2019,SNAP Recipients,Non-Cash Assistance & SSI,"1,166,587"
06/01/2019,SNAP Recipients,Non-Cash Assistance & SSI,"1,159,091"
07/01/2019,SNAP Recipients,Non-Cash Assistance & SSI,"1,154,734"
08/01/2019,SNAP Recipients,Non-Cash Assistance & SSI,"1,146,950"
09/01/2019,SNAP Recipients,Non-Cash Assistance & SSI,"1,141,094"
10/01/2019,SNAP Recipients,Non-Cash Assistance & SSI,"1,130,733"
11/01/2019,SNAP Recipients,Non-Cash Assistance & SSI,"1,132,079"
12/01/2019,SNAP Recipients,Non-Cash Assistance & SSI,"1,129,939"
01/01/2016,SNAP Recipients,SNAP Recipients,"1,676,822"
02/01/2016,SNAP Recipients,SNAP Recipients,"1,679,814"
03/01/2016,SNAP Recipients,SNAP Recipients,"1,678,033"
04/01/2016,SNAP Recipients,SNAP Recipients,"1,677,093"
05/01/2016,SNAP Recipients,SNAP Recipients,"1,694,747"
06/01/2016,SNAP Recipients,SNAP Recipients,"1,693,156"
07/01/2016,SNAP Recipients,SNAP Recipients,"1,690,283"
08/01/2016,SNAP Recipients,SNAP Recipients,"1,707,718"
09/01/2016,SNAP Recipients,SNAP Recipients,"1,702,125"
10/01/2016,SNAP Recipients,SNAP Recipients,"1,692,789"
11/01/2016,SNAP Recipients,SNAP Recipients,"1,698,133"
12/01/2016,SNAP Recipients,SNAP Recipients,"1,698,771"
01/01/2017,SNAP Recipients,SNAP Recipients,"1,696,761"
02/01/2017,SNAP Recipients,SNAP Recipients,"1,678,623"
03/01/2017,SNAP Recipients,SNAP Recipients,"1,682,786"
04/01/2017,SNAP Recipients,SNAP Recipients,"1,669,824"
05/01/2017,SNAP Recipients,SNAP Recipients,"1,682,555"
06/01/2017,SNAP Recipients,SNAP Recipients,"1,676,347"
07/01/2017,SNAP Recipients,SNAP Recipients,"1,670,141"
08/01/2017,SNAP Recipients,SNAP Recipients,"1,662,817"
09/01/2017,SNAP Recipients,SNAP Recipients,"1,655,650"
10/01/2017,SNAP Recipients,SNAP Recipients,"1,636,416"
11/01/2017,SNAP Recipients,SNAP Recipients,"1,640,403"
12/01/2017,SNAP Recipients,SNAP Recipients,"1,635,635"
01/01/2018,SNAP Recipients,SNAP Recipients,"1,635,537"
02/01/2018,SNAP Recipients,SNAP Recipients,"1,620,356"
03/01/2018,SNAP Recipients,SNAP Recipients,"1,633,962"
04/01/2018,SNAP Recipients,SNAP Recipients,"1,618,824"
05/01/2018,SNAP Recipients,SNAP Recipients,"1,618,164"
06/01/2018,SNAP Recipients,SNAP Recipients,"1,607,466"
07/01/2018,SNAP Recipients,SNAP Recipients,"1,603,658"
08/01/2018,SNAP Recipients,SNAP Recipients,"1,604,622"
09/01/2018,SNAP Recipients,SNAP Recipients,"1,594,530"
10/01/2018,SNAP Recipients,SNAP Recipients,"1,590,812"
11/01/2018,SNAP Recipients,SNAP Recipients,"1,577,524"
12/01/2018,SNAP Recipients,SNAP Recipients,"1,571,790"
01/01/2019,SNAP Recipients,SNAP Recipients,"1,570,537"
02/01/2019,SNAP Recipients,SNAP Recipients,"1,564,537"
03/01/2019,SNAP Recipients,SNAP Recipients,"1,557,666"
04/01/2019,SNAP Recipients,SNAP Recipients,"1,550,397"
05/01/2019,SNAP Recipients,SNAP Recipients,"1,535,328"
06/01/2019,SNAP Recipients,SNAP Recipients,"1,523,502"
07/01/2019,SNAP Recipients,SNAP Recipients,"1,519,574"
08/01/2019,SNAP Recipients,SNAP Recipients,"1,511,568"
09/01/2019,SNAP Recipients,SNAP Recipients,"1,503,369"
10/01/2019,SNAP Recipients,SNAP Recipients,"1,492,474"
11/01/2019,SNAP Recipients,SNAP Recipients,"1,493,365"
12/01/2019,SNAP Recipients,SNAP Recipients,"1,490,158"
01/01/2016,SSI Recipients,Aged,"106,252"
02/01/2016,SSI Recipients,Aged,"106,268"
03/01/2016,SSI Recipients,Aged,"106,232"
04/01/2016,SSI Recipients,Aged,"105,974"
05/01/2016,SSI Recipients,Aged,"106,035"
06/01/2016,SSI Recipients,Aged,"105,956"
07/01/2016,SSI Recipients,Aged,"107,024"
08/01/2016,SSI Recipients,Aged,"107,066"
09/01/2016,SSI Recipients,Aged,"106,386"
10/01/2016,SSI Recipients,Aged,"106,024"
11/01/2016,SSI Recipients,Aged,"106,328"
12/01/2016,SSI Recipients,Aged,"106,300"
01/01/2017,SSI Recipients,Aged,"107,626"
02/01/2017,SSI Recipients,Aged,"107,370"
03/01/2017,SSI Recipients,Aged,"106,797"
04/01/2017,SSI Recipients,Aged,"106,752"
05/01/2017,SSI Recipients,Aged,"106,663"
06/01/2017,SSI Recipients,Aged,"106,544"
07/01/2017,SSI Recipients,Aged,"106,077"
08/01/2017,SSI Recipients,Aged,"105,550"
09/01/2017,SSI Recipients,Aged,"105,614"
10/01/2017,SSI Recipients,Aged,"105,720"
11/01/2017,SSI Recipients,Aged,"106,167"
12/01/2017,SSI Recipients,Aged,"108,201"
01/01/2018,SSI Recipients,Aged,"106,527"
02/01/2018,SSI Recipients,Aged,"106,749"
03/01/2018,SSI Recipients,Aged,"105,913"
04/01/2018,SSI Recipients,Aged,"105,618"
05/01/2018,SSI Recipients,Aged,"105,606"
06/01/2018,SSI Recipients,Aged,"104,976"
07/01/2018,SSI Recipients,Aged,"104,774"
08/01/2018,SSI Recipients,Aged,"104,958"
09/01/2018,SSI Recipients,Aged,"105,188"
10/01/2018,SSI Recipients,Aged,"104,675"
11/01/2018,SSI Recipients,Aged,"104,894"
12/01/2018,SSI Recipients,Aged,"104,999"
01/01/2019,SSI Recipients,Aged,"107,405"
02/01/2019,SSI Recipients,Aged,"104,767"
03/01/2019,SSI Recipients,Aged,"104,562"
04/01/2019,SSI Recipients,Aged,"104,114"
05/01/2019,SSI Recipients,Aged,"104,270"
06/01/2019,SSI Recipients,Aged,"104,137"
07/01/2019,SSI Recipients,Aged,"103,652"
08/01/2019,SSI Recipients,Aged,"103,914"
09/01/2019,SSI Recipients,Aged,"104,127"
10/01/2019,SSI Recipients,Aged,"104,220"
11/01/2019,SSI Recipients,Aged,"104,208"
12/01/2019,SSI Recipients,Aged,"104,274"
01/01/2016,SSI Recipients,Disabled & Blind,"318,225"
02/01/2016,SSI Recipients,Disabled & Blind,"318,363"
03/01/2016,SSI Recipients,Disabled & Blind,"318,237"
04/01/2016,SSI Recipients,Disabled & Blind,"318,270"
05/01/2016,SSI Recipients,Disabled & Blind,"318,122"
06/01/2016,SSI Recipients,Disabled & Blind,"316,860"
07/01/2016,SSI Recipients,Disabled & Blind,"318,041"
08/01/2016,SSI Recipients,Disabled & Blind,"318,095"
09/01/2016,SSI Recipients,Disabled & Blind,"317,329"
10/01/2016,SSI Recipients,Disabled & Blind,"316,191"
11/01/2016,SSI Recipients,Disabled & Blind,"315,924"
12/01/2016,SSI Recipients,Disabled & Blind,"314,410"
01/01/2017,SSI Recipients,Disabled & Blind,"317,260"
02/01/2017,SSI Recipients,Disabled & Blind,"316,704"
03/01/2017,SSI Recipients,Disabled & Blind,"315,335"
04/01/2017,SSI Recipients,Disabled & Blind,"314,983"
05/01/2017,SSI Recipients,Disabled & Blind,"314,840"
06/01/2017,SSI Recipients,Disabled & Blind,"314,257"
07/01/2017,SSI Recipients,Disabled & Blind,"311,415"
08/01/2017,SSI Recipients,Disabled & Blind,"309,528"
