the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.095410359794 29.966956194406),1337966,MCP UPTOWN,3309 BANKS ST,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"MCP UPTOWN, LLC",3672799.43745,535590.964934
POINT (-90.127402647485 29.949820617042),1337446,BOURREE AT BOUCHERIE,1510 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROCKETS,,LLC",3662735.66023,529251.781889
POINT (-90.076989294557 29.951922709288),1338014,MR. ED'S OYSTER BAR & FISH HOUSE,301 N. CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"301 N. CARROLLTON AVENUE, LLC.",3678691.8167,530187.70942
POINT (-90.089290585975 29.946442822093),1338434,UPTOWN DELI,2013 S CLAIBORNE AVE,STE B,NEW ORLEANS,LA,70125,504-232-0604,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),UPTOWN DELI LLC,3674818.05608,528152.516992
POINT (-90.065802467303 29.957558592519),1338399,THE THIRD PLACE,719 TOULOUSE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HARD TRACK,LLC",3682211.62479,532276.137283
POINT (-90.076989294557 29.951922709288),1337948,MAYPOP,611 OKEEFE AVE,STE #C2,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DELTA RESTAURANT GROUP,3678691.8167,530187.70942
POINT (-90.067814940988 29.953179415265),1337626,DAISY DUKES,121 CHARTRES ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RICHFAMILY, LLC",3681591.96853,530676.663554
POINT (-90.076989294557 29.951922709288),1338231,SEED,2372 ST. CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SYMBIOTIC RESTAURANTS ST. CLAUDE, LLC",3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),1338268,STARBUCKS COFFEE #27890,601 POYDRAS,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),STARBUCKS CORPORATION,3678691.8167,530187.70942
POINT (-90.038688125232 29.971959988547),1338275,STEWART'S DINER,3403 N CLAIBORNE AVE,,NEW ORLEANS,LA,70117,504-723-3654,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"STEWART'S  DINER, LLC",3690738.1231,537608.997448
POINT (-90.109468723271 29.934907530654),1337988,MINT MODERN VIETNAMESE,5100 FRERET ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JIMMY SONG LLC,3668472.77722,523889.038076
POINT (-90.110123652129 29.984452084401),1338146,RAGIN CAJUN DELI,5151 CANAL BLVD,STE #B,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RAGIN CAJUN DELI,LLC",3668073.01997,541903.128012
POINT (-90.073004188613 29.953819786659),1337757,GOLDBERG'S DELI,925 COMMON ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BELMONT RESTUARANTS.LLC,3679946.17397,530891.414786
POINT (-90.072060088591 29.952206357012),1338237,SINGHA THAI CAFE,828 GRAVIER ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SINGHA LLC,3680251.58978,530308.002306
POINT (-90.103671837385 30.003896778035),1337691,ELLE-J'S LAKEVIEW,900 HARRISON AVE,,NEW ORLEANS,LA,70124,225-205-0205,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STANIEL PROPERTIES LLC,3670039.5449,548995.858259
POINT (-90.073666494735 29.931625481148),1337863,LA CARRETA ON MAGAZINE,1814 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROSA MEZCAL,LLC",3679825.1725,522818.452411
POINT (-90.050351857753 29.96450211341),1338042,NOLA DELI,2706 ROYAL ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NOLA DELI LLC,3687075.74146,534855.504262
POINT (-90.05741349635 29.961888753706),1337673,DRAGON'S DEN,435 ESPLANADE AVE,,NEW ORLEANS,LA,70116,504-289-5648,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"435 ESPLANADE, LLC",3684850.43394,533880.224389
POINT (-90.063952406511 29.957228836689),1338124,PJ'S COFFEE,630 CHARTRES ST,,NEW ORLEANS,LA,70130,504-835-8247,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),JACKSON SQUARE BREW LLC,3682798.76968,532162.711107
POINT (-90.067878336427 29.948748763035),1337769,GREEN TO GO,400 POYDRAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GREEN TO GO, LLC",3681589.68706,529065.294848
POINT (-90.093993847044 29.963537027207),1338466,WE-GO WINGS LLC,2931 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WE-GO WINGS LLC,3673261.37902,534352.473413
POINT (-90.085358685825 29.98073293635),1337906,LOLA'S RESTAURANT,3312 ESPLANADE AVE,,NEW ORLEANS,LA,70119,504-488-6946,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ANDALUZ INC,3675927.41614,540635.238859
POINT (-90.131899701437 29.948919241356),1337552,CHIBA,8312 OAK ST,,NEW ORLEANS,LA,70118,504-255-4302,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHIBA NEW ORLEANS LLC,3661314.99872,528909.046784
POINT (-90.037344506527 30.00297348625),1338465,WE DATS NEW ORLEANS OWN CHICKEN & SHRIMP,4500 OLD GENTILLY RD,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DAT CHICKEN,LLC",3691035.95836,548891.472787
POINT (-90.080511351751 29.934438032544),1338105,PHO KANG,2135 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PHO KANG ,LLC",3677646.01998,523817.429243
POINT (-90.067810103835 29.946410706326),1338449,VYOONE'S,412 GIROD ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PROFESSIONAL NETWORK CONSULTING SERVICES, LLC.",3681620.68469,528215.331072
POINT (-90.070607581694 29.954534935921),1337510,CANAL EXPRESS,841 CANAL ST,,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CANAL EXPRESS 841,3680702.21563,531159.824962
POINT (-90.078588616712 29.952166865222),1338296,SUBWAY SANDWICH,1515 POYDRAS ST,1ST FLR,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),NAZIR FOOD LLC,3678184.39451,530270.944065
POINT (-90.130387177818 29.942264602526),1337557,CHILL OUT JUICE & FOOD BAR,729 BURDETTE ST,,NEW ORLEANS,LA,70118,504-606-7765,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BO CHEN,3661819.38419,526494.189822
POINT (-90.076542660748 29.929630409572),1338072,P.J.'S COFFEE,2140 MAGAZINE ST,,NEW ORLEANS,LA,70130,(504)234-0282,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),WHERE'S THE WATERMELON LLC,3678922.16245,522082.969594
POINT (-90.099322194985 29.920868026945),1338393,THE STANDARD,4206 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE STANDARD EATING HOUSE LLC,3671741.36878,518818.228151
POINT (-90.066644922915 29.95664975245),1337503,CAFE'  SOULE',720 ST LOUIS ST,,NEW ORLEANS,LA,70130,504-669-6199,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BDO  LLC,3681948.51714,531942.699651
POINT (-90.076390589495 29.98639975711),1338413,TOAST,1845 GENTILLY BLVD,,NEW ORLEANS,LA,70119,504-351-3664,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CASH HURST RESTAURANT GROUP LLC,3678743.8779,542726.945677
POINT (-90.070324108734 29.949308896839),1337731,FRENCH TRUCK COFFEE,650 POYDRAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FRENCH TRUCK LLC,3680812.92642,529260.434689
POINT (-90.114182285836 30.024345245629),1337827,JB'S FUEL DOCK,325 S ROADWAY ST,,NEW ORLEANS,LA,70124,504 282 8136,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CRESCENT CITY MARINE GROUP INC,3666633.8569,556396.223258
POINT (-90.076989294557 29.951922709288),1338036,NEW YORK PIZZA,4416-18 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-895-6696,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PEPPERS RESTAURANT LLC,3678691.8167,530187.70942
POINT (-90.067509410784 29.946400995644),1337918,LUCY'S RETIRED SURFERS BAR,701 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),T-STREET LLC,3681715.94792,528212.851904
POINT (-90.073913859693 29.948919352455),1337530,CELLARDOOR NOLA,916 LAFAYETTE ST,,NEW ORLEANS,LA,70113,504-239-9557,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CELLARDOOR NOLA, LLC",3679677.70434,529106.269568
POINT (-90.063425686165 29.956375983779),1337423,BIG EASY OF WILKINSON,617 DECATUR ST,,NEW ORLEANS,LA,70130,504-250-1780,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),617 DECATUR LLC,3682968.99208,531854.430531
POINT (-90.063233957185 29.956002452179),1338091,PAT OBRIENS BAR,600 DECATUR ST,368,NEW ORLEANS,LA,70130,504-525-4823,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PAT O'BRIEN'S BAR INC,3683031.20853,531719.273731
POINT (-90.10238926156 29.916910432707),1338199,ROUSES MARKET #26,4500 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,504-896-7910,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROUSE'S ENTERPRISES, LLC",3670785.29063,517368.653621
POINT (-90.082619230862 29.925978677864),1338389,THE RUBY SLIPPER CAFE,2802 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE RUBY SLIPPER CAFE,LLC",3677011.98709,520734.009401
POINT (-90.0162006941 29.919168023238),1338490,WING SNACK EXPRESS,3570 HOLIDAY DR,STE:1,NEW ORLEANS,LA,70114,504-874-1394,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),WING SNACK EXPRESS INC,3698078.31799,518493.160054
POINT (-90.106612404853 29.935081387285),1337858,KOLACHE KITCHEN,4701 FRERET ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),THE KOLACHE KITCHEN FRERET LLC,3669376.75425,523961.932348
POINT (-90.067726086685 29.949926060725),1337566,CHOPHOUSE NEW ORLEANS,322 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MAGAZINE STEAKHOUSE,LLC",3681633.17205,529493.935745
POINT (-90.104923265591 29.935278605775),1337399,BAR FRANCES,4525 FRERET ST,STE 107,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FRANCES NOLA LLC,3669910.96897,524039.379836
POINT (-90.036912739556 29.965692818074),1338247,SODEXO AT KIPP SFA,3820 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-343-2231,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KIPP SFA,3691325.99593,535336.381382
POINT (-90.048519769204 29.972746373612),1337459,BURGER KING #1182,2600 N ROBERTSON ST,,NEW ORLEANS,LA,70117,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3687622.21071,537859.920073
POINT (-90.099151854269 29.97701915713),1338118,PIZZA HUT #029429,309 N CARROLLTON AVE,STE:4,NEW ORLEANS,LA,70119,504-482-6111,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HORIZON RIVER RESTAURANTS LLC,3671575.39815,539237.468938
POINT (-90.054833761839 29.968584758679),1337398,BAO & NOODLE ST CLAUDE,2266 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AWESOME EXPRESS, LLC",3685640.09526,536324.243079
POINT (-89.999912773961 29.911395962499),1338295,SUBWAY 45665,5163 GENERAL DE GAULLE DR,D,NEW ORLEANS,LA,70131,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RANDAL 45665 CORPORATION,3703270.68497,515726.661748
POINT (-90.065692274987 29.94430703044),1338109,PIE PIZZA & PASTAS,814 S PETERS ST,,NEW ORLEANS,LA,70130,504-701-6525,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PIE PIZZA & PASTAS, LLC",3682299.82703,527457.771967
POINT (-90.066948756573 29.969752870244),1337777,HANK'S RESTAURANT & LOUNGE,1443 N ROBERTSON ST,,NEW ORLEANS,LA,70116,504-942-1589,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HANK'S RESTAURANT & LOUNGE INC,3681799.6477,536706.416775
POINT (-90.042495162827 30.002817405972),1337570,CHURCH'S CHICKEN,4030 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,770-350-3825,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CHURCH'S CHICKEN,3689406.40374,548816.314643
POINT (-90.076989294557 29.951922709288),1337628,DAISY DUKES CAFE,308 SAINT CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DD CAFE LLC,3678691.8167,530187.70942
POINT (-90.10684550645 29.974314104463),1338458,WAKIN BAKIN,4408 BANKS ST,,NEW ORLEANS,LA,70119,504-252-0343,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CONRAD CHURA, ZACHARY PIZZECK",3669150.22049,538227.652681
POINT (-90.013865969685 29.920105124819),1337372,APPLEBEE'S #9077,4005 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SOUTHERN RIVER RESTAURAN,3698813.95876,518842.429815
POINT (-90.059131954159 29.96534445174),1337795,HORNS EATERY,1940 DAUPHINE ST,,NEW ORLEANS,LA,70116,504-943-1460,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JAKAL MANAGEMENT, INC",3684292.33916,535130.78855
POINT (-90.093988045562 29.926026650847),1338366,THE LIBRARY OF NEW ORLEANS,3629 PRYTANIA ST,,NEW ORLEANS,LA,70115,985 768 1209,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ORLEANS JAZZ 'N BLUES VENUE, INC",3673410.74836,520712.326393
POINT (-90.065456002153 29.950210849132),1337352,ACME OYSTER HOUSE,8 CANAL ST,,NEW ORLEANS,LA,70130,504-679-7012,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SB ACME LLC,3682350.89698,529605.442625
POINT (-90.095824609729 29.941371784272),1338151,RAISING CANES #149,2900 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RAISING CANES RESTAURANT,3672768.75572,526286.092734
POINT (-90.070033208846 29.951946172854),1338186,RICKR GRILLE,201 ST CHARLES AVE,STE 219/220,NEW ORLEANS,LA,70170,504-595-8887,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TELA FOOD COMPANY,3680894.4733,530220.460225
POINT (-90.082925271994 29.949229556738),1337532,CENTERPLATE,1650 JULIA ST,,NEW ORLEANS,LA,70112,203-975-5945,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SERVICE AMERICA CORP,3676822.78472,529187.817984
POINT (-90.076226562351 29.976309139252),1337588,COCO HUT,2515 BAYOU RD,,NEW ORLEANS,LA,70119-2302,504-945-8788,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"THOMPSON,PAMELA",3678836.05826,539058.17921
POINT (-90.037016870202 30.00474837715),1338156,RALLY'S HAMBURGERS # 409,4460 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126-4922,727-519-2001,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CHECKERS DRIVE IN REST I,3691132.3542,549538.063955
POINT (-90.076989294557 29.951922709288),1337359,ALBERTOS CHEESE AND WINE BISTRO,1100 N PETERS ST,11,NEW ORLEANS,LA,70130,504-905-6935,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ALBERTOS TAPAS LLC,3678691.8167,530187.70942
POINT (-90.084734764806 29.967206350295),1337896,LIBERTY'S KITCHEN,300 N BROAD ST,STE 101,NEW ORLEANS,LA,70119,504-822-4011,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LIBERTY'S KITCHEN, INC",3676178.53237,535718.605831
POINT (-90.039126266221 29.963004742978),1337474,BYWATER BAKERY & DELI,3624 DAUPHINE ST,,NEW ORLEANS,LA,70117,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"BYWATER BAKERY & DELI,LLC",3690636.18844,534350.977349
POINT (-90.076989294557 29.951922709288),1337742,G'S PIZZA,4840 BIENVILLE ST,,NEW ORLEANS,LA,70119,504-333-4833,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GOOD MAYA LLC,3678691.8167,530187.70942
POINT (-90.13430794118 29.942620538359),1338010,MR CHILLS FIRST CLASS HOT DOGS,575 S CARROLLTON AVE,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MR CHILLS FIRST CLASS HOT DOGS & SWEETS PASTRIES,L",3660576.33344,526610.607358
POINT (-90.096537176728 29.964304422442),1337823,JAIDYN'S WING STOP,3216 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAIDYN'S LLC,3672453.07502,534622.826566
POINT (-90.035492846765 30.006078928497),1338320,TACO BELL   #26773,4603 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70122,985-384-3333,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),B & G FOOD ENTERPRISES LLC,3691609.22204,550027.363732
POINT (-90.112068420255 30.021169527493),1338192,ROBERT E LEE SUBWAY,115 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70124,504-282-2267,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),IVAN D WARNER III,3667315.06996,555248.522073
POINT (-90.06546286529 29.958612345015),1337600,CORNET,700 BOURBON ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NICHOLOS S KARNO IV INC,3682314.919,532660.51034
POINT (-90.066408861376 29.950794564917),1337753,GEISHA SUSHI RESTAURANT,111 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,917-517-7136,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LUCKY DRAGON, LLC",3682046.80764,529814.365249
POINT (-90.070241363563 29.938093454578),1338336,THALIA RESTAURANT,1245 CONSTANCE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THALIA LLC,3680884.08623,525182.381629
POINT (-90.077561280421 29.928965200227),1337902,LITTLE KOREA BBQ,2240 MAGAZINE ST,STE 103,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FUKI SUSHI LLC,3678602.17992,521837.538234
POINT (-90.065487503862 29.952773271446),1338213,SAINT LAWRENCE,219 N PETERS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MIGHTY MISSISSIPPI, LLC",3682330.61122,530537.122178
POINT (-90.076405043964 29.937475655144),1337464,BURGER KING #360,1700 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3678934.45659,524936.261501
POINT (-90.114313356062 29.916068439134),1337949,MC ALISTER'S DELI,5300 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,504-598-1930,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW ORLEANS DELI & DININLLC,3667011.26394,517022.092213
POINT (-90.066121598302 29.942289587694),1337618,"CROSSING LINES-NEW ORLEANS, LLC",308 S DIAMOND ST,,NEW ORLEANS,LA,70130,901-268-8650,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GUS'S WORLD FAMOUS FRIED CHICKEN,3682171.978,526722.653118
POINT (-90.079610302433 29.974907895449),1337985,MING GARDEN,1151 N BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MING GARDEN,3677770.3819,538536.896457
POINT (-90.074932984957 29.948683736936),1338347,THE COMPANY BURGER,611 OKEEFE AVE,C-7,NEW ORLEANS,LA,70113,404-514-6437,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COBU2 LLC,3679355.91375,529017.045504
POINT (-90.090327251886 29.922232237257),1337929,MAHONY'S PO-BOY SHOP,3454 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-895-3691,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WINNIE'S ARTSY CAFE' LLC,3674585.26536,519345.101047
POINT (-90.086025064665 29.964323260341),1337419,BETSY'S PANCAKE HOUSE,2542 CANAL ST,,NEW ORLEANS,LA,70119,504-822-0213,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BETSY'S PANCAKE HOUSE IN,3675781.41365,534665.755526
POINT (-90.054571529549 29.952178293249),1338331,TAVOLINO PIZZA & LOUNGE,141 DELARONDE ST,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TAVOLINO PIZZA, LLC",3685789.70166,530359.178818
POINT (-90.130264751893 29.947148508195),1337689,EL TACO LOCO LLC,1120 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),EL TACO LOCO LLC,3661839.50963,528270.572416
POINT (-90.106284444504 29.92941773168),1338436,VALENCIA,1900 VALENCE ST,,NEW ORLEANS,LA,70115,504-436-4500,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),VALENCIA INC,3669502.68039,521903.530106
POINT (-90.104739378147 29.93504870808),1338197,ROOK CAFE,4516 FRERET ST,,NEW ORLEANS,LA,70115,618-520-9843,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GRREN DRAGON , LLC",3669970.10606,523956.404988
POINT (-90.065864962037 30.028568571079),1337376,ARAMARK @ THE COVE,2000 LAKESHORE DR,,NEW ORLEANS,LA,70148,215-531-8671,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ARAMARK EDUCATIONAL SERVICES, LLC.",3681906.20668,558097.894683
POINT (-89.977581294408 30.030047712566),1338345,"THE CAJUN SHACK NOLA,",9830 LAKE FOREST BLVD,,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"THE CAJUN SHACK NOLA, LLC",3709834.59819,558955.528476
POINT (-90.133599954011 29.943269580827),1337910,LOUISIANA PIZZA KITCHEN,615 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-866-5900,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BAYOU PIZZA, INC",3660798.07923,526848.970942
POINT (-90.074571735394 29.957244007262),1338464,WE DAT'S CHICKEN & SHRIMP,1407 CANAL ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WE DAT'S ""NEW ORLEANS OWN"" CHICKEN & SHRIMP,LLC",3679436.11688,532131.131907
POINT (-90.130057348453 29.942173449022),1337523,CATALINO'S,7724 MAPLE ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CATALINO'S LLC,3661924.18874,526462.139774
POINT (-90.07090878547 29.939179641291),1337727,FRENCH TRUCK COFFEE,1200 MAGAZINE ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),FRENCH TRUCK LLC,3680668.35605,525575.029117
POINT (-90.105904822275 29.920586515424),1338232,SHAHRAZAD CAFE,4739 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SHAHRAZAD CAFE, LLC",3669657.32142,518693.464247
POINT (-90.067878336427 29.948748763035),1338298,SUBWAY SANDWICH & SMOOTHIES,400 POYDRAS ST,STE:150 BOX 37,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),AB-SA FOOD SERVICE LLC,3681589.68706,529065.294848
POINT (-90.085038086241 29.98093575373),1338221,SANTA FE RESTAURANT,3201 ESPLANADE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SANTA FE NOLA, LLC",3676028.10619,540710.096843
POINT (-90.088611573164 29.922986742942),1337435,BOIL SEAFOOD HOUSE,3340 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CONNECTING EXPRESS, LLC.",3675125.74344,519625.36588
POINT (-90.073956104354 29.95011861527),1338175,REGINELLI'S PIZZERIA,930 POYDRAS ST,STE:100,NEW ORLEANS,LA,70112,504-897-4855,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"POYDRAS STREET CAFE, LLC",3679659.53346,529542.218497
POINT (-90.069189093181 29.954542172754),1337443,BOURBON HOUSE,144 BOURBON ST,,NEW ORLEANS,LA,70130,504-274-1808,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BRASSERIE, LLC",3681151.36066,531167.409026
POINT (-90.088054446905 29.962006382558),1338251,SOULE CAFE,2549 BANKS ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SOULE CAFE , LLC.",3675148.01403,533816.262341
POINT (-90.124484043189 29.919925985983),1338092,PATOIS,6078 LAUREL ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NORBY'S LLC,3663774.59066,518390.705398
POINT (-89.982184534371 30.02939555155),1337922,M & J SOUL FOOD RESTAURANT,9301 LAKE FOREST BLVD,STE #107,NEW ORLEANS,LA,70127,504-304-2703,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"M & J SOUL FOOD RESTAURANT,LLC",3708380.86315,558701.173596
POINT (-90.066919585526 29.939921316231),1338342,THE BLUE MARLIN,1128 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),1128 TCHOUP LLC,3681928.77717,525858.670269
POINT (-90.065685667537 29.944440857665),1337684,EL GATO NEGRO III,800 S PETERS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"EL GATO NEGRO III,LLC",3682301.38101,527506.459391
POINT (-90.037788929669 29.928438149203),1338142,PUPUSERIA SALVADORENA,2001 ANSON ST,,NEW ORLEANS,LA,70114,504-905-1198,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),DANIEL ALEMMEN,3691201.7471,521786.13081
