Comp Affordable Housing ID,Property Name,Address,City,State,Zip Code,Latitude,Longitude,Unit Type,Census Tract,Owner,Developer,Council District,Phone,Email,Property Manager Or Landlord,Website,Students Only,Community Elderly,Community Disabled,Cmty Domestic Abuse Survivor,Community Mental,Community Veteran,Community Military,Only Serves Designated Cmtys,Cmty Served Descriptions,Broken Lease,Broken Lease Criteria,Eviction History,Eviction History Criteria,Criminal History,Criminal History Criteria,Has Waitlist,Total Units,Total Permanent Support Units,Has Permanent Support Units,Total Income Restricted Units,Has Allocated IR Units,Total Housing Choice Units,Accepts Housing Choice,Total Accessible IR Units,Has Allocated Acc IR Units,Num Units MFI 30,Num Units MFI 40,Num Units MFI 50,Num Units MFI 60,Num Units MFI 65,Num Units MFI 70,Num Units MFI 80,Num Units MFI 90,Num Units MFI 100,Num Units MFI 110,Num Units MFI 120,Has 0 Bed Unit,Has 1 Bed Unit,Has 2 Bed Unit,Has 3 Bed Unit,Has 4 Bed Unit,Has 5 Bed Unit,Num IR 0 Bed Units,Num IR 1 Bed Units,Num IR 2 Bed Units,Num IR 3 Bed Units,Num IR 4 Bed Units,Num IR 5 Bed Units,Has Playground,Has Pool,Has Off Street Parking,Has Air Conditioning,Has Ceiling Fans,Washer Dryer Unit,Washer Dryer Hookups,Washer Dryer Onsite,Washer Dryer Other,Allows Pet,Pet Other,Bus Transit Distance,Security,Elementary School,Middle School,High School,Affordability Start,Affordability Expiration,Austin Housing Inventory ID,Housing Program,Community Development Block Gr,Home Program Funding,Low Income Housing Tax Credit,Source ATC Guide,Source TDHCA,Source AHI,Is Duplicate,TDHCA Funded,NHCD Funded,HACA Funded,HATC Funded,Geocolumn
2618,Rosemont at Heather Bend,1607 Heatherwilde Blvd,Pflugerville,TX,78660,30.45619965,-97.63539886,Multi Family,,,,,512-989-9600,heatherwilde@goodharbomgmt.com,,www.rosemontatheatherwilde.com,false,false,false,false,false,false,false,,Full time students generally not eligible to live in units at the Rosemont at Heather Bend,depends,N (within last 7 years),depends,Y (7 years),depends,"Y (case by case, no felonies)",,256,,,256,true,,true,,,,,,,,,,,,,,,,true,true,true,,,,,,,,true,true,,true,true,false,true,true,,yes,2 pet limit,,,Timmerson Elementary,Park Crest Middle,Pflugerville High School,,,,Housing Tax Credit Program; TCHFC Bond Program (income requirements and restrictions),,,,true,false,false,0,false,false,,,POINT (-97.63539886 30.45619965)
2679,Bell South Lamar,2717 S Lamar Boulevard,Austin,TX,78704,30.2432003,-97.78119659,Multifamily,,Lamar Manchaca Residential LP,Lamar Manchaca Residential LP,5,877-244-5909,,Bell Partners Inc.,https://www.bellapartmentliving.com/tx/austin/bell-south-lamar/index.aspx,false,false,false,false,false,false,false,,,depends,Case-by-case; rental debt should be paid off,depends,Case-by-case; rental debt should be paid off,depends,Case-by-case depending on how old the criminal history is,false,327,0,,33,true,,false,,,0,0,0,0,0,,33,,,,,,true,true,,,,,,,,,,false,true,true,true,true,false,true,false,,yes,"Breed Restrictions Apply, $200 deposit, $15 monthly fee",1/4 Mile,,Zilker,O Henry,Austin,January 01 2015,01/01/2055 12:00:00 AM,3616,"Development Incentives, VMU",0,0,,true,false,true,0,false,true,,,POINT (-97.78119659 30.2432003)
2567,Saint Louise House II,Undisclosed,Austin,TX,Undisclosed,30.21100044,-97.80400085,Multifamily,,VinCare Services of Austin Foundation,VinCare Services of Austin Foundation,5,512-326-2774,ecruz@saintlouisehouse.org,,http://saintlouisehouse.org/,false,false,false,false,false,false,false,,To be eligible one must be a single female head of households with children in her custody,yes,,yes,,yes,,true,22,0,,22,true,,false,,,0,0,22,0,0,,0,,,,,,,,,,,,,,,,,false,false,false,true,false,true,true,false,,no,,,Undisclosed address,Cunningham Elementary School,Covington Middle School,Crockett High School,January 01 2008,01/01/2107 12:00:00 AM,3307,,40000,0,,false,false,true,0,false,true,,,POINT (-97.80400085 30.21100044)
2563,Palms on Lamar (FKA Malibu Apartments),8600 N Lamar Boulevard,Austin,TX,78753,30.35460091,-97.70469666,Multifamily,,"TMG - TX Austin I, L.P.",TMG - TX Austin I,4,512-837-5556,michelle.andrade@capstonemanagement.com,,https://www.palmsonlamar.com/,false,false,false,false,false,false,false,,,depends,Case-by-case,depends,Case-by-case,depends,No crimes against people or property. No drug-related criminal activity,true,476,0,,215,true,,true,49,,22,0,193,0,0,,0,,,,,true,true,true,,,,,,,,,,true,true,,true,true,false,false,true,,yes,"2 pets max, 20 lbs weight limit, breed restrictions apply",,Gated access and part time courtesy patrol,Wooten Elementary School,Burnet Middle School,Lanier High School,January 01 2010,01/01/2109 12:00:00 AM,3297,Housing Tax Credit Program; AHFC (GO Bonds),0,0,9,true,false,true,0,false,true,,,POINT (-97.70469666 30.35460091)
2564,Booker T. Washington Terraces,905 Bedford St,Austin,TX,78702,30.27169991,-97.70770264,Multifamily,,,,1,512-589-7532,,Housing Authority of the City of Austin,https://www.hacanet.org/location/booker-t-washington-terraces/,false,false,false,false,false,false,false,,,depends,no broken leases in HACA housing within past 2 years,depends,no evictions from HACA properties within last 2 years; no evictions from federally-subsidized housing housing for drug-related activity within last 5 years; no eviction from federally-subsidized housing for nonpayment of rent within 2 years; no patter of,depends,certain convictions permanently denied; look-back periods very depending on conviction,true,216,0,,216,true,,true,,,,,,,,,,,,,,,true,true,true,true,true,,,,,,,true,false,true,true,,false,true,,,,,,,Oak Springs Elementary,Kealing Middle,Eastside Memorial HS at Johnston,,,,Public Housing - Housing Authority of the City of Austin. Web: www.hacanet.org,,,,true,false,false,0,false,false,,,POINT (-97.70770264 30.27169991)
2755,2009 Salina Street,2009 Salina Street,Austin,TX,78722,30.28120041,-97.72229767,Multifamily,,Blackland Community Development Corporation,Blackland Community Development Corporation,1,512-220-8751,,,https://www.blacklandcdc.org/housing/,false,false,false,false,false,false,false,,Waitlist is currently closed. May open soon.,yes,,yes,,depends,No sexual offenses. Violent crimes must be 10 years old but can be negotiable,,6,0,,6,true,,true,,,0,0,0,6,0,,0,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,Campbell Elementary School,Kealing Middle School,McCallum High School,January 01 2009,01/01/2019 12:00:00 AM,3289,,0,197143,,false,false,true,0,false,true,,,POINT (-97.72229767 30.28120041)
2889,Terrace at Oak Springs-UNDER CONSTRUCTION,3000 Oak Springs Drive,Austin,TX,78702,30.27352219,-97.70056603,Multifamily,,,,1,512-472-4357,,Austin Travis County Integral Care,https://integralcare.org/en/home/,,,,,,,,,,,,,,,,,50,50,,50,,,,,,0,0,50,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oak Springs Elementary School,Kealing Middle School,Eastside Memorial High School,,,,,,,,,,,0,,true,,,POINT (-97.70056603 30.27352219)
2534,Guadalupe Saldana - Duplex,1220 Paul Theresa Saldana Street,Austin,TX,78702,30.27020073,-97.70249939,Duplex,,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,3,512-479-6275,,,http://www.guadalupendc.org/,false,false,false,false,false,false,false,,GNDC gives the highest priority to families with generational ties to the target neighborhoods,depends,Case by case (follows HACA policies),depends,Case by case (follows HACA policies),depends,Austin/Travis County Reentry Roundtable look-back recommendations,true,2,0,,2,true,,true,,,0,0,2,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oak Springs Elementary,Kealing Middle School,Eastside Memorial HS at Johnston,January 01 2013,01/01/2112 12:00:00 AM,4461,,76923.1,0,,false,false,true,0,false,true,,,POINT (-97.70249939 30.27020073)
2463,Huntington Meadows,7000 Decker Lane,Austin,TX,78724,30.29669952,-97.62560272,Multifamily,,,,1,512-524-3332,,,https://www.hmeadows.com/,false,false,false,false,false,false,false,,,depends,Negative rental history will be considered if older than 5 years,depends,Negative rental history will be considered if older than 5 years,depends,No convictions in past 5 years,true,200,0,,150,true,,true,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,true,true,true,true,,false,,true,,no,,<1/2,Cameras,Overton Elementary,Sadler Means Young Women's Leadership Academy or Garcia Young Men's Leadership Academy,LBJ High,,,,HUD Section 8 and VASH; Housing Tax Credit Program,,,9,true,false,false,0,false,false,,,POINT (-97.62560272 30.29669952)
2437,Regents at 26th,900 W 26th Street,Austin,TX,78705,30.29120064,-97.74649811,Multifamily,,"West Campus 26th, L.P.","West Campus 26th, L.P.",9,512-298-4875,,,https://www.cwsapartments.com/regents-west-at-26th-austin-tx/,true,false,false,false,false,false,false,,,,,,,,,,139,0,,14,true,,,,,0,0,0,0,0,,14,,,,,,,,,,,,,,,,,false,,true,true,true,true,true,false,,,,,,Bryker Woods,O Henry,Austin,January 01 2013,01/01/2028 12:00:00 AM,3584,,0,0,,false,false,true,0,false,true,,,POINT (-97.74649811 30.29120064)
2506,Grove Place Apartments,1881 Grove Blvd,Austin,TX,78741,30.22859955,-97.70659637,Multifamily,,,,3,512-389-0917,,,https://www.groveplaceapts.com/,false,false,false,false,false,false,false,,,depends,Must be paid off,depends,Must be paid off,depends,"Automatic denial for felonies, case by case for misdemeanors",true,184,0,,184,true,,true,20,true,,,,,,,,,,,,true,true,true,true,true,true,16,48,80,40,0,0,,,,,,,,,,,,,,Allison Elementary School,Martin Middle School,Eastside Memorial HS at Johnston,,,,HUD Section 8; RHDA; Housing Tax Credit Program,,,9,true,true,false,0,true,false,,,POINT (-97.70659637 30.22859955)
2808,Douglas Landing,2347 Douglas St,Austin,TX,78741,30.22879982,-97.73169708,Multifamily,,,,3,512-442-0816,douglaslanding@sandalwoodmgt.com,,http://www.sandalwoodliving.com/US/RM/PropPage.aspx?Property=Douglas-Street-Landing&RMPROPID=031,false,false,false,false,false,false,false,,,depends,Early termination without payment will result in applicant reject,depends,Case-by-case,depends,Certain offenses permanently denied; look-back periods vary depending on conviction,true,96,0,,96,true,,true,0,false,,,,,,,,,,,,false,false,true,true,true,false,0,0,26,36,34,0,,,,true,true,,,true,,yes,2 pet max; combined weight 40 lbs max; breed restrictions,,,Linder Elementary,Fulmore Middle,Travis High,,,,Housing Tax Credit Program,,,9,true,true,false,0,true,false,,,POINT (-97.73169708 30.22879982)
2654,Overture Mueller Apartments,4818 Berkman Drive,Austin,TX,78723,30.30170059,-97.70089722,Multifamily,,"Catellus Austin, LLC",Catellus Austin LLC,9,512-942-0763,,Greystar,https://www.liveoverture.com/communities/austin-mueller/modern-living/,false,true,false,false,false,false,false,,55+,depends,Case-by-case,depends,Case-by-case,depends,No felonies; misdemeanors considered on a case-by-case basis,true,201,0,,30,true,,false,,,0,0,0,30,0,,0,,,,,,,,,,,,,,,,,false,true,true,true,true,true,true,false,,yes,"2 pet limit, weight limit 75 pounds, breed restrictions",>1/2 Mile,,Blanton,Lamar,Reagan,January 01 2018,01/01/2023 12:00:00 AM,3896,"Development Incentives, MDA, SMI,",0,0,,true,false,true,0,false,true,,,POINT (-97.70089722 30.30170059)
2519,SAMdorosa,6700 Manchaca Road,Austin,TX,78745,30.20639992,-97.80709839,Multifamily,,SAMdorosa Communities LLC,SAMdorosa LLC,5,512-653-6287,,,http://b-austin.com/,,,,,,,,,,,,,,,,,14,0,,2,true,,,,,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cunningham,Covington,Crockett,January 01 2018,12/31/2023 12:00:00 AM,3550,,0,0,,false,false,true,0,false,true,,,POINT (-97.80709839 30.20639992)
2444,Spring Terrace,7101 N IH-35,Austin,TX,78752,30.33160019,-97.70320129,Multifamily,,Spring Terrace Housing Corporation,"Foundation Communities, Inc.",4,512-492-8980,Andrea.Garcia@Foundcom.org,Andrea Garcia,http://foundcom.org/housing/our-austin-communities/spring-terrace/,false,false,false,false,false,false,false,,All units targeted to people experiencing homelessness,depends,Broken leases will be denied if they appear on credit history. application requires two years of rental history.,yes,Applicant must pay off debt to previous landlord.,yes,Violent felony convictions excluded 7 years; non-violent felonies 3 years; class A misdemeanors 1 year; class B 180 days. certain convictions permanently excluded,true,140,0,,140,true,,true,34,,0,0,140,0,0,,0,,,,,true,,,,,,,,,,,,false,false,true,true,,false,false,true,,no,,,,Pickle Elementary School,Webb Middle School,Reagan High School,January 01 2005,01/01/2104 12:00:00 AM,3310,AHFC; RHDA; Housing Tax Credit,0,1079290,,true,false,true,0,false,true,,,POINT (-97.70320129 30.33160019)
2799,Volume,2604 Manor Rd.,Austin,TX,78722,30.28549957,-97.71489716,Multifamily,,,,3,512-320-9955,volume@roscoeproperties.com,Roscoe Properties,volumeapartments.com,,false,false,false,false,false,false,,,depends,Rental debt must be paid off,no,,depends,Case-by-case,true,292,0,,9,true,,true,,,,,,,,,,,,,,true,true,true,true,,,,,,,,,false,false,true,true,false,false,false,true,,yes,"Pets - Max 2 allowed, One time Fee $400.00, Rent $20.00",<1/2,,Maplewood,Kealing,McCallum,,,,,,,,true,false,false,0,false,false,,,POINT (-97.71489716 30.28549957)
2432,Rosemont at Williamson Creek,4509 E St. Elmo,Austin,TX,78744,30.2052002,-97.73809814,Multifamily,,,,2,512-916-9275,williamsoncreekmgr@pinnicalliving.com,Pinnacle,https://www.rosemontatwilliamsoncreek.com/,false,false,false,false,false,false,false,,,depends,depends,depends,depends,depends,depends,,163,0,,130,true,,true,,,,,,,,,,,,,,,,true,true,true,,,,,,,,true,true,true,true,true,false,true,false,,yes,"Pets - Max 2 allowed, Max weight 25 lb each, One time Fee $200.00, Deposit $200.00 Comments: Breed Restrictions Apply Cats - allowed Dogs - allowed",<1/2,,Rodriguez Elementary School,Mendez Middle School,Travis High School,,,,Housing Tax Credit Program; HUD Section 8,,,9,true,false,false,0,false,false,,,POINT (-97.73809814 30.2052002)
2341,Glen Oaks Corner,912 Neal Street,Austin,TX,78702,30.26869965,-97.71029663,Single Family,,Green Doors,Community Partnerships for the Homeless,1,512-469-9130,,,http://www.greendoors.org/,false,false,false,false,false,false,false,,Formerly homeless disabled adults and children; the head of the household for each of these families has a documented disability,depends,"Case by case, will work with people",depends,"Case by case, will work with people",depends,"Case by case, automatic denial for violent felonies, will work with people",true,1,0,,1,true,,true,,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oak Springs Elementary,Kealing Middle School,Eastside Memorial HS at Johnston,January 01 2008,01/01/2048 12:00:00 AM,3258,,0,0,,false,false,true,0,false,true,,,POINT (-97.71029663 30.26869965)
2466,Chalmers Courts,300 Chicon St,Austin,TX,78702,30.26000023,-97.72450256,Multifamily,,,,1,512-477-7475,,Housing Authority of the City of Austin,https://www.hacanet.org/location/chalmers-courts/,,,,,,,,,"Preferences for elderly, disabled, and displaced applicants",depends,Applicants will be denied if they have broken a lease at public or Section 8 housing in the past two years,depends,Applicants will be denied if they have been evicted from Section 8 or public housing within 2 years; eviction from federally-assisted housing for drug-related activity within 5 years; pattern of eviction in past 5 years,depends,Certain convictions permanently denied; look-back period varies depending on crime,true,158,0,,158,true,,true,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,true,false,true,,,false,true,,,,,,,Zavala Elementary,Martin Middle,Eastside Memorial HS at Johnston,,,,Public Housing - Housing Authority of the City of Austin. Web: www.hacanet.org,,,,true,false,false,0,false,false,,,POINT (-97.72450256 30.26000023)
2639,AMLI Eastside,1000 San Marcos Street,Austin,TX,78702,30.26860046,-97.7315979,Multifamily,,"Riata Partners, LLC","Robertson Hill Land, Ltd.",1,512-476-8700,easide@amliproperties.com,,https://www.amli.com/apartments/austin/downtown/austin/eastside,false,false,false,false,false,false,false,,,depends,Case-by-case,depends,Case-by-case,depends,Case-by-case,false,290,0,,29,true,,true,,,0,0,0,0,0,,29,,,,,,true,true,,,true,,,,,,,false,true,true,true,true,true,false,,,yes,"breed restriction, under 100 lb",1/2 Mile,"garage gats, door fobs",Mathews,O Henry,Austin,January 01 2008,01/01/2028 12:00:00 AM,3959,"Development Incentives, MDA,section 8",0,0,,true,false,true,0,false,true,,,POINT (-97.7315979 30.26860046)
2404,Windsor South Lamar,809 S Lamar Boulevard,Austin,TX,78704,30.25720024,-97.75990295,Multifamily,,"THC South Lamar Development, LC",Hanover R.S. Limited Partnership,5,512-445-9000,,,https://www.windsorsola.com/,false,false,false,false,false,false,false,,,no,,no,,depends,No felonies within the past 10 years; certain misdemeanors denied,true,340,0,,34,true,,false,,,0,0,0,12,0,,0,,,,,true,true,true,true,,,,,,,,,,true,true,true,true,true,false,false,,yes,2 pet max; breed restrictions,1/4 Mile,,Zilker Elementary,O. Henry Middle,Austin High,January 01 2017,01/01/2057 12:00:00 AM,3603,"Development Incentives, VMU",0,0,,true,false,true,0,false,true,,,POINT (-97.75990295 30.25720024)
2602,Waters at Willow,15433 FM 1325,Austin,TX,78728,30.46190071,-97.69110107,Multifamily,,,,6,512-647-2380,leasing@www.watersatwillowrun.com/,,http://www.watersatwillowrun.com/,false,false,false,false,false,false,false,,,depends,Must have one year good rental history since the broken lease.,no,,depends,"Depends, nothing in the past 7 years.",true,242,,,242,true,,true,42,false,,,,,,,,,,,,false,true,true,true,false,false,0,86,110,46,0,0,true,true,,true,true,true,false,false,,yes,"Limit 2 pets, no exotic animals or snakes, breed restrictions apply",,,Johnson Elementary School,Deerpark Middle School,McNeil High School,,,,Housing Tax Credit program; HUD Section 8,,,4,true,true,false,0,true,false,,,POINT (-97.69110107 30.46190071)
2672,Estancia Villas,1200 Estancia Parkway,Austin,TX,78748,30.12290001,-97.80609894,Multifamily,,SLF III Onion Creek LP,"Estancia Villas, LLC",5,512-291-4040,,,http://www.estanciavillas.com,false,false,false,false,false,false,false,,SMART housing,depends,Rental debt must be paid in full,no,,depends,Case-by-case; no felonies or misdemeanors involving violence against a person,true,312,0,,31,true,,false,,,0,0,0,31,0,,0,,,,,,,,,,,,,,,,,,true,true,true,,true,true,,,yes,,,,Menchaca,Paredes,Akins,June 19 2018,06/19/2058 12:00:00 AM,4185,,0,0,,false,false,true,0,false,true,,,POINT (-97.80609894 30.12290001)
2364,2112 E 8th Street,2112 E 8th Street,Austin,TX,78702,30.26280022,-97.71820068,Single Family,,Blackshear Neighborhood Development Corporation,Blackshear Neighborhood Development Corporation,1,512-476-2222,,,,,false,false,false,false,false,false,,,,,,,,,,1,0,,1,true,,,,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zavala,Martin,Eastside Memorial,January 01 2016,01/01/2115 12:00:00 AM,3382,,0,127413,,false,false,true,0,false,true,,,POINT (-97.71820068 30.26280022)
2517,Lodge at Merrilltown,14745 Merriltown Drive,Austin,TX,78728,30.45159912,-97.69110107,Senior Housing,,,,,512-651-3555,,Belco Equities Inc.,https://www.thelodgeatmerrilltownapartments.com/,false,true,false,false,false,false,false,,Affordable units are for tenants aged 60+,depends,Will be considered with positive rental history,yes,No more than 1 eviction,yes,Look-back period 7 years; applicants will be considered on a case-by-case basis,true,294,0,,204,true,,true,,,,,,,,,,,,,,,true,true,,,,,,,,,,,true,true,true,,false,true,true,,yes,3 pet max; pet interview for pets over 30 lbs; breed restrictions,,,Johnson Elementary,Deerpark Middle,McNeil High,,,,Housing Tax Credit Program,,,9,true,false,false,0,false,false,,,POINT (-97.69110107 30.45159912)
2336,303 San Saba Street,303 San Saba Street,Austin,TX,78702,30.25600052,-97.71430206,Single Family,,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,3,512-479-6275,,,http://www.guadalupendc.org,false,false,false,false,false,false,false,,GNDC gives the highest priority to families with generational ties to the target neighborhoods,depends,Case by case (follows HACA policies),depends,Case by case (follows HACA policies),depends,Austin/Travis County Reentry Roundtable look-back recommendations,true,1,0,,1,true,,true,,,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooke Elementary School,Martin Middle School,Eastside Memorial HS at Johnston,January 01 2005,01/01/2025 12:00:00 AM,3238,,0,60000,,false,false,true,0,false,true,,,POINT (-97.71430206 30.25600052)
2457,Guadalupe Park,7102 Guadalupe St,Austin,TX,78752,30.26989937,-97.7460022,Multifamily,,,,4,512-296-2418,,Rene Gonzalez,http://www.prakpropertymanagement.com/guadalupe-court.html,false,false,false,false,true,false,false,,,depends,"Typically a five year look back period, if money is owed must have an agreement in place",depends,"Typically a five year look back period, if money is owed must have an agreement in place",depends,No violent or sexual offense felonies. Drug and assault convictions have a 10 year look back,true,15,,,15,true,,false,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,true,,false,false,true,,service_only,,<1/2,,Reilly Elementary School,Webb Middle School,McCallum High School,,,,HUD Section 811 (mental disability only); New Milestones Foundation (nonprofit org),,,,true,false,false,0,false,false,,,POINT (-97.7460022 30.26989937)
2634,Blunn Creek Apartments,701 Woodward Street,Austin,TX,78704,30.22540092,-97.75209808,Multifamily,,,,3,512-326-8588,blunncreek@ledic.com,Bianca,n/a,false,false,false,false,false,false,false,,,depends,"How old, recent will affect",depends,Recent,depends,"How old, other",true,280,,,280,true,,true,39,true,,,,,,,,,,,,false,true,true,true,false,false,0,48,152,80,0,0,,,,,,,,,,,,,,Galindo Elementary School,Fulmore Middle School,Travis High School,,,,Housing Tax Credit Program; HUD Section 8,,,4,true,true,false,0,true,false,,,POINT (-97.75209808 30.22540092)
2474,Meadowbrook Apartments,1201 W Live Oak St,Austin,TX,78704,30.24620056,-97.76599884,Multifamily,,,,5,512-440-0448,,Housing Authority of the City of Austin,https://www.hacanet.org/location/meadowbrook-apartments/,false,false,false,false,false,false,false,,,depends,No broken leases in HACA housing within the past 2 years,depends,no evictions from HACA properties within last 2 years; no evictions from federally-subsidized housing housing for drug-related activity within last 5 years; no eviction from federally-subsidized housing for nonpayment of rent within 2 years; no patter of,depends,Certain convictions permanently excluded; look-back periods vary depending on conviction,true,160,0,,160,true,,false,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,true,false,true,true,,false,true,,,,,,,Becker Elementary,Fulmore Middle,Travis High,,,,Public Housing - Housing Authority of the City of Austin. Web: www.hacanet.org,,,,true,false,false,0,false,false,,,POINT (-97.76599884 30.24620056)
2356,1112 E 10th Street,1112 E 10th Street,Austin,TX,78702,30.26819992,-97.728302,Single Family,,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1,512-479-6275,,Guadalupe Neighborhood Development Corporation,http://www.guadalupendc.org,false,false,false,false,false,false,false,,GNDC gives the highest priority to families with generational ties to the target neighborhoods,depends,Case by case (follows HACA policies),depends,Case by case (follows HACA policies),depends,Austin/Travis County Reentry Roundtable look-back recommendations,true,1,0,,1,true,,true,,,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathews Elementary School,O. Henry Middle School,Austin High School,January 01 2001,01/01/2021 12:00:00 AM,3312,,0,25000,,false,false,true,0,false,true,,,POINT (-97.728302 30.26819992)
2419,Rosewood Courts,2001 Rosewood Ave,Austin,TX,78702,30.26889992,-97.72000122,Multifamily,,,,,512-479-6241,,Housing Authority of the City of Austin,https://www.hacanet.org/location/rosewood-courts/,,true,true,,,,,,,depends,Case-by-case; no broken leases in past 2 years,depends,No evictions from federally subsidized housing within past 2 years; no eviction from subsidized housing for drug-related activity within past 3 years; no history of evictions in past 5 years,depends,Case-by-case; certain convictions permanently excluded,true,124,0,,124,true,,false,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,true,,,,,,true,,,,,,,Blackshear Elementary,Kealing Middle,Eastside Memorial HS at Johnston,,,,Public Housing - Housing Authority of the City of Austin.,,,,true,false,false,0,false,false,,,POINT (-97.72000122 30.26889992)
2469,Mary Lee Charles Place,1345 Lamar Square Drive,Austin,TX,78704,30.25419998,-97.76409912,Multifamily,,,,5,512-443-5777,affordablehousing@maryleefoundation.org,,https://www.maryleefoundation.org/programs-and-services/affordable-housing/,false,false,true,false,true,false,false,,Mental or physical disabilities (section 811),depends,Rental debt must be paid off,depends,Rental debt must be paid off,depends,Case-by-case; no convictions within 3 years; certain offenses permanently excluded,true,16,,,16,true,,true,,,,,,,,,,,,,,,true,true,,,,,,,,,,,false,true,true,,,,,,no,,,,Zilker Elementary School,O. Henry Middle School,Austin High School,,,,HUD Section 811; Mary Lee Foundation (nonprofit org),,,,true,false,false,0,false,false,,,POINT (-97.76409912 30.25419998)
2604,Paradise Oaks Apartments,1500 Faro Dr,Austin,TX,78741,30.2329998,-97.71420288,Multifamily,,,,3,512-920-6096,,,www.paradiseoaksapts.com,false,false,false,false,false,false,false,,,no,,no,,depends,case by case,,248,,,248,true,,true,12,true,,,,,,,,,,,,false,true,true,true,true,false,0,64,100,54,30,0,true,true,false,true,,,,true,,yes,"2 pets max, cats and dogs only. No aggressive breeds.",,,Baty Elementary School,Ojeda Middle School,Del Valle High School,,,,Housing Tax Credit Program; section 8 housing voucher,,,9,true,true,false,0,true,false,,,POINT (-97.71420288 30.2329998)
2529,7314 Meador Avenue,7314 Meador Avenue,Austin,TX,78752,30.33139992,-97.69509888,Duplex,,Neighborhood Housing Services of Austin,Neighborhood Housing Services of Austin,4,,,,,false,false,false,false,false,false,false,,,,,,,,,,2,0,,2,true,,,,,0,0,2,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pickle,Webb,Reagan,January 01 2012,01/01/2032 12:00:00 AM,3325,,0,260000,,false,false,true,0,false,true,,,POINT (-97.69509888 30.33139992)
2515,Mountain Ranch Apartments ,2425 E Riverside Dr,Austin,TX,78741 ,30.23570061,-97.72540283,Multifamily,,,,3,855-580-9082,,"LPC Resident Services, LLC",https://www.mountainranchaustin.com/,,,,,,,,,,,,,,,,,196,0,,,true,,,38,true,,,,,,,,,,,,false,true,true,true,false,false,0,28,112,56,0,0,,,,,,,,,,,,,,Metz,Martin,Travis,,,,,,,4,false,true,false,0,true,false,,,POINT (-97.72540283 30.23570061)
2582,Sierra Vista,4320 S Congress Avenue,Austin,TX,78745,30.21929932,-97.76730347,Multifamily,,"Foundation Communities, Inc.","Foundation Communities, Inc.",3,512-448-4884,Adriana.Vallejo@foundcom.org,Adriana Vallejo-Acosta,http://foundcom.org/housing/our-austin-communities/sierra-vista-apartments/,false,false,false,false,false,false,false,,,no,,depends,"If evicted for nonpayment the debt is paid off, it will not be automatic grounds for denial. Evictions for other reasons will.",depends,No felonies in the past 10 years and no more than 2 felonies in applicant's lifetime. No misdemeanors in the past 7 years and no violent offenses in applicant's lifetime.,,238,0,,238,true,,true,17,,0,0,0,143,0,,90,,,,,,true,true,,,,,,,,,,true,true,,true,,true,false,false,Energy-Star appliances,yes,30lb limit,<1/2,,St Elmo Elementary,Bedichek Middle,Travis High School,January 01 2010,01/01/2109 12:00:00 AM,3231,Housing Tax Credit; Foundation Communities (nonprofit); RHDA; AHFC Bond program,0,0,9,true,false,true,0,false,true,,,POINT (-97.76730347 30.21929932)
2868,Manor Town Apartments,200 W Carrie Manor St,Manor,TX,78653,30.339698,-97.559283,Multifamily,,,,,512-854-8245,,,https://www.hatctx.com/manor-town/,false,true,false,false,false,false,false,,55+,depends,No debt owed to federally assisted housing; no pattern of residential disturbances within the past 5 years,depends,No evictions from federally-assisted housing within the past 2 years; 5 years if eviction was for drug-related criminal activity,depends,Case-by-case; certain felonies permanently excluded; no violent or drug-related criminal activity within the past 4 years,true,33,0,,33,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,true,false,true,false,false,true,,yes,,,,Lagos Elementary,Manor Middle,Manor High,,,,,,,,,,,0,,,,1,POINT (-97.559283 30.339698)
2460,Rollins Martin Apartments ,1172 Webberville Rd,Austin,TX,78721 ,30.27809906,-97.68579865,Multifamily,,,,1,866-797-4472,,,,,,,,,,,,,,,,,,,,15,0,,15,true,,,3,true,,,,,,,,,,,,false,false,false,true,false,false,0,0,0,15,0,0,,,,,,,,,,,,,,Norman / Sims Elementary School,Sadler Means Young Women's Leadership Academy or Garcia Young Men's Leadership Academy,Reagan High School,,,,,,,9,false,true,false,0,true,false,,,POINT (-97.68579865 30.27809906)
