CredentialDefinitionId,CredentialTypePrefix,CredentialSubCategory,CredentialName,AgencyName,ZipCode,Location 1,Address2
588,PSF,,PET SHOP,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
670,PSL,,POULTRY SLAUGHTER FACILITY,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
583,PSR,,PAID SOLICITOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",Suite 901
249,PST,GAS,PUBLIC SERVICE TECHNICIAN - GAS,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
250,PST,TEL,PUBLIC SERVICE TECHNICIAN - TELEPHONE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
539,PSY,,Hospitals for Mentally Ill Persons,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
41,PTN,,PHARMACY TECHNICIAN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
42,PTP,,TEMPORARY PERMIT TO PRACTICE PHARMACY,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
374,PUC,,PUBLIC UTILITY COMPANY,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
340,PWT,,PUBLIC WEIGHER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
703,RAFF,CL 1,RAFFLE PERMIT CLASS 1,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
704,RAFF,CL 2,RAFFLE PERMIT CLASS 2,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
705,RAFF,CL 4,RAFFLE PERMIT CLASS 4,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
706,RAFF,CL 5,RAFFLE PERMIT CLASS 5,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
707,RAFF,CL 6,RAFFLE PERMIT CLASS 6,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
549,RCC,,Recovery Care Center,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
397,RCE,,REAL ESTATE CONTINUING EDUCATION PROVIDER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
875,RCFB,,FHA Motorbus Authority,Department of Transportation,06111,,
872,RCFH,,FHA Motor Passenger Carrier,Department of Transportation,06111,,
321,RCG,,CERTIFIED GENERAL REAL ESTATE APPRAISER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
870,RCGL,,General Intrastate Livery Service,Department of Transportation,06111,,
531,RCH,,Residential Care Facility,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
885,RCHG,,Household Goods Carrier,Department of Transportation,06111,,
816,ACO,,ANIMAL CONTROL OFFICER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
794,CLC,,CT LOTTERY CORPORATION,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
792,CLCE,,CT LOTTERY CORPORATION EMPLOYEE - CLASS III,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
822,FWH,,FOOD WAREHOUSE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
877,RCHV,,Household Goods Vehicle,Department of Transportation,06111,,
876,RCLV,,Livery Vehicle,Department of Transportation,06111,,
883,RCMB,FR,Intrastate Fixed Route Motorbus Certificate,Department of Transportation,06111,,
881,RCMB,,Intrastate Motorbus Company,Department of Transportation,06111,,
878,RCMV,,Motorbus Vehicle,Department of Transportation,06111,,
322,RCR,,CERTIFIED RESIDENTIAL REAL ESTATE APPRAISER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
882,RCTN,,Transportation Network Company,Department of Transportation,06111,,
880,RCTV,,Taxicab Vehicle,Department of Transportation,06111,,
884,RCTX,,Taxicab Company,Department of Transportation,06111,,
879,RCZV,,FHA Motor Passenger Carrier Vehicle (Z Plate),Department of Transportation,06111,,
715,RDLR,,RAFFLE AND BAZAAR EQUIPMENT DEALER,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
563,RDS,,RETAIL DAIRY STORE,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
324,REB,,REAL ESTATE BROKER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
323,REB,A,REAL ESTATE BROKER - DESIGNEE ONLY,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
362,REN,,RENOVATOR OF BEDDING & UPHOLSTERED FURNITURE,Department of Consumer Protection,06103,"Trade Practices Division
Hartford, CT 6106
(41.752128704, -72.691387061)",450 Columbus Blvd
57,REQ,,LICENSE CERTIFICATION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
325,RES,,REAL ESTATE SALESPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
905,Rfnd,,Refunds,Department of Banking,,,
341,RGD,,RETAIL GASOLINE DEALER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
529,RHNS,,Rest Home with Nursing Supervision,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
742,RIDE,,AMUSEMENT RIDE OR DEVICE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
92,LIH,C,HOTEL LIQUOR (50000 or more population),Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
93,LIP,,PACKAGE STORE LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
94,LIR,,RESTAURANT LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
95,LIS,,WHOLESALER SALESMAN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
96,LIT,,TAVERN LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
97,LIU,,UNIVERSITY LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
98,LIW,,WHOLESALE LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
545,RLAB,,Registered Laboratory,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
567,RMC,,RAW MILK CHEESE MANUFACTURER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
869,RME,,RAW MILK EXEMPTION,Department of Agriculture,06106,,
398,RPL,,REAL ESTATE PRE-LICENSING PROVIDER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
861,RPR,SOC,MEASURING DEVICES STATEMENT OF COMPLIANCE,Department of Consumer Protection,06103,,
342,RPR,,REPAIRER OF WEIGHING & MEASURING DEVICES,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
865,RPR,SOW,WEIGHING DEVICES STATEMENT OF COMPLIANCE,Department of Consumer Protection,06103,,
566,RRM,,RETAIL RAW MILK PRODUCER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
906,RSD,,Rental Security Deposit,Department of Banking,,,
330,RSP,,PROVISIONAL REAL ESTATE APPRAISER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
874,RSPF,,Tax Preparer/Facilitator Permit,DRS,06103,,Ste. 1
331,RTG,,TEMPORARY CERTIFIED GENERAL REAL ESTATE APPRAISER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
333,RTP,,TEMPORARY PROVISIONAL REAL ESTATE APPRAISER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
899,CSM,HEMP,MANUFACTURER OF HEMP CONSUMABLES,Department of Consumer Protection,,,
898,HMPG,,HEMP GROWER,Department of Agriculture,,,
900,HMPP,,HEMP PROCESSOR,Department of Agriculture,,,
334,RTR,,TEMPORARY CERTIFIED RESIDENTIAL REAL ESTATE APPRAISER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
554,SA,,Substance Abuse,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
957,SC,,Securities - Coordination,Department of Banking,,,
363,SDL,,SUPPLY DEALER OF BEDDING & UPHOLSTERED FURNITURE,Department of Consumer Protection,06103,"Trade Practices Division
Hartford, CT 6106
(41.752128704, -72.691387061)",450 Columbus Blvd
711,SDLR,,SEALED TICKET MACHINE DEALER,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
712,SDST,,SEALED TICKET GAMES DISTRIBUTOR,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
958,SE,,Securities - Exemptions,Department of Banking,,,
936,SFC,,Sales Finance Company,Department of Banking,,,
647,SGF,,SWINE GARBAGE FEEDER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
596,SH,,Sponsor Hospital,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
364,SHD,,SECONDHAND DEALER OF BEDDING & UPHOLSTERED FURNITURE,Department of Consumer Protection,06103,"Trade Practices Division
Hartford, CT 6106
(41.752128704, -72.691387061)",450 Columbus Blvd
251,SHM,SM1,LIMITED SHEET METAL CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
253,SHM,SM3,LIMITED SHEET METAL CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
255,SHM,SM5,LIMITED SHEET METAL CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
252,SHM,SM2,LIMITED SHEET METAL JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
256,SHM,SM6,LIMITED SHEET METAL JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
254,SHM,SM4,LIMITED SHEET METAL JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
396,SHM,,SHEET METAL TRAINEE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
257,SHR,,SHORTHAND COURT REPORTER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
312,SIT,,LAND SURVEYOR-IN-TRAINING,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
789,SLA,,SOIL AMENDMENTS,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
584,SLB,,SEED LABELER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
937,SLC,,Small Loan Company,Department of Banking,,,
586,SLN,,SOLICITATION NOTICE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",Suite 901
842,SLN,RPT,SOLICITATION NOTICE REPORT,Department of Consumer Protection,06103,,Suite 901
938,SLS,,Student Loan Servicer,Department of Banking,,,
713,SMFR,,SEALED TICKET GAMES MANUFACTURER,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
901,SNPC,,Notary Public Appointment,Office of the Secretary of the State,,,
748,SPB,,SWIMMING POOL BUILDER - IN GROUND,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
827,SPG,,SWIMMING POOL ASSEMBLER - ABOVE GROUND,Department of Consumer Protection,06103,,
959,SQ,,Securities - Qualification,Department of Banking,,,
578,SR,,Supplemental Responder,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
672,STC,STC1,SOLAR THERMAL CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
673,STC,STC2,SOLAR THERMAL JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
702,STKT,ISP,SEALED TICKET OPERATOR,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
690,STKT,BAZR,SEALED TICKET PERMIT BAZAAR,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
700,STKT,CLUB,SEALED TICKET PERMIT CLUB/BAR,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
699,STKT,CL C,SEALED TICKET PERMIT MONTHLY,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
701,STKT,SP EVT,SEALED TICKET PERMIT OCCASIONAL,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
691,STKT,CL B,SEALED TICKET PERMIT TEMPORARY,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
698,STKT,CL A,SEALED TICKET PERMIT WEEKLY,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
365,STP,,STERILIZATION PERMIT FOR BEDDING & UPHOLSTERED FURNITURE,Department of Consumer Protection,06103,"Trade Practices Division
Hartford, CT 6106
(41.752128704, -72.691387061)",450 Columbus Blvd
820,TAT,,Tattoo Technician,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
825,TAT,STDNT,Tattoo Technician - Training Permit,Department of Public Health,06134,,
313,TLT,,TELECOMMUNICATIONS INFRASTRUCTURE LAYOUT TECH,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
526,TME,,TIMESHARE REGISTRATION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
741,TOWN,,MUNICIPALITY ISSUING AUTHORITY,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
591,TRF,,TRAINING FACILITY,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
260,TVR,R2,TV & RADIO  ELECTRONIC TECHNICIAN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
961,BBC,,Background Check,Department of Banking,,,
274,TVR,V7,TV & RADIO ANTENNA INSTALLATION & REPAIR DEALER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
273,TVR,V6,TV & RADIO ANTENNA INSTALLATION & REPAIR TECHNICIAN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
275,TVR,V8,TV & RADIO APPRENTICE ELECTRONIC TECHNICIAN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
261,TVR,R4,TV & RADIO APPRENTICE ELECTRONIC TECHNICIAN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
263,TVR,RR2,TV & RADIO CERTIFIED RESTRICTED TECHNICIAN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
276,TVR,V9,TV & RADIO DEALER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
266,TVR,V2,TV & RADIO ELECTRONIC TECHNICIAN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
269,TVR,V4,TV & RADIO LIMITED DISH ANTENNA TECHNICIAN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
272,TVR,V5,TV & RADIO LTD DISH ANTENNA DEALER TECHNICIAN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
265,TVR,V1,TV & RADIO OWNER TECHNICIAN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
264,TVR,V0,TV & RADIO SERVICE DEALER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
262,TVR,RR1,TV & RADIO SERVICE DEALER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
259,TVR,R1,TV & RADIO SERVICE DEALER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
571,VEH,AMB,Emergency Ambulance,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
572,VEH,BTS,Emergency Boat,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
574,VEH,INVC,Emergency Coach,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
573,VEH,HELO,Emergency Helicopters,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
720,VEH,MICI,Intermediate Non Transport.,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
575,VEH,NTE,Non-Transporting Emergency Medical Service,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
717,VEH,MICP,Paramedic Non Transport,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
47,VMA,,VENDING MACHINE OPERATOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
533,WCC,,Well Child Clinic,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
797,WDA,,WELL DRILLING APPRENTICE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
891,WDC,W9,LIMITED DIRECT EXCHANGE GEOTHERMAL CONTRACTOR,Department of Consumer Protection,06103,,
892,WDD,W10,LIMITED DIRECT EXCHANGE GEOTHERMAL DRILLER,Department of Consumer Protection,06103,,
356,WEC,W5,WELL CASING EXTENSION CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
357,WEJ,W6,WELL CASING EXTENSION JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
888,WGC,W7,LIMITED GEOTHERMAL CONTRACTOR,Department of Consumer Protection,06103,,
889,WGD,W8,LIMITED GEOTHERMAL DRILLER,Department of Consumer Protection,06103,,
277,WNC,W3,NON-WATER SUPPLY CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
986,46,ASOC,Professional Counselor Associate,Department of Public Health,,,
987,ART,,Art Therapist,Department of Public Health,,,
988,ART,TEMP,Art Therapist Temporary Permit,Department of Public Health,,,
990,CAMT,,COMMUNITY ASSOCIATION MANAGER TRAINEE,Department of Consumer Protection,,,
1004,COMB,,"Combination Nail Technician, Esthetician or Eyelash Technici",Department of Public Health,,,
995,CTBF,,CT Bank Foundation,Department of Banking,,,
993,ELES,,Escalator,"DAS, Bureau of Elevators",,,Suite 1303
992,ELEV,,Elevator,"DAS, Bureau of Elevators",,,Suite 1303
1001,EST,,Esthetician,Department of Public Health,,,
1002,ET,,Eyelash Technician,Department of Public Health,,,
996,LPTO,,Limited Purpose Trust Company Office,Department of Banking,,,
989,MSHP,,MAPLE SYRUP and HONEY PRODUCER,Department of Agriculture,,,
1003,NLT,,Nail Technician,Department of Public Health,,,
279,WND,W4,NON-WATER SUPPLY DRILLER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
280,WWC,W1,WATER SUPPLY CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
281,WWD,W2,WATER SUPPLY DRILLER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
728,YCDR,,Youth Camp Director,Office of Early Childhood,06134-0308,"410 Capitol Ave.
Hartford, CT 06134-0308
(41.763858156, -72.688698524)",P.O. Box 340308
847,YCEX,,Youth Camp Exempt,Office of Early Childhood,06134-0308,,P.O. Box 340308
727,YCYC,,Youth Camp,Office of Early Childhood,06134-0308,"410 Capitol Ave.
Hartford, CT 06134-0308
(41.763858156, -72.688698524)",P.O. Box 340308
