Year,Institutional_sector_name,Institutional_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Status,Value
2012.03,Rest of the world,611,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,FINAL,58506
2012.03,Rest of the world,611,"Financial assets Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFA0600,FINAL,0
2012.03,Rest of the world,611,Financial assets Opening balance financial derivatives,LS00000,AFA0700,FINAL,16769
2012.03,Rest of the world,611,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,FINAL,6868
2012.03,Rest of the world,611,Financial assets Opening balance Total financial assets,LS00000,AFA0000,FINAL,316789
2012.03,Rest of the world,611,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,1778
2012.03,Rest of the world,611,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,7780
2012.03,Rest of the world,611,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,39264
2012.03,Rest of the world,611,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,22907
2012.03,Rest of the world,611,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,FINAL,67107
2012.03,Rest of the world,611,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,20657
2012.03,Rest of the world,611,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,17298
2012.03,Rest of the world,611,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,12061
2012.03,Rest of the world,611,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,FINAL,188852
2012.03,Rest of the world,611,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2012.03,Rest of the world,611,Financial assets Net transactions in currency and deposits,F000000,AFA0200,FINAL,-1451
2012.03,Rest of the world,611,Financial assets Net transactions in debt securities,F000000,AFA0300,FINAL,4181
2012.03,Rest of the world,611,Financial assets Net transactions in loans,F000000,AFA0400,FINAL,-5563
2012.03,Rest of the world,611,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,FINAL,5803
2012.03,Rest of the world,611,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,0
2012.03,Rest of the world,611,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,-79
2012.03,Rest of the world,611,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,-1097
2012.03,Rest of the world,611,Financial assets Net transactions in financial assets,F000000,AFA0000,FINAL,1794
2012.03,Rest of the world,611,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,-63
2012.03,Rest of the world,611,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,-1232
2012.03,Rest of the world,611,Financial liabilities Net transactions in debt securities,F000000,AFL0300,FINAL,928
2012.03,Rest of the world,611,Financial liabilities Net transactions in loans,F000000,AFL0400,FINAL,-4532
2012.03,Rest of the world,611,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,FINAL,-658
2012.03,Rest of the world,611,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,-2878
2012.03,Rest of the world,611,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,-682
2012.03,Rest of the world,611,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,-1732
2012.03,Rest of the world,611,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,FINAL,-10849
2012.03,Rest of the world,611,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,AF00000,FINAL,12643
2012.03,Rest of the world,611,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,FINAL,7053
2012.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,FINAL,0
2012.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,A000000,FINAL,2270
2012.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Non-financial assets,K050000,AN00000,FINAL,0
2012.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,FINAL,3710
2012.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,FINAL,1440
2012.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Changes in classification,K060000,AF00000,FINAL,0
2012.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,FINAL,0
2012.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,FINAL,0
2012.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Changes in net worth due to other changes in volume of assets,B102000,A000000,FINAL,2270
2012.03,Rest of the world,611,Revaluation Account Produced non-financial assets,K070000,AN10000,FINAL,0
2012.03,Rest of the world,611,Revaluation Account Non-produced non-financial assets,K070000,AN20000,FINAL,0
2012.03,Rest of the world,611,Revaluation Account Total non-financial assets,K070000,AN00000,FINAL,0
2012.03,Rest of the world,611,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,FINAL,-160
2012.03,Rest of the world,611,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,FINAL,-215
2012.03,Rest of the world,611,Revaluation Account Financial assets Debt securities,K070000,AFA0300,FINAL,-2041
2012.03,Rest of the world,611,Revaluation Account Financial assets Loans,K070000,AFA0400,FINAL,-1413
2012.03,Rest of the world,611,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,FINAL,-1467
2012.03,Rest of the world,611,"Revaluation Account Financial assets Insurance, pension and standardised guarantee schemes",K070000,AFA0600,FINAL,0
2012.03,Rest of the world,611,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,FINAL,2506
2012.03,Rest of the world,611,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,FINAL,-47
2012.03,Rest of the world,611,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,FINAL,-2837
2012.03,Rest of the world,611,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,FINAL,-158
2012.03,Rest of the world,611,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,-516
2012.03,Rest of the world,611,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,-1178
2012.03,Rest of the world,611,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,-359
2012.03,Rest of the world,611,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,FINAL,-4975
2012.03,Rest of the world,611,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2012.03,Rest of the world,611,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,2955
2012.03,Rest of the world,611,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,-33
2012.03,Rest of the world,611,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,FINAL,-4264
2012.03,Rest of the world,611,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,FINAL,1427
2012.03,Rest of the world,611,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,1616
2012.03,Rest of the world,611,Financial assets Closing balance currency and deposits,LE00000,AFA0200,FINAL,27601
2012.03,Rest of the world,611,Financial assets Closing balance debt securities,LE00000,AFA0300,FINAL,124594
2012.03,Rest of the world,611,Financial assets Closing balance loans,LE00000,AFA0400,FINAL,75765
2012.03,Rest of the world,611,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,FINAL,63104
2012.03,Rest of the world,611,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,0
2012.03,Rest of the world,611,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,19196
2012.03,Rest of the world,611,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,FINAL,7580
2012.03,Rest of the world,611,Financial assets Closing balance Total financial assets,LE00000,AFA0000,FINAL,319456
2012.03,Rest of the world,611,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,1557
2012.03,Rest of the world,611,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,5665
2012.03,Rest of the world,611,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,39124
2012.03,Rest of the world,611,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,18186
2012.03,Rest of the world,611,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,FINAL,61165
2012.03,Rest of the world,611,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,17887
2012.03,Rest of the world,611,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,19571
2012.03,Rest of the world,611,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,12024
2012.03,Rest of the world,611,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,FINAL,175179
2013.03,Rest of the world,611,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,FINAL,0
2013.03,Rest of the world,611,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,FINAL,0
2013.03,Rest of the world,611,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,FINAL,0
2013.03,Rest of the world,611,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,FINAL,0
2013.03,Rest of the world,611,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,FINAL,0
2013.03,Rest of the world,611,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,FINAL,0
2013.03,Rest of the world,611,Capital Account Total net transactions in produced non-financial assets,P051000,AN10000,FINAL,0
2013.03,Rest of the world,611,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,FINAL,1
2013.03,Rest of the world,611,"Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets, net",NP02000,AN20000,FINAL,-2
2013.03,Rest of the world,611,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,FINAL,-1
2013.03,Rest of the world,611,ISA Saving (net),B08N000,ISA,FINAL,7948
2013.03,Rest of the world,611,ISA Net capital taxes receivable,D910000,ISA,FINAL,0
2013.03,Rest of the world,611,ISA Net capital transfers receivable,D990000,ISA,FINAL,0
2013.03,Rest of the world,611,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,FINAL,7949
2013.03,Rest of the world,611,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,FINAL,0
2013.03,Rest of the world,611,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,FINAL,0
2013.03,Rest of the world,611,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,FINAL,0
2013.03,Rest of the world,611,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,FINAL,1616
2013.03,Rest of the world,611,Financial assets Opening balance currency and deposits,LS00000,AFA0200,FINAL,27601
2013.03,Rest of the world,611,Financial assets Opening balance debt securities,LS00000,AFA0300,FINAL,124594
2013.03,Rest of the world,611,Financial assets Opening balance loans,LS00000,AFA0400,FINAL,75765
2013.03,Rest of the world,611,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,FINAL,63104
2013.03,Rest of the world,611,"Financial assets Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFA0600,FINAL,0
2013.03,Rest of the world,611,Financial assets Opening balance financial derivatives,LS00000,AFA0700,FINAL,19196
2013.03,Rest of the world,611,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,FINAL,7580
2013.03,Rest of the world,611,Financial assets Opening balance Total financial assets,LS00000,AFA0000,FINAL,319456
2013.03,Rest of the world,611,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,1557
2013.03,Rest of the world,611,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,5665
2013.03,Rest of the world,611,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,39124
2013.03,Rest of the world,611,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,18186
2013.03,Rest of the world,611,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,FINAL,61165
2013.03,Rest of the world,611,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,17887
2013.03,Rest of the world,611,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,19571
2013.03,Rest of the world,611,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,12024
2013.03,Rest of the world,611,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,FINAL,175179
2013.03,Rest of the world,611,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2013.03,Rest of the world,611,Financial assets Net transactions in currency and deposits,F000000,AFA0200,FINAL,-959
2013.03,Rest of the world,611,Financial assets Net transactions in debt securities,F000000,AFA0300,FINAL,9184
2013.03,Rest of the world,611,Financial assets Net transactions in loans,F000000,AFA0400,FINAL,-2649
2013.03,Rest of the world,611,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,FINAL,6114
2013.03,Rest of the world,611,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,0
2013.03,Rest of the world,611,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,-296
2013.03,Rest of the world,611,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,-1521
2013.03,Rest of the world,611,Financial assets Net transactions in financial assets,F000000,AFA0000,FINAL,9873
2013.03,Rest of the world,611,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,-57
2013.03,Rest of the world,611,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,882
2013.03,Rest of the world,611,Financial liabilities Net transactions in debt securities,F000000,AFL0300,FINAL,6107
2013.03,Rest of the world,611,Financial liabilities Net transactions in loans,F000000,AFL0400,FINAL,1128
2013.03,Rest of the world,611,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,FINAL,528
2013.03,Rest of the world,611,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,-5286
2013.03,Rest of the world,611,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,711
2013.03,Rest of the world,611,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,-781
2013.03,Rest of the world,611,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,FINAL,3232
2013.03,Rest of the world,611,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,AF00000,FINAL,6641
2013.03,Rest of the world,611,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,FINAL,-1308
2013.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,FINAL,0
2013.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,A000000,FINAL,279
2013.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Non-financial assets,K050000,AN00000,FINAL,0
2013.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,FINAL,1867
2013.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,FINAL,1588
2013.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Changes in classification,K060000,AF00000,FINAL,0
2013.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,FINAL,0
2013.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,FINAL,0
2013.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Changes in net worth due to other changes in volume of assets,B102000,A000000,FINAL,279
2013.03,Rest of the world,611,Revaluation Account Produced non-financial assets,K070000,AN10000,FINAL,0
2013.03,Rest of the world,611,Revaluation Account Non-produced non-financial assets,K070000,AN20000,FINAL,0
2013.03,Rest of the world,611,Revaluation Account Total non-financial assets,K070000,AN00000,FINAL,0
2013.03,Rest of the world,611,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,FINAL,-86
2013.03,Rest of the world,611,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,FINAL,-13
2013.03,Rest of the world,611,Revaluation Account Financial assets Debt securities,K070000,AFA0300,FINAL,-2735
2013.03,Rest of the world,611,Revaluation Account Financial assets Loans,K070000,AFA0400,FINAL,-382
2013.03,Rest of the world,611,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,FINAL,2208
2013.03,Rest of the world,611,"Revaluation Account Financial assets Insurance, pension and standardised guarantee schemes",K070000,AFA0600,FINAL,0
2013.03,Rest of the world,611,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,FINAL,-1716
2013.03,Rest of the world,611,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,FINAL,26
2013.03,Rest of the world,611,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,FINAL,-2698
2013.03,Rest of the world,611,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,FINAL,-82
2013.03,Rest of the world,611,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,-68
2013.03,Rest of the world,611,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,-1150
2013.03,Rest of the world,611,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,-258
2013.03,Rest of the world,611,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,FINAL,3168
2013.03,Rest of the world,611,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2013.03,Rest of the world,611,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,-2569
2013.03,Rest of the world,611,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,2
2013.03,Rest of the world,611,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,FINAL,-957
2013.03,Rest of the world,611,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,FINAL,-1741
2013.03,Rest of the world,611,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,1530
2013.03,Rest of the world,611,Financial assets Closing balance currency and deposits,LE00000,AFA0200,FINAL,26640
2013.03,Rest of the world,611,Financial assets Closing balance debt securities,LE00000,AFA0300,FINAL,131213
2013.03,Rest of the world,611,Financial assets Closing balance loans,LE00000,AFA0400,FINAL,73839
2013.03,Rest of the world,611,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,FINAL,69511
2013.03,Rest of the world,611,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,0
2013.03,Rest of the world,611,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,17184
2013.03,Rest of the world,611,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,FINAL,8582
2013.03,Rest of the world,611,Financial assets Closing balance Total financial assets,LE00000,AFA0000,FINAL,328499
2013.03,Rest of the world,611,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,1418
2013.03,Rest of the world,611,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,6698
2013.03,Rest of the world,611,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,43779
2013.03,Rest of the world,611,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,19589
2013.03,Rest of the world,611,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,FINAL,63997
2013.03,Rest of the world,611,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,12534
2013.03,Rest of the world,611,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,17713
2013.03,Rest of the world,611,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,13315
2013.03,Rest of the world,611,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,FINAL,179043
2014.03,Rest of the world,611,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,FINAL,0
2014.03,Rest of the world,611,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,FINAL,0
2014.03,Rest of the world,611,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,FINAL,0
2014.03,Rest of the world,611,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,FINAL,0
2014.03,Rest of the world,611,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,FINAL,0
2014.03,Rest of the world,611,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,FINAL,0
2014.03,Rest of the world,611,Capital Account Total net transactions in produced non-financial assets,P051000,AN10000,FINAL,0
2014.03,Rest of the world,611,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,FINAL,0
2014.03,Rest of the world,611,"Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets, net",NP02000,AN20000,FINAL,1
2014.03,Rest of the world,611,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,FINAL,1
2014.03,Rest of the world,611,ISA Saving (net),B08N000,ISA,FINAL,5946
2014.03,Rest of the world,611,ISA Net capital taxes receivable,D910000,ISA,FINAL,0
2014.03,Rest of the world,611,ISA Net capital transfers receivable,D990000,ISA,FINAL,0
2014.03,Rest of the world,611,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,FINAL,5944
2014.03,Rest of the world,611,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,FINAL,0
2014.03,Rest of the world,611,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,FINAL,0
2014.03,Rest of the world,611,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,FINAL,0
2014.03,Rest of the world,611,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,FINAL,1530
2014.03,Rest of the world,611,Financial assets Opening balance currency and deposits,LS00000,AFA0200,FINAL,26640
2014.03,Rest of the world,611,Financial assets Opening balance debt securities,LS00000,AFA0300,FINAL,131213
2014.03,Rest of the world,611,Financial assets Opening balance loans,LS00000,AFA0400,FINAL,73839
2014.03,Rest of the world,611,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,FINAL,69511
2014.03,Rest of the world,611,"Financial assets Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFA0600,FINAL,0
2014.03,Rest of the world,611,Financial assets Opening balance financial derivatives,LS00000,AFA0700,FINAL,17184
2014.03,Rest of the world,611,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,FINAL,8582
2014.03,Rest of the world,611,Financial assets Opening balance Total financial assets,LS00000,AFA0000,FINAL,328499
2014.03,Rest of the world,611,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,1418
2014.03,Rest of the world,611,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,6698
2014.03,Rest of the world,611,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,43779
2014.03,Rest of the world,611,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,19589
2014.03,Rest of the world,611,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,FINAL,63997
2014.03,Rest of the world,611,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,12534
2014.03,Rest of the world,611,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,17713
2014.03,Rest of the world,611,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,13315
2014.03,Rest of the world,611,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,FINAL,179043
2014.03,Rest of the world,611,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2014.03,Rest of the world,611,Financial assets Net transactions in currency and deposits,F000000,AFA0200,FINAL,592
2014.03,Rest of the world,611,Financial assets Net transactions in debt securities,F000000,AFA0300,FINAL,-2832
2014.03,Rest of the world,611,Financial assets Net transactions in loans,F000000,AFA0400,FINAL,-2777
2014.03,Rest of the world,611,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,FINAL,7231
2014.03,Rest of the world,611,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,0
2014.03,Rest of the world,611,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,164
2014.03,Rest of the world,611,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,-2269
2014.03,Rest of the world,611,Financial assets Net transactions in financial assets,F000000,AFA0000,FINAL,109
2014.03,Rest of the world,611,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,32
2014.03,Rest of the world,611,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,1062
2014.03,Rest of the world,611,Financial liabilities Net transactions in debt securities,F000000,AFL0300,FINAL,589
2014.03,Rest of the world,611,Financial liabilities Net transactions in loans,F000000,AFL0400,FINAL,-780
2014.03,Rest of the world,611,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,FINAL,6083
2014.03,Rest of the world,611,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,-4952
2014.03,Rest of the world,611,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,-515
2014.03,Rest of the world,611,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,-880
2014.03,Rest of the world,611,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,FINAL,639
2014.03,Rest of the world,611,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,AF00000,FINAL,-530
2014.03,Rest of the world,611,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,FINAL,-6474
2014.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,FINAL,0
2014.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,A000000,FINAL,3759
2014.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Non-financial assets,K050000,AN00000,FINAL,0
2014.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,FINAL,5541
2014.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,FINAL,1782
2014.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Changes in classification,K060000,AF00000,FINAL,0
2014.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,FINAL,0
2014.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,FINAL,0
2014.03,Rest of the world,611,Other Changes in the Volume of Assets and Liabilities Changes in net worth due to other changes in volume of assets,B102000,A000000,FINAL,3759
2014.03,Rest of the world,611,Revaluation Account Produced non-financial assets,K070000,AN10000,FINAL,0
2014.03,Rest of the world,611,Revaluation Account Non-produced non-financial assets,K070000,AN20000,FINAL,0
2014.03,Rest of the world,611,Revaluation Account Total non-financial assets,K070000,AN00000,FINAL,0
2014.03,Rest of the world,611,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,FINAL,-8
2014.03,Rest of the world,611,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,FINAL,-99
2014.03,Rest of the world,611,Revaluation Account Financial assets Debt securities,K070000,AFA0300,FINAL,-3322
2014.03,Rest of the world,611,Revaluation Account Financial assets Loans,K070000,AFA0400,FINAL,-2190
