inci_no,Alm_Date,Address,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved
17-0017700,6/19/2017,1935 BLUEGRASS Louisville KY 40216,131 - Passenger vehicle fire,NULL,2000,2000,8500,6500
17-0017965,6/21/2017,600 N 27TH 105 Louisville KY 40212,"113 - Cooking fire, confined to container",NULL,200,200,200,0
17-0017948,6/21/2017,739 E KENTUCKY Louisville KY 40203,111 - Building fire,100,1000,1100,2000,900
17-0018076,6/22/2017,3708 W BROADWAY Louisville KY 40211,111 - Building fire,0,500,500,82370,81870
17-0017991,6/22/2017,W MARKET Louisville KY 40212,"151 - Outside rubbish, trash or waste fire",NULL,50,50,50,0
17-0018211,6/23/2017,MALCOLM Louisville KY 40215,111 - Building fire,5000,5000,10000,12000,2000
17-0018185,6/23/2017,223 N 33RD Louisville KY 40212,111 - Building fire,0,500,500,500,0
17-0018145,6/23/2017,205 S PRESTON Louisville KY 40202,111 - Building fire,NULL,1000,1000,240000,239000
17-0018279,6/24/2017,822 SUTCLIFFE Louisville KY 40211,"113 - Cooking fire, confined to container",500,0,500,90000,89500
17-0018378,6/25/2017,1782 DIXDALE Louisville KY 40210,111 - Building fire,10000,20000,30000,60000,30000
17-0018694,6/27/2017,1519 W JEFFERSON City of Louisville KY 40203,111 - Building fire,1000,1000,2000,2000,0
17-0018581,6/27/2017,310 N 19TH Louisville KY 40203,131 - Passenger vehicle fire,0,5252,5252,5252,0
17-0018804,6/28/2017,1100 TREVILIAN Louisville KY 40213,131 - Passenger vehicle fire,0,1300,1300,1300,0
17-0018914,6/29/2017,3501 CANE RUN Louisville KY 40210,111 - Building fire,5000,202980,207980,202980,-5000
17-0018915,6/29/2017,1039 WAGNER Louisville KY 40217,"113 - Cooking fire, confined to container",30,NULL,30,99000,98970
17-0019095,6/30/2017,1527 ANNA Louisville KY 40216,111 - Building fire,1000,2000,3000,140000,137000
17-0019378,7/2/2017,Seneca Park Dr City of Louisville KY 40205,131 - Passenger vehicle fire,NULL,7000,7000,7000,0
17-0019352,7/2/2017,2001 TYRONE Louisville KY 40218,"113 - Cooking fire, confined to container",200,NULL,200,90000,89800
17-0019268,7/2/2017,I-65 North City of Louisville KY 40217,131 - Passenger vehicle fire,0,12000,12000,12000,0
17-0019482,7/3/2017,I65 City of Louisville KY 40202,131 - Passenger vehicle fire,NULL,15000,15000,15000,0
17-0019593,7/4/2017,425 N 26TH Louisville KY 40212,131 - Passenger vehicle fire,100,2000,2100,2000,-100
17-0019583,7/4/2017,3217 UTAH 1 City of Louisville KY 40215,111 - Building fire,0,100,100,300000,299900
17-0019685,7/5/2017,722 ROSELANE Louisville KY 40203,131 - Passenger vehicle fire,0,5000,5000,5000,0
17-0019739,7/5/2017,2026 LYTLE Louisville KY 40203,"150 - Outside rubbish fire, other",0,100,100,100,0
17-0019893,7/6/2017,3801 MAMARONECK Louisville KY 40218,111 - Building fire,NULL,250,250,133810,133560
17-0019960,7/7/2017,197 CORAL City of Louisville KY 40206,111 - Building fire,2500,15000,17500,260000,242500
17-0019961,7/7/2017,911 GRADE Louisville KY 40213,131 - Passenger vehicle fire,500,2000,2500,2000,-500
17-0020054,7/7/2017,1630 S 11TH Louisville KY 40210,131 - Passenger vehicle fire,NULL,15000,15000,15000,0
17-0020262,7/9/2017,2640 HALE Louisville KY 40211,131 - Passenger vehicle fire,200,500,700,500,-200
17-0020230,7/9/2017,2215 THISTLEDAWN Shively KY 40216,111 - Building fire,10000,15000,25000,60000,35000
17-0020211,7/9/2017,1183 LINCOLN Louisville KY 40208,111 - Building fire,200,300,500,57290,56790
17-0020300,7/10/2017,550 S 8TH 535 Louisville KY 40203,131 - Passenger vehicle fire,NULL,5000,5000,20000,15000
17-0020438,7/11/2017,1403 SALE Louisville KY 40215,111 - Building fire,5000,10000,15000,10000,-5000
17-0020541,7/11/2017,CECIL Louisville KY 40211,131 - Passenger vehicle fire,NULL,2500,2500,2500,0
17-0020627,7/12/2017,I-264 East City of Louisville KY 40211,131 - Passenger vehicle fire,NULL,2500,2500,2500,0
17-0020558,7/12/2017,1103 TENNESSEE Louisville KY 40208,111 - Building fire,5000,20000,25000,31510,6510
17-0020763,7/13/2017,3620 GLENCREEK Louisville KY 40218,111 - Building fire,500,5000,5500,160000,154500
17-0020956,7/14/2017,826 DRESDEN Louisville KY 40215,111 - Building fire,15000,50000,65000,53340,-11660
17-0020929,7/14/2017,1708 Gallagher Louisville KY 40210,111 - Building fire,NULL,800,800,28000,27200
17-0020929,7/14/2017,1708 GALLAGHER Louisville KY 40210,131 - Passenger vehicle fire,NULL,2000,2000,2000,0
17-0020903,7/14/2017,S 6TH Louisville KY 40202,131 - Passenger vehicle fire,0,500,500,500,0
17-0020956,7/14/2017,828 Dresden City of Louisville KY 40215,111 - Building fire,8000,50000,58000,52000,-6000
17-0020956,7/14/2017,824 Dresden City of Louisville KY 40215,111 - Building fire,3000,5000,8000,80000,72000
17-0021146,7/16/2017,131 RIVER Louisville KY 40202,112 - Fires in structure other than in a building,NULL,500,500,10000,9500
17-0021128,7/16/2017,3708 POWELL Louisville KY 40215,131 - Passenger vehicle fire,50,1000,1050,1000,-50
17-0021292,7/17/2017,1043 BARDSTOWN Louisville KY 40204,111 - Building fire,100,0,100,2000,1900
17-0021254,7/17/2017,I264E City of Louisville KY 40213,131 - Passenger vehicle fire,0,4000,4000,7000,3000
17-0021243,7/17/2017,S SHELBY Louisville KY 40202,131 - Passenger vehicle fire,10000,10000,20000,10000,-10000
17-0021395,7/18/2017,S 6TH Louisville KY 40202,154 - Dumpster or other outside trash receptacle fire,0,20,20,20,0
17-0021664,7/20/2017,I 264 West City of Louisville KY 40209,131 - Passenger vehicle fire,0,3500,3500,3500,0
17-0021619,7/20/2017,1010 ALTA VISTA Louisville KY 40205,111 - Building fire,100000,300000,400000,643330,243330
17-0021693,7/21/2017,3912 W BROADWAY Louisville KY 40211,131 - Passenger vehicle fire,0,2500,2500,2500,0
17-0021738,7/21/2017,1604 BONNYCASTLE Louisville KY 40205,131 - Passenger vehicle fire,NULL,1574,1574,1574,0
17-0021861,7/22/2017,1749 W ORMSBY Louisville KY 40210,131 - Passenger vehicle fire,0,3300,3300,3800,500
17-0021856,7/22/2017,1210 TENNESSEE Louisville KY 40208,111 - Building fire,0,50000,50000,70000,20000
17-0021856,7/22/2017,1212 Tennessee City of Louisville KY 40208,111 - Building fire,0,5000,5000,70000,65000
17-0021856,7/22/2017,1208 Tennessee Louisville KY 40208,111 - Building fire,0,5000,5000,70000,65000
17-0022207,7/24/2017,2018 PEABODY Louisville KY 40218,111 - Building fire,NULL,500,500,200000,199500
17-0022229,7/25/2017,29 NICHOLS Louisville KY 40215,111 - Building fire,2000,5000,7000,200000,193000
17-0022323,7/25/2017,947 S 7TH Louisville KY 40203,111 - Building fire,0,1000,1000,29000,28000
17-0022394,7/26/2017,CRITTENDEN Louisville KY 40209,131 - Passenger vehicle fire,100,1500,1600,3000,1400
17-0022360,7/26/2017,4018 SOUTHERN Louisville KY 40214,131 - Passenger vehicle fire,8000,1000,9000,8000,-1000
17-0022353,7/26/2017,2704 WYANDOTTE Louisville KY 40210,111 - Building fire,5000,35000,40000,35000,-5000
17-0022592,7/27/2017,4150 SCHMITT Louisville KY 40213,132 - Road freight or transport vehicle fire,500,250000,250500,320000,69500
17-0022597,7/27/2017,6515 SIGNATURE Louisville KY 40213,131 - Passenger vehicle fire,NULL,4000,4000,6000,2000
17-0022578,7/27/2017,2030 PORTLAND Louisville KY 40203,111 - Building fire,0,1500,1500,28620,27120
17-0022496,7/27/2017,GRINSTEAD Louisville KY 40204,131 - Passenger vehicle fire,0,3000,3000,3000,0
17-0022592,7/27/2017,4150 Schmitt City of Louisville KY 40218,132 - Road freight or transport vehicle fire,1000,100000,101000,100000,-1000
17-0022592,7/27/2017,4150 Schmitt City of Louisville KY 40218,132 - Road freight or transport vehicle fire,0,5000,5000,100000,95000
17-0022592,7/27/2017,4150 Schmitt City of Louisville KY 40218,132 - Road freight or transport vehicle fire,1000,100000,101000,100000,-1000
17-0022618,7/28/2017,E BROADWAY Louisville KY 40204,131 - Passenger vehicle fire,100,1500,1600,1500,-100
17-0022775,7/29/2017,1200 STORY Louisville KY 40206,111 - Building fire,10000,250000,260000,1000000,740000
17-0022942,7/30/2017,645 S 41st City of Louisville KY 40211,111 - Building fire,20000,1000,21000,20000,-1000
17-0022890,7/30/2017,2033 BANK Louisville KY 40203,111 - Building fire,0,500,500,15000,14500
17-0022885,7/30/2017,664 LOUIS COLEMAN JR Louisville KY 40211,111 - Building fire,NULL,15000,15000,30000,15000
17-0023094,7/31/2017,1935 GARDINER Louisville KY 40205,131 - Passenger vehicle fire,NULL,1000,1000,1000,0
17-0023069,7/31/2017,2500 St. Cecilia Louisville KY 40212,111 - Building fire,NULL,5000,5000,40520,35520
17-0023035,7/31/2017,I-65 S Louisville KY 40202,132 - Road freight or transport vehicle fire,1000,5000,6000,150000,144000
17-0023025,7/31/2017,4121 PRESTON Louisville KY 40213,"130 - Mobile property (vehicle) fire, other",200,5000,5200,5000,-200
17-0023002,7/31/2017,2122 CRITTENDEN Louisville KY 40217,111 - Building fire,500,500,1000,500,-500
17-0023343,8/2/2017,1117 PLATO Louisville KY 40211,111 - Building fire,1000,5000,6000,66530,60530
17-0023283,8/2/2017,2014 CHEROKEE Louisville KY 40204,111 - Building fire,10000,112308,122308,1123080,1000772
17-0023424,8/3/2017,1109 LONGFIELD Louisville KY 40215,111 - Building fire,5000,20000,25000,80000,55000
17-0023556,8/4/2017,3017 BOBOLINK Louisville KY 40217,111 - Building fire,10000,30000,40000,140000,100000
17-0023502,8/4/2017,530 LILLY Louisville KY 40217,131 - Passenger vehicle fire,1000,4000,5000,5000,0
17-0023717,8/5/2017,1549 W MADISON Louisville KY 40203,162 - Outside equipment fire,NULL,1000,1000,5000,4000
17-0023702,8/5/2017,1707 PATTON Louisville KY 40210,131 - Passenger vehicle fire,NULL,2500,2500,2500,0
17-0023699,8/5/2017,3017 BITTEN Shively KY 40216,111 - Building fire,10000,40000,50000,65320,15320
17-0023663,8/5/2017,434 W MARKET Louisville KY 40202,"113 - Cooking fire, confined to container",1000,0,1000,200000,199000
17-0023766,8/6/2017,3518 GEORGETOWN Louisville KY 40215,111 - Building fire,5000,5000,10000,90000,80000
17-0023858,8/6/2017,201 N 19TH Louisville KY 40203,111 - Building fire,0,5000,5000,41660,36660
17-0023982,8/8/2017,710 ZORN 8 Louisville KY 40206,111 - Building fire,20000,50000,70000,334220,264220
17-0024009,8/8/2017,1400 STORY Louisville KY 40206,"116 - Fuel burner/boiler malfunction, fire confined",500,1000,1500,2000,500
17-0024063,8/8/2017,2901 ENGLEWOOD Louisville KY 40220,"113 - Cooking fire, confined to container",500,1000,1500,180000,178500
17-0024137,8/9/2017,3439 NEWBURG Louisville KY 40218,111 - Building fire,5000,30000,35000,256000,221000
17-0024113,8/9/2017,Interstate 64 East Louisville KY 40202,132 - Road freight or transport vehicle fire,50000,15000,65000,160000,95000
17-0024343,8/10/2017,1753 BOLLING Louisville KY 40210,131 - Passenger vehicle fire,NULL,500,500,10000,9500
17-0024440,8/11/2017,3909 JEWELL Louisville KY 40212,111 - Building fire,200,1000,1200,35130,33930
17-0024397,8/11/2017,1123 W WHITNEY Louisville KY 40215,"441 - Heat from short circuit (wiring), defective/worn",0,500,500,100000,99500
17-0024538,8/12/2017,1269 S JACKSON Louisville KY 40203,"151 - Outside rubbish, trash or waste fire",NULL,2000,2000,80000,78000
17-0024547,8/12/2017,5005 SOUTHSIDE Louisville KY 40214,111 - Building fire,300,1000,1300,80340,79040
17-0024659,8/13/2017,3129 BANK Louisville KY 40212,111 - Building fire,1000,5000,6000,50000,44000
17-0024667,8/13/2017,218 S SHAWNEE Louisville KY 40212,111 - Building fire,500,4000,4500,4000,-500
17-0024659,8/13/2017,3125 Bank City of Louisville KY 40212,111 - Building fire,NULL,1000,1000,32240,31240
17-0024750,8/13/2017,520 N 20TH Louisville KY 40203,"113 - Cooking fire, confined to container",400,0,400,20000,19600
17-0024763,8/14/2017,5348 ROLLINGWOOD Louisville KY 40214,111 - Building fire,1000,2000,3000,224640,221640
17-0024795,8/14/2017,4127 TAYLOR Louisville KY 40215,131 - Passenger vehicle fire,0,2500,2500,3000,500
17-0024943,8/15/2017,413 ST BONIFACE City of Louisville KY 40202,131 - Passenger vehicle fire,NULL,1000,1000,1000,0
17-0024882,8/15/2017,1614 CYPRESS Louisville KY 40210,131 - Passenger vehicle fire,0,18550,18550,18550,0
17-0025021,8/16/2017,2536 W MARKET Louisville KY 40212,111 - Building fire,NULL,500,500,68850,68350
17-0025017,8/16/2017,1327 SALE Louisville KY 40215,111 - Building fire,10000,34000,44000,34000,-10000
17-0025240,8/17/2017,3001 W KENTUCKY Louisville KY 40211,111 - Building fire,0,1000,1000,1153800,1152800
17-0025179,8/17/2017,825 LOTUS Louisville KY 40213,132 - Road freight or transport vehicle fire,0,5000,5000,10000,5000
17-0025411,8/18/2017,2443 N SLEVIN Louisville KY 40212,131 - Passenger vehicle fire,500,2000,2500,2000,-500
17-0025530,8/19/2017,673 S 36TH Louisville KY 40211,111 - Building fire,0,300,300,3500,3200
17-0025486,8/19/2017,CECIL Louisville KY 40211,131 - Passenger vehicle fire,0,1000,1000,1000,0
17-0025432,8/19/2017,2100 PORTLAND Louisville KY 40212,112 - Fires in structure other than in a building,NULL,200,200,232620,232420
17-0025585,8/20/2017,1414 CATALPA Louisville KY 40211,"113 - Cooking fire, confined to container",200,NULL,200,31500,31300
17-0025646,8/20/2017,2221 HALE Louisville KY 40210,"113 - Cooking fire, confined to container",150,0,150,23480,23330
17-0025633,8/20/2017,2900 SPRINGDALE 422 Louisville KY 40206,"113 - Cooking fire, confined to container",200,20,220,10000000,9999780
17-0025950,8/23/2017,124 MERIDIAN 1 Louisville KY 40207,111 - Building fire,5000,10000,15000,687000,672000
17-0026186,8/24/2017,S 32ND Louisville KY 40211,131 - Passenger vehicle fire,NULL,8400,8400,8600,200
17-0026315,8/25/2017,2331 W LEE Louisville KY 40210,131 - Passenger vehicle fire,NULL,2000,2000,2000,0
17-0026315,8/25/2017,2331 W lee City of Louisville KY 40210,111 - Building fire,NULL,500,500,18500,18000
17-0026412,8/26/2017,2226 Wrocklage Louisville KY 40205,131 - Passenger vehicle fire,100,3000,3100,3000,-100
17-0026384,8/26/2017,206 N 37TH Louisville KY 40212,111 - Building fire,0,8000,8000,21460,13460
17-0026538,8/27/2017,1813 BICKNELL Louisville KY 40215,"113 - Cooking fire, confined to container",100,0,100,38000,37900
17-0026525,8/27/2017,824 S 1ST Louisville KY 40203,131 - Passenger vehicle fire,3000,3000,6000,3000,-3000
17-0026621,8/28/2017,3741 TAYLORSVILLE Louisville KY 40220,111 - Building fire,0,20000,20000,500000,480000
17-0026719,8/29/2017,2329 PORTLAND Louisville KY 40212,111 - Building fire,NULL,1000,1000,81000,80000
17-0027274,9/2/2017,926 EUCLID Louisville KY 40208,111 - Building fire,0,53240,53240,53240,0
17-0027241,9/2/2017,745 S 36TH Louisville KY 40211,"113 - Cooking fire, confined to container",400,0,400,39640,39240
17-0027217,9/2/2017,4 COLONIAL OAKS 4 Louisville KY 40214,111 - Building fire,5000,20000,25000,3000000,2975000
17-0027274,9/2/2017,924 Euclid Avenue City of Louisville KY 40208,111 - Building fire,0,50000,50000,50000,0
17-0027425,9/3/2017,S HANCOCK Louisville KY 40202,131 - Passenger vehicle fire,NULL,10000,10000,10000,0
17-0027310,9/3/2017,BRECKENRIDGE MEDE KY 40220,131 - Passenger vehicle fire,NULL,3000,3000,3000,0
17-0027505,9/4/2017,805 MARY 4 Louisville KY 40204,111 - Building fire,2000,30000,32000,950000,918000
17-0027529,9/4/2017,2318 W OAK Louisville KY 40210,111 - Building fire,0,500,500,5000,4500
17-0027644,9/5/2017,3821 ALFORD Louisville KY 40212,"113 - Cooking fire, confined to container",400,0,400,25670,25270
17-0027642,9/5/2017,3655 WHEELER Louisville KY 40215,131 - Passenger vehicle fire,0,8000,8000,8000,0
17-0027779,9/6/2017,2508 ELLIOTT Louisville KY 40211,111 - Building fire,100,NULL,100,15900,15800
17-0027749,9/6/2017,521 N 26TH Louisville KY 40212,"130 - Mobile property (vehicle) fire, other",5,0,5,100,95
17-0027697,9/6/2017,3391 YOUNG 103 Louisville KY 40211,111 - Building fire,2000,30000,32000,900000,868000
17-0027813,9/7/2017,604 S 3RD Louisville KY 40202,"118 - Trash or rubbish fire, contained",0,500,500,1103240,1102740
17-0027880,9/7/2017,2711 NARRAGANSETT Louisville KY 40210,"113 - Cooking fire, confined to container",1000,3000,4000,33570,29570
17-0028040,9/8/2017,1533 BEECH Louisville KY 40211,"113 - Cooking fire, confined to container",500,1000,1500,40000,38500
17-0028149,9/9/2017,W JEFFERSON Louisville KY 40203,131 - Passenger vehicle fire,0,4500,4500,4500,0
17-0028152,9/9/2017,1061 RUNELL Louisville KY 40214,"118 - Trash or rubbish fire, contained",1000,NULL,1000,125000,124000
17-0028104,9/9/2017,405 HIGHWOOD Louisville KY 40206,131 - Passenger vehicle fire,0,5000,5000,5000,0
17-0028068,9/9/2017,2109 EASTVIEW Louisville KY 40205,111 - Building fire,5000,20000,25000,230000,205000
17-0028061,9/9/2017,3302 RUDD Louisville KY 40212,111 - Building fire,0,25960,25960,25960,0
17-0028061,9/9/2017,3300 Rudd Louisville KY 40212,111 - Building fire,NULL,5000,5000,62710,57710
17-0028061,9/9/2017,3306 Rudd Louisville KY 40212,111 - Building fire,3000,10000,13000,30290,17290
17-0028291,9/10/2017,4121 BROWNS B14 Louisville KY 40220,111 - Building fire,NULL,1000,1000,155000,154000
17-0028279,9/10/2017,5523 HALSTEAD Louisville KY 40213,111 - Building fire,500,2500,3000,10000,7000
17-0028312,9/11/2017,323 W CARDINAL Louisville KY 40208,112 - Fires in structure other than in a building,10000,10000,20000,10000,-10000
17-0028492,9/12/2017,South 1st Street City of Louisville KY 40203,"160 - Special outside fire, other",NULL,1000,1000,315000,314000
17-0028492,9/12/2017,736 S 1ST City of Louisville KY 40202,161 - Outside storage fire,0,1000,1000,315000,314000
17-0028578,9/13/2017,1335 PHYLLIS Louisville KY 40215,111 - Building fire,10000,30000,40000,35300,-4700
17-0028672,9/14/2017,1403 MCCOY Louisville KY 40215,111 - Building fire,2000,15000,17000,47500,30500
17-0028659,9/14/2017,1619 DUMESNIL Louisville KY 40210,111 - Building fire,8000,15000,23000,26500,3500
17-0028716,9/14/2017,700 Algonquin Louisville KY 40208,131 - Passenger vehicle fire,NULL,3100,3100,3100,0
17-0028781,9/15/2017,5338 S 3RD Louisville KY 40214,"151 - Outside rubbish, trash or waste fire",NULL,100,100,1000,900
17-0029015,9/17/2017,3306 AUDUBON RIDGE Louisville KY 40213,111 - Building fire,10000,40000,50000,164000,114000
17-0029169,9/18/2017,1416 EARL Louisville KY 40215,161 - Outside storage fire,5000,30000,35000,30000,-5000
17-0029123,9/18/2017,904 PLACE ROUGE Louisville KY 40203,131 - Passenger vehicle fire,NULL,1500,1500,2000,500
17-0029284,9/19/2017,1450 ARLING Louisville KY 40215,111 - Building fire,2500,15000,17500,65000,47500
17-0029394,9/20/2017,1635 THORNBERRY Louisville KY 40215,111 - Building fire,10000,30000,40000,115000,75000
17-0029506,9/21/2017,DIXIE Louisville KY 40210,131 - Passenger vehicle fire,0,4500,4500,4500,0
17-0029685,9/22/2017,1146 S PRESTON Louisville KY 40203,111 - Building fire,10000,100000,110000,124950,14950
17-0029682,9/22/2017,131 BRECKENRIDGE Louisville KY 40207,154 - Dumpster or other outside trash receptacle fire,NULL,200,200,1000,800
17-0029570,9/22/2017,2616 CONESTOGA Louisville KY 40210,111 - Building fire,0,500,500,25000,24500
17-0029923,9/24/2017,525 CALDWELL Louisville KY 40203,"160 - Special outside fire, other",NULL,75,75,500,425
17-0029888,9/24/2017,738 M Louisville KY 40208,111 - Building fire,10000,20000,30000,34280,4280
17-0029889,9/24/2017,738 M Louisville KY 40208,111 - Building fire,10000,20000,30000,34280,4280
17-0029949,9/25/2017,BROOKLINE Louisville KY 40215,131 - Passenger vehicle fire,0,8600,8600,8600,0
17-0029950,9/25/2017,112 E OAK Louisville KY 40203,"118 - Trash or rubbish fire, contained",NULL,500,500,300000,299500
17-0029950,9/25/2017,112 E Oak City of Louisville KY 40215,"118 - Trash or rubbish fire, contained",NULL,5000,5000,300000,295000
17-0030083,9/26/2017,300 N SHAWNEE Louisville KY 40212,131 - Passenger vehicle fire,500,2700,3200,2700,-500
17-0030083,9/26/2017,300 N Shawnee City of Louisville KY 40211,112 - Fires in structure other than in a building,300,10000,10300,93160,82860
17-0030408,9/28/2017,647 S 11TH City of Louisville KY 40203,442 - Overheated motor,25,200,225,200,-25
17-0030765,10/1/2017,7635 SHELBYVILLE NOWD KY 40222,111 - Building fire,10000,60000,70000,500000,430000
17-0030868,10/2/2017,113 N 35TH Louisville KY 40212,"113 - Cooking fire, confined to container",500,1200,1700,40100,38400
17-0030818,10/2/2017,112 DR W J HODGE Louisville KY 40203,111 - Building fire,1000,5000,6000,15000,9000
17-0031064,10/4/2017,2701 BARDSTOWN Louisville KY 40205,131 - Passenger vehicle fire,0,34000,34000,34000,0
17-0031146,10/4/2017,3712 WHEELER Louisville KY 40215,111 - Building fire,8000,20000,28000,70000,42000
17-0031241,10/5/2017,DIXIE Louisville KY 40210,131 - Passenger vehicle fire,0,2000,2000,2000,0
17-0031512,10/8/2017,4248 LOUISVILLE Louisville KY 40209,131 - Passenger vehicle fire,0,3000,3000,5000,2000
17-0032194,10/13/2017,3908 GREENWOOD Louisville KY 40211,111 - Building fire,0,500,500,32100,31600
17-0032137,10/13/2017,1212 S 4TH 100 Louisville KY 40203,111 - Building fire,1000,5000,6000,225000,219000
17-0032273,10/14/2017,626 W MAIN Louisville KY 40202,"113 - Cooking fire, confined to container",1,1,2,1000000,999998
17-0032345,10/15/2017,1336 BLUEGRASS Louisville KY 40215,111 - Building fire,NULL,5000,5000,50000,45000
17-0032550,10/16/2017,951 W FLORENCE Louisville KY 40215,111 - Building fire,800,NULL,800,80000,79200
17-0032830,10/19/2017,666 CURRY Louisville KY 40211,111 - Building fire,2000,25000,27000,25000,-2000
17-0033044,10/20/2017,W TENNY Louisville KY 40214,131 - Passenger vehicle fire,0,5000,5000,15000,10000
17-0033201,10/21/2017,3727 BANK Louisville KY 40212,111 - Building fire,5000,10000,15000,32250,17250
17-0033223,10/22/2017,LOCUST Louisville KY 40217,"160 - Special outside fire, other",0,10,10,10,0
17-0033339,10/23/2017,118 S LONGWORTH Louisville KY 40212,111 - Building fire,400,800,1200,40000,38800
17-0033322,10/23/2017,114 S 45TH Louisville KY 40212,111 - Building fire,0,8000,8000,33200,25200
17-0033300,10/23/2017,LOUIS COLEMAN JR Louisville KY 40211,131 - Passenger vehicle fire,100,35000,35100,35000,-100
17-0033604,10/25/2017,1815 GARDINER Louisville KY 40205,"151 - Outside rubbish, trash or waste fire",NULL,200,200,200,0
17-0033523,10/25/2017,2622 ELLIOTT Louisville KY 40211,111 - Building fire,0,5000,5000,23740,18740
17-0033668,10/26/2017,920 S 4TH Louisville KY 40203,111 - Building fire,2000,0,2000,300000,298000
17-0033816,10/27/2017,MANSLICK Louisville KY 40215,131 - Passenger vehicle fire,NULL,1000,1000,1000,0
17-0033940,10/28/2017,635 MARRET Louisville KY 40208,131 - Passenger vehicle fire,0,500,500,500,0
17-0033849,10/28/2017,1457 S SHELBY 2 City of Louisville KY 40217,111 - Building fire,150000,200000,350000,200000,-150000
17-0033849,10/28/2017,1461 Shelby City of Louisville KY 40207,111 - Building fire,NULL,3000,3000,70000,67000
17-0034019,10/29/2017,2224 MAGAZINE Louisville KY 40211,111 - Building fire,0,10000,10000,32000,22000
17-0033999,10/29/2017,5425 BRUCE Louisville KY 40214,111 - Building fire,2000,29855,31855,119420,87565
17-0034060,10/30/2017,669 LOUIS COLEMAN JR Louisville KY 40211,111 - Building fire,4000,21495,25495,42990,17495
17-0034270,10/31/2017,3701 TAYLOR Louisville KY 40215,"130 - Mobile property (vehicle) fire, other",100,1600,1700,1600,-100
17-0034209,10/31/2017,522 GHEENS Louisville KY 40214,111 - Building fire,100,NULL,100,50000,49900
17-0034198,10/31/2017,410 CAMP Louisville KY 40203,111 - Building fire,NULL,30000,30000,30000,0
17-0034199,10/31/2017,400B CAMP Louisville KY 40203,111 - Building fire,NULL,25000,25000,50000,25000
17-0034307,10/31/2017,3719 BRIARBRIDGE 6 Louisville KY 40218,111 - Building fire,200,NULL,200,310000,309800
17-0034387,11/1/2017,535 N 42ND Louisville KY 40212,111 - Building fire,2000,10000,12000,23540,11540
17-0034499,11/2/2017,1821 SILS Louisville KY 40205,111 - Building fire,1000,5000,6000,273000,267000
17-0034640,11/4/2017,280 W JEFFERSON Louisville KY 40202,111 - Building fire,200,200,400,200,-200
17-0034739,11/4/2017,1100 E MARKET Louisville KY 40206,111 - Building fire,100,5000,5100,13335090,13329990
17-0034869,11/5/2017,818 S 40TH Louisville KY 40211,111 - Building fire,0,5000,5000,5000,0
17-0034928,11/6/2017,2831 TYSON Louisville KY 40218,111 - Building fire,30000,100000,130000,200000,70000
17-0035117,11/7/2017,1420 SALE Louisville KY 40215,131 - Passenger vehicle fire,0,3000,3000,3000,0
17-0035110,11/7/2017,I-65 South Louisville KY 40202,132 - Road freight or transport vehicle fire,80000,80000,160000,80000,-80000
17-0035042,11/7/2017,2704 CRITTENDEN Louisville KY 40209,"113 - Cooking fire, confined to container",10000,0,10000,500000,490000
17-0035406,11/10/2017,117 W BRECKINRIDGE 2 Louisville KY 40203,"118 - Trash or rubbish fire, contained",NULL,100,100,70000,69900
17-0035339,11/10/2017,1708 VALLEY FORGE Louisville KY 40215,131 - Passenger vehicle fire,NULL,1000,1000,5000,4000
17-0035494,11/11/2017,I264 East Louisville KY 40211,131 - Passenger vehicle fire,NULL,4500,4500,4500,0
17-0035535,11/11/2017,2201 GRAND Louisville KY 40210,111 - Building fire,2000,5000,7000,35000,28000
17-0035519,11/11/2017,1132 PAYNE Louisville KY 40204,"151 - Outside rubbish, trash or waste fire",0,1500,1500,6700,5200
17-0035520,11/11/2017,1206 POTOMAC Louisville KY 40214,161 - Outside storage fire,3500,3500,7000,3500,-3500
17-0035622,11/12/2017,4400 LONSDALE Louisville KY 40215,131 - Passenger vehicle fire,0,5000,5000,5000,0
17-0035746,11/13/2017,1966 DEER PARK Louisville KY 40205,111 - Building fire,10000,30000,40000,194920,154920
17-0035750,11/13/2017,2409 W MARKET Louisville KY 40212,"151 - Outside rubbish, trash or waste fire",400,NULL,400,15000,14600
17-0035724,11/13/2017,2730 LINDSAY Louisville KY 40206,111 - Building fire,500,500,1000,89110,88110
17-0035878,11/14/2017,3670 CRAIG Louisville KY 40215,"118 - Trash or rubbish fire, contained",NULL,1000,1000,1000,0
17-0036339,11/18/2017,608 S 35TH Louisville KY 40211,111 - Building fire,0,10400,10400,31170,20770
17-0036309,11/18/2017,3715 RIVER PARK Louisville KY 40211,111 - Building fire,0,200,200,39650,39450
17-0036300,11/18/2017,1039 LOUIS COLEMAN JR Louisville KY 40211,131 - Passenger vehicle fire,100,3000,3100,3000,-100
17-0036253,11/18/2017,I-64 East City of Louisville KY 40202,131 - Passenger vehicle fire,100,9000,9100,9000,-100
17-0036247,11/18/2017,633 S 11TH Louisville KY 40203,131 - Passenger vehicle fire,NULL,200,200,800,600
17-0036435,11/19/2017,1127 S 6TH Louisville KY 40203,111 - Building fire,1000,2500,3500,175000,171500
17-0036533,11/20/2017,3913 RIVER PARK Louisville KY 40211,111 - Building fire,500,1000,1500,33350,31850
