EventDate,Activity,Site_Serve,the_geom,LONG,LAT
9/8/2014,Swipe Card Walking,East Harlem Neighborhood Senior Center,POINT (-73.93903586490396 40.80169499532642),-73.9390358649,40.8016949953
9/17/2014,Senior Presentation,Jasa/Scheuer House of CI Senior Center,POINT (-74.0015859865696 40.57313503490077),-74.0015859866,40.5731350349
9/17/2014,Swipe Card Walking,The Center at the Red Oak,POINT (-73.96398114579895 40.799710073661984),-73.9639811458,40.7997100737
9/10/2014,Senior Presentation,QCH Forest Hills Senior Center,POINT (-73.8502104152566 40.73590189118742),-73.8502104153,40.7359018912
9/12/2014,Senior Presentation,Newtown Senior Center,POINT (-73.87968508793682 40.73719630109486),-73.8796850879,40.7371963011
3/27/2014,Senior Presentation,Allen Community Senior Citizens Center,POINT (-73.78314594373431 40.69004531323087),-73.7831459437,40.6900453132
2/20/2014,Senior Presentation,Archcare Senior Life Center,POINT (-74.0906823650569 40.59628185582923),-74.0906823651,40.5962818558
4/9/2014,Grand Parents Day,Archcare Senior Life Center,POINT (-74.0906823650569 40.59628185582923),-74.0906823651,40.5962818558
5/21/2014,Senior Presentation,Arrochar Friendship Club Sr. Center,POINT (-74.07617100541452 40.59634179696653),-74.0761710054,40.596341797
7/16/2014,Senior Presentation,Bronx Works Heights Senior Center,POINT (-73.91680279530625 40.85197526145516),-73.9168027953,40.8519752615
3/3/2014,NA,Brookdale Senior Center,POINT (-73.96868451064388 40.629259121524605),-73.9686845106,40.6292591215
3/10/2014,NA,Brookdale Senior Center,POINT (-73.96868451064388 40.629259121524605),-73.9686845106,40.6292591215
7/15/2014,Senior Presentation,Canaan Senior Center,POINT (-73.95213865013663 40.79863532054195),-73.9521386501,40.7986353205
4/8/2014,Grand Parents Day,Carmine Carro Community Center,POINT (-73.93769507999366 40.59411588192156),-73.93769508,40.5941158819
1/29/2014,Senior Presentation,CCBQ Ozone Park Senior Center,POINT (-73.83977579773824 40.686018186352136),-73.8397757977,40.6860181864
5/1/2014,NA,CCNS The Bay Senior Center,POINT (-73.94082337176724 40.594957443324176),-73.9408233718,40.5949574433
5/8/2014,Safe Streets for Seniors,CCNS The Bay Senior Center,POINT (-73.94082337176724 40.594957443324176),-73.9408233718,40.5949574433
6/2/2014,Senior Presentation,Center @ Lenox Hill Neighborhood House,POINT (-73.95738898763345 40.76667769686924),-73.9573889876,40.7666776969
1/9/2014,Senior Presentation,CenterLight Healthcare Grand Street PACE Center,POINT (-73.98862459465249 40.71651372463555),-73.9886245947,40.7165137246
5/9/2014,Senior Presentation,CenterLight PEP for Seniors,POINT (-73.85689706143097 40.83657631868078),-73.8568970614,40.8365763187
6/4/2014,Senior Presentation,Diana Jones Senior Center,POINT (-73.93560162388299 40.700134738570796),-73.9356016239,40.7001347386
1/16/2014,NA,East Harlem Council Nutrition Program - CASABE,POINT (-73.93903586490396 40.80169499532642),-73.9390358649,40.8016949953
6/11/2014,Senior Presentation,East River Social Adult Day Center,POINT (-73.9404271050282 40.788877838514544),-73.940427105,40.7888778385
6/12/2014,Senior Presentation,Elmhurst Jackson Height Senior Center,POINT (-73.89020703839489 40.74616294075249),-73.8902070384,40.7461629408
5/7/2014,Safe Streets for Seniors,Fort Greene Hazel Brooks Neighborhood Senior Center,POINT (-73.95887582662601 40.638882001023994),-73.9588758266,40.638882001
4/30/2014,NA,Fort Greene Hazel Brooks Neighborhood Senior Center,POINT (-73.95887582662601 40.638882001023994),-73.9588758266,40.638882001
3/19/2014,NA,Fort Hamilton Senior Center,POINT (-74.0317763466129 40.612024452005414),-74.0317763466,40.612024452
3/5/2014,NA,Fort Hamilton Senior Center,POINT (-74.0317763466129 40.612024452005414),-74.0317763466,40.612024452
6/27/2014,Senior Presentation,Hamilton Grange Senior Center,POINT (-73.9457319675611 40.82442737843728),-73.9457319676,40.8244273784
5/5/2014,Senior Presentation,Hamilton Senior Center,POINT (-73.9798910002779 40.77699306037403),-73.9798910003,40.7769930604
5/19/2014,Safe Streets for Seniors,Hamilton Senior Center,POINT (-73.9798910002779 40.77699306037403),-73.9798910003,40.7769930604
3/19/2014,Senior Presentation,Hillcrest Senior Center,POINT (-73.7946088165239 40.710062016164215),-73.7946088165,40.7100620162
2/24/2014,NA,JASA Bay Eden Senior Center,POINT (-73.84220264733734 40.8840020866925),-73.8422026473,40.8840020867
1/16/2014,Senior Presentation,JASA Brighton/Manhattan Beach Senior Center,POINT (-73.96745792411413 40.581013509145),-73.9674579241,40.5810135091
3/14/2014,Safe Streets for Seniors,JASA Scheuer House of Coney Island Senior Center,POINT (-74.0015859865696 40.57313503490077),-74.0015859866,40.5731350349
3/11/2014,Senior Presentation,Jasa Starrett city senior center,POINT (-73.8781972721628 40.64898604453995),-73.8781972722,40.6489860445
2/26/2014,NA,Jay-Harama Senior Center,POINT (-73.95118407950844 40.59814902286538),-73.9511840795,40.5981490229
2/12/2014,NA,Jay-Harama Senior Center,POINT (-73.95118407950844 40.59814902286538),-73.9511840795,40.5981490229
3/13/2014,Other on the Road,Lenox Hill Senior Center,POINT (-73.95738898763345 40.76667769686924),-73.9573889876,40.7666776969
3/20/2014,Other on the Road,Lenox Hill Senior Center,POINT (-73.95738898763345 40.76667769686924),-73.9573889876,40.7666776969
4/9/2014,Grand Parents Day,Mill Basin Senior Center (at Temple Shalom),POINT (-73.91022782400466 40.61885851451002),-73.910227824,40.6188585145
1/15/2014,Senior Presentation,Mott Street  Senior Center,POINT (-73.9958931493783 40.720491369389556),-73.9958931494,40.7204913694
7/11/2014,Senior Presentation,Newtown Senior Center,POINT (-73.87968508793682 40.73719630109486),-73.8796850879,40.7371963011
4/15/2014,Sign Design,Northeast Bronx Sr Ctr,POINT (-73.8262621771443 40.83388009894433),-73.8262621771,40.8338800989
4/29/2014,Sign Design,Northeast Bronx Sr Ctr,POINT (-73.8262621771443 40.83388009894433),-73.8262621771,40.8338800989
5/6/2014,Sign Design,Northeast Bronx Sr Ctr,POINT (-73.8262621771443 40.83388009894433),-73.8262621771,40.8338800989
4/22/2014,Sign Design,Northeast Bronx Sr Ctr,POINT (-73.8262621771443 40.83388009894433),-73.8262621771,40.8338800989
4/8/2014,Sign Design,Northeast Bronx Sr Ctr,POINT (-73.8262621771443 40.83388009894433),-73.8262621771,40.8338800989
4/1/2014,Sign Design,Northeast Bronx Sr Ctr,POINT (-73.8262621771443 40.83388009894433),-73.8262621771,40.8338800989
3/25/2014,Sign Design,Northeast Bronx Sr Ctr,POINT (-73.8262621771443 40.83388009894433),-73.8262621771,40.8338800989
5/14/2014,Sign Design,Northeast Bronx Sr Ctr,POINT (-73.8262621771443 40.83388009894433),-73.8262621771,40.8338800989
4/17/2014,NA,Project Find Clinton Senior Center,POINT (-73.99058689590926 40.76824969560814),-73.9905868959,40.7682496956
4/10/2014,NA,Project Find Clinton Senior Center,POINT (-73.99058689590926 40.76824969560814),-73.9905868959,40.7682496956
4/14/2014,Senior Presentation,Project Find Coffee House,POINT (-73.99081940467079 40.75766873332269),-73.9908194047,40.7576687333
4/7/2014,NA,Project Find Senior Center Coffee House,POINT (-73.99081940467079 40.75766873332269),-73.9908194047,40.7576687333
5/29/2014,Safe Streets for Seniors,Project Find Woodstock Senior Center,POINT (-73.98445253856421 40.75586475249076),-73.9844525386,40.7558647525
5/22/2014,Safe Streets for Seniors,Project Find Woodstock Senior Center,POINT (-73.98445253856421 40.75586475249076),-73.9844525386,40.7558647525
6/24/2014,Safe Streets for Seniors,QCH Kew Gardens Senior Center,POINT (-73.83123327773849 40.71353637936809),-73.8312332777,40.7135363794
6/26/2014,Safe Streets for Seniors,QCH Kew Gardens Senior Center,POINT (-73.83123327773849 40.71353637936809),-73.8312332777,40.7135363794
6/17/2014,Safe Streets for Seniors,QCH Kew Gardens Senior Center,POINT (-73.83123327773849 40.71353637936809),-73.8312332777,40.7135363794
3/25/2014,NA,QCH Rego Park Senior Center,POINT (-73.86604217355901 40.73146116674855),-73.8660421736,40.7314611667
3/18/2014,PFL Veteran Troupe,QCH Rego Park Senior Center,POINT (-73.86604217355901 40.73146116674855),-73.8660421736,40.7314611667
3/11/2014,NA,QCH Rego Park Senior Center,POINT (-73.86604217355901 40.73146116674855),-73.8660421736,40.7314611667
3/27/2014,Community Fair,Queens Hospital Center,POINT (-73.80343202160817 40.71724126433691),-73.8034320216,40.7172412643
3/21/2014,Senior Presentation,Remsen Neighborhood Center,POINT (-73.94569541978497 40.643419152017444),-73.9456954198,40.643419152
5/14/2014,Safe Streets for Seniors,Ridgewood Senior Center,POINT (-73.89567945273002 40.70388502082903),-73.8956794527,40.7038850208
5/21/2014,Safe Streets for Seniors,Ridgewood Senior Center,POINT (-73.89699985075487 40.69898405650969),-73.8969998508,40.6989840565
4/17/2014,Senior Presentation,Riverdale Senior Center,POINT (-73.91664263842995 40.878818286179914),-73.9166426384,40.8788182862
1/8/2014,Senior Presentation,Self Help Benjamin Rosenthal-Prince St Senior Center,POINT (-73.8205590268479 40.75241037957062),-73.8205590268,40.7524103796
5/20/2014,Senior Presentation,Senior Citizen League of Flatbush,POINT (-73.9725153788448 40.63491162004417),-73.9725153788,40.63491162
5/28/2014,Senior Presentation,Senior Citizen League of Flatbush (Midwood),POINT (-73.9725153788448 40.63491162004417),-73.9725153788,40.63491162
4/11/2014,Grand Parents Day,Shore Hill Senior Center,POINT (-74.04024280032658 40.62208420850902),-74.0402428003,40.6220842085
6/27/2014,Safe Streets for Seniors,Stanley Isaacs,POINT (-73.94961001868302 40.78481727052055),-73.9496100187,40.7848172705
3/4/2014,Sign Design,Stanley Isaacs NC,POINT (-73.94961001868302 40.78481727052055),-73.9496100187,40.7848172705
3/11/2014,Sign Design,Stanley Isaacs NC,POINT (-73.94961001868302 40.78481727052055),-73.9496100187,40.7848172705
4/15/2014,Community Fair,Stanley Isaacs NC,POINT (-73.94961001868302 40.78481727052055),-73.9496100187,40.7848172705
4/22/2014,Sign Design,Stanley Isaacs NC,POINT (-73.94961001868302 40.78481727052055),-73.9496100187,40.7848172705
3/18/2014,Sign Design,Stanley Isaacs NC,POINT (-73.94961001868302 40.78481727052055),-73.9496100187,40.7848172705
3/25/2014,Sign Design,Stanley Isaacs NH,POINT (-73.94961001868302 40.78481727052055),-73.9496100187,40.7848172705
4/1/2014,Sign Design,Stanley Isaacs Senior Center,POINT (-73.94961001868302 40.78481727052055),-73.9496100187,40.7848172705
4/8/2014,Sign Design,Stanley Isaacs Senior Center,POINT (-73.94961001868302 40.78481727052055),-73.9496100187,40.7848172705
4/9/2014,Grand Parents Day,Sunset Park Senior Center,POINT (-74.00984386616942 40.64910227584044),-74.0098438662,40.6491022758
3/28/2014,Senior Presentation,Swinging Sixty Senior Center,POINT (-73.94545118725975 40.712963365713826),-73.9454511873,40.7129633657
1/23/2014,Senior Presentation,Swinging Sixty Senior Center,POINT (-73.94545118725975 40.712963365713826),-73.9454511873,40.7129633657
4/7/2014,Grand Parents Day,Theodora Jackson Adult Center,POINT (-73.79782582770466 40.704259776285426),-73.7978258277,40.7042597763
4/10/2014,Grand Parents Day,Vandalia Senior Center,POINT (-73.88675829034288 40.649790780639634),-73.8867582903,40.6497907806
6/18/2014,Senior Presentation,Washington Lexington Senior Center,POINT (-73.9483014628837 40.786565086325666),-73.9483014629,40.7865650863
1/7/2014,Senior Presentation,Washington Lexington Senior Center,POINT (-73.9483014628837 40.786565086325666),-73.9483014629,40.7865650863
1/13/2014,Senior Presentation,West Brighton Senior Center,POINT (-74.11752184342951 40.63647701994093),-74.1175218434,40.6364770199
3/21/2014,Senior Presentation,West Side Federation,POINT (-73.96331216790414 40.80113437585108),-73.9633121679,40.8011343759
4/29/2015,Senior Presentation,North Flushing Senior Center,POINT (-73.83150144785202 40.7713409608467),-73.8315014479,40.7713409608
4/9/2015,Grand Parents Day,Kings County Hospital,POINT (-73.94458974470015 40.655753678860485),-73.9445897447,40.6557536789
4/8/2015,Grand Parents Day,Holliswood Senior Center,POINT (-73.76110126440535 40.72271387281535),-73.7611012644,40.7227138728
4/23/2015,Senior Presentation,Queens Public Library Glen Oaks Branch,POINT (-73.74513867224167 40.67705046641793),-73.7451386722,40.6770504664
4/23/2015,Senior Walking Club,CCBQ Northside Senior Center,POINT (-73.95733798766939 40.7166765559654),-73.9573379877,40.716676556
4/22/2015,Senior Presentation,St. James Episcopal Church,POINT (-73.87836680180322 40.739827135362454),-73.8783668018,40.7398271354
4/15/2015,Senior Walking Club,Selfhelp Austin Street Senior Center,POINT (-73.84733364278132 40.722111187564515),-73.8473336428,40.7221111876
4/13/2015,Senior Presentation,CCBQ Hillcrest Senior Center,POINT (-73.7946088165239 40.710062016164215),-73.7946088165,40.7100620162
4/16/2015,Grand Parents Day,Penn South Senior Center,POINT (-73.99717631199945 40.747107282221975),-73.997176312,40.7471072822
4/6/2015,Grand Parents Day,Bellvue,POINT (-73.99717631199945 40.747107282221975),-73.997176312,40.7471072822
4/6/2015,Grand Parents Day,Vandalia Senior Center,POINT (-73.88675829034288 40.649790780639634),-73.8867582903,40.6497907806
4/10/2015,Grand Parents Day,Penn Wortman Senior Center,POINT (-73.88865077350655 40.65595741317326),-73.8886507735,40.6559574132
4/9/2015,Grand Parents Day,Shore Hill Senior Center,POINT (-74.00984386616942 40.64910227584044),-74.0098438662,40.6491022758
4/8/2015,Grand Parents Day,Elmhurst Hospital,POINT (-73.88609583168922 40.744407796600015),-73.8860958317,40.7444077966
4/7/2015,Senior Presentation,Queens Public Library Hollis Branch,POINT (-73.76218998652769 40.71990548459568),-73.7621899865,40.7199054846
4/7/2015,Grand Parents Day,Shore Hill Senior Center,POINT (-74.04024280032658 40.62208420850902),-74.0402428003,40.6220842085
4/6/2015,Grand Parents Day,"ArchCare, Carmel Richmond",POINT (-74.0906823650569 40.59628185582923),-74.0906823651,40.5962818558
4/8/2015,Grand Parents Day,Brookdale Hospital,POINT (-73.91358105504123 40.65525422388929),-73.913581055,40.6552542239
5/22/2015,Senior Presentation,JASA Bay Eden Senior Center,POINT (-73.84220264733734 40.8840020866925),-73.8422026473,40.8840020867
5/20/2015,Senior Presentation,Selfhelp Austin Street Senior Center,POINT (-73.84733364278132 40.722111187564515),-73.8473336428,40.7221111876
5/19/2015,Grand Parents Day,Elmhurst Hospital,POINT (-73.88609583168922 40.744407796600015),-73.8860958317,40.7444077966
5/11/2015,Senior Walking Club,QCH Kew Gardens Senior Center,POINT (-73.83051454121568 40.713685933218954),-73.8305145412,40.7136859332
5/8/2015,Senior Presentation,JASA Sue Ginsburg Senior Center,POINT (-73.85970730657425 40.861202543859264),-73.8597073066,40.8612025439
5/8/2015,Senior Presentation,St. James Episcopal Church,POINT (-73.87836680180322 40.739827135362454),-73.8783668018,40.7398271354
5/4/2015,Senior Presentation,NYPD 19th Precinct,POINT (-73.96391942709283 40.76697910412336),-73.9639194271,40.7669791041
6/26/2015,Senior Presentation,Isabella Ft. George VISTAS NORC,POINT (-73.92781806937067 40.85743365830006),-73.9278180694,40.8574336583
6/24/2015,Senior Walking Club,CCBQ Woodhaven-Richmond Hill Senior Center,POINT (-73.85294486737091 40.69044661969565),-73.8529448674,40.6904466197
6/23/2015,Senior Presentation,JASA Mechler Hall Senior Center,POINT (-73.85186769235207 40.829579178543916),-73.8518676924,40.8295791785
6/22/2015,Senior Presentation,Grand Street Settlement BEST Program,POINT (-73.98026623386083 40.71699841786048),-73.9802662339,40.7169984179
6/22/2015,Senior Presentation,JASA Holliswood Senior Center,POINT (-73.76510517383844 40.72493988323173),-73.7651051738,40.7249398832
6/19/2015,Senior Presentation,CCBQ Northside Senior Center,POINT (-73.95733798766939 40.7166765559654),-73.9573379877,40.716676556
6/15/2015,Senior Presentation,Queens Public Library Broadway Branch,POINT (-73.91877086200897 40.75885089197968),-73.918770862,40.758850892
6/5/2015,Senior Presentation,JASA Senior Alliance Senior Center,POINT (-73.95412548452573 40.57801712445702),-73.9541254845,40.5780171245
7/30/2015,Senior Presentation,CenterLight Healthcare 99 St. Center,POINT (-73.94749228747234 40.78691879036871),-73.9474922875,40.7869187904
7/30/2015,Senior Presentation,JASA Luna Park Senior Center,POINT (-73.97962353359559 40.57733827609055),-73.9796235336,40.5773382761
7/28/2015,Senior Presentation,Grand Street Settlement Senior Center,POINT (-73.98244834408771 40.71831900085077),-73.9824483441,40.7183190009
7/23/2015,Senior Presentation,Centerlight Casa Bushwick,POINT (-73.94039213486744 40.71096816002261),-73.9403921349,40.71096816
7/17/2015,Senior Presentation,Centerlight Casa Boricua Senior Center,POINT (-73.89015572957926 40.834189208588086),-73.8901557296,40.8341892086
7/16/2015,Senior Presentation,Centerlight Allerton,POINT (-73.86857796016828 40.86538767769754),-73.8685779602,40.8653876777
7/2/2015,Senior Presentation,Centerlight Ridgewood,POINT (-73.92084602984373 40.710566622984096),-73.9208460298,40.710566623
7/25/2015,Senior Presentation,CenterLight Healthcare Flushing Center,POINT (-73.82933399133722 40.761972698354356),-73.8293339913,40.7619726984
7/24/2015,Senior Presentation,CenterLight Healthcare,POINT (-73.99863139295185 40.71540539652706),-73.998631393,40.7154053965
7/23/2015,Senior Presentation,CenterLight Healthcare Bushwick Center,POINT (-73.94039213486744 40.71096816002261),-73.9403921349,40.71096816
7/23/2015,Senior Presentation,JASA Roy Reuther Senior Center,POINT (-73.74218571583394 40.59598725349478),-73.7421857158,40.5959872535
7/22/2015,Senior Presentation,VNS Chinatown Community Center,POINT (-73.99871799587702 40.71393694968585),-73.9987179959,40.7139369497
7/9/2015,Senior Presentation,CenterLight Healthcare Rockaway Center,POINT (-73.9211271040886 40.66202553006761),-73.9211271041,40.6620255301
7/9/2015,Senior Walking Club,CCBQ Northside Senior Center,POINT (-73.95733798766939 40.7166765559654),-73.9573379877,40.716676556
7/6/2015,Senior Presentation,Temple Shaaray Tefila Senior Program,POINT (-73.95616410587178 40.773788857659426),-73.9561641059,40.7737888577
8/21/2015,Senior Presentation,Happy House Senior Day Center,POINT (-73.95531744206345 40.59893846158996),-73.9553174421,40.5989384616
8/18/2015,Senior Presentation,CCBQ Seaside Senior Center,POINT (-73.81730763720279 40.587690961457284),-73.8173076372,40.5876909615
8/17/2015,Safe Streets for Seniors,Greenwich House Senior Center on the Square,POINT (-73.9977037550004 40.73177236848667),-73.997703755,40.7317723685
8/13/2015,Senior Presentation,Penn South Senior Programs,POINT (-73.99948966807547 40.74898746732982),-73.9994896681,40.7489874673
8/12/2015,Senior Presentation,Elmhurst Senior Center,POINT (-73.89020703839489 40.74616294075249),-73.8902070384,40.7461629408
9/24/2015,Senior Presentation,Belmont Boulevard Senior Apartments,POINT (-73.88262158015235 40.85235450718216),-73.8826215802,40.8523545072
9/17/2015,Senior Presentation,Queens Library Cambria Heights Branch,POINT (-73.74137886000149 40.69553093059321),-73.74137886,40.6955309306
9/14/2015,Senior Presentation,NYPL Baychester Branch,POINT (-73.82948776196847 40.871111381721676),-73.829487762,40.8711113817
9/10/2015,Senior Presentation,JASA Senior Alliance Senior Center,POINT (-73.95412548452573 40.57801712445702),-73.9541254845,40.5780171245
9/2/2015,Senior Presentation,CPC Open Door Senior Center,POINT (-73.99828498301198 40.71968172665138),-73.998284983,40.7196817267
10/26/2015,Senior Presentation,CCBQ Narrows Senior Center,POINT (-74.00171697925099 40.6279733231833),-74.0017169793,40.6279733232
10/27/2015,Senior Presentation,Alpha Phi Alpha,POINT (-73.73942403545583 40.69651738658394),-73.7394240355,40.6965173866
10/23/2015,Senior Presentation,Antlers Apartments for Seniors,POINT (-73.95703036523808 40.80214775399655),-73.9570303652,40.802147754
10/14/2015,Senior Presentation,Canaan Senior Center,POINT (-73.95213865013663 40.79863532054195),-73.9521386501,40.7986353205
10/8/2015,Senior Presentation,JASA Brighton Beach Senior Center,POINT (-73.9535658586 40.580385664533594),-73.9535658586,40.5803856645
12/30/2015,Senior Presentation,Senior Citizen League of Flatbush,POINT (-73.97105592861449 40.62720938563652),-73.9710559286,40.6272093856
12/31/2015,Senior Presentation,Senior Citizen League of Flatbush Midwood Center,POINT (-73.95574125546781 40.62233250720088),-73.9557412555,40.6223325072
12/9/2015,Senior Presentation,Selfhelp Austin Street Senior Center,POINT (-73.84733364278132 40.722111187564515),-73.8473336428,40.7221111876
12/22/2015,Senior Presentation,QCH Pomonok Senior Center,POINT (-73.81472423107009 40.73502409364324),-73.8147242311,40.7350240936
12/16/2015,Senior Presentation,JASA Williamsburg Senior Center,POINT (-73.94344186790126 40.70886995541606),-73.9434418679,40.7088699554
12/8/2015,Senior Presentation,JASA Throggs Neck Senior Center,POINT (-73.82706006657403 40.821653573959004),-73.8270600666,40.821653574
12/15/2015,Senior Presentation,Homecrest Community Services,POINT (-73.95754153697635 40.60101162743905),-73.957541537,40.6010116274
12/14/2015,Senior Presentation,Homecrest Bensonhurst Senior Center,POINT (-74.00093140362212 40.61227038190346),-74.0009314036,40.6122703819
12/22/2015,Senior Presentation,Hillcrest Senior Center,POINT (-73.7946088165239 40.710062016164215),-73.7946088165,40.7100620162
12/16/2015,Senior Presentation,Grand Street Settlement Senior Housing,POINT (-73.97892949409913 40.723360530714025),-73.9789294941,40.7233605307
12/7/2015,Senior Presentation,CCBS St. Charles Jubilee Center,POINT (-73.99511572916101 40.69577474976028),-73.9951157292,40.6957747498
12/1/2015,Senior Presentation,Rochdale Senior Center,POINT (-73.77063926009225 40.67261366021392),-73.7706392601,40.6726136602
12/3/2015,Senior Presentation,CCNS Pete McGuinness Senior Center,POINT (-73.95275873494684 40.72899873133179),-73.9527587349,40.7289987313
12/2/2015,Senior Presentation,Elmcor Senior Center,POINT (-73.87108807884125 40.76228773879329),-73.8710880788,40.7622877388
1/14/2016,Senior Presentation,TSA Bensonhurst Corps. Senior Center,POINT (-73.99489836979345 40.61443865876306),-73.9948983698,40.6144386588
1/28/2016,Senior Presentation,QCH Rego Park Senior Center,POINT (-73.86604217355901 40.73146116674855),-73.8660421736,40.7314611667
1/26/2016,Senior Presentation,Knickerbocker Village Senior Center,POINT (-73.9948873290437 40.71151870849851),-73.994887329,40.7115187085
1/12/2016,Senior Presentation,CCNS Howard Beach Senior Center,POINT (-73.84115067626364 40.6643637874729),-73.8411506763,40.6643637875
1/26/2016,Senior Presentation,CCNS DellaMonica Steinway Senior Center,POINT (-73.93000918654738 40.76427639171999),-73.9300091865,40.7642763917
1/6/2016,Senior Presentation,CCBQ Glenwood Senior Center,POINT (-73.92155378915773 40.633279697943806),-73.9215537892,40.6332796979
1/19/2016,Senior Presentation,115th Precinct Community Council,POINT (-73.87583484788406 40.75656192207601),-73.8758348479,40.7565619221
8/3/2016,Senior Walking Club,SNAP Senior Center,POINT (-73.73274736577156 40.67438735528937),-73.7327473658,40.6743873553
8/3/2016,Senior Walking Club,CCBQ Northside Senior Center,POINT (-73.95733798766939 40.7166765559654),-73.9573379877,40.716676556
8/16/2016,Community Fair for Older Adults,"Adam Clayton Powell, Jr. State Office Bldg.",POINT (-73.94752211461284 40.80863509113698),-73.9475221146,40.8086350911
8/9/2016,Senior VZ Workshop,QCH Pomonok Senior Center,POINT (-73.81472423107009 40.73502409364324),-73.8147242311,40.7350240936
8/10/2016,,Queens Library,POINT (-73.77099273502277 40.67255946876208),-73.770992735,40.6725594688
8/16/2016,Senior VZ Workshop,East Harlem Neighborhood Center,POINT (-73.93903586490396 40.80169499532642),-73.9390358649,40.8016949953
8/25/2016,Senior VZ Workshop,American Adult Day Care Center,POINT (-73.8330491544164 40.75450693662898),-73.8330491544,40.7545069366
8/25/2016,Senior VZ Workshop,JASA Club 76,POINT (-73.97773795255533 40.78033300803249),-73.9777379526,40.780333008
8/24/2016,Senior VZ Workshop,Beatrice Jewish Senior Center,POINT (-73.93526589967716 40.80445962302857),-73.9352658997,40.804459623
9/26/2016,Senior Presentation,University Settlement Village View Senior Program,POINT (-73.98545920633396 40.724519828641306),-73.9854592063,40.7245198286
9/21/2016,Senior Presentation,JASA Scheuer House of CI Senior Center,POINT (-74.0015859865696 40.57313503490077),-74.0015859866,40.5731350349
9/21/2016,Senior Walking Club,CCBQ Northside Senior Center,POINT (-73.95733798766939 40.7166765559654),-73.9573379877,40.716676556
9/20/2016,Senior Presentation,Jamaica Service Program for Older Adults,POINT (-73.79529370689816 40.70785644045237),-73.7952937069,40.7078564405
9/16/2016,Senior Presentation,Newtown Senior Center,POINT (-73.87968508793682 40.73719630109486),-73.8796850879,40.7371963011
9/28/2016,Senior Presentation,Diana H. Jones Innovative Senior Center,POINT (-73.93567373436674 40.70015399222551),-73.9356737344,40.7001539922
10/26/2016,Senior Presentation,SNAP Senior Center,POINT (-73.7340199090555 40.737676608399234),-73.7340199091,40.7376766084
10/25/2016,Senior Presentation,Rochdale Senior Center,POINT (-73.77063926009225 40.67261366021392),-73.7706392601,40.6726136602
10/26/2016,Senior Presentation,Queens LibraryRichmond Hill Branch,POINT (-73.83210837920483 40.70101292853596),-73.8321083792,40.7010129285
10/19/2016,Senior Presentation,Queens Library Bay Terrace Library,POINT (-73.77701118813513 40.78309470816223),-73.7770111881,40.7830947082
10/13/2016,Senior Presentation,Allen Senior Center,POINT (-73.78314594373431 40.69004531323087),-73.7831459437,40.6900453132
10/6/2016,Senior Presentation,Alpha Phi Alpha Senior Center,POINT (-73.74000297341111 40.6950969000557),-73.7400029734,40.6950969001
10/3/2016,Senior Presentation,DFTA Foster Grandparent Program,POINT (-73.80343202160817 40.71724126433691),-73.8034320216,40.7172412643
12/16/2014,Senior Presentation,Good Companion Senior Center,POINT (-73.98323604055372 40.713257780605424),-73.9832360406,40.7132577806
12/3/2014,Senior Presentation,CenterLight Day Health Center,POINT (-73.89786141844917 40.69686586243914),-73.8978614184,40.6968658624
8/26/2014,Senior Presentation,ABSW Neighborhood Senior Center,POINT (-73.96611845444505 40.80149479420279),-73.9661184544,40.8014947942
7/14/2014,Senior Presentation,NYPL Francis Martin Branch,POINT (-73.90965282792861 40.85737420256325),-73.9096528279,40.8573742026
7/14/2014,Senior Presentation,JASA Mechier Hall Senior Center,POINT (-73.85186769235207 40.829579178543916),-73.8518676924,40.8295791785
4/8/2014,GrandParents Day,Kings County Hospital,POINT (-73.94459696876068 40.65573446890733),-73.9445969688,40.6557344689
4/7/2014,GrandParents Day,Woodhull Hospital,POINT (-73.91158227208727 40.65415479201905),-73.9115822721,40.654154792
1/8/2014,Senior Presentation,Selfhelp Benjamin Rosenthal-Prince St Senior Center,POINT (-73.82032979518172 40.75175677152509),-73.8203297952,40.7517567715
8/8/2014,Senior Presentation,Arista Apartments for Seniors,POINT (-73.91828774460708 40.84959391918334),-73.9182877446,40.8495939192
11/29/2016,Senior Presentation,Teresa Moore Neighborhood Senior Center,POINT (-73.86451262420753 40.6691997858277),-73.8645126242,40.6691997858
11/23/2016,Senior Presentation,Brooks Senior Center,POINT (-73.80355264493892 40.68855586135466),-73.8035526449,40.6885558614
11/16/2016,Senior Presentation,Good Old Lower East Side (GOLES) Senior Program,POINT (-73.98348576257442 40.724475646475085),-73.9834857626,40.7244756465
11/16/2016,Senior Presentation,Bellevue Hospital Geriatric Clinic,POINT (-73.97686039366236 40.7391644299589),-73.9768603937,40.73916443
11/14/2016,Senior Presentation,Mill Basin Senior Center,POINT (-73.91022422563749 40.618855766911786),-73.9102242256,40.6188557669
11/10/2016,Senior Presentation,Philip Howard NORC Program,POINT (-73.94475516248711 40.63008727376921),-73.9447551625,40.6300872738
11/10/2016,Senior Presentation,CCBQ Narrows Senior Center,POINT (-74.00171697925099 40.6279733231833),-74.0017169793,40.6279733232
11/9/2016,Senior Presentation,Hudson Guild NORC,POINT (-74.00181393540647 40.74918782128365),-74.0018139354,40.7491878213
11/7/2016,Senior Presentation,Holliswood Senior Center,POINT (-73.76510517383844 40.72493988323173),-73.7651051738,40.7249398832
