Status,Solicitation Type,Solicitation Number,Solicitation Title,Issuance Date,Closing Date,Cancelled or Postponed,Construction Solicitation,LSBRP,Buyer Name,Issuing Department,Department Contact,Bid Tabulation
Closed,IFB,1082062,Time and Material Machine Shop Services,12/18/2017,,Cancelled or Indefinitely Postponed,N,Y,"Karakaya, Penny Perrus",Department of General Services,Keith Powers,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1082062
Closed,IFB,1071140,Time and Material Plumbing,01/24/2017,03/13/2017,,N,Y,"Karakaya, Penny Perrus",Department of General Services,Kevin Ford,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1071140
Closed,IFB,1090023,Concrete Repairs and Restoration in Montgomery County Parking Facilities,12/14/2018,01/31/2019,,N,N,"Harris, Eric",Department of Transportation,Chabiram Deoraj,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1090023
Closed,IFB,1064925,"McKendree I & II Courtyard Drainage Design, Landscape and Lighting",05/03/2016,06/08/2016,,Y,N,"Collins, Todd",Department of Housing & Community Affair,Cynthia Butler,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1064925
Closed,IFB,1103527,Uniform Apparel,11/18/2019,12/20/2019,,N,Y,"Karakaya, Penny Perrus",Fire & Rescue Services,Leslie Maxam,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1103527
Closed,IFB,1036139,Seasonal Labor,07/28/2014,,Cancelled or Indefinitely Postponed,N,Y,"Selvage, Deitric (Inactive Buyer)",Department of Transportation,Jeffrey Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1036139
Closed,IFB,1064187,Replacement of Bridge No. M-0021 Piney Meetinghouse Road over Watts Branch,02/09/2017,03/17/2017,,Y,N,"Norris, Robert",Department of Transportation,Girum Awoke,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1064187
Closed,IFB,1060920,"Hot Mix Asphalt, Bituminous Concrete - Plant Pick Up",02/08/2016,03/09/2016,,N,N,"Fornatora, Sarah",Department of Transportation,Jeffrey Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1060920
Closed,IFB,1081315,Closed Captioning Services for Montgomery County Government Access Channel,03/12/2018,04/16/2018,,N,N,"Kapust, Suzanne",Department of Technology Services,Donna Keating,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1081315
Closed,IFB,1109138,Printing Supplies,01/06/2020,,Cancelled or Indefinitely Postponed,N,Y,"McRae, Sarah",Department of General Services,Richard Taylor,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1109138
Closed,IFB,1061038,"Purchase of Stone, Rip Rap, and Backfill Materials",04/28/2016,06/01/2016,,N,N,"Fornatora, Sarah",Department of Transportation,Jeffrey Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1061038
Closed,IFB,1073026,Furnish Moisture-proof Glass Beads for Reflectorized Highway Pavement Markings,02/14/2017,03/20/2017,,N,N,"Fornatora, Sarah",Department of Transportation,Yazdan Sanayi,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1073026
Closed,IFB,1096790,Multi-Agency Janitorial and Cleaning Supplies,02/01/2019,04/02/2019,,N,N,"Karakaya, Penny Perrus",Department of Correction & Rehabilitation,Rita Ellis,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1096790
Closed,IFB,1100567,"Hot Mix Asphalt, Bituminous Concrete Plant Pick-Up",04/24/2019,05/28/2019,,N,N,"Vasileva, Renata",Department of Transportation,Melissa Garner,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1100567
Closed,IFB,1070926,Full Service and Pooled Preventive Maintenance of Binding Equipment,12/02/2016,01/05/2017,,N,N,"Mixon, Sparkle (Inactive Buyer)",Department of General Services,Richard Taylor,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1070926
Closed,IFB,1104599,"Awards, Trophies, Ribbons, Plaques and Engraving",10/21/2019,11/22/2019,,N,Y,"Yaeger, Segyung",Department of Recreation,Allison Cohen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1104599
Closed,IFB,1085567,Seminary Road Intersection Improvement,06/21/2019,08/06/2019,,Y,N,"Norris, Robert",Department of Transportation,Dewa Salihi,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1085567
Closed,IFB,1039361,Landscape Maintenance of Vegetated Stormwater Facilities - Right-of-Way and Government Facilities,04/24/2014,05/30/2014,,N,Y,"Norris, Robert",Department of Environmental Protection,DEP Procurements,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1039361
Closed,Informal,1111286,Auctioneer Services,11/18/2019,11/26/2019,,N,N,--,Police,Kathleen Mclaughlin,
Closed,IFB,1051499,Premixed Concrete Delivered,04/14/2015,05/14/2015,,N,N,"DeLuca, Karen",Department of Transportation,Jeff Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1051499
Closed,IFB,1069259,Lock and Door Hardware,12/20/2016,04/24/2017,,N,N,"Karakaya, Penny Perrus",Department of General Services,Daniel Moxley,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1069259
Closed,IFB,1092613,Dry Chemicals for Swimming Pools,09/07/2018,10/11/2018,,N,N,"Chen, Jing",Department of Recreation,Allison Cohen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1092613
Closed,IFB,1038386,Big Belly Solar Powered Duo Trash/Recycling Compactors and CLEAN Software,03/13/2014,03/27/2014,,N,Y,"Norris, Robert",Department of General Services,Peter McGinnity,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1038386
Closed,IFB,1080690,Blank and finished traffic sign panels,09/19/2017,10/19/2017,,N,N,"Fornatora, Sarah",Department of Transportation,Yazdan Sanayi,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1080690
Closed,IFB,1051174,"Carpet, Carpet Tile and Other Floor Coverings, Installation and Repair Services",05/11/2016,08/02/2016,,N,Y,"DeLuca, Karen",Department of General Services,Michael Harkness,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1051174
Closed,IFB,1069508,Specialty Paper,09/16/2016,10/20/2016,,N,N,"Elliott, Darleen (Inactive Buyer)",Department of General Services,Richard Taylor,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1069508
Closed,IFB,1047433,"Automotive Motor Oils, Lubricants, Greases and Related Items",12/03/2014,01/05/2015,,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Keith Powers,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1047433
Closed,IFB,1069370,Snow Removal at County Parking Facilities,09/21/2016,10/20/2016,,N,Y,"Fornatora, Sarah",Department of Transportation,Charles Menter,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1069370
Closed,IFB,1070056,Environmentally and Pet Friendly Ice Melt Materials,10/07/2016,10/24/2016,,N,N,"Fornatora, Sarah",Department of Transportation,Melissa Garner,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1070056
Closed,Informal,1109425,Customer Satisfaction Survey Creation and Data Management,10/11/2019,10/25/2019,,N,N,--,Fire & Rescue Services,Alyce Leach,
Closed,IFB,1035475,"Shop Equipment, Tools & Replacement Parts & Repair Service",02/03/2015,03/10/2015,,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Keith Stickley,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1035475
Closed,IFB,1053024,Hillandale Fire Station #12 Roof Replacement,06/11/2015,07/14/2015,,Y,N,"Collins, Todd",Department of General Services,Rouben Ghazarian,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1053024
Closed,IFB,1032162,Tree Planting Services,12/19/2013,01/21/2014,,N,Y,"Walker, Peter (Inactive Buyer)",Department of Transportation,Jeffrey Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1032162
Closed,IFB,1033503,"Window Cleaning Services for Areas I, II and III",08/23/2013,09/24/2013,,N,Y,"Karakaya, Penny Perrus",Department of Transportation,Yonas Demo,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1033503
Closed,IFB,1100532,Grey Courthouse,06/03/2019,07/12/2019,,Y,N,"Norris, Robert",Department of General Services,David Heltemes,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1100532
Closed,IFB,1047665,"Fitness Equipment Inspection, Maintenance and Repair Services",12/02/2014,01/21/2015,,N,N,"DeLuca, Karen",Department of Recreation,William Kaarid,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1047665
Closed,IFB,1039566,Playback Automation and Traffic System,05/15/2014,06/04/2014,,N,N,"Song, Nola",Department of Technology Services,Richard Turner,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1039566
Closed,IFB,1109564,Bethesda Parking ID Signs Renovation,01/08/2020,02/10/2020,,N,N,"Vasileva, Renata",Department of Transportation,Benjamin Morgan,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1109564
Closed,IFB,1059670,"Alignment, Kingpin, Suspension and Driveshaft Service and Parts",08/15/2016,09/19/2016,,N,N,"Kapust, Suzanne",Department of General Services,Keith Stickley,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1059670
Closed,IFB,1110661,"Fire Department Tools, Equipment, Hoses and Appliances",12/02/2019,01/07/2020,,N,N,"DeLuca, Karen",Fire & Rescue Services,Shereen Blanton,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1110661
Closed,IFB,1057617,Residential Landscape and Solid Waste Removal Services for the Clean and Lien Program,10/02/2015,11/09/2015,,N,Y,"Greve, Michael",Department of Housing & Community Affair,Robert Fischer,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1057617
Closed,IFB,1036927,Spall Repair and Restoration in Montgomery County Parking Facilities,08/11/2016,,Cancelled or Indefinitely Postponed,N,N,"Fornatora, Sarah",Department of Transportation,Tim O'Gwin,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1036927
Closed,RFP,1100765,Transportation Management Consulting Services,12/31/2019,01/31/2020,,N,N,"Harris, Eric",Department of Transportation,Gervais Mbunkeu,
Closed,IFB,1103332,Underground Stormwater Facility Maintenance and Repair Services,08/27/2019,09/25/2019,,N,N,"Norris, Robert",Department of Environmental Protection,DEP Procurements,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1103332
Closed,IFB,1051196,Window and Glass Surface Cleaning Services on an As Needed Basis for County Facilities,03/17/2015,04/27/2015,,N,Y,"Karakaya, Penny Perrus",Department of General Services,Leslie Clark,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1051196
Closed,IFB,1034615,Athletic Equipment,10/29/2013,,Cancelled or Indefinitely Postponed,N,N,"DeLuca, Karen",Fire & Rescue Services,Robert Ford,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1034615
Closed,IFB,1074471,Trailers,11/29/2017,01/03/2018,,N,N,"Kapust, Suzanne",Department of General Services,Kathleen Hynes,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1074471
Closed,IFB,1070707,Bottled Water and Dispensers,11/10/2016,12/12/2016,,N,Y,"McRae, Sarah",Fire & Rescue Services,Andres Olaciregui,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1070707
Closed,IFB,1032986,"Playground Equipment and Surfaces Inspection, Preventive Maintenance, and Repair and Replacement Services",07/18/2013,08/20/2013,,N,N,"DeLuca, Karen",Department of Recreation,William Kaarid,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1032986
Closed,IFB,1094953,Blank and Finished Traffic Sign Panels,11/26/2018,01/07/2019,,N,N,"Vasileva, Renata",Department of Transportation,Yazdan Sanayi,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1094953
Closed,RFP,1113406,Visually Impaired and Braille Translation Services,02/27/2020,04/30/2020,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Michele Kirkpatrick,
Closed,IFB,1097622,Time and Material Fencing,03/25/2019,04/26/2019,,N,Y,"Karakaya, Penny Perrus",Department of General Services,Danilo Chamorro,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1097622
Closed,IFB,1049843,Furnishing and Installing Pavement Markings,03/02/2015,04/07/2015,,N,N,"DeLuca, Karen",Department of Transportation,Dan Sanayi,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1049843
Closed,IFB,1029112,Printing of Parking Ticket Books & Parking Garage Tickets,10/30/2013,12/03/2013,,N,N,"Thomas, Michael",Department of General Services,Richard Taylor,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1029112
Closed,IFB,1095880,Furnish Turfgrass Sod,11/05/2018,12/05/2018,,N,N,"Fornatora, Sarah",Department of Transportation,Melissa Garner,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1095880
Closed,IFB,1029866,Time and Material Fencing Services,08/15/2013,09/19/2013,,N,Y,"Karakaya, Penny Perrus",Department of General Services,Tom Lyons,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1029866
Closed,IFB,1035987,Snow Removal Equipment Replacement Parts and Service,03/02/2016,04/01/2016,,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Joanne Nightingale,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1035987
Closed,IFB,1029030,Heavy Duty Brake Reline Program and Brake System Replacement Parts,09/29/2015,10/30/2015,,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Keith Stickley,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1029030
Closed,IFB,1100342,Furnishing Parking Signs,04/04/2019,05/08/2019,,N,N,"Vasileva, Renata",Department of Transportation,Benjamin Morgan,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1100342
Closed,IFB,1106744,Upper County Community Center Roof Replacement,10/09/2019,11/07/2019,,Y,N,"Norris, Robert",Department of General Services,Leo Perez,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1106744
Closed,IFB,1051452,Disposable Medical Supplies and Durable Medical Equipment,06/25/2015,08/10/2015,,N,N,"Vasileva, Renata",Department of Health & Human Svcs,Karen Ellis,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1051452
Closed,IFB,1049428,Glenmont Fire Station No. 18,12/30/2014,02/19/2015,,Y,N,"Collins, Todd",Department of General Services,Charles Edwards,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1049428
Closed,Informal,1113538,Micro Transit Shared Ride �Flex� Software,01/21/2020,02/10/2020,,N,N,--,Department of Transportation,Starr Christian Montout,
Closed,Informal,1111330,International Code Council Code Books,11/26/2019,12/04/2019,,N,N,--,Department of Permitting Services,Usha Danthi,
Closed,IFB,1081792,Brush & Tree Chippers,11/03/2017,12/05/2017,,N,N,"Kapust, Suzanne",Department of General Services,Kathleen Hynes,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1081792
Closed,IFB,1069231,Pool Accessories,10/11/2016,11/16/2016,,N,N,"DeLuca, Karen",Department of Recreation,Melanie Sasse,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1069231
Closed,IFB,1060796,"Renovation of Bridge No. MPK-18Q, Agriculture Farm Road over Rock Creek",03/11/2016,04/11/2016,,Y,N,"Norris, Robert",Department of Transportation,James Lutz,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1060796
Closed,IFB,1061984,Fleet and Shop Equipment Replacement Parts and Repair Service,06/24/2016,07/25/2016,,N,N,"Kapust, Suzanne",Department of General Services,Joanne Nightingale,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1061984
Closed,IFB,1080688,Medical Grade Oxygen,11/07/2017,12/14/2017,,N,N,"DeLuca, Karen",Fire & Rescue Services,Roseyann Spence,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1080688
Closed,IFB,1064643,Landscaping and Grounds Maintenance Services,02/08/2017,03/21/2017,,N,Y,"Fornatora, Sarah",Department of General Services,Isami Ayala-Collazo,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1064643
Closed,IFB,1057112,"Heavy Equipment Body Repair, Refurbish and Fabrication",04/04/2016,05/05/2016,,N,N,"Kapust, Suzanne",Department of General Services,Shann Fanwar,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1057112
Closed,IFB,1061875,Removal and Replacement of Concrete Curb and Sidewalk in Business District County Wide,04/12/2016,05/19/2016,,N,Y,"DeLuca, Karen",Department of Transportation,Jeffrey Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1061875
Closed,IFB,1032446,"Trophies, Awards, Plaques, Ribbons, and Engraving",09/10/2013,10/10/2013,,N,Y,"DeLuca, Karen",Department of Recreation,Allison Cohen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1032446
Closed,IFB,1073645,Parking Lot Districts Service Facility,07/13/2017,09/12/2017,,Y,Y,"Collins, Todd",Department of Transportation,Tim O'Gwin,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1073645
Closed,IFB,1094957,Traffic Sign Posts,11/05/2018,12/20/2018,,N,N,"Fornatora, Sarah",Department of Transportation,Yazdan Sanayi,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1094957
Closed,IFB,1110446,Bottled Water and Dispensers,01/02/2020,01/31/2020,,N,Y,"McRae, Sarah",Fire & Rescue Services,Andres Olaciregui,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1110446
Closed,IFB,1051404,"Towing, Transport and Recovery of Fixed Route Transit Buses, Heavy Duty Trucks and Construction Equipment",04/06/2017,05/31/2017,,N,N,"Chen, Jing",Department of General Services,Jason White,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1051404
Closed,IFB,1080202,Construction Original Equipment Manufacturer Replacement Parts and Repair Service,09/01/2017,10/13/2017,,N,N,"Kapust, Suzanne",Department of General Services,Aubrey Bentham,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1080202
Closed,IFB,1074381,Leaf Collection Machines,02/02/2018,03/06/2018,,N,N,"Kapust, Suzanne",Department of General Services,Kathleen Hynes,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1074381
Closed,IFB,1082271,FY18-19 Public Safety Pursuit-Tested Sedans and Utility Vehicles,02/20/2018,,Cancelled or Indefinitely Postponed,N,N,"Kapust, Suzanne",Department of General Services,Kathleen Hynes,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1082271
Closed,IFB,1029215,"Roof Replacement for Bethesda Depot, Buildings A & C",06/18/2013,07/23/2013,,Y,N,"Collins, Todd",Department of General Services,Yousry Juakiem,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1029215
Closed,IFB,1059974,Furnishing of Blank and Finished Aluminum Bus Stop Signs,01/11/2016,02/22/2016,,N,N,"Fornatora, Sarah",Department of Transportation,Howard Benn,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1059974
Closed,Informal,1108057,Temporary Warehouse Staffing Services,10/02/2019,10/23/2019,,N,Y,--,Board of Elections,Alysoun McLaughlin,
Active,RFP,1112638,Vegetated Roof (Green) Maintenance,03/11/2020,,Cancelled or Indefinitely Postponed,N,N,"Norris, Robert",Department of Environmental Protection,DEP Procurements,
Closed,IFB,1047510,"Inspection, Repair, Maintenance and Installation of Electronic Security System",02/19/2016,03/21/2016,,N,Y,"Harris, Eric",Police,Michael Gordy,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1047510
Closed,IFB,1080078,Rental of Construction Equipment,08/25/2017,09/26/2017,,N,N,"Fornatora, Sarah",Department of Transportation,Melissa Garner,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1080078
Closed,IFB,1098719,Online Bidding for Cooperative Purchase of Unleaded Gasoline and E85 (Reverse Auction),01/22/2019,02/25/2019,,N,N,"Kapust, Suzanne",Department of General Services,Brad Weatherly,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1098719
Closed,IFB,1028614,Hand and Power Tools and Equipment,07/26/2013,08/12/2013,,N,N,"Schuler, Peter (Inactive Buyer)",Fire & Rescue Services,Steve Lamphier,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1028614
Closed,IFB,1038553,Traffic Sign Posts,08/08/2014,08/26/2014,,N,N,"Selvage, Deitric (Inactive Buyer)",Department of Transportation,Dan Sanayi,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1038553
Closed,IFB,1074266,Brush and Tree Chippers,07/17/2017,,Cancelled or Indefinitely Postponed,N,N,"Kapust, Suzanne",Department of General Services,Kathleen Hynes,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1074266
Closed,IFB,1029268,Vending Machine Services,10/14/2015,,Cancelled or Indefinitely Postponed,N,N,"Elliott, Darleen (Inactive Buyer)",Department of General Services,Richard Taylor,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1029268
Closed,IFB,1087066,Bridge Preservation County Wide IX,04/19/2018,05/22/2018,,Y,N,"Norris, Robert",Department of Transportation,Bhavin Desai,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1087066
Closed,IFB,1052773,Snouffer School Road South Project,05/09/2016,06/08/2016,,Y,N,"Norris, Robert",Department of Transportation,James Lutz,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1052773
Closed,IFB,1062269,Farebox Revenue Collection Services,05/04/2016,06/14/2016,,N,Y,"Harris, Eric",Department of Transportation,Ken Sloate,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1062269
Closed,IFB,1061173,Vending Machine Services,12/18/2015,01/19/2016,,N,N,"Elliott, Darleen (Inactive Buyer)",Department of General Services,Richard Taylor,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1061173
Closed,IFB,1071754,Furnishing and Installation of Street Name and Traffic Sign Assemblies,12/21/2016,01/10/2017,,N,N,"Fornatora, Sarah",Department of Transportation,Yazdan Sanayi,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1071754
Closed,IFB,1097312,Uniform Apparel Imprinting and Embroidery Services,02/28/2019,04/02/2019,,N,Y,"Karakaya, Penny Perrus",Fire & Rescue Services,Leslie Maxam,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1097312
Closed,IFB,1039401,Time and Material Carpentry and Painting Services,05/27/2014,,Cancelled or Indefinitely Postponed,N,Y,"Karakaya, Penny Perrus",Department of General Services,Tom Lyons,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1039401
Closed,IFB,1085929,Used Vehicles,04/30/2019,06/05/2019,,N,N,"Kapust, Suzanne",Department of General Services,Kathleen Hynes,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1085929
Closed,IFB,1007167,Long Branch Walkway and Pedestrian Bridge,05/20/2013,06/18/2013,,Y,N,"Collins, Todd",Department of Housing & Community Affair,Rogers Stanley,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1007167
Closed,IFB,1065823,Automotive Hydraulic Hoses and Fittings,01/13/2017,02/13/2017,,N,N,"Kapust, Suzanne",Department of General Services,Aubrey Bentham,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1065823
Closed,IFB,1026615,"Medical and Dental Equipment Purchase, Maintenance, Repairs, Inspections and Related Services",10/25/2013,01/06/2014,,N,N,"Karakaya, Penny Perrus",Department of Health & Human Svcs,Beth McKinney,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1026615
Closed,IFB,1092611,Swimming Pool Parts and Equipment,03/11/2019,04/10/2019,,N,N,"DeLuca, Karen",Department of Recreation,Melanie Sasse,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1092611
Closed,IFB,1051215,Parking Garage Sweeping and Miscellaneous Cleaning Services,04/21/2015,05/21/2015,,N,Y,"Norris, Robert",Department of Transportation,Heriberto Bello,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1051215
Closed,IFB,1058661,Statue Relocation,02/28/2017,04/04/2017,,N,N,"Norris, Robert",Department of General Services,Randall Hawkins,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1058661
Closed,IFB,1047432,Automotive and Vocational Parts for Fire and EMS Vehicles (Class 4-8 Trucks),11/19/2014,,Cancelled or Indefinitely Postponed,N,N,"Schuler, Peter (Inactive Buyer)",Fire & Rescue Services,Steve Lamphier,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1047432
