the_geom,OBJECTID,SSTYPE,SSSTAT,PROJID
"MULTILINESTRING ((-90.058579124124 29.961463382818, -90.05851706635 29.961534277694, -90.058116418667 29.961977913671, -90.058081641614 29.962015955703))",594899,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.067633837006 29.968804779815, -90.067688547474 29.968842739313, -90.067846938886 29.96895007214, -90.068170424632 29.96917370264, -90.06831925013 29.969276587815, -90.068331287251 29.969284909141, -90.068399715332 29.969332213763))",594460,Sewer Line Repair (SSERP),Complete,DPW369
"MULTILINESTRING ((-90.089958725431 29.944963908155, -90.090097033737 29.944867169047, -90.090445240675 29.94463885894, -90.090516170062 29.944590368376, -90.090572669165 29.944555274791))",594488,Sewer Line Repair (SSERP),Complete,DPW178
"MULTILINESTRING ((-90.017205974979 29.9601891162, -90.017178540736 29.960267747436, -90.017125925926 29.960441502563, -90.016950585235 29.960989514706, -90.016826198017 29.961378272754))",595611,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",Complete,DPW075
"MULTILINESTRING ((-89.950395178317 30.026495071648, -89.95046148106 30.02711296234, -89.950525063735 30.027767958249, -89.950588165907 30.028363898024))",587733,Sewer Line Repair (SSERP),Complete,RR144
"MULTILINESTRING ((-90.07948935171 30.011204172227, -90.077601740644 30.011317151163, -90.076713398461 30.01137102526))",590841,Sewer Line Repair (SSERP),Complete,DPW055
"MULTILINESTRING ((-90.002626376617 29.970501946775, -90.002154709887 29.971485037756))",593462,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR107
"MULTILINESTRING ((-89.927331402793 30.029920687879, -89.927391709602 30.03012527288, -89.927457000937 30.030328696833, -89.927471000936 30.030370252314, -89.927586879191 30.030665960468, -89.927614091884 30.030718592053, -89.927648031436 30.030782344211, -89.927764505354 30.031019701232))",589063,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.114766679312 29.99007998497, -90.114769096258 29.990080162575, -90.115246622013 29.990119930513, -90.115249098865 29.990120136471, -90.115254938434 29.99012062276, -90.115663623486 29.990153024077, -90.115763432296 29.990160936918))",590232,Sewer Line Repair (SSERP),Complete,RR132
"MULTILINESTRING ((-90.054715304255 29.987005866154, -90.054638262517 29.987011791467, -90.053704593956 29.987072714493))",592804,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR177
"MULTILINESTRING ((-90.094356226822 29.97016885487, -90.094427463623 29.970217241466, -90.095079232614 29.970654812681, -90.095226412768 29.970753622145))",591349,Sewer Line Repair (ESSA),Planned,
"MULTILINESTRING ((-89.980436032959 30.018479970583, -89.980508356115 30.01920028786, -89.980740577948 30.021461522455, -89.98078813036 30.021924553003, -89.980796442182 30.022017819429))",587800,Sewer Line Repair (SSERP),Complete,RR152
"MULTILINESTRING ((-90.119750706867 29.934702203112, -90.120345113484 29.934950011207, -90.1205447233 29.935029233505))",593210,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-89.98044467558 30.025773861597, -89.980488221159 30.025832199441, -89.98057645149 30.02593637463, -89.980683676861 30.026057667231, -89.980804885713 30.026203078898, -89.980876455163 30.026294524828, -89.98103274297 30.026522121349, -89.981143993058 30.026684129942, -89.981169702544 30.026725347784, -89.981539537361 30.027350707539, -89.981681900655 30.027591430277, -89.981765721937 30.027736303042, -89.981873517721 30.027925916036))",587891,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.114433132236 29.922933826862, -90.11441760777 29.922996466355, -90.114230284385 29.923691171929, -90.114212395762 29.923761896033))",593041,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,SELA22
"MULTILINESTRING ((-90.06579715374 29.942286095097, -90.065888212346 29.942307629824, -90.066483269329 29.942448352491, -90.06659190313 29.942472339559, -90.067373078431 29.942648034121, -90.067375225148 29.942648516602, -90.067497654929 29.942676052352))",594728,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.028141972917 29.97607154348, -90.027306033992 29.975882795966, -90.027294752626 29.975879404433, -90.027284221267 29.975874514486, -90.02727470092 29.975868247867, -90.027266426701 29.975860758445, -90.027259604392 29.97585223236))",595393,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.112709894056 29.973495226687, -90.112957692229 29.973705196336, -90.113049875131 29.97377960653, -90.113512647002 29.974153511493))",589239,Sewer Line Replacement (ESSA),Planned,RR014
"MULTILINESTRING ((-90.045812128309 30.00273139049, -90.045841032571 30.002787981928, -90.045864984919 30.002846298649, -90.045883849018 30.002906014604, -90.045897518611 30.00296679207, -90.045930242513 30.003359406183, -90.045940931698 30.003487659945, -90.045941561147 30.003498079606, -90.045957860952 30.003767628434, -90.045961430516 30.003836403772))",592609,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR060
"MULTILINESTRING ((-90.071560843106 29.988031659507, -90.071481009736 29.988035352969, -90.070476468644 29.988099815224, -90.070398627134 29.988096970652))",591592,Sewer Line Repair (SSERP),Complete,RR003
"MULTILINESTRING ((-90.068479273863 30.014112287784, -90.068494576336 30.014322368866, -90.068594425377 30.015561897733, -90.068607771257 30.015695442616, -90.068640508034 30.016171081788))",592284,Sewer Line Repair (SSERP),Complete,RR159
"MULTILINESTRING ((-90.033570439105 29.971750877497, -90.033486074372 29.971732993042, -90.032603788388 29.97153214255))",593769,Sewer Line Repair (SSERP),Complete,RR166
"MULTILINESTRING ((-90.038227002345 29.968363901262, -90.03822675949 29.968363845544, -90.038139272969 29.968346255577, -90.037549465728 29.968211893486, -90.037483881531 29.968194519439))",593795,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR169
"MULTILINESTRING ((-90.12828415152 29.948779991649, -90.127793716338 29.949243694497, -90.127529374209 29.949487236621))",589380,Sewer Line Repair (SSERP),Planned,DPW024
"MULTILINESTRING ((-90.11674080295 30.018371165036, -90.116812644531 30.018374607635, -90.11722523323 30.018399177155, -90.117668268238 30.018429926972))",589969,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR195
"MULTILINESTRING ((-90.056053447717 29.996366936514, -90.055958311256 29.996410742993, -90.055351124617 29.996713846879, -90.055251742112 29.996760151296))",592354,Sewer Line Repair (SSERP),Complete,RR203
"MULTILINESTRING ((-90.036811341327 30.023051813251, -90.035812713237 30.023258088439, -90.035805492929 30.023259046706, -90.035798189599 30.023258971219, -90.035790998195 30.023257863723, -90.035784108254 30.023255753189, -90.035777705322 30.023252695654))",592808,Water Line Replacement (SWB),Planned,RR140
"MULTILINESTRING ((-90.101724442956 29.924338714976, -90.101732093147 29.924410060075, -90.101765491058 29.924732770718, -90.101794233276 29.925036112955))",593017,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,SELA23A
"MULTILINESTRING ((-90.07968246005 29.99873632534, -90.079683184773 29.998745121783, -90.079758885379 29.999752167665))",588318,Water Line Replacement (FEMA),Planned,RR165
"MULTILINESTRING ((-90.117412690749 29.950694864306, -90.117508946257 29.950747561387, -90.117892167239 29.950979612754, -90.118066764019 29.951085364623, -90.118164044262 29.951147922931))",590705,Sewer Line Repair (SSERP),Planned,RR001
"MULTILINESTRING ((-90.05155743236 30.017358161078, -90.051564054091 30.017443009986, -90.051637724212 30.0183870058, -90.051638757642 30.01840025587))",595296,Sewer Line Replacement (ESSA),Complete,
"MULTILINESTRING ((-90.066628278641 29.937243578502, -90.066592193643 29.937150491774, -90.06655581171 29.937056636925, -90.066548127206 29.937036813062, -90.066485216996 29.936618088386, -90.06645008009 29.936269733599, -90.066407873897 29.935970738452, -90.066348340081 29.935767396067))",595353,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.104217252201 29.935167928818, -90.104222627409 29.935241607092, -90.10422420764 29.935263262775, -90.104230465797 29.935322872668, -90.104266330391 29.935664519483, -90.104282122795 29.935814966329, -90.104306318884 29.936045453423, -90.104308884937 29.936128471615))",592900,Sewer Line Replacement (SSERP),Complete,
"MULTILINESTRING ((-90.066758897608 29.938019845752, -90.066941464259 29.938166354272, -90.067349019891 29.938393063582, -90.067809215104 29.938649052767, -90.067913714113 29.938707180721, -90.06810821148 29.938815512788, -90.068158200197 29.938843355384, -90.068459167701 29.939010987581))",594878,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-89.954963652098 30.052446853869, -89.955046334299 30.05256758141, -89.955099441289 30.052650360596, -89.955137769947 30.052714649004, -89.955193147977 30.052816208143, -89.955243453844 30.0529185046, -89.955350949837 30.053167073517))",589201,Sewer Line Repair (SSERP),Planned,
"MULTILINESTRING ((-90.106303619566 29.944707039074, -90.106333199418 29.945065996627, -90.106378059649 29.945425022906, -90.106385003789 29.945501613431))",590085,Sewer Line Replacement (ESSA),Complete,RR010
"MULTILINESTRING ((-90.110493519495 30.012536249523, -90.110398003771 30.01335181454, -90.110281988775 30.014338987245))",588248,Water Line Replacement (FEMA),Planned,RR084
"MULTILINESTRING ((-90.107751969472 30.008642678732, -90.107884067768 30.00865339059, -90.108286855528 30.008686051651, -90.108294070649 30.008686636572, -90.108298098333 30.008687026924, -90.108560578528 30.008712434928, -90.108735302714 30.008729911293, -90.108826140117 30.008737642797))",588663,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR086
"MULTILINESTRING ((-90.082305586411 29.963630379977, -90.082231564081 29.963718278381, -90.081710224424 29.964301805903, -90.081660145109 29.964357272916))",591058,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.002863475556 29.970016918498, -90.002862404416 29.970018902459, -90.002844908106 29.970051333202, -90.002755152991 29.970236409088, -90.002626376617 29.970501946775))",595312,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR107
"MULTILINESTRING ((-90.091115747722 29.94099900765, -90.091564729942 29.941597533488, -90.091632789175 29.94169141838))",590112,Sewer Line Repair (SSERP),Complete,RR023
"MULTILINESTRING ((-90.024990761445 29.967587139313, -90.024005477581 29.967357294273))",593711,Sewer Line Repair (ESSA),Complete,PWF171
"MULTILINESTRING ((-90.127775354937 29.952321637197, -90.12734318573 29.952736547755, -90.127183685449 29.952887297187, -90.127019714507 29.953035786799))",589359,Sewer Line Repair (SSERP),Planned,RR067
"MULTILINESTRING ((-90.09523071337 29.925622115492, -90.095323829084 29.925601913922, -90.095608363628 29.925550030907, -90.09605875639 29.925472597232))",590354,Sewer Line Repair (SSERP),Complete,PWF118
"MULTILINESTRING ((-90.104266488241 30.017453401831, -90.104257872261 30.017531767397, -90.104169836652 30.018288146263))",588231,Water Line Replacement (FEMA),Planned,RR085
"MULTILINESTRING ((-90.108805162597 29.979957791045, -90.109080781333 29.980145612617, -90.109238420063 29.980249833763, -90.109269938894 29.980273028874, -90.10935971192 29.980359978039, -90.109398543906 29.980389463728, -90.109423400542 29.980406297686, -90.110624692071 29.981219851455, -90.11096711387 29.981455235714, -90.111165948009 29.9815919156, -90.111210857766 29.981621181034, -90.111251049159 29.981655252279, -90.111285848305 29.981693557071, -90.111314672332 29.981735453946, -90.111337038759 29.981780242178, -90.111352572075 29.981827169235))",591697,Sewer Line Replacement (ESSA),Planned,RR125
"MULTILINESTRING ((-90.086277795883 29.983077676785, -90.085523832409 29.982869606193))",590660,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR005
"MULTILINESTRING ((-90.02795233245 30.028735290113, -90.028119255536 30.028691403164, -90.029179749439 30.028399509955, -90.029204674168 30.028393821075, -90.029230027356 30.028390415438, -90.029255600469 30.028389463458, -90.029281186432 30.028390838302, -90.029306573233 30.028394775291, -90.02933155522 30.028401116278, -90.029355925024 30.028410112648, -90.029378679179 30.028421272934, -90.029425148689 30.028450473289, -90.02946809804 30.028508056201, -90.029483703752 30.02853747699, -90.03011516765 30.030265849489, -90.030132297751 30.030309564735, -90.03014158023 30.030341110693, -90.03014599158 30.030370193218, -90.030146077822 30.030399682264, -90.030142529215 30.030424940942, -90.030136341437 30.030447770068, -90.030126485586 30.030471912449, -90.030110080662 30.030499713616, -90.030069157648 30.03055059897, -90.030019779015 30.030579019251, -90.029999443099 30.030588198347, -90.028922460757 30.030889589509, -90.02874825953 30.030936961088))",587985,Sewer Line Repair (SSERP),Planned,RR133
"MULTILINESTRING ((-90.112748130861 30.01672902916, -90.112745084529 30.016806718758, -90.112657074516 30.01799308833))",590717,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,DPW030
"MULTILINESTRING ((-90.065255671309 29.962298900932, -90.065834208414 29.962698291445, -90.065944391043 29.962774195105, -90.065990607026 29.962806039597, -90.066171985033 29.962930990762))",595018,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.081329187892 29.934971502294, -90.081769286054 29.934683364865, -90.082423463876 29.934255061252, -90.082685903948 29.934083233983, -90.082786400387 29.934027160196))",591996,Sewer Line Repair (SSERP),Complete,RR022
"MULTILINESTRING ((-90.041240564672 29.971270388617, -90.041217683111 29.971354876044, -90.041065968488 29.971856839818, -90.040929594394 29.972307527066))",594274,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.063505751395 29.96913845279, -90.063336408297 29.969165169239, -90.063144297204 29.969178113584, -90.063053039238 29.969184262008, -90.062886074215 29.969195510586, -90.062793865171 29.969200354997))",591665,Sewer Line Repair (SSERP),Complete,RR003
"MULTILINESTRING ((-90.084190521123 29.933240966971, -90.085009412641 29.932780515239))",591777,Sewer Line Repair (SSERP),Complete,RR022
"MULTILINESTRING ((-90.017460125429 29.956108499275, -90.017433727812 29.956188213686, -90.017143309868 29.957065189658))",594128,Sewer Line Repair (SSERP),Complete,DPW440
"MULTILINESTRING ((-90.118812192007 30.018494601956, -90.118913648682 30.018501589772, -90.119416105377 30.018536197357, -90.119693868197 30.018552037569, -90.119765501646 30.01855726125))",588131,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR195
"MULTILINESTRING ((-90.056186364435 30.004863558367, -90.056248077711 30.005608562803, -90.056258895699 30.005772248861, -90.056316082078 30.006427883041, -90.056328453737 30.006621476461))",592503,Sewer Line Replacement (SSERP),Complete,RR051
"MULTILINESTRING ((-90.066156127273 29.930947458079, -90.066266418538 29.930969710334, -90.067013360173 29.931130841066, -90.067133933749 29.931154885922))",594734,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.121114064821 29.944620888724, -90.120856603482 29.944945866917, -90.120621607039 29.945247893525, -90.120476876437 29.945426503638))",590044,Sewer Line Replacement (SSERP),Planned,RR002
"MULTILINESTRING ((-90.081682506745 29.99454262898, -90.081763330859 29.99548137985, -90.081766708834 29.995556312548))",588325,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,DPW445
"MULTILINESTRING ((-90.06769355501 30.001730278713, -90.068249085516 30.002256056955, -90.068277854146 30.002285448151, -90.068302977654 30.002313653987, -90.068327595448 30.002349528321, -90.068343422956 30.002381313162, -90.068356312424 30.002419599317, -90.068361372279 30.002443768719, -90.068363496697 30.002462037545, -90.068449501487 30.003577696947, -90.068526560763 30.00447255074, -90.068526535042 30.00447818227, -90.068525492107 30.004483740668, -90.068523459988 30.004489088572, -90.068520488931 30.00449409077, -90.068516650849 30.004498625458))",592574,Water Line Replacement (FEMA),Planned,RR031
"MULTILINESTRING ((-90.103333233712 29.969453035831, -90.103616568597 29.969138709162, -90.103714757329 29.969025427635, -90.10376381247 29.968968846494, -90.103980385011 29.968729996825, -90.104063871471 29.968645757608))",591407,Sewer Line Repair (SSERP),Complete,RR124
"MULTILINESTRING ((-90.116710390149 29.95300044257, -90.116780402662 29.953071537385, -90.116853771831 29.953140016871, -90.116930369571 29.95320576104, -90.117151393098 29.953384140158))",592815,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,SELA24B
"MULTILINESTRING ((-90.115651440755 29.969321987562, -90.115154028289 29.969800836565))",588987,Sewer Line Replacement (ESSA),Complete,
"MULTILINESTRING ((-90.095412504459 29.951281109986, -90.096335318729 29.951794180169, -90.096423368155 29.951852486842))",590228,Sewer Line Repair (SSERP),Planned,
"MULTILINESTRING ((-90.071869956928 29.949776778709, -90.071886114772 29.949722134826, -90.071893886789 29.949695852653, -90.071902116174 29.949672638669, -90.072066586075 29.949123758484, -90.072069952199 29.949112522887, -90.07212383693 29.948932691971, -90.07221954549 29.948613283034))",595102,Sewer Line Repair (SSERP),Complete,DPW023
"MULTILINESTRING ((-90.018987998964 29.964004112716, -90.018954796485 29.964086146658, -90.01878745928 29.964587874262, -90.018637303108 29.965037929188))",594138,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR115
"MULTILINESTRING ((-90.115773240534 29.940507447966, -90.115733570242 29.940604847775, -90.115355995955 29.941407693939))",590118,Sewer Line Repair (SSERP),Complete,RR001
"MULTILINESTRING ((-90.013552653543 30.03509044457, -90.014218617012 30.036592902725, -90.014219731479 30.036595416764, -90.014281883912 30.036745032129, -90.014313976527 30.036822287822))",589105,Sewer Line Repair (SSERP),Planned,RR100
"MULTILINESTRING ((-90.048586305709 29.974048226495, -90.048276873146 29.973975152188, -90.047743974036 29.973855737381, -90.047649037263 29.973827311089))",594339,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),Planned,RR167
"MULTILINESTRING ((-90.021128457775 29.968929540452, -90.021034221299 29.968909045047, -90.020662342664 29.96882378988, -90.020321717421 29.968745698928, -90.020228797518 29.968724013292))",593693,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Complete,DPW292
"MULTILINESTRING ((-90.079910881607 30.016483668141, -90.079961878745 30.017113289792, -90.079979800708 30.017304486324))",588199,Sewer Line Repair (ESSA),Complete,RR037
"MULTILINESTRING ((-90.069004434078 29.9460715489, -90.069067923923 29.945860745838, -90.069210604746 29.945368888876))",594511,Sewer Line Repair (SSERP),Complete,DPW113
"MULTILINESTRING ((-89.981676966355 30.021971229793, -89.981906606266 30.024280804617, -89.981932188345 30.024567626918))",587778,Sewer Line Repair (SSERP),Complete,RR153
"MULTILINESTRING ((-90.096476958349 29.982177144128, -90.097408453574 29.982807728137))",591371,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.115676774926 29.956169244103, -90.115315252431 29.95651156373, -90.114908124984 29.956888623289))",589716,Sewer Line Repair (SSERP),Planned,RR116
"MULTILINESTRING ((-90.097233588009 29.947700981858, -90.097739243161 29.948377457806, -90.097790777307 29.948455980783))",589858,Water Line Replacement (FEMA),Planned,RR024
"MULTILINESTRING ((-90.091649339657 29.931489881534, -90.091742618411 29.931454070157, -90.092260256819 29.931265506688, -90.092622229832 29.931133646252, -90.092640962618 29.931126342575, -90.09271830855 29.931096188772))",593093,Sewer Line Repair (SSERP),Complete,DPW547
"MULTILINESTRING ((-90.11937397079 29.964439630191, -90.120181532652 29.965100536369))",589576,Sewer Line Repair (SSERP),Planned,
"MULTILINESTRING ((-90.018494768423 29.973875296184, -90.018483475576 29.973872814928, -90.017703035102 29.97370131866, -90.017603565971 29.973677495115))",593675,Sewer Line Repair (SSERP),Complete,RR108
"MULTILINESTRING ((-90.042266717338 30.005855622615, -90.04229349761 30.005967637525, -90.042311385341 30.006070633806, -90.042357333547 30.006335134698, -90.042399347045 30.006594027317, -90.042483175133 30.00706958223, -90.042748114726 30.008546844909, -90.04275056335 30.008562461179, -90.042752113677 30.008579485962, -90.042751626144 30.00860001673, -90.042748005395 30.00862370342, -90.042744130894 30.008638011634, -90.04273036918 30.008669897612, -90.042716752643 30.008690893321, -90.042683341881 30.00873147796, -90.042632952746 30.008761406083, -90.042606217433 30.008773183181, -90.042588245001 30.008779022975, -90.042560110785 30.008785153857, -90.04255029553 30.008786622961, -90.042270204065 30.008824551513, -90.042070465296 30.008851599209, -90.041969699255 30.008865245004))",592408,Sewer Line Repair (SSERP),Complete,RR061
"MULTILINESTRING ((-90.091351724149 29.925236657966, -90.091755145847 29.925112718689))",593090,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.10170759738 30.013577115192, -90.101776767136 30.013583204415, -90.10218444659 30.013616701106, -90.102413766696 30.01363719087, -90.102686665524 30.01366255263))",588620,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR086
"MULTILINESTRING ((-90.046372747804 29.977979216394, -90.046328661518 29.978113249527, -90.046176737141 29.978608825251, -90.046093033434 29.978867657596, -90.046075190974 29.978926744088))",593973,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR168
"MULTILINESTRING ((-90.085721276875 29.962958525338, -90.08665476481 29.963589922099, -90.086766390493 29.963669933345))",591118,Sewer Line Replacement (ESSA)/Water Line Replacement (SWB),Planned,RR068
"MULTILINESTRING ((-90.051459223809 30.016158964694, -90.05147803383 30.016341901851, -90.051486608136 30.016435819982, -90.051521098893 30.016952314802, -90.051545555133 30.017201153728))",592553,Water Line Replacement (FEMA),Planned,RR130
"MULTILINESTRING ((-90.109836864014 29.940603556207, -90.109922216791 29.94062131081, -90.110260280162 29.940688168247, -90.110822869298 29.940804037147))",593140,Sewer Line Repair (SSERP),Complete,DPW093
"MULTILINESTRING ((-90.044868884631 30.020647192754, -90.044873246362 30.020725021313, -90.044938797129 30.021520139052, -90.044944198421 30.021597520348))",592365,Water Line Replacement (FEMA),Planned,RR140
"MULTILINESTRING ((-90.053009334141 30.022578705904, -90.053086373191 30.023564652524, -90.053091638545 30.023629777142))",592140,Sewer Line Replacement (ESSA),Complete,
"MULTILINESTRING ((-90.114318799547 29.923783694801, -90.115304426657 29.923985614723))",593169,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.067702277276 29.933365919973, -90.067799494566 29.933386889157, -90.068656925736 29.933580728912))",594748,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.07612056397 30.003695612122, -90.075175472574 30.003753709561, -90.074324627231 30.003805304173, -90.074226441474 30.003810353327))",588404,Water Line Replacement (SWB),Planned,RR042
"MULTILINESTRING ((-90.109717665721 29.949252787035, -90.10975695024 29.949270842221, -90.110332657554 29.949437357321))",589704,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR123
"MULTILINESTRING ((-90.11819983579 29.974013820093, -90.117497416639 29.974660055926, -90.117487513074 29.974667848816, -90.117476339104 29.974674205613, -90.117464164659 29.974678972348, -90.1174512877 29.974682033679, -90.117438020059 29.97468331399))",588949,Sewer Line Repair (SSERP),Planned,RR014
"MULTILINESTRING ((-90.063916653901 29.949821688374, -90.063890500324 29.949848230467, -90.063868027859 29.949877216102, -90.063849534231 29.949908262009, -90.063832679506 29.949943242191, -90.063817364189 29.94998546572, -90.063742817201 29.950200262837, -90.063735741007 29.950224944558, -90.063689312662 29.950478358601, -90.063686727599 29.950500274871, -90.063685841409 29.950522287087, -90.063686954658 29.950550332867, -90.063741285986 29.950981481908, -90.063741556853 29.950991787208, -90.063741560042 29.950991870135, -90.063744395955 29.951014236823, -90.063750258867 29.95103615259, -90.063759064396 29.951057308094, -90.063772717223 29.951080384415, -90.063789866053 29.951101618834, -90.063810187966 29.951120611001, -90.063877618468 29.951171249618, -90.063934256028 29.951211974892, -90.063934658605 29.951212262136, -90.063981579887 29.951244783574, -90.063981798665 29.951244934581, -90.064022057205 29.951272004545, -90.06402251031 29.951272307588, -90.064063523246 29.951299114129))",595194,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.077945825376 29.953033054613, -90.07808656375 29.952582979375, -90.078149437346 29.952376231976, -90.078243424897 29.952067170862, -90.078279803474 29.951955685003, -90.078328372819 29.951827758587))",595180,Sewer Line Repair (SSERP),Complete,DPW100
"MULTILINESTRING ((-90.023120739465 29.966050557742, -90.023092688801 29.966130369517, -90.022804841887 29.966995826501, -90.022774643774 29.967084303487))",593641,Water Line Replacement (SWB)/Sewer Line Replacement (ESSA),Planned,RR112
"MULTILINESTRING ((-90.041335558395 29.983487502806, -90.040871436275 29.983383082278, -90.040492019292 29.983296937741, -90.040402093281 29.983274775371))",593999,Sewer Line Repair (ESSA),Complete,RR046
"MULTILINESTRING ((-90.076178498785 29.922394853255, -90.076292094307 29.922332058089, -90.076641308474 29.922135462199, -90.076983261044 29.921942952461))",591771,Sewer Line Replacement (SSERP),Complete,RR035
"MULTILINESTRING ((-90.075248658406 29.957498674705, -90.076020818956 29.958017257731))",594885,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.06228419563 29.96402575462, -90.062219793778 29.964094635722, -90.062062136442 29.964274493838, -90.062031913005 29.96430897553, -90.061882010689 29.964479990798, -90.061847928249 29.964518864195, -90.061795629224 29.964574344724))",594889,Sewer Line Repair (SSERP),Complete,DPW368
"MULTILINESTRING ((-90.017346713261 30.023636089718, -90.016417456761 30.023892844194))",589174,Sewer Line Repair (SSERP),Planned,RR133
"MULTILINESTRING ((-90.124943539565 29.946070421938, -90.124863010671 29.946150686777, -90.124500039101 29.946497333318, -90.124407318975 29.946584420412, -90.124304521849 29.946677912555, -90.124193759297 29.946784186389))",588697,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR034
"MULTILINESTRING ((-90.053945515007 29.990112087542, -90.053951216426 29.990179565419, -90.054013630688 29.991050215371, -90.054019621354 29.991133786239))",592783,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR178
"MULTILINESTRING ((-90.075160058506 29.971636756547, -90.075265298188 29.971708408714, -90.0755768831 29.971924882255, -90.07571681335 29.972022098068, -90.075780836565 29.97206692966, -90.076029358827 29.9722368204))",591198,Water Line Replacement (FEMA),Planned,RR183
"MULTILINESTRING ((-90.120695384579 29.955857680367, -90.120859039934 29.955990157147, -90.121024901734 29.95612441861, -90.121432907758 29.95645797933, -90.1215380587 29.956543943561, -90.12159250823 29.956588458076))",592824,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,SELA24B
"MULTILINESTRING ((-90.118372000627 30.012050898325, -90.118350953899 30.012335187334, -90.118349855714 30.01235001678, -90.118339822181 30.012498287431, -90.118330645691 30.012633891529, -90.11832397069 30.012710627487))",589986,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",Complete,DPW059
"MULTILINESTRING ((-90.077150558655 29.960136840267, -90.077214920034 29.960180521559, -90.07723128996 29.960191631677, -90.077929761496 29.960665667626))",591752,Sewer Line Repair (SSERP),Complete,RR068
"MULTILINESTRING ((-90.108187621905 30.01415497743, -90.107976522079 30.015960331801))",588240,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR087
"MULTILINESTRING ((-90.063904592523 30.014390957128, -90.063904649412 30.014397402207, -90.063910775644 30.014463824087, -90.063939489219 30.014777626288, -90.064001156235 30.015567118836, -90.06406252711 30.016377602173, -90.064067803376 30.01644998129))",592277,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR157
"MULTILINESTRING ((-90.011110815984 29.957405617903, -90.010156679239 29.957057169071))",593859,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.061355043194 29.958337368215, -90.06167974376 29.958559086469, -90.062152200239 29.958881694111, -90.062230109975 29.958934893247, -90.062389714654 29.959046730426))",592048,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),Complete,PWF132
"MULTILINESTRING ((-90.10134495094 29.954612999777, -90.102170319498 29.955079153639, -90.102232861342 29.955114380721))",589673,"Drainage Line, Sewer Line (SSERP), and Water Line Replacement (FEMA)",Planned,RR016
"MULTILINESTRING ((-90.06021238217 30.013595092029, -90.059800861071 30.013620349546, -90.059115093899 30.013662437258))",595407,Sewer Line Replacement (SSERP),Complete,RR130
"MULTILINESTRING ((-90.09867776795 29.93863681612, -90.098746965515 29.938617954692, -90.099300967431 29.93846498648, -90.099388406463 29.938451527055))",591860,Sewer Line Repair (SSERP),Planned,RR129
"MULTILINESTRING ((-90.085606988097 29.933590207843, -90.086210429601 29.934393045516))",590559,Sewer Line Repair (SSERP),Complete,RR022
