mixedUseAssessmentKey,provalLrsnId,realEstatePropertyCode,assessmentChangeReasonTypeDsc,mixedUseAssessmentDate,commercialLandAmt,commercialImprovementAmt,totalCommercialAmt,residentialLandAmt,residentialImprovementAmt,totalResidentialAmt
2691,68007,35011011,01- Annual,2017-01-01T00:00:00.000Z,246300,0,246300,47607400,114748500,162355900
2695,68007,35011011,05- Review,2018-03-07T00:00:00.000Z,246300,0,246300,47607400,116532600,164140000
2699,68034,14035028,05- Review,2019-03-27T00:00:00.000Z,0,0,0,100,0,100
2703,68034,14035028,01- Annual,2014-01-01T00:00:00.000Z,0,0,0,100,0,100
2707,68103,05056127,01- Annual,2019-01-01T00:00:00.000Z,0,21600,21600,0,0,0
2711,68105,22011272,01- Annual,2018-01-01T00:00:00.000Z,333700,896500,1230200,4980000,8076000,13056000
2715,68107,14035029,01- Annual,2017-01-01T00:00:00.000Z,768900,4236600,5005500,43000000,148345800,191345800
2719,68107,14035029,01- Annual,2020-01-01T00:00:00.000Z,833000,3492800,4325800,42999900,186504900,229504800
2723,68151,15078025,03- Board of Equalization,2017-10-31T00:00:00.000Z,1097900,5008200,6106100,13330000,66578400,79908400
2727,68362,35003022,05- Review,2016-05-16T00:00:00.000Z,2453500,3070200,5523700,56618900,79852100,136471000
2731,68363,35003023,01- Annual,2017-01-01T00:00:00.000Z,74800,0,74800,6397900,0,6397900
2735,68520,17011068,01- Annual,2020-01-01T00:00:00.000Z,1141600,10786800,11928400,16426000,72239800,88665800
2739,68520,17011068,01- Annual,2017-01-01T00:00:00.000Z,1053800,7145100,8198900,16426000,68225500,84651500
2743,68520,17011068,05- Review,2015-09-04T00:00:00.000Z,1053800,6326900,7380700,14707000,55821500,70528500
2747,68773,20012393,01- Annual,2016-01-01T00:00:00.000Z,132200,855800,988000,13203000,40044200,53247200
2751,68773,20012393,01- Annual,2018-01-01T00:00:00.000Z,132200,902000,1034200,14018000,41880800,55898800
2755,69223,15005010,01- Annual,2019-01-01T00:00:00.000Z,449600,3937200,4386800,8220500,13879200,22099700
2759,69223,15005010,03- Board of Equalization,2017-09-30T00:00:00.000Z,449600,4515300,4964900,10138600,12509400,22648000
2763,69271,15003009,01- Annual,2020-01-01T00:00:00.000Z,234600,0,234600,3899500,55478100,59377600
2767,69271,15003009,01- Annual,2018-01-01T00:00:00.000Z,213300,0,213300,3899500,49174600,53074100
2771,69463,35003840,01- Annual,2018-01-01T00:00:00.000Z,2453500,12905200,15358700,60114000,252858500,312972500
2775,69508,18004071,01- Annual,2020-01-01T00:00:00.000Z,136200,1166300,1302500,4767800,17908300,22676100
2779,69508,18004071,03- Board of Equalization,2018-07-25T00:00:00.000Z,116800,860600,977400,4086700,13809500,17896200
2783,69646,14032005,03- Board of Equalization,2018-10-25T00:00:00.000Z,355000,859000,1214000,22790000,96645700,119435700
2787,69705,23040015,01- Annual,2020-01-01T00:00:00.000Z,168200,761000,929200,3665700,7714200,11379900
2791,69717,19007040,01- Annual,2020-01-01T00:00:00.000Z,543700,2884700,3428400,12384000,60859600,73243600
2795,69725,34027033,05- Review,2018-08-23T00:00:00.000Z,403700,681600,1085300,35432000,98133600,133565600
2799,69726,34027034,01- Annual,2018-01-01T00:00:00.000Z,143700,0,143700,17630000,0,17630000
2803,69889,13018058,01- Annual,2020-01-01T00:00:00.000Z,281200,1570200,1851400,14878000,71458500,86336500
2807,69893,16038019,01- Annual,2020-01-01T00:00:00.000Z,1784000,12088100,13872100,26503300,136052000,162555300
2811,70257,35004017,05- Review,2020-03-16T00:00:00.000Z,160500,795200,955700,0,0,0
1248,43309,27002010,05- Review,2013-08-30T00:00:00.000Z,0,0,0,11207900,496500,11704400
1252,43309,27002010,01- Annual,2017-01-01T00:00:00.000Z,0,0,0,13348800,345300,13694100
1256,43309,27002010,01- Annual,2015-01-01T00:00:00.000Z,0,0,0,12135200,1292600,13427800
1260,43309,27002010,05- Review,2020-03-31T00:00:00.000Z,0,0,0,13348800,3027000,16375800
1264,43310,27003001,01- Annual,2014-01-01T00:00:00.000Z,0,0,0,8406800,1460900,9867700
1268,43310,27003001,01- Annual,2018-01-01T00:00:00.000Z,0,0,0,10094100,2349100,12443200
1272,43310,27003001,,2010-01-01T00:00:00.000Z,0,0,0,6680300,119400,6799700
1276,43313,27004003,,2009-01-01T00:00:00.000Z,0,0,0,2906100,39800,2945900
1280,43313,27004003,,2012-01-01T00:00:00.000Z,0,0,0,3104700,39800,3144500
1284,43313,27004003,05- Review,2019-03-26T00:00:00.000Z,0,0,0,3740800,445800,4186600
1288,43313,27004003,01- Annual,2016-01-01T00:00:00.000Z,3200,0,3200,3562600,191200,3753800
1292,43385,27007077,01- Annual,2020-01-01T00:00:00.000Z,0,0,0,10088200,3593400,13681600
1296,43385,27007077,01- Annual,2019-01-01T00:00:00.000Z,0,0,0,10088200,2747300,12835500
1300,43385,27007077,,2011-01-01T00:00:00.000Z,0,0,0,6690000,119400,6809400
1304,43385,27007077,01- Annual,2013-01-01T00:00:00.000Z,0,0,0,8418500,682500,9101000
1308,44098,28004003,05- Review,2013-07-30T00:00:00.000Z,91300,184200,275500,24000000,59087700,83087700
1312,44098,28004003,,2011-01-01T00:00:00.000Z,84000,200100,284100,22000000,53775000,75775000
1316,44098,28004003,01- Annual,2020-01-01T00:00:00.000Z,100400,295600,396000,24000000,72740000,96740000
1320,44098,28004003,01- Annual,2015-01-01T00:00:00.000Z,91300,233800,325100,26400000,67253200,93653200
1324,44098,28004003,03- Board of Equalization,2015-08-31T00:00:00.000Z,91300,239200,330500,26400000,61348700,87748700
1328,44100,28004005,,2008-01-01T00:00:00.000Z,225100,0,225100,7712300,0,7712300
1332,44711,28018001,,2011-01-01T00:00:00.000Z,138000,80900,218900,5280000,7284300,12564300
1336,44711,28018001,01- Annual,2016-01-01T00:00:00.000Z,150000,752100,902100,7000000,12275900,19275900
1340,44711,28018001,01- Annual,2017-01-01T00:00:00.000Z,150000,682100,832100,7400000,11826400,19226400
1344,45694,29003010,01- Annual,2018-01-01T00:00:00.000Z,49800,0,49800,24852800,0,24852800
1348,45694,29003010,01- Annual,2016-01-01T00:00:00.000Z,49800,143500,193300,28994900,50464600,79459500
1352,45694,29003010,,2012-05-01T00:00:00.000Z,49800,124200,174000,22781700,46702600,69484300
1356,45694,29003010,,2009-01-01T00:00:00.000Z,59700,112200,171900,27338000,30852700,58190700
1360,45695,29003019,01- Annual,2013-01-01T00:00:00.000Z,2700,0,2700,1253300,0,1253300
1364,45695,29003019,05- Review,2015-06-26T00:00:00.000Z,2700,0,2700,1500500,0,1500500
1368,45695,29003019,01- Annual,2019-01-01T00:00:00.000Z,2700,0,2700,1367200,0,1367200
1372,51204,31022003,,2008-01-01T00:00:00.000Z,12600,0,12600,198000,2000000,2198000
1376,51208,31022099,,2008-01-01T00:00:00.000Z,14200,0,14200,223400,0,223400
1380,51221,31024007,,2010-01-01T00:00:00.000Z,224500,76200,300700,112000,176900,288900
1384,51221,31024007,01- Annual,2015-01-01T00:00:00.000Z,336500,-2000,334500,0,440000,440000
1388,51331,31026001,,2010-01-01T00:00:00.000Z,75800,162000,237800,56000,29000,85000
1392,51331,31026001,,2009-01-01T00:00:00.000Z,14400,239000,253400,132000,59300,191300
1396,51655,32001002,01- Annual,2014-01-01T00:00:00.000Z,100,134000,134100,2124369300,107223300,2231592600
1400,51655,32001002,03- Board of Equalization,2016-09-06T00:00:00.000Z,24700,144800,169500,13282700,111875200,125157900
1404,51655,32001002,01- Annual,2019-01-01T00:00:00.000Z,24500,163500,188000,17657400,121339400,138996800
1408,51655,32001002,01- Annual,2013-01-01T00:00:00.000Z,24500,120700,145200,11289900,89562200,100852100
1412,51655,32001002,01- Annual,2020-01-01T00:00:00.000Z,26900,214900,241800,17657400,111740800,129398200
1416,51656,32001003,,2011-01-01T00:00:00.000Z,2200,0,2200,989300,0,989300
1420,51656,32001003,,2008-01-01T00:00:00.000Z,2800,0,2800,1187100,0,1187100
1424,51656,32001003,01- Annual,2016-01-01T00:00:00.000Z,2400,0,2400,1269700,0,1269700
1428,51658,32001005,01- Annual,2015-01-01T00:00:00.000Z,135000,156600,291600,21780000,31213300,52993300
1432,51658,32001005,01- Annual,2018-01-01T00:00:00.000Z,135000,269400,404400,19800000,42312300,62112300
1436,51658,32001005,,2009-01-01T00:00:00.000Z,162000,71900,233900,21846000,19049800,40895800
1440,51658,32001005,,2011-01-01T00:00:00.000Z,124200,138300,262500,18205000,28622100,46827100
1444,51687,32001046,,2011-01-01T00:00:00.000Z,22300,0,22300,10232000,0,10232000
1448,51687,32001046,,2008-01-01T00:00:00.000Z,29000,0,29000,12278400,0,12278400
1452,51687,32001046,01- Annual,2016-01-01T00:00:00.000Z,24400,0,24400,13132400,0,13132400
1456,51687,32001046,01- Annual,2020-01-01T00:00:00.000Z,26600,0,26600,17457600,0,17457600
1460,51688,32001047,01- Annual,2016-01-01T00:00:00.000Z,700,0,700,401000,0,401000
1464,51688,32001047,01- Annual,2019-01-01T00:00:00.000Z,700,0,700,533100,0,533100
1468,51688,32001047,,2012-01-01T00:00:00.000Z,700,0,700,340900,0,340900
1472,51689,32001048,,2011-01-01T00:00:00.000Z,23200,0,23200,10673800,0,10673800
1476,51689,32001048,,2008-01-01T00:00:00.000Z,30300,0,30300,12808600,0,12808600
1480,51689,32001048,01- Annual,2017-01-01T00:00:00.000Z,25200,0,25200,22460700,0,22460700
1484,51689,32001048,01- Annual,2020-01-01T00:00:00.000Z,27800,0,27800,18211400,0,18211400
1488,51690,32001049,01- Annual,2015-01-01T00:00:00.000Z,15500,0,15500,7858100,0,7858100
1492,51690,32001049,01- Annual,2019-01-01T00:00:00.000Z,15500,0,15500,11172700,6149800,17322500
1496,51690,32001049,,2012-01-01T00:00:00.000Z,15500,0,15500,7143700,0,7143700
1500,52294,32003006,,2011-01-01T00:00:00.000Z,783500,512100,1295600,55000,56900,111900
1504,52294,32003006,,2008-01-01T00:00:00.000Z,920500,569300,1489800,66000,40800,106800
1508,52342,32006008,01- Annual,2015-01-01T00:00:00.000Z,673200,571100,1244300,0,627700,627700
1512,52342,32006008,01- Annual,2013-01-01T00:00:00.000Z,433200,634600,1067800,240000,177200,417200
1516,53213,32024002,,2010-01-01T00:00:00.000Z,72000,201400,273400,20216000,17597000,37813000
1520,53213,32024002,,2012-01-01T00:00:00.000Z,75000,227600,302600,21660000,18404100,40064100
1524,53213,32024002,,2008-01-01T00:00:00.000Z,72000,110400,182400,24024000,26385500,50409500
1528,53213,32024002,01- Annual,2015-01-01T00:00:00.000Z,75000,257600,332600,23826000,77664300,101490300
1532,53213,32024002,03- Board of Equalization,2018-09-19T00:00:00.000Z,75000,203200,278200,21660000,77377700,99037700
1536,53213,32024002,03- Board of Equalization,2016-09-07T00:00:00.000Z,75000,205900,280900,25270000,25742600,51012600
1540,53556,34020030,,2009-01-01T00:00:00.000Z,4479500,22483400,26962900,29172000,86718100,115890100
1544,53556,34020030,,2011-01-01T00:00:00.000Z,4106200,20248400,24354600,26520000,98851700,125371700
1548,53556,34020030,05- Review,2018-08-09T00:00:00.000Z,2677500,15233700,17911200,26520000,122550100,149070100
1552,53556,34020030,01- Annual,2016-01-01T00:00:00.000Z,2677500,22901900,25579400,30940000,116649900,147589900
1556,53556,34020030,03- Board of Equalization,2019-10-31T00:00:00.000Z,3212900,10356900,13569800,38012000,114039500,152051500
1560,53765,34020255,01- Annual,2015-01-01T00:00:00.000Z,41600,271100,312700,23991000,140445200,164436200
1564,53765,34020255,01- Annual,2017-01-01T00:00:00.000Z,41600,565300,606900,26795100,142475500,169270600
1568,53765,34020255,01- Annual,2013-01-01T00:00:00.000Z,41600,273000,314600,21810000,124310400,146120400
1572,53766,34020256,,2008-01-01T00:00:00.000Z,30400,0,30400,15038100,0,15038100
1576,53766,34020256,,2010-01-01T00:00:00.000Z,24300,0,24300,12759600,0,12759600
1580,53766,34020256,01- Annual,2016-01-01T00:00:00.000Z,30400,0,30400,18421700,0,18421700
1584,54061,34027025,01- Annual,2014-01-01T00:00:00.000Z,403700,793900,1197600,43190000,111799800,154989800
1588,54061,34027025,,2010-01-01T00:00:00.000Z,323000,2138100,2461100,36512000,97246200,133758200
1592,54061,34027025,,2008-09-01T00:00:00.000Z,403700,2424600,2828300,43032000,94000000,137032000
1596,54072,35001008,,2009-01-01T00:00:00.000Z,272700,469500,742200,25410000,49606700,75016700
1600,54072,35001008,,2012-01-01T00:00:00.000Z,272700,667100,939800,26950000,53440200,80390200
1604,54072,35001008,01- Annual,2016-01-01T00:00:00.000Z,272700,1216500,1489200,31185000,64180600,95365600
1608,54072,35001008,03- Board of Equalization,2019-10-24T00:00:00.000Z,272700,1954700,2227400,33110000,73966600,107076600
1612,54077,35001019,01- Annual,2019-01-01T00:00:00.000Z,365600,734200,1099800,29928000,78748000,108676000
1616,54077,35001019,01- Annual,2016-01-01T00:00:00.000Z,365600,799400,1165000,28188000,67924800,96112800
1620,54077,35001019,,2011-01-01T00:00:00.000Z,335100,1208800,1543900,20880000,56859700,77739700
1624,54077,35001019,,2009-01-01T00:00:00.000Z,365600,701300,1066900,22968000,47136700,70104700
1628,54280,35003001,01- Annual,2015-01-01T00:00:00.000Z,261800,1000,262800,16822600,0,16822600
1632,54281,35003002,05- Review,2014-09-08T00:00:00.000Z,216200,0,216200,12628800,1000,12629800
1636,54282,35003003,01- Annual,2016-01-01T00:00:00.000Z,242300,7827900,8070200,11549400,138298600,149848000
1640,54282,35003003,01- Annual,2018-01-01T00:00:00.000Z,242300,7327200,7569500,12262300,132689900,144952200
1644,54282,35003003,01- Annual,2013-01-01T00:00:00.000Z,242300,2082300,2324600,9980900,125646300,135627200
1648,54282,35003003,01- Annual,2020-01-01T00:00:00.000Z,262500,7564400,7826900,12262300,145215600,157477900
1652,54283,35003004,,2012-01-01T00:00:00.000Z,217900,0,217900,8974500,0,8974500
1656,54283,35003004,01- Annual,2017-01-01T00:00:00.000Z,217900,0,217900,11025900,0,11025900
2073,60209,14043031,05- Review,2013-08-27T00:00:00.000Z,576000,3064700,3640700,34930000,139891000,174821000
2077,60209,14043031,,2011-01-01T00:00:00.000Z,528000,3349300,3877300,27445000,128135500,155580500
2081,60209,14043031,01- Annual,2016-01-01T00:00:00.000Z,576000,4071200,4647200,40419000,142752800,183171800
2085,60209,14043031,01- Annual,2020-01-01T00:00:00.000Z,624000,3407000,4031000,42914000,150255300,193169300
2089,60209,14043031,01- Annual,2018-01-01T00:00:00.000Z,576000,3548900,4124900,42914000,144234400,187148400
2093,60248,29014016,01- Annual,2019-01-01T00:00:00.000Z,1218100,1404500,2622600,8408100,42261700,50669800
2097,60248,29014016,03- Board of Equalization,2014-12-12T00:00:00.000Z,1216500,6019100,7235600,8397400,39054200,47451600
2101,60248,29014016,,2009-01-01T00:00:00.000Z,1892800,5925100,7817900,12408000,48468000,60876000
2105,60248,29014016,05- Review,2013-10-31T00:00:00.000Z,1216500,6019200,7235700,8397400,37445100,45842500
2109,60248,29014016,05- Review,2020-03-10T00:00:00.000Z,1339900,1357400,2697300,8408100,42488200,50896300
2113,60249,29014017,01- Annual,2013-01-01T00:00:00.000Z,568000,3868000,4436000,3921100,17484700,21405800
2117,60249,29014017,,2010-01-01T00:00:00.000Z,602200,3238800,3841000,2464000,8517500,10981500
2121,60249,29014017,01- Annual,2015-01-01T00:00:00.000Z,568000,2846700,3414700,4313200,19333000,23646200
2125,60249,29014017,01- Annual,2019-01-01T00:00:00.000Z,566100,655900,1222000,3907600,19737200,23644800
2129,60250,29014018,01- Annual,2018-01-01T00:00:00.000Z,310600,0,310600,2144200,0,2144200
2133,60250,29014018,05- Review,2018-08-29T00:00:00.000Z,310600,357600,668200,2144200,10762100,12906300
2137,60250,29014018,01- Annual,2014-01-01T00:00:00.000Z,310200,1535300,1845500,2141500,10092700,12234200
2141,60250,29014018,,2012-01-01T00:00:00.000Z,256600,1651900,1908500,539400,2325500,2864900
2145,60250,29014018,,2008-01-01T00:00:00.000Z,339500,884600,1224100,594000,1450100,2044100
2149,60290,14034013,,2010-01-01T00:00:00.000Z,217100,1179400,1396500,4760000,23100000,27860000
2153,60313,14030057,,2012-01-01T00:00:00.000Z,1474300,454000,1928300,0,0,0
2157,60314,14030058,01- Annual,2013-01-01T00:00:00.000Z,9558100,0,9558100,0,0,0
2161,60314,14030058,,2010-01-01T00:00:00.000Z,661700,0,661700,5245700,0,5245700
2165,60399,06028031,,2012-01-01T00:00:00.000Z,230000,1123500,1353500,4440000,6146400,10586400
2169,60399,06028031,01- Annual,2014-01-01T00:00:00.000Z,230000,1197100,1427100,4440000,5765000,10205000
2173,60399,06028031,01- Annual,2018-01-01T00:00:00.000Z,199000,1705700,1904700,5219300,4236800,9456100
2177,60447,17010037,01- Annual,2020-01-01T00:00:00.000Z,12697400,40907300,53604700,19264000,66509600,85773600
2181,60447,17010037,05- Review,2015-09-09T00:00:00.000Z,11720700,31408500,43129200,17248000,66219800,83467800
2185,60447,17010037,05- Review,2014-05-30T00:00:00.000Z,11720700,36037200,47757900,15680000,64034800,79714800
2189,60447,17010037,01- Annual,2013-01-01T00:00:00.000Z,11720700,31151000,42871700,15680000,56292500,71972500
2193,60447,17010037,,2010-01-01T00:00:00.000Z,11668600,25761000,37429600,12544000,50181400,62725400
2197,60799,14044021,,2010-09-01T00:00:00.000Z,275000,904700,1179700,14448000,57282700,71730700
2201,60799,14044021,,2008-03-01T00:00:00.000Z,0,239700,239700,0,11744800,11744800
2205,62153,18024020,,2008-11-01T00:00:00.000Z,0,86400,86400,0,489800,489800
2209,62153,18024020,,2009-01-01T00:00:00.000Z,1405100,2939100,4344200,7524000,16654700,24178700
2213,62153,18024020,01- Annual,2017-01-01T00:00:00.000Z,1405100,9176400,10581500,9804000,46191800,55995800
2217,62153,18024020,05- Review,2018-04-30T00:00:00.000Z,1405100,7365600,8770700,9804000,46306800,56110800
2221,62153,18024020,03- Board of Equalization,2016-09-30T00:00:00.000Z,1405100,8642600,10047700,9234000,47777400,57011400
2225,63377,18084013,,2010-01-01T00:00:00.000Z,369600,1668200,2037800,6048000,8138600,14186600
2229,63377,18084013,,2008-01-01T00:00:00.000Z,462000,2490600,2952600,7128000,11070800,18198800
2233,63377,18084013,01- Annual,2016-01-01T00:00:00.000Z,385000,2759200,3144200,7560000,12450600,20010600
2237,63377,18084013,01- Annual,2014-01-01T00:00:00.000Z,385000,2893600,3278600,6480000,12924300,19404300
2241,63680,34027062,01- Annual,2010-01-01T00:00:00.000Z,775500,0,775500,23342600,0,23342600
2245,63680,34027062,01- Annual,2013-01-01T00:00:00.000Z,973600,0,973600,29303100,0,29303100
2249,63680,34027062,05- Review,2010-10-23T00:00:00.000Z,775000,0,775000,19723300,0,19723300
2253,63680,34027062,01- Annual,2015-01-01T00:00:00.000Z,822500,0,822500,23684500,0,23684500
2257,63681,34027063,03- Board of Equalization,2017-07-01T00:00:00.000Z,206500,1382900,1589400,27888100,97105400,124993500
2261,63681,34027063,03- Board of Equalization,2015-09-28T00:00:00.000Z,206500,1178313,1384813,24868800,103976087,128844887
2265,63681,34027063,01- Annual,2014-01-01T00:00:00.000Z,244400,1150400,1394800,26016200,97261800,123278000
2269,63681,34027063,,2011-01-01T00:00:00.000Z,223600,1805600,2029200,23061100,94938700,117999800
2273,63681,34027063,,2009-01-01T00:00:00.000Z,248600,1644000,1892600,24948000,103915000,128863000
2277,63683,34027065,01- Annual,2012-01-01T00:00:00.000Z,936100,0,936100,27423000,0,27423000
2281,63683,34027065,05- Review,2012-10-23T00:00:00.000Z,935600,0,935600,22768500,0,22768500
2285,63683,34027065,01- Annual,2014-01-01T00:00:00.000Z,936100,0,936100,22781400,0,22781400
2289,63683,34027065,01- Annual,2018-01-01T00:00:00.000Z,790900,0,790900,19796600,0,19796600
2293,64730,17003583,01- Annual,2019-01-01T00:00:00.000Z,0,0,0,6692600,60478000,67170600
2297,64730,17003583,03- Board of Equalization,2014-09-29T00:00:00.000Z,0,0,0,15005500,55881300,70886800
2301,64730,17003583,,2012-01-01T00:00:00.000Z,0,0,0,15005500,54535300,69540800
2305,65311,32006028,,2008-01-01T00:00:00.000Z,2541000,1970300,4511300,16962000,13186200,30148200
2309,65611,14041187,,2009-01-01T00:00:00.000Z,249500,0,249500,7128000,16545700,23673700
2313,65611,14041187,,2008-01-01T00:00:00.000Z,249500,0,249500,7128000,0,7128000
2317,65611,14041187,01- Annual,2015-01-01T00:00:00.000Z,249500,1640600,1890100,8316000,36936600,45252600
2321,65611,14041187,01- Annual,2016-01-01T00:00:00.000Z,249500,1772500,2022000,8748000,32527900,41275900
2325,65611,14041187,01- Annual,2019-01-01T00:00:00.000Z,249500,1764200,2013700,9288000,32697400,41985400
2329,65751,25017098,01- Annual,2019-01-01T00:00:00.000Z,2449600,15091100,17540700,11340000,50247800,61587800
2333,65751,25017098,01- Annual,2015-01-01T00:00:00.000Z,2449600,9804900,12254500,12408000,52893000,65301000
2337,65751,25017098,,2008-01-01T00:00:00.000Z,2939500,0,2939500,12408000,0,12408000
2341,65751,25017098,,2010-01-01T00:00:00.000Z,2351600,10447300,12798900,10528000,38697800,49225800
2345,65936,31025114,,2012-01-01T00:00:00.000Z,0,1255500,1255500,0,2530700,2530700
2349,66463,14035023,01- Annual,2013-01-01T00:00:00.000Z,20600,0,20600,1002000,0,1002000
2353,66470,18013011,,2011-01-01T00:00:00.000Z,6705200,30056300,36761500,14640000,60748300,75388300
2357,66470,18013011,,2009-01-01T00:00:00.000Z,7314700,0,7314700,16104000,0,16104000
2361,66470,18013011,01- Annual,2016-01-01T00:00:00.000Z,7314700,58501800,65816500,19764000,82502600,102266600
2365,66878,11012029,,2009-01-01T00:00:00.000Z,389400,0,389400,14124000,3662100,17786100
2369,66954,31022101,01- Annual,2017-01-01T00:00:00.000Z,70700,229900,300600,4172500,8237300,12409800
2373,66954,31022101,,2009-01-01T00:00:00.000Z,84800,0,84800,6204000,1000,6205000
2377,66954,31022101,01- Annual,2013-01-01T00:00:00.000Z,70700,0,70700,5640000,790400,6430400
2381,66960,32024004,,2012-01-01T00:00:00.000Z,0,0,0,0,52981600,52981600
2385,66962,31022102,,2012-01-01T00:00:00.000Z,0,123000,123000,0,7528300,7528300
2389,66975,16038014,,2011-01-01T00:00:00.000Z,342900,0,342900,4560900,0,4560900
2393,66975,16038014,01- Annual,2014-01-01T00:00:00.000Z,437500,0,437500,5685900,0,5685900
2397,66975,16038014,01- Annual,2018-01-01T00:00:00.000Z,415100,2825900,3241000,6627500,31533700,38161200
2401,66976,16038015,03- Board of Equalization,2018-10-10T00:00:00.000Z,1599400,10545700,12145100,25741400,107938800,133680200
2405,66976,16038015,01- Annual,2016-01-01T00:00:00.000Z,1599400,0,1599400,24051900,0,24051900
2409,66976,16038015,,2012-01-01T00:00:00.000Z,1348200,0,1348200,19178900,0,19178900
2413,66989,25016012,,2011-01-01T00:00:00.000Z,3991800,0,3991800,14705400,0,14705400
2417,66989,25016012,01- Annual,2015-01-01T00:00:00.000Z,4313800,24576300,28890100,17233300,75227200,92460500
2421,66989,25016012,01- Annual,2016-01-01T00:00:00.000Z,4313800,23450200,27764000,18277800,65638900,83916700
2425,66989,25016012,01- Annual,2018-01-01T00:00:00.000Z,4313800,0,4313800,15666600,0,15666600
2429,66989,25016012,05- Review,2020-04-02T00:00:00.000Z,4795200,26941000,31736200,16042200,73839100,89881300
2433,66990,25016013,01- Annual,2018-01-01T00:00:00.000Z,494200,0,494200,1794900,0,1794900
2437,66990,25016013,01- Annual,2014-01-01T00:00:00.000Z,494200,0,494200,1794900,0,1794900
2441,66990,25016013,,2011-01-01T00:00:00.000Z,457300,0,457300,1684800,0,1684800
2445,66991,25016014,,2012-01-01T00:00:00.000Z,16100,0,16100,58400,0,58400
2449,66991,25016014,01- Annual,2015-01-01T00:00:00.000Z,16100,0,16100,64300,0,64300
2453,66991,25016014,01- Annual,2019-01-01T00:00:00.000Z,16100,0,16100,58400,0,58400
2457,66996,32006031,01- Annual,2019-01-01T00:00:00.000Z,373900,7273400,7647300,4520000,0,4520000
2461,66997,32006032,01- Annual,2020-01-01T00:00:00.000Z,0,629600,629600,0,0,0
2465,66999,32006034,01- Annual,2018-01-01T00:00:00.000Z,1247600,0,1247600,11620000,80040000,91660000
2469,67000,32006035,01- Annual,2019-01-01T00:00:00.000Z,0,0,0,0,1536600,1536600
2473,67062,28004212,03- Board of Equalization,2018-10-24T00:00:00.000Z,377200,1382700,1759900,14040000,53267900,67307900
2477,67062,28004212,03- Board of Equalization,2016-06-30T00:00:00.000Z,377200,1613200,1990400,16380000,50798500,67178500
2481,67062,28004212,,2010-01-01T00:00:00.000Z,362100,1583200,1945300,13160000,52029200,65189200
1660,54283,35003004,01- Annual,2015-01-01T00:00:00.000Z,217900,0,217900,9872000,0,9872000
1664,54284,35003005,01- Annual,2014-01-01T00:00:00.000Z,217900,0,217900,8974500,0,8974500
1668,54284,35003005,,2009-01-01T00:00:00.000Z,217900,0,217900,8461700,0,8461700
1672,54284,35003005,,2011-01-01T00:00:00.000Z,199700,0,199700,7692500,0,7692500
1676,54285,35003006,,2010-01-01T00:00:00.000Z,129900,1924200,2054100,5600000,73003600,78603600
1680,54285,35003006,01- Annual,2013-01-01T00:00:00.000Z,162400,2246800,2409200,7000000,91790100,98790100
1684,54285,35003006,05- Review,2016-09-22T00:00:00.000Z,162400,1977700,2140100,8100000,94753200,102853200
1688,54285,35003006,03- Board of Equalization,2018-08-03T00:00:00.000Z,162400,1944700,2107100,8600000,94207900,102807900
1692,54285,35003006,01- Annual,2016-01-01T00:00:00.000Z,162400,2351300,2513700,8100000,98582200,106682200
1696,54286,35003007,01- Annual,2019-01-01T00:00:00.000Z,162400,0,162400,8600000,0,8600000
1700,54286,35003007,,2008-01-01T00:00:00.000Z,162400,0,162400,6600000,0,6600000
1704,54286,35003007,,2010-01-01T00:00:00.000Z,129900,0,129900,5600000,0,5600000
1708,54287,35003008,,2011-01-01T00:00:00.000Z,148800,0,148800,6000000,0,6000000
1712,54287,35003008,,2009-01-01T00:00:00.000Z,162400,0,162400,6600000,0,6600000
1716,54287,35003008,01- Annual,2014-01-01T00:00:00.000Z,162400,0,162400,7000000,0,7000000
1720,54289,35003010,,2012-01-01T00:00:00.000Z,981000,0,981000,27295700,0,27295700
1724,54293,35003015,01- Annual,2015-01-01T00:00:00.000Z,232000,1000,233000,14906000,0,14906000
1728,54293,35003015,01- Annual,2019-01-01T00:00:00.000Z,196800,0,196800,16840400,0,16840400
1732,54294,35003016,01- Annual,2017-01-01T00:00:00.000Z,102800,0,102800,8793500,1000,8794500
1736,54294,35003016,01- Annual,2014-01-01T00:00:00.000Z,155800,1000,156800,5692600,0,5692600
1740,54295,35003017,01- Annual,2015-01-01T00:00:00.000Z,121100,1000,122100,7783300,0,7783300
1744,54295,35003017,01- Annual,2019-01-01T00:00:00.000Z,102800,0,102800,8793500,0,8793500
1748,54296,35003018,01- Annual,2017-01-01T00:00:00.000Z,102800,0,102800,8796700,1000,8797700
1752,54296,35003018,01- Annual,2014-01-01T00:00:00.000Z,155900,1000,156900,5694700,0,5694700
1756,54297,35003019,01- Annual,2015-01-01T00:00:00.000Z,121400,1000,122400,7802000,0,7802000
1760,54298,35003020,01- Annual,2019-01-01T00:00:00.000Z,123500,1000,124500,8783800,0,8783800
1764,54298,35003020,05- Review,2014-09-08T00:00:00.000Z,121300,0,121300,7084300,1000,7085300
1768,54299,35003021,01- Annual,2016-01-01T00:00:00.000Z,113100,1000,114100,7647400,0,7647400
1772,54325,35005022,01- Annual,2020-01-01T00:00:00.000Z,40800,78400,119200,25714000,75105700,100819700
1776,54325,35005022,03- Board of Equalization,2015-08-21T00:00:00.000Z,37700,70000,107700,23023000,75417900,98440900
