Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2010,03/04/2010,EQUINE DEATH,Aqueduct Racetrack (NYRA),3/8 pole.,Racing,Thoroughbred,Cloudy,San Naa,JOHN T. TOSCANO JR, ,San Naa-Tr. John Toscano-fx both RF sesamoids-euthanized,Euthanasia
2010,03/04/2010,EQUINE DEATH,Belmont Park (NYRA),Training Track,Training,Thoroughbred,Cloudy,One Seat Empty,JAMES T. RYERSON, ,One Seat Empty-Tr. James Ryerson-fx RF cannon bone-,Euthanasia
2010,03/04/2010,EQUINE DEATH,Yonkers Raceway,After finish,Racing,Harness,Cloudy & Cold,Pantomimist,SCOTT M. BLACKLER, ,Pantomimist-Tr. Scott Blackler-fx both LF sesamoids-euthanized 5 days later,Euthanasia
2010,03/05/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear,Venable,ANDREW B. BYLER, ,Venable-Tr. Andrew Byler-fell during warmup-scratched-horse uninjured,Steward's List
2010,03/07/2010,EQUINE DEATH,Belmont Park (NYRA), ,Training,Thoroughbred, ,Value Proposition,PATRICK J. KELLY, ,Value Propostion-Tr. Patrick Kelly-fx LF tibia-euthanized,Euthanasia
2010,03/09/2010,RACING INJURY,Yonkers Raceway,After finish,Racing,Harness,Clear,Active Trading,EDWARD (NED) J. URBANSKI JR, ,Active Trading-Tr. Edward Urbanski-RF lameness-soft tissue damage-laid up to recover,Lameness
2010,03/09/2010,STEWARDS/VETS LIST,Yonkers Raceway,After 3/4's,Racing,Harness,Clear,Samspace,PAUL BLUMENFELD, ,Samspace-Tr. Paul Blumenfeld-pulled up-choked down-DNF-respiratory infection-possible A Fib,Steward's List
2010,03/11/2010,EQUINE DEATH,Aqueduct Racetrack (NYRA),1/4 pole,Racing,Thoroughbred,Cloudy,Golden Caesar,PATRICK J. KELLY, ,Golden Caesar -Tr. Pat Kelly-fx both RF sesamoids-euthanized,Euthanasia
2010,03/11/2010,EQUINE DEATH,Belmont Park (NYRA),Belmont Training Track,Training,Thoroughbred,50's  clear,Iubiredecatel,JAMES G. KETTELL, ,Iubiredecatel-Tr. James Kettell-fx RF humerus-euthanized,Euthanasia
2010,03/11/2010,EQUINE DEATH,Belmont Park (NYRA),Belmont Training Track,Training,Thoroughbred,50's  clear,Share the Moment,BERNARDO J. CALLEJAS, ,Share the Moment-Tr. Bernardo Callejas-fx LF cannon bone & sesamoids-euthanized,Euthanasia
2010,03/13/2010,EQUINE DEATH,Belmont Park (NYRA),Barn 35,Other,Thoroughbred, ,Burns Up the Track,GREGORY J. DIPRIMA, ,Burns Up the Track-Tr. GregoryDiPrima-R stifle injury-euthanized,Euthanasia
2010,03/14/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear,Blissfull Jessie,MELISSA A. BECKWITH, ,Blissfull Jessie-Tr. Melissa Beckwith-poor performance-possible A fib-horse examined normal next day,Steward's List
2010,03/16/2010,STEWARDS/VETS LIST,Yonkers Raceway,After 3/4 pole,Racing,Harness,Clear,Fox Valley Devious,MATTHEW A. MEDEIROS, ,Fox Valley Devious-Tr. Matthew Medeiros-pulled up-DNF- A fib,Steward's List
2010,03/17/2010,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),After the race,Racing,Thoroughbred,Clear,Credit Limit,RICHARD A. VIOLETTE JR, ,Credit Limit -TR R Violette-vanned off track-Sprained ankle-rest recommended,Steward's List
2010,03/18/2010,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,approaching 3/4,Racing,Harness,Clear,Noble  Ian,WILLIAM R. MINTZ, ,Noble Ian-Tr. William Mintz-fx RF leg-euthanized,Euthanasia
2010,03/19/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Training Track,Training,Thoroughbred, ,Clever Muse,RAMON E. VASQUEZ, ,Clever Muse-Tr. Ramon Vasquez-fx RF sesamoid-euthanized,Euthanasia
2010,03/19/2010,EQUINE DEATH,Saratoga Gaming & Raceway,Training Track,Training,Harness,NA,Boardwalk,LINDA M. FLYNN, ,Boardwalk-Tr. Linda Flynn-fell over & died-suspected ruptured aorta,Equine Death
2010,03/19/2010,RACING INCIDENT,Aqueduct Racetrack (NYRA),Aqueduct,Racing,Thoroughbred,Sunny,Mt. Glittermore,STEVEN M. ASMUSSEN, ,Mt. Glittermore-Tr. Steven Asmussen-stumbled-vanned off-horse reported in good condition,Accident
2010,03/19/2010,STEWARDS/VETS LIST,Yonkers Raceway,After 3/4 pole,Racing,Harness,Clear,Brooklets Spencer,LANCE H. HUDSON, ,Brooklets Spencer-Tr. Lance Hudson-pulled up-DNF-A fib,Steward's List
2010,03/22/2010,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,approaching gate at start,Racing,Harness,Cloudy/rain,Odds on Laina,TODD J. MARCIANO, ,Odds on Laina-Tr. Todd Marciano-shut down approaching gate-wouldn't go-A fib-given rest & further tests-must requalify,Steward's List
2010,03/23/2010,EQUINE DEATH,Belmont Park (NYRA),Belmont,Other,Thoroughbred,na,Kaffie's Doll,BERNARDO J. CALLEJAS, ,Kaffie's Doll-Tr. Bernardo Callejas-severe LF laminitis-euthanized,Euthanasia
2010,03/24/2010,RACING INCIDENT,Aqueduct Racetrack (NYRA),Aqueduct,Racing,Thoroughbred,48 clear,Bindle Stick,BOB G. DUNHAM, ,Bindle Stick-Tr. Bob Dunham-stumbled-vanned off-strained ankle-back w/ no problems, 
2010,03/25/2010,FALL OF RIDER,Aqueduct Racetrack (NYRA),After start of 7th. Race.,Racing,Thoroughbred,Cloudy,Simmy,RICHARD A. VIOLETTE JR, ,Simmy-Tr. Richard Violette-stumbled & unseated rider Alan Garcia-no injuries reported,Accident
2010,03/26/2010,STEWARDS/VETS LIST,Yonkers Raceway,After 3/4 Pole,Racing,Harness,Clear & Cold,Mon Ami Hall,DENNIS J. WATSON, ,Mon Ami Hall-Tr. Dennis Watson-pulled up-DNF-ambulanced off-A fib,Steward's List
2010,03/27/2010,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA), ,Racing,Thoroughbred,Clear 45*,Love's Blush,RODNEY JENKINS, ,Love's Blush-Tr. Rodney Jenkins-removed by horse ambulance-horse is fine,Steward's List
2010,03/31/2010,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Bachstrech main track,Racing,Harness,couldy 54 degrees,Goin to the gate,WILLIAM L. PARKER JR, ,Goin To The Gate-Tr. William Parker-horse choked & fell-scratched-horse ok,Steward's List
2010,04/02/2010,EQUINE DEATH,Belmont Park (NYRA),barn 12A,Training,Thoroughbred, ,Chicktowaga,MELVIN C. WINNEY, ,Chicktowaga-Tr. Melvin Winney-slipped in training-possible fx pelvis-later found dead in stall,Equine Death
2010,04/02/2010,EQUINE DEATH,Belmont Park (NYRA),Half mile pole,Training,Thoroughbred,57* Clear,Merit Badge,JACQUELINE L. FALK, ,Merit Badge-Tr. Jacqueline Falk-fx L Humerus while breezing-euthanized,Euthanasia
2010,04/03/2010,EQUINE DEATH,Aqueduct Racetrack (NYRA),Aqueduct,Racing,Thoroughbred, ,El Rocco,BRUCE N. LEVINE, ,El Rocco-Tr. Bruce Levine-ambulanced off-L carpal slab fx-euthanized,Euthanasia
2010,04/04/2010,EQUINE DEATH,Buffalo Raceway,Barn 13 Buffalo Raceway,Other,Harness, ,Kinkora Road,JOHN J. BLANDO, ,Kinkora Road-Tr. John Blando-hind limb weakness-unable to stand-euthanized,Euthanasia
2010,04/05/2010,EQUINE DEATH,Belmont Park (NYRA),Barn #6,Other,Thoroughbred,Clear,Turaath,OSCAR S. BARRERA JR, ,Turaath-Tr. Oscar Barrera-endstage EPM  Protozoal Myeloencephalitis-euthanized,Euthanasia
2010,04/08/2010,EQUINE DEATH,Aqueduct Racetrack (NYRA),Aqueduct,Racing,Thoroughbred,Cloudy 60*,Coal Baron,BRUCE R. BROWN, ,Coal Baron-Tr. Bruce Brown-pulled up and fell-ambulanced off-fx L humerus-euthanized,Euthanasia
2010,04/11/2010,EQUINE DEATH,Belmont Park (NYRA),3/8 pole training track,Training,Thoroughbred, ,Sao Sebah,PAULO H. LOBO, ,Sao Sebah-Tr. Paulo Lobo-fx both LF sesamoids-euthanized next day,Euthanasia
2010,04/11/2010,RACING INJURY,Aqueduct Racetrack (NYRA),1/4 Pole,Racing,Thoroughbred,65* Sunny,Pop Panebianco,OSVALDO ROJAS, ,Pop Panebianco-Tr. Osvaldo Rojas-pulled up-ambulanced off-LF suspensory damage-horse retired,Injury
2010,04/11/2010,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),At the gate,Racing,Thoroughbred,65* Clear,Counterfeit Booboo,PATRICK J. KELLY, ,Counterfeit Booboo-Tr. Patrick Kelly-flipped at starting gate-scratched-no injuries reported,Steward's List
2010,04/11/2010,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Starting Gate,Racing,Thoroughbred,65 * Clear,Royal Waltz,RODRIGO A. UBILLO, ,Royal Waltz-Tr. Rodrigo Ubillo-hit by another horse that flipped at gate-scratched-horse uninjured,Steward's List
2010,04/11/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness, ,Grayter Raider,JEFFREY S. DESLANDES, ,Grayter Raider-Tr. Jeffrey Deslandes-lame LF leg-scratched-horse to be rested,Steward's List
2010,04/15/2010,ACCIDENT - ON TRACK,Aqueduct Racetrack (NYRA),3/8 pole on turf course,Racing,Thoroughbred,*70,Mount Karakouram,JEFFREY K. ODINTZ, ,Mount Karakouram-Tr. Jeffrey Odintz-fell over another horse unseating rider-body soreness-horse ok after few days-rider uninjured,Accident
2010,04/15/2010,EQUINE DEATH,Aqueduct Racetrack (NYRA),3/8 pole on Turf Course,Racing,Thoroughbred,70* Clear,Long Con,EDWARD LOTRUGLIO, ,Long Con-Tr. Edward Lotuglio-fell& another horse fell over him-fx R humerus-euthanized,Euthanasia
2010,04/15/2010,RACING INJURY,Aqueduct Racetrack (NYRA),After the finish of the 6th race,Racing,Thoroughbred,70* Clear,My Golden Knight,BRUCE R. BROWN, ,My Golden Knight-Tr. Bruce Brown-fx LF cannon bone-to Ruffian Clinic for surgery to repair-retire after recouping,Injury
2010,04/16/2010,EQUINE DEATH,Buffalo Raceway,Buffalo Raceway,Racing,Harness,cool and rainy,Fire and Art,GERALD W. SARAMA, ,Fire and Art-Tr. Gerald Sarama- broke & unseating driver-fx RF ankle-euthanized 3 days later,Euthanasia
2010,04/17/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear,Hero's Cavalcade,KERRY M. PRATT, ,Hero's Cavalcade-Tr. Kerry Pratt-RF leg tendon injury-resting,Steward's List
2010,04/18/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear,Princess Tiana,FRANK CALCAGNI, ,Princess Tiana-Tr. Frank Calcagni-LF cracked patern bone-horse retired,Steward's List
2010,04/19/2010,EQUINE DEATH,Belmont Park (NYRA),Belmont barn # 11,Other,Thoroughbred,65* clear,Dancing Destiny,KIARAN P. MCLAUGHLIN, ,Dancing Destiny-Tr. Kiaran McLaughlin-severe laminitis-euthanized,Euthanasia
2010,04/20/2010,EQUINE DEATH,Belmont Park (NYRA),Belmont barn # 27,Other,Thoroughbred,Clear,Frontal Stride,THOMAS M. BUSH, ,Frontal Stride-Tr. Thomas Bush-complications of L hock joint infection-euthanized,Euthanasia
2010,04/20/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,LITTLE SNEAK,ILMAR A. LOAIZA, ,Little Sneak-Tr. Ilmar Loaiza-LH condylar fx-euthanized,Euthanasia
2010,04/21/2010,EQUINE DEATH,Buffalo Raceway,Track @ Buffalo Raceway,Racing,Harness,clear and 61 degrees,Sportin Kash,CLINTON G. GALBRAITH, ,Sportin Kash-Tr. Clinton Galbraith-collapsed and died on track-possible heart attack,Equine Death
2010,04/21/2010,RACING INCIDENT,Aqueduct Racetrack (NYRA),Aqueduct Racetrack,Unknown,Thoroughbred,Clear,Raffinator,JAMES T. RYERSON, ,Raffinator-Tr. James Tyerson-stumbled at start-no injuries to horse or rider,Accident
2010,04/21/2010,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),3/8 pole,Racing,Thoroughbred,Sunny,Fast Spender,CARLOS F. MARTIN, ,Fast Spender-Tr. Carlos Martin-pulled up-L knee lameness-given time off,Steward's List
2010,04/23/2010,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn # 7,Training,Thoroughbred,65 degrees  Sunny,Air Space,RICHARD A. VIOLETTE JR, ,Air Space Euthenized,Euthanasia
2010,04/23/2010,STEWARDS/VETS LIST,Vernon Downs,Paddock,Racing,Harness,Clear,BJ Superman,WESLEY J. MILLER, ,BJ Superman-Tr. Wesley Miller-lameness RF-scratched,Steward's List
2010,04/24/2010,EQUINE DEATH,Aqueduct Racetrack (NYRA),After finish,Racing,Thoroughbred,70's clear,Prince of Iron,BERNARDO J. CALLEJAS, ,Prince Of Iron-Tr. Bernardo Callejas-ruptured LH suspensory-euthanized,Euthanasia
2010,04/24/2010,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn 2,Training,Thoroughbred,Clear 70*,Solar Flare,ANTHONY W. DUTROW, ,Solar Flare-Tr. Anthony Dutrow-shattered both RF sesamoids-euthanized,Euthanasia
2010,04/24/2010,EQUINE DEATH,Saratoga Gaming & Raceway,Saratoga,Racing,Harness, ,Capital Advisor,JOHN G. MONGEON JR, ,Capital Advisor-Tr. John Mngeon-fx pastern bone-euthanized,Euthanasia
2010,04/25/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Other,Thoroughbred, ,BAY GUARD,FREDERICK A. LINDSAY, ,Bay Guard-Tr. Frederick Lindsay-found in stall with severe head trauma-euthanized,Euthanasia
2010,04/25/2010,RACING INJURY,Aqueduct Racetrack (NYRA),Aqueduct Racetrack,Racing,Thoroughbred,Cloudy  58,Oeuf a La Neige,JOSEPH G. PARKER, ,Oeuf a La Neige-Tr. Joseph Parker-injured LF tendon-given 4 months to heal,Injury
2010,04/25/2010,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Aqueduct,Racing,Thoroughbred,Showery,Always's a Party,JOHN P. TERRANOVA II, ,Always a Party-Tr. John Terranova II-unseated rider-horse sustained minor lacerations-rider uninjured,Steward's List
2010,04/25/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear,Grayter Raider,JEFFREY S. DESLANDES, ,Grayter Raider-Tr. Jeffrey Deslandes-LF leg lameness-scratched-rest recommended,Steward's List
2010,04/26/2010,RACING INCIDENT,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,SUNSET HEIGHTS,JASON F. GILIFORTE, ,Sunset Heights-Tr. Jason Giliforte-stumbled and unseated rider-no injuries reported,Accident
2010,04/28/2010,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Monticello,Racing,Harness,cloudy,Christian Chapel N,JAMIE P. GERARD,GREGORY MERTON,Christian Chapel N-Tr. Jamie Gerard-injury to left stifle-scratched-turned out-must requalify,Steward's List
2010,04/30/2010,EQUINE DEATH,Belmont Park (NYRA),1/8 pole,Racing,Thoroughbred,65* Sunny,Way to Karakorum,JEFFREY K. ODINTZ, ,Way to Karakorum-Tr. Jeffrey Odintz-fx both RF sesamoids-euthanized,Euthanasia
2010,04/30/2010,RACING INCIDENT,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,Clear 65*,Wadi Suki,RAINDRANAUTH . PERSAUD RANDI, ,Wadi Suki-Tr. R. Persaud- pulled up-ambulanced off-no injuries, 
2010,05/01/2010,EQUINE DEATH,Belmont Park (NYRA),1/16 pole training track,Training,Thoroughbred,Clear 75*,U S Calvary,GREGORY J. DIPRIMA, ,U S Calvalry-Tr. Gregory DiPrima-R carpal slab fx-euthanized,Euthanasia
2010,05/01/2010,EQUINE DEATH,Belmont Park (NYRA),Stall or barn,Training,Thoroughbred,Clear,Never Dream,JAMES J. TONER, ,Never Dream-Tr. James Toner-post-op complications causing colitis-euthanized,Euthanasia
2010,05/02/2010,RACING INJURY,Belmont Park (NYRA),After finish,Racing,Thoroughbred,75* Clear,Doris D.,GREGORY J. DIPRIMA, ,Doris D.-Tr. Gregory DiPrima-chip fx LF knee-deciding on surgery or retirement,Injury
2010,05/03/2010,EQUINE DEATH,Belmont Park (NYRA), ,Other,Thoroughbred,62* Cloudy,Zip Moment,WILLIAM BADGETT JR, ,Zip Moment-Tr. William Badgett  Jr.-worsening CNS developmental disorder-euthanized,Euthanasia
2010,05/05/2010,RACING INJURY,Belmont Park (NYRA), ,Racing,Thoroughbred,75* Clear,No More Stress,RICHARD E. DUTROW JR, ,No More Stress-Tr. Richard Dutrow-ambulanced off track-no apparent injury-given time off,Lameness
2010,05/05/2010,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,1/4 Pole,Racing,Harness,Clear / fast track,Eagles together N,MICHAEL J. CARRUBBA,JAMES J. DEVAUX,Eagles Together N-Tr. Mike Carrubba-pulled up-A fib-must requalify,Steward's List
2010,05/06/2010,EQUINE DEATH,Belmont Park (NYRA),1/4 pole,Racing,Thoroughbred,70* Clear,Check It Twice,DAVID JACOBSON, ,Check It Twice-Tr. David Jacobson-fx RH cannon bone-euthanized,Euthanasia
2010,05/07/2010,EQUINE DEATH,Aqueduct Racetrack (NYRA),Finish line,Training,Thoroughbred,70* Clear,Break Water Edison,RICHARD E. DUTROW JR, ,Break Water Edison-Tr. Richard Dutrow-fx R humerus-euthanized,Euthanasia
2010,05/07/2010,EQUINE DEATH,Belmont Park (NYRA),1/8 pole,Racing,Thoroughbred,70* Clear,Enchanted Storm,JAMES T. RYERSON, ,Enchanted Storm-Tr. James Ryerson-fell & fx RF leg-euthanized-rider uninjured,Euthanasia
2010,05/07/2010,RACING INJURY,Belmont Park (NYRA),After running of 2nd.race,Racing,Thoroughbred,Clear 70*,Afleeting Lady,THOMAS ALBERTRANI, ,Afleeting Lady-Tr. Thomas Albertrani-fx RF ankle-sent for surgery in KY-resting on farm,Injury
2010,05/08/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness, ,Matchstick Man,MICHAEL J. GIROUARD, ,Matchstick Man-Tr. Michael Girouard-LF lameness-must requalify,Steward's List
2010,05/09/2010,RACING INJURY,Belmont Park (NYRA),Immediately following race.,Racing,Thoroughbred,Cloudy 59*,Jed Greeley,WILLIAM BADGETT JR, ,Jed Greeley-Tr. William Badgett-ambulanced off-LF leg soft tissue injury-6 months off to recover,Injury
2010,05/11/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Training,Thoroughbred, ,ROYAL IRISH PRIZE,CHARLTON A. BAKER, ,Royal Irish Prize-Tr. Charlton Baker-flipped at starting gate-suffered severe head trauma & died,Equine Death
2010,05/11/2010,RACING INCIDENT,Yonkers Raceway,On Gate,Racing,Harness,Cloudy,Cracker Stoney,JOSEPH S. ANDERSON, ,Cracker Stoney-Tr. Joseph Anderson-Broken Equipment-DNF-no injuries reported,Accident
2010,05/12/2010,RACING INCIDENT,Belmont Park (NYRA),After finish,Racing,Thoroughbred,59* Cloudy,Dana's Bell,DIANE C. BALSAMO, ,Dana's Bell-Tr. Diane Balsamo-pulled up-ambulanced off-no injuries reported, 
2010,05/12/2010,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,DNF,Racing,Harness,rain-  very sloppy track,Radical Reaction,TODD J. MARCIANO,MICHAEL J. MERTON,Radical Reaction-Tr. Todd Marciano-raced poorly due to sloppy track-DNF-no injuries reported,Steward's List
2010,05/13/2010,EQUINE DEATH,Belmont Park (NYRA),Barn 47,Racing,Thoroughbred,N/A,Smokey Eyes,CARLOS F. MARTIN, ,Smokey Eyes-Tr. Carlos Martin-post op complications from LH leg injury sustained in 2/18/10 race-developed infection-euthanized 5/11/10,Euthanasia
2010,05/13/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack, ,Other,Thoroughbred, ,HALO'S TIGER,JEREMIAH C. ENGLEHART, ,Halo's Tiger-Tr. Jeremiah Englehart-severe osteoarthritis LF fetlock-euthanized,Euthanasia
2010,05/13/2010,RACING INJURY,Belmont Park (NYRA),1/4 pole,Racing,Thoroughbred,65* Clear,Cape Cod Carrie,NICHOLAS P. ZITO, ,Cape Cod Carrie-Tr. Nick Zito-R knee injury-surgery-retired-brood mare,Injury
2010,05/14/2010,EQUINE DEATH,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,71 degrees clear,Hurricane Run,BRIAN M. CROSS, ,Hurricane Run-Tr. Brian Cross-collapsed and died after finishing race,Equine Death
2010,05/14/2010,STEWARDS/VETS LIST,Buffalo Raceway,Paddock Area,Racing,Harness,clear and 63 degrees,DWIGHT'S CHARLENE,JAMES  (JIM) P. GRAHAM, ,Dwight's Charlene-Tr. James Graham-LF lameness-scratched-will be rested,Steward's List
2010,05/15/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Training Track,Training,Thoroughbred, ,DRIVEN BY SAARLAND,JEREMIAH C. ENGLEHART, ,Driven by Saarland-Tr. Jeremiah Englehart-sustained mid-body fx both RF sesamoids during workout-euthanized,Euthanasia
2010,05/15/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Warm-up,Racing,Harness, ,Who's Sorry Now,RICHARD A. MATHURIN JR., ,Who's Sorry Now-Tr. Richard Mathurin  Jr.-horse dropped sustaining RF leg abrasion-horse ok,Steward's List
2010,05/16/2010,RACING INCIDENT,Belmont Park (NYRA),Starting Gate,Racing,Thoroughbred,Sunny,Zip of Fools,DAVID JACOBSON, ,Zip of Fools-Tr. David Jacobson-broke through gate unseating rider-scratched-no injuries reported,Accident
2010,05/16/2010,RACING INJURY,Belmont Park (NYRA),After race,Racing,Thoroughbred,Sunny,Pow Wow,ANTHONY W. DUTROW,RAMON A. DOMINGUEZ,Pow Wow-Tr. Anthony Dutrow-fx foot-surgery-to farm to recover,Injury
2010,05/17/2010,ACCIDENT - IN STARTING GATE,Finger Lakes Gaming & Racetrack,Starting Gate,Racing,Thoroughbred,Overcast,FREUD IAN THEORY,MICHAEL A. LECESSE, ,Freud Ian Theory-Tr. Michael Lecesse-stumbled unseating rider-no injuries reported,Accident
2010,05/17/2010,EQUINE DEATH,Belmont Park (NYRA),Training,Training,Thoroughbred,Cloudy 74*,Galento,SCOTT M. SCHWARTZ, ,Galento-Tr. Scott Schwartz-fx RH cannon bone-euthanized 2 days later,Euthanasia
2010,05/19/2010,RACING INCIDENT,Belmont Park (NYRA),After finish,Racing,Thoroughbred,Cloudy 60*,My Forest Baby,LINDA L. RICE, ,My Forest BabyTr. Linda Rice-pulled up-ambulanced off-R ankle soreness-horse ok,Lameness
2010,05/20/2010,EQUINE DEATH,Belmont Park (NYRA),One mile & 3/8,Training,Thoroughbred,Clear 65*,Edashor,PAULINO O. ORTIZ, ,Edashor-Tr. Paulino Ortiz-fx R humerus-euthanized,Euthanasia
2010,05/21/2010,EQUINE DEATH,Belmont Park (NYRA),7/8 pole,Training,Thoroughbred,65* clear,Lets Fly Away,RAMON M. HERNANDEZ, ,Lets Fly Away-Tr. Ramon Hernandez-fx both RF sesamoids-euthanized,Euthanasia
2010,05/21/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Other,Thoroughbred, ,GALAXY EXPRESS,OSCAR S. BARRERA JR, ,Galaxy Express-Tr. Oscar Barrera-massive edema resulting in airway constriction-euthanized,Euthanasia
2010,05/22/2010,EQUINE DEATH,Belmont Park (NYRA),Ruffian Equine equine hospital,Other,Thoroughbred,65* Cloudy,Jabbar,KERIANN L. MCGILLYCUDDY, ,Jabbar-Tr. Kiera McGillycuddy-died from post-op complications-colic surgery,Equine Death
2010,05/22/2010,RACING INJURY,Belmont Park (NYRA),1/4 pole,Racing,Thoroughbred,65* cloudy,Blow Up,JOHN T. TOSCANO JR, ,Horse Blow Up was pulled up at the 1/4 pole and walk off under his own power, 
2010,05/22/2010,RACING INJURY,Belmont Park (NYRA),After finish,Unknown,Thoroughbred,70* Cloudy,Rare Cut,JOHN P. CAMPO JR, ,Horse Rare Cut was taken off the track on the horse ambulance after the finish of the 2nd race,Injury
2010,05/22/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Unknown,Harness,Clear,Matchstick Man,ANTHONY (TONY) A. CIUFFETELLI, ,Horse Matchstick Man  TR Anthony Ciuffetelli SLN,Lameness
2010,05/23/2010,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Warm up,Racing,Harness,Clear,Oak Hill,DOUGLAS R. BENNETT, ,Oak Hill - Tr. Doug Bennett - Injury to LF tendon - scratched - DNR,Injury
