ID,Year,Method,"CLL.A.1_Quality of cultural and learning services and programs in Austin (e.g. libraries, museums, cultural centers and events)","CLL.A.3_Quality of the City's cultural and learning facilities (e.g. libraries, cultural centers, City museums)",CLL.A.4_Attended a cultural event or program organizedby the City in the past 6 months,CLL.A.5_Overall quality of life in the city,CLL.A.5_Have you participated in a City of Austin recreation program/event?,CLL.C.1_The City of Austin as a place where I feel welcome,CLL.D.1_Austin is a place that honors and preserves my personal heritage,CLL.E.1_CLL.E.2_Have you participated in a lifelong learning activity in the past 3 months (learning activity or class unrelated to work),"CLL.E.3_City-offered lifelong learning events, activities, and resources (Classes or learning materials)",HE.C.3_Overall quality of City of Austin parks and recreation programs or classesoffered by the City,"HE.C.3_Quality of City of Austin Park facilities (includes recreation, senior, nature,cultural centers and museums)",HE.C.3_Special/Weighted Measure,HE.E.2_I have frequent contact with friends and neighbors outside of my home,S.A.1_I feel safe in my neighborhood during the day,S.A.1_I feel safe in my neighborhood at night,S.A.1_I feel safe walking alone downtown during the day,S.A.1_I feel safe in my home,S.A.1_I feel safe walking alone downtown at night,S.A.1_S.B.4_I feel safe in my workplace,S.A.1_I feel safe in city parks,S.A.1_Special/Weighted Measure,S.A.2_I trust Austin Police Department (APD),S.A.2_I trust Austin Fire Department (AFD),S.A.2_I trust Emergency Medical Services (EMS),S.A.2_Special/Weighted Measure,"S.A.3_I am confident that in case of an emergency, my response will be delivered effectively","S.B.3_I have sufficient knowledge and understanding of community laws, codes, and ordinances",S.C.2_I have access to information and education on disasters and other major emergencies,"S.C.3_I feel prepared to help myself, my family, and my neighbors to respond to disasters and major emergencies","S.D.2_I feel I was treated fairly during my enforcement process (arrests, tickets, warnings, code violations)","S.D.2_I feel I was treated fairly during my judicial process (traffic and parking ticket processing, fine collections, misdemeanor court case appearances)",S.D.2_Special/Weighted Measure,M.B.2_Cost of transportation to get around Austin,M.B.3_Did your household reduce the total number of cars owned/leased in the household by one or more within the last year?,"M.C.2_Transportation options (aside from personal vehicle) to get around Austin (e.g. ride share, but/train, bike, walk)","M.E.1_Condition of major city streets (Congress Ave, Lamar, South First, Burnet, etc.)",M.E.2_Overall maintenance of city sidewalks,"GTW.B.6_Condition of City facilities and buildings (e.g. clean, safe, accessible)",GTW.B.6_Special/Weighted Measure,GTW.C.1_Services provided by the City’s 3-1-1 assistance telephone number,GTW.C.2_GTW.F.1_Overall quality of services provided by the City of Austin,GTW.C.3_Overall value that you receive for your city tax dollars and fees,GTW.E.2_Civic engagement experience with the City,GTW.E.3_The City’s effort to support dialogue between residents and government,GTW.G.1_Employees of the City of Austin are ethical in the way they conduct City business.,GTW.G.6_The City's efforts to be fair,GTW.G.6_The City's efforts to be transparent,GTW.G.6_Special/Weighted Measure,City,Council District,Block Level X Longitude,Block Level Y Latitude
2018_8175,01/01/2018 12:00:00 AM,Mail,3,3,0,3,0,3,3,0,3,4,4,0.6894,3,3,3,3,3,3,3,3,.7355,3,3,3,.8157,3,3,3,3,3,3,.547,3,,3,3,3,3,0.61,3,3,3,3,3,3,3,3,.3849,Austin,5,-97.803,30.174
2018_8169,01/01/2018 12:00:00 AM,Mail,4,4,1,3,0,2,1,0,4,3,2,0.6894,5,4,4,3,4,1,4,3,.7355,3,4,4,.8157,4,5,5,5,3,3,.547,2,,3,3,1,3,0.61,4,4,3,3,3,4,3,4,.3849,Austin,4,-97.703,30.347
2018_8170,01/01/2018 12:00:00 AM,Mail,9,9,0,5,0,5,3,0,9,4,4,0.6894,3,4,4,4,5,4,5,4,.7355,5,5,5,.8157,5,4,3,4,9,,.547,3,,4,3,3,9,0.61,5,4,3,3,4,4,3,3,.3849,Austin,1,-97.684,30.306
2018_8171,01/01/2018 12:00:00 AM,Mail,5,5,0,5,0,5,4,0,9,4,4,0.6894,5,5,5,4,5,1,5,5,.7355,4,5,5,.8157,4,1,5,5,9,4,.547,4,,4,5,5,4,0.61,4,3,1,3,2,3,2,2,.3849,Austin,2,-97.741,30.165
2018_8172,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,9,3,0,9,9,4,0.6894,5,4,3,3,4,1,4,4,.7355,4,5,5,.8157,4,4,4,4,9,,.547,3,,2,4,3,4,0.61,4,4,4,4,4,9,3,3,.3849,Austin,4,-97.694,30.345
2018_8174,01/01/2018 12:00:00 AM,Mail,4,4,1,4,1,4,4,0,4,4,2,0.6894,4,4,4,2,4,4,4,4,.7355,2,4,4,.8157,4,4,4,4,4,4,.547,4,,4,4,2,4,0.61,4,4,4,4,4,4,4,4,.3849,Austin,4,-97.674,30.358
2018_8177,01/01/2018 12:00:00 AM,Mail,5,5,0,5,0,3,2,0,9,9,9,0.6894,3,5,4,9,4,9,9,9,.7355,3,9,9,.8157,9,4,9,3,9,,.547,9,,5,4,9,9,0.61,9,2,9,9,9,2,9,2,.3849,Austin,5,-97.84,30.148
2018_8178,01/01/2018 12:00:00 AM,Mail,9,9,0,5,1,5,9,0,9,5,2,0.6894,5,5,2,4,5,1,5,1,.7355,5,5,5,.8157,5,4,5,5,9,,.547,4,,4,4,4,5,0.61,5,4,4,4,2,5,5,4,.3849,Austin,2,-97.793,30.19
2018_8179,01/01/2018 12:00:00 AM,Mail,3,3,0,2,1,2,3,0,3,3,3,0.6894,4,3,2,4,3,3,4,4,.7355,3,4,3,.8157,3,4,3,4,9,,.547,2,,2,2,3,3,0.61,4,2,3,3,1,3,4,3,.3849,Austin,4,-97.689,30.344
2018_8180,01/01/2018 12:00:00 AM,Mail,9,9,0,5,0,5,9,0,9,3,3,0.6894,4,4,4,9,4,9,4,9,.7355,9,9,9,.8157,9,9,9,9,9,,.547,9,,9,9,9,9,0.61,9,9,9,9,9,9,9,9,.3849,Austin,2,-97.737,30.164
2018_8181,01/01/2018 12:00:00 AM,Mail,9,9,0,5,0,5,5,0,9,4,4,0.6894,1,4,2,5,2,4,5,5,.7355,5,5,5,.8157,5,4,5,4,9,,.547,9,,4,5,5,5,0.61,5,5,5,5,4,5,5,5,.3849,Austin,4,-97.702,30.318
2018_8182,01/01/2018 12:00:00 AM,Mail,4,4,1,5,0,5,4,0,4,5,5,0.6894,4,5,5,5,5,5,5,5,.7355,4,4,5,.8157,4,4,4,5,3,4,.547,4,,3,4,4,4,0.61,4,4,4,4,5,4,4,4,.3849,Austin,5,-97.793,30.252
2018_8184,01/01/2018 12:00:00 AM,Mail,5,5,0,5,0,5,5,0,5,9,9,0.6894,4,5,4,3,5,1,5,5,.7355,4,5,5,.8157,5,3,5,4,4,4,.547,3,,2,4,4,9,0.61,5,3,2,3,3,2,2,2,.3849,Austin,6,-97.787,30.444
2018_8192,01/01/2018 12:00:00 AM,Mail,3,4,0,4,0,4,9,0,9,4,4,0.6894,3,4,4,5,5,5,5,5,.7355,4,4,4,.8157,4,3,4,5,4,4,.547,3,,4,4,3,4,0.61,9,3,3,4,3,9,4,4,.3849,Austin,6,-97.813,30.453
2018_8185,01/01/2018 12:00:00 AM,Mail,5,5,0,3,0,4,5,0,5,9,4,0.6894,5,4,4,9,4,9,4,4,.7355,5,5,5,.8157,5,9,4,3,9,,.547,3,,3,2,3,3,0.61,4,3,3,9,4,9,3,3,.3849,Austin,4,-97.705,30.369
2018_8186,01/01/2018 12:00:00 AM,Mail,9,9,0,4,0,4,3,0,9,4,4,0.6894,4,4,4,4,4,4,5,4,.7355,4,4,4,.8157,4,3,4,4,9,,.547,2,,2,3,4,3,0.61,3,3,4,3,4,4,3,3,.3849,Austin,6,-97.79,30.488
2018_8188,01/01/2018 12:00:00 AM,Mail,3,3,0,3,0,1,2,0,3,4,4,0.6894,4,4,4,1,4,4,4,3,.7355,3,4,3,.8157,3,4,4,4,3,3,.547,3,,4,1,3,3,0.61,3,4,1,3,3,3,2,5,.3849,Austin,7,-97.726,30.43
2018_8190,01/01/2018 12:00:00 AM,Mail,9,9,0,4,0,3,3,0,9,9,9,0.6894,4,4,3,9,4,9,9,9,.7355,4,4,4,.8157,4,3,3,3,9,,.547,9,,1,3,3,5,0.61,9,4,3,9,3,5,9,9,.3849,Austin,7,-97.711,30.426
2018_8193,01/01/2018 12:00:00 AM,Mail,9,9,0,9,0,9,9,0,9,9,9,0.6894,9,9,9,9,,9,9,9,.7355,9,9,9,.8157,9,9,9,9,9,,.547,3,,2,4,9,9,0.61,9,9,9,9,9,9,9,9,.3849,Austin,7,-97.748,30.327
2018_8194,01/01/2018 12:00:00 AM,Mail,5,5,1,5,1,5,5,0,5,5,5,0.6894,5,5,5,5,5,5,5,5,.7355,5,5,5,.8157,5,5,5,5,5,5,.547,3,,1,5,5,5,0.61,5,3,5,4,4,5,3,2,.3849,Austin,4,-97.693,30.308
2018_8196,01/01/2018 12:00:00 AM,Mail,5,5,0,4,0,5,3,0,5,5,5,0.6894,5,5,4,5,5,4,5,4,.7355,5,5,5,.8157,5,5,5,5,5,5,.547,3,,3,5,5,5,0.61,5,5,5,5,5,5,5,5,.3849,Austin,10,-97.767,30.288
2018_8281,01/01/2018 12:00:00 AM,Mail,4,9,0,4,0,4,9,0,9,3,4,0.6894,2,4,4,4,4,4,4,4,.7355,4,4,4,.8157,4,2,3,3,9,,.547,3,,3,4,4,4,0.61,3,4,4,3,3,9,9,9,.3849,Austin,7,-97.697,30.389
2018_8197,01/01/2018 12:00:00 AM,Mail,5,5,1,4,0,5,5,0,5,4,5,0.6894,5,4,3,4,4,3,5,3,.7355,5,5,5,.8157,5,1,5,5,5,5,.547,1,,2,4,4,9,0.61,9,4,5,4,4,4,4,4,.3849,Austin,6,-97.763,30.495
2018_8208,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,3,0,4,9,9,0.6894,2,4,2,4,4,1,4,4,.7355,5,5,5,.8157,5,2,4,4,9,,.547,4,,2,1,4,3,0.61,9,3,2,3,3,3,3,3,.3849,Austin,4,-97.719,30.321
2018_8198,01/01/2018 12:00:00 AM,Mail,9,9,0,4,0,3,9,0,9,9,9,0.6894,4,4,4,4,4,2,4,9,.7355,4,4,4,.8157,4,2,4,4,9,,.547,9,,9,1,4,3,0.61,2,3,1,9,3,9,9,9,.3849,Austin,2,-97.791,30.192
2018_8199,01/01/2018 12:00:00 AM,Mail,3,3,1,4,1,4,3,1,3,3,4,0.6894,5,5,4,4,4,3,5,4,.7355,2,5,3,.8157,9,2,9,3,2,3,.547,4,,3,3,3,2,0.61,9,3,3,3,3,3,3,4,.3849,Austin,6,-97.798,30.443
2018_8201,01/01/2018 12:00:00 AM,Mail,5,5,0,4,0,5,9,0,9,4,4,0.6894,9,9,9,4,4,9,4,4,.7355,5,5,4,.8157,9,9,2,2,9,,.547,9,,4,4,4,4,0.61,4,5,4,9,4,5,4,9,.3849,Austin,4,-97.703,30.348
2018_8202,01/01/2018 12:00:00 AM,Mail,9,9,0,5,0,5,9,0,9,9,3,0.6894,3,5,5,5,5,3,5,4,.7355,4,4,4,.8157,3,9,3,4,9,,.547,4,,2,4,4,9,0.61,9,4,3,9,4,9,9,9,.3849,Austin,6,-97.831,30.438
2018_8204,01/01/2018 12:00:00 AM,Mail,5,5,1,4,0,4,4,0,4,5,5,0.6894,4,4,4,4,4,9,4,4,.7355,3,4,4,.8157,4,3,4,4,9,,.547,9,,4,3,3,4,0.61,4,4,2,4,4,5,1,3,.3849,Austin,4,-97.685,30.375
2018_8205,01/01/2018 12:00:00 AM,Mail,4,4,0,3,0,4,3,0,4,9,9,0.6894,5,4,4,9,4,9,9,3,.7355,5,5,5,.8157,5,4,2,3,9,,.547,9,,9,4,9,9,0.61,5,4,2,9,3,3,2,2,.3849,Austin,7,-97.684,30.406
2018_8206,01/01/2018 12:00:00 AM,Mail,3,3,0,3,0,3,3,0,3,3,3,0.6894,4,4,4,3,4,3,5,3,.7355,4,4,4,.8157,4,4,5,5,9,,.547,9,,9,2,3,3,0.61,3,3,3,3,3,9,3,3,.3849,Austin,2,-97.759,30.171
2018_8207,01/01/2018 12:00:00 AM,Mail,5,5,0,4,0,4,5,0,5,9,4,0.6894,4,4,3,4,4,4,9,3,.7355,5,5,5,.8157,4,4,4,4,4,4,.547,4,,4,3,3,5,0.61,5,5,3,5,4,5,5,4,.3849,Austin,2,-97.741,30.165
2018_8209,01/01/2018 12:00:00 AM,Mail,5,5,1,4,0,5,4,0,5,4,5,0.6894,4,4,4,3,4,9,4,3,.7355,4,4,4,.8157,3,9,4,4,9,,.547,9,,4,3,4,3,0.61,4,4,4,3,3,9,3,3,.3849,Austin,7,-97.744,30.333
2018_8210,01/01/2018 12:00:00 AM,Mail,4,4,1,4,1,3,2,0,3,4,4,0.6894,4,4,4,4,4,3,4,4,.7355,4,4,4,.8157,4,3,4,4,9,,.547,9,,9,3,3,4,0.61,4,4,2,3,3,4,3,2,.3849,Austin,2,-97.736,30.19
2018_8212,01/01/2018 12:00:00 AM,Mail,4,4,1,4,0,4,4,0,3,3,3,0.6894,4,4,4,4,4,4,4,4,.7355,2,4,3,.8157,3,4,4,4,4,4,.547,3,,3,2,3,3,0.61,3,4,4,4,4,4,3,3,.3849,Austin,7,-97.717,30.344
2018_8213,01/01/2018 12:00:00 AM,Mail,4,2,1,3,1,4,3,1,3,5,4,0.6894,4,4,2,4,4,2,4,4,.7355,4,4,4,.8157,4,3,4,3,9,4,.547,3,,1,3,2,9,0.61,3,3,3,9,9,9,4,3,.3849,Austin,4,-97.695,30.307
2018_8253,01/01/2018 12:00:00 AM,Mail,3,3,0,4,1,3,3,0,3,4,4,0.6894,5,4,4,4,4,3,4,3,.7355,4,4,4,.8157,4,4,4,4,9,,.547,3,,3,3,3,9,0.61,3,3,2,3,3,9,9,9,.3849,Austin,5,-97.793,30.251
2018_8214,01/01/2018 12:00:00 AM,Mail,4,4,1,5,1,5,3,1,5,4,4,0.6894,5,5,5,5,5,5,5,5,.7355,5,5,5,.8157,5,5,5,5,5,5,.547,2,,1,4,4,4,0.61,4,4,4,4,4,5,4,4,.3849,Austin,6,-97.835,30.431
2018_8215,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,2,3,0,4,3,3,0.6894,4,4,4,4,4,3,5,4,.7355,3,4,4,.8157,3,4,5,5,3,3,.547,1,,1,1,2,3,0.61,3,4,3,3,3,4,3,3,.3849,Austin,7,-97.656,30.393
2018_8216,01/01/2018 12:00:00 AM,Mail,5,5,0,5,0,4,3,0,5,4,4,0.6894,4,4,3,4,4,2,5,4,.7355,3,4,5,.8157,3,4,3,4,9,,.547,4,,4,4,4,4,0.61,4,4,3,3,2,4,3,3,.3849,Austin,2,-97.758,30.184
2018_8217,01/01/2018 12:00:00 AM,Mail,5,5,0,5,0,5,3,0,9,4,4,0.6894,3,5,4,5,5,4,9,4,.7355,5,5,5,.8157,5,3,4,3,9,,.547,3,,2,3,3,3,0.61,9,4,2,9,3,4,2,2,.3849,Austin,6,-97.809,30.444
2018_8219,01/01/2018 12:00:00 AM,Mail,5,4,1,4,0,5,9,0,5,4,5,0.6894,4,5,5,5,5,2,5,4,.7355,5,5,5,.8157,4,4,4,4,4,5,.547,3,,3,5,4,4,0.61,5,4,4,3,4,4,4,4,.3849,Austin,7,-97.689,30.426
2018_8222,01/01/2018 12:00:00 AM,Mail,4,4,0,5,0,5,5,0,3,9,4,0.6894,4,4,2,5,4,2,5,5,.7355,5,5,5,.8157,4,3,5,5,9,,.547,4,,4,2,5,5,0.61,5,4,4,4,4,4,4,2,.3849,Austin,4,-97.688,30.37
2018_8223,01/01/2018 12:00:00 AM,Mail,5,5,0,5,0,5,3,0,5,3,5,0.6894,4,3,1,4,5,2,5,4,.7355,3,5,5,.8157,3,3,3,3,2,3,.547,4,,4,2,3,4,0.61,3,4,9,9,2,4,9,9,.3849,Austin,4,-97.704,30.332
2018_8225,01/01/2018 12:00:00 AM,Mail,3,3,1,4,1,4,2,0,3,3,3,0.6894,4,4,4,4,4,3,4,3,.7355,3,5,5,.8157,5,5,5,4,5,5,.547,9,,1,3,3,3,0.61,5,4,5,3,4,4,3,3,.3849,Austin,2,-97.693,30.199
2018_8226,01/01/2018 12:00:00 AM,Mail,5,5,0,5,1,5,5,0,5,5,5,0.6894,4,4,5,4,5,3,5,4,.7355,5,5,5,.8157,5,4,5,5,4,3,.547,4,,4,3,4,4,0.61,5,4,4,4,4,5,4,4,.3849,Austin,2,-97.761,30.184
2018_8227,01/01/2018 12:00:00 AM,Mail,9,9,1,5,1,4,9,0,9,4,4,0.6894,2,5,5,5,5,2,5,4,.7355,5,5,5,.8157,5,5,5,5,9,,.547,1,,1,3,2,5,0.61,5,4,4,5,5,9,4,4,.3849,Austin,2,-97.745,30.152
2018_8228,01/01/2018 12:00:00 AM,Mail,9,9,0,5,0,5,9,0,9,5,5,0.6894,5,5,4,5,3,9,9,9,.7355,4,5,5,.8157,5,5,9,9,9,,.547,9,,9,4,4,4,0.61,4,5,9,9,9,9,9,9,.3849,Austin,2,-97.753,30.203
2018_8229,01/01/2018 12:00:00 AM,Mail,4,3,0,2,0,3,3,0,3,3,4,0.6894,4,4,4,9,4,9,9,4,.7355,1,4,4,.8157,4,3,3,4,3,3,.547,1,,1,2,3,9,0.61,9,9,9,9,9,9,9,9,.3849,Austin,2,-97.781,30.2
2018_8230,01/01/2018 12:00:00 AM,Mail,9,9,1,4,0,4,3,0,9,9,4,0.6894,3,4,3,4,4,2,4,4,.7355,3,4,4,.8157,3,2,2,3,9,,.547,3,,3,3,2,3,0.61,9,4,9,9,3,9,9,3,.3849,Austin,4,-97.719,30.321
2018_8231,01/01/2018 12:00:00 AM,Mail,9,9,0,4,0,4,9,0,9,9,9,0.6894,9,9,9,9,,9,9,9,.7355,4,4,4,.8157,9,9,9,9,9,,.547,9,,9,1,9,9,0.61,9,9,9,9,9,9,9,9,.3849,Austin,2,,
2018_8232,01/01/2018 12:00:00 AM,Mail,3,3,0,4,0,4,3,0,3,3,3,0.6894,4,3,2,4,3,3,9,9,.7355,4,5,5,.8157,5,3,9,4,9,,.547,3,,9,9,9,3,0.61,3,4,2,9,9,3,3,3,.3849,Austin,4,-97.704,30.383
2018_8233,01/01/2018 12:00:00 AM,Mail,3,3,0,4,0,4,2,0,9,3,3,0.6894,3,5,4,4,5,3,9,3,.7355,4,4,4,.8157,3,9,4,4,9,,.547,3,,3,3,3,4,0.61,9,4,2,3,3,4,3,3,.3849,Austin,7,-97.716,30.427
2018_8234,01/01/2018 12:00:00 AM,Mail,3,3,0,4,0,5,3,0,3,3,4,0.6894,3,5,4,5,4,4,5,4,.7355,4,4,5,.8157,5,4,3,3,4,3,.547,4,,4,4,4,3,0.61,3,4,2,4,4,4,4,4,.3849,Austin,4,-97.714,30.338
2018_8235,01/01/2018 12:00:00 AM,Mail,4,4,1,5,0,5,3,1,9,9,5,0.6894,5,5,4,5,5,5,5,5,.7355,5,5,5,.8157,5,4,5,4,5,5,.547,3,,2,3,3,3,0.61,3,4,4,2,4,4,4,3,.3849,Austin,2,-97.7,30.201
2018_8236,01/01/2018 12:00:00 AM,Mail,4,4,0,3,0,3,4,0,4,3,3,0.6894,1,4,3,4,3,1,9,3,.7355,3,4,4,.8157,4,2,3,3,3,3,.547,3,,2,4,3,3,0.61,4,4,3,3,3,9,3,2,.3849,Austin,4,-97.69,30.305
2018_8237,01/01/2018 12:00:00 AM,Mail,4,4,0,3,0,3,3,0,4,4,4,0.6894,4,4,4,4,4,3,4,4,.7355,4,4,4,.8157,4,4,3,3,4,4,.547,2,,1,3,4,3,0.61,9,3,2,9,3,3,3,3,.3849,Austin,6,-97.793,30.498
2018_8241,01/01/2018 12:00:00 AM,Mail,3,3,1,4,0,5,9,0,9,4,4,0.6894,4,5,5,5,5,4,4,4,.7355,4,4,4,.8157,4,2,2,2,9,,.547,9,,1,4,4,4,0.61,9,4,4,4,4,4,4,9,.3849,Austin,6,-97.816,30.435
2018_8302,01/01/2018 12:00:00 AM,Mail,4,4,0,3,0,3,3,0,4,4,4,0.6894,3,3,3,3,4,3,3,4,.7355,4,4,4,.8157,4,4,4,4,4,4,.547,3,,3,3,3,4,0.61,4,3,4,4,4,4,4,4,.3849,Austin,3,-97.77,30.239
2018_8238,01/01/2018 12:00:00 AM,Mail,3,4,1,5,0,2,4,1,2,4,9,0.6894,5,4,3,5,4,2,4,5,.7355,3,5,5,.8157,4,5,2,5,5,5,.547,4,,1,2,4,4,0.61,1,3,1,1,1,3,2,3,.3849,Austin,3,-97.686,30.27
2018_8239,01/01/2018 12:00:00 AM,Mail,9,9,0,4,0,5,3,0,9,9,4,0.6894,4,4,4,4,4,2,4,4,.7355,2,4,4,.8157,4,4,2,3,9,,.547,3,,1,4,3,5,0.61,9,4,3,2,2,4,4,9,.3849,Austin,7,-97.738,30.325
2018_8505,01/01/2018 12:00:00 AM,Mail,3,3,1,3,0,4,3,0,3,4,4,0.6894,4,4,4,3,4,3,4,4,.7355,3,4,4,.8157,4,3,3,4,9,,.547,3,,2,2,4,3,0.61,4,4,2,3,3,3,3,3,.3849,Austin,6,-97.791,30.491
2018_8240,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,2,0,4,3,3,0.6894,5,4,4,4,4,2,4,4,.7355,1,5,4,.8157,4,4,3,2,3,3,.547,4,,2,3,4,4,0.61,3,2,2,2,2,3,1,1,.3849,Austin,5,-97.788,30.233
2018_8263,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,3,0,4,4,4,0.6894,4,5,3,4,4,3,4,4,.7355,4,4,4,.8157,4,4,4,4,4,4,.547,3,,3,4,2,4,0.61,3,4,4,4,4,4,2,3,.3849,Austin,5,-97.819,30.195
2018_8242,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,9,0,3,3,4,0.6894,5,5,5,5,5,4,2,4,.7355,1,5,4,.8157,2,4,4,5,3,1,.547,2,,4,3,3,4,0.61,4,4,3,3,3,3,1,2,.3849,Austin,7,-97.711,30.431
2018_8244,01/01/2018 12:00:00 AM,Mail,5,4,1,4,0,4,9,0,9,9,9,0.6894,4,5,4,4,4,3,4,4,.7355,4,4,4,.8157,3,2,4,2,4,4,.547,3,,2,4,2,9,0.61,9,4,3,3,3,9,9,9,.3849,Austin,7,-97.722,30.345
2018_8245,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,4,0,9,9,5,0.6894,5,5,5,5,5,5,4,4,.7355,4,5,5,.8157,5,5,5,5,2,5,.547,1,,1,4,4,4,0.61,4,4,4,4,4,9,4,4,.3849,Austin,6,-97.781,30.501
2018_8246,01/01/2018 12:00:00 AM,Mail,9,4,0,5,0,5,9,0,9,3,4,0.6894,4,5,3,5,4,9,5,4,.7355,3,4,4,.8157,4,3,9,3,9,,.547,9,,3,3,4,9,0.61,5,4,9,9,9,9,9,9,.3849,Austin,6,-97.818,30.455
2018_8247,01/01/2018 12:00:00 AM,Mail,5,5,0,5,1,5,5,1,5,9,9,0.6894,5,5,5,2,4,5,4,3,.7355,4,3,3,.8157,3,9,2,4,9,,.547,3,,4,2,1,3,0.61,9,9,9,3,3,9,3,3,.3849,Austin,7,-97.717,30.397
2018_8248,01/01/2018 12:00:00 AM,Mail,3,3,0,3,0,3,3,0,4,4,4,0.6894,4,4,3,3,4,3,3,3,.7355,4,4,4,.8157,4,4,4,4,3,3,.547,2,,3,1,1,2,0.61,4,2,2,3,3,3,3,2,.3849,Austin,6,-97.797,30.458
2018_8249,01/01/2018 12:00:00 AM,Mail,4,4,1,4,1,5,2,0,4,4,4,0.6894,5,3,4,5,5,3,5,5,.7355,5,5,5,.8157,5,5,5,5,5,5,.547,3,,2,4,3,3,0.61,3,4,3,3,3,3,3,3,.3849,Austin,5,-97.814,30.211
2018_8250,01/01/2018 12:00:00 AM,Mail,4,9,0,4,0,4,9,0,9,9,5,0.6894,3,5,5,9,5,9,5,5,.7355,5,5,5,.8157,4,3,3,3,9,,.547,3,,3,4,3,5,0.61,9,9,9,9,9,4,9,9,.3849,Austin,6,-97.838,30.437
2018_8251,01/01/2018 12:00:00 AM,Mail,5,5,1,5,1,5,9,0,4,5,2,0.6894,5,5,5,5,5,3,5,3,.7355,3,5,9,.8157,5,4,9,4,9,,.547,4,,1,4,3,4,0.61,4,4,4,9,4,1,4,3,.3849,Austin,5,-97.775,30.255
2018_8252,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,4,1,4,4,9,0.6894,5,4,4,9,4,9,9,4,.7355,4,4,4,.8157,4,4,4,4,9,,.547,9,,3,2,4,4,0.61,9,4,2,3,4,4,9,9,.3849,Austin,6,-97.808,30.456
2018_8254,01/01/2018 12:00:00 AM,Mail,5,5,0,5,0,5,5,0,5,4,5,0.6894,5,5,5,5,5,3,4,4,.7355,2,5,5,.8157,5,2,3,2,9,,.547,4,,4,4,5,9,0.61,9,4,9,9,9,9,9,9,.3849,Austin,6,-97.818,30.459
2018_8256,01/01/2018 12:00:00 AM,Mail,5,5,0,5,0,5,9,0,5,5,5,0.6894,5,5,5,5,5,9,9,9,.7355,5,5,5,.8157,5,5,5,5,9,,.547,3,,3,4,3,4,0.61,5,5,3,4,4,5,4,3,.3849,Austin,5,-97.816,30.16
2018_8258,01/01/2018 12:00:00 AM,Web,4,4,0,4,0,3,2,0,4,4,4,0.6894,5,4,3,4,4,1,4,3,.7355,4,4,4,.8157,4,4,4,4,4,4,.547,4,,2,4,4,4,0.61,5,4,2,4,4,3,3,3,.3849,Austin,8,-97.894,30.238
2018_8260,01/01/2018 12:00:00 AM,Mail,9,9,0,3,0,4,9,0,9,4,4,0.6894,3,5,5,5,5,4,4,4,.7355,5,5,5,.8157,4,3,4,4,4,1,.547,2,,1,1,3,3,0.61,9,9,1,2,2,3,3,1,.3849,Austin,6,-97.768,30.481
2018_8261,01/01/2018 12:00:00 AM,Mail,4,4,1,5,0,5,4,0,4,4,5,0.6894,5,4,4,5,4,4,4,4,.7355,4,4,4,.8157,4,4,4,4,2,3,.547,4,,4,4,3,4,0.61,4,4,4,4,3,3,4,3,.3849,Austin,5,-97.838,30.168
2018_8265,01/01/2018 12:00:00 AM,Mail,3,9,1,5,0,4,3,0,9,4,5,0.6894,5,5,4,5,5,3,5,4,.7355,4,4,4,.8157,4,4,4,4,9,,.547,3,,2,3,1,4,0.61,4,3,2,3,3,3,2,2,.3849,Austin,6,-97.766,30.441
2018_8266,01/01/2018 12:00:00 AM,Mail,4,4,0,4,0,4,3,0,3,9,4,0.6894,3,4,4,4,4,4,4,4,.7355,4,4,4,.8157,4,3,4,4,4,,.547,3,,3,2,3,4,0.61,4,4,3,9,4,4,4,4,.3849,Austin,5,-97.78,30.158
2018_8267,01/01/2018 12:00:00 AM,Mail,4,9,0,4,0,4,1,0,9,9,9,0.6894,2,4,4,5,4,3,5,4,.7355,3,3,3,.8157,9,2,2,2,9,,.547,2,,1,2,2,9,0.61,9,3,2,9,3,9,9,9,.3849,Austin,5,-97.779,30.24
2018_8268,01/01/2018 12:00:00 AM,Mail,3,3,0,2,0,4,3,0,3,3,3,0.6894,4,4,4,4,4,2,4,2,.7355,4,4,4,.8157,4,4,4,4,9,,.547,9,,1,4,4,4,0.61,9,2,2,3,3,3,9,2,.3849,Austin,6,-97.844,30.43
2018_8269,01/01/2018 12:00:00 AM,Mail,4,4,1,4,0,3,4,0,4,4,4,0.6894,5,4,4,2,4,2,4,4,.7355,4,4,4,.8157,4,4,3,3,3,3,.547,3,,3,3,2,4,0.61,4,4,3,4,4,4,3,3,.3849,Austin,7,-97.655,30.398
2018_9168,01/01/2018 12:00:00 AM,Mail,9,9,0,3,0,2,3,0,9,9,9,0.6894,2,4,4,3,4,9,3,9,.7355,3,3,3,.8157,9,3,3,3,9,,.547,3,,4,2,2,9,0.61,4,3,3,9,2,9,9,9,.3849,Austin,4,-97.705,30.344
