Project Number,Description,Start Date,Target Date,Campus,Economic Development Region,Project Phase,Purpose,Managed by SUCF,Project Status
301024,Install New Transformers & Switchboards Alumni,01/11/2017,04/26/2018,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
301025,Upgrade Electrical Service - Alumni,06/13/2017,08/14/2020,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301026,Upgrade Crofts HVAC Air Distribution - Ph 1,06/13/2017,07/31/2020,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301027,Minor Critical Maintenance FY 2017/18,06/12/2017,04/02/2018,Buffalo University,Western NY,Pending Final Construction Payment,Preservation of Facilities,N,Active
301028,Replace Roofs Beane Service and Helm Warehouse,07/31/2017,07/15/2022,Buffalo University,Western NY,In Guarantee,Preservation of Facilities,Y,Active
301029,"Replace Boilers at OBrian, Student Union, and Stadium",02/05/2018,02/26/2021,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301030,Minor Critical Maintenance FY2018/19,05/01/2018,05/13/2020,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301031,Replace Transformer 4X and 35KV Circuit Breakers- North Electrical Substation,09/12/2018,11/02/2022,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301032,"Rehabilitate Elevators in Various Buildings - Alumni, Capen, Furnas, NSC, BEB",06/24/2019,07/12/2024,Buffalo University,Western NY,In Design,Preservation of Facilities,Y,Active
301033,"Replace Emergency Generators - Cooke, Hochstetter and Dorsheimer Buildings",02/11/2020,04/16/2024,Buffalo University,Western NY,In Planning,Preservation of Facilities,Y,Active
301034,Replace North Campus Transformers Circuit Breakers,10/01/2018,10/07/2022,Buffalo University,Western NY,In Design,Preservation of Facilities,N,Cancelled
301035,Replace Electric Service Equipment,12/20/2018,06/23/2021,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301036,Construct One World Cafe- Capen/Norton (HOTC Ph 3),01/04/2018,12/19/2022,Buffalo University,Western NY,In Construction,New Facilities and Equipment Replacement,N,Active
301037,Minor Critical Maintenance FY 2019/20,04/29/2019,07/09/2020,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301038,"Upgrade HVAC Air Distribution, Crofts - Phase 2",06/06/2019,07/01/2021,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301039,Replace Gas and Diesel Fuel Pumps and Tanks,11/19/2019,11/23/2021,Buffalo University,Western NY,In Design,Environment Protection or Improvements,N,Active
301040,Site Representative - Campus (CZ),03/02/2020,03/30/2021,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301041,Site Representative - Campus (LP),03/02/2020,03/30/2021,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301042,Site Representative - Campus (MH),03/02/2020,03/30/2021,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301043,Site Representative - Campus (RR),03/02/2020,03/30/2021,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301044,Site Representative - Campus (RW),03/02/2020,03/30/2021,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301045,Site Representative - Campus (TR),03/02/2020,03/30/2021,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301046,Building Infrastructure Assessment,04/06/2020,12/05/2023,Buffalo University,Western NY,In Design,Preservation of Facilities,N,Active
301047,2020/21 Safety and Code Compliance,04/06/2020,12/05/2022,Buffalo University,Western NY,In Design,Preservation of Facilities,N,Active
301048,Mechanical Infrastructure Renewal - 2020/21,04/06/2020,12/12/2023,Buffalo University,Western NY,In Design,Preservation of Facilities,N,Active
301049,Electrical Infrastructure Renewal - 2020/21,04/06/2020,11/30/2022,Buffalo University,Western NY,In Design,Preservation of Facilities,N,Active
301050,IT Infrastructure Renewal - 20/21,04/06/2020,05/31/2022,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301051,Remediate Theater Safety and Code Deficiencies -Center for the Arts,04/06/2020,12/27/2021,Buffalo University,Western NY,In Design,"Health, Safety, Security",N,Active
301052,Shell and Structural Renewal - 20/21,04/06/2020,11/30/2022,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
301053,Site & Utility Renewal - 20/21,04/06/2020,11/30/2022,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
30X5A1,Professional Staff,03/18/2014,03/31/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X5A2,Professional Staff,03/18/2014,03/31/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X651,Site Rep / Campus - Various Projects,03/18/2014,03/31/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X652,Site Rep / Campus - Various Projects,03/18/2014,03/31/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X653,Site Rep / Campus - Various Projects,03/18/2014,03/31/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X654,Site Rep - Campus,03/18/2014,03/31/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X655,Site Representative - Campus,03/18/2014,03/31/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X656,Site Representative - Campus,09/19/2008,03/31/2013,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X657,Site Representative - Campus,09/19/2008,03/31/2013,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X658,Site Representative - Campus,09/19/2008,03/31/2013,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X659,Site Representative - Campus,06/16/2009,03/31/2013,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X661,Site Representative - SUCF,03/18/2014,03/31/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X662,Site Representative - Campus,03/18/2014,03/31/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X663,Site Representative - SUCF,03/18/2014,03/31/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X664,Campus Site Rep 2012-093,03/21/2012,02/27/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X665,Campus Site Rep 2012-091,02/28/2012,02/28/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Cancelled
30X883,Assess Building Infrastructure Needs N&S Campuses,03/07/2014,09/30/2014,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30X884,Facilities Master Plan University at Buffalo,06/24/2009,10/05/2011,Buffalo University,Western NY,Closed,Program Improvement or Program Change,Y,Complete
30XA06,North Campus - Substation Renewal & Testing,10/02/2006,08/15/2014,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA13,Replace Roofs - Various Buildings,03/27/2007,11/25/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,Y,Complete
30XA35,Renovate Capen/Lockwood Ph1,11/07/2013,10/24/2018,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA36,Renovate Cooke/Hochsetter Ph1,04/01/2014,06/28/2021,Buffalo University,Western NY,In Guarantee,Preservation of Facilities,Y,Active
30XA37,"Bell Bonner Renovation, Phase 1",04/07/2014,12/31/2018,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA56,New Engineering Building - Phase I,07/13/2006,05/02/2016,Buffalo University,Western NY,Closed,New Facilities and Equipment Replacement,Y,Complete
30XA60,EOC (Educational Opportunity Center) Buffalo,09/01/2007,03/08/2017,Buffalo University,Western NY,Closed,New Facilities and Equipment Replacement,Y,Complete
30XA71,N&S Campus Masonry Restoration Ph. I,04/04/2008,09/10/2014,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA72,N&S Campus Safety & Code Compliance Improvements - Ph I,04/04/2008,09/30/2014,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA74,Electrical Substation Renewal Phase II,06/24/2008,01/31/2014,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA76,Cooling Tower Replacement Baker Chilled Water,06/16/2008,02/14/2014,Buffalo University,Western NY,Closed,Preservation of Facilities,Y,Complete
30XA78,NYPA Millard Fillmore Academic Center Air Handling Unit Replacement,09/24/2008,11/03/2014,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA79,Campus IT infrastructure,08/01/2008,07/02/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA80,Rehab Elevators Various Buildings,11/10/2008,02/05/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,Y,Complete
30XA81,ADA Improvements - Phase II,07/16/2008,05/16/2019,Buffalo University,Western NY,Closed,Facilities for Physically Disabled,Y,Complete
30XA83,Replace Roofs - Various Buildings North & South Campuses,11/03/2008,10/21/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,Y,Complete
30XA84,N&S Campus Infrastructure Improvements,02/09/2009,12/04/2014,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA85,Reconstruct Roadways & Sidewalks N&S Campuses,03/09/2009,09/03/2014,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA86,NYPA Site Lighting & Security Upgrades North Campus,03/09/2009,01/13/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA87,"Replace Mechanical Systems Capen, Talbert, Norton",03/09/2009,01/31/2014,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA90,Electrical Infrastructure Renewal North & South Campuses,07/09/2009,09/22/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA91,Building Shell & Structural Renewal North & South Campuses,07/09/2009,03/20/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA92,Rehabilitate Mechanical Infrastructure North & South Campus,07/09/2009,03/14/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XA93,Clinical / Translational Research Center and Biosciences Incubator,01/09/2009,05/08/2013,Buffalo University,Western NY,Closed,New Facilities and Equipment Replacement,N,Complete
30XA95,Replace Fire Alarm Systems North Campus,03/11/2009,05/12/2023,Buffalo University,Western NY,In Construction,"Health, Safety, Security",Y,Active
30XA97,Rehab Utility Services - MFAC Tunnel Ceiling,07/02/2009,03/04/2020,Buffalo University,Western NY,In Construction,Preservation of Facilities,N,Active
30XA98,Rehabilitate Server Room - Computing Center,10/07/2009,08/28/2014,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XB01,Restoration of Site & Underground Utilities - North Campus Ph. II,04/01/2018,12/01/2021,Buffalo University,Western NY,Closed,Preservation of Facilities,Y,Cancelled
30XB02,Site Restoration - Crofts Hall,10/13/2009,02/25/2021,Buffalo University,Western NY,Closed,Preservation of Facilities,Y,Cancelled
30XB04,Site & Utility Renewal - North & South Campuses,09/21/2010,05/01/2018,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XB05,Rehabilitate Exterior Envelope & Structure - Center For the Arts (CFA),01/03/2012,04/26/2023,Buffalo University,Western NY,In Construction,Preservation of Facilities,Y,Active
30XB06,Reconstruct Underground Utlities & Restore Road Surface- MFAC,06/17/2011,07/14/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XB08,School of Medicine & Biomedical Sciences New Building Downtown - Phase 1,09/02/2011,12/06/2021,Buffalo University,Western NY,In Construction,Program Improvement or Program Change,Y,Active
30XB17,Restore Masonry N/S Campuses,06/02/2014,10/08/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XB18,Replace Roadways & Sidewalks N/S Campuses,06/02/2014,02/19/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XB19,Mechanical Infrastructure Renewal,06/02/2014,10/04/2016,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XB20,Safety & Code Compliance 14-15,06/13/2014,12/11/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XB21,Upgrade Building Envelope & Structural Components 14/15,06/13/2014,09/28/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30xB22,Stadium Turf Field Replacement,07/01/2014,08/15/2014,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XB23,Electrical Infrastructure Renewal 14/15,08/18/2014,12/08/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XB24,IT Infrastructure Renewal 14-15,08/11/2014,07/10/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XB25,Building Infrastructure Assessments 14/15,08/18/2014,12/02/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XB26,Infrastructure Improvements 14/15,08/18/2014,11/18/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30xB27,-Restore Crofts Hall Plaza & Site,11/03/2014,11/26/2019,Buffalo University,Western NY,Closed,Preservation of Facilities,Y,Complete
30XM08,Minor Rehab 08-13,04/04/2008,01/02/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30xM13,Minor Critical Maintenance,04/01/2013,12/31/2013,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
30XM14,Minor Critical Maintenance,05/14/2014,09/28/2015,Buffalo University,Western NY,Closed,Preservation of Facilities,N,Complete
311000,Replace Roofs at Campus Center,03/02/2015,05/16/2022,Old Westbury,Long Island,In Guarantee,Preservation of Facilities,Y,Active
311001,Rehab Electrical Switchgear Campus Wide,09/01/2015,01/25/2019,Old Westbury,Long Island,Closed,"Health, Safety, Security",N,Complete
311002,Minor Critical Maintenance 2015,06/30/2015,12/05/2016,Old Westbury,Long Island,Closed,Facilities for Physically Disabled,N,Complete
311003,Reconstruct Road Salt Shed - Service Area,07/27/2015,12/15/2016,Old Westbury,Long Island,Closed,"Health, Safety, Security",N,Complete
311004,Replace Electrical Substation No. 45,09/15/2015,08/17/2021,Old Westbury,Long Island,Pending Final Construction Payment,Preservation of Facilities,Y,Active
311005,Replace Road Salt Sand Shed (SUCF),09/10/2015,12/07/2017,Old Westbury,Long Island,Closed,New Facilities and Equipment Replacement,Y,Complete
311006,Parking and Traffic Study,12/21/2015,03/23/2017,Old Westbury,Long Island,Closed,"Health, Safety, Security",Y,Complete
311007,Site Representative- Campus (CW),10/03/2016,03/31/2023,Old Westbury,Long Island,In Construction,Preservation of Facilities,N,Active
311008,Replace Electrical Switchgear and AHU's - Campus Center,05/02/2016,09/01/2028,Old Westbury,Long Island,In Design,Preservation of Facilities,Y,Active
311009,Replace Roofs Natural Sci. & Clark Ctr.,06/01/2016,11/16/2022,Old Westbury,Long Island,In Construction,Preservation of Facilities,Y,Active
311010,Rehab Clark Center Dance and Aerobics Rooms,04/20/2017,06/10/2021,Old Westbury,Long Island,In Construction,Preservation of Facilities,N,Active
311011,Campus Center Code Study,01/17/2017,01/11/2019,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
311012,Minor Critical Maintenance 2016-17,05/10/2016,08/15/2019,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
311013,Rehab Natural Sciences Building,05/30/2017,03/13/2030,Old Westbury,Long Island,In Design,Preservation of Facilities,Y,Active
311014,Campus-Wide Space Needs Study,11/05/2018,12/07/2020,Old Westbury,Long Island,Closed,Program Improvement or Program Change,N,Complete
311015,Renovate Duane L. Jones Recital Hall,06/01/2018,03/04/2022,Old Westbury,Long Island,In Design,Preservation of Facilities,N,Active
311016,Site Representative  RB,06/19/2017,12/31/2018,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
311017,Upgrade per ADA at Campus Center,03/29/2019,02/16/2022,Old Westbury,Long Island,In Design,"Health, Safety, Security",N,Active
311018,Minor Critical Maintenance 2017-18,03/21/2017,01/09/2020,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
311019,Rehabilitate Campus Ring Road Phase 1,05/01/2018,07/15/2022,Old Westbury,Long Island,In Guarantee,"Health, Safety, Security",Y,Active
311020,Rehab. Campus Center H Wing 2nd. Floor,05/16/2017,08/03/2020,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
311021,Construct New Surface Parking Lots Phase 1,09/18/2017,03/05/2020,Old Westbury,Long Island,In Guarantee,New Facilities and Equipment Replacement,Y,Active
311022,Replace Heat/Chilled water controls at Campus Center,10/27/2017,07/31/2020,Old Westbury,Long Island,In Construction,Preservation of Facilities,N,Active
311023,Minor Critical Maintenance FY2018/19,06/22/2018,02/04/2020,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
311024,Study - Conditions Assessment of Emergency Generators,11/05/2018,01/21/2020,Old Westbury,Long Island,In Design,"Health, Safety, Security",Y,Active
311025,Site Representative - SUCF (PJ),02/11/2019,04/19/2022,Old Westbury,Long Island,In Construction,Preservation of Facilities,N,Active
311026,Update Fuel Tank Monitoring - Campus Wide,06/03/2019,08/03/2021,Old Westbury,Long Island,In Construction,"Health, Safety, Security",N,Active
311027,Update Campus Security Camera System,06/11/2019,07/27/2021,Old Westbury,Long Island,In Construction,"Health, Safety, Security",N,Active
311028,Minor Critical Maintenance FY 2019-20,07/12/2019,05/03/2021,Old Westbury,Long Island,In Guarantee,Preservation of Facilities,N,Active
311029,Install Lighting at Softball Field,10/28/2019,09/16/2022,Old Westbury,Long Island,In Planning,"Health, Safety, Security",N,Active
311030,Replace Seating - Maguire Theater,10/25/2019,05/11/2022,Old Westbury,Long Island,In Planning,Preservation of Facilities,N,Active
311031,Replace Roof - Student Union Building,07/06/2020,08/17/2023,Old Westbury,Long Island,In Planning,Preservation of Facilities,Y,Active
311032,Rehabilitate Roadway - West Ring Road,07/13/2020,04/10/2025,Old Westbury,Long Island,In Planning,Preservation of Facilities,Y,Active
311033,Rehabilitate President's Residence Building No. 7,10/25/2019,06/01/2022,Old Westbury,Long Island,In Planning,Preservation of Facilities,N,Active
311034,Minor Critical Maintenance FY 2020-21,03/10/2020,03/29/2022,Old Westbury,Long Island,In Planning,Preservation of Facilities,N,Active
31X215,New Academic Building,12/12/2005,02/01/2019,Old Westbury,Long Island,Closed,New Facilities and Equipment Replacement,Y,Complete
31X218,Renovate/Reconstruct Bldg 47 - University Police,05/06/2006,08/28/2018,Old Westbury,Long Island,Closed,Preservation of Facilities,Y,Complete
31X220,Heat/Chill Plant And Distribution System,10/11/2006,01/02/2015,Old Westbury,Long Island,Closed,Preservation of Facilities,Y,Complete
31X226,Replace Campus Center Envelope- Bldgs 51 & 56,04/29/2008,02/10/2020,Old Westbury,Long Island,Closed,Preservation of Facilities,Y,Complete
31X227,"Rehab Campus Center-H, I & K Wings",04/29/2008,05/21/2019,Old Westbury,Long Island,Closed,Preservation of Facilities,Y,Complete
31X228,Replace Service Group Fuel Tanks- Site Work,02/28/2008,11/29/2017,Old Westbury,Long Island,Closed,Environment Protection or Improvements,Y,Complete
31X229,Renovation of Library/Academic Space,01/14/2009,02/17/2021,Old Westbury,Long Island,In Construction,Preservation of Facilities,Y,Active
31X230,Elevator Renovation & Upgrade-Camp Wide,10/29/2008,08/10/2015,Old Westbury,Long Island,Closed,Preservation of Facilities,Y,Complete
31X232,Repave Access & Ring Road,12/22/2008,05/29/2015,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
31X233,Clark Center Apron Rehab,11/29/2010,08/03/2015,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
31X235,Surge Space,10/01/2010,03/20/2014,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
31X240,Cogeneration Improvements,08/01/2012,02/04/2016,Old Westbury,Long Island,Closed,Environment Protection or Improvements,Y,Complete
31x241,Rehabilitate Athletic Fields,04/19/2012,01/19/2016,Old Westbury,Long Island,Closed,"Health, Safety, Security",N,Complete
31X242,Update Utility and Security at Service Group,12/07/2015,09/18/2018,Old Westbury,Long Island,Closed,"Health, Safety, Security",N,Complete
31X243,Emergency-Repairs to Campus-wide Electrical System-Hurricane Sandy,08/07/2012,12/30/2013,Old Westbury,Long Island,Closed,"Health, Safety, Security",N,Complete
31x244,"Replace Roof, H-Wing Campus Center",12/02/2013,06/18/2018,Old Westbury,Long Island,Closed,Preservation of Facilities,Y,Complete
31X245,Replace HVAC Controls - Student Union,01/17/2013,03/29/2016,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
31X246,Upgrade HVAC System - Data Center,05/08/2014,01/27/2016,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
31X247,Removal of Aboveground Fuel Oil Tank,01/05/2015,08/28/2019,Old Westbury,Long Island,Closed,Environment Protection or Improvements,Y,Complete
31X248,"Construct New Connector Roads, Paths, and Parking Lots",06/05/2023,12/22/2025,Old Westbury,Long Island,Closed,Program Improvement or Program Change,Y,Cancelled
31X249,Replace Air Handler Units at Campus Center H Wing,03/14/2014,12/08/2017,Old Westbury,Long Island,Closed,"Health, Safety, Security",N,Complete
31X250,Replace AC Systems 4th Floor Campus Center,03/02/2015,02/11/2016,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
31X5A2,Professional Staff,09/01/2012,07/31/2013,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
31X614,Site Representative - SUCF,04/01/2015,08/16/2018,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
31x7A3,"Replace Roof, Library",09/05/2013,06/06/2016,Old Westbury,Long Island,Closed,Preservation of Facilities,Y,Complete
31X826,Study - Duane L. Jones Recital Hall,12/24/2014,10/28/2016,Old Westbury,Long Island,Closed,"Health, Safety, Security",N,Complete
31X827,Study - Campus Center - F-Wing Studios,08/04/2014,05/04/2016,Old Westbury,Long Island,Closed,"Health, Safety, Security",N,Complete
31X828,Phase and Surge Study- Natural Science Renovation,01/05/2015,05/27/2016,Old Westbury,Long Island,Closed,Program Improvement or Program Change,Y,Complete
31xM08,Minor Rehab 08-13,04/01/2008,08/28/2014,Old Westbury,Long Island,Closed,"Health, Safety, Security",N,Complete
31XM13,Minor Critical Maintenance 13-14,09/04/2013,03/31/2014,Old Westbury,Long Island,Closed,"Health, Safety, Security",N,Complete
31XM14,Minor Critical Maintenance,04/01/2014,06/09/2015,Old Westbury,Long Island,Closed,Preservation of Facilities,N,Complete
321000,Replace AC-4 - Health Sciences Tower,03/02/2015,12/12/2016,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
321001,Construct  Hybrid Operating Rooms,09/01/2015,08/30/2021,Stony Brook University,Long Island,In Guarantee,Program Improvement or Program Change,N,Active
321002,Repair East Plant Chiller #2,02/17/2016,07/05/2018,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Complete
321003,Replace Air Handling Units LISVH Bldg.480,05/15/2017,07/14/2023,Stony Brook University,Long Island,In Construction,New Facilities and Equipment Replacement,N,Active
321004,Rehab & Upgrade Elevators - LISVH Bldg 480,05/01/2017,02/10/2023,Stony Brook University,Long Island,In Construction,"Health, Safety, Security",N,Active
321005,Upgrade Resident Lift and Transport Sys LISVH Bldg.480,06/01/2022,08/28/2026,Stony Brook University,Long Island,In Construction,"Health, Safety, Security",N,Active
321006,Replace Doors LISVH Bldg.480,01/23/2017,09/21/2022,Stony Brook University,Long Island,In Construction,Environment Protection or Improvements,N,Active
321007,Upgrade Lighting to LED LISVH Bldg 480,06/30/2017,10/25/2022,Stony Brook University,Long Island,In Construction,Energy Conservation,N,Active
321008,"Construct Parking, Upgrade Sight Lighting & Roadways LISVH Bldg.480",04/21/2017,06/28/2021,Stony Brook University,Long Island,In Construction,Environment Protection or Improvements,N,Active
321009,Replace Controlled Substance Systems LISVH Bldg 480,01/03/2022,07/02/2025,Stony Brook University,Long Island,In Planning,"Health, Safety, Security",N,Active
321010,Expand Bone Marrow Transplant Suite,06/30/2016,09/21/2018,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
321011,Renovate ASC for Operating Rooms & Support,11/30/2016,10/29/2020,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
321012,Construct Operating Rooms and Expand the OR Suite- Renovate Imaging,11/13/2017,07/26/2027,Stony Brook University,Long Island,In Design,Program Improvement or Program Change,N,Active
321013,Upgrade Fire Alarm System SBUH,11/30/2017,06/15/2022,Stony Brook University,Long Island,In Construction,Program Improvement or Program Change,N,Active
321014,Upgrade HVAC & General Exhaust Systems,08/30/2017,12/31/2019,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
321015,Rehab Radiation Oncology,11/30/2016,10/29/2020,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
321016,"Study and Upgrades for Negative Pressure, Soiled Utility, and Trash Rooms",10/31/2016,03/29/2024,Stony Brook University,Long Island,In Design,"Health, Safety, Security",N,Active
321017,  Install new parking gates and software,11/30/2017,08/30/2021,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Complete
321018,Expand Transesophageal Echocardiogram (TEE) Area,07/18/2016,03/15/2019,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
321019,Upgrade Generation Power - ACP and ASC,10/05/2016,11/12/2020,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
321020,Replace Hospital 6th Floor (network) Roof,03/11/2019,03/11/2025,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Cancelled
321021,Upgrade Elect Substations - North and South Towers,08/12/2016,11/25/2019,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Complete
321022,Rehab Elevator Shaft SBUH,12/01/2016,09/02/2020,Stony Brook University,Long Island,In Construction,"Health, Safety, Security",N,Active
321023,Upgrade Low Rise Elevators SBUH,11/13/2018,06/20/2022,Stony Brook University,Long Island,In Construction,Preservation of Facilities,N,Active
321024,Rehab Pharmacy Sterile Chemo Compound Room,08/31/2018,12/29/2021,Stony Brook University,Long Island,In Construction,"Health, Safety, Security",N,Active
321025,Install Supplemental Cooling for Labor & Delivery. ORs. and Cath Labs,12/12/2018,09/27/2019,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Cancelled
321026,Upgrade Electrical ATS - SBUH,05/07/2018,12/10/2021,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Cancelled
321027,Claims Analysis & Resolution Services,06/01/2016,09/01/2021,Stony Brook University,Long Island,In Construction,New Facilities and Equipment Replacement,Y,Active
321028,Repair mechanical cores at Hospital Roof,10/31/2016,06/29/2023,Stony Brook University,Long Island,In Design,Preservation of Facilities,N,Active
321029,Renovate LISVH Resident Unit Ancillary/Support Space- Bldg.480,06/19/2018,12/29/2021,Stony Brook University,Long Island,In Construction,Preservation of Facilities,N,Active
321030,Logistical Planning for the Restoration of the Curtain Wall,10/07/2019,04/03/2025,Stony Brook University,Long Island,Closed,Preservation of Facilities,N,Cancelled
321031,Construction Management - Restoration of the Curtain Wall,05/20/2019,08/20/2027,Stony Brook University,Long Island,In Construction,Preservation of Facilities,N,Active
321032,Replace Hospital Curtain Wall,10/05/2020,06/16/2028,Stony Brook University,Long Island,In Design,Preservation of Facilities,N,Active
321033,Upgrade Facility for Edu. Classrooms - HSC,02/27/2018,02/03/2020,Stony Brook University,Long Island,Closed,Program Improvement or Program Change,N,Complete
321034,Replace AC 1 Fan Wall - BST,02/04/2019,05/14/2021,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Complete
321035,"Replace Air Handling Units and Upgrade Air Intake at Level N-8, HSC",10/02/2023,06/19/2028,Stony Brook University,Long Island,In Planning,"Health, Safety, Security",Y,Active
321036,Upgrade General exhaust for BST,07/17/2018,08/15/2022,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Cancelled
321037,Replace fresh air intake for N-8 Air handler units,08/13/2018,07/27/2023,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Cancelled
321038,Replace AC10 & 17 - HSC,09/04/2018,06/25/2021,Stony Brook University,Long Island,Closed,"Health, Safety, Security",N,Cancelled
