Permit Number,Status,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,Zip code,Work Type,Use Code,Added Date,Issue Date,Final Date,Description,Application Type,Location
702710,Completed,11301,,ROCKVILLE,PIKE,,KENSINGTON,MD,20895,DEMOLISH,STORAGE BUILDING,02/05/2015,07/14/2015,05/20/2016,demolition of garage D,DEMOLITION OR MOVE PERMIT,"11301 ROCKVILLE PIKE
KENSINGTON, MD 20895
(39.040451, -77.109575)"
702832,Completed,11301,,ROCKVILLE,PIKE,,KENSINGTON,MD,20895,DEMOLISH,MERCANTILE BUILDING,02/06/2015,07/28/2015,07/12/2016,"DEMOLISH WHITE FLINT MALL

***LORD &amp; TAYLOR STORE TO REMAIN***",DEMOLITION OR MOVE PERMIT,"11301 ROCKVILLE PIKE
KENSINGTON, MD 20895
(39.040451, -77.109575)"
645492,Finaled,7208,,MILLWOOD,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,08/14/2013,10/04/2013,12/11/2013,"demo / rebuild

PS14A66150",DEMOLITION OR MOVE PERMIT,"7208 MILLWOOD RD
BETHESDA, MD 20817
(38.982403, -77.121101)"
645598,Finaled,4324,,HOLLY RIDGE,RD,,ROCKVILLE,MD,20853,DEMOLISH,SINGLE FAMILY DWELLING,08/15/2013,10/14/2013,09/23/2014,"Rebuild

PS14A66230",DEMOLITION OR MOVE PERMIT,"4324 HOLLY RIDGE RD
ROCKVILLE, MD 20853
(39.116698, -77.087321)"
702883,Completed,6021,,WALHONDING,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,02/06/2015,01/21/2016,03/28/2017,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"6021 WALHONDING RD
BETHESDA, MD 20816
(38.963096, -77.122973)"
702894,Finaled,8509,,GARFIELD,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,02/06/2015,04/08/2015,10/28/2015,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"8509 GARFIELD ST
BETHESDA, MD 20817
(38.995536, -77.115936)"
702994,Finaled,5305,,WORTHINGTON,DR,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,02/09/2015,05/26/2015,07/30/2015,"demo

BOND TRACKING PS15A88910",DEMOLITION OR MOVE PERMIT,"5305 WORTHINGTON DR
BETHESDA, MD 20816
(38.956732, -77.105195)"
703016,Finaled,5311,,WANETA,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,02/09/2015,04/28/2015,06/22/2015,DEMO,DEMOLITION OR MOVE PERMIT,"5311 WANETA RD
BETHESDA, MD 20816
(38.962457, -77.12749)"
703318,Completed,11301,,ROCKVILLE,PIKE,,KENSINGTON,MD,20895,DEMOLISH,STORAGE BUILDING,02/12/2015,07/14/2015,05/20/2016,demolition of Garages B/C,DEMOLITION OR MOVE PERMIT,"11301 ROCKVILLE PIKE
KENSINGTON, MD 20895
(39.040451, -77.109575)"
703333,Completed,5608,,MCLEAN,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,02/12/2015,05/26/2015,09/22/2016,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"5608 MCLEAN DR
BETHESDA, MD 20814
(38.985481, -77.113282)"
703334,Finaled,3916,,WASHINGTON,ST,,KENSINGTON,MD,20895,DEMOLISH,SHED,02/12/2015,04/08/2015,05/04/2016,DEMO SHED and Haul it away Only,DEMOLITION OR MOVE PERMIT,"3916 WASHINGTON ST
KENSINGTON, MD 20895
(39.022765, -77.077626)"
703352,Issued,8913,,HOLLY LEAF,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,02/12/2015,05/18/2015,,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"8913 HOLLY LEAF LN
BETHESDA, MD 20817
(38.992263, -77.186434)"
703606,Finaled,2936,,WOODSTOCK,AVE,,SILVER SPRING,MD,20910,DEMOLISH,SINGLE FAMILY DWELLING,02/18/2015,05/12/2015,07/24/2015,BOND TRACKING PS15A89993,DEMOLITION OR MOVE PERMIT,"2936 WOODSTOCK AVE
SILVER SPRING, MD 20910
(39.009275, -77.060076)"
703668,Finaled,5908,,ABERDEEN,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,02/18/2015,06/04/2015,06/09/2016,extended permit for one week for customer to call in final inspection.,DEMOLITION OR MOVE PERMIT,"5908 ABERDEEN RD
BETHESDA, MD 20817
(38.990473, -77.120095)"
703855,Completed,6229,,WALHONDING,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,02/19/2015,04/13/2015,01/05/2016,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"6229 WALHONDING RD
BETHESDA, MD 20816
(38.964412, -77.127997)"
704089,Completed,6504,,WESTERN,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,02/23/2015,04/02/2015,04/29/2015,"DEMO

PS15A89390",DEMOLITION OR MOVE PERMIT,"6504 WESTERN AVE
CHEVY CHASE, MD 20815
(38.97646, -77.065655)"
704126,Finaled,5904,,KINGSWOOD,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,02/23/2015,06/17/2015,08/20/2015,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5904 KINGSWOOD RD
BETHESDA, MD 20814
(39.018644, -77.118683)"
704130,Finaled,5304,,BROOKEWAY,DR,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,02/23/2015,05/07/2015,01/06/2016,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5304 BROOKEWAY DR
BETHESDA, MD 20816
(38.961196, -77.11467)"
704218,Completed,10405,,BOSWELL,LN,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,02/24/2015,07/08/2015,12/16/2016,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"10405 BOSWELL LN
POTOMAC, MD 20854
(39.068691, -77.214319)"
704257,Finaled,9904,,CARMELITA,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,02/24/2015,04/06/2015,11/03/2015,,DEMOLITION OR MOVE PERMIT,"9904 CARMELITA DR
POTOMAC, MD 20854
(39.018474, -77.175259)"
704365,Completed,6207,,BANNOCKBURN,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,02/25/2015,03/10/2015,03/01/2016,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"6207 BANNOCKBURN DR
BETHESDA, MD 20817
(38.972442, -77.141946)"
704700,Finaled,4815,,WELLINGTON,DR,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,03/02/2015,05/19/2016,05/31/2016,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"4815 WELLINGTON DR
CHEVY CHASE, MD 20815
(38.979124, -77.094817)"
704704,Finaled,9021,,LINDALE,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,03/02/2015,03/27/2015,04/08/2016,DEMO,DEMOLITION OR MOVE PERMIT,"9021 LINDALE DR
BETHESDA, MD 20817
(39.004412, -77.120724)"
704734,Completed,5605,,JOHNSON,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,03/02/2015,08/21/2015,04/19/2016,Demo/Rebuild,DEMOLITION OR MOVE PERMIT,"5605 JOHNSON AVE
BETHESDA, MD 20817
(39.005202, -77.114107)"
705052,Completed,8236,,GEORGIA,AVE,,SILVER SPRING,MD,20910,DEMOLISH,MERCANTILE BUILDING,03/04/2015,11/05/2015,07/22/2016,,DEMOLITION OR MOVE PERMIT,"8236 GEORGIA AVE
SILVER SPRING, MD 20910
(38.992779, -77.026731)"
649618,Finaled,4511,,DORSET,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,09/24/2013,12/02/2013,03/19/2014,DEMO / REBUILD,DEMOLITION OR MOVE PERMIT,"4511 DORSET AVE
CHEVY CHASE, MD 20815
(38.967336, -77.089952)"
705053,Completed,8238,,GEORGIA,AVE,,SILVER SPRING,MD,20910,DEMOLISH,MERCANTILE BUILDING,03/04/2015,11/05/2015,07/22/2016,,DEMOLITION OR MOVE PERMIT,"8238 GEORGIA AVE
SILVER SPRING, MD 20910
(38.992938, -77.026744)"
705054,Completed,8240,,GEORGIA,AVE,,SILVER SPRING,MD,20910,DEMOLISH,MERCANTILE BUILDING,03/04/2015,11/05/2015,07/22/2016,,DEMOLITION OR MOVE PERMIT,"8240 GEORGIA AVE
SILVER SPRING, MD 20910
(38.992858, -77.026738)"
705055,Finaled,8242,,GEORGIA,AVE,,SILVER SPRING,MD,20910,DEMOLISH,ASSEMBLY BUILDING,03/04/2015,11/05/2015,07/22/2016,,DEMOLITION OR MOVE PERMIT,"8242 GEORGIA AVE
SILVER SPRING, MD 20910
(38.993025, -77.026748)"
705056,Completed,8252,,GEORGIA,AVE,,SILVER SPRING,MD,20910,DEMOLISH,BUSINESS BUILDING,03/04/2015,11/12/2015,07/22/2016,,DEMOLITION OR MOVE PERMIT,"8252 GEORGIA AVE
SILVER SPRING, MD 20910
(38.993072, -77.026749)"
705246,Completed,6206,,WEDGEWOOD,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,03/09/2015,05/01/2015,04/06/2016,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"6206 WEDGEWOOD RD
BETHESDA, MD 20817
(38.972219, -77.125451)"
705293,Completed,14934,,SCHAEFFER,RD,,GERMANTOWN,MD,20874,DEMOLISH,SINGLE FAMILY DWELLING,03/09/2015,04/06/2015,07/07/2017,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"14934 SCHAEFFER RD
GERMANTOWN, MD 20874
(39.145648, -77.310731)"
705705,Finaled,5610,,CHESTERBROOK,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,03/12/2015,07/30/2015,12/30/2015,"DEMO

PS16A96771",DEMOLITION OR MOVE PERMIT,"5610 CHESTERBROOK RD
BETHESDA, MD 20816
(38.961362, -77.114232)"
705770,Completed,15300,,LAYHILL,RD,,SILVER SPRING,MD,20906,DEMOLISH,SINGLE FAMILY DWELLING,03/13/2015,05/13/2015,06/04/2015,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"15300 LAYHILL RD
SILVER SPRING, MD 20906
(39.106729, -77.037793)"
705869,Finaled,5106,,WILSON,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,03/13/2015,04/27/2015,07/08/2015,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5106 WILSON LN
BETHESDA, MD 20814
(38.987278, -77.10166)"
706011,Completed,5522,,MCKINLEY,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,03/16/2015,07/23/2015,06/21/2017,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"5522 MCKINLEY ST
BETHESDA, MD 20817
(38.996062, -77.113962)"
706185,Completed,11000,,CHANDLER,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,03/17/2015,05/08/2015,06/22/2015,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"11000 CHANDLER RD
POTOMAC, MD 20854
(38.99693, -77.226929)"
706285,Issued,9923,,LOGAN,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,03/18/2015,04/22/2015,,Rebuild,DEMOLITION OR MOVE PERMIT,"9923 LOGAN DR
POTOMAC, MD 20854
(39.008242, -77.205582)"
706613,Completed,5909,,CARLTON,LN,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,03/20/2015,06/11/2015,11/24/2015,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"5909 CARLTON LN
BETHESDA, MD 20816
(38.958997, -77.120365)"
706650,Finaled,25025,,FREDERICK,RD,,CLARKSBURG,MD,20871,DEMOLISH,SINGLE FAMILY DWELLING,03/20/2015,06/18/2015,02/13/2017,DEMOLITION&nbsp; *NO REBUILD*,DEMOLITION OR MOVE PERMIT,"25025 FREDERICK RD
CLARKSBURG, MD 20871
(39.266749, -77.305633)"
706774,Completed,9508,,SINGLETON,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,03/23/2015,05/08/2015,08/05/2015,Rebuild,DEMOLITION OR MOVE PERMIT,"9508 SINGLETON DR
BETHESDA, MD 20817
(39.011875, -77.117643)"
706896,Finaled,6112,,WALHONDING,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,03/24/2015,05/22/2015,10/29/2015,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"6112 WALHONDING RD
BETHESDA, MD 20816
(38.963684, -77.12517)"
706947,Issued,4011,,MUNCASTER MILL,RD,,ROCKVILLE,MD,20853,DEMOLISH,SINGLE FAMILY DWELLING,03/24/2015,08/14/2015,,Demolition only-no rebuild,DEMOLITION OR MOVE PERMIT,"4011 MUNCASTER MILL RD
ROCKVILLE, MD 20853
(39.109379, -77.080787)"
707094,Completed,7059,,WILSON,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,03/26/2015,08/04/2015,07/22/2016,Rebuild,DEMOLITION OR MOVE PERMIT,"7059 WILSON LN
BETHESDA, MD 20817
(38.974989, -77.144444)"
707295,Completed,4406,,COLCHESTER,DR,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,03/27/2015,08/12/2015,04/18/2016,DEMO,DEMOLITION OR MOVE PERMIT,"4406 COLCHESTER DR
KENSINGTON, MD 20895
(39.028598, -77.085389)"
707371,Completed,15704,,THOMPSON,RD,,SILVER SPRING,MD,20905,DEMOLISH,SINGLE FAMILY DWELLING,03/30/2015,07/20/2015,11/04/2015,"Rebuild

PS16A96251",DEMOLITION OR MOVE PERMIT,"15704 THOMPSON RD
SILVER SPRING, MD 20905
(39.113518, -76.969779)"
707410,Finaled,8710,,OLD GEORGETOWN,RD,,BETHESDA,MD,20817,DEMOLISH,BUSINESS BUILDING,03/30/2015,09/08/2015,10/03/2015,DEMO - &nbsp;LAMBERT OFFICE BUSINESS BUILDING,DEMOLITION OR MOVE PERMIT,"8710 OLD GEORGETOWN RD
BETHESDA, MD 20817
(38.998743, -77.109437)"
707673,Completed,4517,,FAIRFIELD,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,04/01/2015,06/16/2015,11/24/2015,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"4517 FAIRFIELD DR
BETHESDA, MD 20814
(38.996013, -77.090335)"
707683,Finaled,4309,,CHESTNUT,ST,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,04/01/2015,06/02/2015,06/02/2015,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"4309 CHESTNUT ST
BETHESDA, MD 20814
(38.993554, -77.085822)"
707831,Finaled,10014,,EDWARD,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,04/02/2015,05/20/2015,10/06/2015,DEMO,DEMOLITION OR MOVE PERMIT,"10014 EDWARD AVE
BETHESDA, MD 20814
(39.021209, -77.112677)"
708011,Completed,9510,,MILSTEAD,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,04/03/2015,06/15/2015,06/20/2016,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"9510 MILSTEAD DR
BETHESDA, MD 20817
(39.011255, -77.121634)"
708169,Finaled,4205,,GLENROSE,ST,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,04/06/2015,06/02/2015,11/12/2015,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"4205 GLENROSE ST
KENSINGTON, MD 20895
(39.017835, -77.084126)"
708915,Completed,5409,,WEHAWKEN,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,04/13/2015,07/10/2015,08/06/2015,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"5409 WEHAWKEN RD
BETHESDA, MD 20816
(38.962187, -77.123914)"
709050,Finaled,7701,,FONTAINE,ST,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,04/14/2015,06/30/2015,07/29/2015,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"7701 FONTAINE ST
POTOMAC, MD 20854
(39.050776, -77.161023)"
709090,Finaled,5810,,MELVERN,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,04/14/2015,06/17/2015,03/31/2016,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"5810 MELVERN DR
BETHESDA, MD 20817
(39.010547, -77.118043)"
709465,Completed,6801,,ROCKLEDGE,DR,,BETHESDA,MD,20817,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,04/17/2015,06/18/2015,07/20/2015,Demolition of a guardhouse,DEMOLITION OR MOVE PERMIT,"6801 ROCKLEDGE DR
BETHESDA, MD 20817
(39.030058, -77.137843)"
709485,Completed,8845,,TUCKERMAN,LN,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,04/17/2015,11/10/2015,02/16/2016,DEMO,DEMOLITION OR MOVE PERMIT,"8845 TUCKERMAN LN
POTOMAC, MD 20854
(39.048947, -77.184689)"
709531,Completed,6121,,TEMPLE,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,04/17/2015,06/19/2015,01/07/2016,Rebuild,DEMOLITION OR MOVE PERMIT,"6121 TEMPLE ST
BETHESDA, MD 20817
(38.997794, -77.126431)"
709534,Finaled,6402,,MIDDLEBURG,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,04/17/2015,05/29/2015,01/07/2016,"Rebuild

BOND TRACKING PS15A93831",DEMOLITION OR MOVE PERMIT,"6402 MIDDLEBURG LN
BETHESDA, MD 20817
(38.985951, -77.129815)"
709538,Issued,117,,GRAFTON,ST,,CHEVY CHASE,MD,20815,DEMOLISH,BUSINESS BUILDING,04/17/2015,05/13/2015,,DEMO DETACHED GARAGE,DEMOLITION OR MOVE PERMIT,"117 GRAFTON ST
CHEVY CHASE, MD 20815
(38.96761, -77.085086)"
709543,Finaled,5531,,DEVON,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,04/17/2015,06/05/2015,11/09/2017,"DEMO

BOND TRACKING PS15A91870",DEMOLITION OR MOVE PERMIT,"5531 DEVON RD
BETHESDA, MD 20814
(38.982541, -77.112731)"
709684,Finaled,8516,,BEECH TREE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,04/20/2015,06/01/2015,06/24/2015,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"8516 BEECH TREE RD
BETHESDA, MD 20817
(38.996123, -77.141995)"
709853,Completed,5723,,BRADLEY,BLVD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,04/21/2015,08/04/2015,08/24/2015,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"5723 BRADLEY BLVD
BETHESDA, MD 20814
(38.987222, -77.115405)"
710031,Completed,16629,,BROGDEN,RD,,SPENCERVILLE,MD,20868,DEMOLISH,SINGLE FAMILY DWELLING,04/22/2015,07/14/2015,03/21/2016,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"16629 BROGDEN RD
SPENCERVILLE, MD 20868
(39.129747, -76.961707)"
710307,Finaled,8009,,KENTBURY,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,04/24/2015,06/04/2015,08/17/2015,Demo/rebuild,DEMOLITION OR MOVE PERMIT,"8009 KENTBURY DR
BETHESDA, MD 20814
(38.990467, -77.08414)"
710676,Finaled,7501,,ARDEN,RD,,CABIN JOHN,MD,20818,DEMOLISH,SINGLE FAMILY DWELLING,04/28/2015,10/28/2015,08/18/2016,"DEMO/REBUILD

BOND TRACKING PS16A101076",DEMOLITION OR MOVE PERMIT,"7501 ARDEN RD
CABIN JOHN, MD 20818
(38.97481, -77.153216)"
710774,Completed,7105,,AMY,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,04/29/2015,07/06/2015,07/22/2015,"DEMOLITION/REBUILD&nbsp;&nbsp;PS16A9551

bond tracking PS16A95630",DEMOLITION OR MOVE PERMIT,"7105 AMY LN
BETHESDA, MD 20817
(38.988008, -77.145239)"
710853,Finaled,8003,,MAPLE RIDGE,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,04/29/2015,07/14/2015,08/06/2015,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"8003 MAPLE RIDGE DR
BETHESDA, MD 20814
(38.989703, -77.106588)"
710955,Open,20151,,FISHER,AVE,,POOLESVILLE,MD,20837,DEMOLISH,SWIMMING POOL,04/30/2015,,,Demo Wading Pool &amp; extensive decking around the pool area,DEMOLITION OR MOVE PERMIT,"20151 FISHER AVE
POOLESVILLE, MD 20837
(39.146688, -77.421765)"
711047,Completed,5204,,DORSET,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,04/30/2015,02/23/2016,02/27/2017,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"5204 DORSET AVE
CHEVY CHASE, MD 20815
(38.968973, -77.103586)"
711290,Completed,10221,,TYBURN,TER,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,05/04/2015,08/11/2015,09/08/2016,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"10221 TYBURN TER
BETHESDA, MD 20814
(39.024567, -77.119955)"
711321,Completed,6305,,WINSTON,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/04/2015,07/13/2015,09/30/2016,Rebuild,DEMOLITION OR MOVE PERMIT,"6305 WINSTON DR
BETHESDA, MD 20817
(38.974545, -77.12864)"
711329,Finaled,8919,,RIDGE,PL,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/04/2015,06/17/2015,01/07/2016,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"8919 RIDGE PL
BETHESDA, MD 20817
(39.002885, -77.125677)"
711576,Completed,1000,,SPRING,ST,,SILVER SPRING,MD,20910,DEMOLISH,STORAGE BUILDING,05/06/2015,03/14/2016,10/12/2016,DEMOLITION OF COMMERCIAL GARAGE,DEMOLITION OR MOVE PERMIT,"1000 SPRING ST
SILVER SPRING, MD 20910
(38.999239, -77.026844)"
711727,Completed,10401,,SEVEN LOCKS,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,05/06/2015,05/28/2015,08/05/2015,,DEMOLITION OR MOVE PERMIT,"10401 SEVEN LOCKS RD
POTOMAC, MD 20854
(39.027724, -77.161813)"
711737,Finaled,12250,,GLEN,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,05/06/2015,06/03/2015,04/13/2016,DEMOLITION ONLY--NO REBUILD,DEMOLITION OR MOVE PERMIT,"12250 GLEN RD
POTOMAC, MD 20854
(39.064424, -77.25299)"
712033,Completed,2100,,NORBECK,RD,,SILVER SPRING,MD,20906,DEMOLISH,SINGLE FAMILY DWELLING,05/08/2015,08/18/2015,04/17/2017,DEMO,DEMOLITION OR MOVE PERMIT,"2100 NORBECK RD
SILVER SPRING, MD 20906
(39.119635, -77.045009)"
712035,Completed,9910,,MONTAUK,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/08/2015,05/18/2015,06/16/2016,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"9910 MONTAUK AVE
BETHESDA, MD 20817
(39.019075, -77.129021)"
712076,Finaled,4421,,RIDGE,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,05/08/2015,07/31/2015,11/05/2015,demo,DEMOLITION OR MOVE PERMIT,"4421 RIDGE ST
CHEVY CHASE, MD 20815
(38.977963, -77.08875)"
712196,Finaled,13730,,TRAVILAH,RD,,GAITHERSBURG,MD,20878,DEMOLISH,SINGLE FAMILY DWELLING,05/11/2015,09/21/2015,12/13/2016,Rebuild,DEMOLITION OR MOVE PERMIT,"13730 TRAVILAH RD
GAITHERSBURG, MD 20878
(39.080354, -77.240625)"
712354,Issued,7510,,FAIRFAX,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,05/12/2015,07/10/2015,,Demo/rebuild,DEMOLITION OR MOVE PERMIT,"7510 FAIRFAX RD
BETHESDA, MD 20814
(38.985239, -77.105354)"
712488,Completed,4503,,ELM,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,05/13/2015,07/23/2015,02/03/2016,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"4503 ELM ST
CHEVY CHASE, MD 20815
(38.982728, -77.090329)"
712567,Completed,7803,,GRANADA,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/13/2015,05/28/2015,01/07/2016,Demolition of home located at 7803 Granada Drive&nbsp;(Lot has been subdivided-see permit no. 708861),DEMOLITION OR MOVE PERMIT,"7803 GRANADA DR
BETHESDA, MD 20817
(38.988738, -77.124155)"
712666,Finaled,5021,,NEWPORT,AVE,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,05/14/2015,07/07/2015,02/22/2016,Rebuild,DEMOLITION OR MOVE PERMIT,"5021 NEWPORT AVE
BETHESDA, MD 20816
(38.956568, -77.099598)"
712715,Completed,5104,,ELM,ST,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,05/14/2015,06/29/2015,08/25/2015,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5104 ELM ST
BETHESDA, MD 20814
(38.981945, -77.101318)"
713440,Finaled,6919,,FAIRFAX,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,05/20/2015,06/23/2015,08/25/2015,,DEMOLITION OR MOVE PERMIT,"6919 FAIRFAX RD
BETHESDA, MD 20814
(38.979605, -77.102785)"
713446,Completed,8920,,BURDETTE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/20/2015,08/27/2015,09/16/2015,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"8920 BURDETTE RD
BETHESDA, MD 20817
(39.003663, -77.14196)"
713724,Completed,11312,,LUXMANOR,RD,,ROCKVILLE,MD,20852,DEMOLISH,SINGLE FAMILY DWELLING,05/22/2015,08/03/2015,07/01/2016,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"11312 LUXMANOR RD
ROCKVILLE, MD 20852
(39.041719, -77.124185)"
713870,Completed,19825,,FREDERICK,RD,,GERMANTOWN,MD,20876,DEMOLISH,BUSINESS BUILDING,05/26/2015,07/28/2015,04/29/2016,,DEMOLITION OR MOVE PERMIT,"19825 FREDERICK RD
GERMANTOWN, MD 20876
(39.180977, -77.2383)"
714464,Completed,4508,,STRATHMORE,AVE,,GARRETT PARK,MD,20896,DEMOLISH,SINGLE FAMILY DWELLING,05/29/2015,10/22/2015,04/18/2016,DEMO/REBUILD (Also demo existing SHED),DEMOLITION OR MOVE PERMIT,"4508 STRATHMORE AVE
GARRETT PARK, MD 20896
(39.033874, -77.090936)"
