EXPENDITURE_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,ACTION,AMOUNT,EXPENDITURE_DATE,PURPOSE,RECIPIENT,CLIENT_ID,CLIENT_NAME,CREATED_DATE
372824329,04/01/2014,06/30/2014,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,869.00,06/05/2014,MEETING CHICAGO DIGITAL NETWORK (SITE #20),"CFO TEAM (LUCIEN CARTER, COLLEEN STONE), LEGAL (KAREN BIELARZ), MIKE STURTEVANT AND IRENE CAMINER (CDWM)",2349450331,"INTERSTATE JCDECAUX, LLC",07/03/2014
1525838427,07/01/2018,09/30/2018,4089,JAMES,D,RICE,TRAVEL EXPENSES TO ATTEND MEETING,500.00,08/01/2018,DISCUSSED THEIR DEBT ISSUANCE NEEDS,CHICAGO TRANSIT AUTHORITY,277489073,RICE FINANCIAL PRODUCTS COMPANY,10/22/2018
2872873794,10/01/2017,12/31/2017,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,10/31/2017,FILING FEE,CITY OF CHICAGO,867248149,"TRAPANI, BEN",12/21/2017
2901268987,10/01/2013,12/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,751.74,10/28/2013,LODGING,"WESTIN, 909 N MICHIGAN, CHICAGO, IL 60611, HOTEL",2118404673,"INTERSTATE JCDECAUX, LLC",01/19/2014
749151869,01/01/2012,06/30/2012,4294,MARCIA,A,STEMPIEN,ADMINISTRATIVE,264.13,02/24/2012,TRAVEL RELATED EXPENSES TO DISCUSS BUSINESS,AMERICAN AIRLINES,2411046936,BNY MELLON,09/27/2012
2092588108,01/01/2018,03/31/2018,16662,MICHAEL,J,MINERVA,OVERNIGHT STAY,381.55,03/27/2018,OVERNIGHT ACCOMMODATIONS TO ATTEND MEETINGS,HYATT CENTRIC CHICAGO MAGNIFICENT MILE,2148425495,AMERICAN AIRLINES,04/19/2018
242128160,10/01/2013,12/31/2013,6227,BLAKE,,CUSTER,MEETING WITH CITY OF CHICAGO AND CONSULTANTS,802.00,10/22/2013,AIRFARE ( SAT TO CHICAGO),CITY MEETING AND PROGRAM IMPLEMENTATION,309905940,"INTERSTATE JC DECAUX, LLC",01/20/2014
4142960109,01/01/2018,03/31/2018,5861,THOMAS,S,MOORE,VARIANCE,525.00,01/30/2018,FILING FEE,CITY OF CHICCAGO,4047985355,"NOWAK, JOE",11/27/2018
3485360750,01/01/2014,03/31/2014,3959,B. JOHN,,BISIO,PROMOTE WAL-MART IN CHICAGO,704.00,03/11/2014,AIRFARE,AMERICAN AIRLINES,1258484110,"WAL-MART STORES, INC.",04/15/2014
1578100145,01/01/2013,03/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,719.64,01/29/2013,LODGING,"WESTIN, 909 N MICHIGAN, CHICAGO, IL 60611, HOTEL",2118404673,"INTERSTATE JCDECAUX, LLC",04/22/2013
995078523,01/01/2013,03/31/2013,5861,THOMAS,S,MOORE,FILING FEE,1025.00,02/13/2013,FILING FEE,CITY OF CHICAGO,3413557880,"WEINER, LARRY",08/26/2013
3108462708,04/01/2014,06/30/2014,5861,THOMAS,S,MOORE,FILING FEE,1075.00,06/27/2014,F,CITY OF CHICAGO,326845980,UNION PROPERTY CHICAGO LLC,01/12/2015
1540173572,04/01/2013,06/30/2013,6227,BLAKE,,CUSTER,ROUND TRIP AIRLINE FLIGHT TO CHICAGO,941.80,04/16/2013,CDN PROGRAM IMPLEMENTATION,CITY MEETING AND IMPLEMENTATION OF PROGRAM AND COORDINATION WITH CONSULTANTS,309905940,"INTERSTATE JC DECAUX, LLC",07/22/2013
1138370660,01/01/2015,03/31/2015,3959,B. JOHN,,BISIO,SITING OF NEW STORES AND REPUTATION ADVOCACY,25000.00,02/05/2015,PUBLIC AFFAIRS/GRASSROOTS RETAINER,"SERAFIN & ASSOCIATES, INC. 409 WEST HURON STREET, SUITE 600, CHICAGO, IL 60654--COMMUNICATIONS FIRM",1258484110,"WAL-MART STORES, INC.",04/17/2015
2162650421,04/01/2015,06/30/2015,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,571.00,06/11/2015,WEEKLY MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (LUCIEN CARTER, COLLEEN STONE), CDOT (MAUREEN WEST), DPT. OF BUILDINGS (MATT BEAUDET), HOUSING/ZONING DPT. (VICKIE LOZANO), LEGAL (KAREN BIELARZ), 2FM (JENNIFER MUSS), OEMC (ANNA STATHAM), MAYOR�S OFFICE (CLAUDIA CHAVEZ)",2349450331,"INTERSTATE JCDECAUX, LLC",07/01/2015
1019988518,07/01/2019,09/30/2019,12901,HOLLY,,COOPER,DOT BACK OFFICE MEETINGS,417.49,07/17/2019,LODGING,"COURTYARD BY MARRIOTT, 30 E HUBBARD ST, CHICAGO, IL 60611",413645007,CONDUENT INCORPORATED,10/15/2019
2393789185,01/01/2012,06/30/2012,3959,B. JOHN,,BISIO,GENERAL EDUCATION OF WAL-MART BUSINESS IN CHICAGO,370.61,04/24/2012,LODGING,HOLIDAY INN,4048551740,"WAL-MART STORES, INC.",09/04/2012
1128332262,04/01/2015,06/30/2015,4195,TIMOTHY,K.,HINCHMAN,"RECORDING ORDINANCE, PLAT OF VACATION, PLAT OF DEDICATION AND RDA",468.00,04/06/2015,RECORDING FEES,"COOK COUNTY RECORDER OF DEEDS 118 N. CLARK ST. ROOM 120 CHICAGO, IL 60602",3087082905,APOSTOLIC FAITH CHURCH,07/01/2015
1505096866,07/01/2012,09/30/2012,5861,THOMAS,S,MOORE,CITY OF CHICAGO,275.00,08/30/2012,FILING FEE,CITY OF CHICAGO,201151724,"LAURENS, XAVIER",01/11/2013
1956965749,01/01/2017,03/31/2017,15701,DRUE,,DUNCAN,SALES REP LICENSURE ISSUE,431.98,03/09/2017,MEET WITH MAYOR AND PUBLIC HEALTH STAFF,"SOUTHWEST AIRLINES, 2702 LOVE FIELD, DALLAS, TX, AIRLINE",2713164560,PFIZER INC.,04/20/2017
4084906672,04/01/2018,06/30/2018,12901,HOLLY,,COOPER,OPERATIONS MEETING,368.45,05/09/2018,AIRFARE,"SOUTHWEST AIRLINES, 2702 LOVE FIELD DRIVE, DALLAS, TX  75235",413645007,CONDUENT INCORPORATED,07/12/2018
1165697705,01/01/2012,06/30/2012,4041,MAGGIE,,SANS,GENERAL EDUCATION OF WAL-MART BUSINESS IN CHICAGO,1050.60,02/15/2012,AIRFARE,AMERICAN AIRLINES,4048551740,"WAL-MART STORES, INC.",09/04/2012
1742264281,10/01/2016,12/31/2016,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,12/06/2016,FILING FEE,CITY OF CHICAGO,4011839094,"GREATTING, ZACHARY",01/17/2017
2449211240,01/01/2013,03/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,1108.79,02/26/2013,TRANSPORTATION,"VIRGIN AMERICA, 555 AIRPORT BLVD., BURLINGAME, CA 94010, AIRLINE",2118404673,"INTERSTATE JCDECAUX, LLC",04/22/2013
693892543,07/01/2017,09/30/2017,15682,TIMOTHY,,BARBERA,TRAVEL EXPENSES TO ATTEND MEETING,275.00,07/27/2017,TO DISCUSS AGENCY'S UPCOMING FINANCIAL PLANS,"RICE FINANCIAL PRODUCTS COMPANY, 55 BROAD STREET, NY, NY 10004, INVESTMENT BANKING",277489073,RICE FINANCIAL PRODUCTS COMPANY,11/06/2017
3032565160,01/01/2018,03/31/2018,14301,MICHAEL,T,DEBONVILLE,ORDINANCE FOR FREE-FLOATING CARSHARING,828.08,03/09/2018,HOTEL,"MIKE DEBONVILLE, 1717 WEST 6TH STREET, SUITE 425, AUSTIN, TX 78703, CARSHARING",3206749539,"CAR2GO N.A., LLC",10/16/2018
1674961279,07/01/2016,09/30/2016,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,07/06/2016,FILING FEE,CITY OF CHICAGO,2601280300,GIBBONS CONSTRUCTION LLC,01/12/2017
3528156885,01/01/2014,03/31/2014,9341,TOM,,SAFLEY,CHANGES SOUGHT TO PROPOSED RULES RELATING TO BULK MATERIALS HANDLING.,259.84,02/06/2014,HOTEL FOR MEETING WITH CHICAGO PUBLIC HEALTH DEPARTMENT,"THE WIT HOTEL, 201 N. STATE ST., CHICAGO",4066986617,"KOCH COMPANIES PUBLIC SECTOR, LLC AND AFFILIATES",04/14/2014
476575793,04/01/2014,06/30/2014,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,869.00,05/15/2014,WEEKLY MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (LUCIEN CARTER, COLLEEN STONE), CDOT (MAUREEN WEST), DPT. OF BUILDINGS (MATT BEAUDET), HOUSING/ZONING DPT. (VICKIE LOZANO), LEGAL (KAREN BIELARZ), 2FM (JENNIFER MUSS), OEMC (ANNA STATHAM)",2349450331,"INTERSTATE JCDECAUX, LLC",07/03/2014
2307142424,04/01/2013,06/30/2013,5861,THOMAS,S,MOORE,CITY OF CHICAGO,275.00,04/17/2013,FILING FEE,CITY OF CHICAGO,2581955468,"RASMUSSEN, DAVE & MUSGRAVE, ALISON",08/26/2013
1965654060,01/01/2012,06/30/2012,3959,B. JOHN,,BISIO,COMMUNITY AND ALDERMANIC OUTREACH AND EDUCATION,849.24,06/05/2012,REIMBURSED EXPENSES FOR COMMUNITY OUTREACH AND EDUCATION,"SERAFIN AND ASSOCIATES, INC 409 W HURON ST., STE. 600 CHICAGO, IL 60654 COMMUNICATIONS FIRM",4048551740,"WAL-MART STORES, INC.",09/04/2012
1944868068,04/01/2018,06/30/2018,5861,THOMAS,S,MOORE,ZONING CHANGE,1050.00,05/04/2018,FILING FEE,CITY OF CHICAGO,1080339695,"DEELY, LEO",11/27/2018
3003613223,01/01/2012,06/30/2012,5861,THOMAS,S,MOORE,FILING FEE,525.00,05/14/2012,FILING FEE,CITY OF CHICAGO,1418321353,"MEDER, BRENT",01/11/2013
3520514703,07/01/2017,09/30/2017,5721,GENE,C,SCHULTER,ADVISOR,1500.00,09/11/2017,ADVISOR,"THOMAS O'DONNELL, 4303 N WOLCOTT, CHGO, IL 60613",128324858,"CORNERSTONE CONTRACTING, INC.",10/16/2017
2689881972,07/01/2016,09/30/2016,5861,THOMAS,S,MOORE,SPECIAL USE,525.00,04/12/2016,FILING FEE,CITY OF CHICAGO,3943564386,GREAT LAKES SPA LLC,10/17/2016
3520514703,07/01/2017,09/30/2017,5721,GENE,C,SCHULTER,ADVISOR,1500.00,09/11/2017,ADVISOR,"THOMAS O'DONNELL, 4303 N WOLCOTT, CHGO, IL 60613",1720534195,"BROADWAY ELECTRIC, INC.",10/16/2017
2439228288,01/01/2014,03/31/2014,6203,JOHN,,FOSTER,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS,2615.20,03/06/2014,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS,TRAVEL EXPENSES,2349450331,"INTERSTATE JCDECAUX, LLC",04/21/2014
1694578632,10/01/2013,12/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,763.90,09/19/2013,TRANSPORTATION,"VIRGIN AMERICA, 555 AIRPORT BLVD., BURLINGAME, CA 94010, AIRLINE",2118404673,"INTERSTATE JCDECAUX, LLC",01/19/2014
2079145518,04/01/2018,06/30/2018,21343,EDWARD,,SKYLER,SAFE GUNS POLICY ORDINANCE,672.03,04/17/2018,TRAVEL,"METROPOLITAN LIMO CAR SERVICE, 1836 S WABASH AVE, CHICAGO, IL 60616, CAR SERVICE",2429432307,CITI,07/20/2018
3612400305,10/01/2013,12/31/2013,3786,EURIAH,X,BENNETT,MUNICIPAL FINANCE,335.00,11/07/2013,HOTEL,HILTON,3849200057,RAYMOND JAMES,01/24/2014
709231209,10/01/2012,12/31/2012,5061,REBECCA,M,GEBMAN,ADMINISTRATIVE,436.96,10/25/2012,AIRFARE,"DELTA AIRLINES, P.O. BOX 20574, ATLANTA, GA 30320, AIRLINE",2752920525,CITIGROUP GLOBAL MARKETS INC.,01/16/2013
4262453543,04/01/2016,06/30/2016,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,04/01/2016,FILING FEE,CITY OF CHICAGO,3907645651,"GASSMAN, DAVID",01/12/2017
883595792,07/01/2013,09/30/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,1163.80,09/03/2013,TRANSPORTATION,"VIRGIN AMERICA, 555 AIRPORT BLVD., BURLINGAME, CA 94010, AIRLINE",2118404673,"INTERSTATE JCDECAUX, LLC",10/19/2013
1318197564,01/01/2013,03/31/2013,3951,PAUL,A,KOLPAK,ADMIN,320.00,03/01/2013,SEARCH FEE,"PROPERTY INSIGHT 171 N CLARK ST.  CHICAGO, IL  60601",3454791488,"SKIBA, JOSEPH (KASPER DEVELOPMENT LTD)",01/28/2014
961963233,10/01/2012,12/31/2012,3959,B. JOHN,,BISIO,PROMOTE WAL-MART IN CHICAGO,485.26,12/04/2012,AIRFARE,AMERICAN AIRLINES,4048551740,"WAL-MART STORES, INC.",01/18/2013
3956363221,04/01/2013,06/30/2013,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,251.00,05/15/2013,PRESENTATION CDN TO OEMC,OEMC (ANNE STATHAM),2721525197,"INTERSTATE JCDECAUX, LLC",07/03/2013
818249821,01/01/2014,03/31/2014,3959,B. JOHN,,BISIO,SITING OF NEW STORES AND REPUTATION ADVOCACY,33750.00,01/03/2014,PUBLIC AFFAIRS/GRASSROOTS RETAINER,"SERAFIN & ASSOCIATES, INC. 409 WEST HURON STREET, SUITE 600, CHICAGO, IL 60654-- COMMUNICATIONS FIRM",1258484110,"WAL-MART STORES, INC.",04/15/2014
1387738080,07/01/2016,09/30/2016,5861,THOMAS,S,MOORE,VARIANCE,525.00,04/14/2016,FILING FEE,CITY OF CHICAGO,2586734494,"PLANT, JOHN A",10/17/2016
16918859,01/01/2013,03/31/2013,3764,JENNIFER,,CLARK,COORDINATION BETWEEN DEPARTMENTS FOR CTA PLAZA,199148.00,03/13/2013,CONSTRUCTION MANAGEMENT,COTTER CONSULTING,3429340646,LOYOLA UNIVERSITY CHICAGO,04/16/2013
1147319525,07/01/2015,09/30/2015,5861,THOMAS,S,MOORE,FILING FEE,1000.00,09/01/2015,FILING FEE,CITY OF CHICAGO,1417497885,"BOBOC, DENNIS",11/30/2015
2871747763,10/01/2012,12/31/2012,4001,BERNARD,,PARISOT,TO OBTAIN CITY COUNCIL APPROVAL,663.24,12/11/2012,TRAVEL AND MEALS FOR SELF,MEETING WITH CITY COUNCIL RE ORDINANCE/PROGRAM AGREEMENT AND FOR CITY COUNCIL APPROVAL,179180465,J C DECAUX NA,01/17/2013
1609172521,01/01/2013,03/31/2013,6403,BILL,,MCMANUS,BEVERAGE INDUSTRY INITIATIVES AND ENERGY DRINK ORDINANCE,605.80,01/16/2013,AIRFARE,"UNITED AIRLINES, BESSIE COLEMAN DRIVE, CHICAGO, IL 60666",481326372,AMERICAN BEVERAGE ASSOCIATION,04/19/2013
443292384,10/01/2017,12/31/2017,3782,MARA,S,GEORGES,ADMINISTRATIVE,530.00,12/31/2017,COPYING,"DALEY AND GEORGES, LTD., 20 S. CLARK STREET, CHICAGO, IL  60603, LAW FIRM",1537371615,CROWN CASTLE NG CENTRAL LLC,01/12/2018
3494653203,10/01/2012,12/31/2012,3959,B. JOHN,,BISIO,COMMUNITY AND ALDERMANIC OUTREACH AND EDUCATION,33750.00,11/05/2012,PUBLIC AFFAIRS / GRASSROOTS RETAINER,"SERAFIN & ASSOCIATES, INC   409 WEST HURON ST, SUITE 600, CHICAGO, IL 60654 - COMMUNICATIONS FIRM",4048551740,"WAL-MART STORES, INC.",01/18/2013
2719737313,07/01/2018,09/30/2018,22421,RENEE,,MORALES,REGISTRATION FEE ADMIN,350.00,09/05/2018,LOBBYIST REGISTRATION FEE,CHICAGO BOARD OF ETHICS,3782119585,CROWN CASTLE NG CENTRAL LLC,10/12/2018
744628077,01/01/2012,06/30/2012,3959,B. JOHN,,BISIO,COMMUNITY AND ALDERMANIC OUTREACH AND EDUCATION,33750.00,04/04/2012,PUBLIC AFFAIRS / GRASSROOTS RETAINER,"SERAFIN AND ASSOCIATES, INC 409 W HURON ST., STE. 600 CHICAGO, IL 60654 COMMUNICATIONS FIRM",4048551740,"WAL-MART STORES, INC.",09/04/2012
3630997040,07/01/2013,09/30/2013,3951,PAUL,A,KOLPAK,ZONING AMENDMENT,1025.00,07/15/2013,ZONING APPLICATION,CITY OF CHICAGO,2024885523,"GRE DOR, LLC",01/28/2014
2843635538,10/01/2017,12/31/2017,20061,JOHN,P.,NYHAN,REGISTERED AS LOBBYIST,350.00,11/29/2017,REGISTRATION FEE CHICAGO LOBBY,CITY OF CHICAGO,1635183299,"2017 MENDELL TMG, LLC",01/04/2018
1397572029,07/01/2014,09/30/2014,5361,JAY,,BEASLEY,PROMOTE CONSTELLATION ENERGY AND ITS BUSINESS PLANS FOR CHICAGO.,1147.77,07/31/2014,AIRFARE,UNITED AIRLINES,2937688769,CONSTELLATION ENERGY GROUP,10/17/2014
29363033,10/01/2012,12/31/2012,3959,B. JOHN,,BISIO,COMMUNITY AND ALDERMANIC OUTREACH AND EDUCATION,33750.00,12/31/2013,PUBLIC AFFAIRS / GRASSROOTS RETAINER,"SERAFIN & ASSOCIATES, INC   409 WEST HURON ST, SUITE 600, CHICAGO, IL 60654 - COMMUNICATIONS FIRM",4048551740,"WAL-MART STORES, INC.",01/18/2013
2658223642,07/01/2014,09/30/2014,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,779.00,08/21/2014,BRT LOOP PROJECT,"CDOT (KEVIN O'MALLEY), FINANCE (SCOTT YONOVER)",1671164904,"JCDECAUX NORTH AMERICA, INC",10/04/2014
1184189617,01/01/2017,03/31/2017,12901,HOLLY,,COOPER,CDOT � OPERATIONS & BACK OFFICE MEETINGS,270.27,03/22/2017,LODGING,"COUNTRY INN & SUITES, 1630 OLMSTED DR, PORTAGE, IN 46368",1415910890,CONDUENT INCORPORATED,04/19/2017
3495633919,10/01/2012,12/31/2012,6203,JOHN,,FOSTER,SITE SURVEYING AND PROGRAM AGREEMENT NEGOTIATIONS FOR HTE CITY DIGITAL NETWORK,2003.70,11/05/2012,SITE SURVEYING AND PROGRAM AGREEMENT NEGOTATIONS FOR THE CITY DIGITAL NETWORK,"TRAVEL EXPENSES FOR 2 DAYS INCLUDING FLIGHT ON VIRGIN AMERICA, TRUMP INTERNATIONAL HOTEL AND MEALS",2721525197,"INTERSTATE JCDECAUX, LLC",01/22/2013
691524600,10/01/2012,12/31/2012,3786,EURIAH,X,BENNETT,MUNICIPAL FINANCE,572.30,07/27/2012,AIRFARE,DELTA,800972066,MORGAN KEEGAN & CO. INC,01/09/2013
719571002,07/01/2017,09/30/2017,5721,GENE,C,SCHULTER,ADVISOR,1500.00,08/30/2017,ADVISOR,"THOMAS O'DONNELL, 4303 N WOLCOTT, CHGO, IL 60613",128324858,"CORNERSTONE CONTRACTING, INC.",10/16/2017
201536066,10/01/2013,12/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,727.80,10/22/2013,TRANSPORTATION,"DELTA, 1030 DELTA BLVD., ATLANTA, GA 30354, AIRLINE",2118404673,"INTERSTATE JCDECAUX, LLC",01/19/2014
2442499572,04/01/2018,06/30/2018,9081,G. A.,,FINCH,PAYMENT OF LOBBYIST REGISTRATION FEE,350.00,05/31/2018,LOBBYIST REGISTRATION,"BOARD OF ETHICS CITY OF CHICAGO, 740 NORTH SEDGWICK, CHIAGO, ILLINOIS, MUNICIPAL GOVERNMENT",2975887068,PAUL N. EICHWEDEL,11/29/2018
2173202935,04/01/2018,06/30/2018,14042,TRACEY,,HESTER,"SOCCER PITCH, LOADING, LIQUOR LICENSE, RIBBON CUTTINGS, TARGET SMALL FORMAT",270.00,06/19/2018,AIRFARE,DELTA AIRLINES,329021446,TARGET CORPORATION,07/16/2018
1385167912,07/01/2016,09/30/2016,5861,THOMAS,S,MOORE,SPECIAL USE,1025.00,06/22/2016,FILING FEE,CITY OF CHICAGO,3727358197,"JIANG, BING",01/12/2017
1757907324,07/01/2012,09/30/2012,3946,LISA,,DUARTE,N/A,450.00,08/10/2012,250 FOOT PROPERTY OWNER SEARCH,"CHICAGO TITLE & DEED, INC., 910 W. VAN BUREN ST., SUITE 140, CHICAGO, IL 60607",3456024395,SEVEN-D CONSTRUCTION COMPANY,12/04/2012
1387060557,10/01/2015,12/31/2015,6403,BILL,,MCMANUS,DEFEAT PROPOSED TAX,68000.00,10/20/2015,"PUBLIC EDUCATION, ADVERTISING, AND PUBLICATIONS","GODDARD GUNSTER, 701 8TH ST. NW #400, WASHINGTON DC, 20001, PUBLIC RELATIONS FIRM",481326372,AMERICAN BEVERAGE ASSOCIATION,01/20/2016
1258951159,10/01/2019,12/31/2019,5861,THOMAS,S,MOORE,ZONING MAP AMENDMENT,1050.00,10/22/2019,FILING FEE,CITY OF CHICAGO,1071900865,"ELLIOTT, WILLIAM",01/06/2020
750246100,04/01/2015,06/30/2015,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,571.00,06/04/2015,WEEKLY MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (LUCIEN CARTER, COLLEEN STONE), CDOT (MAUREEN WEST), DPT. OF BUILDINGS (MATT BEAUDET), HOUSING/ZONING DPT. (VICKIE LOZANO), LEGAL (KAREN BIELARZ), 2FM (JENNIFER MUSS), OEMC (ANNA STATHAM), MAYOR�S OFFICE (CLAUDIA CHAVEZ)",2349450331,"INTERSTATE JCDECAUX, LLC",07/01/2015
1893446417,10/01/2019,12/31/2019,24311,ALFONSO,,CORNISH,IN CONNECTION WITH CITY ALDERMAN MEETING,457.00,10/18/2019,HOTEL,"HOTEL LINCOLN, 1816 N CLARK ST, CHICAGO, IL 60614",798305379,TARGET CORPORATION,01/15/2020
133304631,04/01/2013,06/30/2013,5861,THOMAS,S,MOORE,CITY OF CHICAGO,525.00,05/13/2013,FILING FEE,CITY OF CHICAGO,3069044574,MACON CONSTRUCTION GROUP INC,08/26/2013
1937759273,10/01/2019,12/31/2019,22203,JIM,,LAZARSKI,RED LIGHT CAMERA MEETINGS,267.45,12/09/2019,AIRFARE,"AMERICAN AIRLINES, 1 SKYVIEW DRIVE FORT WORTH, TX 76155",413645007,CONDUENT INCORPORATED,01/17/2020
1225351451,01/01/2018,03/31/2018,3876,V. LARA,,DELEONE,REGARDING 'ELECTRONIC CHECK PRESENTMENT BANKING SERVICES,381.00,01/22/2018,HOTEL,"JW MARRIOTT, 151 W. ADAMS STREET, CHICAGO, IL 60603",2571297736,"KEYBANC CAPITAL MARKETS, INC",04/19/2018
1118980701,01/01/2015,03/31/2015,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,806.00,03/12/2015,WEEKLY MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (LUCIEN CARTER, COLLEEN STONE), CDOT (MAUREEN WEST), DPT. OF BUILDINGS (MATT BEAUDET), HOUSING/ZONING DPT. (VICKIE LOZANO), LEGAL (KAREN BIELARZ), 2FM (JENNIFER MUSS), OEMC (ANNA STATHAM), MAYOR�S OFFICE (CLAUDIA CHAVEZ)",2349450331,"INTERSTATE JCDECAUX, LLC",04/04/2015
3070349462,01/01/2012,06/30/2012,4173,PETER,,CASSEL,ADMIN - LICENSE,2079.00,02/08/2012,PARKING LICENSE FEE,CITY OF CHICAGO,2459111562,1600 E 53RD ST. LLC,08/30/2012
3496124647,07/01/2012,09/30/2012,3959,B. JOHN,,BISIO,PROMOTE WAL-MART IN CHICAGO,323.60,07/10/2012,HOTEL,MILE NORTH HOTEL,4048551740,"WAL-MART STORES, INC.",10/18/2012
1042283980,07/01/2016,09/30/2016,14181,OLIVIER,E,LAGANIERE,ADMINISTRATIVE - SUPPORT FOR ALTERNATIVE USE OF SPACE WITHIN PARKING GARAGES BELOW MILLENNIUM PARK,368.37,08/18/2016,FLIGHT TO CHICAGO,"PORTER FBO LIMITED, BILLY BISHOP TORONTO CITY AIRPORT, TORONTO, ONTARIO M5V 1A1 CANADA; AIRLINE.",2789498003,NORTHLEAF CAPITAL PARTNERS (CANADA) LTD,10/11/2016
2383102991,07/01/2018,09/30/2018,5861,THOMAS,S,MOORE,SPECIAL USE,2050.00,09/24/2018,FILING FEES,CITY OF CHICAGO,4171736804,"HARDIN, KATHY",11/27/2018
1912060404,10/01/2013,12/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,811.45,10/21/2013,LODGING,"WESTIN, 909 N MICHIGAN, CHICAGO, IL 60611, HOTEL",2118404673,"INTERSTATE JCDECAUX, LLC",01/19/2014
3867153346,01/01/2013,03/31/2013,5107,MARLOW,H.,COLVIN,MEAL,304.08,03/15/2013,RELATIONSHIP/GOODWILL,ALDERMAN MICHELLE HARRIS & STAFF,1797658830,COMED,04/22/2013
2510959707,04/01/2019,06/30/2019,5861,THOMAS,S,MOORE,VARIATION,525.00,04/10/2019,FILING FEE,CITY OF CHICAGO,3378748892,"CLANCY, MICHAEL",09/30/2019
4148675331,04/01/2019,06/30/2019,5861,THOMAS,S,MOORE,VARIATION,525.00,05/22/2019,FILING FEE,CITY OF CHICAGO,4200068659,"HOOPER, MARK",12/30/2019
2101011287,01/01/2018,03/31/2018,16662,MICHAEL,J,MINERVA,SINAGE,1500.00,03/12/2018,ADVERTISEMENT,TOURE MUHAMMAD,2148425495,AMERICAN AIRLINES,04/19/2018
544164137,07/01/2012,09/30/2012,4195,TIMOTHY,K,HINCHMAN,APPLICATION FEE FOR APPLICATION FOR SPECIAL USE FOR 3810-46 S. INDIANA AVE.,525.00,08/24/2012,APPLICATION FEE,"CITY OF CHICAGO, DEPARTMENT OF REVENUE, 121 N. LASALLE ST., CHICAGO, IL 60602",4145321816,APOSTOLIC FAITH CHURCH,09/24/2012
2401155166,07/01/2014,09/30/2014,5361,JAY,,BEASLEY,PROMOTE CONSTELLATION ENERGY AND ITS BUSINESS PLANS FOR CHICAGO.,476.08,09/09/2014,HOTEL,PALMER HOUSE HILTON,2937688769,CONSTELLATION ENERGY GROUP,10/17/2014
1001172451,10/01/2014,12/31/2014,10222,MARILYN,,BUSH,PROCUREMENT OF FINANCIAL SERVICES,415.39,10/30/2014,TRAVEL EXPENSES,N/A,1497249256,BANK OF AMERICA NA,01/14/2015
2745186145,04/01/2016,06/30/2016,14001,MARCO,,MCCOTTRY,OUTDOOR ADVERTISING,2440.00,05/31/2016,ADVERTISEMENT,"OUTFRONT MEDIA   PO BOX 33074  NEWARK, NJ 07188",1735792281,"UBER TECHNOLOGIES, INC.",03/01/2017
1542305580,01/01/2013,03/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,1326.80,01/21/2013,TRANSPORTATION,"UNITED AIRLINES, 77 W. WACKER DRIVE, CHICAGO, IL 60601, AIRLINE",2118404673,"INTERSTATE JCDECAUX, LLC",04/22/2013
2386508358,04/01/2017,06/30/2017,5861,THOMAS,S,MOORE,VARIANCE,525.00,04/28/2017,FILING FEE,CITY OF CHICAGO,2558443295,KENMORE ESTATES LLC,12/13/2017
