Reporting Area,MMWR Year,MMWR Week,"Invasive pneumococcal disease, age < 5 years§, Confirmed, Current week","Invasive pneumococcal disease, age < 5 years§, Confirmed, Current week, flag","Invasive pneumococcal disease, age < 5 years§, Confirmed, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5 years§, Confirmed, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5 years§, Confirmed, Cum 2020†","Invasive pneumococcal disease, age < 5 years§, Confirmed, Cum 2020†, flag","Invasive pneumococcal disease, age < 5 years§, Confirmed, Cum 2019†","Invasive pneumococcal disease, age < 5 years§, Confirmed, Cum 2019†, flag","Invasive pneumococcal disease, age < 5 years§, Probable, Current week","Invasive pneumococcal disease, age < 5 years§, Probable, Current week, flag","Invasive pneumococcal disease, age < 5 years§, Probable, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5 years§, Probable, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5 years§, Probable,  Cum 2020†","Invasive pneumococcal disease, age < 5 years§, Probable,  Cum 2020†, flag","Invasive pneumococcal disease, age < 5 years§, Probable,  Cum 2019†","Invasive pneumococcal disease, age < 5 years§, Probable, Cum 2019†, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Max†","Legionellosis, Previous 52 weeks Max†, flag","Legionellosis, Cum 2020†","Legionellosis, Cum 2020†, flag","Legionellosis, Cum 2019†","Legionellosis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
NORTHERN MARIANA ISLANDS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201665,POINT (145.725693 15.1834)
OHIO,2020,16,1,,3,,16,,15,,,-,2,,9,,2,,4,,68,,133,,125,,OHIO,,20201618,POINT (-82.70936 40.415534)
MINNESOTA,2020,16,,-,2,,,-,2,,,-,0,,,-,,-,,-,7,,17,,27,,MINNESOTA,,20201623,POINT (-94.198308 46.349153)
LOUISIANA,2020,16,,-,2,,11,,6,,,-,0,,,-,,-,,-,6,,,-,5,,LOUISIANA,,20201645,POINT (-91.840238 30.921314)
HAWAII,2020,16,,-,1,,1,,3,,,-,0,,,-,,-,,-,2,,5,,7,,HAWAII,,20201660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,16,2,,9,,47,,76,,,-,1,,1,,2,,,-,141,,194,,290,,,SOUTH ATLANTIC,20201628,
PENNSYLVANIA,2020,16,,-,2,,3,,3,,,-,0,,,-,1,,,-,29,,57,,106,,PENNSYLVANIA,,20201613,POINT (-77.838886 40.896694)
UTAH,2020,16,,-,2,,8,,8,,,-,0,,,-,1,,,-,3,,,-,6,,UTAH,,20201655,POINT (-111.678222 39.323779)
COLORADO,2020,16,,-,4,,11,,4,,,-,0,,,-,,-,,-,6,,10,,23,,COLORADO,,20201650,POINT (-105.547832 38.998552)
VERMONT,2020,16,,-,0,,,-,1,,,-,0,,,-,,-,,-,2,,1,,1,,VERMONT,,20201608,POINT (-72.662695 44.075252)
KENTUCKY,2020,16,,-,2,,2,,3,,,-,0,,,-,,-,,-,8,,5,,37,,KENTUCKY,,20201640,POINT (-85.290484 37.526683)
PUERTO RICO,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201667,POINT (-66.414655 18.215692)
MAINE,2020,16,,-,1,,,-,3,,,-,0,,,-,,-,,-,3,,2,,8,,MAINE,,20201604,POINT (-69.06137 45.117911)
VIRGINIA,2020,16,,-,3,,5,,8,,,-,0,,,-,,-,,-,10,,22,,31,,VIRGINIA,,20201636,POINT (-78.666382 37.510861)
ARIZONA,2020,16,,-,3,,8,,15,,,-,0,,,-,,-,,-,6,,29,,33,,ARIZONA,,20201649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201664,
TOTAL,2020,18,1,,41,,255,,383,,,-,2,,12,,12,,11,,338,,991,,1680,,,TOTAL,20201870,
WISCONSIN,2020,16,,-,2,,8,,8,,,-,0,,,-,,-,,-,16,,2,,37,,WISCONSIN,,20201619,POINT (-89.732969 44.639954)
IDAHO,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,1,,7,,IDAHO,,20201651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201668,POINT (-64.840836 18.060868)
MICHIGAN,2020,16,,-,3,,6,,15,,,-,0,,,-,1,,,-,31,,36,,73,,MICHIGAN,,20201617,POINT (-85.730977 44.874798)
GEORGIA,2020,16,,-,3,,6,,20,,,-,0,,,-,,-,,-,9,,16,,8,,GEORGIA,,20201632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,16,,-,4,,10,,13,,,-,0,,,-,,-,,-,39,,40,,61,,,NEW YORK CITY,20201612,
ARKANSAS,2020,16,,-,4,,11,,13,,,-,0,,,-,,-,,-,3,,7,,13,,ARKANSAS,,20201644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,16,,-,3,,5,,8,,,-,0,,,-,,-,,-,4,,5,,10,,MISSISSIPPI,,20201641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,16,,-,1,,2,,2,,,-,0,,,-,,-,,-,3,,,-,5,,SOUTH DAKOTA,,20201627,POINT (-100.230491 44.43614)
WYOMING,2020,16,,-,0,,,-,1,,,-,0,,,-,,-,,-,1,,2,,1,,WYOMING,,20201656,POINT (-107.55145 42.999627)
MISSOURI,2020,16,,-,2,,6,,6,,,-,1,,1,,,-,,-,18,,16,,15,,MISSOURI,,20201624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,16,,-,6,,33,,32,,,-,0,,,-,2,,7,,93,,167,,273,,,MIDDLE ATLANTIC,20201609,
CALIFORNIA,2020,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,13,,,-,169,,CALIFORNIA,,20201659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,16,,-,2,,2,,4,,,-,0,,,-,,-,,-,7,,,-,16,,WEST VIRGINIA,,20201637,POINT (-80.613729 38.642579)
FLORIDA,2020,16,1,,6,,23,,26,,,-,1,,1,,2,,,-,17,,95,,110,,FLORIDA,,20201631,POINT (-82.420978 28.260731)
MONTANA,2020,16,,-,1,,,-,2,,,-,0,,,-,,-,,-,1,,,-,1,,MONTANA,,20201652,POINT (-109.645127 47.033521)
AMERICAN SAMOA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201464,
TOTAL,2020,12,5,,40,,181,,244,,1,,2,,10,,9,,13,,332,,690,,1181,,,TOTAL,20201270,
US RESIDENTS,2020,12,5,,40,,181,,244,,1,,2,,10,,9,,13,,332,,690,,1181,,,US RESIDENTS,20201201,
NEW HAMPSHIRE,2020,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,4,,5,,7,,NEW HAMPSHIRE,,20201206,POINT (-71.57139 43.680429)
NEW YORK,2020,12,,-,6,,7,,5,,,-,0,,,-,1,,7,,48,,50,,55,,NEW YORK,,20201211,POINT (-75.59655 42.921241)
PACIFIC,2020,12,,-,1,,1,,3,,,-,0,,,-,1,,,-,18,,30,,169,,,PACIFIC,20201257,
WEST SOUTH CENTRAL,2020,12,1,,19,,32,,36,,,-,2,,1,,1,,2,,25,,52,,64,,,WEST SOUTH CENTRAL,20201243,
NEBRASKA,2020,12,,-,2,,,-,2,,,-,0,,,-,,-,,-,6,,4,,4,,NEBRASKA,,20201225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,12,1,,8,,18,,21,,,-,0,,,-,,-,,-,20,,40,,72,,,EAST SOUTH CENTRAL,20201238,
NORTH DAKOTA,2020,12,,-,2,,,-,4,,,-,0,,,-,,-,,-,2,,2,,3,,NORTH DAKOTA,,20201226,POINT (-100.46931 47.446305)
NEVADA,2020,12,,-,2,,1,,,-,,-,0,,,-,,-,,-,3,,4,,3,,NEVADA,,20201253,POINT (-114.916992 39.283294)
ILLINOIS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,43,,43,,56,,ILLINOIS,,20201215,POINT (-89.148632 40.124144)
IOWA,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,8,,3,,IOWA,,20201221,POINT (-93.500061 42.074659)
TEXAS,2020,12,,-,15,,16,,21,,,-,2,,1,,1,,2,,23,,47,,48,,TEXAS,,20201247,POINT (-99.317341 31.447238)
ALASKA,2020,12,,-,1,,,-,,-,,-,0,,,-,1,,,-,1,,,-,,-,ALASKA,,20201258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,12,,-,1,,1,,,-,,-,0,,,-,,-,,-,3,,3,,6,,DISTRICT OF COLUMBIA,,20201230,POINT (-77.016275 38.904785)
WASHINGTON,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,13,,18,,WASHINGTON,,20201262,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,12,,-,3,,4,,19,,,-,0,,,-,,-,,-,23,,30,,71,,,NEW ENGLAND,20201202,
RHODE ISLAND,2020,12,,-,1,,,-,3,,,-,0,,,-,,-,,-,5,,3,,7,,RHODE ISLAND,,20201207,POINT (-71.534637 41.572574)
OREGON,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,13,,7,,OREGON,,20201261,POINT (-120.605279 43.940449)
DELAWARE,2020,12,,-,3,,,-,,-,,-,0,,,-,,-,,-,4,,1,,3,,DELAWARE,,20201229,POINT (-75.452394 38.994926)
ALABAMA,2020,12,,-,2,,6,,5,,,-,0,,,-,,-,,-,6,,7,,9,,ALABAMA,,20201239,POINT (-86.844516 32.756889)
KANSAS,2020,12,,-,1,,,-,7,,,-,1,,,-,1,,,-,5,,,-,7,,KANSAS,,20201222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,112,,9,,20,,NORTH CAROLINA,,20201234,POINT (-79.130883 35.52603)
GUAM,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201266,POINT (144.653198 13.3532)
NEW JERSEY,2020,12,,-,4,,4,,3,,,-,0,,,-,,-,,-,8,,,-,32,,NEW JERSEY,,20201210,POINT (-74.655514 40.110253)
NEW MEXICO,2020,12,,-,2,,4,,9,,,-,0,,,-,,-,,-,2,,4,,2,,NEW MEXICO,,20201254,POINT (-106.108388 34.421369)
UTAH,2020,12,,-,2,,8,,6,,,-,0,,,-,1,,,-,3,,,-,2,,UTAH,,20201255,POINT (-111.678222 39.323779)
EAST NORTH CENTRAL,2020,12,1,,8,,30,,37,,1,,2,,7,,3,,,-,115,,176,,244,,,EAST NORTH CENTRAL,20201214,
TENNESSEE,2020,12,1,,3,,6,,11,,,-,0,,,-,,-,,-,10,,24,,25,,TENNESSEE,,20201242,POINT (-86.343226 35.842998)
CONNECTICUT,2020,12,,-,1,,2,,3,,,-,0,,,-,,-,,-,8,,15,,9,,CONNECTICUT,,20201203,POINT (-72.738288 41.575155)
MARYLAND,2020,12,,-,3,,4,,6,,,-,0,,,-,,-,,-,16,,29,,59,,MARYLAND,,20201233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,12,,-,2,,4,,5,,,-,0,,,-,,-,,-,6,,7,,10,,SOUTH CAROLINA,,20201235,POINT (-80.864614 33.878572)
OKLAHOMA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,15,,,-,1,,OKLAHOMA,,20201246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201265,POINT (145.725693 15.1834)
OHIO,2020,12,1,,3,,12,,7,,1,,2,,7,,2,,,-,68,,117,,104,,OHIO,,20201218,POINT (-82.70936 40.415534)
MINNESOTA,2020,12,,-,2,,,-,2,,,-,0,,,-,,-,1,,7,,13,,20,,MINNESOTA,,20201223,POINT (-94.198308 46.349153)
LOUISIANA,2020,12,,-,2,,8,,6,,,-,0,,,-,,-,,-,6,,,-,4,,LOUISIANA,,20201245,POINT (-91.840238 30.921314)
HAWAII,2020,12,,-,1,,1,,3,,,-,0,,,-,,-,,-,2,,4,,7,,HAWAII,,20201260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,12,,-,9,,36,,55,,,-,1,,1,,1,,,-,141,,155,,221,,,SOUTH ATLANTIC,20201228,
PENNSYLVANIA,2020,12,,-,1,,1,,2,,,-,1,,,-,,-,1,,29,,43,,89,,PENNSYLVANIA,,20201213,POINT (-77.838886 40.896694)
COLORADO,2020,12,,-,4,,10,,3,,,-,0,,,-,,-,,-,6,,7,,18,,COLORADO,,20201250,POINT (-105.547832 38.998552)
VERMONT,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,2,,1,,1,,VERMONT,,20201208,POINT (-72.662695 44.075252)
KENTUCKY,2020,12,,-,2,,2,,2,,,-,0,,,-,,-,,-,8,,4,,30,,KENTUCKY,,20201240,POINT (-85.290484 37.526683)
PUERTO RICO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201267,POINT (-66.414655 18.215692)
MAINE,2020,12,,-,1,,,-,3,,,-,0,,,-,,-,,-,3,,2,,7,,MAINE,,20201204,POINT (-69.06137 45.117911)
VIRGINIA,2020,12,,-,3,,4,,6,,,-,0,,,-,,-,,-,10,,20,,22,,VIRGINIA,,20201236,POINT (-78.666382 37.510861)
ARIZONA,2020,12,2,,3,,8,,13,,,-,0,,,-,,-,,-,6,,25,,29,,ARIZONA,,20201249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201264,
WISCONSIN,2020,12,,-,2,,7,,8,,,-,0,,,-,,-,,-,8,,,-,31,,WISCONSIN,,20201219,POINT (-89.732969 44.639954)
IDAHO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,1,,5,,IDAHO,,20201251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201268,POINT (-64.840836 18.060868)
MICHIGAN,2020,12,,-,3,,5,,12,,,-,1,,,-,1,,,-,30,,16,,53,,MICHIGAN,,20201217,POINT (-85.730977 44.874798)
GEORGIA,2020,12,,-,3,,4,,16,,,-,0,,,-,,-,,-,9,,13,,6,,GEORGIA,,20201232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,12,,-,4,,9,,8,,,-,0,,,-,,-,,-,39,,31,,50,,,NEW YORK CITY,20201212,
ARKANSAS,2020,12,1,,4,,8,,9,,,-,0,,,-,,-,,-,3,,5,,11,,ARKANSAS,,20201244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,12,,-,3,,4,,3,,,-,0,,,-,,-,,-,4,,5,,8,,MISSISSIPPI,,20201241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,12,,-,1,,2,,2,,,-,0,,,-,,-,,-,3,,,-,3,,SOUTH DAKOTA,,20201227,POINT (-100.230491 44.43614)
WYOMING,2020,12,,-,0,,,-,1,,,-,0,,,-,,-,,-,1,,1,,1,,WYOMING,,20201256,POINT (-107.55145 42.999627)
MISSOURI,2020,12,,-,2,,6,,5,,,-,1,,1,,,-,2,,18,,14,,13,,MISSOURI,,20201224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,12,,-,6,,21,,18,,,-,1,,,-,1,,8,,93,,124,,226,,,MIDDLE ATLANTIC,20201209,
CALIFORNIA,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,13,,,-,137,,CALIFORNIA,,20201259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,12,,-,2,,1,,4,,,-,0,,,-,,-,,-,7,,,-,16,,WEST VIRGINIA,,20201237,POINT (-80.613729 38.642579)
FLORIDA,2020,12,,-,6,,18,,18,,,-,1,,1,,1,,,-,17,,73,,79,,FLORIDA,,20201231,POINT (-82.420978 28.260731)
MONTANA,2020,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,1,,,-,1,,MONTANA,,20201252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,12,,-,4,,8,,22,,,-,1,,1,,1,,3,,32,,41,,53,,,WEST NORTH CENTRAL,20201220,
MASSACHUSETTS,2020,12,,-,3,,2,,9,,,-,0,,,-,,-,,-,12,,4,,40,,MASSACHUSETTS,,20201205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,12,2,,4,,31,,33,,,-,0,,,-,1,,,-,13,,42,,61,,,MOUNTAIN,20201248,
INDIANA,2020,12,,-,3,,6,,10,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201269,
US TERRITORIES,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201263,
WEST NORTH CENTRAL,2020,16,,-,4,,8,,29,,,-,1,,1,,2,,1,,33,,58,,68,,,WEST NORTH CENTRAL,20201620,
US RESIDENTS,2020,13,10,,40,,203,,273,,,-,2,,10,,11,,24,,333,,745,,1260,,,US RESIDENTS,20201301,
NEW HAMPSHIRE,2020,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,4,,6,,7,,NEW HAMPSHIRE,,20201306,POINT (-71.57139 43.680429)
NEW YORK,2020,13,,-,6,,7,,7,,,-,0,,,-,1,,6,,48,,56,,57,,NEW YORK,,20201311,POINT (-75.59655 42.921241)
PACIFIC,2020,13,,-,1,,1,,3,,,-,0,,,-,1,,,-,18,,33,,177,,,PACIFIC,20201357,
WEST SOUTH CENTRAL,2020,13,2,,19,,36,,41,,,-,2,,1,,1,,1,,25,,53,,69,,,WEST SOUTH CENTRAL,20201343,
NEBRASKA,2020,13,,-,2,,,-,2,,,-,0,,,-,,-,,-,6,,4,,4,,NEBRASKA,,20201325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,13,,-,8,,19,,23,,,-,0,,,-,,-,,-,20,,40,,77,,,EAST SOUTH CENTRAL,20201338,
NORTH DAKOTA,2020,13,,-,2,,,-,4,,,-,0,,,-,,-,,-,2,,2,,3,,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305)
NEVADA,2020,13,,-,2,,1,,1,,,-,0,,,-,,-,,-,3,,4,,3,,NEVADA,,20201353,POINT (-114.916992 39.283294)
ILLINOIS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,43,,43,,61,,ILLINOIS,,20201315,POINT (-89.148632 40.124144)
IOWA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,1,,8,,9,,3,,IOWA,,20201321,POINT (-93.500061 42.074659)
TEXAS,2020,13,,-,15,,17,,26,,,-,2,,1,,1,,,-,23,,47,,52,,TEXAS,,20201347,POINT (-99.317341 31.447238)
ALASKA,2020,13,,-,1,,,-,,-,,-,0,,,-,1,,,-,1,,,-,,-,ALASKA,,20201358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,13,,-,1,,1,,1,,,-,0,,,-,,-,,-,3,,3,,6,,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785)
WASHINGTON,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,14,,19,,WASHINGTON,,20201362,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,13,1,,3,,10,,20,,,-,0,,,-,,-,,-,23,,32,,75,,,NEW ENGLAND,20201302,
RHODE ISLAND,2020,13,,-,1,,,-,3,,,-,0,,,-,,-,,-,5,,3,,8,,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574)
OREGON,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,15,,8,,OREGON,,20201361,POINT (-120.605279 43.940449)
DELAWARE,2020,13,,-,3,,,-,,-,,-,0,,,-,,-,,-,4,,1,,4,,DELAWARE,,20201329,POINT (-75.452394 38.994926)
ALABAMA,2020,13,,-,2,,6,,6,,,-,0,,,-,,-,,-,6,,7,,10,,ALABAMA,,20201339,POINT (-86.844516 32.756889)
KANSAS,2020,13,,-,1,,,-,8,,,-,1,,,-,2,,,-,5,,4,,8,,KANSAS,,20201322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,112,,10,,23,,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603)
GUAM,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201366,POINT (144.653198 13.3532)
NEW JERSEY,2020,13,,-,4,,4,,3,,,-,0,,,-,,-,,-,8,,,-,34,,NEW JERSEY,,20201310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,13,,-,2,,4,,10,,,-,0,,,-,,-,,-,2,,4,,2,,NEW MEXICO,,20201354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,13,2,,8,,33,,40,,,-,2,,7,,3,,11,,115,,200,,264,,,EAST NORTH CENTRAL,20201314,
TENNESSEE,2020,13,,-,3,,7,,11,,,-,0,,,-,,-,,-,10,,24,,27,,TENNESSEE,,20201342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,13,,-,1,,2,,4,,,-,0,,,-,,-,,-,8,,16,,9,,CONNECTICUT,,20201303,POINT (-72.738288 41.575155)
MARYLAND,2020,13,1,,3,,5,,9,,,-,0,,,-,,-,,-,16,,29,,60,,MARYLAND,,20201333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,13,,-,2,,4,,5,,,-,0,,,-,,-,,-,6,,8,,12,,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,15,,,-,1,,OKLAHOMA,,20201346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834)
OHIO,2020,13,2,,3,,14,,10,,,-,2,,7,,2,,10,,68,,127,,110,,OHIO,,20201318,POINT (-82.70936 40.415534)
MINNESOTA,2020,13,,-,2,,,-,2,,,-,0,,,-,,-,1,,7,,14,,23,,MINNESOTA,,20201323,POINT (-94.198308 46.349153)
LOUISIANA,2020,13,,-,2,,9,,6,,,-,0,,,-,,-,,-,6,,,-,5,,LOUISIANA,,20201345,POINT (-91.840238 30.921314)
HAWAII,2020,13,,-,1,,1,,3,,,-,0,,,-,,-,,-,2,,4,,7,,HAWAII,,20201360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,13,4,,9,,42,,64,,,-,1,,1,,2,,,-,141,,158,,238,,,SOUTH ATLANTIC,20201328,
PENNSYLVANIA,2020,13,,-,1,,1,,2,,,-,1,,,-,,-,,-,29,,46,,94,,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694)
UTAH,2020,13,,-,2,,8,,8,,,-,0,,,-,1,,,-,3,,,-,4,,UTAH,,20201355,POINT (-111.678222 39.323779)
COLORADO,2020,13,1,,4,,11,,3,,,-,0,,,-,,-,1,,6,,8,,18,,COLORADO,,20201350,POINT (-105.547832 38.998552)
VERMONT,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,2,,1,,1,,VERMONT,,20201308,POINT (-72.662695 44.075252)
KENTUCKY,2020,13,,-,2,,2,,2,,,-,0,,,-,,-,,-,8,,4,,32,,KENTUCKY,,20201340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201367,POINT (-66.414655 18.215692)
MAINE,2020,13,,-,1,,,-,3,,,-,0,,,-,,-,,-,3,,2,,7,,MAINE,,20201304,POINT (-69.06137 45.117911)
VIRGINIA,2020,13,,-,3,,4,,6,,,-,0,,,-,,-,,-,10,,20,,24,,VIRGINIA,,20201336,POINT (-78.666382 37.510861)
ARIZONA,2020,13,,-,3,,8,,13,,,-,0,,,-,,-,1,,6,,25,,30,,ARIZONA,,20201349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201364,
WISCONSIN,2020,13,,-,2,,7,,8,,,-,0,,,-,,-,,-,8,,,-,34,,WISCONSIN,,20201319,POINT (-89.732969 44.639954)
IDAHO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,1,,5,,IDAHO,,20201351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868)
MICHIGAN,2020,13,,-,3,,5,,12,,,-,0,,,-,1,,1,,30,,30,,59,,MICHIGAN,,20201317,POINT (-85.730977 44.874798)
GEORGIA,2020,13,1,,3,,6,,16,,,-,0,,,-,,-,,-,9,,14,,7,,GEORGIA,,20201332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,13,,-,4,,10,,10,,,-,0,,,-,,-,1,,39,,35,,52,,,NEW YORK CITY,20201312,
ARKANSAS,2020,13,2,,4,,10,,9,,,-,0,,,-,,-,1,,3,,6,,11,,ARKANSAS,,20201344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,13,,-,3,,4,,4,,,-,0,,,-,,-,,-,4,,5,,8,,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,13,,-,1,,2,,2,,,-,0,,,-,,-,,-,3,,,-,4,,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614)
WYOMING,2020,13,,-,0,,,-,1,,,-,0,,,-,,-,,-,1,,1,,1,,WYOMING,,20201356,POINT (-107.55145 42.999627)
MISSOURI,2020,13,,-,2,,6,,5,,,-,1,,1,,,-,1,,18,,16,,14,,MISSOURI,,20201324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,13,,-,6,,22,,22,,,-,1,,,-,1,,7,,93,,137,,237,,,MIDDLE ATLANTIC,20201309,
CALIFORNIA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,13,,,-,143,,CALIFORNIA,,20201359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,13,,-,2,,1,,4,,,-,0,,,-,,-,,-,7,,,-,16,,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579)
FLORIDA,2020,13,2,,6,,21,,23,,,-,1,,1,,2,,,-,17,,73,,86,,FLORIDA,,20201331,POINT (-82.420978 28.260731)
MONTANA,2020,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,1,,,-,1,,MONTANA,,20201352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,13,,-,4,,8,,23,,,-,1,,1,,2,,3,,33,,49,,59,,,WEST NORTH CENTRAL,20201320,
MASSACHUSETTS,2020,13,1,,3,,8,,9,,,-,0,,,-,,-,,-,12,,4,,43,,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,13,1,,4,,32,,37,,,-,0,,,-,1,,2,,13,,43,,64,,,MOUNTAIN,20201348,
