Reporting Area,MMWR Year,MMWR Week,"Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Max†","Malaria, Previous 52 weeks Max†, flag","Malaria, Cum 2020†","Malaria, Cum 2020†, flag","Malaria, Cum 2019†","Malaria, Cum 2019†, flag","Measles§, Imported, Current week","Measles§, Imported, Current week, flag","Measles§, Imported, Previous 52 weeks Max†","Measles§, Imported, Previous 52 weeks Max†, flag","Measles§, Imported, Cum 2020†","Measles§, Imported, Cum 2020†, flag","Measles§, Imported, Cum 2019†","Measles§, Imported, Cum 2019†, flag","Measles§, Indigenous, Current week","Measles§, Indigenous, Current week, flag","Measles§, Indigenous, Previous 52 weeks Max†","Measles§, Indigenous, Previous 52 weeks Max†, flag","Measles§, Indigenous, Cum 2020†","Measles§, Indigenous, Cum 2020†, flag","Measles§, Indigenous, Cum 2019†","Measles§, Indigenous, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
IDAHO,2020,17,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,IDAHO,,20201751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201768,POINT (-64.840836 18.060868)
MICHIGAN,2020,17,,-,4,,5,,2,,,-,1,,,-,1,,,-,0,,,-,42,,MICHIGAN,,20201717,POINT (-85.730977 44.874798)
GEORGIA,2020,17,,-,4,,1,,11,,,-,1,,1,,,-,,-,8,,,-,6,,GEORGIA,,20201732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,17,,-,13,,21,,36,,,-,1,,,-,4,,,-,47,,,-,443,,,NEW YORK CITY,20201712,
ARKANSAS,2020,17,,-,2,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,17,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,17,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201727,POINT (-100.230491 44.43614)
WYOMING,2020,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201756,POINT (-107.55145 42.999627)
MISSOURI,2020,17,,-,3,,,-,3,,,-,0,,,-,,-,,-,0,,,-,1,,MISSOURI,,20201724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,17,,-,22,,48,,88,,,-,5,,,-,14,,,-,53,,,-,575,,,MIDDLE ATLANTIC,20201709,
CALIFORNIA,2020,17,,-,6,,,-,20,,,-,2,,1,,15,,,-,4,,4,,26,,CALIFORNIA,,20201759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201737,POINT (-80.613729 38.642579)
FLORIDA,2020,17,,-,5,,,-,10,,,-,1,,1,,2,,,-,1,,1,,,-,FLORIDA,,20201731,POINT (-82.420978 28.260731)
MONTANA,2020,17,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,17,,-,5,,6,,14,,,-,0,,,-,1,,,-,0,,,-,2,,,WEST NORTH CENTRAL,20201720,
MASSACHUSETTS,2020,17,,-,6,,12,,14,,,-,1,,1,,1,,,-,1,,,-,,-,MASSACHUSETTS,,20201705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,17,,-,6,,16,,21,,,-,2,,,-,2,,,-,1,,,-,1,,,MOUNTAIN,20201748,
INDIANA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,INDIANA,,20201716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,17,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201769,
US TERRITORIES,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201763,
DELAWARE,2020,18,,-,2,,4,,7,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201829,POINT (-75.452394 38.994926)
ALABAMA,2020,18,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201839,POINT (-86.844516 32.756889)
KANSAS,2020,18,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,18,,-,7,,8,,15,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201834,POINT (-79.130883 35.52603)
GUAM,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201866,POINT (144.653198 13.3532)
NEW JERSEY,2020,18,,-,7,,7,,24,,,-,0,,,-,2,,,-,1,,,-,13,,NEW JERSEY,,20201810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,18,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,1,,NEW MEXICO,,20201854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,18,,-,9,,25,,39,,,-,2,,,-,3,,,-,1,,,-,48,,,EAST NORTH CENTRAL,20201814,
TENNESSEE,2020,18,,-,2,,3,,6,,,-,0,,,-,1,,,-,2,,,-,4,,TENNESSEE,,20201842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,18,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,3,,CONNECTICUT,,20201803,POINT (-72.738288 41.575155)
MARYLAND,2020,18,,-,11,,31,,41,,,-,0,,,-,,-,,-,1,,,-,4,,MARYLAND,,20201833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,SOUTH CAROLINA,,20201835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,18,,-,2,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,OKLAHOMA,,20201846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201865,POINT (145.725693 15.1834)
OHIO,2020,18,,-,5,,14,,18,,,-,0,,,-,,-,,-,1,,,-,,-,OHIO,,20201818,POINT (-82.70936 40.415534)
MINNESOTA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201823,POINT (-94.198308 46.349153)
LOUISIANA,2020,18,,-,2,,3,,1,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201845,POINT (-91.840238 30.921314)
HAWAII,2020,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,1,,,-,HAWAII,,20201860,POINT (-157.854309 21.361013)
MOUNTAIN,2020,15,,-,6,,14,,19,,,-,2,,,-,2,,,-,1,,,-,,-,,MOUNTAIN,20201548,
TOTAL,2020,15,,-,70,,181,,316,,,-,8,,4,,40,,,-,78,,7,,625,,,TOTAL,20201570,
US RESIDENTS,2020,15,,-,70,,181,,315,,,-,8,,4,,40,,,-,78,,7,,625,,,US RESIDENTS,20201501,
NEW HAMPSHIRE,2020,15,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201506,POINT (-71.57139 43.680429)
NEW YORK,2020,15,,-,4,,10,,8,,,-,4,,,-,7,,,-,35,,,-,80,,NEW YORK,,20201511,POINT (-75.59655 42.921241)
PACIFIC,2020,15,,-,8,,7,,28,,,-,3,,1,,13,,,-,9,,5,,100,,,PACIFIC,20201557,
WEST SOUTH CENTRAL,2020,15,,-,9,,6,,16,,,-,1,,,-,3,,,-,3,,,-,11,,,WEST SOUTH CENTRAL,20201543,
NEBRASKA,2020,15,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,15,,-,3,,5,,6,,,-,1,,,-,1,,,-,2,,,-,1,,,EAST SOUTH CENTRAL,20201538,
NORTH DAKOTA,2020,15,,-,2,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201526,POINT (-100.46931 47.446305)
NEVADA,2020,15,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201553,POINT (-114.916992 39.283294)
ILLINOIS,2020,15,,-,7,,6,,13,,,-,1,,,-,2,,,-,1,,,-,5,,ILLINOIS,,20201515,POINT (-89.148632 40.124144)
IOWA,2020,15,,-,3,,2,,4,,,-,1,,,-,1,,,-,1,,,-,,-,IOWA,,20201521,POINT (-93.500061 42.074659)
TEXAS,2020,15,,-,9,,3,,15,,,-,1,,,-,3,,,-,3,,,-,11,,TEXAS,,20201547,POINT (-99.317341 31.447238)
ALASKA,2020,15,,-,1,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,ALASKA,,20201558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,15,,-,3,,,-,8,,,-,0,,,-,,-,,-,1,,1,,,-,DISTRICT OF COLUMBIA,,20201530,POINT (-77.016275 38.904785)
WASHINGTON,2020,15,,-,3,,5,,6,,,-,3,,,-,1,,,-,4,,,-,71,,WASHINGTON,,20201562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,15,,-,7,,13,,24,,,-,1,,1,,2,,,-,1,,,-,3,,,NEW ENGLAND,20201502,
RHODE ISLAND,2020,15,,-,3,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201507,POINT (-71.534637 41.572574)
OREGON,2020,15,,-,1,,2,,2,,,-,2,,,-,1,,,-,5,,,-,13,,OREGON,,20201561,POINT (-120.605279 43.940449)
DELAWARE,2020,15,,-,2,,4,,6,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201529,POINT (-75.452394 38.994926)
ALABAMA,2020,15,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201539,POINT (-86.844516 32.756889)
KANSAS,2020,15,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,15,,-,7,,7,,14,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201534,POINT (-79.130883 35.52603)
GUAM,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201566,POINT (144.653198 13.3532)
NEW JERSEY,2020,15,,-,7,,7,,18,,,-,1,,,-,2,,,-,1,,,-,13,,NEW JERSEY,,20201510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,15,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,NEW MEXICO,,20201554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,15,,-,9,,25,,31,,,-,2,,,-,3,,,-,1,,,-,47,,,EAST NORTH CENTRAL,20201514,
TENNESSEE,2020,15,,-,1,,3,,5,,,-,1,,,-,,-,,-,2,,,-,,-,TENNESSEE,,20201542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,15,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,3,,CONNECTICUT,,20201503,POINT (-72.738288 41.575155)
MARYLAND,2020,15,,-,13,,30,,35,,,-,0,,,-,,-,,-,4,,,-,,-,MARYLAND,,20201533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,SOUTH CAROLINA,,20201535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,15,,-,2,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,OKLAHOMA,,20201546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201565,POINT (145.725693 15.1834)
OHIO,2020,15,,-,5,,14,,14,,,-,0,,,-,,-,,-,1,,,-,,-,OHIO,,20201518,POINT (-82.70936 40.415534)
MINNESOTA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201523,POINT (-94.198308 46.349153)
LOUISIANA,2020,15,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201545,POINT (-91.840238 30.921314)
HAWAII,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,1,,,-,HAWAII,,20201560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,15,,-,25,,59,,99,,,-,1,,2,,1,,,-,8,,2,,3,,,SOUTH ATLANTIC,20201528,
PENNSYLVANIA,2020,15,,-,9,,10,,19,,,-,4,,,-,1,,,-,2,,,-,,-,PENNSYLVANIA,,20201513,POINT (-77.838886 40.896694)
UTAH,2020,15,,-,2,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201555,POINT (-111.678222 39.323779)
COLORADO,2020,15,,-,4,,2,,8,,,-,0,,,-,1,,,-,0,,,-,,-,COLORADO,,20201550,POINT (-105.547832 38.998552)
VERMONT,2020,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201508,POINT (-72.662695 44.075252)
KENTUCKY,2020,15,,-,2,,,-,,-,,-,0,,,-,1,,,-,0,,,-,1,,KENTUCKY,,20201540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201567,POINT (-66.414655 18.215692)
MAINE,2020,15,,-,1,,1,,6,,,-,0,,,-,,-,,-,1,,,-,,-,MAINE,,20201504,POINT (-69.06137 45.117911)
VIRGINIA,2020,15,,-,6,,17,,18,,,-,1,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201536,POINT (-78.666382 37.510861)
ARIZONA,2020,15,,-,5,,8,,6,,,-,0,,,-,1,,,-,0,,,-,,-,ARIZONA,,20201549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201564,
WISCONSIN,2020,15,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201519,POINT (-89.732969 44.639954)
IDAHO,2020,15,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,IDAHO,,20201551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201568,POINT (-64.840836 18.060868)
MICHIGAN,2020,15,,-,4,,5,,2,,,-,1,,,-,1,,,-,1,,,-,41,,MICHIGAN,,20201517,POINT (-85.730977 44.874798)
GEORGIA,2020,15,,-,4,,1,,10,,,-,1,,1,,,-,,-,8,,,-,3,,GEORGIA,,20201532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,15,,-,13,,19,,34,,,-,1,,,-,4,,,-,47,,,-,366,,,NEW YORK CITY,20201512,
ARKANSAS,2020,15,,-,2,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,15,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201527,POINT (-100.230491 44.43614)
WYOMING,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201556,POINT (-107.55145 42.999627)
MISSOURI,2020,15,,-,3,,,-,3,,,-,0,,,-,,-,,-,0,,,-,1,,MISSOURI,,20201524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,15,,-,22,,46,,79,,,-,5,,,-,14,,,-,67,,,-,459,,,MIDDLE ATLANTIC,20201509,
CALIFORNIA,2020,15,,-,6,,,-,18,,,-,2,,1,,11,,,-,9,,4,,16,,CALIFORNIA,,20201559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201537,POINT (-80.613729 38.642579)
FLORIDA,2020,15,,-,5,,,-,8,,,-,1,,1,,1,,,-,1,,1,,,-,FLORIDA,,20201531,POINT (-82.420978 28.260731)
MONTANA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,15,,-,5,,6,,13,,,-,1,,,-,1,,,-,1,,,-,1,,,WEST NORTH CENTRAL,20201520,
MASSACHUSETTS,2020,15,,-,6,,12,,14,,,-,1,,1,,1,,,-,1,,,-,,-,MASSACHUSETTS,,20201505,POINT (-71.481104 42.151077)
INDIANA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,INDIANA,,20201516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201569,
US TERRITORIES,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201563,
TOTAL,2020,18,1,,70,,205,,379,,,-,5,,4,,50,,,-,59,,7,,822,,,TOTAL,20201870,
US RESIDENTS,2020,18,1,,70,,205,,377,,,-,5,,4,,50,,,-,59,,7,,822,,,US RESIDENTS,20201801,
NEW HAMPSHIRE,2020,18,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201806,POINT (-71.57139 43.680429)
NEW YORK,2020,18,,-,4,,11,,11,,,-,2,,,-,7,,,-,35,,,-,124,,NEW YORK,,20201811,POINT (-75.59655 42.921241)
PACIFIC,2020,18,,-,8,,8,,31,,,-,3,,1,,16,,,-,6,,5,,114,,,PACIFIC,20201857,
WEST SOUTH CENTRAL,2020,18,,-,9,,21,,21,,,-,1,,,-,3,,,-,3,,,-,11,,,WEST SOUTH CENTRAL,20201843,
NEBRASKA,2020,18,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,18,,-,3,,5,,7,,,-,0,,,-,2,,,-,2,,,-,5,,,EAST SOUTH CENTRAL,20201838,
NORTH DAKOTA,2020,18,,-,2,,2,,4,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201826,POINT (-100.46931 47.446305)
NEVADA,2020,18,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201853,POINT (-114.916992 39.283294)
ILLINOIS,2020,18,,-,7,,6,,15,,,-,1,,,-,2,,,-,1,,,-,5,,ILLINOIS,,20201815,POINT (-89.148632 40.124144)
IOWA,2020,18,,-,3,,2,,5,,,-,0,,,-,1,,,-,0,,,-,1,,IOWA,,20201821,POINT (-93.500061 42.074659)
TEXAS,2020,18,,-,9,,15,,20,,,-,1,,,-,3,,,-,3,,,-,11,,TEXAS,,20201847,POINT (-99.317341 31.447238)
ALASKA,2020,18,,-,1,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,ALASKA,,20201858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,18,,-,3,,,-,9,,,-,0,,,-,,-,,-,1,,1,,,-,DISTRICT OF COLUMBIA,,20201830,POINT (-77.016275 38.904785)
WASHINGTON,2020,18,,-,3,,6,,7,,,-,3,,,-,1,,,-,4,,,-,71,,WASHINGTON,,20201862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,18,,-,7,,13,,26,,,-,1,,1,,2,,,-,1,,,-,3,,,NEW ENGLAND,20201802,
RHODE ISLAND,2020,18,,-,3,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201807,POINT (-71.534637 41.572574)
OREGON,2020,18,,-,1,,2,,2,,,-,2,,,-,1,,,-,5,,,-,13,,OREGON,,20201861,POINT (-120.605279 43.940449)
TOTAL,2020,16,,-,70,,183,,332,,,-,5,,4,,42,,,-,78,,7,,703,,,TOTAL,20201670,
US RESIDENTS,2020,16,,-,70,,183,,331,,,-,5,,4,,42,,,-,78,,7,,703,,,US RESIDENTS,20201601,
NEW HAMPSHIRE,2020,16,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201606,POINT (-71.57139 43.680429)
NEW YORK,2020,16,,-,4,,10,,9,,,-,2,,,-,7,,,-,35,,,-,103,,NEW YORK,,20201611,POINT (-75.59655 42.921241)
PACIFIC,2020,16,,-,8,,7,,29,,,-,3,,1,,15,,,-,9,,5,,109,,,PACIFIC,20201657,
WEST SOUTH CENTRAL,2020,16,,-,9,,6,,18,,,-,1,,,-,3,,,-,3,,,-,11,,,WEST SOUTH CENTRAL,20201643,
NEBRASKA,2020,16,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,16,,-,3,,5,,7,,,-,1,,,-,1,,,-,2,,,-,1,,,EAST SOUTH CENTRAL,20201638,
NORTH DAKOTA,2020,16,,-,2,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201626,POINT (-100.46931 47.446305)
NEVADA,2020,16,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201653,POINT (-114.916992 39.283294)
ILLINOIS,2020,16,,-,7,,6,,13,,,-,1,,,-,2,,,-,1,,,-,5,,ILLINOIS,,20201615,POINT (-89.148632 40.124144)
IOWA,2020,16,,-,3,,2,,4,,,-,0,,,-,1,,,-,1,,,-,1,,IOWA,,20201621,POINT (-93.500061 42.074659)
TEXAS,2020,16,,-,9,,3,,17,,,-,1,,,-,3,,,-,3,,,-,11,,TEXAS,,20201647,POINT (-99.317341 31.447238)
ALASKA,2020,16,,-,1,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,ALASKA,,20201658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,16,,-,3,,,-,8,,,-,0,,,-,,-,,-,1,,1,,,-,DISTRICT OF COLUMBIA,,20201630,POINT (-77.016275 38.904785)
WASHINGTON,2020,16,,-,3,,5,,6,,,-,3,,,-,1,,,-,4,,,-,71,,WASHINGTON,,20201662,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,16,,-,7,,13,,24,,,-,1,,1,,2,,,-,1,,,-,3,,,NEW ENGLAND,20201602,
RHODE ISLAND,2020,16,,-,3,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201607,POINT (-71.534637 41.572574)
OREGON,2020,16,,-,1,,2,,2,,,-,2,,,-,1,,,-,5,,,-,13,,OREGON,,20201661,POINT (-120.605279 43.940449)
DELAWARE,2020,16,,-,2,,4,,6,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201629,POINT (-75.452394 38.994926)
ALABAMA,2020,16,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201639,POINT (-86.844516 32.756889)
KANSAS,2020,16,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,16,,-,7,,8,,15,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201634,POINT (-79.130883 35.52603)
GUAM,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201666,POINT (144.653198 13.3532)
NEW JERSEY,2020,16,,-,7,,7,,18,,,-,0,,,-,2,,,-,1,,,-,13,,NEW JERSEY,,20201610,POINT (-74.655514 40.110253)
NEW MEXICO,2020,16,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,NEW MEXICO,,20201654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,16,,-,9,,25,,33,,,-,2,,,-,3,,,-,1,,,-,48,,,EAST NORTH CENTRAL,20201614,
TENNESSEE,2020,16,,-,1,,3,,6,,,-,1,,,-,,-,,-,2,,,-,,-,TENNESSEE,,20201642,POINT (-86.343226 35.842998)
CONNECTICUT,2020,16,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,3,,CONNECTICUT,,20201603,POINT (-72.738288 41.575155)
MARYLAND,2020,16,,-,13,,30,,37,,,-,0,,,-,,-,,-,4,,,-,,-,MARYLAND,,20201633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,SOUTH CAROLINA,,20201635,POINT (-80.864614 33.878572)
OKLAHOMA,2020,16,,-,2,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,OKLAHOMA,,20201646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201665,POINT (145.725693 15.1834)
OHIO,2020,16,,-,5,,14,,16,,,-,0,,,-,,-,,-,1,,,-,,-,OHIO,,20201618,POINT (-82.70936 40.415534)
MINNESOTA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201623,POINT (-94.198308 46.349153)
LOUISIANA,2020,16,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201645,POINT (-91.840238 30.921314)
HAWAII,2020,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,1,,,-,HAWAII,,20201660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,16,,-,25,,60,,104,,,-,1,,2,,1,,,-,8,,2,,3,,,SOUTH ATLANTIC,20201628,
PENNSYLVANIA,2020,16,,-,9,,10,,21,,,-,4,,,-,1,,,-,2,,,-,,-,PENNSYLVANIA,,20201613,POINT (-77.838886 40.896694)
UTAH,2020,16,,-,2,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201655,POINT (-111.678222 39.323779)
COLORADO,2020,16,,-,4,,3,,9,,,-,0,,,-,1,,,-,0,,,-,,-,COLORADO,,20201650,POINT (-105.547832 38.998552)
VERMONT,2020,16,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201608,POINT (-72.662695 44.075252)
KENTUCKY,2020,16,,-,2,,,-,,-,,-,0,,,-,1,,,-,0,,,-,1,,KENTUCKY,,20201640,POINT (-85.290484 37.526683)
PUERTO RICO,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201667,POINT (-66.414655 18.215692)
MAINE,2020,16,,-,1,,1,,6,,,-,0,,,-,,-,,-,1,,,-,,-,MAINE,,20201604,POINT (-69.06137 45.117911)
VIRGINIA,2020,16,,-,6,,17,,18,,,-,1,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201636,POINT (-78.666382 37.510861)
ARIZONA,2020,16,,-,5,,8,,6,,,-,0,,,-,1,,,-,0,,,-,,-,ARIZONA,,20201649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201664,
