Permit Number,Processed Date,Issued Date,Finaled Date,Building Area,Declared Valuation,Description,Work Type,Use Code,Street Number,Pre-direction,Street name of work location,Street Suffix,Post-direction,City,State,ZIP code
835855,05/01/2018,05/01/2018,05/01/2019,4050,72000.00,Interior alteration of business officeREVISION DTD 06/11/18 NEEDED FOR FINAL INSPECTION,ALTER,BUSINESS BUILDING,9200,,CORPORATE,BLVD,,ROCKVILLE,MD,20850
865747,02/08/2019,02/08/2019,05/02/2019,1482,35000.00,,ALTER,BUSINESS BUILDING,7825,,TUCKERMAN,LN,,POTOMAC,MD,20854
836198,05/02/2018,05/03/2018,05/02/2019,1726,45888.00,Alter - 1726 sf,ALTER,BUSINESS BUILDING,11400,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
835741,04/30/2018,04/30/2018,05/02/2019,3440,17050.00,,ALTER,BUSINESS BUILDING,5425,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
828845,02/26/2018,03/09/2018,05/02/2019,1936,29700.00,TENANT FIT OUT - SUITE 420,ALTER,BUSINESS BUILDING,7201,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
829269,03/01/2018,03/01/2018,05/02/2019,30612,68943.00,INTERIOR DEMO ONLY - 5TH FLOOR,ALTER,BUSINESS BUILDING,5425,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
830170,03/09/2018,03/09/2018,05/02/2019,2240,100000.00,"Alter - 2,240 sf",ALTER,MERCANTILE BUILDING,5425,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
874139,05/01/2019,05/03/2019,,4113,298735.00,4113 COMM ALT,ALTER,BUSINESS BUILDING,4800,,MONTGOMERY,LN,,BETHESDA,MD,20814
874411,05/03/2019,05/03/2019,,1275,7081.50,INTERIOR ALTER:&nbsp; 1275 SQUARE FEET,ALTER,MERCANTILE BUILDING,20600,,SENECA MEADOWS,PKWY,,GERMANTOWN,MD,20876
869841,03/21/2019,03/21/2019,,2941,101719.00,Alteration Revision 1 - Adding systems furniture,ALTER,BUSINESS BUILDING,5635,,FISHERS,LN,,ROCKVILLE,MD,20852
870887,04/02/2019,04/02/2019,05/06/2019,1500,16000.00,1500 SF SYSTEM FURNITURE,ALTER,BUSINESS BUILDING,,,,,,,,
858992,11/21/2018,11/29/2018,05/06/2019,200,26000.00,ALTERATION:&nbsp; 2ND FLOOR,ALTER,BUSINESS BUILDING,6931,,ARLINGTON,RD,,BETHESDA,MD,20814
835744,04/30/2018,05/04/2018,05/06/2019,2267,142451.17,Revision approved 7/10/2018,ALTER,BUSINESS BUILDING,9600,,BLACKWELL,RD,,ROCKVILLE,MD,20850
831915,03/27/2018,03/27/2018,05/06/2019,3000,5000.00,ALTERATION TO 2nd Floor,ALTER,BUSINESS BUILDING,4936,,FAIRMONT,AVE,,BETHESDA,MD,20814
872661,04/17/2019,04/17/2019,05/06/2019,4737,26139.00,Interior demo.,ALTER,MERCANTILE BUILDING,4809,,BETHESDA,AVE,,BETHESDA,MD,20814
857400,11/05/2018,11/06/2018,05/07/2019,758,150000.00,,ALTER,BUSINESS BUILDING,22527,,GATEWAY CENTER,DR,,CLARKSBURG,MD,20871
857402,11/05/2018,11/06/2018,05/07/2019,507,85000.00,,ALTER,BUSINESS BUILDING,22605,,GATEWAY CENTER,DR,,CLARKSBURG,MD,20871
874887,05/08/2019,,,30,3000.00,,ALTER,BUSINESS BUILDING,4620,N,PARK,AVE,,CHEVY CHASE,MD,20815
820050,11/16/2017,11/20/2017,05/08/2019,1000,500.00,Proposed revision of 150 s.f. of area affected or created with estimate cost of $500,ALTER,BUSINESS BUILDING,801,,ROEDER,RD,,SILVER SPRING,MD,20910
875098,05/09/2019,05/09/2019,,4417,7850.00,Systems furniture.,ALTER,BUSINESS BUILDING,6720,,ROCKLEDGE,DR,,ROCKVILLE,MD,20817
855646,10/18/2018,10/19/2018,05/09/2019,1710,100000.00,Demo Only,ALTER,RESTAURANT,1,,BETHESDA METRO,CTR,,BETHESDA,MD,20814
875157,05/10/2019,05/10/2019,,745,15000.00,"ALTER:&nbsp; 745 SQUARE FEET, SYSTEMS FURNITURE, SUITE 210",ALTER,BUSINESS BUILDING,11921,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
875298,05/13/2019,05/13/2019,,2616,350000.00,,ALTER,BUSINESS BUILDING,6950,,CARROLL,AVE,,TAKOMA PARK,MD,20912
875335,05/13/2019,05/13/2019,,11246,60000.00,INTERIOR ALTER:&nbsp; SUITE 200,ALTER,BUSINESS BUILDING,7500,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
870932,04/02/2019,04/02/2019,05/14/2019,2230,23000.00,2230 SF COMM ALT,ALTER,BUSINESS BUILDING,,,,,,,,
866114,02/13/2019,02/14/2019,05/16/2019,7758,30000.00,Interior demo only,ALTER,BUSINESS BUILDING,9910,,BELWARD CAMPUS,DR,,ROCKVILLE,MD,20850
829676,03/06/2018,03/14/2018,05/16/2019,2312,66115.00,2312 SF COMM ALT,ALTER,BUSINESS BUILDING,6900,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
876174,05/21/2019,05/21/2019,,1580,54077.00,COMM ALT - 1580 SF,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
867733,03/01/2019,03/01/2019,05/22/2019,849,10000.00,INTERIOR RENOVATION - 3RD FLOOR,ALTER,BUSINESS BUILDING,10215,,FERNWOOD,RD,,BETHESDA,MD,20817
859013,11/21/2018,11/28/2018,05/28/2019,951,43285.00,INTERIOR WORK:&nbsp; 951 SQUARE FEETSUITE 3851,ALTER,BUSINESS BUILDING,3821,,FARRAGUT,AVE,,KENSINGTON,MD,20895
838580,05/23/2018,05/23/2018,05/29/2019,834,30000.00,INTERIOR ALTERATION TO SPACE.,ALTER,BUSINESS BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
877300,05/30/2019,,,1155,150150.00,1155 SF COMM ALT,ALTER,BUSINESS BUILDING,,,,,,,,
877298,05/30/2019,,,845,40000.00,845 SF COMM ALT,ALTER,BUSINESS BUILDING,7475,,WISCONSIN,AVE,,BETHESDA,MD,20814
876477,05/22/2019,05/22/2019,,4955,10550.00,ALTER:&nbsp; 8TH FLOOR,ALTER,BUSINESS BUILDING,4800,,HAMPDEN,LN,,BETHESDA,MD,20814
878018,06/05/2019,06/05/2019,,116,20000.00,INTERIOR WORK,ALTER,BUSINESS BUILDING,7315,,MUNCASTER MILL,RD,,GAITHERSBURG,MD,20879
869968,03/22/2019,04/02/2019,06/05/2019,17572,35640.00,Interior Alteration - Demolition Only.,ALTER,BUSINESS BUILDING,6100,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
877958,06/04/2019,06/06/2019,,1714,3000.00,INTERIOR DEMO - SPACE 13,ALTER,MERCANTILE BUILDING,10241,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
867840,03/04/2019,03/04/2019,06/06/2019,3750,149150.00,ALTER # 700,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
849282,08/21/2018,08/21/2018,06/06/2019,4430,193010.00,4430 SF COMM ALT,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
874081,05/01/2019,05/01/2019,06/07/2019,1341,17400.00,"Modular furniture - 1,341 sf",ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
839530,05/31/2018,05/31/2018,06/07/2019,300,8000.00,minor interior demolition,ALTER,RESTAURANT,11826,,TRADE,ST,,ROCKVILLE,MD,20852
878873,06/11/2019,,,800,5200.00,,ALTER,MERCANTILE BUILDING,20410,,FREDERICK,RD,,GERMANTOWN,MD,20876
867779,03/01/2019,03/05/2019,06/14/2019,1650,186760.00,,ALTER,BUSINESS BUILDING,7250,,WOODMONT,AVE,,BETHESDA,MD,20814
871418,04/05/2019,04/05/2019,06/17/2019,2905,49351.00,7th Floor alteration.,ALTER,BUSINESS BUILDING,12505,,PARK POTOMAC,AVE,,POTOMAC,MD,20854
878030,06/05/2019,,,0,0.00,ALTERATION,ALTER,MERCANTILE BUILDING,11623,,NEBEL,ST,,ROCKVILLE,MD,20852
879411,06/17/2019,06/17/2019,,3100,40000.00,Interior demo only.,ALTER,BUSINESS BUILDING,8484,,GEORGIA,AVE,,SILVER SPRING,MD,20910
874252,05/02/2019,05/06/2019,06/17/2019,7758,177027.61,Modular Furniture System,ALTER,BUSINESS BUILDING,9910,,BELWARD CAMPUS,DR,,ROCKVILLE,MD,20850
865587,02/07/2019,02/14/2019,06/17/2019,4955,330000.00,,ALTER,BUSINESS BUILDING,4800,,HAMPDEN,LN,,BETHESDA,MD,20814
879462,06/17/2019,,,7014,58700.00,ALTERATION,ALTER,BUSINESS BUILDING,9160,,GAITHER,RD,,GAITHERSBURG,MD,20877
879573,06/18/2019,06/18/2019,,5645,30000.00,Interior demo only.,ALTER,BUSINESS BUILDING,5481,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
872028,04/11/2019,04/11/2019,06/18/2019,340,31375.00,340 SF COMM ALT,ALTER,BUSINESS BUILDING,6130,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
879571,06/18/2019,06/18/2019,,1745,60000.00,,ALTER,BUSINESS BUILDING,5471,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
841081,06/13/2018,06/18/2018,06/19/2019,1978,206297.00,ALTER SUITE 301,ALTER,BUSINESS BUILDING,5425,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
871541,04/08/2019,04/11/2019,06/20/2019,1000,15000.00,,ALTER,BUSINESS BUILDING,6010,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
841306,06/14/2018,06/18/2018,06/20/2019,2124,84182.00,"Interior Alterations - Spec SuiteRevision #1 - mech and elec revisions.&nbsp; System furniture = whips only, no furniture installed",ALTER,BUSINESS BUILDING,1010,,WAYNE,AVE,,SILVER SPRING,MD,20910
873639,04/26/2019,04/29/2019,06/21/2019,4685,143000.00,,ALTER,BUSINESS BUILDING,6903,,ROCKLEDGE,DR,,BETHESDA,MD,20817
861073,12/14/2018,12/14/2018,06/25/2019,17070,26800.00,INTERIOR DEMOLITION --SPACE D,ALTER,BUSINESS BUILDING,11900,,BOURNEFIELD,WAY,,SILVER SPRING,MD,20904
870574,03/28/2019,04/04/2019,06/25/2019,4221,305000.00,SUITE 550,ALTER,BUSINESS BUILDING,6116,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
875083,05/09/2019,05/15/2019,06/25/2019,1158,39550.00,,ALTER,BUSINESS BUILDING,7029,,ARLINGTON,RD,,BETHESDA,MD,20814
842523,06/25/2018,06/26/2018,06/25/2019,26289,75027.00,,ALTER,BUSINESS BUILDING,,,,,,,,
870108,03/25/2019,03/25/2019,06/26/2019,2703,5000.00,Demo only.,ALTER,MERCANTILE BUILDING,22705,,CLARKSBURG,RD,,BOYDS,MD,20841
831511,03/23/2018,03/23/2018,06/26/2019,12053,135280.00,,ALTER,BUSINESS BUILDING,7200,,WISCONSIN,AVE,,BETHESDA,MD,20814
880771,06/27/2019,06/27/2019,,6040,35000.00,Demo only.,ALTER,BUSINESS BUILDING,344,W,UNIVERSITY,BLVD,,SILVER SPRING,MD,20901
877317,05/30/2019,05/30/2019,06/28/2019,900,14900.00,System Furniture,ALTER,BUSINESS BUILDING,6116,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
873083,04/22/2019,04/22/2019,07/01/2019,2324,84549.00,Interior alteration.,ALTER,BUSINESS BUILDING,12501,,OLD COLUMBIA,PIKE,,SILVER SPRING,MD,20904
878809,06/11/2019,06/11/2019,07/01/2019,8000,30956.00,Furniture only.,ALTER,BUSINESS BUILDING,6720,,ROCKLEDGE,DR,,ROCKVILLE,MD,20817
828823,02/26/2018,02/26/2018,07/02/2019,7298,3000.00,Interior alteration/demo 1st floor,ALTER,BUSINESS BUILDING,12240,,WILKINS,AVE,,ROCKVILLE,MD,20852
870368,03/27/2019,04/22/2019,07/02/2019,1001,130000.00,"Tenant Fit-out U/O# 368855  REVISION submitted 4/22/2019 - ARCHITECTURAL/SAFETY &amp; ELECTRICAL - 1,001 SF; no change in cost (emc) REVISION ISSUED on 4/23/2019 (emc)",ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
843537,07/02/2018,07/02/2018,07/02/2019,2345,177787.00,Interior Alteration,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
881335,07/02/2019,,,1600,121977.00,ALTER: 1600 SQUARE FEET,ALTER,BUSINESS BUILDING,10036,,DARNESTOWN,RD,,ROCKVILLE,MD,20850
828825,02/26/2018,02/26/2018,07/02/2019,7298,3000.00,INTERIOR ALTERATION / DEMO - 2ND FLOOR,ALTER,BUSINESS BUILDING,12240,,WILKINS,AVE,,ROCKVILLE,MD,20852
881256,07/02/2019,07/03/2019,,34355,50000.00,ALTERATION:&nbsp; 1ST AND 3RD FLOORS,ALTER,BUSINESS BUILDING,11510,,GEORGIA,AVE,,SILVER SPRING,MD,20902
842779,06/26/2018,06/26/2018,07/03/2019,4325,25000.00,Mod furn.,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
880724,06/27/2019,06/27/2019,07/05/2019,200,10000.00,Systems furniture only.,ALTER,BUSINESS BUILDING,3,,BETHESDA METRO CENTER,CIR,,BETHESDA,MD,20814
843639,07/03/2018,07/03/2018,07/05/2019,1058,36653.00,,ALTER,BUSINESS BUILDING,,,,,,,,
867842,03/04/2019,04/17/2019,07/05/2019,6338,320000.00,ALTERATION: SUITE 620,ALTER,BUSINESS BUILDING,3,,BETHESDA METRO,CTR,,BETHESDA,MD,20814
872289,04/15/2019,04/16/2019,07/08/2019,2700,63000.00,,ALTER,BUSINESS BUILDING,6705,,ROCKLEDGE,DR,,BETHESDA,MD,20817
872949,04/19/2019,04/26/2019,07/10/2019,5915,21040.00,,ALTER,BUSINESS BUILDING,7250,,WOODMONT,AVE,,BETHESDA,MD,20814
876029,05/20/2019,,,14297,865459.10,ALTER: SUITE 100,ALTER,BUSINESS BUILDING,5635,,FISHERS,LA,,ROCKVILLE,,20850
873539,04/25/2019,05/01/2019,07/11/2019,2197,61000.00,New Tenant Layout,ALTER,BUSINESS BUILDING,6550,,ROCK SPRING,DR,,BETHESDA,MD,20817
844043,07/09/2018,07/09/2018,07/11/2019,4555,4000.00,DEMO Only,ALTER,BUSINESS BUILDING,11325,,SEVEN LOCKS,RD,,POTOMAC,MD,20854
871248,04/04/2019,04/04/2019,07/12/2019,3059,21450.00,Suite 309,ALTER,BUSINESS BUILDING,6410,,ROCKLEDGE,DR,,BETHESDA,MD,20817
871663,04/09/2019,04/10/2019,07/12/2019,900,38000.00,,ALTER,BUSINESS BUILDING,6705,,ROCKLEDGE,DR,,BETHESDA,MD,20817
882444,07/12/2019,07/12/2019,,8500,52000.00,,ALTER,BUSINESS BUILDING,9900,,BELWARD CAMPUS,DR,,ROCKVILLE,MD,20850
867776,03/01/2019,03/21/2019,07/12/2019,5487,157785.00,New Tenant Layout,ALTER,BUSINESS BUILDING,12301,,OLD COLUMBIA,PIKE,,SILVER SPRING,MD,20904
869917,03/22/2019,03/22/2019,07/12/2019,15600,36000.00,Interior Alteration - Demolition Only,ALTER,BUSINESS BUILDING,12505,,PARK POTOMAC,AVE,,POTOMAC,MD,20854
880972,06/28/2019,06/28/2019,07/12/2019,750,25000.00,Systems furniture.,ALTER,BUSINESS BUILDING,12301,,OLD COLUMBIA,PIKE,,SILVER SPRING,MD,20904
882429,07/12/2019,07/12/2019,,4067,20000.00,ALTERATION:&nbsp; 2ND FLOOR,ALTER,BUSINESS BUILDING,9900,,BELWARD CAMPUS,DR,,ROCKVILLE,MD,20850
872087,04/12/2019,04/12/2019,07/15/2019,5842,55000.00,FIRST TOWER -&nbsp; WEST TOWER,ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
869949,03/22/2019,03/22/2019,07/15/2019,5773,220000.00,Interior alteration.,ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
880290,06/25/2019,06/25/2019,07/15/2019,330,4685.00,,ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
882556,07/15/2019,07/15/2019,,4545,22725.00,Interior Demo only.,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
842379,06/22/2018,06/22/2018,07/16/2019,0,162906.00,"Alter&nbsp;- 1,720 sf",ALTER,BUSINESS BUILDING,11800,,OLD GEORGETOWN,RD,,ROCKVILLE,MD,20852
883145,07/18/2019,07/18/2019,,3000,15000.00,Demo existing modular furniture and replace with new modular furniture.,ALTER,BUSINESS BUILDING,7500,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
873309,04/24/2019,04/24/2019,07/18/2019,12000,10000.00,,ALTER,BUSINESS BUILDING,7230,,MUNCASTER MILL,RD,,ROCKVILLE,MD,20855
883167,07/18/2019,07/18/2019,,2000,15000.00,Interior demo only.,ALTER,BUSINESS BUILDING,4611,,SANGAMORE,RD,,BETHESDA,MD,20816
870760,04/01/2019,04/01/2019,07/18/2019,3846,60000.00,,ALTER,BUSINESS BUILDING,1010,,WAYNE,AVE,,SILVER SPRING,MD,20910
862722,01/07/2019,01/07/2019,07/19/2019,4147,133740.00,"ALTERATION TO 7TH FLOORREVISION APPROVED--JULY 11,2019",ALTER,BUSINESS BUILDING,11810,,GRAND PARK,AVE,,ROCKVILLE,MD,20852
880493,06/26/2019,06/26/2019,07/19/2019,3054,15000.00,ALTER :&nbsp; 3054 SQUARE FEET,ALTER,BUSINESS BUILDING,7719,,TUCKERMAN,LN,,POTOMAC,MD,20854
882229,07/11/2019,07/11/2019,07/22/2019,4147,1500.00,"SYSTEMS FURNITURE:&nbsp;&nbsp;4147 SQUARE FEET, 7TH FLOOR Tenant Fit-out A/P# --&gt; 862722",ALTER,BUSINESS BUILDING,11810,,GRAND PARK,AVE,,ROCKVILLE,MD,20852
874653,05/07/2019,05/07/2019,07/25/2019,0,45000.00,SYSTEMS FURNITURE ONLY,ALTER,BUSINESS BUILDING,6705,,ROCKLEDGE,DR,,BETHESDA,MD,20817
876242,05/21/2019,05/21/2019,,509,3500.00,"Alter - 509 sfREVISION submitted on 7/25/2019 - ELECTRICAL &amp; MECHANICAL - cost $2,000 (emc)",ALTER,BUSINESS BUILDING,19630,,CLUB HOUSE,RD,,MONTGOMERY VILLAGE,MD,20886
875955,05/17/2019,05/17/2019,07/26/2019,2619,78565.00,TENANT FIT OUT - SPACE H3,ALTER,BUSINESS BUILDING,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
872786,04/18/2019,04/24/2019,07/26/2019,2393,30000.00,,ALTER,BUSINESS BUILDING,11325,,SEVEN LOCKS,RD,,POTOMAC,MD,20854
815474,10/04/2017,10/04/2017,07/29/2019,5167,35000.00,5167 SF COMM ALT.,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
884574,07/30/2019,,,1026,14000.00,Interior demo only.,ALTER,BUSINESS BUILDING,19857,,CENTURY,BLVD,,GERMANTOWN,MD,20874
884770,07/31/2019,,,1600,2500.00,Interior demo.,ALTER,MERCANTILE BUILDING,12201,,VEIRS MILL,RD,,SILVER SPRING,MD,20906
884776,07/31/2019,07/31/2019,,1000,1500.00,Interior demo only.,ALTER,BUSINESS BUILDING,15410,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20905
874044,05/01/2019,05/01/2019,08/01/2019,2065,99445.00,2065 SF COMM ALT. Suite 210,ALTER,BUSINESS BUILDING,20251,,CENTURY,BLVD,,GERMANTOWN,MD,20874
818265,10/31/2017,10/31/2017,08/01/2019,3490,117348.00,INTERIOR ALTERATIONS FOR SPEC SUITES 870 &amp; 835 - 3490 SQ FT,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
875224,05/10/2019,05/10/2019,08/01/2019,120,3000.00,"ALTER:&nbsp; SUITE 1010,",ALTER,BUSINESS BUILDING,2730,W,UNIVERSITY,BLVD,,SILVER SPRING,MD,20902
884940,08/01/2019,08/01/2019,,2967,36880.00,ALTER SUITE 570,ALTER,BUSINESS BUILDING,1010,,WAYNE,AVE,,SILVER SPRING,MD,20910
882817,07/16/2019,07/17/2019,,4807,129539.00,,ALTER,BUSINESS BUILDING,7200,,WISCONSIN,AVE,,BETHESDA,MD,20814
874413,05/03/2019,05/03/2019,08/05/2019,2550,57178.00,INTERIOR WORK:&nbsp; 2550 SQ FT,ALTER,MERCANTILE BUILDING,20600,,SENECA MEADOWS,PKWY,,GERMANTOWN,MD,20876
874116,05/01/2019,05/02/2019,08/05/2019,5135,130900.00,5135 SF ALT,ALTER,BUSINESS BUILDING,15201,,DIAMONDBACK,DR,,ROCKVILLE,MD,20850
881039,07/01/2019,07/01/2019,08/06/2019,200,15000.00,IQ SOLUTIONS 8TH FL,ALTER,BUSINESS BUILDING,11300,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
872457,04/16/2019,04/16/2019,08/07/2019,3650,2583.34,Systems furniture.,ALTER,BUSINESS BUILDING,9201,,CORPORATE,BLVD,,ROCKVILLE,MD,20850
885504,08/07/2019,,,0,0.00,ALTER:&nbsp; SUITE 200,ALTER,BUSINESS BUILDING,2424,W,UNIVERSITY,BLVD,,,,
865414,02/06/2019,02/06/2019,08/09/2019,13916,27000.00,3Rd Floor FDA.,ALTER,BUSINESS BUILDING,11919,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
865415,02/06/2019,02/06/2019,08/09/2019,13916,27000.00,4Th&nbsp;Floor FDA.,ALTER,BUSINESS BUILDING,11919,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
875158,05/10/2019,05/10/2019,08/12/2019,450,25000.00,ALTER SUTIE 260,ALTER,BUSINESS BUILDING,9211,,CORPORATE,BLVD,,GAITHERSBURG,MD,20878
847936,08/09/2018,08/09/2018,08/12/2019,3780,20000.00,INSTALL SYSTEMS FURNITURE ONLY - SUITE 920,ALTER,BUSINESS BUILDING,7920,,NORFOLK,AVE,,BETHESDA,MD,20814
885784,08/08/2019,08/12/2019,,2245,131446.00,Interior Alterations,ALTER,BUSINESS BUILDING,1100,,WAYNE,AVE,,SILVER SPRING,MD,20910
873128,04/23/2019,04/23/2019,08/12/2019,2556,26495.00,,ALTER,BUSINESS BUILDING,4520,,EAST WEST,HWY,,BETHESDA,MD,20814
872783,04/18/2019,04/18/2019,08/12/2019,5546,169590.11,Interior alteration.,ALTER,BUSINESS BUILDING,4340,,EAST WEST,HWY,,BETHESDA,MD,20814
873938,04/30/2019,05/06/2019,08/13/2019,310,166407.00,"FILING REVISION:&nbsp; JULY 11, 2019",ALTER,BUSINESS BUILDING,8818,,GEORGIA,AVE,,SILVER SPRING,MD,20910
863229,01/11/2019,01/29/2019,08/13/2019,880,196360.00,,ALTER,BUSINESS BUILDING,12501,,OLD COLUMBIA,PIKE,,SILVER SPRING,MD,20904
880376,06/25/2019,06/25/2019,08/14/2019,15600,721771.44,Systems Furniture only.,ALTER,BUSINESS BUILDING,12505,,PARK POTOMAC,AVE,,POTOMAC,MD,20854
884066,07/25/2019,07/26/2019,08/14/2019,500,21151.42,FURNITURE ONLY,ALTER,BUSINESS BUILDING,3,,BETHESDA METRO,CTR,,BETHESDA,MD,20814
886487,08/15/2019,08/15/2019,,24149,120000.00,Interior demo only.,ALTER,BUSINESS BUILDING,6116,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
880206,06/24/2019,06/24/2019,08/15/2019,541,2100.00,Interior alter.,ALTER,BUSINESS BUILDING,11820,,PARKLAWN,DR,,ROCKVILLE,MD,20852
872011,04/11/2019,04/11/2019,08/15/2019,16440,10000.00,Interior demo -- 8th Floor,ALTER,BUSINESS BUILDING,4445,,WILLARD,AVE,,CHEVY CHASE,MD,20815
875914,05/17/2019,05/17/2019,08/15/2019,1528,50000.00,ALTER:&nbsp; SUITE 720,ALTER,MERCANTILE BUILDING,7715,,TUCKERMAN,LN,,POTOMAC,MD,20854
865702,02/08/2019,02/08/2019,08/16/2019,1016,77915.00,"REVISION:&nbsp; PUTTING DIMENSIONS ON MODULAR FURNITURE&nbsp; AUGUST 1, 2019",ALTER,BUSINESS BUILDING,5260,,WESTERN,AVE,,CHEVY CHASE,MD,20815
883833,07/24/2019,07/26/2019,08/16/2019,21432,35512.00,Systems furniture.,ALTER,BUSINESS BUILDING,4550,,MONTGOMERY,AVE,,BETHESDA,MD,20814
873317,04/24/2019,04/24/2019,08/16/2019,1436,114880.00,4th floor/Suite 420,ALTER,BUSINESS BUILDING,5550,,FRIENDSHIP,BLVD,,CHEVY CHASE,MD,20815
873316,04/24/2019,04/24/2019,08/16/2019,890,71200.00,4th floor/Suite 440,ALTER,BUSINESS BUILDING,5550,,FRIENDSHIP,BLVD,,CHEVY CHASE,MD,20815
847349,08/03/2018,08/07/2018,08/19/2019,21725,60000.00,Interior Demolition,ALTER,BUSINESS BUILDING,15800,,GAITHER,DR,,GAITHERSBURG,MD,20877
871662,04/09/2019,04/10/2019,08/20/2019,500,29000.00,,ALTER,BUSINESS BUILDING,6705,,ROCKLEDGE,DR,,BETHESDA,MD,20817
848956,08/17/2018,08/17/2018,08/22/2019,2200,5000.00,INTERIOR DEMOLITION,ALTER,MERCANTILE BUILDING,11441,,AMHERST,AVE,,SILVER SPRING,MD,20902
887511,08/26/2019,08/26/2019,,738,3000.00,,ALTER,RESTAURANT,11160,,VEIRS MILL,,,WHEATON,MD,20902
886982,08/20/2019,08/20/2019,08/26/2019,4807,12000.00,ALTERATION:&nbsp; 9TH FLOOR,ALTER,BUSINESS BUILDING,7200,,WISCONSIN,AVE,,BETHESDA,MD,20814
886782,08/19/2019,08/19/2019,08/26/2019,0,1000.00,905 SF COMM ALT,ALTER,BUSINESS BUILDING,2424,W,UNIVERSITY,BLVD,,SILVER SPRING,MD,20902
850041,08/28/2018,08/28/2018,08/27/2019,24139,60000.00,Interior Alteration. DEMO ONLY.,ALTER,BUSINESS BUILDING,6705,,ROCKLEDGE,DR,,BETHESDA,MD,20817
850040,08/28/2018,08/28/2018,08/27/2019,24139,60000.00,Interior Alteration. DEMO ONLY.,ALTER,BUSINESS BUILDING,6705,,ROCKLEDGE,DR,,BETHESDA,MD,20817
849067,08/20/2018,08/20/2018,08/28/2019,6920,8500.00,Interior Demo Only,ALTER,BUSINESS BUILDING,9610,,MEDICAL CENTER,DR,,ROCKVILLE,MD,20850
876421,05/22/2019,05/22/2019,08/28/2019,3150,27000.00,,ALTER,BUSINESS BUILDING,12420,,MILESTONE CENTER,DR,,GERMANTOWN,MD,20876
870551,03/28/2019,03/28/2019,08/28/2019,2270,10000.00,,ALTER,BUSINESS BUILDING,1100,,WAYNE,AVE,,SILVER SPRING,MD,20910
884184,07/26/2019,07/26/2019,08/30/2019,560,10400.00,Systems furniture.,ALTER,BUSINESS BUILDING,7450,,WISCONSIN,AVE,,BETHESDA,MD,20814
874890,05/08/2019,05/08/2019,09/03/2019,800,65332.00,2nd floor.,ALTER,BUSINESS BUILDING,7250,,WOODMONT,AVE,,BETHESDA,MD,20814
872955,04/19/2019,04/30/2019,09/03/2019,1058,342015.00,,ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
888378,09/03/2019,09/03/2019,,1376,5000.00,Interior alteration.,ALTER,BUSINESS BUILDING,19504,,AMARANTH,DR,,GERMANTOWN,MD,20874
