the_geom,OBJECTID,StreetName,GISID,GlobalID,Route Number,Lane Width,Barrier,Two Way,Contraflow,Neutral Ground,Divided Roadway,Install Year,Install Quarter,Update Year,Road Diet,Notes,created_user,created_date,last_edited_user,last_edited_date,Plan Source,RouteName,FacilityType,Status,Length of Segment(miles),LENGTH_LANE,LENGTH_ROUTE,ComfortLevel,Shape_Length
"MULTILINESTRING ((-90.062349233891 29.967212207928, -90.062229736452 29.967342244824, -90.062152913306 29.967422594056, -90.062072160276 29.967499966727, -90.061987629468 29.967574217237, -90.061888361287 29.967654004831, -90.061844609475 29.967686888738, -90.061800057294 29.967718176077, -90.0617023632 29.9677820012, -90.061605773983 29.967838967371, -90.061517033191 29.967883157997, -90.061418209054 29.967932369445, -90.061314960321 29.967977015187, -90.061180183742 29.968026257883, -90.061104618861 29.968050163614, -90.061000541366 29.968079333317, -90.060940087787 29.968094294209, -90.060853699163 29.968112450814, -90.060795384654 29.968122835475, -90.060706018068 29.968136264388, -90.06059739157 29.968149331945, -90.060486151393 29.968159254232, -90.060400437804 29.96816396396, -90.060333317836 29.968167651724, -90.059514190277 29.968217585499, -90.059405132988 29.96822484929, -90.059353472703 29.96823013789, -90.059268486236 29.968238838156, -90.059203230839 29.96825141229, -90.058649435217 29.968364228596, -90.058225997786 29.968447971011, -90.058150764845 29.968462849681, -90.058058867612 29.968472347441, -90.057822248577 29.968487173166, -90.05709714465 29.968530782665, -90.056980594641 29.968537739917, -90.056851547447 29.96854544289, -90.056714944481 29.968553596636))",45043,MC SHANE PL,1254,{B7449DDB-45AA-4D86-A275-720802BC096C},,,,0,,1,1,2016,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:23:49 PM +0000,,,Shared Lane,Completed,0.36214786,0.36199999,0.18107393,,1912.1407372922311
"MULTILINESTRING ((-90.072615702925 29.955712408999, -90.072412535975 29.955935810812, -90.071897390663 29.9565167061, -90.071866839684 29.956550992903, -90.071738900124 29.956694577483, -90.071376033624 29.957101813662, -90.07121796118 29.957279576555, -90.071176851222 29.957325452987, -90.070836194218 29.95770560562, -90.070502215161 29.958079646616, -90.070459711339 29.958127211953, -90.06979527732 29.958870785033, -90.069650165239 29.959033179252, -90.069372881632 29.959344992972, -90.069135997668 29.959611398073, -90.06909783291 29.959653812338, -90.068931597474 29.959838559418, -90.068432879162 29.960397295991, -90.06838787335 29.960447950199, -90.068021341467 29.96086115168, -90.067979743162 29.96090804555, -90.067912726727 29.960981919696, -90.067604518165 29.961325861988, -90.067563708571 29.961371402754, -90.06735659898 29.961606557309, -90.066898858084 29.962116532571, -90.066854571988 29.962165872323, -90.06670165146 29.962340314997, -90.066211845822 29.962886424721, -90.066171985064 29.962930990766, -90.065510145075 29.963670940351, -90.06546772619 29.963718702489, -90.064908220236 29.964348687169, -90.064825214484 29.964439876362, -90.064780908262 29.964489821523, -90.064362492636 29.964961487702, -90.064123254119 29.965227600378, -90.064086516029 29.965268143107, -90.063591807346 29.965814084868, -90.063536729438 29.965874463694, -90.063480258027 29.965936369152, -90.063331175584 29.966099798094, -90.063181347773 29.966267935617, -90.062908490773 29.966574134178, -90.062860697521 29.966628662632, -90.062349233891 29.967212207928))",45041,RAMPART ST,1255,{F829944F-2C37-4522-8BA2-9F930C7FC94A},,,,0,,True,1,2016,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:41:45 PM +0000,,,Shared Lane,Completed,1.00321917,1.00321917,0.50160959,,5296.9971947722779
"MULTILINESTRING ((-90.071763397296 30.011666072553, -90.07124692267 30.011703633497, -90.07112783917 30.011741164693, -90.0710086768 30.011752160724, -90.070873515203 30.011769554257, -90.070737512882 30.011793819923, -90.070609873909 30.01181190425, -90.070548776903 30.011817493969, -90.070389836414 30.011827551244, -90.070216937884 30.011835164734, -90.069903808042 30.011856081751, -90.069691307775 30.011870276056, -90.069338515923 30.01188828394, -90.069189981192 30.011890914246, -90.068979131189 30.01188793324, -90.068880550803 30.011882810144, -90.068779776129 30.011882564054, -90.068299343663 30.011878023676))",44851,FILMORE AVE,1058,{DD0349C7-384B-42B1-9FD7-E77F8FA2EE8E},,,,0,,True,1,2011,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:34:34 PM +0000,NOTMP,,Shared Lane,Completed,0.20880598,0.20880598,0.10440299,,1102.4955750816057
"MULTILINESTRING ((-90.07160758117 29.937291997583, -90.071865904386 29.936404161357, -90.071894319004 29.936319011565, -90.072116934591 29.935552220251, -90.072126042883 29.935520846802, -90.072154877487 29.935428492155, -90.072386889862 29.934640779276, -90.072417436154 29.934537037682, -90.072450583103 29.934437506453, -90.07271469855 29.933523011548, -90.072746768986 29.933435177263, -90.073031464995 29.932468154316, -90.07308529521 29.932277681342, -90.073101357973 29.932216337382, -90.07326406646 29.932072115361, -90.073867454742 29.931598427415, -90.074011584631 29.931490132971, -90.074095640001 29.931424974609, -90.074511862733 29.931102323568, -90.074659883247 29.930986112488))",44840,MAGAZINE ST,1118,{05B331BA-5DE4-4AC1-83DF-A8821508EF74},,,,0,,False,0,2011,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:35:16 PM +0000,2030,,Shared Lane,Completed,0.48711414,0.48711414,0.48711414,,2571.9626632621012
"MULTILINESTRING ((-90.071498008644 29.963085743324, -90.07227199225 29.963608156332, -90.072332890942 29.963649034247, -90.072850060501 29.964001775656, -90.073045415819 29.964135019015))",44715,ORLEANS AVE,1013,{91464913-5F25-438B-B22C-6F34AF0D26DF},,,,0,,True,1,2013,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:34:34 PM +0000,2030,,Shared Lane,Completed,0.11762079,0.11762079,0.0588104,,621.03778583984115
"MULTILINESTRING ((-90.087271044028 29.999388313841, -90.087217692006 29.999365733296, -90.087161418866 29.999349386488, -90.087103179956 29.999339549517, -90.08699119047 29.999328664117, -90.086879786222 29.999313915441, -90.086769143135 29.99929532771, -90.08667643098 29.99928215791, -90.086583093397 29.99927291851, -90.086489350872 29.999267632349, -90.086361910553 29.999266711261, -90.086234666196 29.999272914938, -90.086121398516 29.9992789622, -90.086080589323 29.999281141478, -90.086003742244 29.999285244764), (-90.087271044028 29.999388313841, -90.086708745089 29.999377132139, -90.086584671527 29.999381420092, -90.086242581762 29.999393242426, -90.086182610252 29.999397295464, -90.086135715493 29.999400464585, -90.086069512159 29.999404938513, -90.086011064613 29.999408888624), (-90.092335727139 30.001518425565, -90.092362307269 30.00148157323, -90.092394621862 30.001448372096, -90.092432017804 30.001419494472, -90.092473739451 30.00139552238, -90.092518944265 30.001376940488, -90.092566719554 30.001364123632, -90.092616099121 30.001357331566, -90.092666086168 30.001356701054, -90.092715670923 30.001362245134, -90.09276385243 30.001373851522, -90.09280965612 30.001391286381, -90.092854009911 30.001415368653, -90.092893773313 30.001444906687, -90.09292806714 30.001479248018, -90.092956135825 30.001517634886, -90.092977357633 30.001559216958, -90.092991264013 30.001603078581, -90.092997548802 30.001648248791, -90.092996073034 30.001693732033, -90.092986868911 30.001738521732, -90.092970139448 30.001781629164, -90.092946254084 30.001822103257), (-90.092335727139 30.001518425565, -90.092261054552 30.001474369955, -90.092040766311 30.001344404263, -90.091850972897 30.001242875945, -90.091780316931 30.001205937657, -90.090687572374 30.000616958775, -90.089444262079 29.999949041916, -90.089224527166 29.999834525364, -90.089147714559 29.999801526996, -90.089087472931 29.999777287878, -90.088965824799 29.999732289238, -90.088786988297 29.999672741067, -90.088671310501 29.999636832529, -90.088536769745 29.999597925184, -90.088349285218 29.999548802802, -90.088163071359 29.99950477077, -90.088117659729 29.999495170159, -90.08805403714 29.999484061079, -90.087949691292 29.999465259638, -90.087844779796 29.999448179613, -90.087739540778 29.999432843103, -90.087701025463 29.999427883662, -90.087634004244 29.999419254002, -90.087471470399 29.99940173126, -90.087271044028 29.999388313841), (-90.092946254084 30.001822103257, -90.092944788005 30.001821299099), (-90.092946254084 30.001822103257, -90.092916188574 30.001858582729, -90.092880317838 30.001890842847, -90.092839411342 30.001918190735, -90.092794349218 30.00194003651, -90.092746103373 30.001955912954, -90.092695707411 30.001965476134, -90.092644246057 30.001968522444, -90.092592826173 30.001964985626, -90.092542552855 30.001954941055, -90.09249450871 30.001938605546, -90.092449725946 30.001916330771, -90.092409166788 30.001888594056, -90.092373703848 30.001855993681, -90.092344100661 30.001819229754, -90.092320992143 30.001779092293, -90.092304876499 30.00173644491, -90.092296098878 30.001692205714, -90.092294849591 30.001647323831, -90.092301154954 30.001602765787, -90.092314879687 30.001559489365, -90.092335727139 30.001518425565), (-90.098896318231 30.003997134239, -90.098770144014 30.004003314098, -90.09856850456 30.004006731708, -90.098490391468 30.004006848942, -90.098336498058 30.004000184233, -90.098173175772 30.00398992215, -90.097936302408 30.003969491874, -90.097876741641 30.00396297018, -90.097643440295 30.003928668796, -90.097411502887 30.003887956904, -90.097181162177 30.003840876392, -90.097076577209 30.003814942554, -90.096525672664 30.003660094467, -90.096337419017 30.003589906846, -90.096266470815 30.003561972413, -90.096101057907 30.003492275154, -90.096009851949 30.003452794865, -90.095936843787 30.003419298557, -90.095617536239 30.003263650431, -90.095292261879 30.003094237983, -90.09513426486 30.003010283788, -90.094822321924 30.002841259894, -90.094771486555 30.002814236535, -90.094450545937 30.002642986124, -90.093963758364 30.00237984526, -90.093763909124 30.002266242703, -90.093316653225 30.002021500673, -90.093248155432 30.001987641139, -90.092946254084 30.001822103257))",44765,HARRISON AVE,1088,{683507A1-F271-4A3F-93D0-C5228115CF77},,,,1,,False,0,2009,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:34:34 PM +0000,NOTMP,,Bike Lane,Completed,1.02097364,2.04194728,1.02097364,,5390.7407381479516
"MULTILINESTRING ((-90.080651933743 29.934193067065, -90.080724894219 29.934274622297, -90.080853871169 29.934418792316, -90.08093278566 29.934508809282, -90.081245335299 29.934865329276, -90.081329187852 29.934971502297, -90.08138090382 29.935030655611, -90.081910076538 29.935635933624, -90.081992202945 29.935740011946, -90.082496707847 29.936312662811, -90.082692172557 29.93653868174, -90.082807905396 29.936672492564, -90.082917320658 29.936799022696, -90.082974432167 29.936865060116, -90.083086437149 29.936996339686, -90.083239772362 29.937175045986, -90.0833252922 29.937276125086, -90.08337139631 29.937330616573, -90.083479041146 29.937457844859, -90.083618599848 29.937619041079, -90.083646285883 29.937653508471, -90.083800782998 29.937831661226, -90.083884564326 29.937929375259, -90.084088190422 29.938166865567, -90.084109698996 29.938191203519, -90.084205143996 29.938299203425, -90.084369714688 29.938492388421, -90.084491609166 29.93863599574, -90.084491847075 29.938636272276, -90.084559804943 29.938714622692, -90.084651787467 29.93882066584, -90.084663209081 29.938833699572, -90.084820411356 29.939014265843, -90.08489795877 29.939103338942, -90.084961763376 29.939176625217, -90.085049656945 29.939284653874, -90.085072561797 29.939311277622, -90.085072580171 29.93931129945, -90.085250864169 29.939518524858, -90.085331168918 29.939611246293, -90.085496588672 29.939802240933, -90.085613729066 29.939938994751, -90.085826047221 29.94018562935, -90.086045877725 29.940440159835, -90.086107590116 29.940511561687, -90.086220197282 29.94064231094, -90.086545036152 29.941018131794, -90.086828831266 29.941344100992, -90.086941443868 29.941474399435, -90.087335583585 29.941937949681, -90.087434912984 29.942049701089, -90.08757593578 29.942213970722, -90.087589856483 29.942230190159, -90.087866966088 29.942550850852, -90.088077044789 29.942789798708, -90.088403221723 29.943172746878, -90.08845151454 29.9432294442, -90.088532478071 29.943326219912, -90.088625027661 29.943428173898, -90.088820582126 29.943659185142, -90.088930165488 29.943786249329, -90.089189563316 29.944073175794, -90.08919244502 29.944076363547, -90.089192568671 29.944076500051, -90.089274686981 29.944183220631, -90.089366678636 29.944288004495, -90.089380353791 29.944303523989, -90.089380522334 29.944303715952, -90.089438660434 29.944369695164, -90.089550978443 29.94449716089, -90.089552648636 29.944499056921, -90.089638784055 29.9445968092, -90.089654219389 29.944614326594, -90.089667304138 29.944629180045, -90.089846756021 29.944832828996, -90.089896782143 29.944891393512, -90.089958725467 29.944963908091))",44999,JACKSON AVE,1242,{92BCF91A-F48C-42E9-8935-A49F9768758C},,,,1,,False,0,2017,1Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:39:30 PM +0000,2030,,Shared Lane,Completed,0.92849772,1.85699544,0.92849772,,4902.4679621588066
"MULTILINESTRING ((-90.124168998241 29.928243617393, -90.12428398127 29.928287548948), (-90.12428398127 29.928287548948, -90.124428249761 29.928281968275, -90.124488976239 29.92827647599, -90.124555372047 29.928267104772, -90.124715986542 29.928236805008), (-90.124375623538 29.928657024733, -90.124338821956 29.92852690032, -90.124317386071 29.928396997413, -90.124310882977 29.928362476198, -90.12428398127 29.928287548948))",44985,AP PRYTANIA ST,1006,{9C131FB8-A36F-4AC1-A3C5-6F44E5000220},,,,0,,0,0,0,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,2030,,Shared Use Path,Completed,0.05983863,0.06,0.05983863,,315.94798885850906
"MULTILINESTRING ((-90.089813091689 29.962929367779, -90.090270725041 29.963240689809, -90.0905187585 29.963409421791, -90.090541416227 29.96342483556, -90.091213168486 29.963875017587, -90.09126644884 29.963910724401, -90.091738724652 29.964231164657, -90.091910157512 29.964343214319, -90.09206130079 29.964442887828, -90.092405488899 29.964669865803, -90.09290653604 29.965008017583, -90.092958723209 29.965043237919, -90.093252648408 29.965247972786, -90.093433779919 29.965372398303, -90.093513322086 29.965427038494, -90.093735414706 29.965579601011, -90.093794983977 29.965620521326, -90.094221738071 29.965908499202, -90.094379820349 29.966015174327, -90.094434284708 29.966051927629, -90.094553064137 29.966133409628, -90.094802966411 29.966304838649, -90.094820976677 29.96631719269, -90.095276326289 29.966623989519, -90.095335367988 29.966663769157, -90.095680093037 29.966902967642, -90.095854408118 29.967020375802, -90.096212413559 29.967261505793, -90.09626681229 29.967298144923, -90.096441165892 29.967417237101, -90.096679267106 29.967579870351, -90.096746628131 29.967625880684, -90.097362240565 29.968041042556, -90.09753680618 29.968159456764, -90.098362224702 29.968719294009, -90.098424618664 29.968761610965, -90.099187784693 29.969276647963, -90.099267245119 29.96933027333, -90.100005283868 29.969835573036, -90.100077152366 29.969884777135, -90.100126875681 29.969918283407, -90.100352506511 29.970070327194, -90.100533347352 29.970193862102, -90.100941775568 29.970467011904, -90.10099632273 29.970503491628, -90.101870111505 29.971091885151, -90.101924958416 29.971128817495, -90.102876581945 29.971771593054, -90.103186808928 29.971981132894, -90.103264524914 29.972033625236, -90.103345862613 29.972088563923))",45079,BANKS ST,1257,{16882175-A95F-4543-B65B-1D34EF69EB7F},,,,0,,1,1,2017,1Q,,1,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:31:06 PM +0000,,,Bike Lane,Completed,1.02790535,1.02790535,0.51395268,,5427.3402610531966
"MULTILINESTRING ((-90.059428054661 29.99960797875, -90.059438023087 29.999697742655, -90.059444850315 29.999759219437, -90.059461819331 29.999957026429, -90.059461842614 29.999957313561, -90.059490420587 30.000311472641, -90.059530312 30.000711716639, -90.059530333118 30.000711929768, -90.059556366079 30.0009731334, -90.05956061538 30.001026910911, -90.059630320483 30.001909011932, -90.059637973922 30.001988442787, -90.059697692234 30.002723513736, -90.059712602868 30.002931117767, -90.059715945417 30.003003069878, -90.059737682436 30.00324782309, -90.059756613324 30.003493888942, -90.059790553651 30.003935063943, -90.059802041043 30.004016823495, -90.059827580935 30.004360192965, -90.059839229139 30.004516794313, -90.059850823393 30.004672671552, -90.059877428621 30.00503037857, -90.059906457628 30.005330528279, -90.059955358645 30.005957945573, -90.059961896911 30.006039351359, -90.059977444639 30.006242686679, -90.060006979263 30.006593569533, -90.060042436225 30.007057075369, -90.06005956522 30.007243760092, -90.060099432912 30.007797767093, -90.060119215452 30.008023301859, -90.060125216438 30.008107106835, -90.060135706255 30.00825358385))",44863,ELYSIAN FIELDS AVE,1042,{534781E5-DD0A-4A31-8272-864F86D2E18E},,,,0,,True,1,2012,1Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:36:11 PM +0000,2030,,Shared Lane,Completed,0.59700475,0.59700475,0.29850237,,3152.1850303161614
"MULTILINESTRING ((-90.068873415858 29.958244040276, -90.069187604029 29.9584543476, -90.069239106171 29.958488821154, -90.069373047034 29.958578476456, -90.06979527732 29.958870785033))",44912,ST LOUIS ST,1211,{2B434FBF-589B-432A-9EC4-B0E5B9697D9C},,,,0,,0,0,2012,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:03 PM +0000,NOTMP,,Shared Lane,Completed,0.07014596,0.07,0.07014596,,370.37066470165098
"MULTILINESTRING ((-90.101496446479 29.983164507984, -90.101770476776 29.983351422362, -90.102172789369 29.983617193048, -90.102375697786 29.983750134003, -90.102418705296 29.983781072798, -90.102723998118 29.984000697022))",44717,ORLEANS AVE,1168,{44A22450-AB10-43CE-B873-4E85AE390AC9},,,,0,,True,1,2011,1Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:32:56 PM +0000,2030,,Shared Lane,Completed,0.09347307,0.09347307,0.04673653,,493.53773278838969
"MULTILINESTRING ((-90.114921867755 30.00933891908, -90.114861825654 30.00933818748, -90.114802142807 30.009343941608, -90.114743740814 30.009356094358, -90.114687521775 30.009374457398, -90.114634353724 30.00939874645, -90.114585057067 30.009428587472, -90.114540393155 30.009463519267, -90.11450105278 30.00950300149, -90.114467641521 30.009546426246, -90.114445685542 30.009587790824, -90.114427444014 30.009630500708, -90.114413022668 30.009674302454))",45034,WEST END LANE SOUTH,1238,{CD9489AC-204B-40F4-9476-DFFFA77351DA},,,,1,,False,0,,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,2030,,Shared Use Path,Completed,0.04181031,0.08362062,0.04181031,,220.75848165623992
"MULTILINESTRING ((-89.997751294718 29.922188522685, -89.997639604315 29.922149252784, -89.99722569195 29.922003280421, -89.995755393716 29.921480576773, -89.995689766968 29.921457129698, -89.99495968082 29.921196286985, -89.994932031994 29.921186677416, -89.994877130252 29.921167594916, -89.994602701763 29.921069776618, -89.994109665523 29.920899008425, -89.994018714015 29.920868733465, -89.993949797885 29.920847342506, -89.99390195587 29.920834840232, -89.993842789149 29.920821019032, -89.99378317381 29.920808907489, -89.993714610789 29.920797330046, -89.993645640355 29.920787941761, -89.993576001799 29.920780720128, -89.993506772601 29.920775796119, -89.99315534446 29.920761818654, -89.992768996502 29.920745671772, -89.992667917508 29.920659530676))",44954,MAC ARTHUR DR,1117,{33E3DF55-22A0-47E2-A6A4-3A0C1E536A53},,,,0,,True,1,2010,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:40:55 PM +0000,2030,,Shared Lane,Completed,0.32597366,0.32597366,0.16298683,,1721.1410171670457
"MULTILINESTRING ((-90.071653169473 29.983300358385, -90.071393311087 29.983586903782, -90.07122808235 29.983765121999, -90.071027234043 29.983991194325, -90.070948433025 29.9840798923, -90.070469661571 29.984612898894, -90.070221873972 29.984887130565, -90.07007735378 29.985047073931, -90.070014065997 29.98511711608, -90.069941193874 29.985197763875, -90.069779431861 29.985379986951, -90.069379010245 29.98583117015, -90.069256012424 29.985963399061, -90.069085201887 29.986147028472, -90.06888706518 29.986373290502, -90.068299992289 29.987043691486, -90.067998915655 29.987370257312, -90.067898773521 29.987478876934, -90.067772958077 29.987618189609))",44803,N BROAD ST,1143,{D6760FE9-3F38-4A35-9AC8-E608490F5A03},,,,0,,True,1,2011,3Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:33:39 PM +0000,2010,,Shared Lane,Completed,0.37759749,0.37759749,0.18879875,,1993.7147349074912
"MULTILINESTRING ((-90.065950758572 29.949739325356, -90.066301528034 29.949898510401, -90.066464747258 29.94997383834, -90.066584797351 29.950027109612))",44832,GRAVIER ST,1087,{C0EEE2F6-50DE-4A44-90CF-7FC332F1B81E},,,,0,,False,0,2010,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:35:16 PM +0000,2030,,Bike Lane,Completed,0.0428853,0.0428853,0.0428853,,226.43434503970764
"MULTILINESTRING ((-90.077788766492 29.993701134371, -90.077895923414 29.993897665251, -90.078030491183 29.994131230203, -90.078154073993 29.994349043923, -90.078365970098 29.994720335616, -90.078382178213 29.994747987159, -90.078434997492 29.994838096687, -90.078956870696 29.995728397633, -90.079464345372 29.996616981171, -90.079518696472 29.996712288977, -90.080091066186 29.99769356868, -90.080649100526 29.998672606153, -90.080905963512 29.999088496687, -90.081091618756 29.999388551626, -90.081203230469 29.999568936052, -90.081240044778 29.99963068326, -90.081282625336 29.999702102076))",44883,ST BERNARD AVE,1204,{B08359EE-8FCC-45EA-9CFD-DBE7C83C3ACE},,,,0,,True,1,2011,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:36:11 PM +0000,NOTMP,,Shared Lane,Completed,0.4633974,0.4633974,0.2316987,,2446.7382363541283
"MULTILINESTRING ((-90.012773944926 29.936196083682, -90.012981937549 29.935663934269, -90.013008661519 29.935589865494, -90.013030366172 29.935515903328, -90.013055921538 29.935414040279, -90.013080740128 29.935293399723, -90.013093485677 29.935216429806, -90.013106229365 29.935116890448, -90.013136839436 29.934759841997, -90.013150130632 29.933660255762, -90.013150855006 29.933580515324, -90.013154413702 29.933463016796, -90.013157505661 29.933406565165, -90.013161232597 29.933338524372, -90.013167330699 29.933254895087, -90.01320393148 29.933069658054, -90.013223777607 29.932987825934, -90.013290382069 29.932769378206, -90.013309909437 29.932698557367, -90.013328077371 29.932624395438, -90.013342757524 29.93255563809, -90.013359679899 29.93246106501, -90.013367225362 29.932411390536, -90.013374315482 29.93231547281, -90.013381671934 29.932215942497, -90.013420398563 29.931647933313, -90.013457724324 29.931012795401, -90.013516639329 29.930070860256, -90.013529496651 29.929808099318, -90.01353554028 29.929713118404))",44949,HOLIDAY DR,1094,{BA554889-5BA4-4702-BA78-B167A0873595},,,,0,,True,1,2012,1Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:40:55 PM +0000,NOTMP,,Bike Lane,Completed,0.45103252,0.45103252,0.22551626,,2381.4517598568145
"MULTILINESTRING ((-90.075876261851 29.950754106439, -90.075963773877 29.950782849549, -90.076512742348 29.950967902071, -90.076797184139 29.951062989697, -90.076843764588 29.951078561269, -90.077554352488 29.951306530629, -90.07765237104 29.951335436936, -90.077746153485 29.951368193152, -90.077836697781 29.95140725114, -90.078032075393 29.951495612711, -90.078170171552 29.951560538966, -90.078386420857 29.95167486582))",44732,POYDRAS ST,1177,{4CBD8ED7-224E-47FC-AF84-6EDFB2FFA56F},,,,0,,1,1,2010,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:01 PM +0000,2030,,Shared Lane,Completed,0.16372278,0.164,0.08186139,,864.45624280707261
"MULTILINESTRING ((-90.074212521708 29.953116131715, -90.075037531802 29.953432906828, -90.075051853028 29.953439347643, -90.075143842306 29.953480718355))",44837,GRAVIER ST,1082,{CE39B060-F666-4725-B207-AF92EB926EED},,,,0,,False,0,2010,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:35:16 PM +0000,2030,,Bike Lane,Completed,0.06125474,0.06125474,0.06125474,,323.42502247649907
"MULTILINESTRING ((-90.062457029513 29.967311854265, -90.062365028467 29.967414213035, -90.06227300156 29.967516553447, -90.062152096621 29.967634460671, -90.062056905232 29.967718459667, -90.061966490715 29.967788225195, -90.061905955958 29.967831616724, -90.061803641001 29.967900993793, -90.061752660417 29.967932734176, -90.06169716049 29.967964988447, -90.061647477657 29.967992139971, -90.061609249889 29.968010948304, -90.061529074112 29.968047194592, -90.061342527918 29.968131529097, -90.061239552194 29.968170348131, -90.061209296108 29.968185489163, -90.061092531832 29.968243922742, -90.060972231777 29.968262464347, -90.060801020143 29.968285114919, -90.060631692186 29.968302250126, -90.060491768914 29.96831315634, -90.060411912866 29.968316333006, -90.060317321354 29.9683211562, -90.059363991465 29.968379612461, -90.059279439398 29.96838479645), (-90.059279463352 29.968385111559, -90.059205918957 29.968399884474, -90.058347555552 29.968572299159, -90.058245802192 29.968592128604, -90.058161584172 29.968606830002, -90.05806639592 29.968623446934, -90.057878540415 29.968636340851, -90.057110040273 29.968683174837, -90.056992381567 29.968697078425, -90.056862620671 29.968717622208, -90.056730739436 29.968738501675))",45042,MC SHANE PL,1254,{FECC65DB-08B7-44BC-9787-13D922484944},,,,0,,1,1,2016,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:04 PM +0000,,,Bike Lane,Completed,0.36984733,0.37,0.18492366,,1952.7939172323513
"MULTILINESTRING ((-89.988261719537 30.014294217561, -89.988255677274 30.014395461541, -89.988233437104 30.014768105079, -89.988215463071 30.015294292625, -89.98821542814 30.015400330143, -89.98822609643 30.015769750534, -89.988229886392 30.015900968584, -89.988236689872 30.016055263909, -89.988249158499 30.016337958019, -89.988265482542 30.0167751591, -89.988267421239 30.01682158225, -89.988285790567 30.017261500945, -89.988287115589 30.017311916492, -89.988288228383 30.017381678129, -89.988293047759 30.017463260715, -89.98830478853 30.017671428784, -89.98831512425 30.017810443937, -89.988316672716 30.01782592573, -89.98832249945 30.017884172574, -89.988331861249 30.017962115956, -89.988331996359 30.017963244217, -89.988463920094 30.019281554228, -89.988674826999 30.021376149408, -89.988681338028 30.021440807191, -89.988689152149 30.021513165249, -89.988691967982 30.021539234965, -89.988796700564 30.02257398604, -89.988835016925 30.023054911982, -89.988857132493 30.023289011054, -89.988888874617 30.023625019204, -89.988906072542 30.023782859705, -89.988917378144 30.02388734645, -89.988939210226 30.024089132061, -89.98895258741 30.024181472528))",44739,CROWDER BLVD,1035,{EFC830D0-F6AF-4EE8-B764-616D28B2D1D4},,,,0,,1,1,2010,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:01 PM +0000,2030,,Shared Lane,Completed,0.68283878,0.68300003,0.34141939,,3605.3887621536614
