Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Union Description,Bargaining Unit Short Name,Bargaining Unit Description,Minimum Salary Rate,Maximum Salary Rate
94406,COUNSEL (BOARD OF ELECTIONS),35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94407,"COORDINATOR, VOTER REGISTRATIO",35,00,992,UNCLASSIFIED NON OJ & NON MANA,N/U,Non-Union,68528.00,78733.00
94408,"DIRECTOR, PUBLIC AFFAIRS AND C",35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94409,"COORDINATOR, ELECTION DAY OPER",35,00,992,UNCLASSIFIED NON OJ & NON MANA,N/U,Non-Union,68528.00,78733.00
94412,PROJECT COORDINATOR (BOARD OF,35,00,024,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,96536.00,96536.00
94414,ASSOCIATE STAFF ANALYST(BOARD,35,00,024,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,82678.00,107048.00
94415,MEMBER (CONFLICTS OF INTEREST,35,00,992,UNCLASSIFIED NON OJ & NON MANA,N/U,Non-Union,33000.00,113500.00
94416,LEGISLATIVE FISCAL OFFICER (CI,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94417,LEGISLATIVE SUPPORT SERVICE CO,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94418,LEGISLATIVE PLANNING COORDINAT,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94419,SECRETARY TO DIRECTOR COUNCIL,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94420,PERSONNEL COORDINATOR (CITY CO,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94421,LEGISLATIVE ADMINISTRATIVE CLE,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94422,LEGISLATIVE SUPERVISOR SECRETA,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94423,LEGISLATIVE ADMINISTRATIVE TYP,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94424,LEGISLATIVE MESSENGER (CITY CO,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94425,LEGISLATIVE INTERN (CITY COUNC,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94426,CHIEF INVESTIGATOR,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94427,SENIOR LEGISLATIVE INVESTIGATO,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94428,LEGISTATIVE CONFIDENTIAL SECRE,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94429,DEPUTY DIRECTOR- FINANCE (CITY,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94430,SUPERVISING LEGISLATIVE FINANC,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94431,LEGISLATIVE FINANCE SECRETARY,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94432,DIRECTOR LEGAL DIVISION/GEN CO,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94433,DEPUTY DIRECTOR-LEGAL DIVISION,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94434,DIRECTOR-OFFICE OF POLICY (CIT,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94435,SENIOR LEGISLATIVE POLICY ANAL,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94436,LEGISLATIVE POLICY SECRETARY (,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94437,DIRECTOR-OFFICE OF COMMUNICATI,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94438,DEPUTY DIRECTOR-OFFICE OF COMM,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94439,LEGISTATIVE MANAGER-OFFICE OF,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94440,COMMUNICATION ASSISTANT (CITY,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94441,LEGISLATIVE COMMUNICATION SECR,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94442,DIRECTOR-TECHNICAL SERVICES (C,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94443,ASSISTANT TO DIRECTOR-TECHNICA,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94444,SENIOR LEGISLATIVE CLERK (CITY,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94445,LEGISLATIVE TECHNICAL SECRETAR,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94446,DIRECTOR OF FINANCE (CITY COUN,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94447,LEGISLATIVE FISCAL STUDIES COO,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,15000.00,120000.00
94448,LEGISLATIVE INTERDIVISIONAL LI,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94449,SPEAKER/MAJORITY LEADER (CITY,35,00,887,ELECTED OFFICIALS,N/U,Non-Union,119500.00,164500.00
94450,CHIEF OF STAFF (CITY COUNCIL),35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94451,LEGISLATIVE COUNSEL (CITY COUN,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94452,UNIT CHIEF (CITY COUNCIL),35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94453,LEGISLATIVE PROGRAMMER/ANALYST,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94454,LEGISLATIVE COMPUTER SUPPORT S,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,43680.00,77000.00
94455,DIRECTOR OF LAND USE DIVISION,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94456,SPECIAL ADVISOR TO THE DIRECTO,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94457,COMMISSIONER OF YOUTH SERVICES,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94458,DIRECTOR (CITY COUNCIL),35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94459,DEPUTY DIRECTOR (CITY COUNCIL),35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94460,DEPUTY UNIT CHIEF (CITY COUNCI,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94461,LEGISLATIVE PROJECT MANAGER (C,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94462,LEGISLATIVE OFFICE MANAGER (CI,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94465,EXECUTIVE DIRECTOR (CAMPAIGN F,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94467,TECHNICAL SUPPORT SPECIALIST(B,35,00,024,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,59748.00,75651.00
94468,EXECUTIVE DIRECTOR (FISA),35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94470,EXECUTIVE DIRECTOR (NYC DISTRI,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94472,DEPUTY EXECUTIVE DIRECTOR (NYC,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94473,COUNSEL (NYCDC),35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94474,TECHNICAL SYSTEMS MANAGER (NYC,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94475,SOCIAL SCIENCE DATA MANAGER (N,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94476,SPECIAL ASSISTANT FOR RESEARCH,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94477,RESEARCH ANALYST (NYCDC),35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94478,OPERATION MANAGEMENT OFFICER (,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94479,DISTRICTING COMMISSION ADMINIS,35,00,992,UNCLASSIFIED NON OJ & NON MANA,N/U,Non-Union,27001.00,90000.00
94480,DISTRICTING COMMISSION SECRETA,35,00,992,UNCLASSIFIED NON OJ & NON MANA,N/U,Non-Union,15000.00,35000.00
94481,DISTRICTING COMMISSION OFFICE,35,00,992,UNCLASSIFIED NON OJ & NON MANA,N/U,Non-Union,15826.00,24800.00
94482,PRESS OFFICER (NYCDC),35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94483,COMMUNICATION FIELD MANAGER (N,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94484,COMMUNITY LIAISON REPRESENTIVE,35,00,992,UNCLASSIFIED NON OJ & NON MANA,N/U,Non-Union,45000.00,70000.00
94485,CHAIR-LANDMARKS PRESERVATION C,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94486,EXECUTIVE DIRECTOR (LANDMARKS,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94488,CHAIR (HA),35,00,793,HA UNCLASSIFIED SERVICE MANAGE,N/U,Non-Union,44558.00,137387.00
94489,EXECUTIVE DIRECTOR OF PUBLIC I,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94490,"CHAIR, PROCUREMENT POLICY BOAR",35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94491,DEPUTY COUNSEL (NYCDC),35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94492,COMMISSIONER (TAX APPEALS TRIB,35,00,889,UNCLASSIFIED-SALARY BY STATUTE,N/U,Non-Union,147100.00,147100.00
94493,COMMISSIONER OF HOMELESS SERVI,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94494,"MEMBER, CIVILIAN COMPLAINT REV",35,00,992,UNCLASSIFIED NON OJ & NON MANA,N/U,Non-Union,291.00,291.00
94495,PUBLIC ADVOCATE,35,00,887,ELECTED OFFICIALS,N/U,Non-Union,165000.00,184800.00
94496,ASSISTANT TO THE PUBLIC ADVOCA,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,3000.00,77500.00
94497,ASSISTANT TO THE PUBLIC ADVOCA,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,46343.00,150148.00
94498,COUNSEL TO THE PUBLIC ADVOCATE,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94499,EXECUTIVE ASSISTANT AND COUNSE,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94500,EXECUTIVE SECRETARY TO THE PUB,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,3000.00,77500.00
94501,FIRST ASSISTANT TO THE PUBLIC,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,33000.00,113500.00
94502,RESEARCH ANALYST TO THE PUBLIC,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,3000.00,77500.00
94503,COMMISSIONER OF BUSINESS SERVI,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94504,ASSOCIATE ACCOUNTANT (PUBLIC A,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,3000.00,77500.00
94505,ASSOCIATE STAFF ANALYST (PUBLI,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,3000.00,77500.00
94506,DIRECTOR OF COMMUNICATIONS (PU,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94507,OFFICE ASSISTANT (PUBLIC ADVOC,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,3000.00,77500.00
94508,OFFICE MANAGER (PUBLIC ADVOCAT,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94509,PRINCIPAL INVESTIGATOR (PUBLIC,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,3000.00,77500.00
94510,PROGRAM RESEARCH ANALYST TO TH,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,3000.00,77500.00
94511,SENIOR INVESTIGATOR (PUBLIC AD,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,3000.00,77500.00
94512,SPECIAL ASSISTANT (PUBLIC ADVO,35,00,664,UNCLASSIFIED OJ,N/U,Non-Union,3000.00,77500.00
94513,COMMISSIONER OF DEPT OF INFO T,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94515,DEPUTY CHIEF OF STAFF (CITY CO,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94518,COMMISSIONER OF CHILDREN'S SER,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94519,DIRECTOR OF INDEPENDENT BUDGET,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94520,COMMISSIONER OF DESIGN & CONST,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94522,COMMISSIONER OF CITYWIDE ADMIN,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94524,TRAINER ASSISTANT (BOARD OF EL,35,00,024,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,30.09,30.09
94525,CHAIR (BIC),35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
94526,COMPUTER SPECIALIST (SOFTWARE,35,01,024,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,91349.00,98999.00
94526,COMPUTER SPECIALIST (SOFTWARE,35,02,024,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,95161.00,106609.00
94526,COMPUTER SPECIALIST (SOFTWARE,35,03,024,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,102764.00,115936.00
94526,COMPUTER SPECIALIST (SOFTWARE,35,04,024,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,110242.00,132743.00
94527,CHIEF OF STAFF (BUILDINGS),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
94528,CHIEF ASSET MANAGEMENT OFFICER,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
94529,CHIEF STRATEGY OFFICER (BUILDI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
94530,CHIEF STRUCTURAL ENGINEER (BUI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
94531,BOROUGH COMMISSIONER (BUILDING,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95001,DEPUTY COMMISSIONER,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95002,ASSISTANT TO COMMISSIONER (DEP,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,58926.00,234738.00
95003,SPECIAL ASSISTANT TO COMMISSIO,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,73883.00,83047.00
95004,*SENIOR STAFF OFFICER (LEGAL),35,01,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95005,EXECUTIVE AGENCY COUNSEL,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95006,COUNSEL (DEPARTMENT FOR THE AG,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95007,EXECUTIVE DIRECTOR (POLICE PEN,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95008,DEPUTY DIRECTOR (POLICE PENSIO,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95009,SENIOR GENERAL DEPUTY MANAGER,35,00,792,HA EXEMPT CLASS MANAGER,N/U,Non-Union,45758.00,196574.00
95010,EXECUTIVE INSPECTOR (FD),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95011,ASSISTANT COMMISSIONER (CULTUR,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95012,SECRETARY TO THE COMMISSIONER,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,62211.00,62211.00
95013,FIRST DEPUTY COMMISSIONER (DOT,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95014,DEPUTY COMMISSIONER (DOT),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95015,BOROUGH COMMISSIONER (DOT),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95016,DIRECTOR OF ADMINISTRATION (DE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95017,DIRECTOR OF COMMUNITY PROGRAMS,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95018,DIRECTOR OF DIRECT SERVICE PRO,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95019,DIRECTOR OF RESEARCH PLANNING,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95020,DIRECTOR OF SENIOR CITIZEN REN,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95021,CHIEF OF STAFF (DOT),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95022,CHIEF OF STAFF (FDNY PENSION F,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95023,FIRST DEPUTY COMMISSIONER (ACS,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95024,EXECUTIVE DEPUTY COMMISSIONER,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95026,EXECUTIVE DIRECTOR (OPA),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95027,DEPUTY EXECUTIVE DIRECTOR (OPA,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95028,EXECUTIVE DIRECTOR (FDNY PENSI,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95029,DEPUTY EXECUTIVE DIRECTOR (FDN,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95030,CHIEF OF STAFF (PD),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95031,DEPUTY COMMISSIONER (COUNTERTE,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95032,DEPUTY COMMISSIONER (INTELLIGE,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95033,DIRECTOR OF INTERNAL AFFAIRS -,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95034,DIRECTOR OF ORGANIZED CRIME CO,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95035,SECRETARY TO THE FIRST DEPUTY,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,49218.00,95476.00
95036,SECRETARY TO THE DEPUTY COMMIS,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,48062.00,83535.00
95037,CONFIDENTIAL ASST TO THE EXECU,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,77250.00,90640.00
95039,ASSISTANT COMMISSIONER (FD),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
9503A,DIR ORG CRIME DETAILED AS DIRE,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
9503B,EXECUTIVE DIRECTOR OF FLEET,35,00,162,SPVR OF MECHANIC (MECHANICAL),SEIU,Service Employees Int'l Union,63301.00,252165.00
95040,ASSOCIATE COMMISSIONER (FD),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95041,ASSISTANT COMMISSIONER (DOC),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95042,ASSOCIATE COMMISSIONER (DOC),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95043,DEPUTY COMMISSIONER (DOC),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95044,CHIEF OF STAFF (DOC),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95045,FIRST DEPUTY COMMISSIONER (DDC,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95046,CHIEF OF STAFF (DDC),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95047,DIRECTOR FOR EQUAL EMPLOYMENT,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95048,DEPUTY COMMISSIONER (DDC),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95049,CHIEF OF STAFF TO FIRST DEPUTY,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95050,ADMINISTRATIVE ASSISTANT TO CO,35,00,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,46343.00,150148.00
95051,SECRETARY TO THE CHANCELLOR (D,35,00,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,46343.00,150148.00
95052,SECRETARY TO THE DEPUTY CHANCE,35,00,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,63424.00,112550.00
95053,SECRETARY TO THE COUNSEL TO TH,35,00,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,57660.00,107190.00
95055,ASSISTANT EXECUTIVE DIRECTOR (,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95056,DEPUTY EXECUTIVE DIRECTOR (BOA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95057,EXECUTIVE DIRECTOR (EEPC),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95058,ASSOCIATE COMMISSIONER FOR DET,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95059,ASSISTANT COMMISSIONER FOR SEC,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95060,ASSOCIATE COMMISSIONER FOR CLO,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95061,ASSOCIATE COMMISSIONER OF POLI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95062,ASSOCIATE COMMISSIONER FOR CBA,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95063,ASSOCIATE COMMISSIONER FOR JUV,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95064,ASSOCIATE COMMISSIONER FOR FAC,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95065,ASSISTANT COMMISSIONER FOR OPE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95143,DEPUTY COMMISSIONER (DBS),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95144,EXECUTIVE DIRECTOR OF SPECIAL,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95145,SECRETARY OF DEPARTMENT (DBS),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95146,ASSISTANT COMMISSIONER (DBS),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95147,EXECUTIVE ASSISTANT TO THE COM,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95148,GENERAL COUNSEL (DBS),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95149,FIRST DEPUTY COMMISSIONER (BIC,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,252165.00,252165.00
95150,DEPUTY COMMISSIONER OF INVESTI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95151,DIRECTOR OF INVESTIGATIONS (BI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,252165.00,252165.00
95152,DIRECTOR OF INVESTIGATIVE AUDI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95201,DEPUTY ADMINISTRATOR,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95202,EXECUTIVE DEPUTY COMMISSIONER,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95203,DEPUTY COMMISSIONER FOR DEP PO,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95204,DEPUTY COMMISSIONER COMMUNICAT,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95212,EXECUTIVE CHIEF OF STAFF (DEP),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95213,ASSISTANT COMMISSIONER FOR DEP,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95214,SENIOR ADVISER TO THE COMMISSI,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95215,EXECUTIVE ASST TO THE COMMISSI,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,57003.00,125407.00
95216,CONFIDENTIAL ASST TO THE EXECU,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95217,DIRECTOR OF MOTOR EQUIPMENT (E,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95221,COUNSEL (DEPT OF ENVIRONMENTAL,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95226,"MANAGER, WATER AND SEWER SYSTE",35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95228,"MANAGER, WATER SUPPLY (JAMAICA",35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,58700.00,252165.00
95230,DEPUTY ADMINSTRATOR/COMSNR-DOS,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95231,DEPUTY COMMISSIONER,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
95236,CONFIDENTIAL ASSISTANT TO THE,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,54643.00,150371.00
95240,MEDICAL DIRECTOR (SANITATION),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
95251,DEPUTY DIRECTOR OF MOTOR EQUIP,40,00,162,SPVR OF MECHANIC (MECHANICAL),SEIU,Service Employees Int'l Union,148472.00,159762.00
