LocationAbbr,LocationDesc,Year,Topic,Indicator,SubMeasure,Amount,Data_Value_Unit,Data_Value_Footnote_Symbol,Data_Value_Footnote,GeoLocation,TopicTypeId,TopicId,MeasureId,Source,SubMeasureID,DisplayOrder
NY,New York,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,912524225.58,$,,,"(42.827001032, -75.543970427)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MN,Minnesota,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,166931236.36,$,,,"(46.355648736, -94.794200503)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SC,South Carolina,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,54344665.46,$,,,"(33.998821303, -81.045371207)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MI,Michigan,2000,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,234772082.43,$,,,"(44.661319543001, -84.71439027)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CT,Connecticut,2000,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,100153574.09,$,,,"(41.56266102, -72.649840952)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
KS,Kansas,2001,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,50635788.79,$,,,"(38.3477403, -98.200781227)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MI,Michigan,2007,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,264170265.82,$,,,"(44.661319543001, -84.71439027)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NC,North Carolina,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,159953561.73,$,,,"(35.466220975, -79.159250463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
VA,Virginia,2005,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,130352801.64,$,,,"(37.542680674, -78.457890463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
PA,Pennsylvania,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,419237965.23,$,,,"(40.793730152, -77.860700294)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
KY,Kentucky,2001,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,106723977.39,$,,,"(37.645970271, -84.774971048)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NH,New Hampshire,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,42509837.48,$,,,"(43.655950113, -71.50036092)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MS,Mississippi,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,111985709.92,$,,,"(32.745510099, -89.538030825)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
TX,Texas,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,479869389.00,$,,,"(31.827240407, -99.426770206)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AL,Alabama,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,116588383.46,$,,,"(32.840571122, -86.631860762)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OH,Ohio,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,334270092.88,$,,,"(40.060210141, -82.404260056)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
KS,Kansas,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,38512858.56,$,,,"(38.3477403, -98.200781227)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NV,Nevada,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,50061832.17,$,,,"(39.49324039, -117.071840564)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NJ,New Jersey,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,243079128.70,$,,,"(40.130570048, -74.273691288)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WI,Wisconsin,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,145695859.90,$,,,"(44.393191174, -89.816370742)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NE,Nebraska,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,34489624.63,$,,,"(41.641040988001, -99.365720623)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DC,District of Columbia,2006,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,35411305.76,$,,,"(38.890371385, -77.031961127)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ND,North Dakota,2011,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,30922336.82,$,,,"(47.475319779, -100.118421049)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WY,Wyoming,2001,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,15049459.45,$,,,"(43.235541343, -108.109830353)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SD,South Dakota,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,24171597.37,$,,,"(44.353130053, -100.373530637)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AK,Alaska,2010,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,31502305.19,$,,,"(64.845079957001, -147.722059036)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NY,New York,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,737740683.17,$,,,"(42.827001032, -75.543970427)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AZ,Arizona,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,115586824.44,$,,,"(34.86597028, -111.763811277)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DE,Delaware,2006,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,23066495.26,$,,,"(39.008830667, -75.577741168)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
VT,Vermont,2011,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,33864352.02,$,,,"(43.625381239, -72.517640791)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
LA,Louisiana,2007,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,136903584.95,$,,,"(31.312660644, -92.445680071)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WI,Wisconsin,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,95721372.04,$,,,"(44.393191174, -89.816370742)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IL,Illinois,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,275031583.25,$,,,"(40.485010283, -88.997710178)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ME,Maine,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,48361421.16,$,,,"(45.254228894001, -68.985031336)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NC,North Carolina,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,137296884.97,$,,,"(35.466220975, -79.159250463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ND,North Dakota,2006,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,21348436.67,$,,,"(47.475319779, -100.118421049)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NE,Nebraska,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,41214478.25,$,,,"(41.641040988001, -99.365720623)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CT,Connecticut,2016,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,120448144.58,$,,,"(41.56266102, -72.649840952)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MN,Minnesota,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,170060091.20,$,,,"(46.355648736, -94.794200503)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AR,Arkansas,2000,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,0.00,$,,,"(34.748650124, -92.274490743)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SD,South Dakota,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,26560429.96,$,,,"(44.353130053, -100.373530637)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SC,South Carolina,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,81104834.10,$,,,"(33.998821303, -81.045371207)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WA,Washington,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,119022794.01,$,,,"(47.522278629, -120.47001079)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SC,South Carolina,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,73945359.27,$,,,"(33.998821303, -81.045371207)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
HI,Hawaii,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,84749797.79,$,,,"(21.304850435, -157.857749403)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MI,Michigan,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,311176599.33,$,,,"(44.661319543001, -84.71439027)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
HI,Hawaii,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,27804177.13,$,,,"(21.304850435, -157.857749403)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NE,Nebraska,2017,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,37741463.02,$,,,"(41.641040988001, -99.365720623)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ME,Maine,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,58219190.19,$,,,"(45.254228894001, -68.985031336)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CA,California,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,726682162.91,$,,,"(37.638640123, -120.999999538)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
KY,Kentucky,2005,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,112274120.43,$,,,"(37.645970271, -84.774971048)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MT,Montana,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,37523718.83,$,,,"(47.066528972, -109.424420645)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
UT,Utah,2006,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,25948857.17,$,,,"(39.360700171, -111.587130635)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MS,Mississippi,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,113136725.60,$,,,"(32.745510099, -89.538030825)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CA,California,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,912659114.99,$,,,"(37.638640123, -120.999999538)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MI,Michigan,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,290721480.67,$,,,"(44.661319543001, -84.71439027)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
FL,Florida,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,354700000.00,$,,,"(28.932040377, -81.928960539)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NJ,New Jersey,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,257610031.70,$,,,"(40.130570048, -74.273691288)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
VT,Vermont,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,42879252.12,$,,,"(43.625381239, -72.517640791)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NM,New Mexico,2015,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,35035795.57,$,,,"(34.520880952, -106.240580985)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
TX,Texas,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,,$,*,Data not available,"(31.827240407, -99.426770206)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MO,Missouri,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,134225942.71,$,,,"(38.635790776, -92.566300053)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NC,North Carolina,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,211594390.48,$,,,"(35.466220975, -79.159250463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MN,Minnesota,2011,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,169375081.00,$,,,"(46.355648736, -94.794200503)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OK,Oklahoma,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,71773279.25,$,,,"(35.472031356, -97.521070214)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
TN,Tennessee,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,157262585.47,$,,,"(35.68094058, -85.774490914)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
GA,Georgia,2007,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,148989544.42,$,,,"(32.839681093, -83.627580346)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CA,California,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,849315111.46,$,,,"(37.638640123, -120.999999538)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WI,Wisconsin,2001,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,125562999.28,$,,,"(44.393191174, -89.816370742)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
KY,Kentucky,2010,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,105494223.48,$,,,"(37.645970271, -84.774971048)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SC,South Carolina,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,68190555.79,$,,,"(33.998821303, -81.045371207)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OK,Oklahoma,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,77190996.14,$,,,"(35.472031356, -97.521070214)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ND,North Dakota,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,16908624.57,$,,,"(47.475319779, -100.118421049)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NV,Nevada,2005,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,38883452.56,$,,,"(39.49324039, -117.071840564)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
VA,Virginia,2015,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,115115060.20,$,,,"(37.542680674, -78.457890463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
PA,Pennsylvania,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,203595040.78,$,,,"(40.793730152, -77.860700294)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
VA,Virginia,2017,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,117073935.53,$,,,"(37.542680674, -78.457890463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MO,Missouri,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,135246224.23,$,,,"(38.635790776, -92.566300053)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IN,Indiana,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,118242966.32,$,,,"(39.766910452, -86.149960194)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
TN,Tennessee,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,210484224.20,$,,,"(35.68094058, -85.774490914)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OH,Ohio,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,295241464.79,$,,,"(40.060210141, -82.404260056)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AL,Alabama,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,111246704.85,$,,,"(32.840571122, -86.631860762)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IL,Illinois,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,340172902.87,$,,,"(40.485010283, -88.997710178)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WY,Wyoming,2011,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,18247890.58,$,,,"(43.235541343, -108.109830353)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AL,Alabama,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,101871679.70,$,,,"(32.840571122, -86.631860762)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
VA,Virginia,2000,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,117639054.30,$,,,"(37.542680674, -78.457890463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IA,Iowa,2005,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,55441399.47,$,,,"(42.469400913, -93.816490556)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DC,District of Columbia,2010,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,39247253.37,$,,,"(38.890371385, -77.031961127)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NJ,New Jersey,2000,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,402508701.61,$,,,"(40.130570048, -74.273691288)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
KS,Kansas,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,62208223.79,$,,,"(38.3477403, -98.200781227)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
LA,Louisiana,2011,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,138518654.45,$,,,"(31.312660644, -92.445680071)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DE,Delaware,2017,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,26783285.11,$,,,"(39.008830667, -75.577741168)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AR,Arkansas,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,50481885.57,$,,,"(34.748650124, -92.274490743)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CO,Colorado,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,103640385.04,$,,,"(38.843840757, -106.133610921)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NH,New Hampshire,2001,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,40447764.35,$,,,"(43.655950113, -71.50036092)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MA,Massachusetts,2001,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,244757296.38,$,,,"(42.27687047, -72.082690675)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DE,Delaware,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,28277166.63,$,,,"(39.008830667, -75.577741168)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CT,Connecticut,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,123798920.50,$,,,"(41.56266102, -72.649840952)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NY,New York,2016,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,1432460402.05,$,,,"(42.827001032, -75.543970427)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MA,Massachusetts,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,243312760.24,$,,,"(42.27687047, -72.082690675)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OR,Oregon,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,90296770.13,$,,,"(44.567449424, -120.155031326)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OR,Oregon,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,67560067.20,$,,,"(44.567449424, -120.155031326)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AL,Alabama,2001,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,104787721.32,$,,,"(32.840571122, -86.631860762)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WA,Washington,2007,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,124636097.31,$,,,"(47.522278629, -120.47001079)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AK,Alaska,2007,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,20724667.90,$,,,"(64.845079957001, -147.722059036)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AZ,Arizona,2011,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,99129973.12,$,,,"(34.86597028, -111.763811277)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WV,West Virginia,2000,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,51000177.92,$,,,"(38.665510202, -80.712640135)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NC,North Carolina,2000,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,125818463.71,$,,,"(35.466220975, -79.159250463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ID,Idaho,2016,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,25297269.29,$,,,"(43.682630005, -114.363730042)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CO,Colorado,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,90769997.42,$,,,"(38.843840757, -106.133610921)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AR,Arkansas,2015,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,49659216.46,$,,,"(34.748650124, -92.274490743)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
TX,Texas,2010,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,481120788.00,$,,,"(31.827240407, -99.426770206)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
LA,Louisiana,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,104189880.11,$,,,"(31.312660644, -92.445680071)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
HI,Hawaii,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,35430368.24,$,,,"(21.304850435, -157.857749403)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
HI,Hawaii,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,52658365.24,$,,,"(21.304850435, -157.857749403)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MD,Maryland,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,145848709.12,$,,,"(39.290580964, -76.609260111)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MO,Missouri,2005,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,145006155.51,$,,,"(38.635790776, -92.566300053)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
FL,Florida,2017,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,357000000.00,$,,,"(28.932040377, -81.928960539)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NJ,New Jersey,2015,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,227311111.33,$,,,"(40.130570048, -74.273691288)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
UT,Utah,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,27965640.50,$,,,"(39.360700171, -111.587130635)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MI,Michigan,2015,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,251574751.43,$,,,"(44.661319543001, -84.71439027)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OK,Oklahoma,2006,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,60434620.61,$,,,"(35.472031356, -97.521070214)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IA,Iowa,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,49548858.00,$,,,"(42.469400913, -93.816490556)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
LA,Louisiana,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,141771636.83,$,,,"(31.312660644, -92.445680071)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
TN,Tennessee,2016,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,135102717.57,$,,,"(35.68094058, -85.774490914)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
RI,Rhode Island,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,46710284.97,$,,,"(41.708280193, -71.522470314)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
