Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, Cum 2014","Rubella, Cum 2014, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Rubella, congenital syndrome, Cum 2014","Rubella, congenital syndrome, Cum 2014, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag",Location 1,Location 2
SOUTH CAROLINA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,21,,79,,55,,50,,"SOUTH CAROLINA
(33.998822, -81.045366)",
NEVADA,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,,-,2,,"NEVADA
(39.493242, -117.071839)",
TENNESSEE,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,16,,54,,140,,147,,"TENNESSEE
(35.680941, -85.774487)",
WYOMING,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,"WYOMING
(43.235541, -108.109827)",
OHIO,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,23,,46,,41,,26,,"OHIO
(40.060212, -82.404257)",
VIRGINIA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,59,,50,,60,,"VIRGINIA
(37.542681, -78.457889)",
NEW MEXICO,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,,-,6,,"NEW MEXICO
(34.520881, -106.240578)",
ALASKA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,6,,4,,3,,"ALASKA
(64.845078, -147.72206)",
IOWA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,10,,24,,14,,16,,"IOWA
(42.469401, -93.816487)",
MAINE,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,6,,8,,7,,"MAINE
(45.254229, -68.985026)",
ALASKA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,10,,14,,"ALASKA
(64.845078, -147.72206)",
NEW YORK CITY,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,17,,35,,48,,59,,"NEW YORK CITY
(40.714268, -74.005969)",
MID. ATLANTIC,2015,36,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,103,,87,,145,,2818,,3470,,,
PUERTO RICO,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,9,,26,,309,,602,,"PUERTO RICO
(18.215692, -66.414655)",
MARYLAND,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,27,,16,,37,,654,,608,,"MARYLAND
(39.290443, -76.612333)",
TENNESSEE,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,16,,40,,567,,670,,"TENNESSEE
(35.681402, -85.774444)",
MASSACHUSETTS,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,22,,52,,864,,854,,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH DAKOTA,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,6,,79,,65,,"NORTH DAKOTA
(47.475879, -100.121011)",
FLORIDA,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,163,,114,,225,,3676,,3557,,"FLORIDA
(28.915325, -81.922409)",
GEORGIA,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,38,,37,,77,,1342,,1467,,"GEORGIA
(32.836038, -83.631709)",
ILLINOIS,2015,37,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,31,,56,,1085,,1302,,"ILLINOIS
(40.477092, -88.993221)",
NEBRASKA,2015,37,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,5,,5,,13,,224,,190,,"NEBRASKA
(41.640503, -99.367122)",
MID. ATLANTIC,2015,37,1,,0,,0,,1,,1,,,-,0,,1,,1,,,-,81,,89,,145,,3065,,3615,,,
ALABAMA,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,19,,38,,703,,806,,"ALABAMA
(32.839182, -86.631125)",
NORTH DAKOTA,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,6,,79,,67,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW HAMPSHIRE,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,102,,139,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MINNESOTA,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,19,,,-,548,,"MINNESOTA
(44.943719, -93.094281)",
MINNESOTA,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,19,,,-,555,,"MINNESOTA
(44.943719, -93.094281)",
HAWAII,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,5,,15,,178,,215,,"HAWAII
(21.30992, -157.858158)",
S. ATLANTIC,2015,37,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,328,,248,,550,,9143,,9091,,,
WASHINGTON,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,49,,14,,52,,637,,477,,"WASHINGTON
(47.517368, -120.467672)",
LOUISIANA,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,22,,62,,878,,830,,"LOUISIANA
(31.31111, -92.445)",
W.S. CENTRAL,2015,37,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,195,,149,,275,,4863,,4561,,,
SOUTH DAKOTA,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,11,,149,,129,,"SOUTH DAKOTA
(44.35371, -100.373709)",
COLORADO,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,26,,337,,415,,"COLORADO
(38.841772, -106.132562)",
GUAM,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,11,,"GUAM
(13.3532, 144.653198)",
NEW YORK CITY,2015,36,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,37,,16,,33,,594,,693,,NEW YORK CITY,
OKLAHOMA,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,51,,10,,61,,524,,515,,"OKLAHOMA
(35.468494, -97.521264)",
NEW ENGLAND,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,42,,77,,1517,,1598,,,
NORTH CAROLINA,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,40,,29,,141,,1158,,1154,,"NORTH CAROLINA
(35.47995, -79.180571)",
DELAWARE,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,2,,11,,117,,120,,"DELAWARE
(39.008676, -75.574561)",
IDAHO,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,4,,108,,483,,122,,"IDAHO
(43.680635, -114.364237)",
KANSAS,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,22,,323,,286,,"KANSAS
(38.345528, -98.201847)",
DIST. OF COL.,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,6,,47,,DIST. OF COL.,
RHODE ISLAND,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,14,,63,,88,,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH DAKOTA,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,11,,149,,120,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WISCONSIN,2015,36,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,11,,82,,402,,633,,"WISCONSIN
(44.395526, -89.834513)",
TEXAS,2015,37,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,101,,93,,218,,2955,,2821,,"TEXAS
(31.827233, -99.423022)",
NEW MEXICO,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,7,,26,,267,,225,,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2015,37,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,74,,88,,168,,3462,,3835,,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,17,,32,,578,,739,,"MICHIGAN
(44.66399, -84.711206)",
E.S. CENTRAL,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,31,,64,,136,,2919,,3163,,,
RHODE ISLAND,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,1,,14,,80,,103,,"RHODE ISLAND
(41.707447, -71.522488)",
VIRGIN ISL.,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(18.060868, -64.840836)",
GEORGIA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,37,,91,,1631,,1763,,"GEORGIA
(32.836038, -83.631709)",
OREGON,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,10,,20,,412,,304,,"OREGON
(44.567912, -120.156945)",
GUAM,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,13,,"GUAM
(13.3532, 144.653198)",
E.N. CENTRAL,2015,40,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,26,,97,,184,,3933,,4527,,,
NEVADA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,12,,186,,133,,"NEVADA
(39.491833, -117.070159)",
SOUTH DAKOTA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,11,,166,,137,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW YORK,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,30,,24,,49,,1029,,1041,,"NEW YORK
(42.826892, -75.544286)",
MISSISSIPPI,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,18,,58,,811,,806,,"MISSISSIPPI
(32.738663, -89.537312)",
MISSOURI,2015,40,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,23,,86,,644,,"MISSOURI
(38.636168, -92.566292)",
CALIFORNIA,2015,40,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,68,,88,,169,,3953,,4218,,"CALIFORNIA
(37.640735, -121.002435)",
OHIO,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,24,,48,,1101,,952,,"OHIO
(40.056807, -82.405897)",
ALASKA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,69,,51,,"ALASKA
(64.836661, -147.738891)",
VIRGINIA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,21,,20,,53,,898,,895,,"VIRGINIA
(37.542699, -78.45822)",
MID. ATLANTIC,2015,40,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,83,,88,,163,,3626,,3964,,,
MASSACHUSETTS,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,53,,903,,933,,"MASSACHUSETTS
(42.268546, -72.085064)",
COLORADO,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,24,,337,,505,,"COLORADO
(38.841772, -106.132562)",
DELAWARE,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,2,,11,,139,,139,,"DELAWARE
(39.008676, -75.574561)",
MISSOURI,2015,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,23,,86,,662,,"MISSOURI
(38.636168, -92.566292)",
E.N. CENTRAL,2015,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,29,,95,,186,,4053,,4693,,,
ARKANSAS,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,13,,34,,608,,502,,"ARKANSAS
(34.748745, -92.275105)",
NEW YORK,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,34,,24,,49,,1066,,1065,,"NEW YORK
(42.826892, -75.544286)",
MINNESOTA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,12,,,-,623,,"MINNESOTA
(44.943719, -93.094281)",
ALASKA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,7,,71,,53,,"ALASKA
(64.836661, -147.738891)",
HAWAII,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,6,,11,,213,,258,,"HAWAII
(21.30992, -157.858158)",
ALABAMA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,19,,40,,809,,935,,"ALABAMA
(32.839182, -86.631125)",
MARYLAND,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,17,,38,,780,,719,,"MARYLAND
(39.290443, -76.612333)",
S. ATLANTIC,2015,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,266,,248,,472,,10825,,10883,,,
CALIFORNIA,2015,41,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,12,,87,,173,,4046,,4337,,"CALIFORNIA
(37.640735, -121.002435)",
C.N.M.I.,2015,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
WASHINGTON,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,15,,73,,812,,539,,"WASHINGTON
(47.517368, -120.467672)",
WISCONSIN,2015,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,1,,11,,82,,414,,788,,"WISCONSIN
(44.395526, -89.834513)",
IDAHO,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,4,,108,,513,,138,,"IDAHO
(43.680635, -114.364237)",
VIRGIN ISL.,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
MID. ATLANTIC,2015,41,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,59,,88,,164,,3782,,4059,,,
WEST VIRGINIA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,10,,117,,159,,"WEST VIRGINIA
(38.668501, -80.709421)",
W.N. CENTRAL,2015,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,1,,40,,59,,1534,,2477,,,
DIST. OF COL.,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,9,,57,,DIST. OF COL.,
AMER. SAMOA,2015,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
NEW ENGLAND,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,42,,86,,1749,,1772,,,
NEVADA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,12,,190,,138,,"NEVADA
(39.491833, -117.070159)",
ARIZONA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,19,,52,,886,,787,,"ARIZONA
(34.869712, -111.760902)",
WYOMING,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,58,,62,,"WYOMING
(43.23558, -108.110518)",
PACIFIC,2015,41,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,34,,119,,246,,5564,,5500,,,
MONTANA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,35,,165,,111,,"MONTANA
(47.062617, -109.430168)",
OREGON,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,10,,20,,422,,313,,"OREGON
(44.567912, -120.156945)",
MOUNTAIN,2015,41,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,31,,57,,176,,2841,,2318,,,
IOWA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,11,,26,,527,,423,,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2015,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,24,,25,,68,,1196,,1118,,"SOUTH CAROLINA
(34.009286, -81.037094)",
W.S. CENTRAL,2015,41,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,203,,149,,333,,5973,,5505,,,
KANSAS,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,25,,403,,349,,"KANSAS
(38.345528, -98.201847)",
E.S. CENTRAL,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,29,,64,,136,,2785,,3096,,,
KENTUCKY,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,21,,390,,503,,"KENTUCKY
(37.64591, -84.774043)",
GUAM,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,13,,"GUAM
(13.3532, 144.653198)",
SOUTH DAKOTA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,186,,139,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW JERSEY,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,46,,810,,972,,"NEW JERSEY
(40.104655, -74.386686)",
TENNESSEE,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,16,,34,,714,,818,,"TENNESSEE
(35.681402, -85.774444)",
NORTH DAKOTA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,101,,74,,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,24,,48,,1126,,979,,"OHIO
(40.056807, -82.405897)",
OKLAHOMA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,10,,61,,659,,586,,"OKLAHOMA
(35.468494, -97.521264)",
NEW MEXICO,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,7,,24,,321,,268,,"NEW MEXICO
(34.520396, -106.244402)",
MAINE,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,8,,103,,101,,"MAINE
(45.252223, -68.986647)",
PUERTO RICO,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,11,,22,,432,,673,,"PUERTO RICO
(18.215692, -66.414655)",
LOUISIANA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,39,,22,,62,,1080,,981,,"LOUISIANA
(31.2931, -92.463284)",
NORTH CAROLINA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,36,,29,,98,,1424,,1479,,"NORTH CAROLINA
(35.47995, -79.180571)",
CONNECTICUT,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,22,,373,,383,,"CONNECTICUT
(41.544654, -72.651713)",
RHODE ISLAND,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,14,,81,,107,,"RHODE ISLAND
(41.707447, -71.522488)",
PENNSYLVANIA,2015,41,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,12,,26,,66,,1194,,1206,,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,23,,56,,999,,950,,"MASSACHUSETTS
(42.268546, -72.085064)",
UTAH,2015,41,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,6,,7,,30,,371,,309,,"UTAH
(39.359772, -111.584173)",
MISSISSIPPI,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,19,,58,,872,,840,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW HAMPSHIRE,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,131,,157,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
FLORIDA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,151,,114,,207,,4556,,4488,,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,20,,54,,937,,916,,"VIRGINIA
(37.542699, -78.45822)",
ILLINOIS,2015,41,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,33,,71,,1376,,1456,,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,17,,29,,704,,855,,"MICHIGAN
(44.66399, -84.711206)",
NEBRASKA,2015,41,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,5,,13,,231,,207,,"NEBRASKA
(41.640503, -99.367122)",
VERMONT,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,62,,74,,"VERMONT
(43.622479, -72.51927)",
TEXAS,2015,41,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,129,,93,,218,,3626,,3436,,"TEXAS
(31.827233, -99.423022)",
GEORGIA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,36,,91,,1667,,1808,,"GEORGIA
(32.836038, -83.631709)",
NEW YORK CITY,2015,41,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,13,,16,,37,,712,,816,,NEW YORK CITY,
INDIANA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,23,,433,,615,,"INDIANA
(39.76845, -86.156212)",
UNITED STATES,2015,41,,-,0,,2,,5,,4,,,-,0,,1,,1,,1,,662,,920,,1519,,39106,,40303,,,
PENNSYLVANIA,2015,42,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,18,,26,,66,,1230,,1220,,"PENNSYLVANIA
(40.789676, -77.858055)",
INDIANA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,23,,463,,625,,"INDIANA
(39.76845, -86.156212)",
NORTH DAKOTA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,101,,74,,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSISSIPPI,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,19,,58,,905,,861,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW ENGLAND,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,42,,87,,1776,,1798,,,
IOWA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,11,,26,,533,,434,,"IOWA
(42.46942, -93.815856)",
ARKANSAS,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,13,,34,,626,,522,,"ARKANSAS
(34.748745, -92.275105)",
NEW YORK CITY,2015,42,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,23,,16,,37,,735,,828,,NEW YORK CITY,
IDAHO,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,5,,108,,518,,147,,"IDAHO
(43.680635, -114.364237)",
W.N. CENTRAL,2015,42,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,3,,39,,59,,1548,,2528,,,
TEXAS,2015,42,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,124,,93,,218,,3764,,3622,,"TEXAS
(31.827233, -99.423022)",
WYOMING,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,58,,64,,"WYOMING
(43.23558, -108.110518)",
GEORGIA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,30,,36,,90,,1733,,1870,,"GEORGIA
(32.836038, -83.631709)",
NEBRASKA,2015,42,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,5,,13,,231,,211,,"NEBRASKA
(41.640503, -99.367122)",
NEW JERSEY,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,47,,860,,989,,"NEW JERSEY
(40.104655, -74.386686)",
VERMONT,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,62,,75,,"VERMONT
(43.622479, -72.51927)",
VIRGIN ISL.,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEVADA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,13,,194,,140,,"NEVADA
(39.491833, -117.070159)",
PUERTO RICO,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,2,,11,,22,,454,,692,,"PUERTO RICO
(18.215692, -66.414655)",
MAINE,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,8,,105,,102,,"MAINE
(45.252223, -68.986647)",
ARIZONA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,29,,19,,52,,928,,815,,"ARIZONA
(34.869712, -111.760902)",
FLORIDA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,146,,114,,207,,4702,,4648,,"FLORIDA
(28.915325, -81.922409)",
S. ATLANTIC,2015,42,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,299,,248,,472,,11214,,11264,,,
MOUNTAIN,2015,42,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,34,,57,,176,,2907,,2387,,,
PACIFIC,2015,42,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,65,,116,,247,,5754,,5662,,,
MICHIGAN,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,17,,29,,729,,876,,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2015,42,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,45,,87,,174,,4208,,4465,,"CALIFORNIA
(37.640735, -121.002435)",
WEST VIRGINIA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,11,,142,,163,,"WEST VIRGINIA
(38.668501, -80.709421)",
WASHINGTON,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,15,,72,,822,,555,,"WASHINGTON
(47.517368, -120.467672)",
DIST. OF COL.,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,9,,58,,DIST. OF COL.,
SOUTH CAROLINA,2015,42,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,41,,25,,68,,1249,,1164,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALASKA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,71,,53,,"ALASKA
(64.836661, -147.738891)",
OKLAHOMA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,10,,61,,684,,601,,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,18,,41,,853,,954,,"ALABAMA
(32.839182, -86.631125)",
OHIO,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,27,,25,,48,,1153,,997,,"OHIO
(40.056807, -82.405897)",
