Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Wells Branch Food Mart,78727,11/20/2017,90,"3505 W WELLS BRANCH PKWY
AUSTIN, TX 78727",11698611,Routine Inspection
Randall's #2485,78745,04/10/2018,96,"2025 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.230214, -97.789729)",2803467,Routine Inspection
Short Stop #5,78757,05/17/2017,87,"3001 W ANDERSON LN
AUSTIN, TX 78757
(30.360404, -97.739692)",2800326,Routine Inspection
Kung Fu Buffet,78660,08/01/2017,70,"15424 FM 1825 RD
AUSTIN, TX 78660
(30.447609, -97.662364)",10635833,Routine Inspection
"Best Western Plus, Austin Airport",78741,12/06/2019,98,"1805 AIRPORT COMMERCE DR
AUSTIN, TX 78741
(30.220859, -97.691306)",11594290,Routine Inspection
Eberly,78704,07/03/2017,83,"615 S LAMAR BLVD
AUSTIN, TX 78704
(30.258728, -97.759143)",11594069,Routine Inspection
Subway,78741,07/03/2018,93,"4410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.233175, -97.721518)",2801808,Routine Inspection
Westlake High School,78746,04/24/2019,97,"3800 WESTBANK DR
WEST LAKE HILLS, TX 78746
(30.27457, -97.812979)",2801701,Routine Inspection
HEB - Deli/Bakery/Produce - Brodie,78745,07/25/2019,100,"6900 BRODIE LN
AUSTIN, TX 78745
(30.215435, -97.829428)",2801405,Routine Inspection
Jo's Hot Coffee Good Food,78704,10/23/2019,98,"1300 S CONGRESS AVE
AUSTIN, TX 78704
(30.25097, -97.74915)",12158721,Routine Inspection
Wendy's Old Fashioned Hamburgers #113,78741,05/03/2019,94,"6210 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.212841, -97.713113)",11081676,Routine Inspection
EZ Food Stores,78745,11/08/2018,92,"6400 S 1ST ST
AUSTIN, TX 78745
(30.200184, -97.785895)",2803498,Routine Inspection
LW - Hops & Thyme,78734,10/15/2018,94,"2125 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.342143, -97.970843)",11861148,Routine Inspection
Cenote,78702,08/12/2019,81,"1010 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.260384, -97.734006)",10651726,Routine Inspection
Hilton Garden Inn North Austin,78753,06/08/2018,97,"12400 N IH
AUSTIN, TX 78753",10125812,Routine Inspection
Cedar Food Mart,78744,02/27/2020,88,"729 E SLAUGHTER LN
AUSTIN, TX 78744
(30.160458, -97.776933)",10806090,Routine Inspection
Oasis Cantina,78732,12/20/2017,93,"6550 COMANCHE TRL
AUSTIN, TX 78732
(30.406508, -97.874421)",2800666,Routine Inspection
Bill Miller BBQ,78745,01/31/2018,95,"709 E BEN WHITE BLVD
AUSTIN, TX 78745
(30.218829, -97.756731)",2800059,Routine Inspection
LW - Mad Greens,78734,05/22/2019,97,"2011 MAIN ST
LAKEWAY, TX 78734
(30.345791, -97.967013)",11511869,Routine Inspection
Super Moreliana-Taqueria,78744,05/06/2019,85,"6112 S US 183 HWY
AUSTIN, TX 78744
(30.167606, -97.69206)",10726921,Routine Inspection
Malibu Poke,78701,03/26/2020,94,"211 WALTER SEAHOLM DR
AUSTIN, TX 78701
(30.267011, -97.753121)",12077862,Routine Inspection
2 Dine 4 Fine Catering,78702,02/05/2018,90,"3008 GONZALES ST
AUSTIN, TX 78702
(30.259374, -97.707114)",2802035,Routine Inspection
Intergalactic Productions,78759,03/09/2020,96,"8127 MESA DR
AUSTIN, TX 78759
(30.373376, -97.756117)",12160314,Routine Inspection
Barnes & Noble Book & Cafe,78759,11/19/2019,94,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.392352, -97.746845)",2800943,Routine Inspection
Kwik Mart,78703,11/04/2019,92,"1200 N LAMAR BLVD
AUSTIN, TX 78703
(30.277083, -97.751275)",2803483,Routine Inspection
Juiceland,78701,02/21/2018,88,"120 E 4TH ST
AUSTIN, TX 78701
(30.265892, -97.742448)",11475527,Routine Inspection
2 n 1 Salad Bar and Grill,78758,03/23/2020,99,"901 W BRAKER LN
AUSTIN, TX 78758
(30.382925, -97.688881)",11534776,Routine Inspection
McDonald's   #4941,78704,09/19/2019,85,"1209 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.260767, -97.75796)",2801773,Routine Inspection
Mosaic Market,78723,09/13/2019,96,"4600 MUELLER BLVD
AUSTIN, TX 78723
(30.298764, -97.707275)",10885084,Routine Inspection
CVS Pharmacy #6945,78741,05/29/2018,91,"4405 E RIVERSIDE DR
AUSTIN, TX 78741
(30.233477, -97.723271)",2804035,Routine Inspection
Fiesta Mart - Bakery/Deli,78745,08/21/2019,90,"5510 S IH
AUSTIN, TX 78745",11349728,Routine Inspection
El Agazajo Bar,78744,01/03/2020,96,"2406 S US 183 HWY
AUSTIN, TX 78744
(30.213344, -97.683472)",10713239,Routine Inspection
DK Cafe,78702,01/15/2020,88,"2910 E 5TH ST
AUSTIN, TX 78702
(30.25603, -97.709431)",12185663,Routine Inspection
Kung Fu Saloon,78758,03/11/2019,84,"11501 ROCK ROSE AVE
AUSTIN, TX 78758
(30.401102, -97.722763)",11480551,Routine Inspection
Dirty Martin's Place,78705,10/23/2018,87,"2808 GUADALUPE ST
AUSTIN, TX 78705
(30.293913, -97.742082)",2800362,Routine Inspection
Little Woodrow's,78753,02/28/2018,94,"12601 TECH RIDGE BLVD
AUSTIN, TX 78753
(30.399047, -97.660473)",11440024,Routine Inspection
HEB #20 Deli & Bakery,78727,08/29/2019,97,"6001 W PARMER LN
AUSTIN, TX 78727
(30.441937, -97.74148)",2801129,Routine Inspection
Wells Branch Elementary,78728,01/28/2020,100,"14650 MERRILLTOWN DR
AUSTIN, TX 78728
(30.44516, -97.68541)",2800674,Routine Inspection
Papa Johns Pizza #1940,78745,08/02/2018,92,"8106 BRODIE LN
AUSTIN, TX 78745
(30.201898, -97.838172)",2803127,Routine Inspection
Circle K Store #2704687,78748,10/23/2018,99,"606 W SLAUGHTER LN
AUSTIN, TX 78748
(30.172808, -97.7998)",10762019,Routine Inspection
Taco Cabana #122,78757,03/09/2018,92,"8620 BURNET RD
AUSTIN, TX 78757
(30.368586, -97.72759)",2800640,Routine Inspection
Lamar C Store,78752,12/15/2017,97,"6301 N LAMAR BLVD
AUSTIN, TX 78752
(30.331385, -97.722908)",11709772,Routine Inspection
Randall's #2481 (Retail),78703,07/25/2017,96,"1500 W 35TH ST
AUSTIN, TX 78703
(30.306155, -97.749474)",2803470,Routine Inspection
Linder Elementary,78741,10/02/2018,99,"2800 METCALFE RD
AUSTIN, TX 78741
(30.22432, -97.737152)",2800218,Routine Inspection
Daily Juice Cafe,78757,11/18/2019,74,"8620 BURNET RD
AUSTIN, TX 78757
(30.368586, -97.72759)",11219722,Routine Inspection
Chipotle Mexican Grill #501,78701,10/23/2017,93,"801 CONGRESS AVE
AUSTIN, TX 78701
(30.270085, -97.742062)",10176495,Routine Inspection
"Snooze, an A.M. Eatery",78756,04/30/2019,95,"3800 N LAMAR BLVD
AUSTIN, TX 78756
(30.305818, -97.74266)",11520599,Routine Inspection
El Jacalito,78741,05/04/2018,90,"2030 E OLTORF ST
AUSTIN, TX 78741
(30.230384, -97.732366)",11452574,Routine Inspection
Stepping Stone School,78750,11/16/2017,98,"12301 HYMEADOW DR
AUSTIN, TX 78750
(30.454288, -97.797322)",10243103,Routine Inspection
P. Terry's Burger Stand,78758,03/21/2018,91,"12301 N MOPAC EXPY
AUSTIN, TX 78758
(30.414863, -97.705792)",10970925,Routine Inspection
K1 Speed,78758,02/07/2018,100,"2500 MC HALE CT
AUSTIN, TX 78758
(30.384986, -97.721943)",10771103,Routine Inspection
Market Street Pizza,78753,10/04/2019,92,"13000 N IH
AUSTIN, TX 78753",11742213,Routine Inspection
Hampton Inn- Austin NW,78759,08/26/2019,93,"3908 W BRAKER LN
AUSTIN, TX 78759
(30.396746, -97.734557)",12044030,Routine Inspection
Rutledge Elementary,78717,10/23/2019,100,"11501 STAKED PLAINS DR
AUSTIN, TX 78717
(30.496815, -97.793334)",2802396,Routine Inspection
Aramark @ Freescale,78725,07/20/2017,77,"3501 ED BLUESTEIN BLVD
AUSTIN, TX 78725
(30.270156, -97.66938)",10382301,Routine Inspection
Phoenicia Deli & Bakery,78756,09/25/2017,72,"4701 BURNET RD
AUSTIN, TX 78756
(30.318138, -97.739856)",2801285,Routine Inspection
Austin Achieve Public Schools,78723,12/07/2017,97,"5908 MANOR RD
AUSTIN, TX 78723
(30.307146, -97.679646)",11356592,Routine Inspection
Star Stop 82,78745,10/12/2018,89,"6903 BRODIE LN
AUSTIN, TX 78745
(30.214149, -97.830071)",11028062,Routine Inspection
DK Maria's Legendary Tex Mex,78748,02/13/2020,65,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173693, -97.821911)",11720066,Routine Inspection
Homer's Bar and Grill,78728,04/06/2018,100,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728",10002015,Routine Inspection
Best Stop Food Market,78702,01/29/2020,73,"1130 AIRPORT BLVD
AUSTIN, TX 78702
(30.267762, -97.69617)",2803494,Routine Inspection
Snap Kitchen #7,78731,06/22/2018,91,"3563 FAR WEST BLVD
AUSTIN, TX 78731
(30.353534, -97.753552)",10959490,Routine Inspection
Barnes and Nobles Booksellers,78613,03/09/2018,98,"14010 N US 183 HWY
AUSTIN, TX 78613",2801399,Routine Inspection
La Escondida #3,78745,07/29/2019,81,"1333 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.227465, -97.781282)",10518592,Routine Inspection
El Pollo Rico #6,78741,11/28/2017,86,"1945 E OLTORF ST
AUSTIN, TX 78741
(30.230969, -97.734073)",10293485,Routine Inspection
Mad Greens LLC,78613,02/23/2018,81,"13000 N FM 620 RD
AUSTIN, TX 78613",11625814,Routine Inspection
Which Wich,78727,08/03/2017,96,"1701 W PARMER LN
AUSTIN, TX 78727
(30.412643, -97.689502)",11340160,Routine Inspection
"Bottom of the Cup, Inc.",78728,12/03/2019,100,"15201 BURNET RD
AUSTIN, TX 78728
(30.458629, -97.695018)",11809293,Routine Inspection
Star Stop 74,78705,08/09/2017,93,"2819 GUADALUPE ST
AUSTIN, TX 78705
(30.294801, -97.742566)",11027963,Routine Inspection
Rodeway Inn,78741,02/22/2019,97,"2711 S IH
AUSTIN, TX 78741",10652033,Routine Inspection
Homer's Bar and Grill,78728,09/18/2018,99,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728",10002015,Routine Inspection
Lily's Sandwich,78753,12/15/2017,85,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.37848, -97.688327)",11432739,Routine Inspection
Randall's # 2987 Bakery,78732,12/31/2019,100,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390402, -97.884768)",10720273,Routine Inspection
Hot Mama's Cafe,78702,06/01/2017,97,"2401 E 6TH ST
AUSTIN, TX 78702
(30.259338, -97.715865)",10542098,Routine Inspection
"North Door, The",78702,11/15/2018,96,"501 N IH
AUSTIN, TX 78702",11152516,Routine Inspection
LW - Lakeway Resort and Spa,78734,10/17/2019,78,"101 LAKEWAY DR
LAKEWAY, TX 78734
(30.374151, -97.986896)",11322029,Routine Inspection
Clark's Oyster Bar,78703,08/18/2017,85,"1200 W 6TH ST
AUSTIN, TX 78703
(30.272806, -97.757389)",10816203,Routine Inspection
MN - Taco Bell  #32068,78653,11/17/2017,94,"11032 E US 290 HWY
MANOR, TX 78653
(30.348859, -97.557318)",11509303,Routine Inspection
Sushi BangBang Inc.,78717,07/19/2018,96,"14005 N US 183 HWY
AUSTIN, TX 78717
(30.475103, -97.799081)",11503556,Routine Inspection
Little Mexico,78704,10/05/2017,91,"2304 S 1ST ST
AUSTIN, TX 78704
(30.242909, -97.758706)",2800870,Routine Inspection
Whataburger #182,78741,05/31/2018,90,"2305 BURLESON RD
AUSTIN, TX 78741
(30.230872, -97.735895)",2800624,Routine Inspection
Halal Wings,78723,09/20/2019,82,"1200 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.307097, -97.709805)",12131544,Routine Inspection
7-Eleven - Vaishnavi Food and Gas,78704,02/25/2020,90,"2820 S LAMAR BLVD
AUSTIN, TX 78704
(30.243623, -97.782285)",10096855,Routine Inspection
Long John Silver's,78723,02/05/2020,88,"5600 CAMERON RD
AUSTIN, TX 78723
(30.313641, -97.704222)",10007072,Routine Inspection
Champ's Food Mart,78741,05/30/2018,92,"2433 S PLEASANT VALLEY RD
AUSTIN, TX 78741
(30.227802, -97.727487)",10813187,Routine Inspection
Seton SW Healthcare,78737,07/31/2019,96,"7900 FM 1826 RD
AUSTIN, TX 78737
(30.22696, -97.88951)",2802976,Routine Inspection
Taqueria Arandas #2,78745,03/17/2020,91,"2038 W STASSNEY LN
AUSTIN, TX 78745
(30.216367, -97.798979)",2801939,Routine Inspection
7-Eleven Convenience Store #26353A,78745,10/23/2018,92,"601 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.226363, -97.769919)",10184475,Routine Inspection
Del Valle ISD- Concession Stand #4 (Gym),78617,03/27/2019,97,"5201 ROSS RD
AUSTIN, TX 78617
(30.178552, -97.61496)",10333615,Routine Inspection
Gethsemane Lutheran Child Care,78753,05/23/2017,100,"200 W ANDERSON LN
AUSTIN, TX 78753
(30.344724, -97.70617)",2800503,Routine Inspection
Maria Hernandez Fruit Cup Shop,78753,09/24/2019,98,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.366401, -97.695129)",11766199,Routine Inspection
Waterloo Ice House,78731,02/27/2019,82,"6203 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78731
(30.360309, -97.790126)",2802115,Routine Inspection
Austin's Moontower Saloon,78748,03/27/2018,100,"10212 MANCHACA RD
AUSTIN, TX 78748
(30.168927, -97.825756)",10720314,Routine Inspection
MN - Super Mart,78621,09/12/2018,84,"15501 E US 290 HWY
MANOR, TX 78621
(30.351191, -97.47456)",10527267,Routine Inspection
Food Spot,78744,12/19/2018,83,"6607 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.179092, -97.746943)",11177710,Routine Inspection
Citizen Eatery,78756,04/26/2019,88,"5011 BURNET RD
AUSTIN, TX 78756
(30.32133, -97.739292)",11565753,Routine Inspection
Potbelly Sandwich Shop,78717,01/25/2019,99,"14009 N US 183 HWY
AUSTIN, TX 78717
(30.475576, -97.799334)",11436954,Routine Inspection
Hospira,78728,09/19/2019,93,"3900 W HOWARD LN
AUSTIN, TX 78728
(30.442206, -97.704131)",10669101,Routine Inspection
Starstop 35,78751,09/20/2017,97,"3828 N IH
AUSTIN, TX 78751",10871243,Routine Inspection
Japan Cafe & Grill,78613,09/24/2019,69,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.803451)",10952870,Routine Inspection
Thistle Cafe,78746,08/21/2019,92,"2801 VIA
AUSTIN, TX 78746",11747513,Routine Inspection
Domino's Pizza,78729,07/12/2019,88,"13201 POND SPRINGS RD
AUSTIN, TX 78729
(30.445383, -97.77849)",10191355,Routine Inspection
TLLT BBQ,78717,03/16/2020,85,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",12185747,Routine Inspection
Kick Butt Coffee LLC,78752,12/04/2018,93,"5775 AIRPORT BLVD
AUSTIN, TX 78752
(30.321981, -97.714155)",10091957,Routine Inspection
Torchy's Tacos,78756,04/01/2019,92,"5119 BURNET RD
AUSTIN, TX 78756
(30.323329, -97.739436)",10496904,Routine Inspection
Star Stop 72,78744,08/01/2017,86,"3404 S US 183 HWY
AUSTIN, TX 78744
(30.200162, -97.683967)",11028070,Routine Inspection
Papa John's #928,78726,03/05/2019,97,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4545, -97.82678)",2802805,Routine Inspection
BC - Twin Liquors Hill Country Galleria,78738,07/17/2018,100,"3925 MARKET ST
BEE CAVE, TX 78738
(30.307658, -97.937117)",10359618,Routine Inspection
BC - Chili's Grill & Bar,78738,04/25/2019,90,"12713 GALLERIA CIR
BEE CAVE, TX 78738
(30.307636, -97.939798)",11103927,Routine Inspection
Bruegger's Bagels,78746,07/25/2018,88,"3267 BEE CAVES RD
AUSTIN, TX 78746
(30.274413, -97.800458)",10720202,Routine Inspection
BC - Emerald Restaurant,78738,09/22/2017,72,"13614 W SH
BEE CAVE, TX 78738",10260786,Routine Inspection
Four Seasons Chinese,78728,12/11/2017,88,"14735 BRATTON LN
AUSTIN, TX 78728
(30.446424, -97.686119)",2800667,Routine Inspection
Muchos #3,78705,01/15/2020,87,"3201 N LAMAR BLVD
AUSTIN, TX 78705
(30.301666, -97.745352)",11902807,Routine Inspection
Subway,78753,07/18/2018,85,"900 E BRAKER LN
AUSTIN, TX 78753
(30.376148, -97.673817)",10384742,Routine Inspection
LW - LT CORNER PUB,78734,10/22/2019,88,"1310 S FM 620 RD
LAKEWAY, TX 78734",11618406,Routine Inspection
Charleys Philly Steak,78746,03/09/2020,90,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",11723480,Routine Inspection
BC - Plate By Dzintra,78738,12/18/2019,82,"12823 SHOPS PKWY
BEE CAVE, TX 78738
(30.306046, -97.943098)",11868163,Routine Inspection
Eastside Tavern,78702,01/15/2019,90,"1510 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.258599, -97.728875)",11572015,Routine Inspection
Chocolaterie Tessa,78757,06/24/2019,99,"7425 BURNET RD
AUSTIN, TX 78757
(30.350171, -97.734526)",11186760,Routine Inspection
COTA - Pizza Hut Grand Plaza,78617,04/20/2018,95,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.134236, -97.645076)",11229109,Routine Inspection
Waterloo Ice House,78757,07/17/2019,91,"8600 BURNET RD
AUSTIN, TX 78757
(30.367886, -97.727765)",2801175,Routine Inspection
Kwik Chek,78669,06/30/2017,92,"21024 W SH
SPICEWOOD, TX 78669",11405844,Routine Inspection
Tokyo Garden,78749,08/29/2017,99,"5800 W SLAUGHTER LN
AUSTIN, TX 78749
(30.200438, -97.876151)",2803185,Routine Inspection
Austin Diner,78756,08/21/2018,89,"5222 BURNET RD
AUSTIN, TX 78756
(30.324549, -97.739532)",10747216,Routine Inspection
Amy's Ice Cream,78703,06/30/2017,93,"1012 W 6TH ST
AUSTIN, TX 78703
(30.271746, -97.754498)",2800027,Routine Inspection
Chez Zee,78731,07/12/2017,85,"5406 BALCONES DR
AUSTIN, TX 78731
(30.336482, -97.757759)",2800022,Routine Inspection
Odom Elementary,78745,10/28/2019,100,"1010 TURTLE CREEK BLVD
AUSTIN, TX 78745
(30.205258, -97.789696)",2800438,Routine Inspection
Cici's Pizza,78753,02/10/2020,93,"9717 N LAMAR BLVD
AUSTIN, TX 78753
(30.366147, -97.695274)",11372778,Routine Inspection
BC - Simply Pho House,78738,09/07/2018,78,"12918 SHOPS PKWY
BEE CAVE, TX 78738
(30.306709, -97.944897)",11163304,Follow-Up Inspection
BC - Buenos Aires Cafe,78738,09/13/2019,85,"13500 GALLERIA CIR
BEE CAVE, TX 78738
(30.309541, -97.938595)",10481869,Routine Inspection
Gethsemane Lutheran Child Care,78753,05/16/2018,100,"200 W ANDERSON LN
AUSTIN, TX 78753
(30.344724, -97.70617)",2800503,Routine Inspection
La Finca Super Mercado,78753,03/06/2018,70,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.366401, -97.695129)",11742299,Routine Inspection
Yummi Taco,78759,03/05/2019,84,"12518 RESEARCH BLVD
AUSTIN, TX 78759
(30.429156, -97.760067)",11067537,Routine Inspection
Pupuseria Usuluteca y Mas,78758,03/19/2019,94,"9306 N LAMAR BLVD
AUSTIN, TX 78758
(30.362269, -97.69749)",11620495,Routine Inspection
7-Eleven,78704,08/11/2017,91,"1403 S LAMAR BLVD
AUSTIN, TX 78704
(30.253097, -97.763394)",10479184,Routine Inspection
"MKM Hotel Group, DBA Staybridge Suites",78753,05/04/2018,93,"13000 N IH
AUSTIN, TX 78753",11558121,Routine Inspection
Circle K #2742069,78753,06/08/2018,100,"933 E RUNDBERG LN
AUSTIN, TX 78753
(30.356312, -97.684942)",2803577,Routine Inspection
Teapioca Lounge,78727,09/28/2017,83,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412512, -97.688909)",10530160,Routine Inspection
Bombay to Kathmandu Kitchen,78753,08/29/2019,91,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.366401, -97.695129)",11772537,Follow-Up Inspection
Jefes Mexican Restaurant,78752,12/05/2018,83,"720 LAMAR PL
AUSTIN, TX 78752
(30.331421, -97.722443)",2801931,Routine Inspection
Buddy's Place,78757,10/09/2018,96,"8619 BURNET RD
AUSTIN, TX 78757
(30.369125, -97.727452)",2801152,Routine Inspection
Huckleberry Hospitality,78745,12/05/2019,100,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.213367, -97.793265)",12185683,Routine Inspection
Me Con Bistro,78745,11/13/2019,85,"3421 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.213219, -97.829294)",11459701,Routine Inspection
Randall's #2480-Retail,78749,11/05/2019,100,"6600 S MOPAC EXPY
AUSTIN, TX 78749
(30.220579, -97.837688)",2803484,Routine Inspection
KIPP Austin Public Schools,78744,04/24/2019,95,"5107 S IH
AUSTIN, TX 78744",10978200,Routine Inspection
Chinos and Gringos,78749,04/18/2018,93,"6705 W US 290 HWY
AUSTIN, TX 78749",11495950,Routine Inspection
Fleming's Prime Steakhouse & Wine Bar,78758,01/25/2019,96,"11600 CENTURY OAKS TER
AUSTIN, TX 78758
(30.403279, -97.724922)",10212392,Routine Inspection
LW - Sakura Sushi & Bar,78734,04/02/2020,83,"1945 MEDICAL DR
LAKEWAY, TX 78734
(30.346342, -97.966225)",11551657,Routine Inspection
Omni Hotel South Park,78744,10/16/2018,91,"4140 GOVERNORS ROW
AUSTIN, TX 78744
(30.213602, -97.750184)",2800458,Routine Inspection
The Grove,78746,05/21/2018,85,"6317 FM 2244 RD
AUSTIN, TX 78746
(30.296698, -97.833118)",10076097,Routine Inspection
Teapioca Lounge,78748,06/09/2017,99,"9600 S IH
AUSTIN, TX 78748",10693969,Routine Inspection
Hai Ky,78741,11/13/2018,88,"1931 E OLTORF ST
AUSTIN, TX 78741
(30.231034, -97.734838)",2801611,Routine Inspection
GROWLER USA,78705,11/21/2017,82,"609 W 29TH ST
AUSTIN, TX 78705
(30.295453, -97.742927)",11481835,Routine Inspection
"A la Carte Menu Services,Inc",78702,10/12/2018,99,"900 CHICON ST
AUSTIN, TX 78702
(30.264614, -97.721198)",10491439,Routine Inspection
Isla,78701,03/09/2018,92,"208 W 4TH ST
AUSTIN, TX 78701
(30.266683, -97.745246)",11114814,Routine Inspection
W Hotel Austin - Concessionaire of Alcohol,78701,01/19/2018,94,"200 LAVACA ST
AUSTIN, TX 78701
(30.265667, -97.746348)",10509270,Routine Inspection
OOB-Corner Store #80,78751,07/13/2017,82,"3909 GUADALUPE ST
AUSTIN, TX 78751
(30.304871, -97.736783)",2803548,Routine Inspection
Mi Madres,78722,06/06/2017,86,"2201 MANOR RD
AUSTIN, TX 78722
(30.284313, -97.719064)",2800421,Routine Inspection
La Mexicana Bakery,78704,05/30/2017,78,"1924 S 1ST ST
AUSTIN, TX 78704
(30.245719, -97.756903)",2800514,Follow-Up Inspection
"Honey Baked Ham Company LLC, The",78758,05/23/2018,99,"9029 RESEARCH BLVD
AUSTIN, TX 78758
(30.372603, -97.724311)",11496272,Routine Inspection
Michoacana Natural Ice Cream,78758,07/20/2017,92,"9426 PARKFIELD DR
AUSTIN, TX 78758
(30.368409, -97.705751)",11151799,Routine Inspection
Westminster Manor,78731,11/29/2018,90,"4100 JACKSON AVE
AUSTIN, TX 78731
(30.314499, -97.755166)",2800365,Routine Inspection
Stop N Tote,78702,12/03/2019,93,"2715 E 5TH ST
AUSTIN, TX 78702
(30.256749, -97.71153)",11921170,Routine Inspection
TLC,78704,09/17/2019,91,"1100 S LAMAR BLVD
AUSTIN, TX 78704
(30.255454, -97.761872)",11821290,Routine Inspection
Zen Restaurant,78757,08/10/2017,70,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.359579, -97.737925)",2801525,Routine Inspection
California Pizza Kitchen,78758,04/02/2018,74,"3401 ESPERANZA XING
AUSTIN, TX 78758
(30.400613, -97.726914)",10005841,Routine Inspection
R S Food Mart,78702,06/19/2017,92,"1219 ROSEWOOD AVE
AUSTIN, TX 78702
(30.268639, -97.725824)",10229991,Routine Inspection
WL - Forest Trail Elementary,78746,05/13/2019,100,"1201 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.280792, -97.821838)",10002741,Routine Inspection
St. Elmo Brewing Co.,78745,09/11/2017,97,"440 E ST ELMO RD
AUSTIN, TX 78745
(30.215188, -97.762343)",11517872,Routine Inspection
BC-Hill Country Indoor,78738,12/17/2019,97,"13875 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.31268, -97.960154)",12072474,Routine Inspection
La Mancha Tex Mex Tavern,78756,01/29/2020,95,"2203 HANCOCK DR
AUSTIN, TX 78756
(30.322802, -97.740563)",10961298,Routine Inspection
Wilderwood,78702,03/19/2018,72,"1300 E 7TH ST
AUSTIN, TX 78702
(30.264864, -97.72873)",11758714,Routine Inspection
Panera Bread,78753,10/03/2019,91,"13000 N IH
AUSTIN, TX 78753",11663350,Routine Inspection
Plucker's Wing Factory & Grill,78757,06/05/2018,86,"9070 RESEARCH BLVD
AUSTIN, TX 78757
(30.373498, -97.727719)",2802074,Routine Inspection
Palm Elementary School,78744,05/01/2018,98,"7601 DIXIE DR
AUSTIN, TX 78744
(30.164857, -97.744541)",2800054,Routine Inspection
La Quinta Inn Austin North,78752,08/15/2017,91,"7622 N IH
AUSTIN, TX 78752",10006310,Routine Inspection
Tania's Tots Learning Center,78728,02/21/2019,100,"15400 MARSHA ST
AUSTIN, TX 78728
(30.449612, -97.668755)",10770465,Routine Inspection
Cedar Door,78701,09/23/2019,72,"201 BRAZOS ST
AUSTIN, TX 78701
(30.264286, -97.742741)",2802060,Routine Inspection
Becker Elementary,78704,10/25/2018,94,"906 W MILTON ST
AUSTIN, TX 78704
(30.250252, -97.759993)",2800433,Routine Inspection
Oasis Texas Brewing Co.,78732,02/09/2018,94,"6550 COMANCHE TRL
AUSTIN, TX 78732
(30.406508, -97.874421)",11175781,Routine Inspection
Papa Joe's Kitchen,78752,06/22/2018,96,"7408 CAMERON RD
AUSTIN, TX 78752
(30.329564, -97.690093)",11606021,Routine Inspection
"Brewtorium Brewery & Kitchen, The",78752,05/07/2019,100,"6015 DILLARD CIR
AUSTIN, TX 78752
(30.325938, -97.717456)",11835018,Routine Inspection
International House of Pancakes,78701,06/18/2019,98,"707 E CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.261286, -97.736966)",2803009,Routine Inspection
MN - Texas Traditional BBQ,78653,09/10/2018,92,"910 N CALDWELL ST
MANOR, TX 78653
(30.348381, -97.557039)",2803097,Routine Inspection
Alamo Drafthouse Cinema,78757,06/05/2018,93,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.358106, -97.735077)",11173762,Routine Inspection
Barfly's,78751,12/11/2018,92,"5420 AIRPORT BLVD
AUSTIN, TX 78751
(30.316817, -97.713769)",2801630,Routine Inspection
SV - Simpli Thai,78745,06/10/2019,98,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.231596, -97.818902)",12162145,Routine Inspection
Circle K # 2741570,78748,07/18/2019,92,"11206 S IH
AUSTIN, TX 78748",11433458,Routine Inspection
Brick Oven,78703,02/25/2020,81,"1608 W 35TH ST
AUSTIN, TX 78703
(30.307422, -97.751043)",2801762,Routine Inspection
