Application Type,Application Number,Process Date,Approved Date,Project Name,Comments,WSSC Map,Tax Map,Site Area,Proposed Disturbed Area,Proposed Impervious Area,Current Zoning,Proposed Zoning,Current Land use,Proposed Land Use,Watershed,State Water Use,Tributary,Requested Waiver,Resubmittal,Revision,Onsite Quantity Control,Quantity Control,Onsite Quality Control,Quality Control,Quantity Waiver Proposed,Quantity Waiver Acres Proposed,Quality Waiver Proposed,Quality Waiver Acres Proposed,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,ZIP code,Work Location
STORMWATER CONCEPT,271616,01/26/2015,05/20/2015,Milestone,,299NW13,EV-34,40.8,12.3,8.3,I-3,CR,,,LSC,,,N,N,N,Y,12.3,Y,12.3,N,0.0,N,0.0,12409,,MILESTONE CENTER,DR,,GERMANTOWN,MD,20876,
STORMWATER CONCEPT,267956,09/04/2014,10/22/2014,Oak View Elementary School,,211NE01,JP51,10.9,0.7,0.0,R-60,R-60,SCHOOL,SCHOOL,SCR,GENERAL USE,,N,N,N,N,0.0,N,0.4,N,0.0,N,0.0,400,E,WAYNE,AVE,,SILVER SPRING,MD,20901,
STORMWATER CONCEPT,241127,12/11/2014,12/11/2014,BLUEBAEERY HILL LOCAL PARK,,222MW07,,20.7,0.0,0.1,R-90,R-90,PARK,PARK,URC,RECREATION TROUT,,N,N,N,Y,0.7,Y,0.7,N,0.0,N,0.0,,,,,,,,,16617 BETHAYRES ROAD DERWOOD MD 20855
STORMWATER CONCEPT,209820,09/17/2003,12/01/2003,PHOTO ALLEY STREETSCAPE,Parcel P980,210NW01,JN33,0.2,0.2,0.2,CBD-1,CBD-1,COMMERCI,COMMERCI,LRC,GENERAL USE,,N,N,N,Y,0.2,N,0.0,N,0.0,Y,0.2,1100,,BLAIR MILL,RD,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,203508,04/02/2001,06/25/2001,MONTROSE PARKWAY PHASE I,"50% revision approved May 5, 2004 ******** ADMINISTRATIVE WAIVER SUBMITTED 8/29/2011 **********",,GQ342,41.1,41.1,19.2,,,,,CJC,GENERAL USE,,N,N,N,Y,41.0,Y,41.0,N,0.1,N,0.1,,,,,,,,,FROM EAST OF I-270 TO WEST OF OLD GEORGETOWN ROAD
STORMWATER CONCEPT,217940,05/02/2005,06/23/2005,ASHTON ESTATES,"Parcels 92,68, 911, 931",225NW01,JT43,26.5,3.0,0.8,R,RC,RESID,RESID,HWR,RECREATION TROUT,,N,N,N,Y,0.0,Y,26.5,N,0.0,N,0.0,18018,,NEW HAMPSHIRE,AVE,,ASHTON,MD,20861,
STORMWATER CONCEPT,209060,08/01/2003,10/21/2003,GLEN ECHO HEIGHTS,"Lot 36, 37 & 38/18",207NW06,GM563,0.8,0.8,0.3,R-90,R-90,,,PRD,GENERAL USE,,N,N,N,N,0.0,Y,0.8,N,0.0,N,0.0,,,,,,,,,"6008 & 6012 WALHONDING ROAD, BETHESDA 20816, LOTS 36, 37 & 38/18"
STORMWATER CONCEPT,225066,03/29/2006,04/03/2006,LOWER BOOZE CREEK STREAM RESTO,Stream Restoration,,GN32,32.0,3.1,0.0,,,,,CJC,GENERAL USE,,N,N,N,Y,3.1,Y,3.1,N,0.0,N,0.0,,,,,,,,,CABIN JOHN PARK BETWEEN RIVER RD & CABIN JOHN PKWY
STORMWATER CONCEPT,281824,03/23/2016,04/14/2016,Bel Pre Stream Restoration WRE 12-25,,,,0.0,0.0,0.0,,,,,NWB,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"Nearest 14720 Homecrest Road, Silver Spring, MD 20906 at culvert under Homecrest Road"
STORMWATER CONCEPT,282623,01/20/2017,12/14/2017,Rock Creek Pool,,,HN63,6.8,0.0,0.0,,,,,LRC,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,8619,,GRUBB,RD,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,222865,01/04/2006,01/24/2007,NEHOUSE PROPERTY,"Parcels P200, P50",233NW11,FW122,46.9,10.0,1.6,,R200/T,,,LSC,RECREATION TROUT,,N,N,N,Y,46.9,Y,46.9,N,0.0,N,0.0,,,,,,,,,HAWKINS $ RIDGE ROADS
STORMWATER CONCEPT,205188,04/02/2002,05/16/2002,GEORGETOWN BR TRAIL & BRIDGE,,210NW3,,0.6,0.6,0.0,,,,,LRC,GENERAL USE,,N,N,N,N,0.0,N,0.0,Y,0.6,Y,0.6,,,,,,,,,FROMER B&O RR CROSSING OVER ROCK CR AT GEORGETOWN BR TRAIL OVER ROCK CREEK
STORMWATER CONCEPT,283957,05/24/2018,07/26/2018,Emory Lane Shared Use Path,"Customer Wants To Use ePlans,This application is for a proposed shared use path along Emory Lane and Muncaster Mill Road.xxxxxxx",,,3.2,0.0,0.0,,,ROW,ROW,URC,NATURAL TROUT,,Y,N,N,N,0.0,N,0.0,Y,0.0,Y,0.0,,,,,,,,,"Small portion of Muncaster Mill Road to Emory Lane, and Emory Lane from Muncaster Mill Road to Holly Ridge Road"
STORMWATER CONCEPT,284171,08/28/2018,09/18/2018,FLORA M SINGER ELEM SCHOOL,"Customer Wants To Use ePlans,Montgomery County Public Schools proposes to install pervious pavement hardscape areas/walkways, a synthetic turf play field, and a Bermuda grass natural turf play area at Flora M. Singer Elementary School.",,562,12.7,0.5,0.0,R-60,R-60,,,LRC,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,2600,,HAYDEN,DR,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,203890,06/29/2001,08/01/2001,GATEWAY PARK,,227NW14,EU342,4.5,0.0,2.1,I-3,,OPEN,I-3,LSC,NATURAL TROUT,,N,N,N,Y,2.1,Y,2.1,N,0.0,N,0.0,,,,,,,,,LULLABY RD 200' +/- WEST OF FATHER HURLEY BLVD. PARCEL P909
STORMWATER CONCEPT,203887,06/28/2001,07/20/2001,GERMANTOWN GOLF PARK,Part of Germantown Soccer Plex CN201118,224NW15,DT,13.5,3.8,1.3,,,AG,PARK,LSC,GENERAL USE,,N,N,N,Y,13.5,Y,10.3,N,0.0,N,0.0,,,,,,,,,"WEST SIDE OF SOCCR PLEX, BOUNDED ON THE SOUTH BY SCHAEFFER RD, ON THE EST BY CASEY PROPERTY & ON THE NORTH BY PEPCO TRANSMISSION RIGHT OF WAY."
STORMWATER CONCEPT,236807,10/23/2009,01/25/2010,SEMINARY ROAD INTERSECTION,,212NW02,,4.0,3.4,3.0,,,ROADWAY,ROADWAY,SCR,GENERAL USE,,N,N,N,N,0.0,N,3.4,Y,3.4,N,0.0,,,,,,,,,SEMINARY ROAD/SECOND AVENUE/SEMINARY PLACE/BROOKVILLE ROAD
STORMWATER CONCEPT,207459,03/18/2003,03/17/2004,ASHTON PARCEL 333,Lot 1/A; parcel 333,224NW01,JT342,4.8,0.5,0.3,RC,RC,RESID,RESID,UPR,RECREATION TROUT,,N,N,N,Y,0.0,Y,0.5,N,0.0,N,0.0,123,,OLNEY SANDY SPRING,RD,,ASHTON,MD,20861,
STORMWATER CONCEPT,249971,01/23/2013,04/10/2014,SUGARLAND FARM,,219NW19,CR43,33.5,0.9,0.3,R-200,R-200,RESIDENT,RESIDENT,PRD,,,N,N,N,Y,0.9,Y,0.9,N,0.0,N,0.0,,,,,,,,,"SUGARLAND LANE, POOLESVILLE, MD  20837"
STORMWATER CONCEPT,214325,09/08/2004,10/20/2004,CHEVY CHASE SECTION 8,Parcel P468; Proposed lots 19 & 20/1,209NW04,HN342,0.6,0.5,0.2,R-60,R-60,RESID,RESID,LRC,GENERAL USE,,N,N,N,Y,0.6,N,0.0,N,0.0,Y,0.6,4229,,LELAND,ST,,CHEVY CHASE,MD,20815,
STORMWATER CONCEPT,270955,12/22/2014,02/25/2015,CEDARBROOK COMMUNITY CHURCH,,223NW13,,3.6,0.0,0.5,,,,,LSC,SPEC PROTECTION CLARKS,,N,N,N,Y,3.6,Y,3.6,N,0.0,N,0.0,23700,,STRINGTOWN,RD,,CLARKSBURG,MD,20871,
STORMWATER CONCEPT,235102,01/23/2009,,TARGET REMODEL T-1138,PREVIOUS PERMIT# 119970770 (1-97077)//RECONFIRMATION,215NW39E,KQ342,11.8,0.5,0.0,C-6,C-6,COMMERC,COMMERC,PBR,NATURAL TROUT,,N,N,N,Y,0.5,Y,0.5,N,0.0,N,0.0,12000,,CHERRY HILL,RD,,SILVER SPRING,MD,20904,
STORMWATER CONCEPT,283212,08/04/2017,11/07/2017,WARRIOR CANINE CONNECTION,"Customer Wants To Use ePlans,convert ex. farm buildings to other use; add infrastructure as needed",,51,17.0,4.4,0.0,AR,AR,,,GSC,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,14934,,SCHAEFFER,RD,,GERMANTOWN,MD,20874,"14934 schaeffer RD

germantown, MD 20874"
STORMWATER CONCEPT,200828,03/02/2000,04/19/2000,HAMPSHIRE VILLAGE,,220NE01,JS51,12.8,10.8,3.0,RE-2,RE-2,,,NWB,RECREATION TROUT,,N,N,N,Y,11.0,Y,3.0,N,0.0,N,0.0,,,,,,,,,CORNER OF NEW HAMPSHIRE AVE & NORWOOD RD
STORMWATER CONCEPT,283032,05/30/2017,08/23/2017,CHAPINGO TREE CARE SPECIALISTS,,,,0.0,0.0,0.0,,,,,LMR,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,22930,,OLD HUNDRED,RD,,DICKERSON,MD,20842,
STORMWATER CONCEPT,267895,09/02/2014,,Falkland North,,210NW02,JN23,7.6,7.6,6.9,,,,,,,,N,N,N,Y,7.1,Y,7.1,N,0.0,N,0.0,1545,N,FALKLAND,LN,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,229571,11/21/2006,11/21/2012,"HOMECREST, LOT 1","Lot 1

S/W CONCEPT ADMINISTRATIVE WAIVER SUBMITTED 11/30/2012",219NW03,HR563,5.7,2.7,1.0,R-200,R-200,VACANT,RESID,NWB,RECREATION TROUT,,N,N,N,Y,5.7,Y,5.7,N,0.0,N,0.0,2801,,BEL PRE,RD,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,235445,03/27/2009,,3RD DISTRICT POLICE STATION,"3RD DISTRICT POLICE STATION - PARCELS P790, P731, P725",219NE01,JQ62,12.8,5.9,2.1,R-90,LSC,FORESTED,POLICE,PBR,NATURAL TROUT,,N,N,Y,Y,3.6,Y,3.6,N,0.0,N,0.0,,,,,,,,,"MILESTONE DRIVE, WHITE OAK, MD  20904"
STORMWATER CONCEPT,262115,03/06/2014,08/06/2014,Ingleside,,224NE01,JT342,6.2,1.6,0.5,,,Res,Res,NWB,,,N,N,N,N,0.0,Y,6.2,Y,6.2,N,0.0,17720,,NEW HAMPSHIRE,AVE,,ASHTON,MD,20861,
STORMWATER CONCEPT,284313,11/02/2018,12/10/2018,MacArthur Boulevar,,,,0.7,0.7,0.0,,,Roadway,Roadway,PRD,GENERAL USE,,N,N,N,N,0.5,N,0.7,N,0.2,N,0.0,,,,,,,,,MacArthur Boulevard at Clara Barton Parkway Intersection Improvements
STORMWATER CONCEPT,236448,08/20/2009,,TRINITY LUTHERAN CHURCH,REVISION SUBMITTED 1/26/2010,214NW06,GQ61,3.8,1.9,1.6,R-200,R-200,,,CJC,GENERAL USE,,N,N,N,Y,2.6,Y,2.6,N,0.0,N,0.0,11200,,OLD GEORGETOWN,RD,,ROCKVILLE,MD,20852,
STORMWATER CONCEPT,235040,01/13/2009,,POOKS HILL MARRIOT,,212NW05,HP-22,18.7,0.4,0.3,H-M,H-M,HOTEL,HOTEL,LRC,GENERAL USE,,N,N,N,Y,0.3,Y,0.3,N,0.0,N,0.0,5151,,POOKS HILL,RD,,BETHESDA,MD,20814,
STORMWATER CONCEPT,246031,09/07/2012,11/21/2012,Rockville Meter and Regulation Station,,220NW08,MONGS,7.5,2.5,0.3,I-1,I-1,commerci,commerci,URC,RECREATION TROUT,UNNAMED,N,N,N,Y,7.5,Y,7.5,N,0.0,N,0.0,,,,,,,,,Southwest corner of the intersection of College Parkway and Hungerfored Drive (Route 355)
STORMWATER CONCEPT,277335,07/14/2015,02/07/2019,CRYSTAL ROCK SUBSTATION PROJECT,,229NW13,MONEV,0.8,2.0,0.5,,,,,LSC,,,N,N,N,Y,1.0,Y,0.0,N,0.0,N,0.0,,,,,,,,,"CRYSTAL ROCK DRIVE

GERMANTOWN, MD 20874"
STORMWATER CONCEPT,232264,09/18/2007,,EDNOR FARMS,,223NE01,JT61,5.3,0.6,0.3,RE-2,RE-2,VACANT,RESID,NWB,RECREATION TROUT,,N,N,N,Y,5.0,Y,5.0,N,0.0,N,0.0,,,,,,,,,"BITTERSWEET LANE/FORD LANE/SILVER SPRING, MD 20905"
STORMWATER CONCEPT,215030,11/02/2004,11/03/2004,SENECA,"Parcel P402, PROPOSED LOT NO. 1:  According to the proposed SWM Concept, the proposed development consists of a single-lot subdivision and construction of a single-family home, driveway, garage, covered porch, terrace.  Existing structures--1.5-story, frame house, shed, garage--currently located on property will be removed or demolished.",218NW15,DR562,5.0,0.9,0.1,RC,RC,RESIDENT,RESIDENT,GSC,GENERAL USE,SENECA CRK,N,N,N,Y,0.1,Y,0.0,N,0.0,N,0.0,15215,,SENECA,RD,,GERMANTOWN,MD,20874,
STORMWATER CONCEPT,207786,05/14/2003,10/16/2003,JAMISON PROPERTY,Parcel 259,226NW19,CU,73.1,5.7,1.9,,,,,PRD,GENERAL USE,,N,N,N,Y,73.1,Y,73.1,N,0.0,N,0.0,19400,,DARNESTOWN,RD,,BEALLSVILLE,MD,20839,
STORMWATER CONCEPT,233645,05/21/2008,07/25/2008,JOHNS HOPKINS APPLIED PHYSICS LABORATORY PROPERTY,REVISION SUBMITTED 8/11/2010 -&nbsp; 2ND REVISION SUBMITTED 10/02/2012 - JOHN HOPKINS APPLIED PHYSICS LABORATORY PROPERTY -,210NW01,JN343,0.7,0.9,0.8,CBD-2,CBD-2,PARKING,RETAIL,LRC,GENERAL USE,UNNAMED,N,N,Y,Y,0.9,Y,0.9,N,0.0,N,0.0,8621,,GEORGIA,AVE,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,283300,09/11/2017,05/30/2018,ZOM BETHESDA - ARLINGTON RD,"Customer Wants To Use ePlans,The proposed redevelopment involves construction of a single 6-story multi-family building with an underground parking garage, and streetscape improvements within the right-of-way. Green roofs, planter boxes and permeable pavers, and storm filters are proposed for the site for storm water Management. Implementation of these treatment facilities will also include roadwork and installation of pipes and manholes.",,122,1.3,1.5,0.0,CR,CR,,,LFB,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"4900 Moorland LN
Bethesda, MD 20814"
STORMWATER CONCEPT,218278,05/17/2005,05/27/2005,MONTGOMERY INDUSTRIAL PARK,Lot 39 (Formerly Part of Parcel CCC West Farm Tech Park),216NE03,KQ343,1.7,1.7,1.2,I-1,I-1,VACANT,HOTEL,PBR,NATURAL TROUT,,N,N,N,Y,1.7,Y,1.7,N,0.0,N,0.0,,,,,,,,,BROADBIRCH DRIVE
STORMWATER CONCEPT,211740,03/15/2004,08/05/2004,SILVER SPRING GREEN TRAIL,Greentape,1NW210NE,JN33,12.5,7.7,0.6,C-3,C-3,ROADWAY,ROADWAY,SCR,GENERAL USE,,N,N,N,N,0.0,Y,5.0,Y,5.0,N,0.0,,,,,,,,,WAYNE AVE FROM GEORGIA AVE TO SLIGO CR PKWY
STORMWATER CONCEPT,257815,10/22/2013,12/17/2013,ASHBURTON E.S. PARKING IMPROVEMENTS,ASHBURTON ELEMENTARY SCHOOL PARKING IMPROVEMENTS - PARCEL P238,212NW06,GP63,8.3,0.6,0.4,R-90,R-90,INSTITUT,INSTITUT,CJC,,BOOZE CRK,N,N,N,Y,0.6,Y,0.6,N,0.0,N,0.0,6314,,LONE OAK,DR,,BETHESDA,MD,20817,
STORMWATER CONCEPT,284405,12/14/2018,,DHHS SILVER SPRING CENTER,"Stormwater Management Concept/Site Development Stormwater Management PlanCustomer Wants To Use ePlans,ADA and Parking Improvements",,23,2.6,23071.0,0.0,RMH200,RMH200,,,SCR,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,8818,,GEORGIA,AVE,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,282334,10/10/2016,04/27/2017,ROTHBARD PROPERTY/BELVEDERE,"Re-Subdivision of Outlot ""D"", Plat 18856;To Proposed: Lot 198 and Outlot ""F"".",217NW13,ER341,0.0,0.0,0.0,RE-2,RE-2,,,WBR,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,13527,,STONEBARN,LN,,GAITHERSBURG,MD,20878,
STORMWATER CONCEPT,266775,07/31/2014,09/29/2014,ROCK CREEK: ROSA PARKS MIDDLE SCHOOL,WRE12 TASK ORDER 12,226NW04,HU41,19.8,1.5,0.0,,,,,,,,N,N,N,Y,0.0,Y,1.8,N,0.0,N,0.0,19200,,OLNEY MILL,RD,,OLNEY,MD,20832,
STORMWATER CONCEPT,210831,12/17/2003,10/13/2004,WASHINGTON CHRISTIAN ACADEMY,"Parcel N044; Submitted for Reconfirmation 9/20/06; Revision submitted 10/04/06, approved 1/16/07",221NW3,HS562,60.0,29.5,8.3,RE-2,RE-2,VACANT,SCHOOL,NWB,RECREATION TROUT,,N,N,N,Y,43.5,Y,43.5,N,0.0,N,0.0,,,,,,,,,"SOUTH OF BATCHELLOR'S FOREST ROAD, 1300' EAST OF GEORGIA AVE"
STORMWATER CONCEPT,207338,02/14/2003,06/02/2003,R T SCHAEFFER FARM PHASE II,Parcels 450 & 700,233NW12,EW62,92.6,65.8,17.6,,,,,LSC,RECREATION TROUT,,N,N,N,Y,70.5,Y,65.8,N,0.0,N,0.0,12001,,PIEDMONT,RD,,CLARKSBURG,MD,20871,
STORMWATER CONCEPT,200821,03/01/2000,04/25/2000,MEADOW RIDGE SENIORS' VILLAS,,228NW09,FU563,5.8,4.9,2.0,R-200,R-200,,RESID,GSC,GENERAL USE,,N,N,Y,Y,5.8,Y,5.8,N,0.0,N,0.0,,,,,,,,,INTERSECTION PRATERTOWN RD & WIGHTMAN RD
STORMWATER CONCEPT,206665,09/25/2002,10/07/2002,GAITHERSBURG RECYCLING,Parcel 800,,FU561,133.5,44.4,0.0,I-4,I-4,MEADOW,FILL,GSC,GENERAL USE,,N,N,N,Y,44.4,Y,44.4,N,0.0,N,0.0,8701,,SNOUFFER SCHOOL,RD,,GAITHERSBURG,MD,20879,
STORMWATER CONCEPT,218147,05/10/2005,06/28/2005,THE HIGGINS ESTATE,Lot 18,214NW05,HQ121,0.7,0.6,0.5,C-T,C-T,COMMOFFI,COMMOFFI,LRC,GENERAL USE,,N,N,N,Y,0.7,Y,0.7,N,0.0,N,0.0,5420,,EDSON,LN,,ROCKVILLE,MD,20852,
STORMWATER CONCEPT,204748,01/25/2002,09/26/2002,GERMANTOWN LIBRARY,Parcel P343,227NW13,EU342,9.3,6.0,2.7,,,,,GSC,GENERAL USE,UNNAMED,N,N,N,Y,9.3,Y,9.3,N,0.0,N,0.0,19730,,GERMANTOWN,RD,,GERMANTOWN,MD,20874,
STORMWATER CONCEPT,207345,02/19/2003,03/05/2003,BURNT MILLS SHOPPING CENTER,"Parcels, N94, N96, N121, N150, P120, N149, P177",213NE1,JP563,3.6,3.0,0.0,,,,,NWB,RECREATION TROUT,,N,N,N,Y,1.9,Y,3.6,N,0.0,N,0.0,,,,,,,,,COLUMBIA PIKE 300 FEET SOUTH OF HILLWOOD DRIVE
STORMWATER CONCEPT,276538,06/22/2015,07/14/2015,MONTGOMERY COUNTY AIRPARK,,226NW08,GU21,129.8,18.2,0.0,,,,,GSC,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,7940,,AIRPARK,RD,,GAITHERSBURG,MD,20879,
STORMWATER CONCEPT,219558,07/21/2005,08/11/2005,LLEWELLYN FIELDS,"Revision to 1-90204 (SC959150002); Lots 1/4, 6/25/D; Parcels A, B, C, E & F",221NW02,JS122,25.5,20.1,4.4,RE-2,RE-2,RESID,RESID,NWB,RECREATION TROUT,,N,N,N,Y,23.5,Y,27.4,N,0.0,N,0.0,,,,,,,,,"NORTH SIDE OF NORBECK RD, BETWEEN LAYHILL & NORWOOD RD"
STORMWATER CONCEPT,213046,06/16/2004,08/11/2004,WHEATON PLACE APARTMENTS,Parcel B; Revision submitted 10/25/04; Revision approved 12/16/04,214NW02,JQ121,8.4,1.5,1.0,R-20,R-20,APARTMEN,APARTMEN,SCR,GENERAL USE,WHEATON BR,N,N,N,N,0.0,Y,1.4,Y,1.5,N,0.0,10911,,AMHERST,AVE,,SILVER SPRING,MD,20902,
STORMWATER CONCEPT,259635,12/11/2013,05/23/2014,HOLMES TRACT,PARCEL P075,222NE02,KS22,10.1,0.6,1.1,RE-1,RE-1,RESIDENT,RESIDENT,UPR,,,N,N,N,Y,1.1,Y,0.9,N,0.0,N,0.0,2000,,SPENCERVILLE,RD,,SPENCERVILLE,MD,20868,
STORMWATER CONCEPT,225577,04/20/2006,08/04/2006,KIRK FARM,"Parcel 881, lots 53-60 // 
ADMINISTRATIVE WAIVER REVISION SUBMITTED 1/7/2011",225NW03,HT53,0.8,0.9,0.7,,,RESID,COMM,HWR,RECREATION TROUT,JAMES CR,N,N,N,Y,0.8,Y,0.8,N,0.0,N,0.0,18209,,HILLCREST,AVE,,OLNEY,MD,20832,
STORMWATER CONCEPT,204277,10/08/2001,12/31/2001,GRANDVIEW TOWNHOUSES,Wheaton Hills Subdivision,214NW3,HQ61,2.1,2.4,1.5,CBD-1,CBD-1,LUMBER Y,TOWNHOME,LRC,GENERAL USE,,N,N,N,N,0.0,Y,1.1,Y,2.1,Y,1.0,11500,,GRANDVIEW,AVE,,SILVER SPRING,MD,20902,
STORMWATER CONCEPT,276836,06/29/2015,10/18/2016,GERMANTOWN PARK - WRE 12-07,,225NW13,ET43,5.5,0.6,0.0,,,,,LSC,,,N,N,N,Y,4.5,Y,4.5,N,0.0,N,0.0,18400,,CINNAMON,DR,,GERMANTOWN,MD,20874,
STORMWATER CONCEPT,281942,05/09/2016,10/24/2016,VIENT AN TEMPLE,,,,0.0,0.0,0.0,,,,,LPB,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,13915,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20904,
STORMWATER CONCEPT,207161,01/14/2003,01/21/2003,BEL PRE FARMS/HOMECREST,"Lot 10, Parcel A (Proposed lots 1-5)",219NW03,HR563,3.9,3.1,0.5,RE-2,RE-2,RESID,RESID,NWB,RECREATION TROUT,,N,N,N,Y,3.9,Y,3.9,N,0.0,N,0.0,,,,,,,,,"HOMECREST COURT, SILVER SPRING"
STORMWATER CONCEPT,216229,02/14/2005,04/26/2005,"CHEVY CHASE, PARCEL P485","Lots 1 & 2/B, Parcel P485",209NW03,HN562,1.4,0.6,0.2,,,,,LRC,GENERAL USE,,N,N,N,N,0.0,Y,1.5,N,0.0,Y,0.0,7203,,BROOKVILLE,RD,,CHEVY CHASE,MD,20815,
STORMWATER CONCEPT,205549,06/10/2002,06/14/2002,SILVERWOOD TWO,,219NE4,KR563,1.0,0.6,0.2,R-90,R-90,VACANT,RESID,LPB,GENERAL USE,,N,N,N,N,0.0,Y,1.0,Y,1.0,N,0.0,,,,,,,,,"WEXHALL DRIVE, TURBRIDGE DRIVE"
STORMWATER CONCEPT,234599,09/26/2008,10/28/2008,CHEVY CHASE RECREA.-BATH HOUSE,,211NW04,HP341,4.9,0.3,0.2,R-90,R-90,RECREAT,RECREAT,LRC,GENERAL USE,ROCK CREEK,N,N,N,Y,0.3,Y,0.3,N,0.0,N,0.0,8922,,SPRING VALLEY,RD,,CHEVY CHASE,MD,20815,
STORMWATER CONCEPT,203075,12/28/2000,01/17/2001,RENAISSANCE PLAZA,Parcel E,218NE4,KR52,10.2,7.7,5.6,R-H,R-H,,,PBR,NATURAL TROUT,,N,N,N,Y,10.5,Y,10.5,N,0.0,N,0.0,,,,,,,,,CASTLE BLV
STORMWATER CONCEPT,233375,04/07/2008,10/22/2008,NORTH CHEVY CHASE-KENILWORTH,,211NW03,HP561,0.4,0.2,0.1,R-60,R-60,RES,RES,LRC,GENERAL USE,,N,N,N,Y,0.2,Y,0.2,N,0.0,N,0.0,8910,,CLIFFORD,AVE,,CHEVY CHASE,MD,20815,
STORMWATER CONCEPT,207453,03/17/2003,04/09/2003,STERLING AUTOBODY,Lot 19/A,226NW8,GU11,1.0,0.7,0.5,I-4,I-4,INDUST,INDUST,GSC,GENERAL USE,,N,N,N,N,0.0,Y,0.6,Y,0.6,N,0.0,8221,,SNOUFFER SCHOOL,RD,,GAITHERSBURG,MD,20879,
STORMWATER CONCEPT,211116,01/23/2004,04/25/2005,LECHLIDER'S ADD TO COLESVILLE,"Also Called ""Hampshire Hamlet"", Parcel 781, Lots 1-19/A; This is in the SPA but is not required.",219NE01,JR563,5.6,5.6,0.0,RE-2C,RE-2C,NURSERY,RESIDENT,PBR,SPEC PROTECTION UPPER PAINT BR,GOOD HOPE,N,N,N,Y,5.6,Y,5.6,N,0.0,N,0.0,,,,,,,,,"BETWEEN NEW HAMPSHIRE AVE & DRAYTON AVE, NORTH OF CAPE MAY RD; PARCEL 781, LOTS 1-19/A"
STORMWATER CONCEPT,230205,12/26/2006,06/27/2007,EZ STORAGE BURTONSVLL IND PARK,Pt of Parcel H - EZ Storage,,KS62,3.0,2.9,1.5,I-3,I-3,VACANT,COMM,LPB,GENERAL USE,,N,N,N,N,0.0,Y,0.0,N,0.0,N,0.0,4001,,SANDY SPRING,RD,,BURTONSVILLE,MD,20866,
STORMWATER CONCEPT,217296,03/30/2005,06/24/2005,SILVER SPRING/FALKLAND,"Greentape:  Parcels N811, N864; Revision submitted 1/18/06; Revision approved 1/23/06",210NW01,JN33,0.9,0.9,0.9,CBD-2,CBD-2,COMMER,RETA/RES,LRC,GENERAL USE,,N,N,N,N,0.0,Y,0.7,Y,0.2,Y,0.9,,,,,,,,,NW QUADRANT OF THE EAST-WEST HIGHWAY AND BLAIR MILL ROAD INTERSECTION. 1200 EAST WEST HYWY
STORMWATER CONCEPT,277535,07/20/2015,12/03/2015,CENTURY,,228NW,EV343,51.7,45.0,28.0,CR,CR,INDUST,MIXEDUSE,LSC,RECREATION TROUT,,N,Y,N,Y,51.7,Y,51.7,N,0.0,N,0.0,20301,,CENTURY,BLVD,,GERMANTOWN,MD,20874,
STORMWATER CONCEPT,200662,01/19/2000,01/20/2000,"NORTH SPRINGFIELD, LOT 19/G",,217NW1,JQ343,1.2,0.2,0.1,R-200,R-200,SF,SF,NWB,RECREATION TROUT,,N,N,N,N,0.0,N,0.0,Y,1.2,Y,1.2,520,,RANDOLPH,RD,,SILVER SPRING,MD,20904,
STORMWATER CONCEPT,256353,08/30/2013,11/14/2013,7628 old georgetown road,,209ne05,HN22,0.3,0.3,0.3,CBD-1,CBD-1,COMMERCI,COMMERC,,,,N,N,N,Y,0.3,Y,0.3,N,0.0,N,0.0,7628,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814,
STORMWATER CONCEPT,241667,12/22/2011,09/05/2012,HORIZON HILL,,216NW11,FQ23,6.4,4.1,0.6,RE-2,RE-2,,,WBR,SPEC PROTECTION PINEY BR,,N,N,N,Y,6.4,Y,6.4,N,0.0,N,0.0,10616,,RED BARN,LN,,POTOMAC,MD,20854,
STORMWATER CONCEPT,231683,06/29/2007,09/18/2007,BROOKSIDE GARDENS VISITORS CEN,,216NW2,JQ122,4.7,0.9,0.4,R-90,R-90,PARK,PARK,NWB,RECREATION TROUT,NORTH BR,N,N,N,Y,0.9,Y,0.9,N,0.0,N,0.0,1800,,GLENALLAN,AVE,,SILVER SPRING,MD,20902,
