Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
800 St Charles Ave unit 303,800 St Charles Ave unit 303,Commercial STR,2,4,11/18/2020 11:59:59 PM,"(29.9456875198208, -90.0715073740242)",3680450.92,527941.39
7809 Panola St,7809 Panola St,Accessory STR,2,4,05/13/2020 01:23:41 PM,"(29.9519276179102, -90.1205889991441)",3664883.45,530042.69
2817 Grand Route St. John,2817 Grand Route St. John,Accessory STR,1,2,12/01/2020 11:59:59 PM,"(29.9797628247723, -90.0783799092857)",3678138.78,540308.55
2617 Marais St,2617 Marais St,Commercial STR,2,4,09/03/2020 11:59:59 PM,"(29.9699694043887, -90.0493177479649)",3687379.09,536849.23
900 Bartholomew St Unit 421,900 Bartholomew St Unit 421,Commercial STR,,,06/06/2020 11:59:59 PM,"(29.9637128211087, -90.0364502558481)",3691478.78,534619.99
2501 St Philip St,2501 St Philip St,Accessory STR,,,11/03/2020 11:59:59 PM,"(29.9714284264223, -90.0782743294713)",3678205.4,537278.21
900 Bartholomew St Unit 209,900 Bartholomew St Unit 209,Commercial STR,2,4,06/05/2020 11:59:59 PM,"(29.9637298395558, -90.0362405766324)",3691545.1,534626.93
1425 St Bernard Ave,1425 St Bernard Ave,Commercial STR,3,6,11/24/2020 11:59:59 PM,"(29.9716455568501, -90.0647726284954)",3682479.21,537404.24
1327 Gallier St,1327 Gallier St,Accessory STR,2,4,10/06/2020 11:59:59 PM,"(29.9691577092201, -90.0387151288979)",3690739.29,536591.84
3721 Palmyra St,3721 Palmyra St,Accessory STR,1,2,11/06/2020 11:59:59 PM,"(29.9706088374517, -90.0986911074066)",3671744.58,536909.95
5249 Tchoupitoulas St,5249 Tchoupitoulas St,Commercial STR,3,6,06/18/2020 11:59:59 PM,"(29.9166078753395, -90.1125779636998)",3667557.11,517226.05
2134 Louisiana Ave,2134 Louisiana Ave,Commercial STR,2,4,06/17/2020 11:59:59 PM,"(29.9334696472858, -90.0942387481237)",3673300.27,523419.96
1306 Dante St,1306 Dante St,Accessory STR,2,4,08/05/2020 11:59:59 PM,"(29.9497131482698, -90.1307320921085)",3661679.92,529203.57
1317 Henriette Delille St 1317 Henreitte Delille St.,1317 Henriette Delille St 1317 Henreitte Delille St.,Accessory STR,2,4,11/20/2020 11:59:59 PM,"(29.9663729028362, -90.0649225778133)",3682452.96,535486.38
1031 Piety Street,1031 Piety Street,Accessory STR,1,2,11/17/2020 11:59:59 PM,"(29.9664599552536, -90.0416475688273)",3689821.91,535600.36
3919 Toulouse St,3919 Toulouse St,Commercial STR,2,4,05/29/2020 11:59:59 PM,"(29.9774086663174, -90.0954420193515)",3672746.55,539393.73
925 Common St Unit 818 Unit 818,925 Common St Unit 818 Unit 818,Commercial STR,1,2,11/24/2020 11:59:59 PM,"(29.9540329012928, -90.0724044326337)",3680133.44,530972.95
427 S Gayoso St,427 S Gayoso St,Accessory STR,2,4,09/08/2020 11:59:59 PM,"(29.9646708395275, -90.0935882858431)",3673383.53,534768.11
600 Canal St APT 207,600 Canal St APT 207,Commercial STR,1,2,10/09/2020 11:59:59 PM,"(29.9523994114509, -90.0685056172985)",3681374.59,530392.56
1933 Cambronne St,1933 Cambronne St,Accessory STR,1,2,03/08/2021 11:59:59 PM,"(29.9548669754806, -90.1263775479753)",3663039.15,531092.2
212 Magazine St Apt 4A,212 Magazine St Apt 4A,Commercial STR,1,2,10/06/2020 11:59:59 PM,"(29.9507583198827, -90.0673129118016)",3681758.87,529799.97
1537 Dublin St n/a,1537 Dublin St n/a,Accessory STR,3,6,11/20/2020 11:59:59 PM,"(29.9507365262051, -90.1276729661593)",3662644.75,529585.89
2225 Willow St,2225 Willow St,Accessory STR,2,4,11/03/2020 11:59:59 PM,"(29.9439392864011, -90.0899210413821)",3674626.48,527241.92
2117 N Claiborne Ave,2117 N Claiborne Ave,Accessory STR,3,6,11/18/2020 11:59:59 PM,"(29.9736736311273, -90.0580782764816)",3684590.45,538165.25
1405 Pauline St,1405 Pauline St,Accessory STR,1,2,10/29/2020 11:59:59 PM,"(29.9692232778518, -90.0361690276689)",3691545.14,536624.8
616 Caffin Ave,616 Caffin Ave,Accessory STR,3,6,09/17/2020 11:59:59 PM,"(29.9566636196818, -90.017529904545)",3697498.9,532124.95
1738 Henriette Delille St Apt C,1738 Henriette Delille St Apt C,Commercial STR,1,2,03/31/2020 11:59:59 PM,"(29.9680878397783, -90.0623815218274)",3683250.59,536118.91
6805 Catina St,6805 Catina St,Temporary STR,4,8,10/09/2020 11:59:59 PM,"(30.0144711847682, -90.1126881647194)",3667143.1,552812.59
4502 N Rampart St,4502 N Rampart St,Commercial STR,3,6,07/30/2020 11:59:59 PM,"(29.9631985868449, -90.0308718428603)",3693247.18,534453.03
1636 Second St,1636 Second St,Accessory STR,2,4,10/16/2020 11:59:59 PM,"(29.9330904242465, -90.0842065971662)",3676479.2,523316.56
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,3,6,06/25/2020 11:59:59 PM,"(29.9469124843171, -90.0683976361238)",3681430.81,528397.69
4011 Dauphine St,4011 Dauphine St,Commercial STR,3,6,08/27/2020 01:02:34 PM,"(29.9624577317904, -90.0359855049886)",3691631.1,534165.26
1430 Euterpe St,1430 Euterpe St,Accessory STR,1,2,05/27/2020 11:59:59 PM,"(29.936474505685, -90.0746807162992)",3679482.77,524580.15
8217 Freret St,8217 Freret St,Accessory STR,1,2,11/25/2020 11:59:59 PM,"(29.9470215567499, -90.1324221516564)",3661154.98,528219.19
2336 Iberville St,2336 Iberville St,Accessory STR,3,3,08/18/2020 11:59:59 PM,"(29.9640657823302, -90.0831377341106)",3676694.84,534584.04
2649 St Ann St,2649 St Ann St,Accessory STR,1,2,11/25/2020 11:59:59 PM,"(29.9712255573683, -90.0818606929383)",3677070.75,537192.02
438 Opelousas Ave Apt C,438 Opelousas Ave Apt C,Commercial STR,2,4,09/10/2020 11:59:59 PM,"(29.9489296610824, -90.0510980775617)",3686901.04,529192.1
301 Magazine St Apt 202,301 Magazine St Apt 202,Commercial STR,2,4,06/05/2020 11:59:59 PM,"(29.9504322100039, -90.0678630753607)",3681585.96,529679.46
631 Henry Clay Ave,631 Henry Clay Ave,Accessory STR,3,6,06/12/2020 11:59:59 PM,"(29.9220907893727, -90.1247219597451)",3663689.12,519179.06
10310 Brookfield Dr,10310 Brookfield Dr,Accessory STR,2,4,11/21/2020 11:59:59 PM,"(30.0414125000469, -89.97529699725)",3710506.61,563098.71
1906 Josephine St,1906 Josephine St,Commercial STR,2,4,10/24/2020 11:59:59 PM,"(29.9377704714354, -90.0823848631137)",3677037.61,525024.69
822 Howard Ave 105,822 Howard Ave 105,Commercial STR,3,6,07/30/2020 11:59:59 PM,"(29.9441631063557, -90.0743860080032)",3679545.39,527377.03
230 26Th St,230 26Th St,Temporary STR,3,6,10/02/2020 10:19:11 AM,"(30.0063994638314, -90.1178446598345)",3665542.37,549860.03
736 S Lopez St,736 S Lopez St,Commercial STR,2,4,10/29/2020 11:59:59 PM,"(29.9624595529874, -90.0973161717422)",3672211.86,533951.25
621 Opelousas Ave,621 Opelousas Ave,Accessory STR,1,2,05/12/2020 11:59:59 PM,"(29.9485347490614, -90.049903785122)",3687280.85,529052.73
633 S Lopez St,633 S Lopez St,Commercial STR,4,8,11/25/2020 11:59:59 PM,"(29.9636249551026, -90.0966648371634)",3672413.52,534377.26
1711 Marigny St,1711 Marigny St,Accessory STR,2,4,11/19/2020 11:59:59 PM,"(29.9749930237589, -90.0559119851319)",3685270.94,538652.67
123 E. Sprague,123 E. Sprague,Commercial STR,1,2,06/07/2020 11:59:59 PM,"(29.9518659820119, -90.0715146329361)",3680423.88,530188.08
925 Common St Unit 903 Unit 903,925 Common St Unit 903 Unit 903,Commercial STR,1,2,11/24/2020 11:59:59 PM,"(29.9537285780815, -90.0725814611727)",3680078.6,530861.67
3380 State Street Dr,3380 State Street Dr,Accessory STR,2,4,11/09/2020 11:59:59 PM,"(29.9488109173758, -90.1114127422028)",3667801.35,528940.21
2163 Sumpter St  Apt. A,2163 Sumpter St  Apt. A,Temporary STR,2,4,06/05/2020 11:59:59 PM,"(30.0051272005873, -90.0604459348106)",3683713.8,549594.64
1621 St Anthony St,1621 St Anthony St,Accessory STR,2,4,10/15/2020 08:59:24 PM,"(29.9738243637627, -90.061893239964)",3683382.04,538206.64
"715 Mazant St, New Orleans, la","715 Mazant St, New Orleans, la",Accessory STR,1,2,11/05/2020 11:59:59 PM,"(29.9615707670899, -90.0354800683415)",3691794.79,533844.54
1326 Prytania St,1326 Prytania St,Commercial STR,2,4,06/20/2020 11:59:59 PM,"(29.939140829424, -90.0733740457331)",3679885.95,525554.27
700 General Taylor St Side 702,700 General Taylor St Side 702,Accessory STR,2,4,12/03/2020 11:59:59 PM,"(29.9193913631089, -90.0946545085311)",3673223.93,518299.16
705 First Street,705 First Street,Accessory STR,1,2,12/03/2020 11:59:59 PM,"(29.9247870591307, -90.0767042709546)",3678888.49,520323.14
301 Magazine St Apt 203,301 Magazine St Apt 203,Commercial STR,1,2,06/05/2020 11:59:59 PM,"(29.9504352594478, -90.067882773329)",3681579.71,529680.5
619 Alvar Street,619 Alvar Street,Accessory STR,3,6,02/26/2021 11:59:59 PM,"(29.9611577187285, -90.0376234558066)",3691117.82,533686.66
5105 Conti St Apt B,5105 Conti St Apt B,Commercial STR,1,2,06/03/2020 02:24:01 PM,"(29.9834934974284, -90.1076345028954)",3668862.92,541564.92
8317 Jeannette St,8317 Jeannette St,Accessory STR,3,6,11/13/2020 11:59:59 PM,"(29.9512606677943, -90.1295255768671)",3662056.08,529770.32
3228 Laurel St,3228 Laurel St,Accessory STR,3,6,06/11/2020 11:59:59 PM,"(29.9217904918893, -90.0860895118364)",3675927.56,519201
809 Piety St,809 Piety St,Accessory STR,2,1,07/21/2020 11:59:59 PM,"(29.9640904988301, -90.0423704188014)",3689602.75,534736.16
1313 Prytania St,1313 Prytania St,Commercial STR,5,10,10/22/2020 11:59:59 PM,"(29.9395073312086, -90.0734209491502)",3679869.63,525687.38
1515 N Dorgenois St,1515 N Dorgenois St,Commercial STR,1,2,11/18/2020 11:59:59 PM,"(29.9770659622993, -90.0751991292184)",3679156.51,539338.91
4608 Banks St,4608 Banks St,Accessory STR,1,2,06/19/2020 11:59:59 PM,"(29.9755240026794, -90.1087001030118)",3668556.56,538663.29
969 Wilson Dr,969 Wilson Dr,Accessory STR,1,2,09/26/2020 11:59:59 PM,"(29.9802041368142, -90.0912189536194)",3674072.49,540424.74
4712 Venus St,4712 Venus St,Temporary STR,2,4,06/25/2020 11:59:59 PM,"(30.0071589900099, -90.0518364945878)",3686430.39,550363.85
1130 Louisa St,1130 Louisa St,Accessory STR,1,2,11/24/2020 11:59:59 PM,"(29.9680903937272, -90.0422884977716)",3689612.3,536190.96
3044 Marais St,3044 Marais St,Accessory STR,3,6,05/20/2020 11:59:59 PM,"(29.9685888936919, -90.0445478518964)",3688894.92,536364.18
Etal 3032 Napoleon Ave,Etal 3032 Napoleon Ave,Accessory STR,3,6,05/22/2020 11:59:59 PM,"(29.9412076790315, -90.1038809982276)",3670216.14,526200.9
2620 Laurel St,2620 Laurel St,Accessory STR,1,2,09/04/2020 11:59:59 PM,"(29.9250821829423, -90.0800386698723)",3677831.14,520418.89
835 Canal St Apt. C,835 Canal St Apt. C,Commercial STR,2,4,02/04/2020 11:59:59 PM,"(29.9545334550886, -90.0703942985052)",3680767.96,531161.98
309 S Salcedo St,309 S Salcedo St,Accessory STR,1,2,06/20/2020 11:59:59 PM,"(29.9662415670898, -90.0932633231396)",3673480.24,535340.4
924 Elysian Fields Ave Unit D,924 Elysian Fields Ave Unit D,Commercial STR,1,2,05/09/2020 10:34:06 AM,"(29.967123691097, -90.0572463811939)",3684880.35,535786.38
3653 Timber Bluff Ln,3653 Timber Bluff Ln,Temporary STR,4,8,12/10/2020 11:59:59 PM,"(29.8980785785184, -89.9977881105571)",3703998.41,510893.82
2816 General Pershing St,2816 General Pershing St,Accessory STR,2,4,11/24/2020 11:59:59 PM,"(29.9386201273663, -90.1021517606965)",3670773.9,525265.85
1925 Almonaster Ave,1925 Almonaster Ave,Commercial STR,4,8,05/15/2020 09:21:03 PM,"(29.9776877173119, -90.0471702806345)",3688027.49,539663.52
2101 Robert St,2101 Robert St,Accessory STR,2,4,11/12/2020 11:59:59 PM,"(29.9331115977565, -90.1083570706569)",3668830.04,523241.68
1736 Robert St,1736 Robert St,Accessory STR,1,2,11/18/2020 11:59:59 PM,"(29.9298434093012, -90.108902208704)",3668670.08,522051.4
888 Girod St Apt 301,888 Girod St Apt 301,Commercial STR,,,09/30/2020 11:59:59 PM,"(29.9477693296779, -90.0735541928607)",3679794.4,528691.28
900 Bartholomew St Unit 309,900 Bartholomew St Unit 309,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636817598292, -90.0362061130832)",3691556.21,534609.57
711 S Peters St Apt 104,711 S Peters St Apt 104,Commercial STR,2,4,08/11/2020 11:59:59 PM,"(29.9459217456996, -90.0660774923283)",3682169.54,528045.54
2662 Clover St,2662 Clover St,Accessory STR,3,6,12/08/2020 11:59:59 PM,"(29.9968521518743, -90.0481733908689)",3687631.76,546628.87
5025 Magazine St,5025 Magazine St,Commercial STR,2,4,09/23/2020 02:50:10 PM,"(29.9205505621762, -90.1098061879739)",3668419.84,518669.12
5431 Hawthorne Pl,5431 Hawthorne Pl,Temporary STR,3,6,11/21/2020 11:59:59 PM,"(29.9883811007422, -90.1108154721499)",3667836.97,543331.49
5521 Annunciation St 5521 Annunciation Street,5521 Annunciation St 5521 Annunciation Street,Accessory STR,1,2,12/10/2020 11:59:59 PM,"(29.9176705620458, -90.1175488157947)",3665978.35,517595.74
2738 Cleveland Ave,2738 Cleveland Ave,Accessory STR,2,4,06/04/2020 11:59:59 PM,"(29.9651547005392, -90.0891796364734)",3674777.51,534959.19
1733 Spain St,1733 Spain St,Accessory STR,3,6,03/31/2020 11:59:59 PM,"(29.9755712958533, -90.053684514531)",3685973.79,538870.82
2812 Third St,2812 Third St,Commercial STR,3,6,11/29/2020 11:59:59 PM,"(29.9418570002054, -90.09196648255)",3673986.91,526477.7
3639 Clermont Dr,3639 Clermont Dr,Accessory STR,1,2,11/24/2020 11:59:59 PM,"(29.9949519514821, -90.0539309524267)",3685817.08,545917.49
616 Baronne St Unit 301,616 Baronne St Unit 301,Commercial STR,2,4,12/04/2020 11:59:59 PM,"(29.9484662333648, -90.0733042651295)",3679870.76,528945.57
4128 Fontainebleau Dr,4128 Fontainebleau Dr,Accessory STR,2,4,12/11/2020 11:59:59 PM,"(29.9491946276739, -90.1052045548735)",3669765.84,529100.76
5408 Magazine St,5408 Magazine St,Commercial STR,3,6,11/18/2020 11:59:59 PM,"(29.9208067509796, -90.1154036619338)",3666645.76,518743.39
3727 Camp St,3727 Camp St,Accessory STR,2,4,11/21/2020 11:59:59 PM,"(29.9226131687794, -90.0942384039593)",3673343.07,519472.15
5307 S Rocheblave St,5307 S Rocheblave St,Accessory STR,1,2,08/18/2020 11:59:59 PM,"(29.9471691085386, -90.1080670673139)",3668867.23,528354.5
622 S Rocheblave St,622 S Rocheblave St,Commercial STR,5,10,11/20/2020 11:59:59 PM,"(29.9589615482209, -90.0891287050705)",3674818.09,532707.3
2323 Dauphine St,2323 Dauphine St,Accessory STR,2,4,11/22/2020 11:59:59 PM,"(29.9659294612504, -90.0547202526613)",3685685.01,535361.03
503 S Alexander St,503 S Alexander St,Accessory STR,2,4,11/23/2020 11:59:59 PM,"(29.9733771259871, -90.1074303668479)",3668966.9,537886.9
1738 Henriette Delille St Apt F,1738 Henriette Delille St Apt F,Commercial STR,1,2,11/07/2020 11:59:59 PM,"(29.968018651292, -90.0623731174793)",3683253.53,536093.78
900 Bartholomew St Unit 316,900 Bartholomew St Unit 316,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9637056261946, -90.0363033940295)",3691525.31,534617.9
711 S Peters St Apt 303,711 S Peters St Apt 303,Commercial STR,2,4,08/15/2020 11:59:59 PM,"(29.9458154971392, -90.0660244341502)",3682186.77,528007.09
1314 Touro St,1314 Touro St,Accessory STR,2,4,12/21/2020 11:59:59 PM,"(29.9707918834535, -90.0597307224204)",3684078.94,537111.52
2513 Palmyra St,2513 Palmyra St,Accessory STR,3,6,08/05/2020 11:59:59 PM,"(29.9625205691061, -90.0866109160354)",3675601.25,534010.16
2832 Cleveland Ave,2832 Cleveland Ave,Accessory STR,2,4,09/23/2020 11:59:59 PM,"(29.9659903163529, -90.0904431990124)",3674374.14,535258.71
128 N Jefferson Davis Prkwy,128 N Jefferson Davis Prkwy,Commercial STR,2,4,11/05/2020 11:59:59 PM,"(29.9705344738084, -90.0930548804126)",3673529.34,536902.18
2338 Gravier St,2338 Gravier St,Commercial STR,1,2,12/04/2020 11:59:59 PM,"(29.9588058244394, -90.0878766517099)",3675215.16,532654.98
320 N Cortez St Unit A,320 N Cortez St Unit A,Commercial STR,4,8,06/13/2020 11:59:59 PM,"(29.9741238176971, -90.0951003991484)",3672867.61,538200.4
2037 Jackson Ave,2037 Jackson Ave,Accessory STR,2,4,11/13/2020 11:59:59 PM,"(29.9384988937596, -90.0842259210796)",3676451.64,525283.21
123 N Dorgenois St Apt 2B,123 N Dorgenois St Apt 2B,Commercial STR,2,2,11/24/2020 11:59:59 PM,"(29.9652825257632, -90.0856743212144)",3675886.87,535017.74
929 N Claiborne Ave,929 N Claiborne Ave,Commercial STR,3,6,11/26/2020 11:59:59 PM,"(29.9662868022042, -90.0717917880624)",3680278.38,535431.06
1138 Eighth St,1138 Eighth St,Accessory STR,1,2,05/15/2020 11:59:59 PM,"(29.9252328837815, -90.0861322724766)",3675900.39,520452.63
324 Olivier St,324 Olivier St,Accessory STR,3,6,10/23/2020 11:59:59 PM,"(29.9527265724858, -90.0498524264679)",3687280.04,530577.21
900 Bartholomew St Unit 202,900 Bartholomew St Unit 202,Commercial STR,2,4,06/05/2020 11:59:59 PM,"(29.9636964635021, -90.0361159421775)",3691584.7,534615.24
1125 N Rampart St Apt 1,1125 N Rampart St Apt 1,Commercial STR,1,2,07/23/2020 11:59:59 PM,"(29.9643366001352, -90.0653090810267)",3682338.78,534744.55
1724 Piety St,1724 Piety St,Accessory STR,3,6,11/04/2020 11:59:59 PM,"(29.9736997509683, -90.0396975472072)",3690409.6,538239.98
3711 Ulloa St,3711 Ulloa St,Commercial STR,3,6,07/21/2020 11:59:59 PM,"(29.9671043985957, -90.1015408228297)",3670856.04,535625.89
900 Bartholomew St Unit 409,900 Bartholomew St Unit 409,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636589741555, -90.0362184739924)",3691552.39,534601.24
2311 Mexico Street,2311 Mexico Street,Accessory STR,2,4,11/25/2020 11:59:59 PM,"(30.0234410755476, -90.0582950846912)",3684320.43,556261.86
1812 S Dupre St,1812 S Dupre St,Accessory STR,3,6,11/20/2020 11:59:59 PM,"(29.9508980067824, -90.1026448863778)",3670569.77,529728.87
110 Chalfant Pl,110 Chalfant Pl,Accessory STR,2,4,10/23/2020 11:59:59 PM,"(29.9910887810343, -90.0797816620755)",3677649.96,544422.25
Etal 6201 West End Bl,Etal 6201 West End Bl,Commercial STR,3,6,05/12/2020 11:59:59 PM,"(29.9678680157171, -90.0602572866955)",3683924.04,536046.44
,,Commercial STR,2,4,09/03/2020 11:59:59 PM,"(29.9639802922939, -90.0966104687005)",3672429.34,534506.66
1022 Race St Apt 4,1022 Race St Apt 4,Commercial STR,1,2,03/01/2021 11:59:59 PM,"(29.9341001903618, -90.0719769054101)",3680348.61,523726.18
1523 Desire St,1523 Desire St,Accessory STR,1,2,06/20/2020 11:59:59 PM,"(29.9713433681097, -90.0388536626814)",3690686.45,537386.13
4427 Dodt Ave,4427 Dodt Ave,Accessory STR,1,2,06/26/2020 11:59:59 PM,"(30.0156136854289, -89.9909023890546)",3705679.31,553659.1
900 Bartholomew St Unit 515,900 Bartholomew St Unit 515,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9636522701214, -90.0363139415298)",3691522.19,534598.46
5146 Mandeville Street,5146 Mandeville Street,Temporary STR,2,4,12/01/2020 11:59:59 PM,"(30.0110050066489, -90.0577726826063)",3684536.08,551741.45
109 W Hubbell Rd,109 W Hubbell Rd,Accessory STR,2,4,06/24/2020 11:59:59 PM,"(29.9542288252155, -90.0441681126318)",3689073.9,531143.69
933 N Villere St,933 N Villere St,Accessory STR,3,6,06/11/2020 11:59:59 PM,"(29.9651370912809, -90.0699348273682)",3680870.94,535019.46
1441 Cabrini Ct,1441 Cabrini Ct,Accessory STR,2,4,11/14/2020 11:59:59 PM,"(30.0150461135221, -90.0779429521775)",3678136.54,553140.46
4404 S Carrollton Ave,4404 S Carrollton Ave,Commercial STR,1,2,11/14/2020 11:59:59 PM,"(29.9712519485595, -90.1037227746797)",3670149.01,537126.68
1136 Elysian Fields Ave,1136 Elysian Fields Ave,Accessory STR,3,6,11/20/2020 11:59:59 PM,"(29.9693562676169, -90.05717483784)",3684893.96,536598.48
1100 Music St,1100 Music St,Commercial STR,5,10,12/05/2020 11:59:59 PM,"(29.9692137072076, -90.051120248903)",3686811.48,536568.04
6073 Wickfield Dr,6073 Wickfield Dr,Temporary STR,3,6,08/15/2020 11:59:59 PM,"(30.0213164904321, -90.0688078716952)",3681002.31,555452.41
1523 St. Ann,1523 St. Ann,Accessory STR,3,6,11/06/2020 11:59:59 PM,"(29.9640974487908, -90.0714129039784)",3680407.11,534636.25
1115 Margaret Pl Unit 303,1115 Margaret Pl Unit 303,Commercial STR,2,4,09/02/2020 10:25:55 AM,"(29.9412200648331, -90.0724340882182)",3680175.32,526313.63
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,2,4,06/25/2020 11:59:59 PM,"(29.9468955607467, -90.068470857841)",3681407.69,528391.28
3038 Grand Route St John St,3038 Grand Route St John St,Accessory STR,3,6,08/19/2020 11:59:59 PM,"(29.9796500930697, -90.082417400093)",3676861.05,540253.58
736 S Lopez St,736 S Lopez St,Commercial STR,3,4,10/29/2020 11:59:59 PM,"(29.9624595529874, -90.0973161717422)",3672211.86,533951.25
709 Jackson Ave Apt 201,709 Jackson Ave Apt 201,Commercial STR,,,05/22/2020 11:59:59 PM,"(29.9268166812583, -90.074062354424)",3679717.21,521070.37
1401 Lesseps St,1401 Lesseps St,Accessory STR,1,2,09/29/2020 11:59:59 PM,"(29.9680863675016, -90.0314035864042)",3693058.62,536228.49
14700 Emory Rd,14700 Emory Rd,Temporary STR,3,6,12/09/2020 11:59:59 PM,"(30.0695721870302, -89.9439102485022)",3720312.51,573457.69
6239 Franklin Avenue,6239 Franklin Avenue,Accessory STR,2,4,02/04/2020 11:54:22 AM,"(30.0235658889566, -90.0515699474416)",3686448.01,556330.99
21619 Chef Menteur Hwy,21619 Chef Menteur Hwy,Commercial STR,4,8,10/29/2020 11:59:59 PM,"(30.0782735777913, -89.7933257420351)",3767897.64,577230.63
3704 Dryades St,3704 Dryades St,Accessory STR,2,4,01/12/2020 10:14:50 AM,"(29.9299588022046, -90.0957836505173)",3672824.75,522138
1720 Lapeyrouse St,1720 Lapeyrouse St,Accessory STR,2,4,11/18/2020 11:59:59 PM,"(29.9735055469179, -90.0671149529087)",3681730.15,538072.4
4232 Orleans Ave,4232 Orleans Ave,Accessory STR,3,6,05/23/2020 11:59:59 PM,"(29.9810853795237, -90.0986263224574)",3671724.04,540719.85
8735 Apricot St,8735 Apricot St,Accessory STR,3,6,12/01/2020 11:59:59 PM,"(29.9636162735738, -90.1230349603013)",3664064,534284.95
6422 Arts St,6422 Arts St,Temporary STR,3,6,11/13/2020 11:59:59 PM,"(30.0250789183922, -90.0544542440679)",3685529.17,556870.99
212 Magazine St Apt 3C,212 Magazine St Apt 3C,Commercial STR,1,2,10/06/2020 11:59:59 PM,"(29.9507734347932, -90.0673461619102)",3681748.28,529805.35
4508 St Claude Ave B,4508 St Claude Ave B,Accessory STR,1,2,06/02/2020 11:59:59 PM,"(29.964326444789, -90.0303828351266)",3693397.35,534864.92
4216 S Johnson St,4216 S Johnson St,Accessory STR,3,6,11/21/2020 11:59:59 PM,"(29.9440450159537, -90.1020113206471)",3670797.18,527239.02
422 Notre Dame Street Unit-3,422 Notre Dame Street Unit-3,Commercial STR,2,4,08/18/2020 11:59:59 PM,"(29.9456811577164, -90.0680329296539)",3681551.25,527951.21
2414 Jefferson Ave,2414 Jefferson Ave,Accessory STR,1,2,08/02/2020 09:12:02 PM,"(29.9365664398086, -90.1111895188928)",3667919.53,524488.41
2472 Dauphine St APTA,2472 Dauphine St APTA,Accessory STR,1,2,11/13/2020 11:59:59 PM,"(29.9657629913387, -90.0521854397163)",3686488.26,535309.46
7835 Maple St,7835 Maple St,Commercial STR,2,4,06/13/2020 11:59:59 PM,"(29.9643547853368, -90.0727061320571)",3679996.61,534725.32
1918 N Dorgenois St,1918 N Dorgenois St,Accessory STR,3,6,09/04/2020 11:59:59 PM,"(29.9820347837409, -90.0680770669441)",3681391.3,541170.59
336 Belleville St,336 Belleville St,Accessory STR,1,2,08/13/2020 11:59:59 PM,"(29.9523968992092, -90.0478013278927)",3687930.89,530464.61
1720 Dufossat St,1720 Dufossat St,Accessory STR,1,2,08/06/2020 11:59:59 PM,"(29.9298533490043, -90.110721927773)",3668093.67,522048.86
124 S. Telemachus Street,124 S. Telemachus Street,Accessory STR,1,2,06/21/2020 11:59:59 PM,"(29.9712579679156, -90.0970971847582)",3672246.68,537151.44
952 N Carrollton Ave,952 N Carrollton Ave,Accessory STR,1,2,06/12/2020 11:59:59 PM,"(29.9812592227535, -90.0930153838117)",3673499.63,540802.25
819 Olga St,819 Olga St,Accessory STR,2,4,08/22/2020 11:59:59 PM,"(29.9789931576045, -90.0938211507411)",3673253.46,539975.46
1720 Gentilly Blvd 1720 Gentilly Blvd.,1720 Gentilly Blvd 1720 Gentilly Blvd.,Accessory STR,3,6,11/19/2020 11:59:59 PM,"(29.983384832258, -90.0766193414976)",3678681.69,541631.76
4133 Copernicus St,4133 Copernicus St,Accessory STR,3,6,11/19/2020 11:59:59 PM,"(29.9320499755779, -90.0124037803654)",3699225.26,523193.26
2026 Camp St,2026 Camp St,Accessory STR,4,8,11/17/2020 11:59:59 PM,"(29.9313458189253, -90.0759186004108)",3679111.18,522710.87
4005 St Claude Ave,4005 St Claude Ave,Commercial STR,4,8,10/16/2020 11:59:59 PM,"(29.9659748292987, -90.0351360611597)",3691885.57,535447.25
1916 Laharpe St,1916 Laharpe St,Accessory STR,2,4,12/02/2020 11:59:59 PM,"(29.9738912533389, -90.0695346656366)",3680962.53,538204.2
7839 Fig St,7839 Fig St,Accessory STR,3,6,12/03/2020 11:59:59 PM,"(29.9590389354226, -90.113947127165)",3666959.19,532650.96
925 Common St Unit 503 Unit 503,925 Common St Unit 503 Unit 503,Commercial STR,1,2,11/24/2020 11:59:59 PM,"(29.9537861704115, -90.0727286210886)",3680031.77,530882.1
2213 Chartres St,2213 Chartres St,Commercial STR,1,2,11/19/2020 11:59:59 PM,"(29.963716922785, -90.0558838852005)",3685325.55,534552.36
800 St Charles Ave unit 302,800 St Charles Ave unit 302,Commercial STR,2,4,11/18/2020 11:59:59 PM,"(29.9456925733095, -90.0715296351432)",3680443.85,527943.15
7525 Lehigh St,7525 Lehigh St,Temporary STR,2,4,11/24/2020 11:59:59 PM,"(30.0471047758831, -89.9739614854756)",3710904.58,565173.65
2335 Bienville Ave,2335 Bienville Ave,Accessory STR,1,2,11/20/2020 11:59:59 PM,"(29.9650484616375, -90.0821508573411)",3677003.41,534944.79
