the_geom,OBJECTID,UNDERGROUND_TANK_SYSTEM_ID,UST_ID,FACILITY_NAME,APPROXIMATE_LOCATION_OF_TANK,FACILITY_ADDRESS,STREET_NAME,FACILITY_TANK_NUMBER,ORDINANCE_FOR_ROW,SOURCE,TCEQ_NUMBER,HYPERLINK_TO_COUNCIL_MINUTES,DATE,REMEDIATION_ATAUS,LOCATED_IN_RECHARGE_ZONE,PERMIT_STATUS,LEAKING_STORAGE_TANK_NUMBER,TANK_TYPE,TANK_SYSTEM_STATUS,HISTORICAL_RECORD,CONFIRMED_INSTALLED,COMMENTS
POINT (-97.738904764295 30.341950105828),593,593,H0604,Magnolia Petroleum Co.,SW corner,Twin Oaks & Burnet,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44454,06/02/1955 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.735138104359 30.271618956976),579,579,H0150,DS Pardue,,1107 Red River,Red River,0,Yes,Council Reviewed,0,http://www.ci.austin.tx.us/edims/document.cfm?id=89258,02/04/1926 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.742315274033 30.27620897656),85,85,H0180,Tom Baking Company,,1307 Lavaca,Lavaca,0,Yes,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=89861,10/16/1927 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.747146569306 30.25871226929),306,306,H0317,Magnolia Petroleum Co.,,Barton Springs & S Congress,,0,No,Council Reviewed,0,http://www.cityofaustin.org/edims/document.cfm?id=90010,05/28/1931 12:00:00 AM +0000,,N,H,,Storage Tanks,,Y,,Tabled
POINT (-97.70792174168 30.351505436505),547,547,H0682,Stark Roofing Co,,8227 N Lamar,N Lamar,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44516,01/10/1957 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.748725479492 30.258775421189),762,762,H0720,Continental Oil Comp.,NW Corner,Barton Springs & Riverside,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44789,03/20/1958 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.722283173061 30.261667406007),899,900,H0949,,,1900 E 6th Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118503,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.71975091219 30.273682456291),550,550,H0685,John Beasley,SE Corner,E 12th & Chicon,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44518,01/24/1957 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.742543363637 30.287884178288),136,136,H0279,Lightsey's Drive-It-Yourself,,2404 San Antonio,San Antonio,0,No,Council Reviewed,0,http://www.cityofaustin.org/edims/document.cfm?id=90564,10/10/1929 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.744041364224 30.270981286824),87,87,H0177,E L Steck,alleyway,W 9th & Lavaca St,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89862,10/13/1927 12:00:00 AM +0000,,N,H,,Fuel Oil Tank,,Y,,Private use
POINT (-97.783016816435 30.305020135003),271,271,H0406,Lakeshore Yacht Club,Lots 33&34,W Shore Lake Austin Lot 33 & 34,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88637,02/27/1947 12:00:00 AM +0000,,Y,H,,Marine Service Stati,,Y,,
POINT (-97.749233752118 30.327634277853),776,776,H0734,George B. Sheperd,SW Corner,Highland Crest & Bull Creek,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44766,08/07/1958 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.75875725001 30.26119823505),982,983,H0999,,,424 S Lamar Boulevard,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118778,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.727692519172 30.260895271032),646,646,H0653,Capitol Linen Service Co.,,310 Comal,Comal,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44747,05/10/1956 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.704475557046 30.254198421154),597,597,H0609,H.E. Little Co.,,3415 E 5th,E 5th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44457,06/16/1955 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.745405454944 30.303102889523),5,5,H0191,,,1008 W 34th,W 34th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89803,05/10/1928 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.709785563113 30.308711328252),402,402,H0388,Arthur L. Cass,SE Corner,E 51st & East Ave,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88033,03/07/1946 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.690341468945 30.273518947482),631,631,H0566,Gulf Oil Company,,1101 Springdale,Springdale,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88585,05/20/1954 12:00:00 AM +0000,,N,H,,Bulk Storage,,Y,,Wholesale AST
POINT (-97.706865513539 30.311872301892),772,772,H0730,The Texas Co.,500 ft N of 53rd,W side of Cameron,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44721,06/26/1958 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.742035852214 30.29681576144),154,154,H0100,,,3000 Guadalupe,Guadalupe,0,Yes,Council Reviewed,0,http://www.ci.austin.tx.us/edims/document.cfm?id=88889,04/20/1922 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.721013205027 30.279598882144),487,487,H0441,W.C. Alff,SE Corner,E 19th & Chicon,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89650,04/15/1948 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.733721362378 30.3004933443),50,50,H0140,C M Brown,,38th & Speedway,,0,Yes,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=89181,06/18/1925 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.742862330135 30.26936834781),43,43,H0126,A D Lightsey,,104 W 7th,W 7th,0,Yes,No Online Info Found,0,http://www.ci.austin.tx.us/edims/document.cfm?id=89152,02/05/1924 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.736256854799 30.305311579745),195,195,H0021,,in roadway,W 40th & Guadalupe,,0,Yes,Council Approved,0,http://www.ci.austin.tx.us/edims/document.cfm?id=89458,07/08/1915 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.727701614255 30.323328527945),439,439,H0503,Austin Fireproof Warehouse Co,,5501 N Lamar,N Lamar,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88341,03/22/1951 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.744488278717 30.263051926962),241,241,H0070,Oriental Oil Company,,1st & Congress,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90316,01/16/1919 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.720386410542 30.29290477061),519,519,H0472,Phillip Bashara,,117 East Ave,East Ave,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88300,02/25/1950 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.726372665337 30.283243350333),147,147,H0290,H.F. Ritter,NE Corner,E 23rd & East Ave,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89315,05/29/1930 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.693408593022 30.249657699822),573,573,H0581,Johnny Chelsey,west side of Bastrop Hw,Bastrop Hwy and 183 Intersection,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88496,10/21/1954 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.762200109851 30.272299848981),501,501,H0454,Capitol Unloading & Storage,Lots 7&8,"Paul St, Lot 7 & 8",,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88309,03/31/1949 12:00:00 AM +0000,,Y,H,,Tank and pump,,Y,,Private use
POINT (-97.722128349033 30.322847776552),647,647,H0657,B.O. Doerfler,SW corner,Koenig & Chesterfield,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44730,06/07/1956 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.727600750627 30.258279620515),802,802,H0850,V.R. Wattinger Plumbing Co.,,1628 E 1st,E 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41158,10/05/1961 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.692739425185 30.256845662109),830,830,H0875,City of Austin,,Fire Station at 829 Airport,Airport Blvd,0,No,No Online Info Found,0,http://www.ci.austin.tx.us/edims/document.cfm?id=27257,09/11/1975 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.735631596693 30.279847897075),292,292,H0303,M.H. Crockett,SE Corner,E 19th & San Jacinto,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89290,12/04/1930 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.713814724481 30.321227737426),671,671,H0808,Carnation Co.,,5700 Airport,Airport,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41355,09/29/1960 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.740203841804 30.299774777971),12,12,H0199,,,W 33rd & Guadalupe,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89805,05/24/1928 12:00:00 AM +0000,,N,H,,Existing Filling Stn,,Y,,Adding new tanks
POINT (-97.734663392141 30.291362110658),297,297,H0308,M.H. Crockett,NW Corner,Waller Creek & Duval,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89344,12/18/1930 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.73784480547 30.280755491896),963,964,H0952,,,108 E Martin Luther King Jr Blvd,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118511,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.703656789081 30.262531204006),516,516,H0469,Tim Golden,,Tillery and Lyons Rd,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88448,01/19/1950 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.724418627415 30.257173410399),881,882,H0889,,,1900 Cesar Chavez,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118271,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.738813287118 30.267605006579),948,949,H1003,,,607 Trinity Street,,0,,,0,Citizen report,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.71832259047 30.260655271603),682,682,H0794,The Rich Plan,,607 Canadian,Canadian,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41366,06/02/1960 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.726397646142 30.279009564681),185,185,H0250,Ronald Brydson,"Lot 6, Block 11",1307 E 19th,E 19th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90454,01/31/1929 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.734407739922 30.290861832561),754,754,H0711,Humble Oil & Refining Co.,SE Corner,Elmwood & San Jacinto,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44489,11/21/1957 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.731919208622 30.275082548894),450,450,H0365,Dan P. Craddock,NW Corner,E 15th & East Ave,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89033,04/05/1934 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.741942233486 30.285456916609),259,259,H0232,T. Pressing Shop,,2206 Guadalupe,Guadalupe,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89902,09/13/1928 12:00:00 AM +0000,,N,H,,Dry Cleaning,,Y,,
POINT (-97.72964397121 30.281655465673),945,946,H0924,,,2100 Red River,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118224,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.739923669201 30.332257321334),580,580,H0590,Magnolia Petroleum Co.,SE Corner,Northland & Burnet,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44531,02/24/1955 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.718328008935 30.261454932741),784,784,H0741,Alex Dochen,SW Corner,E 7th & Canadian,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44620,01/15/1959 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.715109062663 30.311799083489),700,700,H0838,Webb Oil Co.,SE Corner,E 51st & Airport,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41233,06/29/1961 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.749371475269 30.251144809141),623,623,H0558,Tribble Adv. Company,,1300 S Congress,S Congress,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88504,02/11/1954 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.740254828039 30.266461152854),194,194,H0020,,under soils,304-308 E 5th St,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89448,04/29/1915 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.726301617447 30.304572253708),350,350,H0209,,,E 43rd & Duval,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89893,07/12/1928 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.697398332715 30.267727385926),800,800,H0848,Polar Ice Cream,,1135 Gunter,Gunter,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41228,09/21/1961 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.709344237373 30.312306436689),736,736,H0655,Watt Schieffen,SW Corner,E 53 1/2 & IRH,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44728,05/24/1956 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.751276743291 30.276685624677),379,379,H0477,Riley Severn,intersection,N Lamar and 12th St,,0,No,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=88534,03/16/1950 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.726722936829 30.257985407337),510,510,H0463,The Texas Co.,NW Corner,E 1st & Chalmers,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88199,06/09/1949 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.760614578828 30.309387788491),2583,2599,EX015,,,,,,,,,,,,Y,X,,,,N,,
POINT (-97.742771711147 30.263825551422),415,415,H0514,Bradshaw and Puryear,,103 Brazos St,Brazos St,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88326,09/27/1951 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.709488069023 30.323878796192),801,801,H0849,Mid-Tex Milk Producers,,804 Tirado,Tirado,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41158,10/05/1961 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.707316614259 30.251854595535),442,442,H0505,Armstrong Tractor & Machinery,,3232 E 1st St,E 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88343,04/05/1951 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.69137217849 30.313468529921),664,664,H0764,Walter Bohn,SW corner,Briarcliff & Westminster,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44667,09/24/1959 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.723087542261 30.352276626735),668,668,H0805,Texaco Inc,SE Corner,Anderson & Woodrow,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41356,09/22/1960 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.725180195986 30.343483429658),622,622,H0557,Magnolia Petroleum Co.,SW Corner,Arroyo Seco and Woodrow,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88501,01/28/1954 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.723945663944 30.260140370071),483,483,H0438,R.W. Smith,,1808 E 4th,E 4th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89653,01/15/1948 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.765348758859 30.250791740221),469,469,H0423,A.H. Lock Jr.,SE Corner,Fredericksburg & Evergreen,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88055,07/24/1947 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.704950639761 30.312914230002),727,727,H0645,Continental Oil Comp.,SW Corner,Corona & Cameron,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44685,01/19/1956 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.71318165745 30.280880592252),752,752,H0710,Gulf Oil Company,SE Corner,E 19th & Walnut,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44486,10/31/1957 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.735866396943 30.279053960559),456,456,H0371,E.F. Smith,NE Corner,18th & San Jacinto,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89044,12/06/1934 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.752792091724 30.27123860825),658,658,H0758,Herbert Meyer,,812 W 6th,W 6th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44642,07/02/1959 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.702033108106 30.323041657745),2671,2691,A0037,,Texas Mutual Insurance Company,6210,E. US 290,,,,,,,,,A,,,,N,,
POINT (-97.757339483543 30.337358578159),790,790,H0721,Sinclair Refining,SW corner,Northland & Balcones,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44418,04/03/1958 12:00:00 AM +0000,,Y,H,,New Filling Station,,Y,,Public use
POINT (-97.74542957802 30.260496312375),182,182,H0248,Gulf Refining Co.,SE Corner,S Congress Bridge,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90447,12/27/1928 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.824464911705 30.172598366422),735,735,H0654,Sam Allred,SW Corner,Allred & Manchaca,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44747,05/10/1956 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.73908494118 30.26479184791),460,460,H0375,Ricks Transfer Company,,411 E 4th St,E 4th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88067,09/21/1944 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.742521055111 30.276587632661),371,371,H0230,Magnolia Petroleum Co.,,W 14th & Lavaca,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89900,08/30/1928 12:00:00 AM +0000,,N,H,,Existing Filling Stn,,Y,,Tank Replacement
POINT (-97.731393121438 30.330918078408),745,745,H0703,J.S. Breed,NE Corner,Koenig & Woodrow,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44590,08/29/1957 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.725528135629 30.269088017489),372,372,H0231,Hugo Shuman,,1153 San Bernard,San Bernard,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89900,08/30/1928 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use/Tank Replacement
POINT (-97.741678380019 30.266612143753),209,209,H0034,,under sidewalk,201 E 5th,E 5th,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89502,07/20/1916 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.740570820484 30.26756729115),196,196,H0022,,front of business,214 E 6th,E 6th,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89460,07/22/1915 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.773155551933 30.278706902671),567,567,H0539,Odas Jung,NW corner,Lake Austin Blvd and Hearn,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88283,03/19/1953 12:00:00 AM +0000,,Y,H,,Filling Station,,Y,,Public use
POINT (-97.726844327083 30.26198008888),178,178,H0120,,,E 5th & Comal,,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89073,10/11/1923 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.694666720169 30.114860997693),2570,2584,03397,Bread Basket Texaco,,9401 S Us 183 Nb To Ben White Eb Ramp,S US 183 NB TO BEN W,,,,,,09/24/2014 12:00:00 AM +0000,,N,X,,,,N,,
POINT (-97.741013072802 30.265363442463),339,339,H0348,K&B Storage Co.,,E 4th & San Jacinto,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88828,02/02/1933 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.754959621348 30.25049218322),515,515,H0468,W. Raymond Canion,Lot 11 Block A,"S 1st St. Lot 11, Blk A",,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88416,12/15/1949 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.740069541718 30.2664438145),988,989,H1006,,,318 E 5th Street,,0,,,0,,12/30/1899 12:00:00 AM +0000,,N,,,,,Y,,
POINT (-97.732719437449 30.310872574028),924,925,H0885,,,4501 Guadalupe Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118266,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.724041413271 30.262397995301),320,320,H0331,Bill Suhr,,1802 E 6th,E 6th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89947,01/14/1932 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.738936756689 30.279325109178),79,79,H0171,,,1712 Congress,Congress,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89769,05/26/1927 12:00:00 AM +0000,,N,H,,Dry Cleaning,,Y,,
POINT (-97.730419615118 30.264266982161),307,307,H0318,C. B. Brady,SW Corner,E 6th & Waller,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90010,05/28/1931 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Tabled
POINT (-97.722968406518 30.331671187908),816,816,H0863,J.R. Pfau,946 S of Brentwood,W side Lamar,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41257,04/05/1962 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.742305171557 30.276242474318),160,160,H0108,,,1307 Lavaca,Lavaca,0,Yes,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=90526,12/21/1922 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.738124061365 30.264511524019),342,342,H0351,B.W. Randolph Co.,,401 Colorado,Colorado,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88818,04/13/1933 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.745302829602 30.269575244739),356,356,H0215,Meyer Creamery Company,,305 W 7th,W 7th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89897,08/09/1928 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.749203439488 30.288196123576),805,805,H0853,Texaco Inc,SE Corner,W 24th & Leon,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41152,11/16/1961 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.741808656385 30.293076639427),932,933,H0901,,,2718 Guadalupe Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118326,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.737670589607 30.345605569311),717,717,H0634,The Texas Co.,NW corner,Pegram & Burnet,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44578,11/03/1955 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.739912891502 30.266385011333),110,110,H0094,Dean Miller,,324 E 4th,E 4th,0,Yes,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=90349,10/16/1921 12:00:00 AM +0000,,N,H,,Dry Cleaning,,Y,,
POINT (-97.744375313399 30.267302637209),186,186,H0251,Badger Auto Supply Co.,,W 5th & Colorado,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90460,02/21/1929 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.729216288072 30.282113768156),157,157,H0104,,,2104 East Ave,East Ave,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90520,08/10/1922 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.740112723848 30.281392730026),151,151,H0295,Ireland Graves,E of Alley,W 19th & University,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89324,07/31/1930 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.741023024568 30.26642394565),319,319,H0307,M.C. Parrish,SW Corner,E 5th & San Jacinto,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89344,12/18/1930 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.710389589358 30.322323476613),385,385,H0483,Mobilized Home Movers,,803 Clayton Lane,Clayton Lane,0,No,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=88483,05/18/1950 12:00:00 AM +0000,,N,H,,private station,,Y,,Private use
POINT (-97.74697271635 30.257485371732),333,333,H0342,C.A. Armacost,NW Corner,Riverside & S Congress,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89974,07/21/1932 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.743585151984 30.266579755724),220,220,H0047,Gulf Oil Company,sidewalk,404 Congress,Congress,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89425,02/01/1917 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.70903112294 30.251623156651),817,817,H0864,Fox & Henry Mechanical,,3111 E 1st,E 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41258,04/12/1962 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
