credentialid,name,type,businessname,dba,fullcredentialcode,credentialtype,credentialnumber,credentialsubcategory,credential,status,statusreason,active,issuedate,effectivedate,expirationdate,address,city,state,zip,recordrefreshedon,New Georeferenced Column,Planning Regions,Counties,Zip Code,Town Index
1525181,"ELLINGTON ASSISTED LIVING SERVICES, LLC",LIMITED LIABILITY COMPANY,"ELLINGTON ASSISTED LIVING SERVICES, LLC","ELLINGTON ASSISTED LIVING SERVICES, LLC",ALSA.0000199,ALSA,199,,Assisted Living Service Agency,ACTIVE,CURRENT,1,06/28/2018 12:00:00 AM,04/01/2020 12:00:00 AM,03/31/2022 12:00:00 AM,123 WEST RD,ELLINGTON,CT,060295729,04/27/2020 12:00:00 AM,POINT (-72.464188 41.884518),1,38,142,48
929061,PEREGRINE'S LANDING OF CLINTON CT LLC,BUSINESS,PEREGRINE'S LANDING OF CLINTON CT LLC,PEREGRINE'S LANDING ASSISTED LIVING,ALSA.0000126,ALSA,126,,Assisted Living Service Agency,CLOSED,CLOSED,0,06/23/2008 12:00:00 AM,06/03/2013 12:00:00 AM,03/31/2014 12:00:00 AM,91 East Main Street,Clinton,CT,06413,06/12/2013 12:00:00 AM,POINT (-72.520003 41.27723),3,1043,271,27
929156,VISITING NURSE ASSOCIATION OF RIDGEFIELD INC.,BUSINESS,VISITING NURSE ASSOCIATION OF RIDGEFIELD INC.,RIDGEFIELD VISITING NURSE ASSOCIATION,ALSA.0000146,ALSA,146,,Assisted Living Service Agency,INACTIVE,VOLUNTARILY AGREED NOT TO RENEW/REINSTATE,0,06/06/2009 12:00:00 AM,06/06/2009 12:00:00 AM,03/31/2011 12:00:00 AM,90 E RIDGE RD,RIDGEFIELD,CT,068774683,10/03/2011 12:00:00 AM,POINT (-73.494115 41.282391),9,1040,43,118
1662864,BRIGHTVIEW SHELTON,LIMITED LIABILITY COMPANY,BRIGHTVIEW SHELTON,BRIGHTVIEW SHELTON,ALSA.0000211,ALSA,211,,Assisted Living Service Agency,ACTIVE,CURRENT,1,05/28/2019 12:00:00 AM,05/21/2019 12:00:00 AM,03/31/2021 12:00:00 AM,30 BEARD SAWMILL ROAD,SHELTON,CT,06484,05/28/2019 12:00:00 AM,POINT (-73.115602 41.276975),4,1040,217,126
929881,OLSL HAMILTON HEIGHTS PLACE LLC,BUSINESS,OLSL HAMILTON HEIGHTS PLACE LLC,ATRIA HAMILTON HEIGHTS,ALSA.0000112,ALSA,112,,Assisted Living Service Agency,CLOSED,CLOSED,0,10/01/2009 12:00:00 AM,10/01/2009 12:00:00 AM,09/30/2011 12:00:00 AM,Fern Street at One Hamilton Heights Drive,West Hartford,CT,06119,07/24/2012 12:00:00 AM,POINT (-72.721722 41.770222),1,1041,251,155
929717,MASONIC HEALTHCARE CENTER,BUSINESS,MASONIC HEALTHCARE CENTER,"MASONIC GERIATRIC HEALTHCARE CENTER ""MGHC""",ALSA.0AL0031,ALSA,AL0031,,Assisted Living Service Agency,INACTIVE,,0,10/01/2000 12:00:00 AM,10/01/2000 12:00:00 AM,09/30/2002 12:00:00 AM,22 MASONIC AVENUE,WALLINGFORD,CT,06492,05/18/2010 12:00:00 AM,POINT (-72.836586 41.460698),7,1044,195,148
929115,BAL RIDGEFIELD LLC,LIMITED LIABILITY COMPANY,BAL RIDGEFIELD LLC,BAL RIDGEFIELD,ALSA.0000129,ALSA,129,,Assisted Living Service Agency,ACTIVE,CURRENT,1,12/01/2008 12:00:00 AM,10/01/2018 12:00:00 AM,09/30/2020 12:00:00 AM,640 DANBURY RD,RIDGEFIELD,CT,068772740,02/25/2019 12:00:00 AM,POINT (-73.474933 41.324173),9,1040,43,118
929695,ARDEN COURTS OF AVON CT LLC,LIMITED LIABILITY COMPANY,ARDEN COURTS OF AVON CT LLC,ARDEN COURTS OF AVON,ALSA.0000124,ALSA,124,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2019 12:00:00 AM,09/30/2021 12:00:00 AM,100 FISHER DIRVE,AVON,CT,06001,10/16/2019 12:00:00 AM,,,,,
931909,MAPLEWOOD AT NEWTOWN,LIMITED LIABILITY COMPANY,MAPLEWOOD AT NEWTOWN,"MAPLEWOOD AT NEWTOWN ALSA, LLC",ALSA.0000152,ALSA,152,,Assisted Living Service Agency,ACTIVE IN RENEWAL,CURRENT,1,05/15/2010 12:00:00 AM,04/01/2018 12:00:00 AM,03/31/2020 12:00:00 AM,166 MOUNT PLEASANT RD,NEWTOWN,CT,064701456,02/13/2020 12:00:00 AM,POINT (-73.366622 41.415915),9,1040,153,97
929866,SHP II/CSL TRUMBULL LLC,BUSINESS,SHP II/CSL TRUMBULL LLC,SPRING MEADOWS TRUMBULL,ALSA.0000103,ALSA,103,,Assisted Living Service Agency,CLOSED,CLOSED,0,10/01/2008 12:00:00 AM,10/01/2008 12:00:00 AM,09/30/2010 12:00:00 AM,6949 Main Street,Trumbull,CT,06611,10/20/2011 12:00:00 AM,POINT (-73.240181 41.289161),2,1040,76,144
1615219,MAPLEWOOD AT STONY HILL,LIMITED LIABILITY COMPANY,MAPLEWOOD AT STONY HILL,MAPLEWOOD AT STONY HILL,ALSA.0000205,ALSA,205,,Assisted Living Service Agency,ACTIVE,CURRENT,1,11/16/2018 12:00:00 AM,11/16/2018 12:00:00 AM,09/30/2020 12:00:00 AM,46 STONY HILL RD,BETHEL,CT,068013034,11/16/2018 12:00:00 AM,POINT (-73.385072 41.415293),9,1040,77,9
1320361,THE LANDING OF FARMINGTON,LIMITED LIABILITY COMPANY,THE LANDING OF FARMINGTON,THE LANDING OF FARMINGTON,ALSA.0000176,ALSA,176,,Assisted Living Service Agency,INACTIVE,INACTIVE,0,11/10/2015 12:00:00 AM,10/28/2015 12:00:00 AM,09/30/2017 12:00:00 AM,111 SCOTT SWAMP RD,FARMINGTON,CT,060322805,05/05/2017 12:00:00 AM,POINT (-72.857734 41.704071),1,1041,254,52
930099,MCAULEY CENTER INC.,BUSINESS,MCAULEY CENTER INC.,"MCAULEY CENTER, INC.",ALSA.0AL0011,ALSA,AL0011,,Assisted Living Service Agency,INACTIVE,,0,04/01/2005 12:00:00 AM,04/01/2005 12:00:00 AM,03/31/2007 12:00:00 AM,275 STEELE ROAD,WEST HARTFORD,CT,06117,05/18/2010 12:00:00 AM,POINT (-72.724347 41.783653),1,1041,181,155
929133,BAL MILFORD LLC,LIMITED LIABILITY COMPANY,BAL MILFORD LLC,BAL MILFORD,ALSA.0000141,ALSA,141,,Assisted Living Service Agency,ACTIVE,CURRENT,1,12/02/2008 12:00:00 AM,10/01/2018 12:00:00 AM,09/30/2020 12:00:00 AM,77 PLAINS RD,MILFORD,CT,064612564,01/14/2019 12:00:00 AM,POINT (-73.075329 41.222554),7,1044,28,84
1168935,PEREGRINE'S LANDING AT THE SHORELINE,LIMITED LIABILITY COMPANY,PEREGRINE'S LANDING AT THE SHORELINE,PEREGRINE'S LANDING AT THE SHORELINE,ALSA.0000168,ALSA,168,,Assisted Living Service Agency,CLOSED,CLOSED,0,06/12/2013 12:00:00 AM,04/01/2015 12:00:00 AM,03/31/2017 12:00:00 AM,91 E MAIN ST,CLINTON,CT,064132139,08/04/2016 12:00:00 AM,POINT (-72.520003 41.27723),3,1043,271,27
928986,BENCHMARK ASSISTED LIVING LLC,BUSINESS,BENCHMARK ASSISTED LIVING LLC,"BENCHMARK ASSISTED LIVING, LLC",ALSA.0000094,ALSA,94,,Assisted Living Service Agency,INACTIVE,,0,10/06/2003 12:00:00 AM,10/06/2003 12:00:00 AM,09/30/2005 12:00:00 AM,3 John H. Stewart Drive,Newington,CT,06111,05/18/2010 12:00:00 AM,POINT (-72.714061 41.696009),1,1041,86,94
929682,MCLEAN AFFILATES INC.,CORPORATION,MCLEAN AFFILATES INC.,MCLEAN HEALTH CENTER,ALSA.0000119,ALSA,119,,Assisted Living Service Agency,ACTIVE,CURRENT,1,07/01/2009 12:00:00 AM,07/01/2019 12:00:00 AM,06/30/2021 12:00:00 AM,75 GREAT POND RD,SIMSBURY,CT,060701980,07/05/2019 12:00:00 AM,POINT (-72.824809 41.885251),1,1041,18,128
929941,BROOKDALE SOUTH WINDSOR,LIMITED LIABILITY COMPANY,BROOKDALE SOUTH WINDSOR,BROOKDALE SOUTH WINDSOR,ALSA.0000100,ALSA,100,,Assisted Living Service Agency,ACTIVE,CURRENT,1,07/01/2008 12:00:00 AM,07/01/2018 12:00:00 AM,06/30/2020 12:00:00 AM,1715 ELLINGTON RD,SOUTH WINDSOR,CT,060742707,07/20/2018 12:00:00 AM,POINT (-72.556214 41.826801),1,1041,89,132
