Reporting Area,MMWR Year,MMWR Week,"Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2019†","Tularemia, Cum 2019†, flag","Tularemia, Cum 2018†","Tularemia, Cum 2018†, flag","Vancomycin-intermediate Staphylococcus aureus, Current week","Vancomycin-intermediate Staphylococcus aureus, Current week, flag","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2018†","Vancomycin-intermediate Staphylococcus aureus, Cum 2018†, flag",Location 1,Location 2
MINNESOTA,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WISCONSIN,2019,10,,-,1,,,-,,-,,-,2,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
MISSOURI,2019,10,,-,5,,1,,,-,,-,1,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
IDAHO,2019,10,,-,1,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
TENNESSEE,2019,10,,-,1,,,-,,-,,-,1,,,-,2,,"TENNESSEE
(35.681402, -85.774444)",
WEST SOUTH CENTRAL,2019,10,,-,13,,,-,,-,,-,4,,,-,1,,,WEST SOUTH CENTRAL
ARKANSAS,2019,10,,-,8,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
EAST SOUTH CENTRAL,2019,10,,-,1,,,-,,-,,-,1,,,-,2,,,EAST SOUTH CENTRAL
OREGON,2019,10,,-,2,,1,,,-,,N,,NC,,N,,N,"OREGON
(44.567912, -120.156945)",
LOUISIANA,2019,10,,-,0,,,-,,-,,-,4,,,-,1,,"LOUISIANA
(31.2931, -92.463284)",
WEST VIRGINIA,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
CONNECTICUT,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NEW YORK,2019,10,,-,1,,,-,,-,,-,1,,,-,1,,"NEW YORK
(42.826892, -75.544286)",
NEW MEXICO,2019,11,,-,1,,,-,,-,,N,,NC,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
NORTH DAKOTA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
EAST SOUTH CENTRAL,2019,11,,-,1,,,-,,-,,-,1,,,-,2,,,EAST SOUTH CENTRAL
MISSOURI,2019,11,,-,5,,1,,,-,,-,1,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
FLORIDA,2019,11,,-,1,,,-,,-,,-,1,,,-,1,,"FLORIDA
(28.915325, -81.922409)",
DISTRICT OF COLUMBIA,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
IDAHO,2019,11,,-,1,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
ARKANSAS,2019,11,,-,8,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
SOUTH CAROLINA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
COLORADO,2019,11,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
TEXAS,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
IOWA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ALASKA,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2019,11,,-,1,,,-,,-,,-,0,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
DELAWARE,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OHIO,2019,11,,-,1,,,-,,-,,-,1,,1,,,-,"OHIO
(40.056807, -82.405897)",
U.S. VIRGIN ISLANDS,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WISCONSIN,2019,11,,-,1,,,-,,-,,-,2,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
NEBRASKA,2019,11,,-,1,,2,,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
GEORGIA,2019,11,,-,0,,,-,,-,,-,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
MONTANA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MINNESOTA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEVADA,2019,11,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
CALIFORNIA,2019,11,,-,1,,1,,1,,,N,,NC,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
MOUNTAIN,2019,11,,-,2,,,-,,-,,-,1,,2,,2,,,MOUNTAIN
MARYLAND,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
LOUISIANA,2019,11,,-,0,,,-,,-,,-,4,,,-,1,,"LOUISIANA
(31.2931, -92.463284)",
GUAM,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW YORK CITY,2019,11,,-,0,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY
MICHIGAN,2019,11,,-,1,,,-,,-,,-,2,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2019,11,,-,3,,,-,2,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MIDDLE ATLANTIC,2019,11,,-,1,,1,,,-,,-,2,,,-,4,,MIDDLE ATLANTIC,
UTAH,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MISSISSIPPI,2019,11,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WASHINGTON,2019,11,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
ALABAMA,2019,11,,-,0,,,-,,-,,-,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
CONNECTICUT,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
EAST NORTH CENTRAL,2019,11,,-,2,,,-,,-,,-,2,,1,,2,,,EAST NORTH CENTRAL
MASSACHUSETTS,2019,11,,-,1,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
WEST SOUTH CENTRAL,2019,11,,-,13,,,-,,-,,-,4,,,-,1,,,WEST SOUTH CENTRAL
SOUTH DAKOTA,2019,11,,-,2,,,-,,-,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
WYOMING,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NORTHERN MARIANA ISLANDS,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW ENGLAND,2019,11,,-,1,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND
ARIZONA,2019,11,,-,0,,,-,,-,,-,1,,2,,2,,"ARIZONA
(34.869712, -111.760902)",
NEW HAMPSHIRE,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ILLINOIS,2019,11,,-,2,,,-,,-,,-,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH CAROLINA,2019,11,,-,2,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
INDIANA,2019,11,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.76845, -86.156212)",
MAINE,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
OREGON,2019,11,,-,2,,1,,,-,,N,,NC,,N,,N,"OREGON
(44.567912, -120.156945)",
SOUTH ATLANTIC,2019,11,,-,2,,,-,,-,,-,1,,1,,2,,,SOUTH ATLANTIC
WEST NORTH CENTRAL,2019,11,,-,7,,3,,2,,,-,1,,,-,1,,,WEST NORTH CENTRAL
US TERRITORIES,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
WEST VIRGINIA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
KENTUCKY,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
TOTAL,2019,11,,-,16,,6,,3,,,-,7,,4,,14,,,TOTAL
US RESIDENTS,2019,11,,-,16,,6,,3,,,-,7,,4,,14,,,US RESIDENTS
HAWAII,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
OKLAHOMA,2019,11,,-,13,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NON-US RESIDENTS,2019,11,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
PENNSYLVANIA,2019,11,,-,1,,1,,,-,,-,1,,,-,1,,"PENNSYLVANIA
(40.789676, -77.858055)",
AMERICAN SAMOA,2019,11,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
VERMONT,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
PACIFIC,2019,11,,-,3,,2,,1,,,-,0,,,-,,-,,PACIFIC
NEW YORK,2019,11,,-,1,,,-,,-,,-,1,,,-,1,,"NEW YORK
(42.826892, -75.544286)",
TENNESSEE,2019,11,,-,1,,,-,,-,,-,1,,,-,2,,"TENNESSEE
(35.681402, -85.774444)",
ARIZONA,2019,12,,-,0,,,-,,-,,-,1,,2,,2,,"ARIZONA
(34.869712, -111.760902)",
WEST SOUTH CENTRAL,2019,12,,-,14,,,-,,-,,-,4,,,-,1,,,WEST SOUTH CENTRAL
ALASKA,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
MISSOURI,2019,12,,-,4,,1,,,-,,-,1,,,-,3,,"MISSOURI
(38.636168, -92.566292)",
MIDDLE ATLANTIC,2019,12,,-,1,,1,,,-,,-,2,,,-,5,,MIDDLE ATLANTIC,
AMERICAN SAMOA,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
NEW JERSEY,2019,12,,-,1,,,-,,-,,-,0,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
VERMONT,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
WASHINGTON,2019,12,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
ILLINOIS,2019,12,,-,2,,,-,,-,,-,1,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2019,12,,-,0,,,-,,-,,-,4,,,-,1,,"LOUISIANA
(31.2931, -92.463284)",
NEW MEXICO,2019,12,,-,1,,,-,,-,,N,,NC,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
VIRGINIA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NORTH DAKOTA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEBRASKA,2019,12,,-,1,,2,,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEW HAMPSHIRE,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
U.S. VIRGIN ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
SOUTH DAKOTA,2019,12,,-,2,,,-,,-,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
OHIO,2019,12,,-,1,,,-,,-,,-,1,,1,,,-,"OHIO
(40.056807, -82.405897)",
HAWAII,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ALABAMA,2019,12,,-,0,,,-,,-,,-,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
IOWA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
PUERTO RICO,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
TENNESSEE,2019,12,,-,1,,,-,,-,,-,1,,,-,2,,"TENNESSEE
(35.681402, -85.774444)",
CALIFORNIA,2019,12,,-,1,,1,,1,,,N,,NC,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
MARYLAND,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MINNESOTA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MONTANA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NON-US RESIDENTS,2019,12,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
KANSAS,2019,12,,-,3,,,-,2,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
TEXAS,2019,12,,-,0,,,-,,-,,-,1,,,-,,-,"TEXAS
(31.827233, -99.423022)",
EAST SOUTH CENTRAL,2019,12,,-,3,,,-,,-,,-,1,,,-,2,,,EAST SOUTH CENTRAL
NORTH CAROLINA,2019,12,,-,2,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2019,12,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
TOTAL,2019,12,,-,18,,6,,3,,,-,7,,4,,18,,,TOTAL
GUAM,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WEST VIRGINIA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
FLORIDA,2019,12,,-,1,,,-,,-,,-,1,,,-,1,,"FLORIDA
(28.915325, -81.922409)",
WEST NORTH CENTRAL,2019,12,,-,6,,3,,2,,,-,1,,,-,3,,,WEST NORTH CENTRAL
PACIFIC,2019,12,,-,3,,2,,1,,,-,0,,,-,,-,,PACIFIC
IDAHO,2019,12,,-,1,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
KENTUCKY,2019,12,,-,3,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
US RESIDENTS,2019,12,,-,18,,6,,3,,,-,7,,4,,18,,,US RESIDENTS
NEVADA,2019,12,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MISSISSIPPI,2019,12,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH CAROLINA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW ENGLAND,2019,12,,-,1,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND
MOUNTAIN,2019,12,,-,2,,,-,,-,,-,1,,2,,2,,,MOUNTAIN
RHODE ISLAND,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
GEORGIA,2019,12,,-,0,,,-,,-,,-,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
MICHIGAN,2019,12,,-,1,,,-,,-,,-,2,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
US TERRITORIES,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
NORTHERN MARIANA ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OREGON,2019,12,,-,2,,1,,,-,,N,,NC,,N,,N,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2019,12,,-,1,,,-,,-,,-,2,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH ATLANTIC,2019,12,,-,2,,,-,,-,,-,1,,1,,2,,,SOUTH ATLANTIC
DISTRICT OF COLUMBIA,2019,12,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
EAST NORTH CENTRAL,2019,12,,-,2,,,-,,-,,-,2,,1,,3,,,EAST NORTH CENTRAL
INDIANA,2019,12,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.76845, -86.156212)",
ARKANSAS,2019,12,,-,10,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW YORK,2019,12,,-,1,,,-,,-,,-,1,,,-,1,,"NEW YORK
(42.826892, -75.544286)",
MASSACHUSETTS,2019,12,,-,1,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
CONNECTICUT,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MAINE,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
WYOMING,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
UTAH,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
OKLAHOMA,2019,12,,-,13,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
PENNSYLVANIA,2019,12,,-,1,,1,,,-,,-,1,,,-,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
MAINE,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
PACIFIC,2019,13,,-,3,,2,,1,,,-,0,,,-,,-,,PACIFIC
DELAWARE,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ALASKA,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
WEST SOUTH CENTRAL,2019,13,,-,14,,,-,,-,,-,4,,,-,5,,,WEST SOUTH CENTRAL
LOUISIANA,2019,13,,-,0,,,-,,-,,-,4,,,-,5,,"LOUISIANA
(31.2931, -92.463284)",
NEW YORK,2019,13,,-,1,,,-,,-,,-,1,,,-,1,,"NEW YORK
(42.826892, -75.544286)",
CONNECTICUT,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ARKANSAS,2019,13,,-,10,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
AMERICAN SAMOA,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
OHIO,2019,13,,-,1,,,-,,-,,-,1,,1,,1,,"OHIO
(40.056807, -82.405897)",
VIRGINIA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEVADA,2019,13,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
TOTAL,2019,13,,-,18,,7,,5,,,-,7,,5,,25,,,TOTAL
SOUTH ATLANTIC,2019,13,,-,2,,,-,2,,,-,1,,1,,2,,,SOUTH ATLANTIC
US RESIDENTS,2019,13,,-,18,,7,,5,,,-,7,,5,,25,,,US RESIDENTS
KENTUCKY,2019,13,,-,3,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
US TERRITORIES,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
PUERTO RICO,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NON-US RESIDENTS,2019,13,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
WISCONSIN,2019,13,,-,1,,,-,,-,,-,2,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
ALABAMA,2019,13,,-,0,,,-,,-,,-,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
PENNSYLVANIA,2019,13,,-,1,,1,,,-,,-,1,,,-,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
INDIANA,2019,13,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.76845, -86.156212)",
WYOMING,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
CALIFORNIA,2019,13,,-,1,,1,,1,,,N,,NC,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
NORTH DAKOTA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW JERSEY,2019,13,,-,1,,,-,,-,,-,0,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
NEW HAMPSHIRE,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MICHIGAN,2019,13,,-,1,,,-,,-,,-,2,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2019,13,,-,0,,,-,,-,,-,1,,,-,,-,"TEXAS
(31.827233, -99.423022)",
WEST NORTH CENTRAL,2019,13,,-,6,,4,,2,,,-,1,,,-,4,,,WEST NORTH CENTRAL
UTAH,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2019,13,,-,1,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
KANSAS,2019,13,,-,3,,,-,2,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEBRASKA,2019,13,,-,1,,2,,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
HAWAII,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MOUNTAIN,2019,13,,-,2,,,-,,-,,-,1,,2,,2,,,MOUNTAIN
NEW MEXICO,2019,13,,-,1,,,-,,-,,N,,NC,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
NEW YORK CITY,2019,13,,-,0,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY
MISSOURI,2019,13,,-,4,,1,,,-,,-,1,,,-,4,,"MISSOURI
(38.636168, -92.566292)",
TENNESSEE,2019,13,,-,1,,,-,,-,,-,1,,,-,2,,"TENNESSEE
(35.681402, -85.774444)",
COLORADO,2019,13,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
GUAM,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MIDDLE ATLANTIC,2019,13,,-,1,,1,,,-,,-,2,,,-,6,,MIDDLE ATLANTIC,
NORTHERN MARIANA ISLANDS,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MONTANA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
U.S. VIRGIN ISLANDS,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WEST VIRGINIA,2019,13,,-,1,,,-,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW ENGLAND,2019,13,,-,1,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND
DISTRICT OF COLUMBIA,2019,13,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MARYLAND,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
WASHINGTON,2019,13,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
RHODE ISLAND,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
EAST NORTH CENTRAL,2019,13,,-,2,,,-,,-,,-,2,,2,,4,,,EAST NORTH CENTRAL
OKLAHOMA,2019,13,,-,13,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
FLORIDA,2019,13,,-,1,,,-,,-,,-,1,,,-,1,,"FLORIDA
(28.915325, -81.922409)",
ILLINOIS,2019,13,,-,2,,,-,,-,,-,1,,1,,1,,"ILLINOIS
(40.477092, -88.993221)",
NORTH CAROLINA,2019,13,,-,2,,,-,1,,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH DAKOTA,2019,13,,-,2,,1,,,-,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
GEORGIA,2019,13,,-,0,,,-,,-,,-,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
VERMONT,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
IOWA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
EAST SOUTH CENTRAL,2019,13,,-,3,,,-,,-,,-,1,,,-,2,,,EAST SOUTH CENTRAL
ARIZONA,2019,13,,-,0,,,-,,-,,-,1,,2,,2,,"ARIZONA
(34.869712, -111.760902)",
OREGON,2019,13,,-,2,,1,,,-,,N,,NC,,N,,N,"OREGON
(44.567912, -120.156945)",
IDAHO,2019,13,,-,1,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
MISSISSIPPI,2019,13,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MINNESOTA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MIDDLE ATLANTIC,2019,14,,-,1,,1,,,-,1,,2,,1,,6,,MIDDLE ATLANTIC,
FLORIDA,2019,14,,-,1,,,-,,-,,-,1,,,-,1,,"FLORIDA
(28.915325, -81.922409)",
U.S. VIRGIN ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
IDAHO,2019,14,,-,1,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
OKLAHOMA,2019,14,,-,13,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
US RESIDENTS,2019,14,1,,18,,9,,8,,1,,4,,8,,26,,,US RESIDENTS
