License Number,Licensee Name,DBA Name,License Type,District,Sub District,County,Street Number,Street Name,City,State,Zip Code,Last Name,First Name,Business Phone,Renewal Date,latlng
86916,CASEYS MARKETING COMPANY,CASEY'S GENERAL STORE #1382,SOP,5,00,053,1621,LINN STREET,LEBANON,MO,655364419,HAWORTH,DONITA,,04/26/2019,"(39.1141351, -84.5278302)"
211230,CASEY'S MARKETING CO.,CASEY'S GENERAL STORE #1094,OPL,5,00,007,201,N. ORANGE ROAD,BUTLER,MO,647301319,UTHE,SHARON,,04/16/2019,"(38.2606636, -94.3426623)"
224784,MISSOURI CVS PHARMACY LLC,CVS PHARMACY,SOP,5,00,073,112,E. 32ND STREET,JOPLIN,MO,64804,EPPLE,LORENE,,05/17/2019,"(37.0548354, -94.51400989999999)"
178810,BLUESTONE WENTZVILLE LLC,COUNTRY CLUB EXPRESS CAR WASH,SOP,3,00,092,1744,WENTZVILLE PARKWAY,WENTZVILLE,MO,633853455,BLUESTONE,BARBARA,,03/27/2019,"(38.8199321, -90.8774071)"
170185,CREEKMOOR PROPERTY OWNERS ASSOC. INC.,CREEKMOOR PROPERTY OWNERS ASSOC. INC.,SBD,1,00,019,1112,E. 163RD ST.,RAYMORE,MO,640838392,SCOTT,RICKIE,,05/23/2019,"(38.8276198, -94.4727443)"
131283,QUIKTRIP CORPORATION,QUIKTRIP #213,SOP,1,00,024,1407,SOUTH 169 HIGHWAY,SMITHVILLE,MO,640899325,HARPER,JACOB,,05/07/2019,"(39.3684284, -94.5826292)"
195579,KELLAN RESTAURANT MANAGEMENT CORP.,54TH STREET GRILL & BAR,SBD,3,00,092,1897,WENTZVILLE PARKWAY,WENTZVILLE,MO,633853896,NORSWORTHY,MICHAEL,,04/23/2019,"(38.8174065, -90.87790199999999)"
92646,CASEYS MARKETING COMPANY,CASEYS GENERAL STORE #1899,SOP,4,00,035,1313,N DOUGLAS,MALDEN,MO,638631349,HAWORTH,DONITA,,04/16/2019,"(36.5780449, -89.97081030000001)"
172113,CASTELLO'S RESTAURANT LLC,CASTELLO'S RESTAURANT,RBDR,4,00,012,2781,N WESTWOOD BLVD,POPLAR BLUFF,MO,639012346,TINSLEY,BOBBIE,,05/17/2019,"(36.786577, -90.43165719999999)"
114544,GRAND CRU LLC,GRAND CRU,SBD,2,00,010,2600,S PROVIDENCE,COLUMBIA,MO,652030069,LIGGETT,GEORGE,,05/07/2019,"(38.9219695, -92.3352987)"
236229,"JOHNSON, MARTIN M.",RUBY MAGDALENA VINEYARDS,WDS,7,00,999,855,GILBERT ROAD,ZILLAH,WA,989530249,,,,04/11/2019,"(46.4480829, -120.306887)"
232476,MARKETING MANAGEMENT INC.,18 NORTH CENTRAL,RBD,3,00,092,18,N. CENTRAL DRIVE,O'FALLON,MO,633662336,MOSS,MICHAEL,,04/03/2019,"(38.804626, -90.726108)"
4373,VETERANS OF FOREIGN WARS,POST 1829 CLAUDE B. CHAMPION,RBD,1,00,048,5904,CRYSTAL STREET,KANSAS CITY,MO,641292580,REICHEL,HERBERT,,04/29/2019,"(39.017032, -94.5036329)"
93697,MARYS MARKET INC.,MARYS MARKET,OPL,3,00,050,3300,HWY 61 SOUTH,FESTUS,MO,630284228,WALLEN,STEVEN,,05/23/2019,"(38.145437, -90.324984)"
192925,"MINER FAMILY WINERY, LLC",MINER FAMILY WINERY,WDS,7,00,999,7850,SILVERADO TRAIL,OAKVILLE,CA,94562,MINER,DAVID,,05/17/2019,"(38.463237, -122.370565)"
221431,WALMART STORES EAST I LP,WALMART STORES #4057,OPL,5,00,049,1600,E. 7TH STREET,JOPLIN,MO,64801,EMANUEL,JAMES,,05/16/2019,"(37.083067, -94.496473)"
247773,PETIT HAMEAU LLC,"GRATEFUL PALATE, THE",22S,7,00,999,1443,"MAIN ST., STE. 122",NAPA,CA,945591998,PHILIPS,DANIEL,,04/10/2019,"(38.3022156, -122.2884214)"
4900,QUIK-TRIP CORPORATION,QUIK-TRIP #190,OPL,1,00,048,344,W 72ND ST,KANSAS CITY,MO,641145744,HARPER,JACOB,,05/07/2019,"(38.9981558, -94.5931493)"
235540,CROWN VALLEY WINERY INC.,CROWN VALLEY BRANSON,RBD,5,00,107,1420,"W. HIGHWAY 76, STE. 100",BRANSON,MO,65616,SCOTT,JOE,,05/10/2019,"(36.6400495, -93.24568750000002)"
238616,AWAIS & A LLC,MARTIN CITY FOOD MART,OPL,1,00,048,125,W. 135TH STREET,KANSAS CITY,MO,64145,DAD,MAZHAR,,05/07/2019,"(38.882684, -94.597698)"
220560,SHOT HEAVEN INC.,SHOT HEAVEN INC.,SBD,3,00,116,5229,GRAVOIS AVE.,ST. LOUIS,MO,631162309,MANCHANDA,DANIEL,,05/13/2019,"(38.579489, -90.269908)"
205158,WOODHOUSE WINE ESTATES I LLC,WOODHOUSE FAMILY CELLARS,WDS,7,00,999,15500,WOODINVILLE REDMOND RD NE C600,WOODINVILLE,WA,98072,SHAH,BIJAL,,05/17/2019,"(47.741318, -122.15578)"
262026,CHIMERA LLC,"BELLWETHER, THE",SBD,3,00,116,1419,CARROLL ST.,ST. LOUIS,MO,63104,SCHMITZ,BRIAN,,05/15/2019,"(38.6149034, -90.20775479999999)"
226562,WAL MART STORES EAST I LP,WAL MART STORE #1177,OPT,3,00,095,201,HIGHLANDS BLVD,MANCHESTER,MO,63011,EMANUEL,JAMES,,05/16/2019,"(38.595678, -90.506637)"
236808,KUM & GO L.C.,KUM & GO 471,OPT,5,00,039,2953,N. NATIONAL,SPRINGFIELD,MO,658034420,MCCALEB,TIMOTHY,,03/26/2019,"(37.2513655, -93.2745036)"
166300,PILOT TRAVEL CENTERS LLC,PILOT TRAVEL CENTER,SOP,1,00,024,600,W. STATE RT. 92,KEARNEY,MO,640608662,MARX,KAREN,,04/23/2019,"(39.3683912, -94.37425789999999)"
255359,"COFFEE ETHIC LLC, THE","COFFEE ETHIC, THE",SBD,5,00,039,124,PARK CENTRAL SQUARE,SPRINGFIELD,MO,65806,BILLIONIS,MICHELLE,,04/30/2019,"(37.20840099999999, -93.29258)"
217475,SEAVEY VINEYARD LP,SEAVEY VINEYARD,WDS,7,00,999,1310,CONN VALLEY ROAD,ST. HELENA,CA,945749610,,,,04/02/2019,"(38.5061579, -122.3992574)"
224922,GOLDEN KOREAN RESTAURANT INC.,GOLDEN KOREAN RESTAURANT,5BD,5,00,039,1406-A,W. SUNSHINE,SPRINGFIELD,MO,65807,CHOE,YOUNG,,03/28/2019,"(37.181948, -93.310825)"
255424,LILIANA'S ITALIAN KITCHEN LLC,LILIANA'S ITALIAN KITCHEN,5SBD,3,00,095,11836-,38 TESSON FERRY ROAD,ST. LOUIS,MO,63128,PIERI,GAIL,,04/23/2019,"(38.5192599, -90.362456)"
187183,CRAFT RESTAURANTS LTD.,BRASSERIE BY NICHE,SBD,3,00,116,4580,LACLEDE AVE.,ST. LOUIS,MO,631082104,BREEZE,CHRIS,,04/09/2019,"(38.6400073, -90.2618409)"
257786,H DE V LLC,H DE V,WDS,7,00,999,588,TRANCAS ST.,NAPA,CA,945583013,HYDE,RICHARD,,04/02/2019,"(38.3257249, -122.2830894)"
247940,FREEDOM RESTAURANT GROUP LLC,GRACE MEAT & THREE,RBD,3,00,116,4266 -,70 MANCHESTER,ST. LOUIS,MO,631103826,LEWIS,RICHARD,,03/27/2019,"(38.6269269, -90.2565687)"
160165,CASEYS MARKETING COMPANY,CASEYS GENERAL STORE #3400,SOP,5,00,022,315,NE US HIGHWAY 60,BILLINGS,MO,656108908,HAWORTH,DONITA,,04/16/2019,"(37.0677457, -93.5512692)"
237504,HY VEE INC.,HY VEE FOOD STORES,RBD,1,00,048,1525,E. 23RD STREET,INDEPENDENCE,MO,64055,DOLPH,RODNEY,,04/05/2019,"(39.0768641, -94.3937164)"
164894,KOHLFELD DISTRIBUTING INC.,KOHLFELD DISTRIBUTING (JACKSON),LWS,4,00,016,4691,E JACKSON BLVD,JACKSON,MO,637553803,KOHLFELD,MICHAEL,,04/25/2019,"(37.352912, -89.612121)"
245493,MACS CONVENIENCE STORES LLC,CIRCLE K #1646,OPL,3,00,092,5952,S. HIGHWAY 94,WELDON SPRINGS,MO,63304,GRIFFITH,ROBBIN,,03/28/2019,"(38.7136797, -90.6773291)"
222910,QUIK TRIP CORPORATION,QUIK TRIP #665,SOP,3,00,095,9404,PAGE AVENUE,OVERLAND,MO,631321522,SMITH,ROBERT,,05/07/2019,"(38.6867428, -90.36267939999999)"
171134,SUPERTARGET LIQUOR OF MISSOURI INC.,TARGET STORE T-2345,OPL,3,00,092,1883,WENTZVILLE PKWY.,WENTZVILLE,MO,63385,EPPLE,LORENE,,03/29/2019,"(38.819541, -90.880439)"
232025,FLOYD 75 LLC,COPPER PIG,SBD,3,00,116,4611,MACKLIND,ST. LOUIS,MO,63109,NGUYEN,MINH-NHAT,,05/15/2019,"(38.5874809, -90.28437)"
166825,STEINER & LOCHE INVESTMENTS INC.,STRIELERS PUB,RBD,3,00,095,555,HOWDERSHELL RD.,FLORISSANT,MO,630316401,STEINER,STEPHANIE,,05/16/2019,"(38.8046279, -90.3645559)"
185557,SUPERTARGET LIQUOR OF MISSOURI INC.,TARGET STORE T-0774,OPL,5,00,049,3151,E 7TH,JOPLIN,MO,64801,EPPLE,LORENE,,03/29/2019,"(37.0843536, -94.4746553)"
242908,MACS CONVENIENCE STORES LLC,CIRCLE K #1685,OPL,3,00,095,1999,MCKELVEY RD.,MARYLAND HEIGHTS,MO,63043,GRIFFITH,ROBBIN,,03/28/2019,"(38.7142594, -90.4546223)"
144035,MAX OUT AT CAVE SPRINGS LANE LLC,MAX OUT AT CAVE SPRINGS LANE,SBD,3,00,092,4055,MEXICO ROAD,ST. PETERS,MO,633766409,SCHMITT,DANIEL,,05/13/2019,"(38.7906475, -90.5707576)"
229537,BALLYARD INVESTMENTS LLC,"ANGRY BEAVER, THE",RBD,3,00,116,730,S. BROADWAY,ST. LOUIS,MO,631021602,MORGAN,BENJAMIN,,07/03/2019,"(38.6189459, -90.1923439)"
156050,CASEYS MARKETING COMPANY,CASEY'S GENERAL STORE 2613,SOP,5,00,039,410,MILLER RD.,WILLARD,MO,657819475,HAWORTH,DONITA,,04/16/2019,"(37.2996793, -93.4236952)"
57788,SCHNUCK MARKETS INC.,SCHNUCK MARKETS #111,OPL,3,00,092,1950,ZUMBEHL ROAD,ST CHARLES,MO,63303,PENNEY,JED,,05/17/2019,"(38.780775, -90.530534)"
208664,CASEY'S MARKETING COMPANY,CASEY'S GENERAL STORE #3086,SOP,4,00,047,223,E. MADISON STREET,IRONTON,MO,636501230,HAWORTH,DONITA,,04/16/2019,"(37.6014645, -90.62558639999999)"
29880,MCKEEVER ENTERPRISES INC.,PRICE CHOPPER,OPL,1,00,048,16611,E 23RD STREET,INDEPENDENCE,MO,640552081,MCKEEVER,GARY,,05/13/2019,"(39.076262, -94.38278009999999)"
101068,ARCH ENERGY LLC,MOBIL MART #622,SOP,3,00,095,13553,RIVERPORT DRIVE,MARYLAND HEIGHTS,MO,63043,ANDREASSON,RACHEL,,05/16/2019,"(38.749272, -90.46355799999999)"
245409,G&W2 LLC,G&W COUNTRY MART,SOP,5,00,008,1000,E. MAIN,WARSAW,MO,65355,TRIPP,GREGG,,05/02/2019,"(38.2419243, -93.3648892)"
226353,QUIKTRIP CORPORATION,QUIKTRIP #647,OPL,3,00,095,1530,S. HANLEY,RICHMOND HEIGHTS,MO,63144,SMITH,ROBERT,,05/07/2019,"(38.625576, -90.3341219)"
205240,DISCOUNT SMOKE SHOP INC.,DISCOUNT SMOKE SHOP,SOP,3,00,116,4340,LOUGHBOROUGH,ST. LOUIS,MO,631162104,SCHIMMER,KURT,,03/28/2019,"(38.5662056, -90.2786921)"
179159,DRURY HOTELS COMPANY LLC,DRURY INN & SUITES KANSAS CITY STADIUM,SBD,1,00,048,3830,BLUE RIDGE CUTOFF,KANSAS CITY,MO,64133,STRAND,ERIC,,04/18/2019,"(39.0525242, -94.4741626)"
137995,O & W RESTAURANT & SALOON INC.,O & W RESTAURANT & SALOON,SBD,3,00,095,18000,CHESTERFIELD AIRPORT ROAD,CHESTERFIELD,MO,630051115,WENTE,TERRY,,03/27/2019,"(38.6688225, -90.63479369999999)"
232294,CROWN MART 17 INC.,CROWN MART 17,SOP,3,00,095,8319,JENNINGS STATION RD.,JENNINGS,MO,63136,DARWISH,AMJAD,,04/30/2019,"(38.7189819, -90.26098499999999)"
253070,MAS TEQUILA CANTINA LLC,MAS TEQUILA CANTINA,RBD,3,00,116,708,N. 2ND STREET,ST. LOUIS,MO,63102,GARCIA,BRENDA,,05/14/2019,"(38.6302661, -90.18421909999999)"
111697,T & M INC.,7 ELEVEN #17258,SOP,1,00,048,319,E 63RD STREET,KANSAS CITY,MO,641132225,BURTIN,TED,,06/06/2019,"(39.0133749, -94.5841291)"
228666,WALGREEN CO.,WALGREEN #1142,OPL,2,00,066,3938,OSAGE BEACH PARKWAY,OSAGE BEACH,MO,65065,GRIFFITH,ROBBIN,,03/22/2019,"(38.1404308, -92.63421059999999)"
138601,DIAGEO BEER COMPANY USA,DIAGEO BEER COMPANY USA,22S,7,00,999,801,MAIN AVE.,NORWALK,CT,68511127,CHAMBERLAIN,CHERISE,,04/18/2019,"(41.1450283, -73.4266117)"
256921,FOUR B CORP,SUNFRESH #46,OPL,1,00,048,11212,HOLMES ROAD,KANSAS CITY,MO,64131,RUTH,LISA,,05/23/2019,"(38.9234291, -94.5836863)"
134626,AYOTLAN INC.,LAS CARRETAS,RBD,1,00,054,212,S. 11TH ST.,LEXINGTON,MO,640671324,RAMIREZ,JAVIER,,03/29/2019,"(39.1838884, -93.8821226)"
169543,MERRYVALE VINEYARDS LLC,MERRYVALE VINEYARDS,WDS,7,00,999,1000,MAIN ST.,ST. HELENA,CA,945742011,SCHLATTER,RENE,,05/17/2019,"(38.5022461, -122.4641812)"
167887,"HARRIS, RENNICK & MARILYN",PARADIGM WINERY,22S,7,00,999,1277,DWYER RD.,OAKVILLE,CA,945620323,,,,04/18/2019,"(38.4205573, -122.3937753)"
220755,Q39 LLC,Q39,RBD,1,00,048,1000-,1002 W. 39TH STREET,KANSAS CITY,MO,64111,RODRIQUEZ,JOSHUA,,05/09/2019,"(39.05734330000001, -94.59830819999999)"
255022,JOHNNY G'S LLC,JOHNNY G'S,RBD,5,00,085,357,HIGHWAY Z STE. 9,SAINT ROBERT,MO,65584,RICHARDSON,JOHNNY,,07/02/2019,"(37.8217319, -92.1403907)"
109872,CITY OF ST. ANN,CITY OF ST. ANN,5SBD,3,00,095,4100,N ASHBY ROAD,ST ANN,MO,630741702,YOUNKER,TIMOTHY,,04/12/2019,"(38.734583, -90.381528)"
63888,MFA PETROLEUM COMPANY,BREAK TIME #3095,OPL,1,00,051,701,S MAGUIRE,WARRENSBURG,MO,64093,GOON,AMANDA,,04/18/2019,"(38.7546603, -93.73605669999999)"
195414,"ARTISTE MANAGEMENT CO., LLC",ARTISTE WINERY,WDS,7,00,999,125,N REFUGIO ROAD,SANTA YNEZ,CA,93460,RICE,FREDERICK,,04/02/2019,"(34.5865401, -120.1031882)"
160005,RUSSO CATERING CO.,RUSSO CATERING CO.,RBD,3,00,095,9904,PAGE,OVERLAND,MO,631321431,RUSSO,MARK,,04/24/2019,"(38.689515, -90.3790439)"
251486,J. GREY & CO LLC,"BEARDLY MAN, THE",RBD,3,00,092,20,"MEADOWS CIRCLE DR., STE 102",LAKE ST. LOUIS,MO,63367,GREY,JUSTIN,,07/02/2019,"(38.7812038, -90.7875318)"
207361,BROWN DERBY STORES INC.,BROWN DERBY STORE #6,OPL,5,00,039,2845A,W. CHESTNUT EXPRESSWAY,SPRINGFIELD,MO,658044619,JUNGE,JO ANN,,05/10/2019,"(37.2126345, -93.3345892)"
234918,SEASON'S 52 HOLDINGS LLC,SEASON'S 52 HOLDINGS,RBD,1,00,048,340,WARD PKWY,KANSAS CITY,MO,641122110,HALLORAN,KIMBERLY,,05/07/2019,"(39.0408211, -94.59121130000001)"
242156,SUNRISE MARKET LLC,SUNRISE MARKET,SBD,1,00,054,1212,W. OLD HWY 40,ODESSA,MO,64076,SUHR,CARISSA,,05/06/2019,"(39.0070473, -93.9707047)"
248902,SECOND NATURE CONCEPTS LLC,TRIBE,SBD,1,00,048,316,DELAWARE STREET,KANSAS CITY,MO,64105,VINZANT,BEN,,03/28/2019,"(39.10906689999999, -94.5846559)"
140348,COSENTINO GROUP INC.,"MARKET IN BROOKSIDE #144, THE",OPT,1,00,048,14,W. 62ND TERR,KANSAS CITY,MO,64113,COSENTINO,DAVID,,05/10/2019,"(39.0149114, -94.5890569)"
188351,DRURY DEVELOPMENT CORPORATION,PEAR TREE INN UNION STATION,SBD,3,00,116,2211,MARKET ST.,ST. LOUIS,MO,63103,UBERROTH,ERIK,,04/18/2019,"(38.631015, -90.212554)"
204930,GIRLZWORLD INC.,WALDO PIZZA,SBD,1,00,048,1543,NE DOUGLAS STREET,LEE'S SUMMIT,MO,640864611,SIMS,SUSAN,,03/27/2019,"(38.9396601, -94.37644069999999)"
88221,QUIK TRIP CORPORATION,QUIK TRIP #643,OPL,3,00,092,8601,MEXICO ROAD,O'FALLON,MO,633667506,SMITH,ROBERT,,05/07/2019,"(38.7917998, -90.6994169)"
92863,MFA PETROLEUM COMPANY,BREAK TIME #3006,OPL,2,00,058,508,S. MAIN,BROOKFIELD,MO,64628,GOON,AMANDA,,04/18/2019,"(39.7795717, -93.0715493)"
123369,RC STORES INC.,RC STORES,SOP,4,00,062,6726,BUSINESS 67,FREDERICKTOWN,MO,636457104,ROBBINS,ARTHUR,,04/30/2019,"(37.4906794, -90.3062552)"
120906,QUIKTRIP CORPORATION,QUIKTRIP #632,SOP,3,00,092,4750,HWY K,O'FALLON,MO,633688614,SMITH,ROBERT,,05/07/2019,"(38.7183289, -90.7010004)"
233088,GIT N GO INC.,GIT N GO,OPT,5,00,039,3030,SOUTH JEFFERSON,SPRINGFIELD,MO,658074952,BAREKMAN,RODNEY,,05/09/2019,"(37.1592704, -93.29064100000001)"
124790,COSTCO WHOLESALE CORPORATION,COSTCO WHOLESALE #373,SOP,1,00,048,19040,E VALLEY VIEW PARKWAY,INDEPENDENCE,MO,640557004,EPPLE,LORENE,,04/29/2019,"(39.0366832, -94.3576095)"
250766,SEOUL TACO COLUMBIA LLC,SEOUL TACO COLUMBIA,SBD,2,00,010,1020,E BROADWAY,COLUMBIA,MO,65201,CHOI,DAVID,,04/30/2019,"(38.9512277, -92.3256536)"
13263,MOM'S DELI INC.,MOM'S DELI,OPL,3,00,116,4412,JAMIESON AVE,ST LOUIS,MO,631091910,VAGO,DENISE,,04/05/2019,"(38.5917903, -90.3093536)"
147412,"WAL-MART STORES EAST I, LP",WAL MART STORES #152,OPL,3,00,050,12862,STATE ROAD 21,DESOTO,MO,63020,EMANUEL,JAMES,,05/16/2019,"(38.1489509, -90.577519)"
172452,"GMRI, INC.","OLIVE GARDEN ITALIAN REST. #1765, THE",SBD,1,00,011,5312,N. BELT HWY,ST. JOSEPH,MO,645061209,KEITH,MICHELLE,,05/23/2019,"(39.8149234, -94.8159752)"
167430,JANM INC.,IN N OUT,OPL,3,00,095,9400,S. BROADWAY,ST. LOUIS,MO,63125,PATEL,NIMESH,,05/13/2019,"(38.5329741, -90.2756941)"
236176,WAL MART STORES EAST I LP,WALMART #2839,OPT,5,00,039,444,W. GRAND STREET,SPRINGFIELD,MO,65807,EMANUEL,JAMES,,05/16/2019,"(37.196594, -93.29644499999999)"
167094,PATTY LONG CATERING INC.,PATTY LONGS AT THE 9TH STREET ABBEY,RDC5,3,00,116,1808,S 9TH STREET,ST LOUIS,MO,631043904,LONG,JOAN,,04/12/2019,"(38.609383, -90.20339400000002)"
226325,"SUSHI AI DONG QI, LLC",SUSHI AI,5SBD,3,00,092,2981,HIGHWAY K,O'FALLON,MO,633687862,SUN,DIDI,,04/17/2019,"(38.7574314, -90.7036978)"
254369,"ARLINGTON EVENT CENTER LLC, THE","ARLINGTON EVENT CENTER, THE",SBD,3,00,050,207,E. MAIN ST.,DE SOTO,MO,63020,BORDEAU,TAMMY,,05/13/2019,"(38.137665, -90.55328000000002)"
186393,CASEY'S MARKETING COMPANY,CASEY'S GENERAL STORE #2857,OPL,5,00,043,11505,US HIGHWAY 54,WEAUBLEAU,MO,65774,UTHE,SHARON,,04/16/2019,"(39.3406109, -91.2596543)"
247180,"NICKELS, CINDY LOU",BUCKHORN PACKAGE,SOP,5,00,085,25805,HIGHWAY 17,WAYNESVILLE,MO,655832188,,,,04/10/2019,"(37.7861524, -92.26114369999999)"
251685,SUMMIT LAKE VINEYARDS & WINERY LLC,SUMMIT LAKE VINEYARDS & WINERY,WDS,7,00,999,2000,SUMMIT LAKE DRIVE,ANGWIN,CA,945089778,BRAKESMAN,ROBERT,,04/11/2019,"(38.599305, -122.46083)"
219293,JAMC LLC,BRICKS PUB & GRUB,RBD,1,00,048,18,SE 3RD STREET,LEE'S SUMMIT,MO,640632706,DENHAM,JOSE,,04/05/2019,"(38.9125484, -94.3767934)"
228333,WALGREEN CO.,WALGREEN #10211,OPL,2,00,110,701,N. HIGHWAY 47,WARRENTON,MO,63383,GRIFFITH,ROBBIN,,03/22/2019,"(38.8191586, -91.1422905)"
257575,LIFELINE LLC,BONNE TERRE BP,SOP,4,00,094,416,BENHAM ST.,BONNE TERRE,MO,63628,YOUNG,DAWNE,,06/27/2019,"(37.9234111, -90.5465854)"
229197,CRYSTAL BASIN CELLARS INC.,CRYSTAL BASIN CELLARS,WDS,7,00,999,3550,CARSON ROAD,CAMINO,CA,95709,OWEN,MIKE,,04/02/2019,"(38.7404026, -120.6985422)"
256576,MUDHOLE BBQ LLC,MUDHOLE BBQ,5BD,1,00,024,6253,N. OAK TRFY,KANSAS CITY,MO,64118,GOICOA,ADAM,,04/26/2019,"(39.2076249, -94.57544709999999)"
221215,AMA ENTERPRISES LLC,DISCOUNT SMOKES & LIQUOR,OPL,1,00,048,9935,EAST TRUMAN ROAD,INDEPENDENCE,MO,64052,MCATEE,ROBERT,,06/06/2019,"(39.09509800000001, -94.460183)"
140734,ALDI INC.,ALDI #32,OPL,3,00,095,2505,NORTH HWY 67,FLORISSANT,MO,630332037,JEFFRIES,ROBERT,,05/10/2019,"(38.8057545, -90.30693029999999)"
88265,CASEYS MARKETING COMPANY,CASEYS GENERAL STORE #2808,OPL,1,00,048,101,S. BUCKNER-TARSNEY RD.,GRAIN VALLEY,MO,640298398,UTHE,SHARON,,04/16/2019,"(39.0100171, -94.197985)"
170519,MUTUAL MUSICIANS FOUNDATION INC.,MUTUAL MUSICIANS FOUNDATION,EHHL,1,00,048,1823,HIGHLAND,KANSAS CITY,MO,641081618,HATHAWAY,JAMES,,05/09/2019,"(39.0902285, -94.56194909999999)"
219411,"BAUER, DONALD F.",A LITTLE BBQ JOINT,RBD,1,00,048,1101,WEST US 24 HIGHWAY,INDEPENDENCE,MO,640500228,,,,04/30/2019,"(39.10167939999999, -94.4289775)"
197837,ST. JOSEPH CHURCH,ST. JOSEPH CHURCH,5BDW,3,00,095,555,ST JOSEPH LANE,MANCHESTER,MO,63021,PASTORIUS,THOMAS,,04/04/2019,"(38.5875709, -90.51817199999999)"
169769,"TALLEY VINEYARDS, INC.",TALLEY VINEYARDS,WDS,7,00,999,3031,LOPEZ DR.,ARROYO GRANDE,CA,93420,TALLEY,BRIAN,,05/22/2019,"(35.1822882, -120.5235994)"
224860,PETES OF ERIE INC.,PUMP N PETES #41,SOP,5,00,049,1224,W. CENTRAL,CARTHAGE,MO,64836,GLOODT,SHAWN,,04/04/2019,"(37.178493, -94.32704199999999)"
201392,IZZAH LLC,US OIL,OPL,1,00,011,601,S 22ND ST,ST. JOSEPH,MO,64507,BRYANT,RICHARD,,04/24/2019,"(39.7621899, -94.83371400000001)"
214190,ALDI INC.,ALDI 29,SOP,3,00,095,11745,OLIVE BLVD.,CREVE COEUR,MO,631417003,FRANKE,BRENT,,05/10/2019,"(38.670813, -90.44233460000001)"
235926,BARNARD GRIFFIN INC.,BARNARD GRIFFIN WINERY,WDS,7,00,999,878,TULIP LANE,RICHLAND,WA,993528588,GRIFFIN,ROBERT,,04/11/2019,"(46.25452, -119.298602)"
246465,SWP INC.,CROWN PLAZA HOTEL ST. LOUIS AIRPORT,RBD,3,00,095,11228,LONE EAGLE DRIVE,BRIDGETON,MO,63044,IKEMEIER,FRANCIS,,04/19/2019,"(38.7402895, -90.3970841)"
254246,PRIYAA INDIAN CUISINE LLC,PRIYAA INDIAN CUISINE,RBD,3,00,095,1910,MCKELVEY ROAD,MARYLAND HEIGHTS,MO,63043,YERRAGUNTA,SRINIVASA,,05/07/2019,"(38.713642, -90.45357299999999)"
262270,KEEVER VINEYARDS LLC,KEEVER VINEYARDS,WDS,7,00,999,26,VINEYARD VIEW DRIVE,NAPA,CA,945580000,KEEVER,WILLIAM,,05/22/2019,"(38.38479780000001, -122.3645685)"
224756,HOA RESTAURANT HOLDER LLC,HOOTERS OF SOUTH COUNTY II,SBD,3,00,095,7517,SOUTH LINDBERGH BLVD.,ST. LOUIS,MO,631254839,GRIFFIN,JENNIFER,,03/29/2019,"(38.5042133, -90.32246119999999)"
118647,SCHNUCK MARKETS INC.,SCHNUCKS #725,OPL,3,00,092,1960,WENTZVILLE PARKWAY,WENTZVILLE,MO,63385,PENNEY,JED,,05/17/2019,"(38.814388, -90.874066)"
124521,CASEYS MARKETING COMPANY,CASEYS GENERAL STORE #2374,SOP,2,00,061,1107,N. BROWN,LA PLATA,MO,635491463,UTHE,SHARON,,04/16/2019,"(40.0328047, -92.4888101)"
93627,GENERAL STORE #2 INC.,MARSH'S SUNFRESH,OPT,1,00,048,4001,MILL STREET,KANSAS CITY,MO,641113008,SMITH,ROBERT,,04/12/2019,"(39.05456239999999, -94.5947473)"
39123,MCKEEVER ENTERPRISES INC.,PRICE CHOPPER FOODS,OPL,1,00,048,4201,S NOLAND ROAD,INDEPENDENCE,MO,640557332,MCKEEVER,GARY,,05/13/2019,"(39.043517, -94.4127685)"
235371,BIG CEDAR LLC,BIG CEDAR,RBDR,5,00,107,612,DEVIL'S POOL ROAD,RIDGEDALE,MO,657399730,HAGALE,JIM,,04/23/2019,"(36.5346018, -93.27381559999999)"
230420,GK FUEL MART INC.,FUEL EXPRESSO 19,SOP,1,00,041,101,S. 25TH STREET,BETHANY,MO,64424,CAMBRON,JEANNETTE,,05/06/2019,"(40.2683122, -94.0272231)"
243225,FRINGE BEERWORKS TAPROOM LLC,FRINGE BEERWORKS TAPROOM,MICB,1,00,048,224,SE DOUGLAS STREET,LEE'S SUMMIT,MO,64063,PEASE,EDWARD,,05/07/2019,"(38.9127976, -94.37661489999999)"
184076,CROWN MART 6 INC.,CROWN MART 6,SOP,3,00,116,1515,N. 13TH ST.,ST. LOUIS,MO,631064226,SALAMAH,AHMAD,,03/27/2019,"(38.6418711, -90.1944147)"
228449,WALGREEN CO.,WALGREEN #6254,SOP,3,00,095,7199,NATURAL BRIDGE ROAD,NORTHWOODS,MO,63121,GRIFFITH,ROBBIN,,03/22/2019,"(38.70158199999999, -90.291693)"
227333,"ARI'S GREEK AMER. REST. SUNSET HILLS,LLC",ARI'S GREEK AMERICAN RESTAURANT,SBD,3,00,095,9992,LIN FERRY DRIVE,GREEN PARK,MO,63123,SALIAJ,FESTIM,,04/05/2019,"(38.52535, -90.352603)"
252622,HOST D&D STL 3KG FB LLC,THREE KINGS,RBD,3,00,095,10701,LAMBERT INTERNATIONL BLVD.,ST. LOUIS,MO,63145,JONES,DARRYL,,03/28/2019,"(38.7419782, -90.3649791)"
