Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Max†","Mumps, Previous 52 weeks Max†, flag","Mumps, Cum 2020†","Mumps, Cum 2020†, flag","Mumps, Cum 2019†","Mumps, Cum 2019†, flag","Novel influenza A virus infections§, Current week","Novel influenza A virus infections§, Current week, flag","Novel influenza A virus infections§, Previous 52 weeks Max†","Novel influenza A virus infections§, Previous 52 weeks Max†, flag","Novel influenza A virus infections§, Cum 2020†","Novel influenza A virus infections§, Cum 2020†, flag","Novel influenza A virus infections§, Cum 2019†","Novel influenza A virus infections§, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
MASSACHUSETTS,2020,14,,-,4,,14,,26,,,-,0,,,-,,-,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,14,2,,13,,36,,70,,,-,0,,,-,,-,,MOUNTAIN,20201448,
INDIANA,2020,14,,-,13,,5,,15,,,-,0,,,-,,-,INDIANA,,20201416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201469,
US TERRITORIES,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201463,
TOTAL,2020,18,4,,105,,476,,1163,,,-,0,,,-,,-,,TOTAL,20201870,
US RESIDENTS,2020,18,4,,105,,476,,1163,,,-,0,,,-,,-,,US RESIDENTS,20201801,
NEW HAMPSHIRE,2020,18,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201806,POINT (-71.57139 43.680429)
NEW YORK,2020,18,3,,4,,26,,13,,,-,0,,,-,,-,NEW YORK,,20201811,POINT (-75.59655 42.921241)
PACIFIC,2020,18,,-,36,,67,,104,,,-,0,,,-,,-,,PACIFIC,20201857,
WEST SOUTH CENTRAL,2020,18,,-,54,,57,,293,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201843,
NEBRASKA,2020,18,,-,19,,,-,3,,,-,0,,,-,,-,NEBRASKA,,20201825,POINT (-99.810595 41.527099)
US RESIDENTS,2020,15,3,,107,,425,,905,,,-,0,,,-,,-,,US RESIDENTS,20201501,
EAST SOUTH CENTRAL,2020,18,,-,21,,7,,40,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201838,
NORTH DAKOTA,2020,18,,-,3,,1,,13,,,-,0,,,-,,-,NORTH DAKOTA,,20201826,POINT (-100.46931 47.446305)
NEVADA,2020,18,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20201853,POINT (-114.916992 39.283294)
ILLINOIS,2020,18,,-,3,,19,,47,,,-,0,,,-,,-,ILLINOIS,,20201815,POINT (-89.148632 40.124144)
IOWA,2020,18,,-,2,,6,,4,,,-,0,,,-,,-,IOWA,,20201821,POINT (-93.500061 42.074659)
TEXAS,2020,18,,-,42,,10,,223,,,-,0,,,-,,-,TEXAS,,20201847,POINT (-99.317341 31.447238)
ALASKA,2020,18,,-,1,,,-,,-,,-,0,,,-,,-,ALASKA,,20201858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,18,,-,1,,,-,3,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201830,POINT (-77.016275 38.904785)
WASHINGTON,2020,18,,-,4,,,-,15,,,-,0,,,-,,-,WASHINGTON,,20201862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,18,,-,9,,42,,39,,,-,0,,,-,,-,,NEW ENGLAND,20201802,
RHODE ISLAND,2020,18,,-,2,,,-,2,,,-,0,,,-,,-,RHODE ISLAND,,20201807,POINT (-71.534637 41.572574)
OREGON,2020,18,,-,5,,2,,1,,,-,0,,,-,,-,OREGON,,20201861,POINT (-120.605279 43.940449)
DELAWARE,2020,18,,-,2,,4,,1,,,-,0,,,-,,-,DELAWARE,,20201829,POINT (-75.452394 38.994926)
ALABAMA,2020,18,,-,2,,1,,4,,,-,0,,,-,,-,ALABAMA,,20201839,POINT (-86.844516 32.756889)
KANSAS,2020,18,,-,2,,,-,3,,,-,0,,,-,,-,KANSAS,,20201822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,18,,-,18,,18,,6,,,-,0,,,-,,-,NORTH CAROLINA,,20201834,POINT (-79.130883 35.52603)
GUAM,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201866,POINT (144.653198 13.3532)
NEW JERSEY,2020,18,,-,5,,6,,28,,,-,0,,,-,,-,NEW JERSEY,,20201810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,18,,-,8,,,-,9,,,-,0,,,-,,-,NEW MEXICO,,20201854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,18,,-,14,,43,,147,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201814,
TENNESSEE,2020,18,,-,21,,2,,9,,,-,0,,,-,,-,TENNESSEE,,20201842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,18,,-,6,,18,,2,,,-,0,,,-,,-,CONNECTICUT,,20201803,POINT (-72.738288 41.575155)
MARYLAND,2020,18,,-,3,,3,,4,,,-,0,,,-,,-,MARYLAND,,20201833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,18,,-,19,,16,,8,,,-,0,,,-,,-,SOUTH CAROLINA,,20201835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,18,,-,2,,2,,,-,,-,0,,,-,,-,OKLAHOMA,,20201846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201865,POINT (145.725693 15.1834)
OHIO,2020,18,,-,4,,9,,31,,,-,0,,,-,,-,OHIO,,20201818,POINT (-82.70936 40.415534)
MINNESOTA,2020,18,,-,6,,2,,2,,,-,0,,,-,,-,MINNESOTA,,20201823,POINT (-94.198308 46.349153)
LOUISIANA,2020,18,,-,20,,37,,70,,,-,0,,,-,,-,LOUISIANA,,20201845,POINT (-91.840238 30.921314)
HAWAII,2020,18,,-,1,,2,,1,,,-,0,,,-,,-,HAWAII,,20201860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,18,,-,29,,61,,73,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201828,
PENNSYLVANIA,2020,18,,-,22,,24,,251,,,-,0,,,-,,-,PENNSYLVANIA,,20201813,POINT (-77.838886 40.896694)
UTAH,2020,18,,-,3,,1,,18,,,-,0,,,-,,-,UTAH,,20201855,POINT (-111.678222 39.323779)
COLORADO,2020,18,1,,6,,28,,36,,,-,0,,,-,,-,COLORADO,,20201850,POINT (-105.547832 38.998552)
VERMONT,2020,18,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20201808,POINT (-72.662695 44.075252)
KENTUCKY,2020,18,,-,1,,3,,1,,,-,0,,,-,,-,KENTUCKY,,20201840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201867,POINT (-66.414655 18.215692)
MAINE,2020,18,,-,1,,,-,4,,,-,0,,,-,,-,MAINE,,20201804,POINT (-69.06137 45.117911)
VIRGINIA,2020,18,,-,5,,4,,10,,,-,0,,,-,,-,VIRGINIA,,20201836,POINT (-78.666382 37.510861)
ARIZONA,2020,18,,-,10,,7,,30,,,-,0,,,-,,-,ARIZONA,,20201849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201864,
WISCONSIN,2020,18,,-,6,,8,,9,,,-,0,,,-,,-,WISCONSIN,,20201819,POINT (-89.732969 44.639954)
IDAHO,2020,18,,-,1,,,-,,-,,-,0,,,-,,-,IDAHO,,20201851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201868,POINT (-64.840836 18.060868)
MICHIGAN,2020,18,,-,2,,2,,12,,,-,0,,,-,,-,MICHIGAN,,20201817,POINT (-85.730977 44.874798)
GEORGIA,2020,18,,-,8,,2,,19,,,-,0,,,-,,-,GEORGIA,,20201832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,18,,-,11,,59,,37,,,-,0,,,-,,-,,NEW YORK CITY,20201812,
ARKANSAS,2020,18,,-,2,,8,,,-,,-,0,,,-,,-,ARKANSAS,,20201844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,18,,-,5,,1,,26,,,-,0,,,-,,-,MISSISSIPPI,,20201841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,18,,-,2,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201827,POINT (-100.230491 44.43614)
WYOMING,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201856,POINT (-107.55145 42.999627)
MISSOURI,2020,18,,-,15,,38,,8,,,-,0,,,-,,-,MISSOURI,,20201824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,18,3,,25,,115,,329,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201809,
CALIFORNIA,2020,18,,-,31,,63,,87,,,-,0,,,-,,-,CALIFORNIA,,20201859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,18,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20201837,POINT (-80.613729 38.642579)
FLORIDA,2020,18,,-,21,,14,,20,,,-,0,,,-,,-,FLORIDA,,20201831,POINT (-82.420978 28.260731)
MONTANA,2020,18,,-,3,,1,,11,,,-,0,,,-,,-,MONTANA,,20201852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,18,,-,22,,47,,33,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201820,
MASSACHUSETTS,2020,18,,-,4,,14,,29,,,-,0,,,-,,-,MASSACHUSETTS,,20201805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,18,1,,13,,37,,105,,,-,0,,,-,,-,,MOUNTAIN,20201848,
TOTAL,2020,15,3,,107,,425,,905,,,-,0,,,-,,-,,TOTAL,20201570,
NEW HAMPSHIRE,2020,15,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201506,POINT (-71.57139 43.680429)
NEW YORK,2020,15,,-,4,,20,,11,,,-,0,,,-,,-,NEW YORK,,20201511,POINT (-75.59655 42.921241)
PACIFIC,2020,15,1,,43,,65,,78,,,-,0,,,-,,-,,PACIFIC,20201557,
WEST SOUTH CENTRAL,2020,15,2,,57,,27,,216,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201543,
NEBRASKA,2020,15,,-,19,,,-,3,,,-,0,,,-,,-,NEBRASKA,,20201525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,15,,-,21,,5,,29,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201538,
NORTH DAKOTA,2020,15,,-,3,,1,,8,,,-,0,,,-,,-,NORTH DAKOTA,,20201526,POINT (-100.46931 47.446305)
NEVADA,2020,15,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20201553,POINT (-114.916992 39.283294)
ILLINOIS,2020,15,,-,3,,18,,41,,,-,0,,,-,,-,ILLINOIS,,20201515,POINT (-89.148632 40.124144)
IOWA,2020,15,,-,2,,6,,3,,,-,0,,,-,,-,IOWA,,20201521,POINT (-93.500061 42.074659)
TEXAS,2020,15,,-,42,,10,,152,,,-,0,,,-,,-,TEXAS,,20201547,POINT (-99.317341 31.447238)
ALASKA,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,ALASKA,,20201558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,15,,-,1,,,-,2,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201530,POINT (-77.016275 38.904785)
WASHINGTON,2020,15,,-,4,,,-,12,,,-,0,,,-,,-,WASHINGTON,,20201562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,15,,-,9,,42,,36,,,-,0,,,-,,-,,NEW ENGLAND,20201502,
RHODE ISLAND,2020,15,,-,2,,,-,2,,,-,0,,,-,,-,RHODE ISLAND,,20201507,POINT (-71.534637 41.572574)
OREGON,2020,15,,-,5,,2,,1,,,-,0,,,-,,-,OREGON,,20201561,POINT (-120.605279 43.940449)
DELAWARE,2020,15,,-,2,,4,,1,,,-,0,,,-,,-,DELAWARE,,20201529,POINT (-75.452394 38.994926)
ALABAMA,2020,15,,-,2,,1,,2,,,-,0,,,-,,-,ALABAMA,,20201539,POINT (-86.844516 32.756889)
KANSAS,2020,15,,-,2,,,-,2,,,-,0,,,-,,-,KANSAS,,20201522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,15,,-,18,,17,,3,,,-,0,,,-,,-,NORTH CAROLINA,,20201534,POINT (-79.130883 35.52603)
GUAM,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201566,POINT (144.653198 13.3532)
NEW JERSEY,2020,15,,-,5,,5,,23,,,-,0,,,-,,-,NEW JERSEY,,20201510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,15,,-,8,,,-,4,,,-,0,,,-,,-,NEW MEXICO,,20201554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,15,,-,17,,38,,115,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201514,
TENNESSEE,2020,15,,-,21,,2,,7,,,-,0,,,-,,-,TENNESSEE,,20201542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,15,,-,6,,18,,2,,,-,0,,,-,,-,CONNECTICUT,,20201503,POINT (-72.738288 41.575155)
MARYLAND,2020,15,,-,3,,3,,2,,,-,0,,,-,,-,MARYLAND,,20201533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,15,,-,19,,16,,7,,,-,0,,,-,,-,SOUTH CAROLINA,,20201535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,15,,-,2,,2,,,-,,-,0,,,-,,-,OKLAHOMA,,20201546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201565,POINT (145.725693 15.1834)
OHIO,2020,15,,-,4,,9,,28,,,-,0,,,-,,-,OHIO,,20201518,POINT (-82.70936 40.415534)
MINNESOTA,2020,15,,-,6,,2,,1,,,-,0,,,-,,-,MINNESOTA,,20201523,POINT (-94.198308 46.349153)
LOUISIANA,2020,15,,-,19,,7,,47,,,-,0,,,-,,-,LOUISIANA,,20201545,POINT (-91.840238 30.921314)
HAWAII,2020,15,,-,1,,2,,,-,,-,0,,,-,,-,HAWAII,,20201560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,15,,-,29,,59,,57,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201528,
PENNSYLVANIA,2020,15,,-,22,,24,,205,,,-,0,,,-,,-,PENNSYLVANIA,,20201513,POINT (-77.838886 40.896694)
UTAH,2020,15,,-,4,,1,,11,,,-,0,,,-,,-,UTAH,,20201555,POINT (-111.678222 39.323779)
COLORADO,2020,15,,-,6,,27,,30,,,-,0,,,-,,-,COLORADO,,20201550,POINT (-105.547832 38.998552)
VERMONT,2020,15,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20201508,POINT (-72.662695 44.075252)
KENTUCKY,2020,15,,-,1,,2,,1,,,-,0,,,-,,-,KENTUCKY,,20201540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201567,POINT (-66.414655 18.215692)
MAINE,2020,15,,-,1,,,-,3,,,-,0,,,-,,-,MAINE,,20201504,POINT (-69.06137 45.117911)
VIRGINIA,2020,15,,-,5,,4,,9,,,-,0,,,-,,-,VIRGINIA,,20201536,POINT (-78.666382 37.510861)
ARIZONA,2020,15,,-,10,,7,,23,,,-,0,,,-,,-,ARIZONA,,20201549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201564,
WISCONSIN,2020,15,,-,6,,4,,8,,,-,0,,,-,,-,WISCONSIN,,20201519,POINT (-89.732969 44.639954)
IDAHO,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,IDAHO,,20201551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201568,POINT (-64.840836 18.060868)
MICHIGAN,2020,15,,-,2,,2,,10,,,-,0,,,-,,-,MICHIGAN,,20201517,POINT (-85.730977 44.874798)
GEORGIA,2020,15,,-,7,,2,,18,,,-,0,,,-,,-,GEORGIA,,20201532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,15,,-,11,,57,,32,,,-,0,,,-,,-,,NEW YORK CITY,20201512,
ARKANSAS,2020,15,2,,13,,8,,17,,,-,0,,,-,,-,ARKANSAS,,20201544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,15,,-,5,,,-,19,,,-,0,,,-,,-,MISSISSIPPI,,20201541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,15,,-,2,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201527,POINT (-100.230491 44.43614)
WYOMING,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201556,POINT (-107.55145 42.999627)
MISSOURI,2020,15,,-,15,,38,,7,,,-,0,,,-,,-,MISSOURI,,20201524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,15,,-,25,,106,,271,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201509,
CALIFORNIA,2020,15,1,,38,,61,,65,,,-,0,,,-,,-,CALIFORNIA,,20201559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,15,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20201537,POINT (-80.613729 38.642579)
FLORIDA,2020,15,,-,21,,13,,13,,,-,0,,,-,,-,FLORIDA,,20201531,POINT (-82.420978 28.260731)
MONTANA,2020,15,,-,3,,1,,10,,,-,0,,,-,,-,MONTANA,,20201552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,15,,-,23,,47,,24,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201520,
MASSACHUSETTS,2020,15,,-,4,,14,,27,,,-,0,,,-,,-,MASSACHUSETTS,,20201505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,15,,-,13,,36,,79,,,-,0,,,-,,-,,MOUNTAIN,20201548,
INDIANA,2020,15,,-,13,,5,,28,,,-,0,,,-,,-,INDIANA,,20201516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201569,
US TERRITORIES,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201563,
INDIANA,2020,16,,-,10,,5,,38,,,-,0,,,-,,-,INDIANA,,20201616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201669,
US TERRITORIES,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201663,
PACIFIC,2020,17,,-,36,,65,,95,,,-,0,,,-,,-,,PACIFIC,20201757,
TOTAL,2020,17,1,,107,,463,,1074,,,-,0,,,-,,-,,TOTAL,20201770,
US RESIDENTS,2020,17,1,,107,,463,,1074,,,-,0,,,-,,-,,US RESIDENTS,20201701,
NEW HAMPSHIRE,2020,17,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201706,POINT (-71.57139 43.680429)
NEW YORK,2020,17,,-,4,,21,,12,,,-,0,,,-,,-,NEW YORK,,20201711,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2020,17,,-,57,,57,,273,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201743,
NEBRASKA,2020,17,,-,19,,,-,3,,,-,0,,,-,,-,NEBRASKA,,20201725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,17,,-,21,,6,,38,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201738,
NORTH DAKOTA,2020,17,,-,3,,1,,10,,,-,0,,,-,,-,NORTH DAKOTA,,20201726,POINT (-100.46931 47.446305)
NEVADA,2020,17,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20201753,POINT (-114.916992 39.283294)
ILLINOIS,2020,17,,-,3,,18,,44,,,-,0,,,-,,-,ILLINOIS,,20201715,POINT (-89.148632 40.124144)
IOWA,2020,17,,-,2,,6,,3,,,-,0,,,-,,-,IOWA,,20201721,POINT (-93.500061 42.074659)
TEXAS,2020,17,,-,42,,10,,206,,,-,0,,,-,,-,TEXAS,,20201747,POINT (-99.317341 31.447238)
ALASKA,2020,17,,-,1,,,-,,-,,-,0,,,-,,-,ALASKA,,20201758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,17,,-,1,,,-,3,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201730,POINT (-77.016275 38.904785)
WASHINGTON,2020,17,,-,4,,,-,14,,,-,0,,,-,,-,WASHINGTON,,20201762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,17,,-,9,,42,,38,,,-,0,,,-,,-,,NEW ENGLAND,20201702,
RHODE ISLAND,2020,17,,-,2,,,-,2,,,-,0,,,-,,-,RHODE ISLAND,,20201707,POINT (-71.534637 41.572574)
OREGON,2020,17,,-,5,,2,,1,,,-,0,,,-,,-,OREGON,,20201761,POINT (-120.605279 43.940449)
DELAWARE,2020,17,,-,2,,4,,1,,,-,0,,,-,,-,DELAWARE,,20201729,POINT (-75.452394 38.994926)
ALABAMA,2020,17,,-,2,,1,,3,,,-,0,,,-,,-,ALABAMA,,20201739,POINT (-86.844516 32.756889)
KANSAS,2020,17,,-,2,,,-,2,,,-,0,,,-,,-,KANSAS,,20201722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,17,,-,18,,18,,4,,,-,0,,,-,,-,NORTH CAROLINA,,20201734,POINT (-79.130883 35.52603)
GUAM,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201766,POINT (144.653198 13.3532)
NEW JERSEY,2020,17,,-,5,,5,,28,,,-,0,,,-,,-,NEW JERSEY,,20201710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,17,,-,8,,,-,6,,,-,0,,,-,,-,NEW MEXICO,,20201754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,17,1,,14,,40,,135,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201714,
TENNESSEE,2020,17,,-,21,,2,,9,,,-,0,,,-,,-,TENNESSEE,,20201742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,17,,-,6,,18,,2,,,-,0,,,-,,-,CONNECTICUT,,20201703,POINT (-72.738288 41.575155)
MARYLAND,2020,17,,-,3,,3,,4,,,-,0,,,-,,-,MARYLAND,,20201733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,17,,-,19,,16,,8,,,-,0,,,-,,-,SOUTH CAROLINA,,20201735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,17,,-,2,,2,,,-,,-,0,,,-,,-,OKLAHOMA,,20201746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201765,POINT (145.725693 15.1834)
OHIO,2020,17,,-,4,,9,,29,,,-,0,,,-,,-,OHIO,,20201718,POINT (-82.70936 40.415534)
MINNESOTA,2020,17,,-,6,,2,,1,,,-,0,,,-,,-,MINNESOTA,,20201723,POINT (-94.198308 46.349153)
LOUISIANA,2020,17,,-,20,,37,,67,,,-,0,,,-,,-,LOUISIANA,,20201745,POINT (-91.840238 30.921314)
HAWAII,2020,17,,-,1,,2,,,-,,-,0,,,-,,-,HAWAII,,20201760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,17,,-,29,,61,,70,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201728,
PENNSYLVANIA,2020,17,,-,22,,24,,229,,,-,0,,,-,,-,PENNSYLVANIA,,20201713,POINT (-77.838886 40.896694)
UTAH,2020,17,,-,4,,1,,15,,,-,0,,,-,,-,UTAH,,20201755,POINT (-111.678222 39.323779)
COLORADO,2020,17,,-,6,,27,,34,,,-,0,,,-,,-,COLORADO,,20201750,POINT (-105.547832 38.998552)
VERMONT,2020,17,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20201708,POINT (-72.662695 44.075252)
KENTUCKY,2020,17,,-,1,,2,,1,,,-,0,,,-,,-,KENTUCKY,,20201740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201767,POINT (-66.414655 18.215692)
MAINE,2020,17,,-,1,,,-,4,,,-,0,,,-,,-,MAINE,,20201704,POINT (-69.06137 45.117911)
VIRGINIA,2020,17,,-,5,,4,,9,,,-,0,,,-,,-,VIRGINIA,,20201736,POINT (-78.666382 37.510861)
ARIZONA,2020,17,,-,10,,7,,27,,,-,0,,,-,,-,ARIZONA,,20201749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201764,
WISCONSIN,2020,17,1,,6,,6,,8,,,-,0,,,-,,-,WISCONSIN,,20201719,POINT (-89.732969 44.639954)
IDAHO,2020,17,,-,1,,,-,,-,,-,0,,,-,,-,IDAHO,,20201751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201768,POINT (-64.840836 18.060868)
MICHIGAN,2020,17,,-,2,,2,,12,,,-,0,,,-,,-,MICHIGAN,,20201717,POINT (-85.730977 44.874798)
GEORGIA,2020,17,,-,7,,2,,20,,,-,0,,,-,,-,GEORGIA,,20201732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,17,,-,11,,59,,36,,,-,0,,,-,,-,,NEW YORK CITY,20201712,
ARKANSAS,2020,17,,-,2,,8,,,-,,-,0,,,-,,-,ARKANSAS,,20201744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,17,,-,5,,1,,25,,,-,0,,,-,,-,MISSISSIPPI,,20201741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,17,,-,2,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201727,POINT (-100.230491 44.43614)
WYOMING,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201756,POINT (-107.55145 42.999627)
MISSOURI,2020,17,,-,15,,38,,7,,,-,0,,,-,,-,MISSOURI,,20201724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,17,,-,25,,109,,305,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201709,
CALIFORNIA,2020,17,,-,31,,61,,80,,,-,0,,,-,,-,CALIFORNIA,,20201759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,17,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20201737,POINT (-80.613729 38.642579)
FLORIDA,2020,17,,-,21,,14,,19,,,-,0,,,-,,-,FLORIDA,,20201731,POINT (-82.420978 28.260731)
MONTANA,2020,17,,-,3,,1,,11,,,-,0,,,-,,-,MONTANA,,20201752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,17,,-,22,,47,,26,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201720,
MASSACHUSETTS,2020,17,,-,4,,14,,28,,,-,0,,,-,,-,MASSACHUSETTS,,20201705,POINT (-71.481104 42.151077)
