Filing Period,Taxable Amount,Total AmountDue,Date Paid,Name,Street Address,Street Address2,City,State,Zip,Location1
12/01/2017 12:00:00 AM,0.00,0.00,01/19/2018,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
11/01/2016 12:00:00 AM,0.00,0.00,12/20/2016,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
12/01/2016 12:00:00 AM,0.00,0.00,01/18/2017,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
08/01/2017 12:00:00 AM,0.00,0.00,09/19/2017,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
07/01/2016 12:00:00 AM,18.76,5.62,09/07/2016,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
10/01/2016 12:00:00 AM,0.00,0.00,11/21/2016,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
01/01/2016 12:00:00 AM,0.00,0.00,02/24/2016,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
03/01/2018 12:00:00 AM,0.00,0.00,04/20/2018,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
01/01/2018 12:00:00 AM,0.00,0.00,02/15/2018,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
04/01/2018 12:00:00 AM,0.00,0.00,05/09/2018,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
05/01/2018 12:00:00 AM,118.75,35.62,06/01/2018,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
01/01/2017 12:00:00 AM,0.00,0.00,02/16/2017,Vapor Supply LLC,2121 S Portland Ave,,Oklahoma City,OK,73108,"2121 S Portland Ave
Oklahoma City, OK 73108
(35.444125, -97.583321)"
07/01/2019 12:00:00 AM,0.00,0.00,08/22/2019,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
11/01/2018 12:00:00 AM,6285.00,1885.50,01/01/2019,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
06/01/2018 12:00:00 AM,161.28,48.38,07/30/2018,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
06/01/2018 12:00:00 AM,1362.83,408.84,07/30/2018,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
06/01/2018 12:00:00 AM,3377.00,1013.10,07/31/2018,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117754, -77.183498)"
12/01/2018 12:00:00 AM,0.00,0.00,01/08/2019,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095177, -77.137268)"
07/01/2018 12:00:00 AM,504.00,151.20,08/01/2018,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
06/01/2018 12:00:00 AM,3170.00,951.00,07/31/2018,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
07/01/2018 12:00:00 AM,427.27,128.18,08/01/2018,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
06/01/2018 12:00:00 AM,429.30,128.79,07/31/2018,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
06/01/2018 12:00:00 AM,0.00,0.00,08/09/2018,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
07/01/2018 12:00:00 AM,0.00,0.00,08/09/2018,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
07/01/2018 12:00:00 AM,2259.00,677.70,08/04/2018,smoke Island inc,11230 Georgia ave,,silver spring,MD,20902,"11230 Georgia ave
silver spring, MD 20902
(39.03947, -77.051214)"
06/01/2018 12:00:00 AM,1219.80,365.94,08/07/2018,"Main St. Cigars & Vapes, LLC",400 Main St.,,Gaithersburg,MD,20878,"400 Main St.
Gaithersburg, MD 20878
(39.121029, -77.237155)"
06/01/2018 12:00:00 AM,893.45,268.03,08/06/2018,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988859, -77.096195)"
07/01/2018 12:00:00 AM,912.87,273.86,08/06/2018,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988859, -77.096195)"
05/01/2018 12:00:00 AM,0.00,0.00,06/20/2018,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
02/01/2019 12:00:00 AM,31749.04,9524.71,03/19/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
02/01/2019 12:00:00 AM,7635.00,2290.50,03/31/2019,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
05/01/2018 12:00:00 AM,8999.24,2699.77,06/17/2018,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
05/01/2018 12:00:00 AM,41771.93,12531.57,06/20/2018,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
05/01/2018 12:00:00 AM,1786.11,535.83,06/20/2018,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077779, -77.140579)"
05/01/2018 12:00:00 AM,0.00,0.00,06/26/2018,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
05/01/2018 12:00:00 AM,31031.31,9309.39,06/06/2018,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
05/01/2018 12:00:00 AM,14189.74,4256.92,06/25/2018,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
05/01/2018 12:00:00 AM,713.27,213.98,06/26/2018,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988859, -77.096195)"
04/01/2018 12:00:00 AM,704.78,211.43,06/26/2018,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988859, -77.096195)"
05/01/2018 12:00:00 AM,69.12,20.73,06/28/2018,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
05/01/2018 12:00:00 AM,6020.39,1806.11,06/02/2018,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
05/01/2018 12:00:00 AM,145430.16,43629.04,06/15/2018,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
05/01/2018 12:00:00 AM,2978.00,893.40,06/29/2018,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117754, -77.183498)"
05/01/2018 12:00:00 AM,413.03,123.90,06/29/2018,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
05/01/2018 12:00:00 AM,3883.13,1164.93,06/09/2018,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
06/01/2018 12:00:00 AM,0.00,0.00,07/06/2018,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
05/01/2018 12:00:00 AM,508.75,152.62,06/30/2018,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
05/01/2018 12:00:00 AM,5460.00,1638.00,06/30/2018,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
06/01/2018 12:00:00 AM,451.32,135.39,07/02/2018,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
06/01/2018 12:00:00 AM,0.00,0.00,07/13/2018,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
05/01/2018 12:00:00 AM,0.00,0.00,07/13/2018,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
06/01/2018 12:00:00 AM,15279.31,4583.79,07/07/2018,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
06/01/2018 12:00:00 AM,0.00,0.00,07/16/2018,"Core-Mark Distributors, Inc.",P.O. Box 21009,C/O JTD Div.,Seattle,WA,98111,"P.O. Box 21009
Seattle, WA 98111"
06/01/2018 12:00:00 AM,95.00,28.50,07/13/2018,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
06/01/2018 12:00:00 AM,122.25,36.67,07/04/2018,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
06/01/2018 12:00:00 AM,1895.50,568.65,07/19/2018,smoke Island inc,11230 Georgia ave,,silver spring,MD,20902,"11230 Georgia ave
silver spring, MD 20902
(39.03947, -77.051214)"
12/01/2018 12:00:00 AM,0.00,0.00,01/09/2019,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
07/01/2019 12:00:00 AM,7999.91,2399.97,08/18/2019,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
03/01/2019 12:00:00 AM,130.00,39.00,04/03/2019,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157195, -78.731016)"
06/01/2018 12:00:00 AM,1520.39,456.11,08/09/2018,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077779, -77.140579)"
07/01/2018 12:00:00 AM,1800.05,540.01,08/09/2018,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077779, -77.140579)"
07/01/2018 12:00:00 AM,7131.01,2139.30,08/09/2018,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
07/01/2019 12:00:00 AM,995.00,298.50,08/19/2019,"RJR Vapor Co., LLC",P.O. Box 2959,,Winston Salem,NC,27101-2959,"P.O. Box 2959
Winston Salem, NC 27101-2959"
03/01/2019 12:00:00 AM,0.00,0.00,04/13/2019,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095177, -77.137268)"
07/01/2019 12:00:00 AM,0.00,0.00,08/23/2019,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095177, -77.137268)"
03/01/2019 12:00:00 AM,2419.00,725.70,04/10/2019,smoke Island inc,11230 Georgia ave,,silver spring,MD,20902,"11230 Georgia ave
silver spring, MD 20902
(39.03947, -77.051214)"
12/01/2019 12:00:00 AM,0.00,0.00,01/22/2020,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255138, -76.658662)"
12/01/2019 12:00:00 AM,0.00,0.00,01/22/2020,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
03/01/2019 12:00:00 AM,12899.60,3869.88,04/15/2019,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
03/01/2019 12:00:00 AM,586.91,176.07,04/13/2019,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077779, -77.140579)"
03/01/2019 12:00:00 AM,0.00,0.00,04/19/2019,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
03/01/2019 12:00:00 AM,7575.50,2272.65,04/18/2019,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
03/01/2019 12:00:00 AM,1133.33,339.99,04/22/2019,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
03/01/2019 12:00:00 AM,385.05,115.51,04/16/2019,"Blue Monkey Vapes, Inc.",11160 Veirs Mill Road,Unit # 9115,Wheaton,Maryland,20902,"11160 Veirs Mill Road
Wheaton, Maryland 20902
(39.038321, -77.052915)"
03/01/2019 12:00:00 AM,40937.05,12281.11,04/18/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
03/01/2019 12:00:00 AM,9099.14,2729.74,04/20/2019,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
03/01/2019 12:00:00 AM,95207.37,28562.21,04/03/2019,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
03/01/2019 12:00:00 AM,0.00,0.00,04/30/2019,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
03/01/2019 12:00:00 AM,245.00,73.50,04/29/2019,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626"
03/01/2019 12:00:00 AM,22836.60,6850.98,04/09/2019,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080"
03/01/2019 12:00:00 AM,13048.14,3914.44,04/29/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554"
03/01/2019 12:00:00 AM,190.00,57.00,04/30/2019,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
04/01/2019 12:00:00 AM,23.75,7.12,05/01/2019,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157195, -78.731016)"
03/01/2019 12:00:00 AM,69.12,20.73,04/30/2019,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
03/01/2019 12:00:00 AM,3691.72,1107.51,04/06/2019,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
03/01/2019 12:00:00 AM,7130.00,2139.00,04/30/2019,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
07/01/2018 12:00:00 AM,0.00,0.00,08/15/2018,"Core-Mark Distributors, Inc.",P.O. Box 21009,C/O JTD Div.,Seattle,WA,98111,"P.O. Box 21009
Seattle, WA 98111"
03/01/2019 12:00:00 AM,193277.06,57983.11,04/16/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
07/01/2018 12:00:00 AM,8532.92,2559.87,08/12/2018,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
03/01/2020 12:00:00 AM,3738.66,1121.59,04/07/2020,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
07/01/2018 12:00:00 AM,352.26,105.67,08/01/2018,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
07/01/2019 12:00:00 AM,5972.04,1791.61,08/07/2019,SAMS EAST INC,705 SW 8th Street,ATTN: TOBACCO TAX,Bentonville,AR,72716-0555,"705 SW 8th Street
Bentonville, AR 72716-0555
(36.364273, -94.216894)"
07/01/2018 12:00:00 AM,3169.18,950.75,08/11/2018,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
07/01/2018 12:00:00 AM,0.00,0.00,08/27/2018,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
07/01/2018 12:00:00 AM,0.00,0.00,08/30/2018,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
07/01/2018 12:00:00 AM,0.00,0.00,08/30/2018,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
07/01/2018 12:00:00 AM,13016.96,3905.08,08/26/2018,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
07/01/2018 12:00:00 AM,213.75,64.12,08/27/2018,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
07/01/2018 12:00:00 AM,163597.70,49079.31,08/09/2018,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
07/01/2018 12:00:00 AM,6336.84,1901.05,08/28/2018,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
07/01/2018 12:00:00 AM,1639.17,491.75,08/28/2018,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
07/01/2018 12:00:00 AM,59238.84,17771.65,08/02/2018,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
07/01/2018 12:00:00 AM,69.12,20.73,08/31/2018,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
07/01/2018 12:00:00 AM,1233.26,369.97,08/06/2018,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
07/01/2018 12:00:00 AM,7430.00,2229.00,08/31/2018,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
08/01/2018 12:00:00 AM,0.00,0.00,09/04/2018,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
08/01/2018 12:00:00 AM,0.00,0.00,09/06/2018,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
07/01/2018 12:00:00 AM,40082.66,12024.79,09/05/2018,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
08/01/2018 12:00:00 AM,751.04,225.31,09/05/2018,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
08/01/2018 12:00:00 AM,1908.79,572.63,09/06/2018,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077779, -77.140579)"
08/01/2018 12:00:00 AM,1377.90,413.37,09/07/2018,smoke Island inc,11230 Georgia ave,,silver spring,MD,20902,"11230 Georgia ave
silver spring, MD 20902
(39.03947, -77.051214)"
07/01/2018 12:00:00 AM,3195.00,958.50,09/13/2018,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117754, -77.183498)"
08/01/2018 12:00:00 AM,256.75,77.02,09/03/2018,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
08/01/2018 12:00:00 AM,12682.25,3804.67,09/14/2018,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
08/01/2018 12:00:00 AM,0.00,0.00,09/21/2018,"Core-Mark Distributors, Inc.",P.O. Box 21009,C/O JTD Div.,Seattle,WA,98111,"P.O. Box 21009
Seattle, WA 98111"
08/01/2018 12:00:00 AM,9688.05,2906.41,09/17/2018,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
03/01/2020 12:00:00 AM,2199.63,659.88,04/19/2020,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
07/01/2018 12:00:00 AM,768.00,230.40,09/18/2018,"Main St. Cigars & Vapes, LLC",400 Main St.,,Gaithersburg,MD,20878,"400 Main St.
Gaithersburg, MD 20878
(39.121029, -77.237155)"
